SA4_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
305,92,5838,232,6165,421,12327,472,13228,161,7356,310,7830,145,13341,806,14299,267,30181,2212,32663,314,21352,1409,23072,416,17488,1070,18971,441,12726,771,13944,576,7823,546,8945,706,3220,304,4236,542,610,155,1308,4088,132268,8300,144652,47,5718,231,5991,228,12381,453,13066,127,7549,365,8043,179,15291,905,16375,322,30506,1988,32815,319,20912,1111,22337,408,17769,775,18947,436,12789,643,13863,623,8136,466,9229,931,3457,321,4712,1142,819,246,2206,4758,135321,7513,147592,133,11556,465,12156,651,24714,931,26288,290,14905,674,15874,325,28634,1714,30667,591,60688,4200,65488,634,42258,2521,45413,822,35254,1848,37922,875,25510,1414,27803,1201,15952,1013,18169,1634,6682,631,8943,1686,1431,401,3515,8847,267590,15806,292245
306,107,6144,629,6887,897,14844,1562,17308,288,6783,739,7804,194,5544,791,6527,306,12880,1970,15156,388,13149,1636,15177,598,14727,1736,17059,991,14637,1544,17176,1351,11597,1209,14152,1267,4984,598,6843,799,892,238,1927,7190,106189,12640,126014,55,5922,585,6562,401,14422,1414,16229,190,6459,639,7291,120,5419,711,6251,283,14181,1856,16321,362,15139,1514,17012,619,15971,1413,17999,958,15053,1250,17260,1232,11242,958,13429,1547,4720,552,6814,1361,902,302,2569,7125,109417,11199,127735,163,12069,1216,13444,1299,29261,2977,33536,481,13245,1374,15096,315,10966,1499,12780,588,27062,3827,31475,751,28284,3147,32189,1219,30695,3149,35054,1947,29696,2798,34431,2581,22841,2165,27588,2807,9698,1146,13655,2156,1797,537,4493,14311,215605,23831,253748
307,56,3471,329,3850,528,7639,789,8956,189,3337,356,3879,139,2889,393,3424,172,5985,853,7005,185,5764,686,6634,376,6813,803,7995,595,7501,853,8955,792,6612,655,8059,738,3256,377,4369,470,609,148,1232,4237,53878,6239,64356,34,3243,287,3572,299,7533,788,8624,141,3118,307,3562,77,2715,313,3112,151,6346,701,7198,203,6437,652,7289,360,7297,700,8361,613,7585,685,8886,715,6197,540,7452,880,3177,403,4458,838,681,239,1756,4313,54326,5627,64264,87,6714,616,7421,828,15175,1580,17581,330,6449,665,7446,217,5610,707,6530,319,12328,1559,14203,385,12201,1336,13919,742,14105,1501,16348,1209,15091,1539,17837,1510,12811,1192,15512,1615,6439,780,8831,1308,1287,390,2990,8553,108209,11863,128622
308,169,6569,505,7250,1277,14401,1281,16956,402,6499,604,7494,241,5549,745,6536,344,12393,1860,14602,368,12555,1975,14896,500,12602,1777,14878,856,12771,1588,15211,1077,9026,869,10972,995,3720,426,5141,632,676,168,1477,6846,96772,11800,115421,99,6349,474,6922,645,14352,1197,16194,239,6113,500,6853,152,5593,528,6276,240,13355,1144,14744,373,13383,1094,14850,605,12983,1068,14651,931,12615,946,14486,997,8384,664,10048,1355,3826,438,5618,1184,750,251,2180,6813,97702,8304,112823,272,12916,985,14167,1917,28759,2472,33152,640,12610,1099,14351,400,11142,1278,12816,591,25744,3004,29341,735,25936,3065,29745,1101,25589,2840,29532,1784,25385,2528,29700,2074,17416,1534,21026,2344,7546,867,10759,1811,1431,420,3660,13663,194473,20103,228246
309,316,16376,1009,17703,2519,35308,2431,40260,801,17128,1016,18946,568,17571,1303,19441,835,38031,3310,42176,862,38121,2731,41714,1176,37819,2634,41625,1689,32155,2120,35961,2672,26021,1761,30460,3277,13293,1104,17675,2086,2562,538,5189,16796,274393,19967,311152,175,15354,991,16518,1218,34773,2198,38195,527,16818,1024,18368,375,18742,1363,20482,705,41541,3264,45507,849,41618,2678,45150,1411,40915,2400,44722,1928,35655,2078,39655,2824,29283,1718,33817,4111,13939,1275,19327,4146,2819,913,7881,18270,291444,19911,329627,490,31737,1996,34220,3740,70078,4632,78452,1324,33947,2040,37315,940,36310,2666,39925,1538,79574,6573,87681,1712,79742,5409,86865,2586,78731,5031,86348,3605,67807,4201,75612,5493,55300,3481,64273,7385,27237,2388,37005,6235,5379,1458,13071,35066,565839,39876,640778
310,283,12272,859,13411,2288,24286,1811,28387,713,10706,782,12206,518,10492,1251,12255,777,22613,3152,26543,814,22003,2591,25406,1031,19704,1814,22548,1578,16653,1202,19438,1842,11130,766,13735,1523,4886,421,6831,778,893,186,1858,12150,155634,14838,182621,170,11467,781,12418,1103,23861,1672,26636,457,10630,697,11783,349,10514,796,11659,693,25020,1880,27590,850,23518,1610,25978,1293,20836,1189,23317,1813,17222,934,19968,1999,11800,663,14458,2046,5272,495,7809,1463,1102,312,2874,12232,161236,11039,184504,452,23736,1643,25834,3390,48151,3483,55025,1171,21335,1482,23991,864,21010,2045,23919,1473,47623,5033,54131,1659,45524,4202,51386,2322,40541,3005,45864,3396,33874,2137,39407,3839,22923,1425,28192,3566,10156,922,14646,2237,1999,500,4732,24383,316873,25872,367126
311,263,11779,1016,13056,2132,23543,2256,27928,742,10825,909,12469,481,10537,914,11933,700,22272,2019,24992,713,21287,1827,23821,950,19326,1533,21812,1339,16043,1093,18468,1948,11617,727,14290,1737,4948,406,7091,826,724,174,1726,11834,152897,12871,177600,193,11438,996,12623,1090,23481,2051,26622,419,10340,810,11570,318,10391,863,11571,667,23626,2017,26309,769,22477,1724,24975,1272,20159,1347,22783,1656,17016,916,19586,2150,12736,776,15658,2210,4991,519,7719,1663,778,323,2756,12405,157430,12335,182174,457,23212,2011,25678,3217,47025,4308,54545,1157,21168,1718,24043,798,20926,1774,23503,1375,45895,4035,51304,1485,43762,3552,48793,2228,39487,2874,44589,2993,33054,2009,38061,4095,24354,1501,29951,3944,9942,918,14808,2490,1501,495,4487,24236,310328,25208,359767
312,102,5155,438,5697,662,10981,1062,12700,201,4705,469,5381,129,4398,843,5368,219,10137,2247,12604,209,10332,1997,12539,300,10439,2013,12753,513,10155,1677,12347,738,6885,812,8433,728,2775,353,3855,446,466,122,1032,4254,76430,12020,92710,67,4806,414,5278,313,10588,987,11887,139,4433,455,5019,88,4440,646,5178,138,11050,1447,12635,208,10742,1143,12089,339,10390,1099,11826,569,9739,963,11269,632,6370,560,7565,848,2718,318,3887,850,568,127,1549,4177,75844,8167,88188,163,9963,849,10972,972,21570,2048,24589,339,9135,927,10398,221,8840,1486,10543,355,21185,3699,25239,420,21073,3137,24629,641,20828,3109,24580,1083,19893,2639,23611,1370,13253,1368,15993,1577,5497,673,7740,1297,1038,251,2586,8428,152270,20188,180894
313,184,6605,448,7233,1740,14442,1106,17296,582,7071,472,8131,396,6395,662,7455,610,12566,1594,14770,567,12997,1383,14953,822,14433,1164,16417,1256,13750,874,15878,1990,12814,747,15552,1963,6458,494,8917,1090,1162,206,2460,11214,108696,9148,129066,124,6398,405,6922,880,14581,1039,16499,363,6884,426,7680,239,6308,433,6982,487,13841,938,15268,658,14633,933,16227,1021,15735,889,17644,1416,15524,752,17693,1900,14791,726,17413,2321,6911,508,9744,1998,1276,342,3617,11410,116890,7385,135684,302,13007,851,14159,2622,29030,2146,33796,955,13961,899,15811,642,12705,1090,14440,1095,26406,2536,30033,1235,27631,2318,31179,1848,30164,2050,34059,2668,29272,1631,33568,3893,27606,1476,32966,4293,13371,1001,18666,3092,2441,545,6077,22626,225586,16534,264752
314,160,7100,284,7548,1338,15215,616,17171,403,6774,248,7426,237,6109,283,6625,339,12989,679,14004,354,14498,649,15500,428,13760,585,14770,511,10088,375,10977,734,7026,294,8060,753,3044,142,3943,407,435,86,926,5665,97044,4242,106946,82,6553,269,6904,643,14603,610,15857,257,6644,238,7133,175,6016,254,6442,362,14188,621,15176,395,15789,588,16768,508,14644,473,15627,606,10918,315,11850,864,7758,283,8897,1016,3254,207,4479,915,526,162,1604,5828,100899,4025,110751,247,13661,554,14455,1978,29818,1225,33024,659,13414,486,14561,414,12118,539,13072,700,27178,1303,29186,749,30290,1241,32269,936,28403,1051,30394,1118,21016,690,22820,1600,14779,581,16960,1773,6293,357,8423,1319,963,242,2531,11492,197947,8266,217700
315,33,2713,336,3085,181,5246,639,6067,44,2207,294,2537,41,2260,509,2804,67,4980,1276,6325,69,4145,957,5171,113,4204,848,5170,215,4194,736,5148,296,2586,405,3285,268,1001,208,1480,141,137,49,326,1470,33662,6260,41390,11,2543,281,2840,87,5014,585,5690,32,1997,239,2268,22,2319,315,2661,45,5350,676,6071,73,4414,552,5040,136,4169,554,4855,261,3828,539,4627,266,2123,296,2686,312,833,151,1299,197,157,60,416,1444,32745,4246,38443,49,5264,615,5926,274,10257,1222,11759,73,4200,529,4804,61,4573,823,5463,112,10327,1951,12397,139,8555,1514,10209,242,8376,1405,10021,476,8020,1272,9773,563,4702,703,5970,581,1834,363,2775,338,291,106,739,2911,66409,10509,79827
316,184,9074,527,9783,1584,22185,1341,25111,544,10640,586,11764,333,8560,573,9473,517,18179,1377,20068,537,20723,1564,22828,722,23374,1637,25728,1224,22556,1380,25156,1852,20809,1187,23846,2310,10795,769,13883,1744,2219,407,4371,11556,169110,11342,192005,91,8671,394,9164,866,21617,1302,23789,343,10447,567,11357,233,8982,556,9769,440,20110,1312,21865,566,23649,1325,25539,942,26133,1332,28402,1388,26407,1325,29122,1921,23131,1161,26219,2878,11574,871,15322,3164,2413,720,6296,12836,183139,10861,206834,280,17746,921,18947,2454,43800,2646,48899,886,21083,1151,23120,565,17548,1131,19242,953,38286,2688,41927,1106,44374,2888,48364,1658,49503,2970,54134,2605,48967,2702,54274,3776,43943,2340,50066,5190,22371,1641,29199,4915,4634,1123,10669,24391,352253,22201,398840
317,95,4525,236,4853,793,10157,477,11426,284,4980,292,5561,199,4583,307,5085,322,9561,682,10562,328,8497,536,9371,401,8231,563,9192,570,7698,476,8738,837,6261,397,7499,890,3314,229,4431,605,709,114,1430,5317,68503,4315,78137,54,4470,226,4753,393,9970,450,10807,190,4993,244,5427,140,4768,319,5233,254,10356,551,11159,336,9393,480,10210,478,9209,416,10102,661,8625,436,9727,863,7309,401,8571,1231,3947,300,5473,1329,939,196,2458,5927,73974,4018,83917,151,8992,461,9603,1183,20122,928,22232,478,9971,536,10992,338,9351,628,10312,570,19914,1235,21719,665,17893,1021,19577,871,17440,977,19294,1232,16322,912,18465,1704,13565,796,16065,2115,7261,536,9907,1928,1643,314,3892,11248,142478,8334,162059
318,149,6327,460,6945,1023,13770,1222,16010,330,6704,678,7713,246,7398,1359,9005,351,13870,2071,16295,420,12155,1701,14281,615,12621,1535,14767,897,12031,1220,14144,1222,9110,749,11078,1159,3897,398,5452,636,682,143,1455,7044,98559,11532,117138,81,5708,473,6269,485,13533,1106,15124,184,6950,558,7689,157,7225,666,8053,311,14191,1368,15873,392,13587,1202,15174,649,13535,1119,15303,906,12634,826,14366,1161,9190,588,10938,1472,4085,397,5955,1333,839,230,2401,7128,101471,8536,117144,232,12040,938,13210,1503,27303,2332,31133,508,13663,1233,15403,407,14624,2030,17056,663,28067,3439,32165,818,25737,2902,29457,1266,26151,2650,30071,1799,24663,2041,28512,2382,18299,1337,22014,2632,7979,790,11404,1963,1518,371,3857,14174,200034,20075,234283
319,154,6265,526,6953,1701,15572,1384,18656,692,7492,641,8821,462,5814,615,6891,696,11953,1450,14100,764,12227,1418,14404,1259,15200,1585,18044,2321,18390,1665,22370,3368,19447,1493,24311,2914,9898,899,13708,1436,1718,291,3445,15774,123975,11963,151711,97,5995,489,6582,909,15129,1255,17302,469,7078,534,8083,281,5841,465,6584,545,13048,1107,14704,684,14243,1059,15977,1342,17028,1301,19668,2230,20802,1401,24430,2864,20133,1351,24345,3126,9507,913,13548,2481,1863,468,4810,15020,130677,10337,156032,250,12269,1016,13533,2609,30702,2640,35955,1158,14568,1177,16904,744,11654,1077,13476,1241,24995,2560,28800,1445,26468,2473,30385,2598,32231,2886,37716,4551,39188,3065,46806,6237,39582,2844,48658,6038,19408,1807,27252,3917,3582,756,8257,30792,254652,22298,307745
397,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,14,24,37,0,11,42,55,0,16,29,42,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,43,110,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,13,13,0,0,5,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,16,0,13,37,49,0,11,50,64,0,16,32,45,0,0,8,5,0,0,0,3,0,0,0,0,0,0,0,0,3,44,130,183
399,4,236,36,277,42,372,67,478,21,187,67,272,21,273,147,444,37,872,390,1301,45,698,453,1194,45,611,391,1042,92,897,306,1297,98,956,204,1253,23,220,38,283,5,9,5,23,421,5326,2113,7861,6,190,33,229,20,376,63,457,18,218,55,291,11,348,125,493,31,949,364,1345,34,589,260,885,60,610,218,887,85,890,193,1170,62,702,107,870,23,118,17,160,9,7,3,25,371,4993,1442,6807,8,420,77,504,62,745,129,932,37,403,123,566,33,623,273,934,69,1821,753,2649,80,1284,715,2077,106,1221,608,1929,178,1791,503,2468,161,1654,310,2124,45,340,62,444,19,16,11,44,793,10318,3558,14670
401,115,7008,229,7353,877,16584,542,17998,297,8645,296,9233,227,10415,481,11121,300,19244,1001,20544,322,18387,878,19588,450,18472,830,19748,619,17016,723,18354,963,14099,563,15626,1367,7206,380,8954,1484,1743,205,3430,7017,138814,6118,151952,68,6669,212,6954,402,16273,522,17195,178,8593,294,9066,165,10259,414,10838,294,19520,832,20652,348,19753,625,20730,471,19503,668,20641,688,18424,633,19746,1119,16021,591,17732,2283,8363,445,11090,3270,2170,369,5804,9288,145538,5607,160429,182,13679,441,14304,1276,32852,1061,35190,469,17238,585,18294,389,20669,894,21957,592,38762,1831,41193,676,38140,1506,40315,922,37972,1499,40385,1309,35434,1351,38099,2085,30121,1157,33358,3647,15568,824,20042,4752,3916,569,9235,16306,284352,11721,312377
402,431,13798,667,14898,2922,26238,1446,30610,838,12347,621,13806,602,14610,761,15974,918,31108,1798,33827,991,28882,1711,31580,1263,24958,1376,27595,1829,22324,1051,25199,2311,16027,737,19080,2175,7876,485,10533,1546,1747,269,3569,15824,199921,10918,226664,243,12954,656,13852,1374,26331,1284,28986,513,11742,573,12833,345,13437,606,14386,782,31353,1535,33671,1028,28867,1320,31216,1604,25086,1103,27790,2195,23573,899,26664,2629,17889,768,21282,3223,8949,626,12799,3055,2047,454,5557,16988,202232,9817,229035,676,26753,1323,28752,4301,52572,2729,59599,1358,24091,1198,26643,941,28053,1368,30363,1700,62468,3332,67498,2012,57750,3032,62792,2871,50043,2470,55385,4024,45896,1950,51867,4938,33922,1503,40363,5400,16826,1109,23332,4602,3798,723,9116,32816,402155,20737,455707
403,216,9278,320,9811,1666,20052,784,22503,597,9947,365,10911,390,10354,439,11183,536,21576,961,23077,593,22096,906,23593,804,21827,914,23546,1179,20439,893,22516,1740,17696,708,20143,1840,8636,472,10946,1640,2027,231,3897,11187,163922,6998,182112,129,8923,304,9360,828,19648,711,21190,390,9676,323,10392,274,10382,384,11045,549,22380,805,23736,635,23895,827,25353,964,22867,759,24597,1449,22713,799,24956,1851,20255,721,22829,2567,9702,532,12801,3541,2568,373,6486,13192,173013,6538,192742,347,18203,621,19171,2492,39702,1493,43693,987,19618,692,21302,666,20740,827,22229,1086,43959,1772,46809,1227,45988,1734,48951,1766,44694,1676,48143,2627,43151,1691,47464,3591,37952,1433,42973,4410,18337,996,23747,5182,4590,605,10381,24389,336932,13540,374859
404,124,6035,220,6383,845,11102,507,12449,260,5729,229,6220,200,7782,342,8317,329,18003,841,19172,375,15096,696,16161,602,14105,639,15350,959,13584,644,15181,1147,9730,360,11238,1360,4679,247,6287,1418,1303,110,2831,7624,107134,4834,119593,88,5788,262,6139,386,11031,448,11861,153,5494,181,5825,142,7747,311,8198,299,18009,730,19037,378,15441,608,16428,654,14628,530,15807,1022,14263,508,15794,1433,10958,422,12810,2264,5573,315,8146,2943,1565,187,4690,9763,110503,4490,124756,215,11823,482,12519,1223,22130,949,24309,419,11218,413,12052,348,15523,649,16525,633,36013,1567,38206,752,30541,1302,32592,1257,28732,1173,31160,1981,27847,1150,30976,2582,20689,778,24047,3623,10251,563,14441,4359,2868,296,7525,17389,217632,9323,244347
405,65,2580,157,2806,474,6073,453,6997,186,2743,210,3136,100,2374,164,2631,201,4788,347,5336,179,5073,409,5657,344,6158,484,6985,595,7914,554,9062,817,7386,463,8663,725,3604,278,4609,506,723,108,1332,4193,49410,3628,57223,31,2491,160,2680,251,5836,425,6522,99,2551,185,2833,74,2146,132,2353,129,4884,335,5351,178,5530,361,6073,317,6568,424,7307,570,7931,495,8997,782,7160,439,8383,895,3609,295,4797,1016,794,166,1977,4344,49509,3409,57265,95,5071,323,5491,726,11913,878,13519,287,5288,389,5968,171,4521,295,4985,336,9674,677,10690,352,10600,773,11731,666,12724,904,14294,1166,15844,1052,18061,1592,14545,901,17043,1615,7218,573,9401,1521,1516,269,3306,8537,98911,7040,114487
406,39,2180,205,2425,286,4650,458,5387,98,2075,198,2367,64,1871,290,2224,122,4636,795,5557,109,4198,665,4970,181,4639,639,5458,307,5184,498,5990,431,3858,341,4623,444,1796,202,2443,276,377,76,723,2351,35468,4357,42179,37,2171,189,2398,149,4562,457,5168,71,1875,177,2117,50,1815,166,2034,113,4766,443,5319,117,4228,374,4716,188,4704,409,5303,343,4784,378,5505,398,3654,274,4329,530,1828,190,2553,524,416,89,1032,2517,34804,3146,40472,67,4358,392,4820,431,9202,915,10552,169,3946,373,4487,110,3686,453,4259,236,9406,1235,10875,223,8423,1039,9685,365,9345,1053,10764,657,9968,875,11494,822,7512,615,8955,974,3627,396,4997,803,786,164,1759,4872,70269,7511,82646
407,108,4224,273,4609,832,9595,723,11147,259,4749,354,5365,199,4006,385,4590,284,8504,1045,9832,300,8606,1127,10039,516,10473,1045,12035,872,12267,1012,14148,1272,12507,886,14666,1251,6354,507,8115,898,1344,192,2432,6790,82631,7568,96986,45,4109,288,4435,404,9562,665,10634,166,4381,309,4861,138,3682,246,4070,248,8718,581,9551,284,9121,621,10023,577,10707,709,11996,938,12809,778,14523,1141,12647,790,14571,1589,6406,521,8516,1808,1417,330,3549,7337,83557,5821,96720,150,8329,558,9039,1238,19155,1393,21783,420,9140,663,10226,341,7685,631,8662,533,17223,1625,19380,589,17726,1745,20059,1095,21187,1755,24037,1810,25073,1789,28670,2408,25154,1677,29238,2846,12754,1034,16630,2698,2758,521,5989,14131,166186,13392,193709
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12
499,8,59,16,77,10,85,28,128,0,58,14,74,3,85,19,108,13,225,87,320,9,195,84,289,19,188,94,299,20,193,103,311,13,158,45,214,4,29,7,40,4,3,0,7,105,1278,488,1873,0,49,8,56,4,106,28,139,7,88,19,112,6,72,16,95,15,213,71,305,10,154,78,245,12,123,46,178,15,161,28,197,11,113,19,141,3,16,6,26,3,7,0,10,101,1098,314,1506,5,103,24,140,22,188,54,262,11,143,30,186,11,161,34,206,32,440,156,627,20,348,161,534,35,308,137,478,29,353,131,513,26,266,66,359,11,47,4,64,3,6,0,11,205,2372,801,3377
501,63,4893,297,5256,682,11764,742,13184,260,5024,307,5592,147,3716,305,4170,228,8537,983,9749,225,10208,1111,11545,338,10972,1207,12512,580,11036,892,12506,810,9979,719,11501,864,4416,374,5652,576,856,164,1602,4771,81396,7099,93269,55,4658,268,4976,329,11204,735,12274,137,4928,304,5373,108,3428,242,3777,221,9351,636,10211,258,11534,699,12489,389,11906,739,13035,602,12073,695,13371,808,10165,617,11586,1039,4544,417,5999,1168,981,234,2381,5113,84777,5588,95483,117,9550,564,10232,1013,22968,1476,25456,398,9952,615,10963,257,7144,549,7948,452,17893,1622,19963,478,21751,1807,24032,726,22878,1940,25548,1175,23109,1591,25879,1618,20136,1338,23091,1905,8957,788,11650,1745,1837,399,3986,9884,166175,12682,188747
502,57,2637,175,2866,407,5841,353,6601,156,2700,152,3015,100,2329,188,2623,154,4587,435,5171,164,4961,528,5653,228,5541,547,6312,385,5936,444,6760,611,6174,388,7166,732,3506,265,4504,443,736,125,1301,3444,44945,3592,51979,33,2650,121,2800,198,5973,389,6562,86,2719,165,2971,63,2461,161,2686,137,5252,321,5715,173,5743,336,6255,289,6198,352,6833,433,6791,344,7565,651,6770,315,7731,788,3648,313,4746,772,784,236,1794,3616,48985,3055,55660,91,5283,295,5672,610,11811,737,13159,242,5418,323,5986,166,4783,352,5306,286,9840,761,10886,340,10706,860,11904,513,11741,896,13147,813,12726,791,14327,1260,12948,694,14903,1521,7147,574,9248,1216,1518,366,3095,7062,93925,6648,107641
503,34,4053,146,4233,276,9272,282,9836,77,4787,163,5030,71,5878,387,6339,157,14149,1250,15555,145,12237,852,13230,188,10722,659,11574,243,9293,585,10124,407,7145,462,8013,598,3566,281,4440,658,840,146,1644,2858,81952,5213,90025,28,3771,133,3930,141,8980,285,9407,77,4882,189,5143,96,6437,394,6927,159,14592,923,15671,129,12268,582,12980,190,11153,436,11778,312,9586,420,10317,436,7548,422,8401,856,3796,274,4927,1479,1053,237,2769,3888,84052,4301,92241,62,7820,278,8158,416,18250,572,19246,157,9671,350,10172,173,12313,781,13265,315,28746,2172,31226,270,24500,1435,26204,377,21875,1101,23348,557,18880,1006,20445,839,14691,886,16415,1449,7360,548,9364,2129,1900,387,4406,6743,166007,9519,182267
504,179,8834,402,9414,973,16513,888,18377,354,7533,368,8253,214,7756,609,8574,381,18095,1873,20355,350,18357,1785,20498,503,15990,1427,17925,705,14113,1034,15859,863,9951,535,11344,1024,4397,346,5771,708,834,185,1725,6266,122367,9470,138101,94,8268,380,8738,436,15792,759,16983,216,7034,319,7566,159,7442,389,7993,324,19461,1105,20893,388,18907,946,20243,539,17023,804,18368,837,14838,603,16277,1025,10674,477,12181,1495,4616,358,6469,1503,959,297,2763,7015,125029,6433,138478,267,17099,784,18158,1406,32303,1649,35364,570,14567,687,15820,373,15196,1000,16571,707,37555,2977,41245,737,37273,2732,40744,1044,33016,2231,36289,1542,28952,1644,32139,1888,20625,1012,23530,2525,9019,701,12238,2215,1797,481,4488,13284,247390,15905,276573
