SA4_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
318,9,127,6347,6481,163,1455,5076,6687,3480,4021,5659,13164,6187,2096,3522,11807,6967,1716,3770,12453,7111,1180,3906,12197,6305,607,2846,9760,3192,173,1438,4801,615,19,478,1106,34020,11403,33037,78457,6,238,6150,6397,285,2110,4411,6801,4721,4133,5051,13908,7351,2258,4064,13665,7582,1712,4485,13780,7393,1128,4438,12954,5633,460,3788,9886,2335,124,2737,5199,246,9,1361,1617,35559,12169,36482,84211,8,370,12498,12876,446,3560,9483,13492,8205,8159,10707,27072,13539,4353,7581,25475,14545,3434,8247,26229,14505,2305,8345,25156,11936,1063,6639,19640,5526,298,4172,9996,863,24,1839,2728,69576,23574,69517,162664
319,3,129,7862,7995,209,1165,4500,5870,3305,3026,5560,11893,6341,2043,3992,12372,8344,2091,5211,15641,11215,2124,6197,19536,14028,1517,5950,21491,8258,558,3412,12228,1567,86,1077,2736,53265,12735,43756,109760,9,246,7075,7329,375,1619,3769,5765,4567,3252,5274,13091,7704,2234,4742,14683,9601,2246,5945,17797,12578,2078,7246,21903,13179,1266,7382,21825,5871,348,5764,11984,693,44,2618,3360,54581,13333,49824,117740,10,370,14935,15320,587,2779,8268,11632,7875,6277,10836,24990,14042,4276,8739,27058,17944,4338,11156,33435,23794,4201,13452,41446,27207,2784,13332,43319,14130,905,9173,24206,2261,131,3696,6091,107853,26066,93586,227500
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0,37,8391,8424,136,889,8672,9691,4984,4180,9356,18520,11434,2437,4174,18045,12022,1883,4416,18318,11152,1524,4253,16927,10137,998,3191,14323,6011,309,1735,8056,1616,33,947,2604,57489,12291,45134,114907,9,75,8004,8081,258,1296,7887,9432,6801,4446,7762,19013,12750,2360,4607,19722,12277,1873,5468,19620,11196,1375,5895,18475,9606,767,6014,16389,4568,176,5183,9930,689,23,3123,3835,58159,12392,53941,124492,4,103,16393,16503,391,2182,16554,19128,11779,8629,17124,37530,24186,4801,8780,37763,24302,3760,9881,37937,22343,2905,10152,35399,19748,1765,9201,30710,10583,485,6916,17982,2305,61,4072,6434,115648,24684,99072,239402
402,8,95,12889,12988,310,1461,12811,14580,9536,6272,15115,30926,16815,3678,8615,29098,14387,2882,8302,25567,14170,2023,7406,23603,12081,820,4767,17672,6893,246,2447,9585,1606,46,1151,2804,75805,17523,73507,166828,16,168,11906,12084,790,2161,10270,13224,13100,6667,11787,31550,17580,3552,8480,29615,14407,2809,9188,26404,13829,1811,9629,25260,11154,700,8019,19870,5270,183,6041,11495,751,15,3019,3785,76890,18066,78331,173283,19,259,24795,25077,1104,3620,23084,27807,22632,12937,26898,62469,34389,7228,17093,58715,28793,5696,17482,51971,27999,3837,17030,48865,23240,1521,12784,37542,12161,428,8489,21080,2355,62,4173,6590,152688,35587,151834,340112
403,0,69,10178,10242,154,1039,9072,10265,5761,5578,9835,21172,12729,3520,5711,21970,13213,2699,6041,21948,13138,2048,5657,20842,12911,1085,4426,18422,7220,341,2336,9898,1794,50,1173,3019,66922,16436,54421,137777,7,109,9542,9661,309,1618,8104,10036,7992,5988,8278,22258,14176,3597,6353,24121,13597,2582,7253,23433,13355,1854,8174,23387,12235,944,7954,21135,5456,226,5838,11526,847,30,3525,4400,67980,16950,65031,149954,5,179,19719,19908,470,2660,17174,20303,13750,11567,18113,43436,26903,7115,12067,46087,26816,5280,13290,45385,26498,3903,13830,44225,25149,2027,12375,39553,12673,570,8176,21422,2643,79,4702,7423,134905,33379,119448,287735
404,0,37,5824,5860,108,660,6959,7723,4596,3935,9198,17736,8500,2131,4402,15038,7781,1692,4830,14301,7783,1269,4987,14038,6511,606,3295,10413,3892,164,1584,5636,1284,31,922,2237,40462,10528,42000,92989,3,58,5416,5478,322,995,6297,7621,6341,4216,7268,17826,8994,2161,4423,15575,8008,1638,5382,15025,7610,1240,6030,14882,6102,491,5316,11909,3050,108,4122,7279,575,20,2638,3227,40999,10929,46894,98821,6,99,11241,11342,430,1656,13257,15341,10938,8150,16466,35556,17495,4294,8827,30609,15796,3329,10209,29330,15392,2514,11013,28921,12610,1093,8611,22318,6940,273,5708,12922,1859,44,3563,5463,81462,21455,88891,191811
405,0,27,2803,2825,52,365,1834,2249,1327,1328,2006,4665,2769,851,1361,4984,3478,796,1904,6184,4633,822,2529,7983,5095,470,2068,7627,2874,144,1050,4057,546,16,472,1036,20772,4811,16030,41613,3,55,2443,2504,108,561,1299,1968,1805,1388,1649,4843,3284,884,1425,5598,3904,880,1865,6642,4974,769,2310,8048,4820,378,2279,7474,2129,84,1974,4186,250,8,1001,1252,21274,5015,16229,42517,3,79,5250,5328,159,925,3131,4219,3129,2720,3658,9503,6055,1735,2788,10582,7380,1673,3773,12827,9613,1592,4830,16031,9908,845,4346,15105,5007,224,3023,8248,791,28,1469,2292,42047,9823,32260,84132
406,6,31,2021,2065,60,350,1364,1773,1158,1299,1857,4308,1903,745,1266,3910,2112,719,1614,4444,2571,584,1866,5020,2408,241,1261,3906,1366,63,645,2078,319,10,238,566,11892,4035,12146,28072,10,66,1755,1831,109,545,1089,1740,1562,1394,1696,4657,2160,784,1250,4196,2394,734,1514,4640,2646,528,1578,4756,2197,174,1378,3743,1022,40,1138,2201,145,5,559,706,12249,4267,11955,28467,22,95,3777,3898,164,896,2450,3515,2723,2693,3553,8967,4067,1524,2519,8107,4506,1452,3126,9085,5210,1114,3449,9780,4601,413,2640,7653,2389,99,1787,4279,461,14,798,1271,24142,8303,24095,56544
407,0,66,4759,4832,108,691,3105,3898,2342,2290,3664,8295,4488,1448,2545,8481,5658,1417,3430,10502,7162,1327,3885,12378,8538,854,3311,12709,5077,254,1737,7064,1132,36,759,1926,34508,8390,27191,70087,5,138,4157,4302,204,979,2373,3564,3160,2469,3007,8634,5276,1486,2454,9218,6151,1476,3275,10900,7771,1283,3899,12949,8076,706,4093,12874,3852,166,3424,7439,555,24,1798,2377,35037,8728,28483,72249,7,204,8921,9135,308,1672,5481,7463,5498,4759,6674,16930,9765,2931,5002,17700,11804,2894,6702,21399,14933,2613,7783,25330,16617,1568,7402,25586,8928,420,5159,14506,1686,60,2557,4296,69548,17121,55671,142339
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,4,49,4974,5032,82,663,2823,3568,2269,2355,3340,7965,5397,1708,2463,9560,6157,1430,2764,10352,6589,1226,2682,10493,6552,684,2338,9570,3472,186,1110,4770,742,26,464,1227,31262,8317,22966,62544,9,118,4699,4824,162,971,2085,3217,3417,2737,2931,9080,6685,1842,2915,11442,6912,1613,3328,11851,7002,1195,3429,11627,6065,488,3292,9844,2522,135,2488,5143,344,4,1303,1647,33112,9111,26462,68683,10,166,9682,9860,241,1634,4911,6780,5687,5089,6274,17047,12079,3549,5380,21005,13072,3046,6088,22207,13591,2423,6108,22123,12615,1172,5632,19415,5995,325,3594,9913,1081,29,1767,2879,64376,17433,49426,131232
502,0,38,2753,2793,45,392,1818,2250,1163,1213,1944,4317,2384,863,1390,4633,3010,711,1518,5237,3577,610,1546,5733,4148,414,1561,6127,2860,165,914,3941,647,30,412,1087,17832,4433,13855,36118,0,62,2663,2723,101,597,1662,2359,1841,1516,1863,5223,3143,976,1669,5786,3499,766,1991,6260,3996,613,2147,6758,4142,350,2266,6749,2182,118,1863,4164,318,19,971,1301,19220,5018,17084,41317,0,103,5414,5519,145,984,3480,4609,3000,2730,3806,9537,5525,1834,3053,10416,6511,1478,3508,11498,7565,1225,3695,12491,8284,764,3827,12877,5043,280,2776,8099,964,47,1383,2388,37044,9449,30941,77442
503,5,24,4325,4351,59,537,4524,5114,2744,3517,6756,13019,6609,1800,3222,11635,6782,1092,2429,10309,5685,921,2353,8964,4660,483,1885,7024,2626,171,957,3761,772,33,435,1244,29946,8583,26890,65417,0,51,4164,4217,132,813,4704,5644,3890,3797,6062,13744,7389,1527,3047,11962,7051,1045,2888,10987,5563,732,3055,9347,4212,329,2875,7414,1959,76,2196,4230,367,9,1450,1829,30561,8379,30441,69379,4,69,8492,8571,187,1350,9222,10758,6636,7314,12811,26765,14004,3329,6273,23597,13837,2133,5318,21290,11252,1658,5416,18320,8870,808,4760,14444,4592,250,3151,7987,1138,43,1890,3072,60513,16956,57331,134796
504,4,61,7685,7747,145,849,6609,7609,5283,4311,7878,17477,10431,2762,4556,17756,9520,1907,4190,15620,8940,1313,3826,14086,7009,594,2727,10323,3667,172,1391,5226,814,21,539,1372,45810,12003,39405,97211,9,87,7016,7115,329,1403,5533,7266,7920,4932,6398,19257,11580,2812,4630,19023,10018,1950,5245,17210,8821,1177,5182,15181,6206,449,4610,11258,2615,132,3036,5789,391,14,1567,1969,47889,12956,43218,104060,7,154,14705,14860,475,2257,12143,14872,13205,9244,14281,36740,22011,5574,9189,36778,19532,3862,9432,32827,17766,2493,9011,29264,13214,1042,7332,21584,6281,301,4428,11011,1200,36,2100,3335,93699,24960,82621,201273
505,8,85,16804,16896,240,1440,14333,16015,9744,8762,15609,34114,22870,5484,8638,36992,22877,3468,8056,34404,19920,2219,6674,28812,16461,979,4800,22233,8538,288,2562,11391,2070,59,1139,3269,102720,22781,78619,204118,13,169,15621,15798,629,2382,12582,15590,14631,10229,13127,37993,25970,5459,9426,40851,23988,3435,10078,37502,19765,1955,10128,31851,14832,772,9492,25096,6295,193,7082,13573,986,28,3727,4748,107109,24623,91260,222989,20,254,32422,32689,874,3823,26913,31605,24374,18990,28739,72107,48836,10936,18064,77838,46863,6905,18139,71904,39681,4180,16802,60665,31289,1746,14293,47330,14833,484,9641,24962,3059,88,4868,8014,209833,47406,169872,427112
506,0,113,14379,14493,353,1688,14691,16728,10635,7292,17609,35529,22696,4217,9069,35980,18650,2991,7733,29378,15855,1977,6922,24761,13619,980,4917,19516,6882,262,2576,9717,1617,44,1052,2715,90307,19561,78957,188826,15,202,13599,13820,835,2615,12337,15791,16001,8118,13216,37336,24733,4273,8726,37729,18868,2953,8631,30451,15756,1802,9076,26634,12123,734,8513,21369,4846,171,6010,11031,761,15,3095,3867,93934,20883,83203,198021,18,312,27980,28314,1187,4302,27024,32519,26628,15412,30820,72863,47426,8482,17799,73707,37525,5939,16362,59831,31610,3789,15998,51394,25745,1714,13430,40889,11728,430,8589,20749,2379,56,4154,6587,184240,40441,162163,386848
507,8,100,12523,12630,164,1435,10227,11827,6917,6931,11337,25190,16308,4171,6522,27000,16295,2888,6234,25419,14561,1990,5536,22088,11853,970,3987,16809,6499,287,2199,8982,1601,46,1044,2697,74211,18812,59614,152634,0,180,11857,12039,375,2290,9340,12000,10451,7975,9853,28274,18969,4338,7319,30625,17386,3001,7830,28224,14635,1847,7940,24425,11063,739,7191,18994,4690,174,5245,10107,754,28,3009,3784,78325,20566,69582,168479,8,283,24382,24669,539,3725,19564,23827,17370,14905,21194,53465,35278,8500,13842,57629,33681,5893,14060,53641,29206,3835,13478,46514,22916,1704,11175,35800,11189,461,7445,19089,2357,72,4053,6479,152543,39377,129195,321111
509,0,71,2964,3035,77,480,1908,2463,1639,1467,2325,5436,3311,1042,1605,5963,4105,1030,2113,7245,5144,936,2640,8718,5116,564,2314,7993,2778,144,1151,4074,654,17,437,1100,22826,5749,17452,46030,9,121,2664,2794,154,655,1332,2140,2293,1649,1843,5796,4017,1154,1626,6801,4644,1078,2141,7868,5487,929,2494,8907,4731,377,2409,7521,2007,100,1911,4021,300,11,992,1299,23646,6076,17418,47134,7,188,5627,5829,232,1128,3241,4604,3932,3119,4172,11231,7329,2200,3230,12760,8749,2106,4251,15111,10627,1866,5130,17627,9851,936,4723,15513,4789,247,3062,8094,954,28,1427,2401,46473,11823,34864,93167
510,11,51,1896,1958,93,407,1238,1741,1397,1867,1995,5259,2781,1328,1473,5580,2137,843,1352,4330,1561,537,1187,3283,643,152,592,1386,154,33,181,358,14,0,40,55,8788,5211,9943,23944,27,88,1721,1834,111,603,1105,1821,1996,2129,2005,6132,3002,1298,1404,5701,2038,810,1245,4098,1318,412,1100,2831,425,100,618,1147,95,18,218,325,6,7,54,58,9017,5451,9472,23935,41,134,3616,3788,206,1007,2346,3554,3393,3993,4002,11384,5779,2618,2874,11279,4178,1654,2591,8421,2880,950,2285,6116,1070,256,1215,2534,240,48,392,683,13,0,89,110,17806,10662,19416,47881
511,7,65,2795,2870,65,549,1869,2478,1535,1816,2374,5724,2989,1131,1724,5843,3322,964,2072,6361,3532,824,2180,6535,2795,356,1626,4776,1415,99,748,2260,296,20,246,562,15955,5819,15640,37415,15,135,2448,2593,130,879,1476,2482,2252,1979,2076,6305,3525,1187,1644,6358,3592,1057,1878,6530,3536,707,1945,6179,2487,274,1664,4419,1026,65,1156,2251,142,10,514,664,16695,6287,14808,37787,23,193,5247,5465,195,1424,3341,4959,3785,3796,4455,12036,6515,2320,3373,12204,6915,2022,3958,12891,7062,1528,4124,12717,5280,629,3293,9198,2441,163,1905,4514,442,28,762,1227,32649,12113,30442,75203
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,0,59,6229,6286,134,836,5605,6572,4679,4317,9005,18006,7458,2713,3918,14093,7150,2040,3825,13010,7622,1519,3905,13047,7402,781,2875,11065,4013,277,1526,5814,949,30,700,1678,39418,12572,37582,89573,3,90,5728,5821,326,1218,4872,6414,5978,4715,7594,18296,7904,2662,4654,15217,7636,1999,4824,14458,7782,1366,5325,14470,6762,639,5137,12536,3054,156,3929,7141,449,19,1984,2456,39901,12861,44056,96815,6,150,11958,12110,458,2052,10477,12989,10658,9037,16603,36300,15359,5376,8576,29307,14778,4038,8651,27463,15407,2886,9227,27519,14166,1423,8012,23600,7068,426,5454,12951,1399,49,2688,4136,79320,25427,81636,186383
602,3,26,3785,3820,97,636,3005,3738,2421,2158,4116,8695,3915,1399,2042,7353,4608,1176,2428,8218,5384,1019,2689,9099,5414,590,2285,8287,3051,137,1230,4425,604,22,519,1144,25507,7169,22101,54780,6,80,3550,3632,196,889,2501,3588,3135,2304,3272,8715,4329,1395,2430,8154,5024,1197,2978,9199,5653,914,3269,9842,4887,393,3367,8646,2235,103,2612,4950,300,10,1239,1545,25767,7280,25223,58269,11,106,7338,7456,293,1531,5506,7329,5555,4464,7389,17411,8243,2793,4470,15509,9633,2373,5406,17411,11041,1935,5960,18938,10296,984,5657,16937,5289,241,3842,9374,908,24,1758,2691,51277,14455,47323,113050
603,0,11,989,1004,17,119,652,794,432,504,742,1680,975,480,541,1986,1212,528,723,2464,1724,475,957,3147,1845,280,854,2978,871,75,421,1368,137,8,106,251,7205,2481,5988,15673,4,19,792,814,36,166,472,674,606,574,593,1774,1086,543,523,2158,1364,460,630,2447,1887,423,837,3145,1643,202,838,2687,549,26,543,1120,62,0,217,281,7242,2422,5437,15096,4,31,1786,1815,54,292,1119,1468,1039,1082,1332,3455,2058,1020,1064,4142,2573,986,1352,4909,3604,900,1795,6298,3489,486,1695,5670,1418,102,967,2481,199,15,319,531,14450,4906,11421,30771
604,0,26,2898,2920,91,482,2026,2597,1604,1654,2484,5746,2660,1029,1579,5267,3363,970,2051,6385,4342,842,2186,7370,4341,420,1816,6581,2567,129,968,3660,523,7,357,888,19485,5568,16361,41415,0,50,2743,2792,174,721,1634,2530,2090,1811,2208,6108,3162,986,1815,5957,3754,1041,2280,7084,4525,759,2671,7946,4100,320,2568,6990,1835,71,2053,3956,234,8,982,1220,19871,5774,18946,44592,0,71,5638,5708,266,1210,3660,5128,3692,3467,4692,11853,5817,2017,3393,11229,7122,2019,4330,13466,8867,1599,4855,15320,8441,745,4384,13573,4400,198,3017,7617,760,15,1336,2113,39357,11337,35310,86004
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,3,45,3325,3379,95,647,2934,3673,2986,2543,4618,10145,5028,1626,2287,8941,4262,1225,2267,7754,3445,814,2092,6345,2361,343,1519,4222,963,85,556,1605,140,3,138,278,19282,7327,19749,46352,8,92,3163,3263,266,892,2269,3426,4285,2907,4198,11400,5579,1780,2648,10008,4338,1186,2493,8020,3201,711,2356,6266,1888,254,1850,3995,546,45,960,1550,41,4,294,346,20161,7856,20236,48257,13,137,6493,6637,359,1538,5202,7098,7278,5447,8818,21541,10609,3407,4936,18951,8606,2403,4760,15771,6643,1524,4444,12615,4243,597,3372,8215,1508,123,1523,3159,182,8,434,629,39443,15182,39987,94611
702,86,42,2773,2898,433,314,1884,2628,2089,1258,2805,6147,2639,913,1684,5233,2074,708,1513,4301,1770,443,1335,3546,989,177,838,1996,295,30,266,596,32,4,50,92,10415,3891,13144,27453,129,75,2441,2640,582,410,1698,2688,2568,1438,3023,7030,2739,903,2016,5660,2089,720,1959,4767,1557,367,1760,3686,720,102,1065,1896,164,21,406,595,12,4,110,123,10570,4043,14482,29088,217,113,5208,5542,1014,722,3578,5316,4657,2695,5832,13185,5378,1821,3697,10891,4164,1428,3474,9066,3330,810,3095,7236,1712,281,1904,3894,465,51,678,1191,47,8,160,221,20985,7929,27626,56539
797,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,10,87,11378,11468,276,1807,11994,14077,10210,8659,16387,35253,20130,4489,7407,32027,16690,3006,6345,26046,13218,1853,5091,20165,10881,896,3350,15127,5849,248,1766,7869,1388,31,826,2256,78645,21087,64563,164294,5,155,10549,10708,668,2624,11105,14398,13827,8926,13406,36165,21012,4234,7940,33189,16175,2809,7940,26930,12663,1591,7664,21919,9898,670,6859,17427,4300,172,4953,9421,663,19,2439,3113,79213,21205,72852,173270,12,233,21929,22179,947,4437,23102,28475,24038,17587,29789,71417,41139,8720,15351,65212,32867,5822,14287,52975,25887,3443,12756,42089,20776,1569,10214,32555,10148,421,6718,17287,2046,57,3267,5370,157859,42290,137415,337567
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,0,3,75,76,6,9,50,60,54,35,61,159,121,27,56,203,126,39,57,228,156,48,92,297,151,13,68,235,59,9,33,100,13,0,12,25,693,187,510,1388,0,0,73,79,9,19,45,71,69,46,52,169,142,44,54,242,128,39,82,254,174,34,95,308,114,11,84,212,48,0,63,110,0,0,24,28,694,195,581,1468,0,0,149,155,15,21,101,134,127,83,117,328,266,66,111,443,255,83,142,483,333,79,188,607,266,32,153,451,111,9,95,208,18,0,37,56,1390,383,1088,2854
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
