SA4_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
308,1703,4464,8362,8108,6233,3809,2548,948,200,36372,385,439,1273,1209,1390,1241,622,180,34,6776,614,780,2714,2940,4364,6619,4372,1365,281,24046,191,123,395,536,734,1214,1011,418,117,4751,50,40,144,235,343,629,1295,1532,522,4790,6,22,54,45,60,68,57,53,21,389,545,663,1649,1809,1745,1631,1070,635,295,10055,3508,6530,14589,14886,14865,15210,10970,5135,1477,87179,1724,4694,10334,10128,7741,4552,2171,897,218,42461,248,366,1024,1044,1337,1341,543,200,35,6146,449,567,1855,2039,3708,6214,4608,1778,488,21691,119,93,275,365,537,897,825,477,164,3764,23,19,80,136,229,399,1018,1507,773,4177,0,8,26,41,36,50,51,33,35,284,465,524,1135,1089,1045,1021,842,722,476,7325,3026,6275,14737,14841,14645,14482,10045,5615,2180,85853,3430,9161,18695,18236,13973,8363,4717,1846,416,78834,637,800,2301,2256,2725,2582,1162,382,74,12920,1064,1349,4572,4973,8070,12833,8976,3141,768,45739,312,222,675,903,1272,2113,1835,901,287,8510
309,5197,15463,30121,28296,23890,16237,13817,6677,1563,141255,644,1043,2855,3204,3689,3483,2289,1154,256,18621,1080,1274,4737,5971,9495,11362,8548,4718,1123,48309,300,230,698,979,1328,1749,2120,1489,451,9348,90,75,229,340,450,740,1428,1757,751,5864,7,34,129,136,124,131,139,94,81,881,935,1300,3384,2781,2635,2221,2098,1780,956,18083,8258,19422,42156,41698,41611,35935,30440,17662,5183,242363,5799,17205,35424,34049,28288,18639,12586,5738,1642,159371,446,751,2341,2700,3784,3816,2801,1290,333,18261,757,946,3743,4722,8689,12453,11944,6265,1932,51452,183,128,493,663,1072,1633,2522,1648,780,9133,57,55,159,251,358,774,1568,2022,1260,6498,13,27,109,137,142,138,183,143,108,1008,910,1350,3223,2601,2373,2176,2190,2209,1813,18852,8168,20462,45495,45129,44709,39626,33793,19317,7873,264578,11002,32664,65545,62343,52176,34876,26402,12421,3209,300624,1092,1797,5193,5904,7474,7298,5089,2448,587,36884,1840,2222,8483,10694,18183,23811,20492,10985,3062,99763,483,356,1190,1638,2402,3388,4644,3137,1231,18477
310,3190,9104,17281,15962,11359,6515,4303,1800,394,69912,516,710,1834,1784,1896,1513,717,272,47,9284,896,1210,4419,4462,5906,7428,4857,1788,357,31324,285,197,628,874,1079,1507,1158,483,150,6365,110,91,285,483,604,967,1563,1738,577,6415,19,52,172,158,244,331,225,96,45,1344,672,859,1903,1672,1443,1151,895,648,287,9530,5690,12224,26526,25388,22525,19421,13727,6829,1854,134180,3390,9338,20218,18468,12986,7240,4037,1643,399,77709,401,539,1729,1634,1958,1439,718,317,68,8807,609,830,2976,3083,5267,7750,5674,2254,578,29022,163,142,530,641,955,1303,1171,586,202,5696,69,62,229,439,570,812,1637,2013,992,6812,11,31,171,226,372,371,284,154,109,1737,622,685,1701,1473,1184,1047,924,833,526,8994,5267,11632,27560,25955,23295,19946,14447,7804,2870,138782,6582,18443,37497,34426,24339,13754,8338,3444,798,147616,917,1246,3560,3419,3854,2955,1434,589,113,18086,1507,2039,7399,7539,11173,15179,10532,4042,940,60345,442,342,1162,1519,2039,2810,2333,1067,349,12068
311,3184,8894,15947,14292,10290,6276,4629,2044,387,65945,551,773,1882,1892,2032,1543,937,349,57,10017,864,973,3602,4067,5775,6931,5020,1953,373,29555,311,232,761,865,1164,1449,1191,604,143,6716,95,74,411,525,647,797,1384,1304,423,5655,11,48,346,342,335,286,204,136,42,1748,841,893,2017,1833,1547,1175,927,694,310,10235,5859,11888,24971,23809,21798,18460,14284,7087,1726,129871,3276,9026,18376,16932,11905,7185,4445,1758,433,73330,361,575,1736,1693,2075,1664,878,321,53,9357,571,826,2956,3162,5461,7335,6219,2399,664,29599,184,130,536,645,962,1267,1238,670,227,5859,52,68,369,440,534,710,1513,1481,721,5881,8,51,281,378,425,358,262,177,73,2024,760,848,2034,1702,1399,1049,1091,897,585,10367,5215,11528,26286,24952,22756,19567,15642,7708,2759,136416,6459,17920,34323,31220,22199,13463,9068,3801,817,139272,917,1351,3615,3580,4103,3208,1817,673,108,19376,1434,1796,6565,7235,11233,14266,11236,4354,1036,59152,492,358,1293,1513,2133,2718,2428,1271,373,12577
312,1146,3500,6738,6470,4991,2787,1891,693,151,28372,291,392,1009,1121,1228,1061,480,130,20,5722,523,514,2135,2400,3696,5329,3373,1012,217,19195,142,101,314,366,556,914,785,320,77,3568,31,25,81,123,196,459,945,1125,347,3326,9,9,32,26,36,35,40,40,25,252,441,828,2293,2022,2033,1748,924,528,202,11026,2573,5365,12603,12533,12740,12342,8431,3852,1032,71466,1242,3790,8636,8029,6143,3329,1659,627,158,33617,182,249,783,909,1126,1044,392,157,40,4877,284,403,1428,1649,2922,4877,3402,1204,378,16553,84,63,222,248,342,700,678,357,118,2813,10,22,51,69,130,290,684,972,532,2757,3,11,28,20,36,41,25,30,15,210,426,639,1468,1154,1113,986,706,533,310,7350,2236,5170,12625,12076,11822,11257,7556,3885,1549,68181,2390,7285,15378,14504,11137,6114,3549,1330,306,61993,474,640,1794,2029,2354,2101,864,290,63,10601,810,917,3568,4053,6620,10210,6779,2212,590,35752,222,165,535,608,899,1616,1466,676,193,6385
313,2086,5332,8657,8331,7274,5091,4921,2539,561,44784,398,485,1202,1344,1607,1439,1049,460,107,8097,732,910,3032,3163,5076,6530,5835,2606,507,28386,224,152,529,672,928,1197,1350,737,244,6036,63,53,187,238,377,575,1323,1669,586,5080,11,19,86,67,74,93,71,57,26,492,409,499,1073,1127,1068,943,985,845,423,7369,3922,7446,14762,14945,16403,15870,15531,8913,2455,100251,2152,5416,10545,10985,9298,6147,4766,2176,529,52024,279,392,1131,1237,1719,1577,1161,489,121,8116,437,577,2121,2377,4582,7392,7460,3314,847,29120,147,101,339,467,757,1139,1462,877,343,5637,38,27,105,153,299,482,1398,1813,879,5183,3,13,52,57,64,77,59,60,49,438,396,436,958,934,914,867,1099,1011,843,7453,3451,6967,15252,16223,17633,17683,17403,9737,3617,107967,4233,10750,19200,19318,16575,11240,9688,4712,1089,96808,680,874,2339,2587,3329,3018,2214,957,227,16214,1169,1490,5152,5543,9659,13920,13298,5921,1359,57503,376,256,863,1144,1684,2335,2811,1615,584,11674
314,2099,5456,10320,11645,9458,5294,3407,1325,246,49246,226,358,936,963,1238,1072,494,183,34,5505,373,426,1692,1818,2955,3525,2873,1177,202,15037,129,76,254,293,363,429,454,288,69,2340,23,24,91,114,144,216,445,687,234,1969,11,8,48,36,57,47,47,19,11,298,208,279,665,620,551,395,341,255,132,3450,3071,6624,14005,15498,14764,10973,8056,3941,926,77848,2236,5542,12083,13650,10906,5760,2884,1126,287,54469,175,252,842,879,1103,968,522,210,52,4999,261,352,1375,1345,2676,4096,3901,1581,412,15998,64,50,181,210,293,432,571,326,127,2252,18,9,53,72,114,182,595,853,432,2329,8,6,29,53,44,59,48,30,18,294,187,240,609,564,481,347,380,360,269,3431,2941,6442,15173,16766,15621,11843,8897,4479,1602,83771,4335,10996,22404,25292,20361,11056,6290,2453,534,103718,402,609,1779,1842,2344,2039,1015,389,85,10504,630,779,3061,3167,5634,7618,6776,2760,617,31034,198,118,425,502,657,860,1029,614,194,4598
315,545,1517,3193,2325,1699,1133,665,237,37,11358,162,239,467,427,429,361,161,41,6,2297,346,529,1386,1286,1674,1966,1035,323,48,8596,139,99,236,253,367,451,297,122,15,1973,87,43,126,134,224,418,593,437,119,2182,8,16,26,19,38,35,59,41,11,253,257,355,880,721,743,774,473,284,77,4554,1543,2799,6314,5168,5171,5142,3282,1475,323,31214,568,1751,3901,2951,2256,1368,530,183,47,13568,150,235,517,438,506,401,135,52,10,2444,230,277,736,829,1180,1720,950,330,81,6330,91,62,145,159,202,287,191,89,24,1245,42,24,63,66,87,230,458,388,152,1519,4,4,23,8,17,27,42,34,12,184,246,298,691,573,596,591,363,217,89,3665,1345,2651,6063,5030,4845,4625,2679,1292,416,28955,1117,3272,7094,5281,3956,2505,1204,421,88,24926,314,471,980,865,937,763,306,92,21,4744,577,811,2118,2115,2857,3681,1987,649,128,14923,229,160,381,409,566,734,488,208,40,3218
316,2858,7336,14074,15545,14830,11010,10802,5400,1303,83154,496,584,1425,1693,2341,2620,1886,852,211,12118,942,788,2660,3357,5870,8505,7351,3767,934,34166,269,128,340,518,765,1131,1366,1019,371,5898,67,46,93,137,246,445,999,1638,834,4503,13,21,57,49,66,59,61,54,20,398,514,572,1408,1524,1614,1380,1372,1145,691,10221,5159,9467,20056,22821,25725,25148,23838,13872,4368,150463,3197,8097,17194,19671,18628,13619,9993,4562,1345,96311,309,392,1140,1439,2379,2974,2191,1098,269,12182,611,605,1896,2591,5318,9610,10015,5183,1592,37423,146,86,227,353,547,1118,1535,1204,541,5744,36,15,74,117,188,364,1035,1778,1197,4801,10,16,30,45,59,55,52,49,48,361,499,548,1303,1317,1278,1372,1388,1443,1307,10446,4800,9763,21856,25534,28393,29113,26205,15313,6293,167275,6049,15434,31270,35211,33456,24625,20796,9960,2651,179461,799,973,2563,3138,4720,5594,4076,1952,485,24302,1551,1396,4557,5950,11184,18106,17369,8949,2527,71586,413,210,557,866,1311,2254,2900,2222,908,11645
317,1327,3880,7399,6093,4764,3030,2416,1140,282,30338,200,306,595,580,700,630,377,172,44,3610,405,406,1337,1513,2383,3664,2930,1297,321,14250,119,91,266,315,410,513,476,326,114,2627,44,60,127,209,270,324,779,1104,473,3387,13,27,121,105,81,79,63,28,18,537,273,305,706,541,572,492,465,366,170,3886,2383,5079,10553,9360,9177,8735,7495,4431,1430,58645,1403,4193,8680,7493,6019,3840,2451,1192,371,35635,168,247,518,556,775,657,476,228,89,3708,313,300,931,1152,2304,3930,3833,1868,625,15258,109,77,196,221,296,490,548,362,183,2487,46,59,102,143,168,246,714,1258,815,3549,19,48,168,172,126,112,87,39,20,789,227,301,554,471,407,448,458,519,353,3737,2275,5221,11145,10205,10095,9723,8573,5469,2458,65166,2732,8072,16083,13581,10781,6868,4867,2329,656,65971,366,557,1109,1141,1473,1289,853,400,132,7323,719,705,2271,2663,4683,7594,6763,3167,945,29512,229,164,459,534,713,1002,1030,691,301,5118
318,2091,6424,10465,8462,7159,4401,3136,1278,240,43654,394,449,1229,1169,1421,1346,704,223,31,6964,571,669,2285,2454,3707,5607,4300,1541,322,21455,197,116,335,458,655,920,923,431,109,4136,51,50,135,190,299,558,1057,1309,478,4127,11,16,61,60,71,89,68,61,23,465,628,1257,1777,1480,1441,1224,892,608,253,9558,3944,8984,16287,14273,14759,14140,11071,5444,1452,90359,2359,6447,11673,10568,8764,5113,2773,1154,309,49151,216,326,954,1030,1379,1393,666,253,64,6273,330,491,1554,1905,3282,5698,4932,1987,615,20790,126,86,265,327,505,799,804,506,168,3585,49,31,90,150,209,398,920,1352,791,3992,10,6,52,65,76,78,63,49,36,429,526,647,1277,1124,1093,892,766,645,413,7378,3608,8034,15861,15164,15295,14357,10929,5949,2401,91603,4451,12876,22141,19030,15920,9515,5911,2426,545,92809,611,774,2183,2198,2801,2733,1369,472,99,13235,898,1167,3841,4354,6989,11306,9229,3532,942,42241,319,198,594,786,1159,1717,1731,937,278,7721
319,1807,4563,8018,7239,6740,5373,5831,3052,586,43220,517,565,1163,1198,1668,1920,1520,674,129,9343,1014,957,2853,3515,6162,9998,9724,3913,660,38801,305,144,497,792,1250,2089,2507,1300,318,9202,84,98,209,335,542,1070,2726,3211,1185,9454,6,20,62,54,91,96,123,124,44,621,578,535,1287,1246,1588,1814,1869,1427,519,10867,4318,6882,14087,14382,18040,22358,24299,13697,3445,121507,1758,4836,9826,9890,9357,7286,5441,2537,629,51556,345,410,1049,1312,1869,2271,1569,656,141,9617,727,689,2160,2878,5730,10659,10824,4417,1108,39189,193,145,358,589,955,1803,2308,1308,455,8113,39,29,123,179,367,728,2256,2887,1602,8204,9,19,63,44,64,92,82,90,47,516,494,447,1106,1082,1308,1581,1854,1643,830,10345,3549,6578,14693,15972,19652,24423,24334,13536,4808,127549,3556,9398,17845,17135,16101,12659,11271,5593,1216,94775,864,967,2211,2508,3541,4190,3082,1329,268,18962,1737,1655,5009,6395,11885,20660,20549,8327,1766,77988,496,287,853,1382,2209,3894,4816,2607,773,17315
397,0,0,3,12,11,0,0,0,0,23,0,4,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,40,31,3,0,0,0,109,0,4,37,55,42,3,3,0,0,149,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,0,0,0,0,0,24,0,9,8,7,0,4,0,0,0,29,0,0,9,8,11,0,0,0,0,29,0,4,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
399,46,181,576,382,272,323,333,77,3,2203,25,27,71,80,81,118,101,21,0,515,38,51,168,183,207,384,397,62,0,1493,23,23,48,46,54,90,105,33,3,427,4,7,23,22,23,51,89,34,4,263,0,0,7,5,5,8,4,0,0,36,73,152,398,461,407,316,228,51,3,2092,209,444,1297,1188,1042,1297,1253,281,23,7039,59,281,760,422,355,363,205,35,6,2482,25,23,64,61,80,144,83,4,0,477,45,37,113,96,187,365,336,52,4,1241,21,10,32,18,38,75,76,15,0,290,8,9,9,16,5,22,46,22,0,138,0,0,8,3,4,0,7,0,0,27,57,130,362,265,225,197,115,35,3,1396,212,486,1345,885,884,1170,870,160,25,6046,102,466,1333,802,630,688,536,113,11,4684,45,44,134,142,153,258,183,23,0,990,84,91,282,284,390,749,733,120,9,2733,43,28,86,66,89,170,188,46,8,718
401,2637,9576,16752,15534,14213,11044,9013,4153,1180,84109,312,694,1547,1644,2753,3635,2623,1058,266,14529,176,293,972,1171,1534,2192,2064,1459,484,10352,57,59,158,230,294,455,520,488,207,2470,29,23,77,98,127,230,651,1099,816,3148,7,22,68,70,55,56,87,125,101,593,235,443,958,833,761,725,662,568,367,5557,3453,11106,20537,19582,19736,18336,15622,8946,3432,120749,2982,9713,18026,17923,16187,12529,8760,3837,1446,91404,198,446,946,1101,2322,3971,3439,1456,563,14441,121,192,598,771,1110,1926,3066,2401,1004,11199,42,37,113,150,194,371,675,734,458,2765,11,8,41,85,123,216,848,1578,1337,4256,3,15,65,57,64,86,134,258,238,923,262,404,849,630,633,634,803,812,750,5778,3617,10819,20640,20720,20627,19737,17725,11079,5801,130762,5611,19289,34782,33463,30403,23569,17774,7994,2630,175509,515,1140,2488,2748,5070,7606,6062,2516,833,28973,294,484,1576,1948,2638,4122,5133,3861,1490,21553,105,95,267,377,485,829,1186,1219,670,5234
402,3433,11692,21615,18520,13066,8588,6010,2712,766,86401,915,1937,4830,4760,6056,6644,3984,1291,282,30695,654,1043,3780,4150,4455,5535,4463,2512,630,27221,186,190,850,1064,1141,1612,1393,962,363,7756,93,149,584,815,734,1015,1690,1894,862,7832,23,105,417,619,726,631,439,258,113,3329,523,723,1684,1609,1383,1160,1079,904,550,9611,5817,15834,33753,31532,27569,25182,19069,10524,3566,172850,3479,11411,24240,20826,14676,9547,5571,2649,829,93229,566,1219,3492,3618,5662,7005,4246,1421,365,27598,424,727,2840,3209,3831,5763,6053,3308,1008,27155,108,139,628,831,943,1562,1750,1427,687,8074,52,81,484,694,634,995,2001,2358,1493,8790,12,57,441,760,925,740,518,347,224,4025,519,583,1479,1236,1089,1031,1129,1291,943,9299,5159,14218,33603,31171,27763,26656,21265,12787,5553,178180,6908,23103,45854,39352,27740,18134,11581,5359,1596,179631,1479,3157,8321,8372,11726,13649,8231,2710,650,58293,1074,1775,6621,7361,8288,11301,10517,5816,1635,54382,295,327,1479,1893,2081,3174,3142,2387,1050,15836
403,2850,8789,16324,15974,14177,10499,8759,3942,1110,82415,619,1205,3191,3507,4603,5590,4345,1556,418,25027,410,589,2009,2420,2938,4007,4060,2533,787,19755,104,93,401,502,586,950,1063,862,409,4977,44,36,130,176,240,419,881,1196,697,3823,3,20,48,79,87,119,115,90,50,608,306,419,960,925,912,915,904,760,421,6526,4330,11155,23065,23584,23535,22502,20133,10942,3890,143138,3105,9382,19116,19582,16644,12463,8298,3659,1338,93593,362,739,2046,2584,4036,6183,5187,1770,679,23580,232,410,1367,1805,2474,4147,5998,3568,1538,21540,55,85,248,366,431,822,1218,1214,730,5180,32,36,90,147,185,368,958,1458,1336,4609,5,7,43,52,74,136,133,125,101,681,278,350,820,804,729,833,1025,996,762,6598,4066,11005,23727,25348,24586,24944,22823,12795,6481,155778,5953,18169,35435,35557,30827,22967,17056,7600,2447,176014,978,1946,5234,6089,8641,11768,9534,3330,1092,48608,636,1003,3380,4226,5410,8148,10062,6105,2328,41298,164,180,650,870,1015,1774,2282,2080,1141,10153
404,1740,6864,14857,11753,9216,6900,4656,1766,556,58307,264,670,1847,1768,2820,3624,2182,729,225,14129,192,312,1157,1375,1828,2547,2099,1286,490,11290,51,58,252,304,419,734,615,511,267,3222,31,40,103,170,276,481,961,1346,897,4305,9,12,79,87,135,186,206,188,154,1048,209,339,863,690,647,698,503,458,243,4645,2487,8290,19152,16154,15338,15167,11227,6285,2836,96935,1818,7101,15990,12934,10404,7551,4196,1580,666,62242,167,441,1143,1285,2458,3873,2581,760,358,13077,118,249,814,990,1515,2409,3028,1903,807,11829,38,44,170,273,391,644,800,856,525,3743,17,13,106,199,275,474,1306,2056,1575,6021,3,17,71,113,221,267,276,368,358,1684,143,300,729,633,526,570,622,619,405,4544,2309,8162,19020,16419,15797,15783,12807,8144,4689,103125,3554,13959,30850,24685,19617,14450,8853,3344,1231,120547,432,1114,2985,3055,5279,7495,4772,1494,580,27200,305,563,1969,2363,3346,4958,5128,3192,1294,23116,94,104,425,572,809,1375,1415,1372,791,6958
405,639,1694,2762,2607,2674,2212,2098,859,191,15737,259,469,1194,1275,1967,2851,1877,541,94,10525,166,232,759,989,1302,2296,2312,1154,273,9478,48,35,178,257,386,731,891,575,171,3276,16,20,65,90,124,313,828,1010,410,2874,3,0,18,15,18,18,20,18,13,126,191,175,371,434,515,637,629,442,173,3564,1321,2622,5341,5654,6987,9061,8659,4606,1332,45582,655,1820,3582,3850,3804,2926,2048,825,226,19737,122,239,750,965,1791,2838,1950,586,150,9399,98,116,538,688,957,1955,2483,1266,377,8476,30,29,101,167,210,504,735,644,238,2652,9,7,41,43,68,199,545,908,682,2503,0,0,8,7,27,15,26,20,19,123,163,130,334,345,449,551,597,546,289,3401,1082,2348,5346,6067,7298,8997,8380,4796,1977,46295,1299,3514,6340,6453,6473,5147,4142,1685,419,35470,382,704,1944,2241,3752,5691,3835,1129,241,19925,262,349,1294,1676,2253,4248,4798,2417,650,17956,78,64,277,421,600,1237,1630,1216,409,5933
406,402,1148,2567,2193,1951,1280,970,409,99,11022,253,447,1133,989,1483,1894,1008,264,49,7531,195,305,987,925,1023,1529,1229,576,127,6905,55,54,168,195,248,451,460,268,73,1977,29,34,93,103,131,251,489,573,238,1944,4,5,22,15,21,30,31,23,11,164,184,233,577,530,598,560,431,323,123,3559,1121,2220,5554,4964,5458,5992,4623,2443,725,33102,445,1302,3276,2791,2553,1603,947,402,124,13449,116,332,778,783,1218,1829,959,246,71,6327,125,170,610,546,757,1163,1208,689,194,5463,39,36,128,127,187,280,362,310,123,1589,14,20,59,71,110,167,392,534,312,1688,0,0,20,20,15,18,35,23,15,143,170,164,446,372,450,447,429,343,196,3019,914,2024,5311,4715,5299,5505,4328,2554,1028,31675,841,2449,5843,4987,4503,2886,1915,819,219,24464,372,776,1912,1769,2701,3714,1967,515,118,13858,319,474,1597,1482,1784,2692,2440,1263,324,12367,101,86,292,321,437,731,826,580,199,3567
407,1001,2635,4765,4276,4675,3704,4123,1972,430,27589,531,952,1934,2006,2903,3910,3071,984,215,16498,322,522,1763,2165,2508,3652,3673,1860,433,16905,106,84,366,497,662,1199,1309,888,293,5396,35,35,156,218,246,522,1329,1543,709,4797,10,22,62,95,107,90,71,65,29,548,330,328,768,780,923,1069,1086,795,329,6413,2338,4580,9821,10032,12035,14146,14662,8109,2433,78148,1135,2920,6381,6093,6191,4960,4023,1736,491,33926,240,535,1280,1622,2787,4417,3259,1114,284,15531,136,257,960,1226,1631,3069,4087,2265,665,14301,51,46,205,270,387,841,1084,946,414,4243,19,12,90,133,168,304,986,1439,1063,4218,9,11,39,55,64,62,56,58,36,392,290,264,585,625,775,861,1068,949,593,6000,1881,4047,9542,10013,11993,14516,14565,8511,3548,78613,2138,5558,11144,10373,10864,8665,8148,3705,922,61513,767,1484,3213,3626,5689,8326,6337,2099,491,32033,462,788,2724,3387,4145,6724,7762,4127,1098,31209,160,128,569,771,1045,2037,2389,1834,705,9642
497,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,10,35,117,73,69,63,47,6,0,429,13,23,48,31,57,53,44,6,0,271,3,14,41,55,47,59,46,15,6,287,0,7,17,14,13,19,14,8,0,105,6,7,4,15,12,6,18,3,0,64,0,0,0,0,3,3,3,0,6,10,14,17,94,91,97,105,48,5,0,475,50,110,320,289,299,310,214,40,7,1638,10,45,126,71,58,51,35,3,0,414,12,15,45,39,26,47,27,4,0,208,7,15,35,32,33,53,42,11,3,237,4,0,11,11,10,17,9,0,0,67,6,0,8,5,5,0,7,4,0,34,0,0,0,0,0,3,0,0,0,6,18,16,75,90,43,31,18,6,3,297,61,94,305,245,178,193,141,26,10,1258,23,82,247,146,137,113,85,9,0,840,24,39,84,75,86,101,68,7,0,483,17,30,79,84,85,113,84,25,3,520,6,5,34,30,24,35,28,8,0,169
