SA3_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
30305,0,0,3,29,196,218,424,215,22,33,48,64,16,0,32,1297,6,3,5,3,25,13,10,0,0,0,0,0,0,0,3,79,0,0,4,16,30,40,123,39,9,6,8,5,0,0,6,295,0,0,3,18,60,131,323,71,19,7,8,9,7,0,0,670,0,0,5,6,62,91,222,110,12,19,15,24,7,0,5,577,0,0,0,11,157,552,448,214,49,32,42,39,27,8,29,1595,0,0,0,5,31,36,69,22,10,3,4,8,0,0,0,187,36,129,339,233,221,176,323,99,12,9,21,12,8,12,52,1684,0,0,0,14,12,19,42,23,5,3,9,8,0,0,5,145,0,0,5,152,411,226,251,141,14,13,19,26,15,0,29,1315,17,50,132,294,564,811,1346,763,157,115,98,93,61,14,108,4639,116,332,748,1199,3214,4472,10942,5861,1075,935,1001,1193,516,127,616,32345
30306,0,0,5,21,131,115,145,82,31,28,65,140,12,4,18,800,6,7,0,3,14,14,3,4,0,0,0,0,0,0,0,55,0,0,0,14,38,36,60,26,7,0,4,3,0,0,7,192,0,3,9,31,49,90,199,65,21,0,15,0,6,3,3,489,0,0,16,9,22,27,78,29,10,10,18,18,8,0,5,245,0,0,8,8,320,784,534,343,90,105,91,116,38,0,57,2489,0,0,0,8,14,22,35,31,5,4,8,10,11,3,0,154,38,88,184,135,145,77,119,44,3,9,12,8,0,0,35,899,0,0,5,16,0,20,24,17,0,0,6,0,4,0,3,96,0,0,6,160,285,156,113,81,30,19,18,32,12,0,51,950,12,37,136,217,388,627,732,468,111,84,130,112,30,13,56,3158,116,282,631,986,2695,3937,7389,4452,1029,1022,1295,1541,512,105,658,26651
30401,0,0,0,10,59,40,66,31,3,14,0,9,0,4,3,243,6,0,0,5,26,4,8,0,0,0,0,0,0,0,3,61,0,0,3,10,43,28,62,14,10,0,0,4,0,0,0,174,0,0,0,33,55,141,286,74,8,23,12,7,0,0,11,648,0,0,13,13,88,109,129,58,0,4,3,7,0,0,7,436,0,0,0,0,45,87,38,19,3,4,6,8,0,0,0,235,0,0,0,4,12,11,31,13,4,6,4,0,3,0,0,89,21,98,303,233,285,188,308,166,15,20,13,18,9,3,41,1740,0,4,5,13,27,25,47,23,11,7,0,7,5,0,9,187,0,0,0,182,292,108,99,60,10,14,4,9,8,0,18,806,14,26,94,154,235,223,387,156,29,53,19,24,10,8,26,1456,100,284,597,1012,2053,1860,2713,1377,192,229,172,203,79,30,229,11131
30402,0,0,0,16,49,33,66,33,4,6,7,7,6,0,4,229,6,0,0,4,44,12,16,8,3,3,0,0,0,0,3,105,0,0,5,22,35,18,82,40,11,0,4,7,5,8,6,247,0,8,9,52,107,311,824,281,66,40,57,101,23,14,10,1909,0,0,8,21,68,81,93,42,0,7,6,5,0,0,3,347,0,0,0,0,34,54,34,22,3,14,5,3,0,0,6,182,0,0,0,10,12,17,14,14,0,0,4,0,0,0,0,76,40,137,410,376,448,397,1112,490,66,68,46,64,17,12,46,3740,0,0,24,46,36,65,126,69,18,19,8,18,8,0,6,448,0,0,0,36,30,18,21,12,7,7,3,7,3,0,4,159,24,39,117,200,262,339,688,336,53,43,56,54,33,14,32,2282,153,327,810,1196,1885,2168,4829,2335,439,406,368,467,180,84,197,15848
30403,0,0,0,9,21,25,95,64,12,18,9,31,13,10,6,318,0,5,4,6,16,14,3,5,3,0,0,0,3,0,0,70,5,0,4,17,15,25,84,54,14,26,16,34,26,0,14,336,0,0,7,43,72,115,284,87,23,27,19,37,16,6,9,739,0,0,12,17,25,41,104,53,9,18,29,36,28,5,4,388,0,0,0,3,74,91,59,40,20,7,20,26,14,0,8,367,0,0,3,4,11,21,38,27,10,13,10,15,4,0,9,163,41,95,287,276,266,278,665,287,54,42,40,64,50,19,34,2488,0,5,26,35,45,61,144,78,24,35,42,55,45,19,8,628,0,0,0,41,94,35,62,105,26,23,37,51,16,8,8,503,25,33,88,160,208,260,525,453,129,155,242,293,161,33,44,2805,119,254,610,928,1500,1744,4170,2917,823,1010,1328,1773,908,295,314,18702
30404,0,0,4,14,83,48,47,52,6,0,13,12,4,0,6,286,0,5,0,4,33,23,17,6,0,0,0,0,0,0,6,106,5,0,4,14,3,19,24,13,4,0,0,4,0,0,0,87,0,0,9,37,82,123,286,119,24,46,48,40,11,18,10,846,0,0,10,9,24,22,37,19,10,7,3,0,0,3,0,159,0,0,0,0,16,11,20,13,0,3,0,0,0,0,0,67,0,0,0,0,10,14,65,38,8,9,3,4,3,0,3,159,61,116,373,284,299,333,811,433,57,38,42,36,29,7,42,2961,0,6,14,30,15,37,85,61,15,12,3,7,20,0,3,315,0,0,4,23,24,7,13,10,0,4,6,0,7,0,3,101,21,34,81,160,228,217,507,308,64,67,64,59,34,10,38,1888,141,282,710,916,1355,1438,3136,1726,311,321,330,296,156,69,191,11360
30501,0,0,0,13,114,67,243,151,53,67,119,226,79,19,37,1179,6,0,0,11,37,20,15,28,8,9,13,25,3,7,4,168,0,0,8,25,30,40,103,52,19,16,25,33,26,6,3,378,0,0,7,35,55,133,259,86,20,26,29,60,16,17,14,745,0,0,8,4,26,32,127,52,29,21,25,24,11,5,4,371,0,0,0,8,85,169,168,152,58,61,100,89,45,0,8,940,0,0,0,3,25,41,161,121,44,57,77,120,62,5,13,751,44,130,365,352,395,412,956,470,122,121,135,233,192,55,66,4040,0,3,20,54,28,61,167,128,35,40,58,75,104,21,14,818,0,0,5,163,161,75,90,145,37,75,74,90,62,11,17,999,21,65,145,233,366,493,1081,1156,472,629,852,1398,689,75,109,7783,143,564,1001,1446,2323,2880,6688,5349,1857,2276,3045,4658,2259,512,701,35718
30502,0,0,0,11,61,41,48,20,5,4,20,25,5,0,9,273,0,3,0,0,17,6,16,6,4,0,0,0,0,0,0,53,0,0,0,4,9,14,23,13,3,0,15,4,0,8,3,104,0,0,12,19,55,59,216,71,14,19,22,29,26,3,9,550,0,5,0,10,5,14,15,9,0,3,3,14,4,0,0,75,0,0,0,0,12,22,27,23,0,3,5,7,5,0,0,106,0,0,0,6,13,21,45,31,5,13,7,9,8,0,9,147,23,81,192,185,286,281,815,394,64,57,63,67,50,32,48,2632,0,0,8,11,16,48,85,39,17,20,12,22,17,12,6,312,0,0,0,28,33,8,7,13,0,7,4,5,0,0,0,119,16,33,107,142,199,201,431,378,127,138,115,152,79,15,33,2164,69,227,452,685,1227,1242,2792,1710,382,437,443,570,285,109,189,10818
30503,0,0,3,18,133,91,191,127,52,64,69,75,18,9,20,865,3,3,7,5,51,18,27,15,3,8,9,3,3,0,0,160,0,6,8,14,24,36,79,55,13,27,34,46,22,0,4,378,3,5,8,43,83,137,351,99,14,49,24,41,12,4,12,895,4,3,10,17,30,33,52,51,10,22,25,31,14,8,9,317,0,0,0,5,51,52,78,87,19,16,15,20,11,4,9,358,0,0,0,8,11,41,147,90,31,29,14,25,3,3,9,412,45,147,453,439,459,502,1160,565,116,94,104,123,75,17,96,4390,3,4,35,36,51,102,158,108,30,28,39,59,26,22,12,708,0,0,3,55,45,31,69,89,17,35,34,55,32,4,6,474,29,48,170,254,336,452,1094,834,358,365,544,623,290,39,94,5520,154,513,1146,1480,2366,2801,6083,4167,1254,1515,1835,2105,923,280,498,27121
30504,0,0,0,15,33,36,73,32,7,4,21,17,11,5,3,256,0,0,3,13,30,3,11,7,0,4,3,4,0,0,3,91,0,3,0,10,18,13,48,39,12,9,21,18,12,3,4,211,0,3,17,53,83,103,252,71,11,12,18,19,23,3,3,661,0,4,10,7,24,9,25,18,3,3,8,17,16,0,0,149,0,0,0,0,24,47,44,37,10,3,12,13,4,0,3,206,0,0,0,7,15,22,53,27,15,12,9,16,9,0,6,175,30,108,315,309,328,401,775,343,75,58,51,94,47,20,43,3001,0,3,17,44,43,70,151,102,37,24,33,22,27,22,11,615,0,0,0,27,15,10,12,19,10,16,15,26,12,0,4,166,21,30,104,156,222,280,499,404,127,168,215,294,127,28,31,2713,95,295,720,1004,1459,1689,3302,2081,602,651,824,1016,534,152,203,14623
30601,0,0,8,13,62,60,106,68,30,20,6,20,8,0,6,406,0,4,0,5,36,14,24,15,10,0,0,0,0,0,3,121,0,3,8,14,6,3,17,9,0,0,3,0,0,0,4,72,0,0,17,28,39,41,251,81,10,24,14,17,7,0,3,536,0,5,8,6,13,13,37,9,3,0,4,0,0,0,3,99,0,0,0,0,3,7,15,22,5,3,0,0,3,0,0,60,0,0,4,9,23,26,85,45,13,8,5,6,7,0,8,239,51,194,577,467,534,488,1016,391,65,76,24,58,14,4,88,4050,0,0,17,36,48,54,85,43,9,16,18,9,8,0,5,345,0,0,0,5,5,6,16,22,8,4,5,3,0,0,0,80,12,65,186,253,349,322,562,358,99,86,84,117,51,18,67,2625,112,463,1157,1306,1866,1743,3688,1854,381,365,302,423,174,61,332,14233
30602,0,0,0,56,272,253,416,358,57,68,69,58,33,9,30,1695,4,0,4,3,32,16,17,8,0,0,0,6,4,0,0,102,0,0,7,11,15,14,21,10,0,0,4,3,0,0,3,87,0,4,3,32,36,41,111,32,3,10,6,21,3,3,4,311,0,0,13,18,26,13,49,32,3,0,14,3,0,0,0,178,0,0,0,0,4,14,31,84,9,18,3,14,0,0,4,183,0,0,3,10,71,84,193,105,23,14,31,28,9,4,14,581,71,295,688,508,419,370,559,265,55,36,61,55,38,18,81,3519,6,3,21,39,33,56,60,48,20,15,16,22,8,9,3,359,0,0,0,15,35,21,75,67,12,24,20,19,9,0,16,312,24,108,309,540,645,605,1120,887,176,198,226,401,152,37,182,5615,201,775,1550,1938,2654,2725,4965,3419,651,677,804,1054,454,138,635,22639
30603,0,4,3,8,42,24,77,70,24,12,12,30,0,0,16,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,12,0,0,0,9,9,5,34,5,0,0,6,0,0,3,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8,10,0,0,0,8,0,0,0,22,0,0,0,0,15,23,30,19,9,0,9,4,0,0,7,124,18,105,237,144,79,66,81,42,8,13,12,21,4,0,44,882,4,3,11,15,15,9,15,9,3,0,5,0,0,0,0,88,0,0,0,0,6,0,4,4,3,7,3,0,0,0,3,25,24,69,67,90,113,89,104,70,26,15,20,83,61,46,94,988,110,410,497,475,492,375,696,485,128,111,141,274,111,60,275,4634
30604,0,0,0,0,13,15,11,10,10,5,3,9,0,0,0,71,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,14,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,5,3,9,16,3,0,5,0,0,0,0,0,50,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,5,3,18,13,0,0,0,5,3,0,3,55,18,41,134,100,101,67,162,62,19,12,0,11,5,0,29,762,0,3,3,14,12,10,11,8,0,3,3,4,8,0,4,88,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,17,3,15,39,48,39,33,44,38,8,14,45,128,83,7,9,560,30,107,249,282,315,277,481,278,63,63,79,191,112,22,88,2632
30605,0,0,0,12,51,18,41,48,8,3,13,12,9,3,20,235,0,4,0,5,13,0,0,0,0,0,0,0,0,0,0,28,0,3,0,4,0,4,0,5,0,0,0,0,0,0,0,24,0,0,0,18,18,22,39,19,0,12,4,0,0,0,4,156,0,0,3,4,3,0,4,5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,9,18,13,0,17,26,6,0,3,95,0,0,0,3,12,7,20,14,9,7,10,10,0,0,8,91,66,159,423,248,162,121,180,71,26,6,10,14,8,0,70,1564,3,6,23,45,30,21,28,14,10,0,0,6,0,0,7,196,0,0,0,6,0,0,8,8,0,0,0,4,0,0,3,27,6,62,141,179,166,122,146,90,18,19,41,128,65,39,68,1299,163,598,990,858,806,534,835,498,134,100,216,285,120,54,301,6493
30701,0,0,0,3,20,24,135,117,22,24,32,36,9,5,16,457,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,9,0,0,5,0,6,8,84,45,6,4,13,17,3,10,5,210,0,0,0,0,0,0,9,0,3,0,0,6,0,0,0,19,0,0,0,0,0,6,3,13,5,5,4,12,0,0,0,45,0,0,0,5,0,0,5,4,4,0,0,0,0,0,0,29,14,54,153,48,46,34,62,48,0,10,12,17,4,0,26,532,0,0,9,0,6,6,16,10,0,0,0,0,6,0,0,48,0,0,0,0,0,0,7,7,0,0,0,0,3,0,0,19,6,4,26,39,40,30,98,48,26,12,60,102,35,17,12,559,36,106,252,216,280,248,654,484,94,114,183,279,88,42,130,3208
30702,0,0,0,6,30,14,135,212,54,28,49,51,23,25,30,647,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,3,11,34,84,34,7,11,0,3,7,0,5,210,0,0,3,0,0,5,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,8,0,0,19,10,24,0,0,66,0,0,0,0,0,0,14,5,4,0,0,8,0,0,0,28,35,92,235,104,80,36,79,18,9,0,4,3,5,0,40,742,0,0,15,10,5,15,10,4,0,4,7,0,0,0,6,74,0,0,0,0,0,0,9,4,0,0,3,0,0,0,5,18,0,12,51,43,42,23,149,77,17,17,27,23,7,4,17,515,53,191,390,310,359,239,704,507,107,76,121,133,73,31,161,3455
30703,0,0,0,3,31,27,89,65,12,20,20,26,3,4,10,311,0,3,7,6,4,0,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,6,12,7,7,18,43,17,6,4,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,3,11,3,5,9,14,5,0,4,53,0,0,0,4,0,0,12,7,4,0,3,5,0,0,3,46,58,167,360,222,136,62,83,24,8,3,0,5,6,0,50,1171,0,3,16,20,11,9,20,13,0,3,0,0,0,0,7,97,0,0,0,0,4,6,3,0,0,0,3,0,0,0,0,19,18,34,77,99,79,44,80,43,5,7,18,25,50,5,21,602,128,414,632,596,527,357,532,309,70,62,98,129,78,11,156,4101
30801,0,0,0,0,14,9,94,122,25,14,27,37,4,3,9,365,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,14,120,46,15,4,10,22,20,7,0,270,0,0,0,0,0,0,5,7,6,3,5,5,0,0,0,28,0,0,0,0,0,3,3,7,0,0,9,5,0,0,6,27,0,0,0,0,3,4,17,14,4,5,5,3,0,0,4,68,4,32,116,61,46,28,47,41,0,5,0,8,5,0,19,413,0,0,3,16,10,0,11,10,5,0,0,0,0,0,3,60,0,0,0,0,0,3,10,6,0,3,0,3,0,0,0,28,0,14,28,38,20,32,151,61,12,12,9,33,15,60,20,524,14,68,192,236,240,274,852,581,111,97,108,201,84,86,115,3269
30803,0,0,0,25,120,102,257,356,74,57,52,80,21,4,32,1191,5,0,0,0,4,0,3,0,0,0,0,0,0,0,0,27,0,0,7,10,12,0,10,0,0,7,7,5,4,5,3,57,0,7,3,13,31,51,315,79,27,20,29,39,16,0,20,648,0,0,3,3,8,7,64,81,9,12,11,25,16,18,0,251,0,0,0,0,0,3,8,18,0,0,3,9,0,0,0,41,0,0,0,0,13,13,54,52,9,3,8,6,9,0,10,168,79,281,580,363,290,188,347,149,30,31,29,51,23,0,85,2522,0,8,18,36,28,32,57,30,8,3,0,14,4,0,8,239,0,0,0,3,10,7,212,48,14,19,6,13,7,0,9,357,15,52,115,155,117,108,454,234,49,44,40,62,32,18,47,1557,154,545,965,1094,1198,967,2901,1774,368,419,436,574,273,99,399,12169
30804,0,0,0,0,6,11,30,36,3,7,13,8,3,3,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,21,14,5,0,5,0,3,0,0,55,0,0,0,0,0,3,0,4,0,4,6,0,0,3,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,13,0,20,37,24,16,4,24,18,5,0,0,0,0,0,9,166,0,0,0,5,4,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,16,3,0,0,0,0,0,0,0,25,0,0,12,9,12,7,53,33,4,18,6,17,11,6,0,182,0,46,73,78,82,67,240,162,34,75,65,85,38,25,47,1129
30805,0,0,0,24,66,43,240,314,85,30,36,29,12,4,9,898,4,0,0,7,9,11,7,6,0,0,0,0,0,0,0,33,0,0,0,0,0,0,5,7,0,11,0,0,0,0,0,32,0,0,6,15,16,55,378,148,18,31,18,61,5,9,11,766,0,0,0,0,0,4,23,17,0,6,0,4,8,0,3,67,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,8,0,0,0,0,3,9,32,39,6,7,0,15,5,0,13,132,30,135,440,323,204,119,236,172,22,16,16,13,7,7,49,1781,0,4,15,16,16,16,34,30,7,0,14,6,6,0,9,166,0,0,0,6,6,8,14,5,0,0,3,3,0,0,0,47,13,43,105,116,95,108,206,141,22,34,27,46,7,9,20,988,67,293,773,862,905,737,1985,1493,230,221,216,269,105,56,217,8429
30901,0,3,9,30,85,64,47,35,11,11,21,24,6,0,18,373,9,12,16,12,52,15,17,11,0,0,7,0,0,0,0,153,0,6,10,18,19,17,14,7,0,8,6,13,4,0,3,121,0,4,17,45,53,148,238,63,11,16,27,27,19,13,14,676,0,0,4,4,3,0,9,4,0,0,0,0,0,0,5,35,0,0,0,3,22,36,27,16,3,8,4,0,4,0,4,130,0,0,5,5,12,16,39,43,12,9,5,11,12,5,15,192,74,244,548,420,427,339,698,371,67,76,85,100,65,22,92,3620,0,11,14,25,34,65,83,84,22,17,16,31,27,5,11,450,0,0,0,21,21,13,8,16,11,9,9,4,13,0,3,129,52,129,262,297,278,311,559,578,258,288,292,391,118,17,94,3915,225,747,1319,1536,2096,2148,3410,2082,605,657,680,865,393,126,472,17356
30902,0,0,3,3,42,36,47,33,9,6,9,14,8,3,6,227,6,4,0,8,24,7,18,18,6,4,0,0,3,0,0,100,0,0,6,4,4,5,6,4,0,4,0,0,0,0,0,36,0,3,8,30,42,95,119,60,14,11,12,22,5,10,5,434,0,0,5,0,3,3,0,0,0,3,0,0,0,0,0,19,0,0,0,3,3,3,8,3,7,0,0,0,0,0,0,24,0,0,0,0,13,14,32,22,0,5,0,7,0,0,3,108,71,227,518,360,306,275,576,229,68,28,37,34,31,19,89,2868,0,9,15,38,29,46,83,67,15,8,20,27,15,6,19,393,0,0,0,8,9,0,0,3,0,0,5,6,3,0,0,32,33,68,129,159,122,144,353,299,132,104,136,169,46,23,50,1959,163,523,949,1106,1268,1267,2180,1172,348,286,325,365,160,92,326,10527
30903,0,0,10,45,135,110,180,136,39,38,32,54,21,3,36,824,7,3,16,15,52,22,17,5,0,0,6,3,0,0,3,153,0,0,7,19,26,25,21,9,0,0,4,0,0,0,5,115,0,3,9,47,72,142,291,80,35,17,25,17,8,9,15,772,0,0,3,6,15,13,21,16,5,3,3,0,4,3,7,97,0,0,0,0,19,36,32,30,5,8,12,4,6,0,3,161,0,0,0,4,16,32,122,74,15,7,15,17,15,0,5,328,117,377,939,641,568,433,843,330,74,32,38,45,13,10,206,4672,0,6,10,34,31,27,60,42,14,7,9,13,4,4,4,277,0,0,0,27,19,24,31,27,13,11,18,8,16,0,4,212,43,140,301,365,353,572,694,549,159,153,118,121,42,12,102,3724,290,931,1798,2085,2845,3059,5066,2831,691,550,630,680,304,119,748,22628
30904,0,0,0,0,13,8,7,11,4,0,5,5,0,0,0,59,0,0,4,6,9,3,8,0,0,0,0,0,0,0,0,33,0,0,3,3,9,5,3,7,0,0,0,0,0,0,0,25,0,0,6,12,16,25,89,23,4,7,3,0,3,3,3,200,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,8,10,0,0,0,5,0,0,3,37,25,81,264,215,216,170,375,120,12,15,11,15,5,0,60,1583,0,0,12,15,18,16,31,17,3,4,0,6,6,0,5,130,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,9,10,30,70,95,106,53,98,48,10,10,4,7,3,0,17,564,56,201,487,585,780,533,969,344,50,62,57,69,25,6,163,4396
30905,0,0,0,18,46,28,49,14,4,6,6,0,0,0,4,187,4,0,3,7,30,13,10,3,0,0,0,0,0,0,3,71,0,0,6,9,5,4,4,0,0,0,0,0,0,0,0,44,0,0,8,29,32,135,363,107,30,29,18,24,12,0,5,787,0,0,0,8,4,8,15,0,0,0,0,0,0,0,0,36,0,0,0,0,6,14,3,10,4,0,0,3,3,0,0,43,0,0,0,3,3,15,25,17,4,0,0,3,0,0,5,73,36,133,322,285,255,258,665,287,38,40,42,42,14,15,49,2480,0,0,13,18,27,29,62,40,4,0,10,3,16,0,0,218,0,0,0,8,11,4,3,11,5,0,0,0,0,0,0,44,16,50,89,161,157,129,288,142,25,27,17,33,12,3,21,1164,87,321,606,849,1166,1222,2480,1021,177,161,156,184,102,38,173,8741
30906,0,0,3,18,114,137,127,83,19,21,14,21,10,3,11,593,0,0,12,8,48,17,18,8,0,8,0,0,0,0,0,117,0,3,7,14,13,17,31,12,0,0,3,0,5,0,0,106,0,0,11,46,59,123,357,149,17,25,18,22,14,14,8,861,0,4,11,8,12,3,23,12,9,0,0,3,0,0,8,85,0,0,0,0,24,29,20,26,3,3,8,0,0,5,0,127,0,0,0,4,11,33,82,45,5,6,11,13,5,0,0,208,69,278,722,491,453,376,984,367,54,48,63,29,25,6,77,4041,0,0,9,26,36,48,70,36,6,11,20,10,8,0,3,288,0,0,0,8,9,12,16,24,3,11,0,4,0,0,0,92,24,104,237,289,326,336,503,274,50,69,62,54,23,10,49,2395,160,687,1405,1600,2471,2744,5088,2351,375,405,395,373,195,85,374,18695
30907,0,0,8,33,190,172,323,265,53,44,55,57,17,11,28,1259,4,0,8,24,64,18,48,19,5,3,0,0,0,0,3,201,0,4,9,11,18,36,77,31,5,5,7,0,3,0,4,217,3,3,11,73,127,323,1316,552,105,99,102,131,68,26,37,2978,4,3,12,11,22,30,68,43,3,0,10,10,5,0,5,212,0,0,0,6,19,63,62,70,12,12,17,4,3,0,7,270,0,0,0,4,21,38,102,67,18,17,27,18,15,0,9,343,122,391,1211,964,1047,949,2889,1261,182,200,172,135,77,27,201,9839,0,5,37,36,54,86,161,77,28,24,11,18,16,6,10,564,0,0,0,20,38,27,45,41,19,8,9,4,0,0,7,229,44,153,315,458,652,672,1370,804,160,129,133,113,45,15,122,5183,284,983,2201,2743,4814,5605,14191,7681,1363,1233,1311,1264,584,260,983,45493
30908,0,0,4,29,97,87,95,92,27,13,18,23,14,11,13,530,7,5,10,16,44,11,11,8,0,5,0,0,0,0,3,119,0,0,0,15,12,24,19,12,6,6,7,7,0,0,0,113,0,6,10,33,47,158,382,115,43,32,46,33,27,8,23,949,0,3,4,12,12,10,38,22,0,7,5,0,0,0,4,121,0,0,0,4,32,69,58,52,3,16,15,13,6,0,4,274,0,0,0,7,27,29,62,55,5,12,10,15,8,5,3,235,68,193,465,338,363,307,796,407,68,42,63,62,34,11,69,3290,0,10,5,23,24,37,63,47,18,10,20,11,16,3,5,300,0,0,0,15,23,20,22,26,4,3,12,4,4,0,3,132,44,105,188,249,226,325,627,456,161,134,134,131,58,5,71,2903,192,569,1047,1227,2011,2458,4745,2541,624,553,621,639,326,111,429,18093
