SA3_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
50502,18438,5378,829,36,10,24693,19286,8540,1072,8,4,28908,5978,7062,2393,0,12,15450,762,1842,367,0,5,2972,97,312,111,0,0,522,3054,2767,601,0,8,6435,440,321,81,6,0,849,71,83,17,0,0,176,10402,12384,3578,7,28,26397,564,624,375,9,3,1569,542,385,105,0,7,1039,49230,27302,5957,58,56,82612
50503,13756,1010,53,110,4,14924,36992,1229,77,10,17,38320,8228,930,125,0,0,9284,696,646,8,0,0,1353,134,150,0,0,0,286,3678,346,25,16,0,4066,417,65,3,30,3,520,59,16,0,0,0,75,13211,2152,167,47,7,15586,777,548,11,6,0,1343,713,121,4,13,10,859,65445,5051,302,183,41,71023
50601,6407,443,16,151,8,7031,16928,542,35,10,13,17523,3294,910,54,0,8,4264,281,297,32,0,0,611,25,116,25,0,0,166,1577,238,17,4,6,1842,161,55,3,50,0,266,23,17,0,0,0,41,5367,1628,134,55,11,7189,218,129,24,8,4,381,344,70,12,9,4,436,29258,2807,219,231,31,32549
50602,5239,1017,579,4,3,6850,6816,1658,1070,4,10,9554,3664,2346,2731,0,9,8755,657,714,150,0,5,1527,86,134,17,0,0,235,1562,720,549,0,3,2836,158,81,47,6,4,293,49,21,13,0,0,87,6178,4020,3513,11,15,13735,241,78,57,0,0,372,216,102,92,6,10,430,18681,6877,5308,30,44,30940
50603,9343,895,239,6,11,10493,10305,1225,317,7,4,11855,4168,1813,552,14,18,6567,393,443,60,0,0,896,101,138,94,0,0,337,1841,661,135,0,11,2651,273,114,48,8,3,448,34,28,19,0,0,84,6812,3208,910,17,31,10989,426,298,217,0,3,945,277,107,26,4,13,426,27167,5735,1716,38,61,34710
50604,10474,629,72,58,8,11247,18473,795,140,15,8,19426,4545,1023,350,17,9,5942,546,309,58,0,0,918,71,127,63,0,0,266,2509,290,64,15,4,2879,369,62,16,54,4,517,53,21,4,0,0,82,8099,1830,555,84,16,10592,347,404,15,13,4,786,518,86,13,8,3,623,37916,3746,801,176,40,42675
50605,7063,277,16,124,4,7484,9375,179,15,13,3,9588,1721,194,25,0,3,1942,139,96,0,0,0,242,16,42,3,0,0,62,1060,89,8,8,0,1167,83,8,0,12,0,107,19,5,0,0,0,18,3036,435,40,23,8,3538,230,126,9,3,0,372,229,32,3,3,0,266,19923,1048,86,165,20,21248
50606,2073,7,24,86,11,2198,6441,30,5,5,6,6488,705,18,0,0,0,724,9,0,0,0,0,4,3,10,0,0,0,12,470,8,3,4,0,492,40,5,6,9,0,49,10,0,0,0,0,12,1227,41,9,12,0,1288,121,0,0,9,4,133,119,0,3,3,0,120,9979,74,36,112,26,10232
50607,3465,1598,511,0,3,5577,3133,1395,482,0,7,5012,1043,1925,1104,0,3,4074,326,201,123,0,0,659,11,56,36,0,0,100,482,659,333,0,0,1474,37,37,28,0,0,100,9,13,5,0,0,32,1915,2886,1625,0,8,6433,121,224,166,0,0,511,77,66,20,0,3,165,8709,6163,2787,4,24,17690
50701,9480,1054,366,158,12,11071,17862,1458,614,3,9,19938,4268,1216,1294,3,5,6785,511,485,167,0,3,1165,46,87,58,0,0,190,1740,424,227,0,0,2396,175,44,18,29,0,267,18,17,8,0,0,49,6760,2273,1777,34,13,10851,231,161,38,3,4,428,324,72,36,3,11,451,34655,5012,2826,206,39,42742
50702,3889,958,546,98,13,5500,3938,806,550,3,3,5305,895,684,843,11,3,2439,181,458,230,0,0,872,24,85,35,0,0,143,627,309,279,16,3,1226,63,20,33,42,0,154,5,0,10,0,0,16,1800,1557,1425,65,13,4858,122,113,34,9,0,266,95,63,26,0,8,194,9837,3494,2570,178,43,16121
50703,2457,71,40,3,0,2571,8210,105,80,0,5,8400,2295,111,203,0,0,2611,239,141,106,0,0,483,62,44,31,0,3,141,861,36,40,0,0,932,114,0,11,0,0,132,20,7,0,0,0,23,3595,336,396,3,6,4324,84,33,0,3,0,126,220,10,16,0,0,242,14566,552,529,9,7,15666
50704,13350,2241,434,0,22,16046,11434,1928,429,0,7,13801,2918,1481,601,4,3,5011,319,415,20,0,0,757,43,51,21,0,0,119,1288,617,163,0,4,2076,77,40,23,0,0,141,15,17,6,0,0,41,4666,2621,841,4,12,8146,433,305,334,0,0,1072,250,96,36,0,4,389,30129,7200,2069,4,44,39453
50705,10902,679,290,183,6,12070,22368,433,215,16,24,23053,6085,683,659,0,5,7440,410,239,154,0,0,801,51,69,39,0,0,155,2648,253,148,9,0,3057,459,37,22,44,5,572,33,9,5,0,0,48,9683,1294,1021,63,8,12073,306,255,15,7,0,581,515,82,40,4,15,654,43771,2745,1582,271,56,48428
50901,8766,241,12,185,17,9217,6811,153,10,16,21,7006,1770,301,16,6,0,2089,666,233,7,0,3,907,172,187,21,0,3,381,1626,104,9,8,9,1755,406,51,3,62,10,534,28,15,0,0,0,47,4667,896,54,75,25,5712,762,112,4,14,12,906,343,57,0,12,5,419,21343,1462,83,292,76,23262
50902,8324,94,11,125,56,8604,6414,28,9,28,26,6502,880,64,23,10,4,975,461,187,7,3,9,673,109,64,15,12,0,197,1420,42,12,11,9,1497,475,34,7,16,15,549,30,5,4,0,0,36,3368,401,70,46,34,3921,847,11,0,17,11,889,402,25,0,35,10,480,19351,550,94,252,138,20393
50903,3119,28,0,25,19,3184,1778,5,0,4,6,1790,297,34,5,3,0,338,182,85,0,0,0,267,68,54,0,0,0,127,591,17,0,0,0,612,248,18,0,5,4,278,15,4,0,0,0,22,1410,210,5,9,3,1639,409,18,3,8,0,444,125,19,3,5,3,152,6830,279,16,54,35,7212
51001,931,59,13,281,46,1325,1619,94,23,40,18,1794,684,287,100,12,12,1089,1877,352,41,3,16,2294,859,61,14,13,7,955,495,71,28,30,28,649,652,122,23,89,35,922,39,8,0,0,3,53,4602,896,210,147,103,5958,384,52,0,66,36,542,234,50,11,88,47,427,7777,1147,253,627,242,10043
51002,345,52,21,50,11,480,819,84,11,13,3,929,717,263,206,4,7,1198,530,126,28,0,5,693,229,9,3,0,0,243,142,34,12,3,4,194,1639,301,163,15,14,2130,12,8,0,0,0,19,3271,732,419,24,28,4472,384,49,34,16,11,486,95,23,8,5,4,135,4910,942,486,103,61,6508
51003,445,39,5,73,10,564,1401,141,12,14,0,1563,847,248,184,4,3,1279,458,136,35,0,3,629,80,18,7,0,0,106,201,54,14,7,3,281,2338,255,68,40,20,2718,8,5,4,0,0,17,3929,715,311,47,26,5030,448,54,35,20,18,571,101,26,5,11,12,157,6325,972,362,154,70,7888
51101,1849,89,20,55,25,2046,1574,36,0,7,9,1623,400,111,22,0,0,531,136,72,7,0,0,218,16,16,26,0,0,56,520,58,11,8,6,607,163,15,5,16,3,195,15,9,3,0,0,21,1239,269,69,32,9,1622,339,14,6,7,21,380,82,15,8,0,5,107,5082,421,105,99,72,5777
51102,677,32,0,205,20,932,713,17,0,40,3,770,215,46,21,4,0,289,245,70,12,0,0,330,56,22,49,5,0,132,212,48,5,24,8,282,194,21,9,51,12,294,3,3,6,0,0,10,923,208,106,87,17,1338,108,4,0,26,17,155,62,8,4,11,3,93,2480,271,112,372,60,3291
51103,2132,115,14,75,20,2358,4291,248,12,12,0,4561,1391,687,83,4,0,2170,555,246,12,0,6,820,121,65,12,0,10,197,718,110,10,9,8,856,373,113,12,84,17,598,20,20,0,3,0,42,3176,1240,131,102,37,4684,254,36,4,12,23,329,255,63,10,10,10,349,10107,1700,176,210,84,12275
51104,6183,381,27,193,68,6851,5843,206,24,33,22,6127,1679,491,103,3,9,2288,471,227,58,6,7,769,118,60,9,0,0,189,1449,189,22,12,10,1686,354,66,3,33,13,469,28,13,0,0,0,39,4096,1041,208,58,36,5431,499,114,7,21,21,671,291,59,30,24,20,423,16914,1796,296,329,163,19497
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,1713,16,104,6,5,1845,2663,22,149,5,0,2834,659,10,159,0,0,833,650,46,84,0,0,787,169,16,28,0,0,217,266,9,93,0,0,370,32,0,3,0,0,41,14,0,3,0,0,15,1792,78,387,0,0,2260,49,0,6,0,0,61,95,0,6,0,0,103,6310,121,648,6,4,7098
60102,8003,184,54,36,11,8290,8294,137,32,5,9,8472,2035,244,78,3,0,2366,720,254,41,0,0,1019,153,65,9,0,0,227,1238,123,45,0,15,1416,136,12,0,14,0,162,40,15,0,0,0,54,4320,715,174,18,12,5244,310,102,11,3,0,428,210,29,0,0,6,247,21142,1166,272,68,32,22688
60103,6102,138,383,41,6,6670,7063,139,266,13,0,7481,2501,262,764,22,4,3545,888,294,435,0,6,1615,173,86,83,0,17,362,1488,139,366,19,6,2014,180,40,86,7,0,316,32,14,10,0,0,58,5258,843,1739,45,28,7910,194,30,97,8,0,332,256,35,77,6,4,375,18881,1175,2560,112,42,22775
60104,5080,164,45,23,5,5314,4924,128,43,9,8,5098,1275,155,70,6,0,1510,230,83,10,0,0,330,34,75,6,0,0,118,771,71,44,3,0,893,50,14,0,3,0,68,12,6,3,0,0,25,2378,399,136,20,0,2934,197,35,4,0,3,241,97,15,3,4,0,122,12678,739,227,58,13,13721
60105,6452,445,519,30,10,7457,4986,397,357,5,4,5751,1678,819,1708,35,11,4246,176,136,310,0,11,634,37,70,154,0,6,264,1119,382,687,30,23,2246,103,40,84,3,0,238,13,5,21,0,0,38,3123,1453,2967,67,52,7667,143,129,144,8,0,417,109,33,57,4,6,205,14818,2454,4039,109,79,21501
60106,2582,27,0,23,9,2639,3021,15,4,8,4,3052,580,23,0,0,11,616,85,6,0,0,0,88,5,10,0,0,0,19,484,14,4,3,0,504,44,0,0,14,0,63,13,0,0,0,0,10,1213,58,4,22,11,1301,94,0,0,0,3,98,98,7,0,0,0,108,7012,111,8,47,26,7205
60201,10231,596,462,24,14,11328,10321,425,264,10,9,11022,4003,829,1119,50,14,6011,667,352,318,0,0,1339,341,236,149,0,5,732,1944,345,388,18,16,2714,162,55,45,14,4,284,47,14,18,0,0,80,7167,1827,2043,84,37,11157,329,144,41,4,0,524,357,194,65,3,4,623,28402,3193,2878,126,68,34665
60202,4241,77,13,39,4,4371,3175,53,4,0,0,3237,536,44,26,3,0,616,94,19,0,0,0,109,38,26,0,0,0,67,582,22,13,6,0,619,111,0,0,23,0,137,12,3,0,0,0,18,1374,118,42,39,0,1569,185,5,3,4,3,193,154,6,0,24,0,190,9132,257,66,103,14,9563
60203,6912,85,114,88,13,7207,4706,48,52,13,6,4824,960,142,116,5,0,1222,275,106,71,0,0,457,53,54,33,0,0,143,1027,39,60,9,5,1138,232,26,8,14,6,281,34,10,0,0,0,43,2575,374,291,32,10,3286,426,20,16,9,4,473,276,23,20,20,0,328,14899,547,488,160,35,16128
60301,1901,3,5,23,3,1935,1846,0,0,3,5,1863,122,4,4,0,0,131,12,4,5,0,0,22,7,3,3,0,0,22,308,0,0,0,3,316,88,0,12,0,0,109,8,0,0,0,0,13,545,12,33,3,4,603,159,0,0,4,0,164,76,0,0,0,0,79,4531,23,42,36,12,4643
60302,3692,20,6,64,13,3799,2972,12,0,11,7,3001,426,30,4,10,0,467,61,17,4,0,0,80,11,13,0,0,0,24,523,19,13,8,3,563,65,4,0,13,0,81,8,0,0,0,0,13,1095,87,17,27,3,1228,172,4,0,10,3,188,119,4,0,5,3,125,8049,119,33,117,21,8335
60303,1701,11,0,21,8,1741,732,3,0,0,3,745,173,9,3,0,0,181,23,4,0,0,0,28,15,3,0,0,0,24,250,10,3,9,0,266,61,0,0,3,5,78,10,6,0,0,0,10,528,32,14,12,3,588,73,0,0,0,4,81,63,0,0,0,4,71,3099,51,10,38,22,3226
60401,7591,227,28,64,13,7926,6359,85,11,12,4,6468,1705,432,63,17,0,2221,759,405,9,0,0,1175,149,133,12,0,0,285,1318,208,30,14,0,1564,152,35,21,27,0,244,29,25,0,0,0,55,4110,1231,143,58,10,5552,199,43,5,3,0,253,279,57,3,31,6,372,18535,1639,186,169,31,20568
60402,7202,291,10,95,11,7613,6057,94,10,16,9,6183,1405,373,12,7,0,1791,656,360,12,0,5,1035,172,111,0,0,0,282,1301,221,14,9,4,1545,154,47,3,54,7,255,30,22,0,0,0,55,3719,1131,44,61,15,4978,206,41,0,11,3,261,224,61,0,12,0,299,17410,1620,58,196,37,19327
60403,2831,23,10,12,14,2893,2103,8,0,9,6,2127,503,46,6,3,0,562,82,19,3,0,0,103,19,23,6,0,0,43,506,14,4,3,4,532,193,24,14,0,7,232,10,0,0,0,0,16,1307,130,35,10,7,1484,303,16,5,5,6,330,122,8,3,3,0,146,6664,185,57,40,38,6984
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,703,256,495,28,7,1488,841,349,1035,3,0,2228,389,619,3619,0,9,4637,43,144,206,0,4,395,59,9,33,0,0,95,157,205,567,0,6,942,193,27,207,11,3,443,4,7,17,0,0,27,844,1001,4649,17,29,6541,59,34,44,9,3,151,38,30,87,3,15,168,2481,1674,6311,50,50,10567
70102,3118,221,398,90,4,3837,5264,412,640,6,0,6318,1463,585,1572,6,7,3637,758,383,184,0,3,1325,59,14,35,0,3,117,877,245,509,13,12,1663,562,54,122,13,4,762,32,11,23,0,0,63,3753,1295,2451,34,24,7563,146,24,57,4,5,243,184,45,71,13,9,320,12471,2005,3617,146,37,18273
70103,1553,17,11,109,11,1693,3026,21,0,23,0,3067,301,38,87,4,4,431,11,9,0,0,0,15,20,0,7,0,0,24,444,23,7,11,5,493,42,4,0,52,11,111,15,0,0,0,0,15,829,63,104,66,19,1086,138,4,6,6,8,160,102,7,0,16,9,132,5650,112,116,226,47,6143
70104,1013,61,98,5,0,1179,4716,239,312,0,0,5267,2093,453,807,0,7,3363,336,214,302,0,0,857,11,14,14,0,0,33,604,107,146,5,0,869,334,27,15,0,0,369,12,3,13,0,0,30,3387,814,1300,5,11,5527,103,14,10,0,0,134,117,27,54,0,0,205,9334,1158,1786,14,14,12311
70201,1163,175,22,119,35,1511,2591,568,43,9,18,3231,694,861,203,6,18,1783,1312,352,25,9,7,1704,273,57,17,3,17,367,506,259,38,16,25,841,242,301,106,37,46,738,34,8,6,0,0,41,3059,1839,392,71,115,5478,475,111,43,39,28,694,166,72,11,26,20,290,7450,2768,507,266,220,11208
70202,123,0,0,19,6,144,113,0,0,3,0,126,30,32,8,0,0,65,410,29,10,0,0,445,47,5,10,0,0,57,61,10,7,4,0,85,132,15,9,11,6,171,6,0,0,0,0,7,680,87,41,14,6,830,231,20,9,6,5,267,47,4,0,6,0,60,1200,116,53,42,18,1428
70203,514,4,0,82,24,627,346,3,0,15,9,374,20,0,0,0,0,25,729,81,45,3,3,860,669,76,23,5,3,775,89,0,0,3,4,97,219,60,21,24,14,335,24,9,0,0,0,35,1746,232,92,39,20,2131,346,40,15,39,27,467,73,14,3,14,13,116,3027,290,107,195,91,3713
70204,75,10,0,0,6,85,22,0,0,0,0,26,60,9,4,6,0,76,665,46,5,0,4,722,291,37,3,0,4,340,26,0,3,0,0,27,553,31,12,4,11,608,17,0,0,0,0,20,1613,129,29,8,18,1795,446,41,25,6,10,528,57,3,0,7,3,71,2215,181,60,21,33,2506
70205,461,9,0,118,38,622,675,20,0,17,18,728,351,164,7,0,3,523,675,286,43,0,0,1009,322,53,4,8,0,387,181,26,0,13,6,238,381,47,7,27,24,478,11,5,0,0,0,16,1926,573,70,41,42,2655,249,28,10,26,30,344,74,33,13,18,29,169,3389,666,93,216,148,4513
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,9309,1527,491,0,0,11325,12197,2127,1166,0,4,15498,2245,1525,2363,0,5,6146,1396,588,220,0,10,2210,92,42,81,0,0,212,1410,621,639,0,9,2686,259,102,99,0,4,466,28,19,8,0,0,55,5436,2901,3410,0,27,11767,243,224,105,0,0,566,232,70,41,0,5,352,27414,6848,5220,0,34,39514
80103,119,0,0,94,6,219,44,21,0,0,0,63,14,6,16,4,0,41,0,0,16,18,0,36,0,0,13,0,0,13,31,5,5,4,6,44,10,21,0,29,4,66,0,0,0,0,0,0,61,28,56,57,5,200,10,0,0,4,0,22,0,0,4,0,0,9,233,53,66,157,8,515
80104,3949,704,267,0,4,4926,10666,2580,1132,0,12,14394,2457,1583,1637,0,13,5686,410,347,161,0,3,919,122,77,52,0,4,255,840,476,381,0,4,1709,891,132,80,0,5,1104,23,13,9,0,0,38,4744,2620,2320,0,25,9713,110,133,115,0,4,361,195,51,40,0,0,294,19651,6098,3880,3,53,29684
80105,3459,875,1151,0,4,5489,3272,1285,2542,0,4,7106,1023,972,4139,0,11,6146,471,451,569,0,3,1494,52,64,78,0,5,193,618,415,1145,0,5,2188,195,72,176,0,8,452,14,6,21,0,0,49,2383,1983,6127,0,34,10517,105,85,191,0,0,386,66,35,73,0,0,176,9286,4263,10078,0,39,23677
80106,2259,515,1063,0,0,3838,1934,383,1779,0,3,4099,495,284,2554,0,4,3337,296,136,100,0,0,526,20,16,41,0,0,83,214,89,546,0,0,852,21,12,95,0,0,128,9,5,5,0,0,16,1052,536,3352,0,9,4949,89,109,87,0,5,283,47,13,27,0,0,93,5387,1553,6309,0,20,13258
80107,8681,1115,386,0,4,10185,12859,1624,653,0,0,15137,1703,746,485,0,3,2938,1210,570,199,0,4,1976,61,54,7,0,0,124,1026,333,167,0,4,1526,145,44,11,0,0,198,15,9,5,0,0,20,4157,1755,862,0,10,6788,280,173,71,0,10,525,207,44,29,0,0,280,26178,4708,1999,0,22,32919
80108,3005,322,132,0,0,3454,3197,337,54,0,0,3580,545,168,97,0,0,813,297,281,19,0,0,591,18,16,12,0,0,51,232,71,40,4,0,347,56,29,7,0,0,92,11,5,0,0,0,11,1160,570,172,4,0,1903,65,31,34,0,0,138,55,19,9,0,0,81,7477,1276,398,4,4,9154
80109,3886,708,434,0,4,5029,3327,870,876,0,3,5077,815,804,1243,0,4,2868,308,236,103,0,0,646,14,37,10,0,0,67,365,299,302,0,0,969,44,54,55,0,0,149,9,8,0,0,0,18,1551,1442,1716,0,12,4718,92,65,201,0,0,357,74,31,38,0,4,143,8933,3118,3258,0,16,15322
80110,185,57,82,0,0,322,1297,612,792,0,6,2707,104,153,401,0,0,655,20,100,48,0,0,167,0,5,0,0,0,10,38,35,107,0,3,190,30,17,14,0,0,62,0,0,0,0,0,3,194,311,572,0,3,1083,12,9,10,0,0,36,9,5,14,0,0,32,1704,996,1471,0,6,4178
80111,33,0,0,0,0,33,90,0,0,0,0,90,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,15,10,0,0,0,3,17,0,0,0,0,0,0,36,0,0,0,3,42,10,0,0,0,0,11,6,0,0,0,0,6,177,0,0,0,6,185
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,62,22,23,0,0,107,40,12,6,0,0,63,0,0,0,0,0,0,7,31,49,0,0,86,0,0,3,0,0,5,24,20,13,0,0,58,30,8,15,0,0,52,0,0,0,0,0,0,61,58,86,0,0,204,22,5,8,0,3,41,4,0,6,0,0,9,193,96,127,3,6,422
90102,12,0,0,0,0,11,4,0,0,0,0,4,4,0,0,0,0,6,47,0,0,0,0,47,9,0,0,0,0,9,4,0,0,0,0,4,17,0,0,0,0,17,0,0,0,0,0,0,79,0,0,0,0,82,19,0,0,0,0,19,9,0,0,0,0,9,122,0,0,0,5,122
90103,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,6,0,0,0,0,6,28,0,0,0,0,28,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,52,0,0,0,0,58,6,0,0,0,0,8,16,0,0,0,0,16,87,0,0,3,0,89
90104,363,0,0,0,4,369,208,5,0,0,3,213,92,4,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,126,4,5,0,3,137,14,0,0,0,0,21,0,0,0,0,0,0,239,9,8,0,5,260,33,0,0,0,0,33,24,0,0,0,4,25,858,11,10,0,15,898
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
