SA3_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
60106,2334,4685,35,197,171,766,77,360,1051,3966,1337,5292,75,306,112,339,421,1315,607,1961,1942,7253,9,42,74,259,31,115,362,912,480,1324,41,118,66,128,310,662,409,902,894,2229,62,130,5228,14299
60201,9554,19076,164,935,885,4038,247,1136,4792,18317,6085,24428,356,1477,691,2282,1517,4833,2567,8589,8653,33011,43,196,331,1101,145,530,1886,4870,2404,6695,139,443,413,895,1480,3207,2032,4539,4431,11240,381,793,23019,64120
60202,3498,6952,47,263,245,1156,77,333,1222,4807,1590,6569,102,427,184,590,577,1781,866,2798,2459,9367,16,68,80,272,40,156,343,927,482,1424,36,115,67,139,331,701,431,954,915,2374,64,127,6931,18817
60203,5665,11237,71,394,331,1536,122,563,1897,7363,2416,9866,141,556,245,748,831,2595,1223,3901,3644,13766,21,96,117,409,62,215,675,1850,876,2572,39,114,119,254,611,1283,773,1647,1648,4225,111,224,11060,29446
60301,1536,3070,33,198,116,550,69,330,612,2392,833,3466,62,243,87,276,336,1065,485,1584,1314,5052,17,67,32,108,17,85,173,490,241,749,15,46,33,71,181,384,226,500,470,1248,37,82,3359,9447
60302,3042,6022,50,288,197,902,72,336,1171,4529,1483,6057,96,390,133,439,443,1390,671,2217,2161,8277,11,53,49,169,42,141,341,897,440,1266,17,59,84,181,302,659,405,897,847,2160,66,134,6116,16593
60303,1319,2578,7,35,34,153,21,93,248,924,312,1206,21,85,47,121,124,361,189,559,498,1761,4,23,13,47,10,30,79,226,107,326,5,20,16,38,104,221,134,282,245,606,20,40,2080,4988
60401,6350,12585,84,428,472,2202,161,736,2523,9715,3241,13085,205,834,370,1186,980,3043,1556,5065,4792,18143,43,177,167,554,100,335,1046,2760,1342,3828,76,242,207,449,868,1837,1151,2528,2492,6359,172,366,13809,37455
60402,6290,12542,73,429,408,1870,180,804,2437,9309,3100,12415,208,855,336,1077,955,2971,1505,4902,4601,17324,22,129,180,612,94,321,979,2578,1280,3639,80,232,194,418,769,1631,1042,2282,2331,5921,173,357,13396,36149
60403,2254,4437,41,197,183,842,57,248,914,3643,1198,4931,57,223,88,275,303,928,450,1424,1646,6357,7,23,53,202,21,79,278,727,354,1030,16,44,38,73,258,536,311,650,662,1679,50,108,4614,12582
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,3218,6294,19,99,198,869,40,192,1579,5662,1842,6818,60,243,189,595,256,810,505,1642,2343,8456,5,12,42,156,23,78,347,845,422,1090,34,95,76,158,238,495,350,740,772,1836,130,259,6458,16839
70102,4671,9221,123,724,611,2808,198,912,3898,14820,4825,19268,207,877,420,1339,958,3056,1587,5273,6407,24533,35,168,150,528,104,415,1007,2699,1296,3808,81,262,206,453,769,1709,1049,2415,2349,6219,279,597,13707,40573
70103,2030,4009,54,275,212,969,101,459,1261,4884,1628,6586,89,366,121,388,486,1521,695,2281,2325,8868,8,51,36,125,36,101,256,718,334,998,25,67,39,84,240,530,304,679,636,1680,46,102,5038,14650
70104,2905,5616,86,473,412,1928,163,729,3025,11485,3689,14619,143,573,247,793,518,1639,907,3010,4591,17627,29,162,139,491,86,313,972,2617,1231,3571,45,128,114,246,478,1052,632,1424,1857,4994,124,259,9485,28501
70201,2824,5717,77,493,268,1269,253,1401,2293,9147,2893,12304,68,276,171,515,446,1455,687,2246,3584,14548,36,204,96,357,162,775,838,2449,1129,3782,25,97,80,173,502,1260,610,1529,1739,5315,211,509,8352,26088
70202,330,659,12,83,36,187,53,284,300,1256,393,1804,6,26,12,37,58,212,72,274,473,2082,3,33,21,68,29,157,176,538,224,803,3,16,6,9,78,200,87,224,313,1026,34,86,1144,3857
70203,1108,2335,58,417,102,553,226,1439,888,3739,1277,6144,19,98,32,113,202,780,252,992,1527,7131,13,67,22,88,89,456,401,1187,529,1801,6,36,20,54,274,780,304,863,832,2666,115,306,3586,12431
70204,590,1242,47,342,98,521,157,1031,821,3294,1126,5189,26,118,37,108,193,786,255,1010,1380,6202,16,116,36,147,115,773,278,878,448,1922,11,55,22,49,209,622,238,722,690,2639,82,250,2741,10326
70205,1275,2627,50,299,98,537,174,1081,1128,4620,1459,6540,28,137,48,154,207,776,284,1068,1741,7608,7,58,48,203,107,486,443,1356,606,2106,14,39,31,68,235,600,283,713,888,2818,95,245,4001,13299
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,11424,23035,159,893,1116,5131,250,1141,7503,28654,9027,35815,539,2274,946,3213,1806,5841,3293,11334,12322,47145,72,330,310,993,111,405,1585,4022,2078,5749,180,582,426,933,1476,3234,2084,4745,4161,10496,473,982,28377,81661
80103,103,202,0,11,10,37,3,18,41,169,57,233,0,0,10,33,19,68,29,100,92,330,0,0,4,6,0,3,20,47,25,60,0,0,5,5,19,35,18,44,45,104,8,18,243,659
80104,7493,15089,161,893,1270,5723,204,947,8407,32212,10047,39771,539,2280,1068,3703,1292,4222,2898,10206,12944,49979,46,206,247,785,55,195,1367,3352,1714,4542,142,446,312,697,824,1804,1281,2953,2992,7497,322,703,23748,73267
80105,6668,13244,42,220,483,2130,51,224,3047,11346,3619,13913,173,723,528,1785,511,1579,1208,4088,4836,18004,11,63,116,338,19,62,655,1492,802,1944,51,149,232,505,501,1057,790,1708,1594,3653,266,543,13352,35444
80106,3972,7865,23,120,368,1631,28,123,1698,6351,2113,8226,147,597,448,1510,379,1208,978,3322,3095,11547,9,34,74,212,18,47,360,843,458,1130,40,120,170,361,285,603,489,1082,947,2209,94,197,8109,21825
80107,9276,18681,173,973,1085,4979,293,1299,6172,23933,7722,31188,594,2537,917,3147,2276,7374,3790,13061,11512,44247,59,275,336,1108,136,473,1519,3923,2053,5781,195,608,409,871,1561,3430,2161,4909,4215,10689,321,674,25320,74291
80108,2620,5240,45,245,351,1568,39,165,1842,7116,2273,9095,140,581,297,1038,423,1363,863,2978,3133,12077,13,61,72,214,27,106,338,832,451,1220,40,119,118,251,377,816,534,1194,984,2408,81,170,6816,19893
80109,4372,8747,50,289,458,2079,57,248,2745,10551,3313,13167,208,852,506,1765,649,2052,1359,4672,4677,17836,13,53,109,350,29,98,468,1087,618,1584,62,176,165,374,448,966,674,1522,1294,3109,164,343,10505,30034
80110,1069,2169,4,34,134,605,15,76,1235,4614,1390,5327,31,115,94,318,80,251,197,690,1588,6015,4,12,21,69,10,24,203,475,238,581,17,38,54,117,88,195,159,354,394,937,46,93,3100,9212
80111,72,144,0,0,11,44,0,0,51,201,63,252,7,13,3,10,8,36,21,60,79,309,0,0,0,7,0,3,15,41,13,55,0,0,0,4,4,11,4,14,20,72,4,5,172,525
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,116,223,3,10,15,64,0,5,102,390,118,468,6,23,0,13,22,68,33,105,149,575,0,0,4,9,0,5,9,28,14,41,5,8,6,7,11,17,18,33,34,76,0,4,295,882
90102,69,145,4,13,8,22,3,16,40,180,54,225,0,0,4,5,17,56,22,64,77,291,0,0,0,0,0,8,6,10,0,9,0,0,0,0,3,3,3,3,7,12,0,0,154,450
90103,24,44,0,0,0,8,3,17,11,51,15,72,0,0,0,0,4,8,4,8,18,82,0,0,0,10,3,16,7,15,10,47,0,0,0,4,12,37,14,41,25,86,10,25,76,234
90104,285,573,0,0,9,56,12,44,100,402,123,506,4,23,14,42,29,80,43,143,171,649,0,6,8,30,3,7,36,88,51,127,0,4,3,5,18,43,27,48,73,178,6,21,544,1415
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
