SA3_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
21401,647,1047,1696,5410,6800,12209,0,0,0,609,717,1324,0,4,7,11301,13038,24346,70,120,191,1433,1456,2883,205,262,467,218,237,455,169,190,355,94,97,190,180,238,419,511,657,1166,1029,1255,2282,61,81,147,110,126,234,1105,1627,2732,1630,2005,3630,58,51,113,24193,28951,53148,735,708,1444,614,563,1173,160,169,330,0,4,3,145,136,277,266,343,610,406,478,887,35864,34089,69951,258,231,485,135,255,391,36255,34575,70834,5022,4745,9760,68038,71240,139281
21402,394,718,1108,9269,12049,21319,6,6,11,898,1132,2031,4,4,11,14426,16639,31062,125,154,281,1334,1251,2588,257,316,569,150,161,314,196,257,458,41,30,68,176,233,413,321,410,731,1444,1780,3221,77,125,205,39,41,82,2051,2969,5018,1210,1557,2766,42,59,104,32072,39170,71247,188,181,368,149,157,304,189,175,359,6,9,15,59,41,99,136,242,383,194,293,492,42099,39851,81947,258,252,511,129,301,435,42488,40408,82891,6003,6171,12175,81681,87267,168948
21501,143,177,322,2494,3023,5525,0,0,0,274,271,544,27,33,56,4083,4665,8745,197,235,434,71,73,151,60,85,143,29,24,50,1332,1458,2790,7,4,12,56,48,107,250,292,536,521,561,1075,75,109,187,46,49,98,2925,3518,6441,508,578,1082,14,23,30,12972,15050,28016,202,156,357,144,104,250,8,12,21,0,0,0,58,56,114,66,90,160,130,149,277,13251,11766,25018,71,46,113,26,55,86,13350,11863,25210,3422,2464,5884,30363,29974,60340
21502,570,524,1096,2162,2696,4856,0,0,0,161,171,333,0,0,5,5158,5857,11010,90,139,228,280,261,542,79,114,196,54,52,101,269,336,602,15,15,30,108,119,225,315,358,666,410,492,903,55,88,140,183,206,385,1109,1512,2619,576,628,1203,32,42,73,11051,13079,24136,211,165,375,643,528,1171,10,4,17,7,11,16,218,175,394,44,69,113,271,254,521,12446,11690,24135,58,53,108,28,45,75,12532,11783,24316,2750,2601,5351,28040,28932,56972
21503,391,433,827,1739,2060,3803,0,0,0,251,252,506,153,138,287,3867,4102,7968,80,99,183,62,68,123,14,23,34,30,31,59,54,74,128,3,0,4,77,65,143,105,108,212,434,463,896,20,20,41,38,37,77,1368,1636,3009,418,427,843,4,6,18,8719,9617,18335,109,77,192,386,269,659,0,4,10,4,0,5,111,99,210,30,44,76,141,145,283,7524,6660,14183,23,25,42,15,22,36,7563,6703,14261,1939,1769,3705,19246,19013,38264
21601,101,136,239,2231,2570,4800,0,0,0,174,205,376,0,0,0,3850,4328,8175,17,30,40,71,61,126,26,43,67,20,18,38,50,56,109,9,4,15,44,50,96,198,206,403,592,608,1196,32,81,110,14,14,27,1104,1429,2533,359,373,731,8,12,18,8791,10075,18862,71,60,133,74,56,135,6,5,11,0,0,0,20,20,37,17,40,63,44,60,103,8356,7753,16107,39,30,66,18,39,57,8407,7820,16226,1696,1482,3177,19192,19703,38889
21602,139,150,289,1774,2046,3821,0,0,0,79,105,186,53,47,102,3740,3970,7706,20,36,49,56,46,98,21,30,51,4,9,12,33,39,70,0,0,0,38,45,86,79,119,197,426,459,883,22,23,51,11,14,21,824,1045,1871,185,208,399,0,5,6,7356,8245,15596,48,39,91,146,81,216,5,8,10,4,0,4,75,64,144,22,38,60,100,101,204,6039,5377,11419,28,21,54,20,22,42,6093,5426,11513,1354,1241,2595,15234,15286,30522
21603,297,379,674,2658,3235,5895,0,0,0,268,282,548,61,56,120,7298,7967,15266,47,67,118,416,387,810,107,157,266,57,69,129,64,91,153,38,44,77,108,97,198,330,357,686,707,822,1531,35,51,85,35,45,79,1345,1780,3128,775,864,1644,13,23,34,14371,16396,30764,511,464,973,2273,2074,4350,10,17,24,7,8,16,784,659,1445,89,124,216,886,788,1671,12293,11251,23544,66,43,116,38,58,93,12398,11352,23746,3181,2830,6009,33914,34293,68206
21701,61,108,171,1617,2020,3641,0,0,0,201,223,430,54,51,105,2549,2834,5382,22,29,52,38,46,87,49,94,147,14,14,24,622,707,1326,3,10,16,39,42,81,142,167,311,698,710,1408,32,36,68,14,36,50,1364,1605,2968,365,431,800,16,20,38,7839,9084,16923,78,63,136,25,23,57,8,6,14,0,3,6,14,19,34,27,50,82,45,76,118,8437,7655,16090,46,22,66,18,30,45,8503,7703,16206,1642,1530,3172,18201,18592,36792
21703,109,122,235,1530,1811,3346,0,0,0,186,203,387,0,0,0,4206,4427,8630,10,16,17,71,69,139,46,52,97,3,9,12,59,82,139,7,3,15,23,27,49,116,130,247,631,690,1324,17,39,61,11,6,22,1078,1383,2468,268,300,566,7,7,19,8278,9266,17538,54,48,100,65,46,120,11,18,23,0,0,6,23,17,41,40,51,82,66,65,129,8948,7975,16923,35,38,69,19,33,49,9003,8046,17044,1739,1566,3307,19320,19176,38497
21704,165,210,374,1691,2279,3977,0,0,0,334,356,695,32,37,64,6426,7338,13768,68,70,135,85,60,142,26,47,73,15,21,36,210,267,479,13,9,18,25,37,67,144,149,300,1027,1184,2210,38,61,102,29,41,67,893,1182,2074,499,589,1088,14,10,25,11580,13732,25320,98,81,177,65,66,128,19,22,36,0,4,9,29,25,54,39,63,104,70,89,163,11515,10959,22476,71,56,128,13,48,61,11599,11066,22666,2017,1886,3904,25622,27155,52777
29797,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,24,3,27,36,6,38
29999,64,63,128,160,162,322,0,0,0,21,25,46,0,0,0,401,371,772,6,9,12,40,35,74,3,11,17,16,7,22,0,9,16,4,6,10,13,15,30,13,20,30,45,29,68,9,5,21,0,6,3,62,66,129,114,101,212,10,4,11,922,872,1797,49,29,78,104,100,211,15,8,21,0,0,4,13,3,15,25,23,48,39,24,68,1584,1297,2880,18,12,28,15,14,25,1614,1323,2937,2361,1494,3854,5170,3915,9089
30101,254,412,670,4137,5149,9287,0,3,4,836,861,1700,67,70,131,6977,7867,14843,51,67,114,383,418,799,131,180,310,87,97,182,206,279,486,3,3,7,132,153,287,378,482,857,904,955,1858,87,113,203,73,87,169,1354,1765,3120,1034,1251,2289,102,98,200,16952,19903,36847,322,325,647,170,158,330,33,24,56,3,3,4,151,151,304,103,169,273,258,320,573,15975,14073,30046,104,77,182,60,101,157,16142,14251,30392,1972,1887,3866,36104,37283,73384
30102,305,537,838,5977,7171,13150,0,0,0,1109,1259,2369,14,13,28,7735,9054,16787,38,41,80,312,321,636,182,207,386,235,254,490,415,554,964,16,10,24,200,202,402,493,573,1067,1059,1260,2320,74,104,179,112,166,277,1726,2344,4070,1359,1593,2952,95,126,223,21160,25246,46404,235,232,466,166,178,347,34,32,67,6,0,6,123,130,253,85,171,252,206,301,512,20410,18817,39228,155,132,282,85,137,222,20650,19089,39734,2672,2357,5030,45424,47967,93394
30103,334,487,822,4006,4721,8730,4,4,11,687,773,1458,103,98,204,7703,8763,16470,22,32,60,358,362,725,119,173,298,86,93,180,190,207,399,6,15,17,120,163,285,351,434,785,749,841,1588,61,71,133,52,76,128,1082,1592,2675,794,1014,1807,49,58,111,16563,19502,36067,491,507,998,178,178,357,23,39,60,0,8,5,97,82,178,98,115,214,200,203,395,15610,14456,30061,120,92,210,53,96,145,15777,14638,30419,2020,1898,3923,35597,37449,73041
30201,242,383,626,2029,2410,4435,0,0,0,634,739,1376,0,0,0,5473,6408,11881,22,24,47,169,205,373,73,92,168,54,44,96,143,155,299,63,53,111,108,119,229,362,433,792,447,507,955,39,54,93,30,49,76,652,991,1642,610,716,1323,36,29,69,10943,13034,23974,1001,966,1972,256,238,489,7,12,20,0,7,5,237,198,438,79,91,169,321,291,612,8365,7826,16183,64,70,137,17,31,51,8443,7928,16370,1087,969,2059,22302,23824,46125
30202,393,578,971,2986,3797,6781,0,0,3,580,702,1284,6,4,12,9200,10721,19912,26,25,52,222,240,465,92,144,238,55,59,117,161,211,375,35,45,81,158,179,329,376,464,842,631,680,1312,37,54,86,49,66,115,1032,1440,2470,772,997,1766,44,53,96,16461,19880,36341,836,769,1607,323,350,675,35,34,71,4,5,8,196,187,375,139,171,308,333,357,690,15132,14137,29269,139,112,251,53,100,154,15323,14351,29669,2230,2073,4302,35938,38393,74330
30203,266,442,711,1656,1971,3628,0,0,5,302,384,688,3,0,0,4828,5464,10287,11,7,20,110,122,228,52,72,123,37,34,74,105,141,245,11,10,22,71,82,154,167,235,402,337,392,728,27,32,65,42,44,83,569,706,1278,432,479,915,21,21,42,8782,10208,18985,939,874,1806,195,196,392,15,10,26,6,0,4,281,231,505,68,117,182,346,345,689,9244,8230,17476,101,75,176,33,49,86,9378,8347,17729,1486,1142,2627,21406,21562,42971
30204,256,395,644,2557,3280,5837,0,6,5,577,750,1332,5,0,3,6456,7515,13974,30,27,59,182,165,345,107,163,268,61,65,118,146,214,359,51,43,97,120,132,261,289,391,676,537,652,1196,86,126,211,59,84,145,865,1241,2108,761,896,1655,41,39,81,12936,15794,28729,1189,1136,2323,291,261,552,9,13,27,0,3,5,989,907,1891,98,108,207,1088,1017,2102,11909,11070,22978,114,108,223,45,77,120,12068,11252,23319,1814,1663,3470,29654,31519,61171
30301,394,507,903,2402,2798,5206,0,0,0,415,479,895,45,64,117,6339,7519,13858,9,19,23,829,893,1723,77,107,183,74,88,162,137,150,292,32,36,63,85,98,182,325,392,714,497,596,1095,46,48,94,57,66,116,707,1042,1753,741,866,1607,25,22,40,12832,15287,28121,572,567,1143,310,301,607,35,39,73,0,0,0,102,101,205,69,105,175,174,203,380,10411,9867,20275,109,97,207,28,56,80,10543,10019,20564,1274,1215,2486,26139,28141,54274
30302,783,1088,1876,2733,3054,5789,0,0,0,419,510,933,15,7,23,7548,8836,16388,22,20,38,1044,1016,2059,90,115,208,97,99,193,187,229,414,30,31,58,110,113,221,236,348,586,533,598,1129,23,35,58,50,72,126,771,1033,1805,726,918,1645,40,36,72,14675,17071,31748,1111,965,2068,736,633,1367,58,82,134,3,4,7,207,201,403,186,232,418,399,434,831,18415,17476,35896,277,222,499,78,125,204,18770,17823,36593,2510,2260,4771,39039,40355,79394
30303,1461,1925,3392,2143,2557,4694,0,0,0,917,1021,1938,10,12,18,6020,6992,13007,32,40,68,1046,1194,2242,113,140,254,181,192,371,248,331,579,65,71,135,296,321,616,743,889,1630,814,909,1720,37,48,81,245,326,570,990,1310,2304,1447,1717,3166,46,57,100,15386,18116,33505,1778,1572,3350,1453,1327,2788,61,45,105,0,6,6,630,551,1183,174,195,370,801,752,1556,15484,14486,29972,109,98,208,41,69,108,15636,14647,30286,2287,2110,4395,38874,40497,79365
30304,518,656,1169,1299,1569,2865,0,0,0,247,319,556,5,6,9,3591,3951,7538,49,48,99,420,432,853,40,67,106,62,70,132,101,125,223,42,35,79,141,162,302,292,307,601,348,372,715,16,18,31,40,53,89,491,686,1179,557,641,1198,25,29,51,7747,8890,16639,849,631,1479,431,353,784,22,19,37,0,4,6,149,95,240,66,109,174,214,207,417,8882,8109,16991,92,69,163,35,47,79,9014,8230,17237,1166,976,2139,19952,19954,39907
30305,1462,1917,3373,1707,1998,3706,0,0,4,575,636,1212,4,6,13,4983,5797,10781,44,53,98,504,512,1012,117,152,271,222,255,479,148,204,352,223,224,442,247,270,514,510,608,1125,614,718,1328,25,29,61,119,147,267,645,882,1531,1139,1322,2467,45,46,89,11881,13872,25755,1963,1925,3887,2400,2359,4765,15,18,33,3,4,11,1089,989,2083,167,176,348,1256,1176,2433,12242,11365,23604,88,50,141,40,41,84,12371,11458,23828,1981,1831,3813,33330,34560,67890
30306,1322,1671,2993,1083,1218,2305,0,0,0,422,505,929,9,19,23,3029,3406,6435,20,25,44,441,436,881,63,71,138,130,149,282,110,142,246,43,45,92,222,220,447,363,412,775,511,555,1063,18,15,38,96,120,218,564,721,1287,895,1087,1980,27,30,56,8048,9181,17232,902,770,1665,2386,2321,4709,7,9,18,0,5,0,1049,815,1863,104,120,227,1157,935,2096,9670,8714,18384,43,25,74,25,33,58,9738,8777,18510,1528,1447,2972,25085,25103,50190
30401,459,607,1064,1528,1828,3355,0,0,0,474,548,1027,0,0,0,3107,3458,6560,35,42,71,151,163,313,35,40,76,39,37,79,186,253,435,15,17,37,115,139,254,156,171,321,363,376,738,27,33,58,12,26,36,649,847,1497,399,451,849,43,44,85,7343,8472,15815,537,556,1094,230,224,454,34,40,73,8,4,9,50,60,111,78,94,171,135,153,288,6640,6097,12741,55,47,102,27,31,59,6725,6180,12904,721,592,1322,16187,16827,33016
30402,334,472,801,2674,3204,5870,0,0,0,603,681,1286,0,0,4,4130,4538,8672,52,66,112,134,139,277,39,46,80,17,20,43,241,292,530,11,4,15,219,197,417,149,163,317,512,513,1027,13,14,20,17,28,44,963,1280,2247,597,682,1275,45,63,102,10411,11934,22346,603,580,1188,196,221,414,72,82,152,0,0,4,70,71,141,87,97,180,156,167,327,10508,9636,20141,116,74,193,36,62,96,10661,9765,20426,1044,1036,2079,23476,24257,47733
30403,605,803,1408,2287,2942,5228,0,0,0,404,451,851,3,6,9,4298,5089,9389,5,12,19,180,202,388,40,50,85,24,33,60,222,289,505,16,10,27,150,191,343,151,181,331,426,518,945,15,19,32,33,29,62,786,1059,1850,540,633,1174,34,43,72,9613,11758,21370,1021,947,1967,683,666,1350,63,65,129,0,4,3,56,59,115,107,128,241,166,192,359,12535,11851,24389,172,109,285,48,70,118,12759,12034,24786,1489,1436,2927,26390,27897,54285
30404,246,371,619,2364,2938,5304,0,3,3,550,615,1163,0,0,0,5990,6811,12795,16,30,48,136,174,309,52,49,102,38,58,90,131,176,311,9,12,19,93,111,199,218,260,481,505,585,1094,27,40,64,17,17,32,827,1156,1984,515,610,1126,40,43,85,11542,13685,25226,352,340,694,138,131,271,27,35,62,0,0,0,43,45,86,72,99,174,118,146,265,12609,11575,24186,139,111,249,18,66,86,12768,11754,24525,1394,1132,2523,26584,27597,54179
30501,1223,1801,3023,2374,2388,4766,6,0,6,320,399,723,0,0,0,6971,7703,14679,9,22,32,903,939,1846,63,93,152,73,67,137,116,143,261,35,28,56,124,157,278,241,297,535,463,554,1019,11,13,23,47,42,90,577,700,1278,790,1008,1804,43,33,81,13164,14598,27761,1365,1109,2474,776,664,1448,106,88,193,0,4,3,95,100,201,253,235,481,348,339,688,22237,20411,42648,294,252,551,104,152,258,22635,20823,43454,4524,3914,8439,44130,43341,87467
30502,232,319,551,2365,2480,4846,0,0,0,137,159,294,16,13,31,4899,5634,10530,6,13,20,287,311,593,34,37,72,50,44,91,80,132,218,6,11,21,65,69,136,105,140,240,271,323,589,10,18,23,40,42,80,524,694,1217,317,405,714,16,24,43,9227,10539,19763,290,243,528,166,140,304,30,46,71,0,0,3,63,44,106,68,71,141,131,121,254,10127,9818,19943,117,113,229,31,65,92,10270,9993,20259,1373,1269,2640,21715,22659,44376
30503,720,1086,1811,4498,5379,9874,0,0,0,455,571,1027,6,7,9,10804,12361,23165,24,24,57,408,458,858,96,95,195,57,69,130,188,219,407,26,20,44,107,166,272,311,377,692,736,825,1563,28,38,64,50,61,109,1015,1352,2365,748,935,1686,36,33,75,19595,22995,42589,1340,1160,2500,589,524,1114,97,88,184,4,10,11,111,115,222,186,204,394,303,324,627,22598,21434,44028,304,251,556,83,148,229,22980,21834,44816,3447,2984,6431,49065,51001,100063
30504,334,486,815,2535,2898,5435,0,4,3,290,314,600,0,0,0,6795,7561,14353,11,20,27,221,225,440,29,49,80,16,16,30,151,171,319,5,4,11,86,74,159,127,183,315,475,456,931,25,16,39,24,26,54,699,909,1610,401,476,880,43,41,89,11923,13447,25370,444,368,813,228,192,418,57,52,111,3,0,3,41,27,67,90,107,194,125,138,267,14761,14242,28994,203,153,357,44,101,144,15003,14492,29497,1625,1422,3044,29739,30598,60333
30601,292,512,803,2650,3099,5743,0,0,0,250,250,500,3,0,5,5148,6001,11142,24,48,78,124,158,288,90,133,218,46,59,98,174,239,417,38,40,79,70,109,175,344,418,759,490,597,1088,25,27,46,81,109,187,567,812,1376,696,792,1479,15,9,26,10817,12890,23703,168,184,353,114,115,230,44,53,99,4,6,8,104,104,204,85,117,200,191,227,415,14034,13253,27288,87,84,174,58,91,148,14182,13429,27610,2420,2140,4566,28218,29552,57774
30602,754,1182,1943,4819,5537,10353,0,0,0,487,547,1030,4,7,12,9969,11384,21351,52,66,111,227,213,443,290,391,682,124,182,311,233,277,508,24,20,41,238,286,520,730,972,1696,1154,1249,2403,51,85,130,246,295,545,1308,1611,2920,1377,1623,3000,21,38,55,21356,24762,46121,609,583,1192,270,265,538,35,35,67,22,14,34,439,366,803,270,308,581,725,694,1420,21442,19570,41006,148,99,247,75,119,194,21660,19787,41451,6789,5978,12768,52199,53288,105489
30603,91,148,242,2707,2950,5662,0,0,0,141,154,289,3,0,3,4095,4107,8197,3,7,15,119,122,236,104,169,275,19,33,55,76,78,158,8,6,19,48,35,84,268,338,606,405,352,761,19,28,42,66,106,172,573,638,1209,344,357,700,7,7,18,9011,9491,18509,72,54,129,21,22,34,5,4,5,9,6,13,442,355,798,92,111,202,544,476,1021,6132,5168,11302,34,34,70,23,38,70,6191,5247,11439,2186,1775,3962,18112,17219,35333
30604,58,69,125,631,684,1315,0,0,0,45,42,86,0,0,0,955,1027,1990,0,0,3,18,18,38,62,56,119,0,0,3,29,30,59,0,0,0,9,30,44,21,40,62,86,106,193,4,12,12,9,24,31,149,201,354,90,87,174,3,0,6,2118,2368,4485,22,20,40,6,10,18,17,9,21,0,0,0,16,11,20,17,17,40,36,31,62,3035,2715,5754,18,17,37,18,18,36,3074,2752,5828,898,773,1671,6218,6031,12252
30605,126,224,347,2155,2461,4618,0,0,0,293,356,654,3,3,8,3926,4405,8330,9,18,27,32,59,89,158,244,403,27,25,55,87,129,218,3,10,10,63,68,138,246,305,554,509,501,1009,28,35,71,280,305,588,738,870,1606,586,676,1264,9,14,25,9182,10482,19665,53,53,105,106,94,197,12,9,23,0,4,3,51,40,87,83,109,187,136,148,285,8780,7971,16756,59,55,111,48,70,113,8883,8095,16983,2756,2539,5298,21254,21646,42900
30701,58,79,134,4277,4478,8751,0,0,0,168,160,328,0,4,4,4481,4784,9264,95,124,220,5,12,20,51,81,133,13,12,34,278,322,602,0,0,0,52,43,99,303,318,618,786,816,1598,42,56,93,64,62,125,940,935,1875,575,631,1201,15,14,30,12146,12845,24997,85,57,135,66,57,122,6,0,13,0,0,3,27,28,60,21,50,69,53,86,134,6979,6178,13158,33,31,63,11,24,34,7020,6233,13256,2894,2559,5462,22327,21915,44244
30702,60,115,177,3478,3776,7259,0,0,0,384,386,762,0,0,3,4109,4301,8409,92,106,195,23,18,39,123,151,275,22,37,63,1001,971,1970,0,0,0,73,70,152,231,254,485,937,936,1872,41,50,90,63,88,153,1057,1222,2278,812,860,1674,25,20,41,12473,13244,25715,46,37,83,21,25,52,3,4,11,0,4,7,20,21,34,45,74,121,63,97,159,6518,5741,12256,35,35,66,26,42,68,6575,5817,12391,2287,1982,4267,21538,21321,42862
30703,70,118,189,3307,3978,7286,0,0,0,281,324,608,97,87,180,4388,4641,9027,39,44,85,28,40,64,97,142,234,60,62,126,221,240,466,0,0,0,69,50,125,201,200,399,638,595,1234,53,51,107,108,111,222,1080,1277,2351,627,672,1294,27,30,60,11320,12546,23865,55,53,109,27,30,58,11,3,17,3,3,9,19,15,40,52,101,146,75,119,198,6767,6134,12897,45,32,79,40,36,78,6848,6204,13047,2082,1950,4032,20495,21025,41520
30801,76,114,197,1850,1970,3815,0,0,0,155,153,305,8,7,16,2817,3004,5824,9,10,17,27,26,48,39,50,83,29,34,63,111,134,243,0,0,0,132,156,288,152,169,316,310,274,591,23,31,54,21,29,59,648,707,1353,584,550,1132,15,13,27,6935,7315,14249,76,62,139,43,31,79,0,0,0,6,4,11,29,26,61,24,44,75,65,81,146,5574,4708,10282,30,23,58,23,23,48,5629,4758,10381,2180,1483,3664,15003,13853,28849
30803,366,498,858,7294,8636,15931,0,0,0,987,1141,2133,10,16,31,12294,13927,26220,41,46,83,89,102,188,254,341,601,98,108,204,315,368,689,3,8,12,181,221,407,662,815,1474,1643,1753,3392,183,276,465,109,146,255,2618,3495,6109,1481,1671,3158,61,58,118,28339,33128,61470,505,401,909,268,187,456,12,11,20,10,12,25,98,95,192,150,240,386,257,346,600,23775,21171,44941,150,107,260,53,105,164,23980,21382,45363,7016,4672,11684,60741,60624,121360
30804,41,53,98,1291,1339,2630,0,0,0,161,173,326,0,0,0,1322,1387,2705,8,6,10,9,12,20,26,34,57,16,12,32,180,182,360,0,0,0,32,26,53,49,63,111,278,284,562,13,13,26,24,21,45,377,354,732,177,172,347,0,0,3,3963,4063,8030,28,33,63,34,21,53,0,0,0,0,0,4,3,5,12,12,16,28,15,21,39,2239,1922,4160,15,15,30,0,4,4,2252,1943,4190,1125,921,2046,7463,7051,14513
30805,171,280,451,3688,4037,7725,0,0,0,546,570,1121,4,3,3,5080,5351,10428,41,51,92,81,84,166,117,178,295,52,51,100,252,305,553,0,0,3,96,105,198,373,438,809,878,856,1736,66,89,154,43,60,103,1023,1282,2305,706,781,1490,46,38,83,13086,14280,27370,222,206,431,136,131,275,11,18,21,0,8,10,42,35,74,70,112,175,110,153,258,15216,13608,28818,86,73,165,53,77,131,15354,13759,29117,3119,2474,5595,32221,31301,63515
30901,316,527,837,3603,4334,7938,0,0,0,237,261,502,0,0,3,6651,7858,14514,25,37,57,377,407,786,54,74,131,48,61,107,176,208,388,13,17,28,88,97,186,231,286,513,497,597,1091,27,33,55,35,31,68,808,1121,1930,656,860,1514,26,30,58,13565,16309,29874,129,113,240,108,106,213,139,127,265,0,0,3,42,37,81,73,133,206,116,174,283,14520,14239,28755,92,66,161,68,133,207,14686,14440,29124,2792,2767,5558,31846,34551,66400
30902,228,357,582,3224,4036,7265,0,0,0,312,344,651,0,6,5,5152,5931,11082,17,32,48,140,160,297,189,191,374,38,41,78,126,154,275,0,3,4,98,102,195,282,364,644,494,603,1096,24,32,52,50,75,126,720,1014,1738,656,785,1442,22,24,41,11544,13878,25425,107,88,195,54,52,105,30,44,70,7,3,8,5,4,12,60,112,167,66,123,189,13430,13072,26505,96,77,168,48,126,174,13573,13272,26844,2068,2037,4108,27671,29843,57511
30903,433,755,1192,4260,5403,9661,0,4,5,280,360,637,3,0,7,5790,7161,12956,61,86,151,428,499,931,160,220,386,91,86,173,187,238,431,59,64,123,138,183,324,239,301,541,726,913,1636,45,55,99,58,69,134,937,1352,2291,783,1054,1836,48,51,95,14299,18107,32409,366,330,698,830,758,1590,69,90,157,0,3,3,123,95,213,115,144,262,231,247,474,13730,13226,26956,95,67,160,81,127,205,13905,13418,27330,2721,2823,5541,32868,36516,69387
30904,84,125,206,1163,1394,2561,0,0,0,121,141,260,0,0,0,1293,1456,2745,6,10,19,35,32,70,53,77,125,22,25,49,60,77,143,0,0,0,31,24,47,81,75,158,269,287,551,9,15,29,34,41,72,281,364,648,305,334,638,23,27,44,3783,4370,8156,19,29,51,20,20,40,10,10,17,3,4,7,7,5,16,40,73,110,59,77,128,4970,4520,9494,46,37,82,34,53,87,5053,4610,9665,910,933,1842,9946,10176,20113
30905,141,258,398,1973,2333,4314,0,0,0,275,295,571,0,0,0,2859,3283,6145,11,8,15,124,114,240,110,126,238,122,139,267,101,106,206,5,0,9,61,72,140,477,555,1025,318,390,709,24,23,46,95,107,196,598,702,1303,743,806,1549,18,20,35,7918,9091,17006,96,108,204,63,67,131,26,32,54,0,0,6,32,24,53,40,69,110,70,98,168,8003,7680,15686,53,35,90,39,66,107,8093,7784,15879,1140,1059,2195,17544,18491,36033
30906,346,550,893,3741,4460,8207,0,0,0,444,454,897,0,0,0,5497,6419,11917,47,65,104,313,305,618,190,225,415,190,199,384,181,189,370,38,26,63,117,127,243,552,603,1148,675,803,1477,45,62,106,92,126,217,951,1249,2200,1186,1325,2510,49,43,94,14304,16677,30983,318,322,638,322,284,605,58,62,124,3,0,3,208,172,374,89,123,210,295,295,586,16146,14859,31008,98,78,177,86,153,240,16329,15086,31418,2340,2095,4435,34312,35372,69688
30907,636,1011,1639,8268,10205,18480,7,8,14,966,1041,2007,5,0,7,11872,13710,25586,65,84,148,518,592,1110,320,411,727,628,625,1252,488,586,1073,80,65,152,271,292,565,1205,1393,2599,1387,1537,2926,63,86,150,161,190,346,1704,2169,3873,2692,3102,5798,164,168,331,30873,36262,67130,969,909,1880,738,720,1457,100,94,194,10,8,15,684,531,1213,198,295,493,887,836,1723,37173,34782,71956,204,155,353,93,203,298,37470,35139,72611,5860,5560,11422,77527,80536,158062
