SA3_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
40502,151,384,63,589,89,355,37,488,231,741,76,1051,334,662,70,1070,433,868,103,1405,466,1289,121,1875,546,1111,114,1774,258,580,61,899,44,192,20,261,2555,6187,664,9411,153,379,54,590,79,305,37,422,238,734,74,1042,426,652,69,1150,491,877,80,1451,504,1180,125,1815,586,956,109,1655,300,566,76,942,39,321,38,396,2828,5968,658,9452,301,761,120,1181,175,659,72,907,469,1473,148,2090,767,1314,141,2226,924,1747,183,2854,972,2469,248,3687,1136,2070,217,3425,563,1147,138,1844,82,512,58,658,5382,12153,1328,18864
40503,95,591,74,759,97,584,47,731,240,999,97,1338,309,872,110,1294,352,1167,125,1649,505,1488,142,2128,527,1240,107,1868,219,747,90,1060,40,256,35,332,2375,7945,825,11147,125,531,56,719,92,485,39,614,229,1020,107,1353,421,871,98,1389,451,1158,123,1731,564,1408,105,2080,542,1198,109,1853,279,799,99,1190,41,414,41,499,2745,7889,781,11415,225,1123,132,1476,185,1073,87,1339,467,2026,203,2691,730,1744,206,2683,805,2327,244,3373,1069,2891,248,4210,1067,2438,217,3719,499,1550,194,2245,79,672,78,826,5120,15829,1613,22565
40504,95,432,63,594,70,371,40,478,176,792,85,1054,259,776,99,1130,286,1028,126,1438,498,1613,178,2292,727,1752,186,2664,371,991,134,1487,50,289,56,391,2527,8040,956,11526,81,330,51,462,81,346,28,448,194,788,63,1046,360,723,94,1180,356,1045,96,1499,583,1568,139,2293,770,1590,176,2539,389,885,141,1420,62,400,94,556,2879,7678,882,11442,176,768,118,1058,153,713,65,926,377,1579,150,2102,616,1500,189,2304,641,2078,224,2935,1083,3183,320,4581,1497,3345,361,5204,760,1870,269,2903,116,694,145,948,5406,15722,1840,22965
40601,260,1209,138,1606,175,1122,135,1439,530,2536,285,3349,764,2127,312,3206,806,2624,390,3822,851,3040,316,4210,834,2347,239,3420,423,1186,173,1780,59,436,75,566,4702,16633,2057,23394,308,1012,148,1463,215,1025,95,1332,682,2453,249,3382,1013,1961,245,3216,948,2526,269,3736,898,2835,252,3984,913,2093,214,3217,491,1324,164,1974,63,660,95,823,5526,15879,1743,23145,567,2217,290,3070,388,2143,235,2769,1210,4993,535,6734,1769,4092,560,6425,1757,5149,659,7564,1751,5874,572,8195,1741,4439,460,6638,910,2514,335,3760,123,1095,171,1385,10229,32509,3802,46538
40602,77,569,120,762,76,559,153,791,210,1460,535,2212,229,1154,374,1763,251,1112,273,1635,310,1266,202,1784,250,822,137,1212,105,469,90,662,12,114,30,161,1527,7539,1913,10975,75,484,95,652,47,576,75,701,233,1499,205,1932,307,1052,142,1501,269,1117,171,1560,293,1086,145,1521,250,760,102,1112,97,409,67,573,19,169,22,214,1592,7156,1015,9761,152,1052,213,1421,126,1135,226,1487,444,2962,739,4146,537,2216,513,3264,524,2233,446,3199,607,2355,343,3302,500,1577,245,2320,203,882,150,1236,34,285,54,367,3119,14694,2933,20736
40701,241,966,85,1290,130,762,54,953,286,1565,113,1962,512,1694,135,2339,647,2279,170,3095,932,2930,255,4116,1439,3506,264,5199,867,2171,196,3236,115,717,75,906,5173,16586,1345,23100,249,891,90,1226,138,739,48,925,390,1609,118,2122,730,1692,122,2544,806,2276,163,3247,1160,3258,214,4627,1720,3723,270,5713,820,2207,205,3229,92,1014,126,1236,6105,17408,1356,24871,492,1855,172,2518,269,1501,103,1873,682,3171,232,4085,1242,3386,255,4882,1453,4551,336,6338,2089,6186,467,8746,3155,7232,528,10913,1688,4385,400,6466,212,1734,201,2144,11278,34000,2698,47972
40702,329,1524,179,2034,216,1395,163,1774,520,2899,415,3829,828,2560,455,3848,1009,2972,425,4410,1001,3360,373,4731,1099,2901,327,4322,521,1408,204,2139,80,518,86,676,5606,19529,2624,27761,375,1322,142,1840,236,1219,110,1566,566,2841,223,3631,1128,2529,238,3896,1059,2968,264,4285,1136,3244,265,4640,1259,2529,252,4036,589,1613,231,2436,82,828,161,1069,6435,19094,1875,27400,705,2844,326,3876,451,2613,267,3339,1084,5738,635,7453,1960,5094,694,7738,2068,5940,685,8692,2138,6604,635,9376,2357,5425,578,8359,1117,3016,436,4570,159,1344,243,1750,12042,38621,4502,55163
40703,333,1500,205,2045,243,1431,192,1864,516,3003,519,4038,677,2648,529,3849,821,3276,441,4535,1009,3866,424,5296,1255,3497,386,5143,627,1883,228,2744,102,660,88,851,5588,21765,3014,30367,312,1297,179,1788,231,1246,106,1580,585,2963,251,3803,899,2443,240,3578,1082,3077,305,4463,1194,3751,310,5254,1412,3058,354,4824,695,1911,248,2849,107,1018,127,1247,6513,20758,2113,29386,643,2806,382,3831,474,2674,304,3448,1095,5973,771,7839,1575,5091,774,7436,1904,6353,747,9002,2200,7617,733,10552,2664,6559,740,9963,1327,3790,471,5589,215,1670,212,2096,12098,42528,5130,59757
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
49999,13,45,16,74,14,73,25,108,18,219,88,320,15,178,95,289,18,184,95,299,29,181,102,311,29,141,46,214,0,27,5,40,4,3,0,7,143,1052,474,1668,9,87,22,112,13,69,19,95,24,204,72,305,25,137,78,245,27,110,50,178,29,139,30,197,18,100,17,141,11,18,4,26,3,4,0,10,156,863,290,1306,23,132,31,186,25,144,39,206,44,419,165,627,39,313,174,534,49,291,144,478,62,319,134,513,48,242,67,359,11,43,11,64,6,10,0,11,299,1911,759,2975
50101,275,1236,110,1623,118,823,60,1002,270,2138,295,2701,647,2635,345,3624,847,2722,367,3940,712,2617,250,3580,940,2496,209,3640,486,1206,133,1829,77,383,55,520,4370,16257,1822,22448,331,1013,104,1450,104,684,68,857,384,2251,209,2843,1132,2812,252,4193,1066,2771,230,4069,973,2800,213,3979,1201,2367,209,3781,461,1263,152,1877,92,647,75,814,5753,16605,1504,23859,610,2250,213,3074,219,1505,129,1856,650,4389,503,5544,1775,5442,597,7816,1913,5499,590,8001,1686,5414,464,7556,2138,4864,418,7420,948,2472,285,3702,175,1036,130,1332,10123,32863,3323,46314
50102,545,2600,202,3345,267,2216,215,2693,581,4834,658,6068,985,5040,686,6713,1130,5194,651,6976,1118,5365,519,7002,1113,4450,397,5962,554,2105,225,2880,80,640,138,857,6360,32454,3688,42497,655,2436,201,3289,353,2033,156,2544,836,5123,386,6350,1634,4964,339,6941,1625,5376,347,7348,1467,5512,347,7323,1353,4343,331,6023,598,2336,282,3216,84,981,221,1285,8603,33116,2611,44325,1198,5039,402,6638,621,4248,377,5246,1416,9958,1046,12419,2616,10010,1027,13649,2753,10573,1002,14325,2580,10879,867,14330,2461,8797,721,11985,1148,4442,505,6102,162,1617,354,2133,14962,65564,6296,86826
50103,109,460,52,622,59,370,43,473,142,742,100,985,270,821,117,1207,391,1033,171,1601,461,1317,144,1929,547,1206,151,1900,225,622,87,942,30,169,23,226,2234,6743,898,9879,142,418,72,629,67,274,35,379,204,758,61,1023,471,769,117,1359,474,1009,136,1619,583,1326,149,2061,585,1091,118,1789,253,562,88,903,28,234,30,286,2797,6443,804,10042,250,878,125,1248,125,647,82,851,345,1495,160,2006,746,1589,234,2569,866,2047,307,3216,1041,2649,295,3989,1126,2292,266,3684,483,1183,175,1843,56,406,55,508,5033,13188,1705,19922
50201,415,2417,183,3015,221,2193,212,2623,401,4298,469,5171,677,4423,549,5653,698,5054,557,6312,696,5621,450,6760,1010,5769,393,7166,646,3552,306,4504,105,1036,162,1301,4870,34357,3279,42513,501,2282,186,2971,355,2158,173,2686,659,4720,337,5715,1177,4716,356,6255,1119,5347,359,6833,1175,6056,338,7565,1367,6037,337,7731,690,3668,387,4746,103,1377,313,1794,7153,36363,2786,46298,922,4702,368,5986,576,4349,384,5306,1056,9019,813,10886,1858,9144,906,11904,1824,10403,919,13147,1871,11674,782,14327,2375,11801,724,14903,1337,7216,692,9248,204,2413,481,3095,12021,70722,6066,88811
50301,952,1923,90,2969,739,1790,98,2630,630,2625,230,3489,803,2590,192,3584,1388,3188,172,4747,1136,2980,156,4270,976,2478,157,3601,569,1649,138,2355,111,667,84,865,7302,19881,1326,28511,1143,1732,102,2978,900,1579,117,2595,731,2508,177,3416,1274,2741,131,4147,1912,3181,137,5224,1317,3137,152,4597,1045,2699,172,3918,618,1831,176,2621,125,1043,153,1314,9052,20446,1317,30813,2094,3656,201,5947,1639,3369,213,5224,1364,5129,406,6900,2078,5331,327,7729,3298,6369,309,9973,2449,6115,307,8870,2019,5172,328,7515,1186,3480,311,4980,233,1708,241,2184,16357,40325,2643,59324
50302,471,1518,70,2058,652,2740,315,3710,1578,9399,1092,12067,1466,7502,681,9647,1389,4944,491,6826,1062,4383,410,5852,851,3254,307,4417,364,1514,207,2083,67,606,97,778,7902,35867,3677,47440,595,1471,97,2165,1032,2980,322,4333,2047,9423,787,12257,1916,6450,465,8827,1738,4520,291,6550,1275,4188,250,5719,1022,3202,258,4484,443,1666,197,2302,85,1195,169,1452,10164,35103,2825,48092,1069,2992,166,4225,1687,5724,634,8043,3627,18819,1880,24325,3386,13947,1142,18480,3137,9465,778,13375,2336,8578,657,11574,1873,6457,570,8897,807,3178,402,4386,153,1803,268,2226,18066,70969,6499,95536
50401,299,1621,79,2002,320,2074,162,2554,731,5599,436,6774,782,5316,381,6481,825,4232,305,5369,612,3897,265,4775,563,3098,165,3832,271,1740,141,2142,34,588,71,698,4443,28167,2009,34620,415,1365,81,1859,454,1853,124,2430,1015,5572,336,6920,1211,4954,288,6451,1090,4145,227,5460,778,3987,169,4934,669,3480,155,4302,305,2001,169,2477,58,1055,139,1249,5998,28420,1682,36095,714,2991,163,3865,773,3926,280,4982,1753,11173,771,13689,1994,10265,673,12929,1917,8380,531,10831,1391,7885,436,9712,1235,6581,317,8133,575,3742,301,4621,94,1646,211,1949,10437,56585,3689,70713
50402,239,1045,88,1369,135,962,227,1324,267,1709,793,2763,370,1824,735,2932,537,2134,497,3173,460,2358,319,3139,452,1856,142,2451,223,955,104,1284,26,270,64,356,2706,13112,2966,18784,266,936,56,1260,192,761,45,1002,345,1693,116,2155,685,1801,113,2600,730,2200,123,3050,604,2354,115,3073,554,1875,116,2548,250,1029,107,1386,36,368,106,514,3658,13028,901,17590,510,1980,138,2630,332,1724,277,2331,610,3403,910,4921,1061,3624,847,5532,1271,4328,623,6223,1065,4716,438,6220,1004,3731,258,4995,473,1989,211,2668,60,641,168,870,6365,26140,3865,36378
50403,680,3960,239,4885,463,3973,263,4696,881,9149,782,10820,1231,9131,727,11092,1151,7586,647,9382,764,6732,452,7946,603,4251,220,5074,280,1922,146,2345,39,542,97,678,6079,47249,3572,56904,797,3428,215,4442,641,3653,264,4559,1324,9791,701,11813,1783,8838,567,11189,1484,7925,450,9855,1097,6834,329,8263,738,4332,265,5332,302,2109,194,2605,22,843,133,997,8192,47754,3119,59069,1477,7395,458,9326,1104,7629,526,9260,2206,18945,1488,22634,3007,17972,1299,22281,2637,15510,1093,19239,1860,13565,787,16210,1342,8581,481,10400,578,4029,339,4950,62,1386,227,1678,14275,95004,6693,115971
50501,838,4387,143,5365,670,3975,179,4822,796,6904,420,8116,1615,8315,526,10457,2047,8628,554,11225,1349,8673,412,10433,1372,7210,266,8847,536,3049,162,3747,68,903,76,1044,9288,52042,2731,64062,1022,3802,130,4953,870,3241,115,4226,1071,6875,325,8275,2489,8206,292,10989,2523,8805,278,11604,1658,9423,282,11373,1523,7518,276,9311,505,3402,229,4135,60,1511,173,1750,11726,52787,2100,66606,1858,8190,266,10317,1536,7218,296,9052,1872,13775,744,16389,4103,16523,820,21444,4569,17438,828,22833,3007,18100,693,21801,2890,14724,543,18157,1048,6446,383,7877,131,2414,248,2794,21012,104823,4830,130669
50502,999,4101,216,5315,796,4728,381,5906,1647,13587,1212,16452,2013,12688,1045,15746,2162,9971,726,12859,1451,8754,526,10723,1350,6701,365,8413,817,4126,314,5257,147,1757,192,2093,11379,66416,4972,82764,1177,3531,238,4947,1205,4616,320,6140,2205,14340,1030,17572,2944,12392,790,16124,2773,9909,518,13195,1836,9265,434,11536,1782,7851,476,10103,928,5400,419,6750,180,2942,305,3425,15024,70246,4525,89795,2177,7629,452,10259,2002,9345,702,12049,3856,27926,2246,34023,4958,25075,1831,31870,4923,19882,1250,26057,3281,18020,961,22258,3130,14551,835,18519,1748,9529,729,12003,323,4697,497,5514,26401,136662,9492,172558
50503,783,5972,342,7097,672,5772,396,6846,1022,11899,930,13848,1604,12365,924,14889,1585,11609,844,14029,920,9114,610,10647,759,5919,276,6962,403,2947,222,3570,62,822,141,1024,7810,66425,4677,78914,1017,5448,302,6765,909,5357,290,6559,1646,12818,672,15137,2487,12802,622,15918,2068,11969,543,14585,1266,9421,393,11075,985,6458,313,7753,469,3423,318,4214,72,1269,252,1592,10915,68973,3714,83602,1797,11417,640,13859,1585,11136,684,13403,2672,24722,1599,28995,4096,25170,1551,30810,3650,23574,1390,28617,2182,18536,1005,21721,1738,12384,592,14711,871,6375,536,7781,127,2093,393,2616,18723,135400,8392,162511
50601,336,2209,177,2721,253,2240,176,2667,566,5658,484,6711,983,6240,486,7707,656,4517,393,5572,505,3778,297,4577,467,2700,142,3306,194,1296,97,1589,17,350,59,426,3975,28984,2312,35273,452,2077,153,2684,404,2113,158,2680,891,6144,398,7429,1315,6128,374,7815,875,4328,265,5471,633,3930,193,4755,613,2945,157,3710,210,1365,127,1703,25,472,84,581,5421,29501,1903,36821,789,4293,327,5404,659,4348,335,5350,1456,11797,885,14140,2298,12370,853,15526,1529,8845,661,11039,1143,7707,483,9336,1075,5648,295,7019,402,2661,222,3289,43,820,142,1006,9390,58487,4215,72096
50602,263,1223,112,1599,352,2233,281,2868,844,6497,667,8001,761,5088,520,6363,646,3676,387,4720,458,3380,301,4138,394,2228,199,2823,139,1083,103,1330,26,397,69,499,3888,25803,2648,32341,336,1097,84,1526,551,2120,185,2859,1063,6134,522,7712,1043,4444,373,5860,857,3243,251,4350,553,3040,223,3809,489,2320,159,2973,153,1266,129,1551,41,669,113,819,5087,24329,2034,31450,607,2319,196,3126,906,4357,462,5725,1905,12630,1188,15720,1801,9531,890,12221,1509,6923,642,9070,1004,6417,520,7947,883,4546,361,5790,293,2346,236,2880,68,1069,181,1318,8970,50134,4677,63786
50603,579,2372,112,3056,733,3332,263,4335,839,6629,583,8055,927,5677,388,6990,1013,4666,300,5985,710,3996,229,4934,626,3158,136,3918,325,1712,141,2186,68,602,139,809,5823,32146,2298,40263,772,2136,109,3017,873,2698,205,3773,992,5873,472,7335,1301,5691,321,7309,1243,4508,220,5976,904,4264,181,5344,778,3495,140,4423,404,2017,246,2667,78,1014,292,1385,7339,31693,2185,41222,1348,4508,217,6072,1608,6035,469,8103,1833,12500,1054,15390,2231,11364,708,14301,2258,9177,521,11957,1606,8261,410,10281,1406,6656,275,8341,732,3725,393,4849,142,1615,433,2191,13160,63842,4483,81486
50604,482,3333,227,4043,468,3596,357,4420,704,7042,1005,8758,1039,8149,946,10134,936,6679,659,8278,583,5422,369,6373,577,4155,227,4954,307,1922,157,2388,40,566,109,717,5139,40869,4050,50056,614,2946,202,3753,658,3128,244,4035,969,7288,608,8866,1532,7671,525,9731,1178,6392,371,7942,863,5466,248,6571,694,4284,240,5225,342,2203,219,2770,55,916,183,1156,6903,40299,2851,50054,1096,6277,426,7795,1122,6731,604,8452,1675,14335,1617,17620,2570,15822,1466,19859,2118,13072,1033,16225,1443,10886,619,12945,1264,8444,465,10175,651,4127,381,5162,92,1486,290,1869,12043,81168,6899,100107
50605,302,1474,74,1845,225,1391,86,1705,301,2617,216,3137,562,3112,234,3904,647,3054,226,3919,442,2885,199,3531,533,2307,113,2962,314,1284,86,1686,38,448,56,539,3364,18571,1291,23227,403,1282,76,1759,274,1134,54,1460,459,2693,166,3315,898,2992,173,4066,858,2966,139,3963,636,2919,134,3689,669,2484,116,3266,354,1427,132,1902,55,618,75,750,4590,18517,1067,24174,698,2754,149,3608,492,2526,139,3163,758,5313,380,6450,1462,6097,409,7970,1504,6018,363,7889,1076,5805,337,7218,1206,4792,230,6227,663,2712,213,3593,93,1069,134,1292,7962,37081,2359,47399
50606,135,764,63,964,92,720,59,867,187,1866,219,2276,309,1828,272,2407,259,1579,225,2067,205,1347,147,1699,171,826,77,1081,66,409,29,500,0,100,8,113,1425,9456,1093,11974,179,792,36,1013,122,706,44,872,322,2187,114,2620,454,1814,107,2376,414,1512,84,2012,281,1355,68,1704,198,812,49,1054,74,361,24,455,8,118,13,138,2052,9658,531,12239,318,1557,99,1975,214,1429,103,1741,512,4057,329,4898,766,3640,375,4782,675,3099,302,4076,485,2701,215,3405,368,1645,123,2133,132,764,49,955,9,223,21,249,3475,19112,1621,24215
50607,472,862,37,1370,340,1299,89,1729,502,2581,219,3307,477,2186,138,2796,547,1848,140,2538,450,1823,114,2388,515,1642,108,2263,186,843,97,1121,39,321,78,439,3526,13406,1019,17954,369,681,42,1098,482,1186,69,1741,586,2539,177,3302,709,2087,132,2925,717,1923,106,2739,629,2032,110,2771,549,1829,129,2508,243,1013,129,1382,38,583,166,794,4312,13872,1063,19254,845,1551,80,2471,823,2483,157,3465,1081,5122,399,6604,1178,4275,272,5723,1257,3771,245,5276,1075,3849,229,5155,1065,3468,238,4773,425,1854,229,2503,80,910,245,1233,7835,27279,2090,37202
50701,527,2595,136,3256,422,3014,188,3626,780,7228,532,8536,1115,7368,563,9047,1038,6257,405,7706,658,5130,282,6072,530,3597,211,4332,226,1799,180,2210,20,545,114,684,5316,37532,2617,45466,668,2340,118,3117,637,2894,158,3696,1137,7579,404,9119,1672,7227,333,9228,1416,6132,272,7822,842,5425,239,6511,678,3842,216,4736,240,1990,226,2446,37,850,213,1097,7332,38274,2175,47774,1196,4929,255,6378,1062,5912,349,7320,1918,14808,934,17653,2785,14590,903,18277,2455,12388,680,15520,1500,10556,523,12579,1208,7445,423,9066,462,3787,404,4655,63,1398,325,1782,12644,75805,4788,93241
50702,181,737,43,963,164,780,65,1005,349,1941,253,2541,431,2050,203,2681,534,1951,231,2714,541,1999,161,2703,442,1579,117,2141,209,834,80,1118,23,364,48,436,2872,12236,1195,16298,271,702,42,1016,278,791,75,1154,506,2074,185,2759,646,1975,149,2765,737,1974,135,2848,598,2120,108,2829,570,1630,121,2313,223,967,93,1287,22,552,102,668,3854,12776,1010,17638,455,1438,84,1982,445,1576,142,2156,850,4014,441,5303,1078,4021,355,5448,1267,3928,363,5556,1137,4119,272,5531,1014,3208,231,4455,434,1797,168,2407,46,912,144,1107,6724,25014,2206,33939
50703,151,1107,129,1385,128,1251,235,1609,265,2965,762,3988,388,3031,604,4018,315,2306,335,2950,169,1700,156,2031,153,1053,94,1301,67,527,32,628,13,150,15,179,1641,14082,2364,18092,165,995,79,1230,168,1169,73,1413,394,3274,197,3861,574,2945,175,3693,386,2201,132,2719,270,1728,103,2106,204,1135,74,1416,70,576,43,685,9,206,20,236,2240,14230,895,17364,313,2095,211,2620,293,2422,308,3020,656,6241,955,7857,959,5972,785,7718,702,4503,467,5670,441,3426,265,4134,357,2194,168,2717,136,1100,69,1314,22,360,38,416,3882,28311,3262,35457
50704,682,2544,100,3325,602,2467,126,3197,694,4508,295,5497,1096,5060,313,6463,1513,4899,297,6704,1034,4992,271,6295,1079,4389,209,5675,575,2388,167,3128,111,1020,129,1261,7384,32270,1901,41551,1049,2199,125,3370,856,2195,130,3175,929,4493,262,5682,1742,5312,216,7274,1934,5249,212,7401,1346,5557,216,7119,1284,4950,202,6442,646,2807,201,3645,109,1767,227,2102,9894,34531,1788,46216,1726,4738,226,6691,1457,4657,258,6374,1624,9000,554,11181,2836,10373,529,13737,3449,10150,507,14104,2378,10549,484,13415,2369,9341,413,12123,1217,5196,362,6774,220,2788,358,3363,17281,66795,3690,87766
50705,530,3766,243,4536,333,3421,392,4142,639,7459,849,8950,912,7107,844,8860,928,7139,684,8747,705,6544,507,7755,620,4269,255,5146,323,2391,224,2947,51,668,139,853,5034,42766,4133,51935,649,3388,216,4249,510,3201,257,3968,1030,7787,564,9380,1642,7432,444,9524,1340,7408,391,9141,986,6518,293,7800,864,4628,260,5757,400,2572,292,3268,61,930,237,1225,7485,43873,2955,54306,1175,7156,457,8784,838,6619,645,8106,1666,15248,1410,18324,2550,14540,1288,18382,2268,14545,1075,17886,1691,13066,797,15559,1491,8899,515,10901,728,4963,517,6210,108,1597,378,2083,12516,86640,7089,106248
50901,347,1399,179,1918,199,1042,132,1372,489,2306,416,3209,797,2165,428,3391,925,2576,359,3860,999,3122,352,4472,993,2769,278,4040,493,1480,168,2136,86,533,92,709,5336,17388,2391,25111,370,1211,157,1735,193,934,79,1216,682,2205,224,3111,1204,2104,232,3537,1246,2632,278,4157,1263,3067,279,4617,1224,2576,281,4076,520,1558,205,2284,98,709,126,935,6797,16999,1868,25658,712,2602,332,3654,397,1982,215,2587,1169,4509,636,6315,2004,4267,659,6934,2170,5208,633,8013,2266,6191,629,9084,2218,5347,560,8126,1014,3031,369,4420,187,1241,219,1644,12126,34383,4260,50772
50902,253,1041,189,1487,175,915,183,1274,440,1941,504,2886,686,1903,491,3078,759,2496,576,3832,991,3142,576,4708,960,2918,441,4321,416,1381,260,2058,74,358,74,504,4759,16087,3291,24135,243,904,153,1293,179,718,119,1017,563,1841,274,2677,1047,1690,312,3048,970,2340,391,3703,1125,2918,389,4435,997,2410,344,3758,448,1200,246,1894,94,480,106,686,5670,14507,2331,22507,495,1947,342,2781,353,1633,300,2283,1006,3783,779,5560,1736,3590,797,6125,1736,4836,961,7536,2113,6056,969,9141,1955,5327,789,8072,864,2578,507,3947,172,836,185,1196,10429,30587,5624,46644
50903,110,289,63,463,91,311,48,455,217,631,106,953,363,615,134,1114,396,804,137,1342,403,959,162,1521,385,875,123,1387,201,415,82,692,27,140,30,203,2188,5044,903,8132,99,275,58,425,78,258,46,379,264,624,103,992,504,484,130,1109,450,676,130,1247,459,884,121,1462,416,652,108,1174,193,372,93,659,39,174,57,268,2497,4393,846,7726,206,566,120,891,170,566,101,836,477,1252,210,1943,864,1101,264,2226,847,1476,268,2586,865,1841,286,2989,795,1530,234,2561,396,786,176,1351,66,316,93,471,4680,9436,1740,15859
51001,75,794,199,1062,81,778,214,1077,329,1904,535,2770,344,1704,442,2490,380,1495,476,2355,268,1251,365,1892,159,729,185,1070,44,216,61,321,4,44,15,66,1673,8916,2497,13093,116,805,191,1110,122,840,197,1161,435,2270,586,3291,539,1810,431,2778,450,1478,381,2305,360,1242,280,1882,167,569,149,885,53,178,56,290,0,55,25,81,2243,9249,2296,13786,195,1597,386,2175,208,1618,413,2235,764,4171,1132,6066,884,3518,867,5272,827,2971,862,4658,628,2496,645,3773,326,1302,331,1958,93,394,120,607,3,96,39,139,3921,18160,4791,26876
51002,51,476,114,639,41,562,191,798,269,1959,764,2988,319,1851,718,2886,241,1407,550,2195,160,1126,420,1704,44,289,79,409,6,59,12,86,0,13,6,19,1130,7742,2852,11720,58,412,85,556,72,489,134,694,332,1659,412,2405,398,1254,311,1966,208,866,234,1304,142,640,164,944,46,224,44,308,4,55,20,77,3,18,4,23,1265,5608,1391,8268,114,888,200,1200,119,1048,321,1489,604,3617,1170,5394,719,3103,1029,4851,445,2275,779,3497,298,1767,580,2645,86,511,118,716,14,118,33,157,0,29,3,39,2390,13350,4242,19985
