SA3_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
60203,89,13,18,5,125,39,5,17,5,67,39,8,27,0,78,41,9,51,0,99,215,28,90,3,337,158,34,183,3,374,952,92,201,8,1267,578,153,243,21,996,536,229,200,19,983,548,309,162,10,1029,311,317,73,3,706,339,262,57,5,670,589,586,83,9,1267,340,414,28,4,793,199,301,15,4,516,114,147,8,0,267,200,302,12,0,517,264,409,142,4,819,100,28,28,0,157,5665,3644,1648,111,11060
60301,24,3,3,0,33,14,3,0,0,18,5,0,10,0,16,13,3,13,4,26,78,3,32,0,112,40,8,43,0,96,233,29,46,6,309,146,46,63,9,263,135,91,50,0,275,135,122,48,4,309,60,108,30,3,202,89,108,21,0,224,198,198,24,3,416,119,163,23,0,305,69,108,6,0,182,22,53,6,0,77,58,95,6,0,163,76,159,47,3,283,31,12,9,0,49,1536,1314,470,37,3359
60302,47,7,12,0,64,35,3,4,0,40,29,0,9,0,36,21,4,29,0,58,103,8,42,0,157,83,22,72,0,180,439,55,77,3,581,281,83,105,14,477,284,141,130,11,564,293,211,79,9,588,187,163,51,5,406,175,194,41,8,409,340,326,56,5,729,182,273,9,0,470,131,157,13,0,302,67,109,8,0,189,140,169,12,0,313,155,225,75,3,456,42,18,18,6,83,3042,2161,847,66,6116
60303,18,3,0,0,22,14,0,0,0,18,10,3,5,0,25,7,0,6,0,19,42,6,12,0,55,48,4,31,6,87,230,13,34,4,283,147,33,28,0,214,128,43,29,0,205,129,45,11,0,189,74,35,20,0,126,70,45,11,0,119,107,61,4,0,180,71,56,3,0,128,38,21,6,0,60,18,13,0,0,32,48,28,0,0,70,89,89,33,3,214,23,4,4,0,37,1319,498,245,20,2080
60401,55,11,24,0,92,43,0,22,5,69,36,6,25,0,72,23,0,68,0,98,189,26,160,0,379,116,36,247,4,404,1107,86,294,11,1495,593,125,317,22,1056,569,236,312,27,1147,654,391,244,26,1308,344,342,155,13,856,387,348,121,13,861,703,798,149,23,1672,419,600,56,10,1087,275,443,30,0,752,136,268,12,0,421,247,461,36,4,748,343,578,183,5,1105,110,28,44,3,185,6350,4792,2492,172,13809
60402,85,15,24,4,131,40,3,11,0,55,46,5,30,0,77,45,6,64,4,120,184,16,123,7,327,144,26,233,4,406,1083,81,271,7,1448,631,145,307,23,1106,578,215,281,26,1102,658,387,218,21,1283,358,358,164,7,879,383,356,109,21,871,683,776,144,16,1628,400,599,57,9,1066,271,406,30,4,707,128,253,8,0,389,201,450,24,3,676,260,472,179,10,920,112,32,48,6,202,6290,4601,2331,173,13396
60403,32,0,8,0,43,19,7,3,0,32,13,0,14,0,31,21,0,19,5,45,82,15,58,0,153,59,10,74,0,148,335,42,65,8,450,189,57,81,4,328,194,83,68,6,354,191,121,71,4,383,137,147,19,3,304,143,120,32,0,294,275,260,36,3,582,155,207,22,7,390,93,129,12,0,233,36,69,0,0,107,99,140,8,5,250,135,212,61,3,407,41,12,7,0,64,2254,1646,662,50,4614
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,30,7,6,0,43,8,6,0,0,7,7,0,12,0,26,3,0,14,0,25,26,10,18,4,62,26,4,30,0,58,65,20,51,3,139,75,30,39,7,154,107,53,57,3,218,182,86,67,16,347,138,83,69,7,293,173,135,62,9,378,510,301,108,32,949,408,216,40,16,685,335,225,37,13,609,208,180,15,3,404,604,697,64,6,1373,293,279,71,4,643,27,9,6,3,47,3218,2343,772,130,6458
70102,75,21,44,5,145,19,3,14,0,34,16,10,31,3,54,16,7,69,3,94,77,22,96,4,199,54,31,154,11,250,236,68,144,7,461,170,97,175,25,464,235,202,183,29,649,320,254,216,21,810,237,258,187,20,705,249,298,167,25,746,701,813,301,39,1849,524,750,123,34,1433,408,708,85,6,1212,290,551,36,13,883,578,1524,96,18,2218,409,753,179,11,1355,46,46,38,4,135,4671,6407,2349,279,13707
70103,26,5,7,0,43,14,6,3,0,19,9,0,9,0,25,3,6,12,0,18,37,8,27,0,68,25,7,22,3,59,112,19,33,0,165,95,19,44,3,162,105,46,58,0,203,133,61,65,4,261,92,51,47,3,194,101,66,42,5,216,238,222,77,6,544,219,244,39,4,500,180,279,22,0,482,139,236,15,0,394,271,635,31,0,932,190,393,78,6,664,43,20,21,3,92,2030,2325,636,46,5038
70104,31,6,21,3,68,4,8,8,0,19,9,3,22,4,40,14,3,57,0,72,25,7,70,0,104,21,11,107,0,145,103,18,121,3,248,89,44,132,0,263,98,105,195,11,406,151,171,167,12,497,126,180,159,7,468,173,219,129,12,530,494,670,251,25,1442,395,609,101,14,1119,304,566,68,11,951,183,455,32,3,673,333,899,71,8,1305,334,595,133,6,1074,21,22,26,0,76,2905,4591,1857,124,9485
70201,35,10,20,4,64,30,14,29,0,66,16,27,145,9,188,8,13,102,0,124,161,136,125,16,444,31,68,116,4,218,148,147,113,28,433,103,146,131,26,410,103,159,154,14,425,148,158,124,23,451,118,129,104,12,365,121,127,80,6,335,403,401,128,16,948,347,390,51,13,805,284,343,50,4,682,149,253,23,0,430,374,573,52,6,1001,198,410,133,22,765,55,78,62,3,197,2824,3584,1739,211,8352
70202,3,4,5,0,10,6,5,11,0,22,3,6,45,0,57,0,3,29,0,31,23,41,39,4,104,8,22,23,4,54,39,29,21,6,97,22,52,23,5,96,16,33,25,5,80,12,35,21,0,73,13,17,9,0,40,9,23,4,0,37,37,28,13,0,73,25,29,4,0,66,28,26,0,0,50,15,12,0,0,32,29,31,7,4,66,20,56,31,3,114,17,17,9,0,44,330,473,313,34,1144
70203,17,3,4,0,31,54,75,64,11,201,22,79,155,0,259,11,36,44,3,89,144,205,88,18,451,33,88,45,4,177,126,156,91,15,396,66,97,50,11,229,62,126,52,18,263,67,86,43,5,201,22,55,22,0,98,39,57,16,6,120,83,72,24,4,180,68,49,3,0,115,56,26,3,0,96,27,27,0,0,54,52,51,5,0,106,94,185,70,0,354,53,59,40,6,158,1108,1527,832,115,3586
70204,9,0,0,0,10,26,32,30,3,93,10,38,89,8,141,6,12,50,0,66,60,103,65,6,229,21,79,31,0,123,66,106,54,10,236,32,93,58,11,196,14,91,57,7,174,20,65,43,6,136,15,50,24,5,87,18,47,31,4,95,42,86,34,5,170,42,95,16,0,153,56,90,8,0,160,22,71,7,0,101,73,148,11,0,228,44,156,61,3,267,14,22,26,5,74,590,1380,690,82,2741
70205,24,9,3,0,39,31,26,36,3,99,16,43,127,4,191,6,7,64,0,79,114,151,97,6,368,25,74,82,4,181,81,109,80,11,287,65,109,71,16,261,42,108,69,8,229,84,96,62,7,243,37,65,24,5,134,48,73,29,5,147,146,152,36,11,340,126,147,25,0,299,108,145,7,5,264,79,86,3,0,170,121,134,0,0,259,93,202,44,6,345,22,12,20,5,64,1275,1741,888,95,4001
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,127,25,46,8,202,46,8,23,6,83,31,8,46,0,81,23,10,63,3,104,104,25,139,7,277,97,49,216,13,378,527,92,205,17,835,469,121,265,29,878,623,242,347,38,1250,1049,347,360,62,1812,719,399,335,31,1486,738,481,327,32,1578,1650,1336,654,73,3712,1403,1400,297,56,3155,1049,1488,196,29,2762,773,1376,104,23,2279,1589,4255,229,31,6100,334,620,277,14,1250,78,38,30,4,150,11424,12322,4161,473,28377
80103,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,15,0,0,0,16,7,0,8,4,19,5,3,10,0,14,11,4,5,0,21,3,0,3,0,11,3,0,0,3,15,10,8,8,0,26,9,10,0,0,17,16,9,3,0,28,6,4,0,0,10,5,28,0,0,35,7,8,3,0,17,0,0,0,0,5,103,92,45,8,243
80104,174,26,36,3,240,37,9,10,0,58,31,8,27,4,69,12,12,51,0,72,71,22,81,3,183,70,55,122,7,253,279,81,149,7,514,258,172,174,17,626,354,228,245,15,848,492,420,240,29,1184,418,416,272,21,1131,440,484,235,25,1178,1181,1468,516,66,3227,883,1409,179,40,2514,735,1578,164,24,2499,564,1376,78,20,2033,1185,4456,190,23,5851,257,684,199,13,1156,45,47,21,0,118,7493,12944,2992,322,23748
80105,45,6,33,3,94,16,4,11,3,40,21,0,22,0,49,6,3,20,0,36,48,15,46,5,108,34,16,69,11,131,152,26,69,11,254,134,35,92,16,273,253,65,115,19,451,337,97,104,20,565,293,93,106,14,508,322,125,121,23,592,871,313,267,42,1493,803,351,95,27,1282,690,459,95,25,1272,571,418,30,12,1031,1765,2515,163,16,4460,269,279,113,6,667,34,11,12,0,60,6668,4836,1594,266,13352
80106,24,10,17,0,47,11,0,5,4,12,4,0,9,0,13,9,0,17,0,20,10,4,19,3,47,12,6,21,0,41,66,11,24,0,107,50,17,43,8,113,90,28,59,7,179,157,48,53,7,261,141,42,66,3,259,168,52,63,8,292,449,159,162,12,789,450,156,55,14,672,427,204,78,16,723,317,212,25,8,558,1421,1929,159,7,3520,154,186,69,4,413,16,19,9,0,39,3972,3095,947,94,8109
80107,88,14,30,7,138,25,10,13,0,47,24,4,42,0,72,22,5,61,4,86,93,19,135,5,256,107,36,161,0,308,430,60,212,15,714,354,72,264,16,703,549,179,344,18,1087,751,277,343,35,1405,564,337,395,22,1320,573,410,332,16,1341,1379,1195,652,56,3282,1090,1360,318,56,2816,969,1536,230,20,2757,596,1343,108,16,2056,1342,3900,234,20,5495,275,701,311,11,1303,50,55,31,0,136,9276,11512,4215,321,25320
80108,19,4,12,0,43,6,0,5,0,3,6,0,6,0,12,3,3,15,4,25,24,5,14,0,44,21,9,39,0,73,120,6,45,0,178,93,13,56,6,169,165,36,62,6,269,249,63,75,9,393,160,64,72,0,300,173,77,65,8,332,341,233,166,20,750,258,260,78,9,608,226,320,79,4,625,162,340,26,4,527,498,1509,68,8,2083,87,191,89,0,362,18,3,6,3,36,2620,3133,984,81,6816
80109,49,10,20,0,82,21,0,10,3,35,6,0,11,0,17,8,3,12,0,23,38,4,26,7,70,31,10,46,3,95,127,21,39,7,190,146,29,58,5,236,193,46,81,18,338,343,109,103,7,555,259,89,102,7,455,269,128,88,11,506,612,372,227,27,1236,466,326,87,20,905,396,409,73,8,890,272,391,43,15,727,930,2415,156,11,3513,165,287,103,8,563,28,14,11,0,60,4372,4677,1294,164,10505
80110,25,0,4,0,34,3,0,5,0,7,0,0,0,0,3,5,0,18,0,23,5,0,16,0,21,4,3,18,0,24,11,7,15,0,39,23,16,17,0,59,15,17,22,4,61,54,41,34,0,129,41,54,26,6,118,58,51,34,3,145,145,155,65,8,367,140,168,18,9,344,131,194,24,8,350,112,168,8,3,290,270,648,30,3,956,26,60,26,0,111,4,8,5,0,14,1069,1588,394,46,3100
80111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,3,0,3,0,3,0,0,0,0,0,4,0,0,0,7,3,0,0,0,5,9,10,3,0,24,18,7,0,0,21,7,11,0,0,15,0,9,0,0,18,20,27,0,0,48,0,4,0,0,8,0,0,0,0,6,72,79,20,4,172
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,3,0,0,0,3,5,3,3,0,15,3,8,4,0,14,11,6,3,0,22,5,7,3,0,20,9,20,5,0,37,10,18,0,0,34,11,22,3,0,39,5,11,0,0,17,24,31,0,0,51,13,21,0,0,35,0,0,0,0,4,116,149,34,0,295
90102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,14,3,0,0,14,4,4,0,0,6,9,10,0,0,19,10,4,0,0,19,4,0,0,0,5,5,3,0,0,12,10,14,0,0,20,4,7,0,0,10,0,0,0,0,9,0,4,0,0,4,3,3,0,0,10,3,14,0,0,19,0,0,0,0,0,69,77,7,0,154
90103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,3,0,0,0,6,0,3,0,0,6,8,7,5,3,21,24,18,25,10,76
90104,4,0,0,0,6,4,0,0,0,4,0,3,0,0,3,4,0,0,0,4,11,0,6,0,15,14,0,4,0,18,28,6,3,0,34,29,0,15,0,40,23,3,13,0,42,33,19,3,4,60,25,10,9,0,39,31,14,0,3,45,35,32,5,0,73,22,28,0,0,50,4,14,5,0,21,8,11,6,0,20,8,9,0,0,20,12,17,10,0,39,5,0,0,0,3,285,171,73,6,544
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
