SED_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
SED30055,1991,14,0,0,14,3,2010,40,90,0,0,90,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,95,0,0,95,0,135,0,0,0,0,0,3,5,2034,112,0,0,112,5,2150,2071,14,0,0,14,5,2091,28,87,0,0,89,0,120,0,0,5,0,5,0,5,0,0,0,0,0,0,0,28,87,4,0,94,0,121,4,0,0,0,0,4,4,2107,98,4,0,103,5,2213,1264,6,0,0,6,0,1277,17,38,0,0,38,0,52,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,37,0,0,40,0,57,0,0,0,0,0,0,0,1282,42,0,0,49,3,1335,810,9,0,0,9,0,816,15,35,0,0,33,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,0,0,33,0,49,0,0,0,0,0,0,0,825,38,0,0,41,3,871,948,7,0,0
SED30056,1565,85,0,0,82,0,1652,136,401,8,0,405,0,546,0,12,0,0,12,0,12,0,0,0,0,0,0,0,136,410,11,0,416,0,558,4,0,0,0,0,0,9,1707,492,12,0,505,8,2221,2300,103,3,0,109,0,2403,170,599,14,0,613,0,781,3,19,3,0,29,0,33,0,0,0,0,0,0,0,178,621,18,0,642,0,816,3,5,0,0,5,0,7,2480,727,21,0,750,3,3231,1609,61,0,0,60,4,1674,93,342,3,4,353,0,451,0,17,7,0,21,0,20,0,0,0,0,0,0,0,97,357,12,4,372,0,472,4,0,0,0,0,0,4,1707,411,19,4,432,4,2140,1116,32,0,0,31,0,1153,62,198,6,0,197,0,257,0,7,0,0,7,0,7,0,0,0,0,0,0,0,62,202,6,0,206,0,267,0,0,0,0,0,3,4,1178,234,3,0,242,0,1422,1521,28,0,0
SED30057,2053,58,0,0,61,6,2121,75,153,9,0,156,0,228,0,20,10,0,33,0,32,3,0,0,0,0,0,3,75,167,12,0,185,0,266,4,0,0,0,3,3,9,2142,227,22,0,250,9,2394,2071,41,0,0,41,3,2115,79,174,8,0,186,0,264,0,22,8,0,31,0,38,0,0,0,0,0,0,0,86,199,19,0,216,0,305,3,0,0,0,0,0,6,2162,238,19,0,258,11,2423,1221,26,0,0,26,4,1254,51,98,9,0,106,0,160,0,12,10,0,15,0,15,0,0,0,0,0,0,0,56,106,14,0,123,0,177,0,4,0,0,4,3,3,1277,135,14,0,152,4,1436,796,9,0,0,9,0,809,28,56,9,0,69,0,98,0,3,0,0,7,0,6,0,0,0,0,0,0,0,30,62,13,0,74,0,105,0,0,0,0,0,3,3,827,72,13,0,90,3,926,916,12,0,0
SED30058,1786,72,0,0,72,0,1857,173,507,15,0,518,0,691,3,46,17,0,61,0,63,0,0,0,0,0,0,0,179,546,31,0,579,0,759,3,0,0,0,0,0,3,1963,621,31,0,652,0,2616,1915,73,0,0,73,0,1984,153,617,25,0,645,0,799,0,61,32,0,93,0,94,0,0,0,0,0,0,0,157,680,58,0,737,0,894,0,0,0,0,3,0,3,2069,751,58,5,810,0,2881,1150,48,0,0,48,0,1195,92,333,8,0,340,0,431,0,38,23,0,60,0,64,0,0,0,0,0,0,0,89,369,37,0,405,0,499,0,4,0,0,4,0,4,1239,418,37,0,453,0,1695,715,25,3,0,27,0,747,61,204,10,0,215,0,272,0,21,27,0,44,0,44,0,0,0,0,0,0,0,61,229,32,0,262,0,323,0,0,0,0,0,0,0,778,250,39,0,291,0,1069,977,21,0,0
SED30059,2127,69,0,0,69,0,2203,149,260,12,0,270,0,414,5,15,5,0,21,0,25,0,0,0,0,0,0,0,145,270,17,0,287,0,439,4,0,0,0,0,0,4,2282,341,17,0,360,0,2642,2532,66,3,0,66,3,2606,141,277,14,0,288,0,427,6,26,8,0,38,0,42,0,0,0,0,0,0,0,141,300,21,0,321,0,468,9,0,0,0,0,0,9,2683,366,26,0,393,8,3082,1557,40,0,0,40,0,1595,87,147,11,0,159,0,247,0,13,3,0,16,0,17,0,0,0,0,0,0,0,89,160,12,0,173,0,265,3,0,0,0,0,3,9,1644,204,12,0,216,8,1865,1029,33,0,0,33,3,1067,51,126,6,0,138,0,190,0,7,4,0,12,0,12,0,0,0,0,0,0,0,51,138,13,0,153,0,207,0,0,0,0,0,0,0,1087,167,13,0,180,6,1273,1335,35,0,0
SED30060,1745,89,0,0,89,9,1836,158,392,12,0,404,0,562,0,46,25,0,69,0,69,0,0,0,9,9,0,8,160,437,40,8,486,0,645,0,0,0,0,0,4,4,1902,523,40,8,572,7,2487,1866,84,0,0,84,0,1952,138,414,21,0,432,0,569,7,50,41,0,98,0,100,0,0,0,8,9,0,6,147,463,61,10,532,0,678,0,0,0,0,0,3,3,2014,550,61,10,619,0,2637,1158,51,0,0,51,3,1212,89,242,14,0,254,0,342,5,28,17,3,44,0,46,3,0,0,6,6,0,4,94,267,26,3,302,0,393,0,0,0,0,0,0,0,1253,314,26,3,350,3,1610,754,18,0,0,18,0,775,54,140,6,0,149,0,200,0,15,15,0,29,0,30,0,0,0,0,0,0,6,51,152,22,3,181,0,232,0,0,0,0,0,0,4,810,171,22,3,199,4,1009,889,25,0,0
SED30061,1273,31,0,0,32,6,1307,67,240,9,0,252,0,321,0,32,34,0,65,0,65,0,0,0,0,0,0,0,65,275,40,0,314,0,381,0,0,0,0,0,0,3,1339,307,44,0,350,4,1691,1423,34,0,0,33,0,1460,45,308,5,0,316,0,356,0,33,50,0,81,0,81,0,0,0,0,0,0,0,50,343,47,0,389,0,440,0,0,0,0,0,0,4,1471,374,54,0,427,0,1904,915,13,0,0,13,0,929,26,168,4,0,172,0,196,0,15,27,0,46,0,45,0,0,0,0,0,0,0,26,181,28,0,210,0,246,0,0,0,0,0,0,0,950,197,28,0,227,0,1177,673,11,0,0,11,0,690,12,109,0,0,106,0,122,0,17,23,0,37,0,39,0,0,0,0,0,0,0,18,127,25,0,150,0,162,0,0,0,0,0,0,0,695,136,25,0,156,0,853,825,16,0,0
SED30062,2815,119,4,0,124,5,2940,168,921,19,0,947,0,1112,4,33,8,0,43,0,45,0,3,0,0,3,0,3,170,956,31,0,992,0,1162,3,0,0,0,0,3,8,2982,1081,36,0,1116,9,4103,2568,82,6,0,89,7,2664,132,897,30,0,922,0,1058,4,34,13,0,47,0,49,3,0,0,0,0,0,5,143,927,41,0,967,0,1110,0,4,0,0,4,6,9,2710,1016,45,0,1060,12,3782,1493,45,4,0,46,0,1542,79,361,15,0,382,0,456,4,16,9,0,21,0,21,0,0,0,0,0,0,0,84,380,21,0,397,0,483,0,0,0,0,0,6,5,1573,429,21,0,454,6,2026,924,35,0,0,30,0,958,41,222,5,0,234,0,272,0,13,3,0,15,0,15,0,0,0,0,0,0,0,44,237,14,0,247,0,290,0,0,0,0,0,3,3,971,264,13,0,276,9,1246,1136,19,0,0
SED30063,1389,18,0,0,18,0,1403,42,100,0,0,100,0,143,0,7,4,0,7,0,7,0,0,0,0,0,0,0,42,105,4,0,107,0,153,0,3,0,0,3,3,9,1433,127,4,0,129,3,1567,1604,12,0,0,12,8,1624,46,91,5,0,94,3,143,0,0,0,0,4,0,4,0,0,0,0,0,0,0,46,96,9,0,101,3,144,0,4,0,0,4,4,13,1648,112,9,0,120,17,1781,1135,16,0,0,16,0,1147,31,47,6,0,54,0,89,0,5,0,0,4,0,4,0,0,0,0,0,0,0,31,55,8,0,63,0,98,0,0,0,0,0,0,0,1162,73,8,0,81,4,1251,766,4,0,0,4,3,774,13,31,0,0,29,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,3,0,32,0,47,3,0,0,0,0,0,6,779,36,3,0,37,4,818,861,0,0,0
SED30064,1774,32,0,0,32,3,1808,65,76,0,0,76,0,139,6,3,0,0,5,0,12,0,0,0,0,0,0,0,72,81,0,0,81,0,153,10,0,0,0,0,0,7,1852,115,0,0,117,4,1972,1910,38,0,0,38,0,1948,65,76,0,0,78,0,144,5,6,0,0,5,0,11,0,0,0,0,0,0,0,68,81,0,0,86,0,155,3,0,0,0,0,0,7,1981,124,0,0,125,3,2103,1247,18,0,0,18,0,1268,43,47,0,0,47,0,87,0,6,5,0,7,0,9,6,0,0,0,0,0,6,44,51,5,0,54,0,99,0,0,0,0,0,0,5,1296,67,5,0,78,0,1373,785,14,0,0,14,0,802,19,26,6,0,31,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,4,0,29,0,56,4,0,0,0,0,3,8,816,39,4,0,41,4,860,926,13,0,0
SED30065,2232,72,6,0,74,0,2303,97,157,0,0,160,0,260,0,3,0,0,6,0,6,0,0,0,0,0,0,0,97,162,0,0,162,0,264,0,0,0,0,0,0,3,2330,232,8,0,235,0,2571,2661,54,6,0,52,0,2707,120,145,7,0,157,0,271,0,3,0,0,5,0,3,0,0,0,0,0,0,0,124,153,4,0,161,0,284,5,0,0,0,0,3,5,2781,207,10,0,213,7,3000,1645,31,0,0,29,0,1672,57,73,0,0,68,0,127,0,0,0,0,0,0,3,0,0,0,0,0,0,0,59,70,5,0,72,0,129,0,0,0,0,0,0,5,1703,101,5,0,99,4,1805,1085,15,5,0,16,0,1102,31,44,0,0,49,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,49,4,0,48,0,86,0,0,0,0,0,0,0,1115,57,6,0,64,0,1183,1298,12,0,0
SED30066,1089,33,0,0,33,3,1118,76,117,5,0,117,0,197,0,3,0,0,3,0,3,0,0,0,0,0,0,4,76,117,5,0,123,0,204,0,0,0,0,0,4,8,1168,146,5,0,151,9,1329,1579,24,0,0,24,5,1615,92,123,0,0,125,0,218,0,3,0,0,3,0,3,0,0,0,0,0,0,0,92,130,0,0,128,0,219,12,0,0,0,0,0,12,1680,151,0,0,155,9,1844,1079,26,0,0,26,0,1104,39,62,0,0,62,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,62,0,0,62,0,98,4,0,0,0,0,0,4,1116,87,0,0,87,0,1205,805,20,0,0,20,0,820,19,22,0,0,22,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,0,24,0,51,0,0,0,0,0,0,0,829,40,0,0,40,0,872,989,13,0,0
SED30067,2030,82,0,0,82,6,2114,141,577,16,0,599,0,741,7,39,10,0,50,0,53,0,0,0,0,0,0,0,148,615,31,0,650,0,796,0,3,0,0,3,0,10,2176,704,31,0,735,8,2914,1722,39,0,0,39,0,1763,139,470,18,0,490,0,625,7,37,16,0,53,0,60,0,0,0,0,0,0,0,141,511,37,0,547,0,686,0,3,0,0,3,0,3,1863,550,37,0,588,3,2457,1020,21,0,0,21,0,1046,77,206,14,0,215,0,293,0,10,9,0,22,0,22,0,0,0,0,0,0,0,77,215,19,0,232,0,310,0,0,0,0,0,0,0,1105,242,19,0,258,0,1361,600,7,0,0,7,0,608,34,90,5,0,100,0,129,0,4,11,0,16,0,16,0,0,0,0,0,0,0,34,99,13,0,110,0,145,0,0,0,0,0,0,0,633,110,13,0,125,0,761,804,10,0,0
SED30068,1156,35,0,0,35,0,1194,73,131,6,0,130,0,200,0,4,4,0,6,0,8,0,0,0,0,0,0,0,74,131,7,0,141,0,213,0,0,0,0,0,3,5,1227,172,7,0,175,3,1406,1483,39,0,0,39,0,1526,88,170,5,0,172,0,261,3,6,0,0,7,0,7,0,0,0,0,0,0,0,85,179,3,0,184,0,273,0,0,0,0,0,0,0,1576,223,3,0,228,0,1800,1101,30,0,0,30,0,1128,58,106,4,0,111,0,168,0,4,5,0,4,0,8,0,0,0,0,0,0,0,59,108,8,0,115,0,171,0,0,0,0,0,0,5,1157,137,8,0,143,0,1305,852,19,0,0,19,0,874,37,67,4,0,72,0,103,0,0,4,0,4,0,5,0,0,0,0,0,0,0,35,71,8,0,81,0,111,0,0,0,0,0,0,5,892,93,8,0,97,4,995,1131,14,0,0
SED30069,2144,54,3,0,59,0,2207,81,303,7,0,311,3,401,0,19,10,0,30,0,30,0,0,0,0,0,0,0,81,324,18,0,344,3,431,3,4,0,0,4,0,10,2229,389,20,0,408,11,2644,2564,48,0,0,52,0,2615,99,332,16,0,349,0,447,0,19,13,0,26,0,28,0,0,0,0,0,0,0,100,349,26,0,377,0,473,3,0,0,0,0,0,6,2665,399,28,0,427,3,3096,1661,22,0,0,22,0,1683,48,174,4,0,183,0,226,0,9,11,0,18,0,18,0,0,0,0,0,0,0,48,181,16,0,196,0,242,4,0,0,0,0,0,7,1709,204,16,0,220,0,1932,1122,15,0,0,15,0,1132,29,95,6,0,96,0,127,0,3,13,0,16,0,16,0,0,0,0,0,0,0,29,102,14,0,110,0,144,0,0,0,0,0,3,7,1150,114,14,0,130,3,1284,1387,17,0,0
SED30070,1290,28,0,0,28,8,1321,49,101,0,0,102,0,151,0,5,0,0,5,0,5,0,0,0,0,0,0,0,49,109,0,0,107,0,158,0,0,0,0,0,0,5,1333,134,0,0,136,6,1487,1516,24,3,0,25,4,1546,55,93,3,0,102,0,160,4,7,0,0,7,0,11,0,0,0,0,0,0,0,60,100,8,0,108,0,169,7,0,0,0,0,4,10,1581,125,12,0,136,8,1729,931,18,0,0,18,0,950,29,50,0,0,54,0,84,0,4,0,0,4,0,4,0,0,0,0,0,0,0,29,54,0,0,58,0,85,4,0,0,0,0,0,3,965,72,0,0,70,0,1039,681,11,0,0,11,0,688,13,25,0,0,30,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,30,0,42,0,0,0,0,0,0,0,696,30,0,0,36,0,731,752,12,0,0
SED30071,1297,49,0,0,49,3,1343,103,120,0,0,124,0,226,4,5,0,0,5,0,6,0,0,0,0,0,0,0,106,121,0,0,130,0,229,6,0,0,0,0,0,6,1407,174,0,0,174,3,1587,1370,49,0,0,49,5,1429,99,127,0,0,132,0,228,3,8,0,0,7,0,10,0,0,0,0,0,0,0,99,134,4,0,134,0,234,0,0,0,0,0,0,3,1477,180,4,0,188,9,1665,941,45,0,0,45,4,989,51,77,5,0,78,0,133,0,0,3,0,7,0,10,0,0,0,0,0,0,0,56,83,3,0,86,0,145,0,0,3,0,3,0,4,998,124,6,0,135,6,1135,606,20,0,0,20,0,627,21,50,5,0,52,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,50,5,0,52,0,76,0,0,0,0,0,0,3,633,68,9,0,72,0,707,769,16,0,0
SED30072,1945,52,0,0,53,0,2002,78,115,3,0,115,0,198,5,3,0,0,3,0,9,0,0,0,0,0,0,0,81,114,6,0,120,0,205,3,0,0,0,0,3,6,2029,170,11,0,174,3,2210,1936,33,0,0,38,4,1975,83,142,6,0,150,0,227,0,5,4,0,7,0,11,0,0,0,0,0,0,0,84,147,4,0,154,0,241,0,0,0,0,0,3,6,2022,188,8,0,191,8,2220,1304,30,0,0,30,3,1337,41,70,0,0,71,0,118,0,3,3,0,3,0,7,0,0,0,0,0,0,0,48,75,5,0,75,0,124,0,0,0,0,0,0,3,1350,103,5,0,104,3,1463,869,14,0,0,14,0,883,30,58,0,0,58,0,88,0,3,0,0,4,0,4,0,0,0,0,0,0,0,30,62,0,0,65,0,93,0,0,0,0,0,0,0,900,75,0,0,81,0,976,1106,16,0,0
SED30073,1814,32,0,0,35,0,1850,55,140,6,0,150,0,203,0,11,10,0,17,0,19,0,0,0,0,0,0,0,57,150,19,0,173,0,224,0,0,0,0,0,0,0,1871,187,21,0,209,0,2080,1873,25,0,0,25,0,1897,54,157,12,0,165,0,218,3,0,15,0,17,0,19,0,0,0,0,0,0,0,58,158,22,0,183,0,234,0,0,0,0,0,4,10,1932,185,22,0,210,4,2142,1096,11,0,0,13,0,1107,25,69,0,0,74,0,103,0,4,11,0,19,0,19,0,0,0,0,0,0,0,25,76,10,0,94,0,122,0,0,0,0,0,0,5,1122,96,9,0,101,0,1233,736,6,0,0,6,0,736,14,34,0,0,35,0,53,0,3,3,0,9,0,7,0,0,0,0,0,0,0,17,39,5,0,47,0,61,0,0,0,0,0,0,0,750,42,5,0,51,0,799,788,4,0,0
SED30074,1814,61,0,0,61,4,1880,148,684,13,0,693,0,845,0,31,13,0,40,0,42,0,0,0,0,0,0,0,148,710,27,0,737,0,881,4,0,0,0,0,0,4,1967,771,27,0,795,5,2763,1882,63,0,0,63,0,1943,121,677,19,0,699,0,823,3,29,13,0,44,0,51,0,0,0,0,0,0,0,123,710,37,4,748,0,874,3,0,0,0,0,0,3,2011,771,37,4,810,0,2820,1075,17,0,0,18,0,1096,55,310,8,0,311,0,372,3,9,20,0,27,0,29,0,0,0,0,0,0,0,61,319,23,0,341,0,398,3,0,0,0,0,0,3,1137,335,27,0,360,0,1498,752,10,0,0,8,0,753,36,163,9,0,170,0,204,3,4,12,0,17,0,15,0,0,0,0,0,0,0,36,168,15,0,182,0,222,0,0,0,0,0,0,0,781,175,17,0,196,0,978,975,6,0,0
SED30075,1922,33,3,0,44,3,1969,63,35,0,0,38,0,98,0,6,0,0,6,0,11,0,0,0,0,0,0,0,61,43,3,0,48,0,107,3,0,0,0,0,4,12,1987,81,7,0,91,9,2088,2211,23,0,0,28,6,2245,75,49,0,0,43,0,122,3,6,0,0,9,0,13,0,0,0,0,0,0,0,81,53,0,0,54,0,130,4,0,0,0,0,4,8,2295,77,5,0,83,8,2383,1520,12,0,0,12,0,1533,43,35,3,0,34,0,79,0,4,0,0,6,0,6,0,0,0,0,0,0,0,43,39,3,0,39,0,87,3,0,0,0,0,0,3,1565,52,3,0,58,0,1620,1029,21,0,0,20,0,1043,19,19,0,0,19,0,42,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,24,0,49,3,0,0,0,0,0,3,1048,40,3,0,40,0,1091,1214,9,0,0
SED30076,785,51,0,0,54,5,839,131,536,23,0,553,0,691,0,29,8,0,39,0,39,0,0,0,0,0,0,0,131,562,26,0,595,0,726,0,3,0,0,3,0,3,918,617,24,0,645,5,1561,732,42,0,0,42,0,778,113,456,25,0,485,0,595,0,36,9,0,53,0,53,0,0,0,0,5,0,5,113,493,37,0,535,0,646,0,0,0,0,4,0,3,851,540,38,0,581,0,1429,537,18,0,0,21,0,553,55,310,17,0,325,0,378,0,23,16,0,36,0,36,0,0,0,0,0,0,0,55,329,29,0,358,0,416,0,0,0,0,0,0,0,586,351,30,0,386,0,970,360,14,0,0,14,0,382,36,183,12,0,196,0,227,0,7,17,0,22,0,22,0,0,0,0,0,0,0,36,191,24,0,220,0,251,0,0,0,0,0,0,0,398,205,24,0,238,0,633,543,18,0,0
SED30077,1569,24,0,0,24,0,1587,37,86,5,0,88,0,122,0,4,4,0,7,0,5,0,0,0,0,0,0,0,38,84,8,0,90,0,130,5,0,0,0,0,6,7,1614,105,8,0,113,12,1730,1806,16,0,0,16,6,1824,28,86,3,3,94,0,120,4,6,0,0,6,0,3,0,0,0,0,0,0,0,25,87,3,3,94,0,123,4,0,0,0,0,3,4,1838,105,3,3,114,5,1957,1192,15,0,0,15,0,1207,13,39,0,0,39,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,0,0,39,0,55,0,0,0,0,0,0,0,1206,49,0,0,51,0,1264,752,9,0,0,9,0,766,15,15,0,0,15,0,27,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15,15,0,0,19,0,30,0,0,0,0,0,4,4,768,26,0,0,25,0,801,850,8,0,0
SED30078,1098,68,0,0,68,0,1163,132,448,26,0,472,0,606,4,47,19,0,66,0,71,0,0,0,0,0,0,0,137,500,44,0,544,0,680,4,0,0,0,0,0,5,1236,566,45,0,610,6,1850,1106,42,0,0,42,0,1149,118,464,35,0,495,0,618,8,41,30,0,72,0,88,0,0,0,0,0,0,0,128,502,66,0,574,0,703,3,0,0,0,0,0,9,1239,547,66,0,618,0,1859,741,23,0,0,23,0,766,56,231,17,0,251,0,309,4,22,23,0,38,0,41,0,0,0,0,0,0,0,65,251,40,0,286,0,351,3,0,0,0,0,3,4,805,271,40,0,305,3,1116,504,8,0,0,8,0,513,39,125,10,0,128,0,169,4,10,19,0,22,0,34,0,0,0,0,0,0,0,43,131,23,0,158,0,203,0,0,0,0,0,0,0,546,141,23,0,164,0,712,749,19,0,0
