SED_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
SED50304,12913,..,..,..,..,12913,..,56,0,59,0,59,..,204,38,241,3,243,..,6,0,6,0,6,..,216,53,272,4,273,..,414,118,529,9,541,..,28,0,33,0,33,..,657,169,833,17,842,..,161,22,188,0,188,..,80,3,81,0,81,..,44,0,47,0,47,..,138,15,156,0,159,..,27,0,27,0,27,..,508,28,537,6,545,..,229,14,240,0,243,..,132,7,141,0,143,..,298,21,319,5,320,..,64,0,66,0,66,..,149,8,153,0,155,..,43,0,39,0,39,..,1449,77,1527,15,1539,..,998,112,1105,9,1116,..,60,13,68,0,75,..,3,0,11,0,11,..,31,16,44,0,44,..,438,58,497,0,498,..,79,5,84,0,85,..,121,25,148,6,150,..,74,3,71,4,77,..,136,10,140,0,144,..,34,4,36,0,36,..,11,0,9,0,9,..,123,13,136,5,139,..,40
SED50405,22126,..,..,..,..,22126,..,289,6,293,3,300,..,61,12,72,0,72,..,33,0,33,0,33,..,34,12,49,0,53,..,112,32,139,4,143,..,5,0,4,0,4,..,153,45,197,3,199,..,18,0,18,0,17,..,57,3,60,0,60,..,53,0,57,0,57,..,14,0,14,0,14,..,28,0,32,0,32,..,63,13,77,0,81,..,124,14,138,0,135,..,34,3,39,0,39,..,426,41,460,3,470,..,37,3,41,0,41,..,47,4,49,0,54,..,11,0,11,0,11,..,774,74,848,9,858,..,64,0,70,0,70,..,33,7,40,0,42,..,5,0,5,0,5,..,37,13,52,0,53,..,3,0,3,0,3,..,96,9,108,0,108,..,29,0,32,0,28,..,23,0,20,0,21,..,56,4,54,0,54,..,29,0,25,0,25,..,38,3,40,0,41,..,65,5,71,0,71,..,288
SED50502,15087,..,..,..,..,15087,..,31,0,31,0,31,..,293,31,323,4,323,..,26,0,25,0,25,..,176,67,246,0,246,..,242,76,318,0,318,..,36,10,44,0,44,..,452,155,611,0,611,..,61,6,69,0,69,..,79,6,86,6,87,..,29,0,29,0,29,..,39,0,40,0,39,..,16,0,16,0,16,..,152,15,164,0,169,..,92,0,97,0,97,..,38,4,44,0,41,..,165,6,174,0,178,..,47,3,52,0,50,..,90,0,88,0,92,..,27,5,24,0,24,..,631,32,660,9,669,..,223,23,244,0,244,..,30,0,33,0,33,..,38,9,45,0,45,..,22,6,29,0,29,..,35,0,42,0,42,..,61,3,65,3,67,..,86,24,113,0,113,..,71,8,82,0,82,..,40,0,40,0,40,..,23,3,28,4,30,..,3,0,3,0,3,..,135,24,160,6,166,..,99
SED50605,15585,..,..,..,..,15585,..,63,0,64,0,64,..,123,7,128,0,128,..,4,0,4,0,4,..,515,72,584,3,585,..,1098,162,1257,8,1271,..,137,12,144,0,144,..,1750,237,1988,12,2003,..,49,5,52,0,52,..,78,3,87,0,85,..,73,4,76,0,76,..,39,3,38,0,38,..,35,4,39,0,39,..,32,0,30,0,30,..,110,3,117,0,117,..,24,0,24,0,24,..,69,0,71,0,71,..,92,0,92,0,92,..,32,0,30,0,30,..,22,0,24,0,24,..,414,9,425,0,425,..,195,8,204,0,205,..,65,7,68,0,68,..,5,0,7,0,7,..,139,24,164,0,168,..,5,0,5,0,5,..,84,4,88,0,88,..,222,14,231,0,231,..,32,0,36,0,41,..,51,0,47,0,53,..,31,0,36,0,36,..,6,0,6,0,6,..,40,5,43,0,42,..,41
SED50702,15829,..,..,..,..,15829,..,46,0,46,0,49,..,378,30,409,3,413,..,26,3,28,0,28,..,276,61,337,10,344,..,651,216,860,7,872,..,36,4,43,0,43,..,961,277,1244,16,1257,..,34,0,34,0,34,..,94,0,100,0,96,..,48,4,54,0,52,..,25,0,25,0,25,..,160,13,165,3,171,..,35,4,40,0,40,..,247,14,256,3,261,..,183,13,193,0,191,..,262,15,279,0,275,..,149,12,158,0,162,..,322,20,340,6,339,..,35,0,33,0,33,..,1381,85,1462,11,1477,..,222,21,242,3,248,..,47,5,52,4,59,..,15,0,15,0,15,..,122,48,167,6,171,..,17,0,22,0,22,..,72,5,76,0,81,..,98,19,117,0,117,..,61,4,70,0,70,..,68,3,75,0,73,..,37,7,41,0,41,..,15,4,20,0,20,..,24,6,23,0,23,..,189
SED50805,16016,..,..,..,..,16016,..,27,0,25,0,25,..,36,5,38,0,40,..,0,0,0,0,0,..,38,12,51,0,51,..,79,14,98,0,98,..,8,0,8,0,8,..,132,27,159,0,154,..,54,0,61,0,56,..,103,6,105,0,103,..,87,0,87,0,85,..,16,0,19,0,19,..,3,0,3,0,3,..,6,0,6,0,6,..,17,0,17,0,17,..,9,0,9,0,9,..,12,0,12,0,12,..,11,0,11,0,11,..,4,0,4,0,4,..,5,0,5,0,5,..,70,0,70,0,70,..,276,19,294,3,294,..,28,0,28,0,28,..,0,0,0,0,0,..,25,7,30,0,30,..,10,0,10,0,10,..,17,0,17,0,17,..,36,0,40,0,40,..,22,5,25,0,25,..,74,9,82,0,82,..,22,5,30,0,30,..,0,0,0,0,0,..,21,6,26,0,24,..,10
SED50906,17905,..,..,..,..,17905,..,212,0,214,0,214,..,57,3,60,0,64,..,20,0,19,0,19,..,30,8,34,0,37,..,86,40,124,0,128,..,6,0,6,0,6,..,115,48,162,3,168,..,8,0,8,0,8,..,34,0,39,0,39,..,31,0,31,0,31,..,16,0,20,0,20,..,15,0,15,0,15,..,19,0,15,0,15,..,19,3,26,0,26,..,27,4,32,0,32,..,52,3,59,0,59,..,19,0,20,0,20,..,46,3,47,4,46,..,6,0,6,0,6,..,208,15,221,4,221,..,145,14,165,0,165,..,16,5,23,0,26,..,3,0,3,0,3,..,17,15,32,0,32,..,0,0,0,0,0,..,79,5,87,0,87,..,10,0,10,0,10,..,19,3,22,0,22,..,21,0,25,0,25,..,34,7,39,0,36,..,0,0,0,0,0,..,0,0,0,0,0,..,128
SED51004,18667,..,..,..,..,18667,..,505,7,513,8,521,..,152,8,163,0,163,..,12,0,12,0,12,..,59,17,77,0,82,..,138,35,166,3,168,..,12,0,12,0,12,..,208,55,259,0,259,..,11,0,11,0,11,..,69,0,72,0,72,..,64,4,72,0,72,..,24,0,23,0,23,..,11,0,11,0,11,..,65,4,71,0,71,..,67,0,64,0,64,..,9,3,11,0,11,..,110,7,122,0,119,..,12,0,15,0,15,..,22,0,24,0,24,..,6,0,6,0,6,..,311,16,330,0,333,..,70,3,80,0,78,..,28,4,27,0,27,..,15,11,28,0,26,..,15,6,19,0,19,..,13,0,13,0,13,..,10,0,10,0,10,..,66,9,73,0,73,..,93,4,96,0,96,..,55,6,57,0,61,..,42,0,38,0,44,..,6,0,6,0,6,..,25,0,23,0,23,..,49
SED51104,22544,..,..,..,..,22544,..,532,10,543,0,543,..,124,20,142,0,142,..,36,0,36,0,36,..,38,4,38,0,38,..,71,25,100,4,99,..,3,0,3,0,3,..,110,31,139,4,143,..,22,0,22,0,22,..,88,7,92,0,96,..,74,0,77,0,77,..,21,3,24,0,24,..,14,0,14,0,14,..,65,4,73,0,73,..,76,3,80,0,82,..,12,0,12,0,18,..,112,4,118,0,117,..,12,0,12,0,12,..,30,3,31,0,31,..,7,0,7,0,7,..,334,19,353,6,354,..,73,3,72,0,72,..,38,8,44,0,46,..,11,3,15,0,15,..,12,12,28,0,28,..,13,5,14,0,14,..,10,0,8,0,8,..,28,6,34,0,34,..,49,5,53,0,55,..,90,0,90,0,91,..,26,4,28,0,28,..,9,0,7,0,7,..,12,0,13,0,13,..,106
SED51205,13074,..,..,..,..,13074,..,38,0,38,0,38,..,458,105,562,0,567,..,26,0,26,0,28,..,519,149,670,11,674,..,1307,528,1830,27,1860,..,86,26,113,0,113,..,1909,706,2611,37,2649,..,16,0,16,0,16,..,89,0,88,0,88,..,37,0,37,0,37,..,17,3,23,0,23,..,152,6,153,0,153,..,76,0,79,0,79,..,416,21,433,7,441,..,326,29,360,4,357,..,1339,138,1477,22,1497,..,216,10,226,0,233,..,392,22,415,5,422,..,73,0,74,0,75,..,2982,232,3217,40,3256,..,171,21,190,0,191,..,48,8,54,0,54,..,41,9,46,0,53,..,205,97,298,3,305,..,6,0,7,0,7,..,331,16,353,4,356,..,95,23,118,0,118,..,40,0,50,0,50,..,33,3,36,0,37,..,31,0,31,6,34,..,12,6,21,0,21,..,17,8,23,0,23,..,315
SED51304,18268,..,..,..,..,18268,..,135,5,133,0,133,..,32,0,38,0,38,..,5,0,8,0,8,..,65,14,81,0,80,..,150,35,184,3,186,..,28,0,26,0,26,..,239,49,290,6,291,..,38,0,38,0,38,..,87,5,87,0,92,..,159,8,160,7,167,..,57,0,58,0,58,..,9,0,9,0,9,..,62,0,62,0,62,..,30,0,30,0,30,..,0,0,0,0,0,..,12,0,14,0,14,..,12,0,12,0,12,..,9,0,9,0,9,..,8,0,8,0,8,..,137,5,141,0,141,..,185,9,199,0,203,..,35,0,40,0,45,..,0,0,0,0,0,..,7,4,14,0,14,..,43,4,43,0,43,..,25,0,23,0,23,..,44,3,48,0,53,..,57,5,63,0,65,..,58,4,64,0,61,..,25,8,29,0,29,..,0,0,0,0,0,..,30,4,35,0,35,..,3
SED51401,16075,..,..,..,..,16075,..,60,0,60,0,60,..,9,4,9,0,9,..,48,4,48,0,47,..,10,0,10,0,10,..,22,4,28,0,28,..,0,0,0,0,0,..,33,4,39,0,40,..,4,0,4,0,4,..,16,4,19,0,19,..,20,3,24,3,25,..,10,0,10,0,10,..,7,0,7,0,7,..,4,0,4,0,4,..,5,3,12,0,12,..,4,0,4,0,4,..,12,4,19,0,19,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,56,6,63,0,63,..,37,0,38,0,44,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,27,4,31,0,32,..,0,0,0,0,0,..,10,0,14,0,14,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,8,0,8,..,61
SED51504,16898,..,..,..,..,16898,..,77,0,78,6,84,..,50,3,55,0,57,..,6,0,9,0,9,..,180,28,202,0,202,..,527,79,610,7,615,..,47,0,49,0,50,..,758,111,865,7,875,..,23,5,27,0,32,..,118,4,120,5,121,..,109,0,109,0,108,..,90,9,96,0,96,..,28,0,28,0,28,..,207,11,222,0,220,..,120,0,120,3,126,..,102,0,102,0,104,..,66,0,61,0,65,..,66,0,65,0,65,..,29,0,31,0,31,..,30,0,30,0,28,..,634,24,657,11,669,..,251,10,261,0,262,..,105,15,119,0,119,..,3,0,3,0,3,..,21,3,25,0,25,..,36,0,39,0,39,..,44,4,44,0,44,..,82,10,85,0,90,..,34,5,40,0,40,..,73,3,77,0,77,..,41,4,47,0,44,..,0,0,0,0,0,..,35,7,47,0,47,..,13
SED51605,17819,..,..,..,..,17819,..,106,5,109,0,109,..,82,10,95,0,91,..,22,0,22,0,22,..,116,29,146,0,151,..,476,204,680,12,687,..,18,0,19,0,19,..,610,239,848,10,862,..,218,18,238,5,239,..,60,4,65,0,64,..,65,5,67,4,69,..,17,5,22,0,22,..,44,0,44,0,46,..,43,0,43,0,43,..,115,8,116,0,123,..,26,0,30,0,35,..,88,3,90,3,95,..,47,0,47,0,47,..,58,4,61,0,57,..,21,0,21,0,21,..,445,11,455,10,462,..,316,31,343,4,349,..,45,12,51,0,51,..,0,0,0,0,0,..,101,28,130,0,130,..,3,0,4,0,4,..,93,0,91,0,91,..,95,7,99,0,99,..,67,4,73,0,73,..,236,36,268,0,272,..,62,3,66,0,66,..,6,0,6,0,6,..,168,28,193,0,193,..,224
SED51706,19541,..,..,..,..,19541,..,123,3,123,0,123,..,13,5,19,0,19,..,32,0,32,0,32,..,13,3,14,0,14,..,51,20,75,0,75,..,0,0,0,0,0,..,66,27,95,0,95,..,0,0,0,0,0,..,26,0,26,0,26,..,23,0,23,0,25,..,4,0,4,0,4,..,6,0,6,0,6,..,11,4,11,0,11,..,20,0,21,0,21,..,6,0,6,0,6,..,26,3,33,0,33,..,3,0,3,0,3,..,11,0,11,0,11,..,7,0,7,0,7,..,91,8,97,0,98,..,90,4,90,0,90,..,10,0,10,0,10,..,0,0,0,0,0,..,15,13,31,0,31,..,0,0,0,0,0,..,30,4,25,0,31,..,10,0,13,0,13,..,20,0,23,0,23,..,4,0,4,0,4,..,6,0,6,0,6,..,9,0,9,0,9,..,9,0,9,0,9,..,26
SED51804,18078,..,..,..,..,18078,..,64,0,63,0,63,..,31,4,35,0,35,..,13,0,12,0,13,..,82,7,91,0,95,..,287,45,335,0,336,..,19,0,20,0,21,..,381,58,443,4,446,..,25,3,26,0,26,..,141,5,145,0,147,..,114,6,115,0,115,..,48,5,49,0,49,..,12,0,12,0,12,..,12,0,17,0,17,..,41,0,45,0,45,..,0,0,0,0,0,..,15,0,15,0,15,..,38,0,38,0,38,..,15,0,15,0,15,..,6,0,6,0,6,..,140,6,145,0,145,..,157,9,162,4,169,..,57,8,66,0,66,..,3,0,3,0,3,..,11,4,10,0,10,..,13,0,13,0,13,..,16,0,16,0,16,..,48,4,48,0,48,..,38,3,43,0,43,..,62,0,62,0,63,..,32,6,37,0,37,..,4,0,4,0,4,..,14,4,15,0,15,..,3
SED51902,20248,..,..,..,..,20248,..,172,3,175,0,176,..,42,0,42,0,42,..,15,0,21,0,21,..,24,3,22,0,22,..,57,10,69,0,69,..,4,0,4,0,4,..,84,14,98,0,98,..,14,0,17,0,17,..,54,3,59,0,59,..,50,3,57,0,57,..,12,0,12,0,12,..,9,0,9,0,14,..,25,0,22,0,22,..,42,0,42,0,45,..,3,0,3,0,3,..,262,19,283,0,280,..,17,3,17,0,17,..,35,0,41,0,37,..,9,0,9,0,6,..,399,24,427,6,434,..,111,3,116,0,114,..,11,0,11,0,11,..,5,0,5,0,5,..,3,3,8,0,8,..,0,0,0,0,0,..,70,4,77,0,77,..,27,6,32,0,32,..,18,4,18,0,18,..,8,0,9,0,9,..,3,6,6,0,6,..,13,5,18,0,18,..,19,0,19,0,19,..,38
SED52006,18482,..,..,..,..,18482,..,148,5,150,0,150,..,17,0,17,0,17,..,26,0,26,0,26,..,17,8,24,0,25,..,25,11,33,0,33,..,6,0,6,0,6,..,46,15,62,0,61,..,14,0,16,0,16,..,27,0,28,0,31,..,36,4,35,0,35,..,19,0,19,0,19,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,12,0,12,..,4,0,4,0,4,..,33,0,38,0,38,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,5,0,5,..,61,3,64,0,64,..,54,4,58,0,58,..,15,4,19,0,19,..,0,0,5,0,5,..,16,5,16,0,16,..,0,0,0,0,0,..,13,0,13,0,13,..,14,0,14,0,14,..,12,0,12,0,12,..,24,0,22,0,22,..,17,0,17,0,17,..,6,4,9,0,9,..,9,0,8,0,8,..,26
SED52102,16194,..,..,..,..,16194,..,50,3,52,0,52,..,94,8,101,4,103,..,27,0,27,0,27,..,70,17,88,0,88,..,238,70,311,10,319,..,16,3,16,0,16,..,322,93,416,10,424,..,11,0,12,0,12,..,44,5,48,0,48,..,38,0,40,0,40,..,14,0,14,0,14,..,82,0,83,0,83,..,23,0,21,0,21,..,142,4,149,0,152,..,26,0,33,0,33,..,201,12,206,5,211,..,80,4,86,3,88,..,50,4,50,0,49,..,26,4,30,0,30,..,629,31,657,8,669,..,119,3,124,0,124,..,19,0,21,0,23,..,30,13,45,0,45,..,25,10,37,0,40,..,4,0,4,0,4,..,205,5,213,0,213,..,33,0,33,0,33,..,33,4,30,0,30,..,20,4,25,0,25,..,15,0,17,0,17,..,15,0,14,0,14,..,19,0,26,0,26,..,139
SED52205,16602,..,..,..,..,16602,..,37,0,37,0,37,..,37,6,44,0,44,..,29,0,31,0,28,..,33,3,36,0,36,..,48,15,65,6,68,..,0,0,0,0,0,..,87,17,106,6,112,..,201,38,240,0,240,..,205,3,210,11,224,..,194,6,206,0,203,..,16,0,16,0,18,..,5,0,6,0,6,..,5,0,5,0,5,..,16,0,24,0,20,..,13,0,13,0,13,..,15,0,18,0,18,..,10,0,10,0,10,..,14,0,14,0,14,..,0,0,0,0,0,..,85,0,91,0,92,..,663,95,758,3,762,..,49,15,58,0,59,..,0,0,4,0,4,..,8,6,18,0,18,..,8,0,11,0,11,..,9,0,12,0,12,..,31,3,35,0,34,..,40,8,46,0,46,..,163,63,232,6,235,..,16,3,21,0,21,..,0,0,0,0,0,..,94,33,131,0,136,..,72
SED52301,15821,..,..,..,..,15821,..,135,0,140,0,139,..,18,3,19,0,16,..,73,0,70,0,75,..,12,7,18,0,17,..,38,8,48,0,50,..,0,0,5,0,5,..,53,22,69,0,68,..,0,0,0,0,0,..,29,0,30,0,30,..,37,0,39,0,39,..,17,0,17,0,14,..,9,0,9,0,9,..,12,0,12,0,12,..,18,0,18,0,18,..,10,0,10,0,10,..,21,0,21,0,21,..,10,0,10,0,10,..,25,3,26,0,25,..,0,0,0,0,0,..,108,3,111,0,113,..,67,5,72,0,72,..,5,0,5,0,5,..,4,0,6,0,6,..,6,0,6,0,6,..,9,0,9,0,9,..,61,4,60,0,65,..,7,0,7,0,7,..,5,0,5,0,5,..,14,0,14,0,14,..,5,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,64
SED52404,18203,..,..,..,..,18203,..,128,0,128,0,123,..,60,0,57,0,58,..,3,0,3,0,3,..,53,12,71,0,71,..,89,32,123,0,127,..,3,0,3,0,3,..,148,45,195,0,197,..,30,5,31,0,31,..,55,0,57,6,61,..,111,0,114,3,119,..,29,0,32,0,32,..,9,0,9,0,9,..,40,0,40,0,40,..,36,0,33,0,34,..,5,0,5,0,3,..,23,0,23,0,23,..,4,0,4,0,4,..,19,0,19,0,19,..,6,0,6,0,6,..,136,0,139,0,140,..,142,10,156,0,156,..,30,4,36,0,36,..,0,0,0,0,0,..,5,3,5,0,5,..,24,4,29,0,29,..,5,0,5,0,5,..,33,6,38,0,44,..,63,5,68,0,68,..,48,5,55,0,56,..,42,0,42,0,42,..,0,0,0,0,0,..,33,0,35,0,35,..,14
SED52505,16817,..,..,..,..,16817,..,212,6,218,3,214,..,239,15,253,0,255,..,6,0,13,0,13,..,419,68,484,3,490,..,1330,325,1653,32,1687,..,130,18,155,0,154,..,1880,408,2288,40,2329,..,17,0,17,0,22,..,87,0,84,4,89,..,28,0,28,0,28,..,14,0,11,0,11,..,100,4,102,0,102,..,264,21,284,0,286,..,416,9,423,0,423,..,71,3,69,0,72,..,1082,86,1167,18,1187,..,346,17,362,0,364,..,238,0,241,0,242,..,133,10,145,0,143,..,2638,160,2796,29,2824,..,117,7,124,0,122,..,62,4,64,0,68,..,11,0,12,0,15,..,202,63,264,3,267,..,7,0,7,0,7,..,668,41,712,11,723,..,116,12,122,3,125,..,40,0,40,0,36,..,68,0,67,0,67,..,36,0,41,0,40,..,14,0,14,0,17,..,17,0,22,0,22,..,187
SED52604,17350,..,..,..,..,17350,..,326,4,325,0,328,..,114,7,118,0,118,..,7,0,7,0,7,..,58,26,85,0,85,..,152,30,184,0,184,..,9,0,7,0,7,..,221,58,274,0,274,..,25,0,25,0,25,..,69,3,73,0,71,..,70,3,79,0,74,..,30,0,37,0,37,..,16,0,18,0,21,..,65,0,65,0,65,..,44,0,43,0,43,..,12,0,12,0,12,..,35,0,35,0,35,..,36,0,36,0,36,..,26,0,26,0,28,..,6,0,6,0,6,..,234,5,234,3,237,..,81,4,90,0,92,..,30,3,35,0,35,..,7,0,7,0,7,..,26,3,26,0,26,..,40,0,39,0,40,..,25,0,26,0,26,..,73,0,74,0,77,..,62,7,68,0,68,..,51,0,54,4,56,..,28,3,33,0,33,..,0,0,0,0,0,..,19,6,27,0,27,..,29
SED52702,17732,..,..,..,..,17732,..,71,0,71,0,71,..,8,3,14,0,14,..,16,0,16,0,16,..,0,0,0,0,4,..,36,4,41,3,41,..,0,0,0,0,0,..,42,4,48,3,46,..,17,0,17,0,20,..,51,0,55,0,60,..,115,3,119,0,119,..,8,6,13,0,13,..,0,4,0,0,0,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,3,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,32,4,32,0,34,..,155,16,177,0,177,..,21,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,13,0,13,0,13,..,15,0,13,0,14,..,13,0,13,0,13,..,0,0,0,0,0,..,14,3,20,0,20,..,6
