SED_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SED60410,5503,13745,352,527,227,510,584,1032,148,247,0,0,0,0,0,0,3,7,158,252,0,0,0,0,0,0,4,14,4,14,7,11,6255,15059,340,..,6591,15059
SED60411,11749,28257,520,782,366,629,888,1407,183,277,70,109,0,0,0,0,9,15,261,410,0,0,12,28,0,0,6,15,25,44,17,23,12936,30143,784,..,13718,30143
SED60414,9598,24941,273,443,14,30,282,475,3,5,0,0,0,0,0,0,13,27,15,29,32,42,10,19,0,0,6,19,44,80,19,39,9957,25563,644,..,10609,25563
SED60501,7625,19425,160,257,51,94,219,350,255,420,0,0,0,0,0,0,6,10,262,431,35,47,12,36,6,4,13,25,62,112,17,23,8181,20350,2117,..,10302,20350
SED60505,3525,8857,128,195,99,217,227,414,350,538,0,0,0,0,0,0,3,8,356,547,9,11,10,26,0,0,0,0,23,40,5,8,4129,9862,220,..,4352,9862
SED60506,11544,26688,317,477,46,108,366,582,420,637,0,0,0,0,0,0,0,3,424,645,82,112,16,38,5,13,33,56,135,221,26,68,12495,28205,2431,..,14929,28205
SED60508,1828,4378,77,135,0,8,77,140,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,3,5,4,8,17,1917,4539,202,..,2125,4539
SED60512,12899,30332,134,204,26,45,158,243,384,682,0,0,0,0,0,0,10,12,395,700,26,43,14,33,9,24,23,46,79,149,38,62,13563,31484,5473,..,19029,31484
SED60514,3545,8952,74,123,4,13,79,137,137,268,0,0,0,0,0,0,5,14,144,280,25,42,9,11,0,0,0,0,34,50,20,46,3826,9465,206,..,4032,9465
SED69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED70001,1466,7080,140,461,5,26,148,486,86,183,0,0,0,0,0,0,0,14,92,197,22,55,16,37,24,59,4,4,71,154,36,59,1807,7981,496,..,2307,7981
SED70002,2108,6219,598,1288,531,1188,1127,2467,108,175,10,18,0,0,0,0,4,9,116,203,0,4,0,3,0,0,0,0,8,7,39,82,3403,8983,466,..,3871,8983
SED70003,1389,6513,263,1126,3,4,265,1131,40,185,0,0,0,0,0,0,0,0,40,185,42,101,4,8,8,30,4,4,58,147,37,74,1792,8051,346,..,2144,8051
SED70004,1692,6411,98,219,36,56,139,276,38,68,0,0,12,28,0,0,0,5,57,109,84,155,12,27,38,94,3,14,136,289,39,77,2064,7161,765,..,2830,7161
SED70005,2097,6302,366,694,84,188,447,881,105,204,16,27,169,326,0,0,0,0,287,560,0,0,0,0,0,0,0,0,0,0,4,3,2840,7743,236,..,3072,7743
SED70006,2063,5883,601,1177,232,477,836,1653,111,193,15,25,0,0,0,0,3,16,133,224,16,27,0,0,0,0,9,12,28,38,51,96,3119,7901,379,..,3495,7901
SED70007,2224,6649,295,629,67,142,355,769,289,599,43,99,43,115,0,0,0,0,378,817,0,0,0,0,0,0,0,0,0,0,0,7,2961,8244,251,..,3216,8244
SED70008,2213,6868,133,281,89,195,217,478,268,560,120,280,18,46,0,0,0,0,420,885,30,55,0,0,0,0,4,13,38,67,12,17,2896,8312,198,..,3088,8312
SED70009,2249,7259,142,517,5,20,145,540,23,43,0,0,0,0,0,0,3,3,20,47,104,219,25,42,18,61,0,8,149,332,61,116,2625,8294,1040,..,3664,8294
SED70010,1907,5456,94,186,23,58,116,248,767,1387,38,103,41,99,65,127,0,3,910,1717,0,0,0,0,0,3,0,0,0,3,4,12,2938,7435,339,..,3279,7435
SED70011,1194,3589,324,567,635,1376,959,1944,246,454,75,132,500,1026,175,346,0,0,992,1958,0,0,0,0,0,0,0,0,0,0,6,6,3146,7501,376,..,3521,7501
SED70012,972,2807,178,344,367,823,546,1166,475,1073,420,935,492,1040,54,122,0,3,1444,3184,31,77,30,53,0,3,0,7,63,139,23,28,3056,7316,370,..,3424,7316
SED70013,2801,8246,41,99,0,0,41,99,4,3,0,0,0,0,0,0,6,6,4,14,67,131,17,35,20,40,9,11,105,208,33,70,2994,8640,428,..,3422,8640
SED70014,1251,5931,308,609,0,0,308,609,125,204,0,0,0,0,0,0,0,0,125,204,37,77,5,8,10,32,6,16,56,127,59,98,1794,6964,647,..,2440,6964
SED70015,2000,5826,297,522,294,639,593,1162,213,471,176,427,107,238,0,0,0,0,494,1143,0,0,0,0,0,0,0,5,3,11,10,21,3098,8154,258,..,3359,8154
SED70016,1996,6213,494,1034,143,303,639,1336,5,13,12,36,61,115,0,0,0,0,80,165,4,15,0,0,0,0,0,0,4,15,4,6,2720,7736,212,..,2939,7736
SED70017,1982,6050,308,612,126,287,432,896,51,116,0,0,6,3,0,0,0,0,53,116,42,69,15,27,10,12,4,18,73,131,84,154,2622,7347,463,..,3086,7347
SED70018,1625,7950,74,158,0,0,74,158,45,76,0,0,0,0,0,0,0,7,50,82,3,6,8,6,3,39,8,6,16,53,24,58,1779,8307,378,..,2157,8307
SED70019,2066,6721,471,1070,73,148,541,1215,133,196,0,0,0,0,0,0,0,0,134,196,117,230,27,50,22,35,0,0,172,315,71,144,2983,8597,511,..,3494,8597
SED70020,2340,7095,60,152,6,9,66,158,9,11,99,170,9,10,0,0,0,0,113,195,64,166,34,52,4,5,0,0,98,221,22,30,2634,7705,331,..,2966,7705
SED70021,1282,3800,139,216,207,445,348,663,696,1417,468,908,637,1382,10,19,8,14,1825,3740,0,0,0,0,0,0,3,15,6,16,6,18,3470,8238,398,..,3863,8238
SED70022,333,999,65,81,105,289,171,373,136,338,435,906,1020,2140,2288,4600,0,0,3887,7990,0,0,0,0,0,0,4,13,10,11,28,46,4423,9416,867,..,5289,9416
SED70023,2233,6627,33,59,107,258,135,317,254,483,13,42,0,0,0,0,0,4,266,529,61,100,0,0,0,0,0,0,61,100,0,0,2700,7562,150,..,2855,7562
SED70024,3203,9589,195,445,41,104,240,552,46,117,0,0,162,357,0,0,5,9,210,480,13,34,0,0,12,14,0,0,22,51,5,15,3683,10686,293,..,3982,10686
SED70025,2526,7946,42,104,20,56,61,160,512,1028,0,0,0,0,0,0,7,5,517,1029,4,11,0,0,0,0,0,0,4,11,0,0,3103,9140,198,..,3298,9140
SED79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,..,3,12
SED80001,24027,67292,3131,6079,1289,2853,4424,8931,728,1450,200,343,549,905,459,756,46,91,1981,3547,0,0,0,0,0,0,0,0,0,0,30,51,30460,79821,1444,..,31913,79821
SED80002,23857,66398,3818,7343,2809,6643,6631,13983,1007,1983,913,1603,2250,3967,938,1735,26,58,5126,9337,0,0,0,0,0,0,0,0,0,0,31,84,35649,89805,2226,..,37870,89805
SED80003,13278,36500,1634,3212,3689,7973,5322,11186,2853,4903,3596,6228,6125,10298,3395,5790,217,390,16187,27610,44,66,105,181,0,0,3,16,160,260,63,122,35008,75681,4326,..,39332,75681
SED80004,22063,61540,2587,4705,3646,7881,6228,12585,824,1433,1706,3345,1916,3483,821,1496,130,256,5403,10024,0,0,0,0,0,0,4,6,4,6,33,74,33734,84232,2401,..,36128,84232
SED80005,23206,72086,2585,5735,3732,9622,6321,15358,224,449,1329,2727,1801,3542,593,1216,21,62,3966,7997,0,3,0,0,0,0,0,12,3,14,59,115,33549,95571,1595,..,35146,95571
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED99191,1259,3052,95,233,14,33,106,258,78,136,51,136,5,13,0,0,12,14,141,296,0,0,0,9,0,0,3,7,5,14,23,35,1533,3657,331,..,1861,3657
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
