SED_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
SED40047,587,110,836,195,34,1976,3099,3025,897,37,1757,1188,215,406,2920,156,2534,20596,1136,33004,30,15,11,4,21,8,0,5,24,0,12,120,834,1032,3714,3348,1100,150,2099,1511,304,583,3528,271,3386,20906,2007,36015,5,5,0,0,5,0,0,0,13,0,4,91,3,121,211,81,71,11,128,132,21,51,138,19,122,321,21,884,212,89,71,11,129,130,21,51,150,19,130,413,28,1012,3469,2794,1017,136,1930,1362,267,521,3187,238,2889,15206,918,27667,29,15,5,3,14,12,3,5,20,3,14,59,680,807,3710,2897,1099,149,2078,1506,288,571,3358,267,3032,15681,1622,29486
SED49494,110,7,103,11,0,205,205,291,57,0,123,76,12,51,461,22,220,1306,108,2372,3,3,4,0,0,0,0,0,6,0,0,18,770,801,263,345,70,8,149,100,22,74,580,35,328,1338,882,3377,0,0,0,0,0,0,0,0,0,0,0,7,0,6,18,8,6,0,15,13,3,3,33,3,17,26,4,92,18,12,6,0,15,13,3,3,38,3,17,32,11,95,241,298,63,7,121,90,12,62,520,30,288,1041,256,2304,6,5,0,0,6,3,0,0,3,0,3,11,539,570,264,306,70,8,149,95,22,69,559,35,311,1085,799,2975
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,12
SED50106,725,214,910,208,71,2462,3439,3030,1144,68,1650,1402,205,569,3353,262,2375,20551,1371,33871,34,23,19,3,24,23,9,15,37,0,14,148,2163,2434,4294,3389,1430,414,2077,1860,313,834,4106,479,3296,20913,3603,38763,3,0,0,0,0,0,0,0,0,0,0,30,0,41,243,61,113,26,146,189,26,56,153,55,113,347,31,992,248,58,116,26,153,189,26,56,150,55,114,373,38,1033,3979,2780,1288,371,1875,1625,276,749,3742,414,2831,15152,1176,28834,60,32,22,13,37,34,8,16,35,19,23,103,1828,2103,4285,2871,1423,412,2062,1853,307,818,3932,478,2967,15629,3043,31970
SED50202,1030,208,1371,277,49,3168,3454,4269,979,45,2506,1486,299,815,4723,260,3028,27861,1724,44087,46,52,13,25,21,25,11,16,62,8,49,206,3232,3635,4435,4885,1300,319,3141,2057,481,1214,5814,479,4445,28350,5006,50888,4,0,0,0,0,0,0,0,0,0,4,30,9,40,250,89,81,15,184,161,28,95,174,31,144,366,22,1031,254,89,81,15,184,161,28,95,176,31,152,391,25,1077,4117,3942,1191,264,2892,1845,429,1085,5260,429,3684,19370,1312,35859,49,42,16,41,36,31,9,16,60,10,51,162,2465,2827,4418,4067,1285,319,3114,2037,466,1202,5502,471,3886,19926,3808,39756
SED50304,655,196,792,266,32,2350,2459,2528,914,72,1504,1081,206,440,3063,151,2474,28677,1235,40563,30,18,10,7,25,20,0,11,23,3,21,207,2067,2375,3286,2809,1176,315,1956,1507,339,636,3743,356,3294,29150,3340,45295,4,4,0,0,0,0,0,0,4,0,0,57,4,72,120,42,54,7,66,100,18,33,79,22,79,244,19,590,120,49,53,7,70,100,18,33,82,22,79,302,25,660,3120,2454,1098,296,1867,1393,312,587,3547,325,2962,22847,1071,35699,44,13,15,8,14,13,3,9,22,5,19,117,1783,2002,3286,2514,1169,315,1952,1507,328,634,3652,356,3054,23265,2885,38364
SED50405,701,117,926,263,60,2196,2908,4402,921,16,1857,1085,249,540,4610,190,3252,35942,1707,52059,21,16,14,4,13,9,9,8,16,0,19,228,2782,3093,3494,4780,1126,133,2203,1355,346,741,5314,311,4200,36429,4547,57344,46,38,9,0,5,3,0,0,79,0,50,574,17,759,281,107,99,7,170,138,33,66,289,26,240,629,25,1442,322,146,110,7,177,138,33,65,365,28,291,1202,36,2203,3134,3555,1003,115,1983,1184,306,656,4550,278,3261,23329,1241,37970,20,12,0,7,14,16,5,8,11,4,18,128,2174,2365,3483,3706,1113,133,2172,1332,336,724,4930,307,3567,24664,3454,42541
SED50502,690,180,882,263,66,2435,2660,3155,912,37,1911,1190,268,584,3145,211,2607,25393,1459,38485,41,22,11,5,31,14,14,9,31,6,36,208,1980,2308,3403,3516,1146,274,2386,1630,435,853,3866,405,3528,25867,3506,43217,5,3,0,0,0,0,0,0,6,0,0,34,3,47,183,70,70,15,122,127,30,43,116,20,123,298,23,815,194,74,70,15,126,125,32,43,127,20,128,330,27,860,3169,2957,1057,249,2219,1471,381,783,3548,374,3042,18898,1192,32422,40,18,16,4,32,22,14,14,16,7,20,142,1588,1830,3396,3052,1141,270,2374,1615,425,844,3695,402,3188,19374,2809,35119
SED50605,315,144,632,214,34,1750,2518,2438,1142,53,1391,1317,197,359,2435,167,2735,28874,1149,41004,23,20,11,4,8,15,5,5,21,6,18,224,1119,1438,3008,2620,1362,297,1632,1637,275,485,2773,320,3381,29312,2300,44195,4,8,4,0,0,0,0,0,5,0,5,55,0,71,173,47,110,13,87,128,28,37,85,31,89,390,19,883,175,54,108,13,87,127,28,37,87,31,96,446,19,954,2818,2223,1238,277,1534,1494,242,441,2549,284,2967,22252,982,34546,8,7,8,6,5,3,0,0,6,4,4,96,969,1103,2998,2276,1347,293,1619,1625,271,478,2646,311,3068,22793,1971,36602
SED50702,620,209,807,199,36,2229,2591,2973,898,51,1844,1166,241,535,3198,245,2554,29975,1311,42778,33,28,6,0,27,26,0,5,22,8,27,241,3039,3404,3345,3338,1167,323,2318,1659,357,777,3841,456,3391,30412,4388,48411,0,0,0,0,0,5,0,0,5,0,0,51,6,61,166,62,64,27,110,117,22,42,113,28,101,361,26,861,162,62,69,31,110,115,22,42,115,28,103,413,32,926,3139,2930,1078,286,2155,1506,323,710,3621,421,3014,23376,1113,36845,37,15,18,10,26,25,0,10,16,6,12,146,2615,2863,3338,3007,1159,325,2295,1647,347,766,3749,454,3130,23931,3758,40633
SED50805,461,129,698,180,82,1921,2382,2501,1052,43,891,1177,170,409,2794,186,2335,23995,1212,35597,47,23,14,40,20,28,6,8,56,5,28,164,1384,1703,2986,2696,1251,434,1156,1550,267,573,3310,325,3057,24336,2679,39223,3,5,4,0,4,0,0,0,4,0,9,67,0,88,173,63,91,29,93,177,23,60,119,30,119,367,39,964,177,69,92,29,92,179,23,59,131,31,129,429,34,1056,2753,2239,1136,304,1027,1316,234,503,3027,283,2576,18026,1019,29737,44,13,13,98,21,54,11,11,42,6,80,83,1201,1466,2978,2322,1242,434,1146,1540,266,574,3197,322,2779,18539,2258,32259
SED50906,898,213,1053,230,57,2623,3540,3421,1113,81,1851,1271,243,580,3812,231,2495,24251,1484,38527,41,25,9,12,16,16,3,10,31,3,26,174,2773,3088,4481,3811,1376,444,2332,1772,399,892,4743,442,3572,24657,4319,44242,0,0,0,0,0,0,0,0,0,0,5,25,6,32,271,73,113,27,181,161,26,71,166,26,132,407,21,1069,276,73,118,27,180,161,26,71,169,30,136,427,24,1103,4128,3071,1230,356,2093,1549,349,783,4283,407,3003,17748,1220,32268,69,28,20,68,48,54,17,26,70,7,72,138,2375,2713,4470,3168,1366,444,2316,1759,390,880,4527,442,3204,18313,3619,36082
SED51004,481,111,679,200,29,1686,2536,3132,938,34,1475,1061,217,388,3266,182,2747,28730,1566,41918,29,20,11,6,11,20,0,6,28,3,16,200,1705,1992,3019,3374,1119,223,1728,1324,279,528,3772,298,3439,29137,3295,45594,6,3,0,0,0,0,0,0,4,0,0,65,3,85,147,51,61,14,88,107,19,33,110,14,89,343,22,785,155,57,61,14,88,107,19,33,120,17,96,407,29,870,2840,2763,1032,172,1595,1182,253,482,3405,272,2918,21346,1252,34141,14,12,14,34,12,16,0,7,32,4,42,101,1390,1587,3007,2825,1106,223,1703,1308,268,519,3554,292,3048,21852,2670,36600
SED51104,862,180,1214,247,73,2649,3101,4316,1000,46,1780,1252,266,607,4514,217,3143,34397,1874,50729,28,22,7,0,17,16,0,8,26,4,15,242,2751,3097,3852,4728,1283,377,2170,1701,388,872,5404,396,4366,34883,4695,56481,4,5,0,0,3,9,0,0,5,0,7,56,7,85,221,76,83,24,143,145,34,65,165,37,130,376,29,973,230,81,83,24,148,151,34,63,176,37,142,434,34,1055,3569,3748,1170,302,1969,1495,334,768,4849,343,3596,23591,1391,39483,48,22,14,54,32,37,7,23,61,11,61,154,2198,2508,3843,3845,1264,377,2148,1681,379,850,5089,388,3800,24177,3626,43040
SED51205,613,166,819,254,46,2228,2564,2717,880,45,2217,1188,306,503,2870,211,2570,35007,1335,47684,34,19,4,0,15,9,6,7,33,4,26,276,2637,3008,3247,3007,1108,248,2717,1587,434,736,3514,380,3420,35537,4017,52916,0,5,0,0,0,0,0,0,0,0,5,49,0,62,144,54,65,9,100,98,18,53,102,27,90,272,16,699,140,61,64,9,102,103,20,57,106,24,94,320,19,758,3056,2595,1027,211,2565,1446,399,654,3259,344,3015,26695,1075,39876,42,13,13,22,36,25,13,16,32,8,22,235,2203,2575,3245,2669,1104,251,2704,1567,429,727,3400,380,3129,27256,3291,43207
SED51304,373,155,602,133,24,1592,2996,2939,1389,55,1218,1469,198,414,2448,209,2662,26625,1358,39634,33,21,11,0,10,21,0,4,28,0,15,177,991,1267,3480,3123,1592,314,1441,1778,272,544,2846,368,3284,26933,2370,42494,3,5,0,0,0,0,0,0,0,0,6,55,3,71,230,70,127,13,105,187,27,55,112,39,109,417,24,1065,242,74,127,13,105,187,26,55,112,39,118,472,26,1134,3186,2545,1439,245,1323,1558,239,486,2561,310,2725,19243,1029,31740,44,15,13,55,6,21,3,3,27,18,82,77,875,1088,3464,2625,1575,314,1436,1765,268,541,2704,363,2922,19786,1935,33955
SED51401,586,205,739,165,43,2157,3381,2898,1072,64,1857,1436,286,680,2677,213,1947,18717,1155,30892,32,29,15,0,24,12,5,12,20,0,19,143,4155,4408,4211,3265,1333,291,2281,1887,434,948,3282,414,2702,19024,5355,37453,0,0,0,0,0,0,0,0,5,0,0,20,0,25,242,96,100,14,166,187,30,89,162,37,125,354,25,1066,244,98,101,14,167,187,30,91,158,37,127,374,25,1090,3890,2715,1197,272,2072,1657,397,832,2973,360,2294,13709,924,26121,66,27,23,10,29,33,3,17,29,7,32,138,3543,3840,4202,2850,1315,293,2268,1875,433,937,3158,408,2454,14221,4493,31051
SED51504,423,151,627,166,50,1809,2342,2743,1165,57,951,1106,192,381,2620,166,2577,29525,1133,41234,18,16,16,0,3,8,4,0,7,0,18,178,1072,1317,2896,2929,1385,489,1169,1443,277,516,3046,316,3218,29872,2261,44359,7,8,0,0,0,4,0,0,10,0,4,75,3,87,154,45,92,24,59,126,20,49,68,30,81,332,27,775,159,43,92,25,64,130,17,52,70,37,86,411,30,870,2664,2450,1258,398,1071,1247,238,439,2804,273,2775,21932,900,33657,60,15,17,68,25,54,8,7,23,5,55,92,949,1175,2889,2516,1375,487,1152,1437,262,501,2906,310,2912,22442,1877,35703
SED51605,481,112,705,232,30,1727,2423,3138,827,26,1558,989,232,379,3208,176,2684,31313,1514,44399,25,31,7,0,12,8,3,7,15,0,16,199,1755,2046,2908,3390,998,141,1864,1267,326,550,3703,283,3397,31746,3294,48164,10,10,5,0,0,0,0,0,10,0,5,136,4,171,147,41,68,9,95,98,18,22,123,22,95,383,22,844,155,46,72,9,100,101,16,26,133,21,101,523,24,1014,2720,2812,912,131,1748,1143,301,505,3385,259,2865,22693,1180,35449,22,17,8,0,10,12,0,5,11,0,11,100,1455,1617,2901,2873,991,141,1852,1253,318,535,3531,284,2979,23319,2662,38083
SED51706,667,187,883,231,42,2323,3856,3396,1145,52,1910,1339,234,662,3496,238,2499,24640,1620,39335,61,30,15,32,31,19,5,7,62,10,58,192,2426,2795,4718,3767,1423,274,2354,1756,349,927,4226,438,3430,25064,4090,44451,4,0,0,0,0,0,0,0,0,0,0,15,3,30,264,96,108,14,180,171,29,72,165,45,146,433,44,1173,266,93,108,14,180,171,29,72,169,42,145,453,45,1196,4349,2996,1280,220,2116,1524,310,822,3781,375,2830,17755,1247,32189,92,23,23,41,52,44,6,25,48,14,49,113,2018,2339,4711,3119,1414,274,2346,1741,341,912,4000,433,3032,18316,3311,35729
SED51804,418,161,634,156,57,1741,2807,2592,1440,66,891,1477,190,442,2635,219,2460,27859,1209,40238,29,20,20,0,8,17,5,6,17,3,22,182,1879,2151,3283,2743,1685,413,1100,1841,258,629,3074,384,3122,28192,3144,44128,23,5,7,0,6,3,0,0,25,3,13,235,8,295,176,53,114,29,76,185,24,51,92,36,113,400,22,958,199,62,115,29,80,191,24,51,114,34,124,635,31,1257,3047,2381,1548,379,996,1628,229,566,2809,340,2730,21263,1050,33784,29,11,17,0,11,18,3,9,11,3,16,94,1668,1840,3271,2453,1686,413,1083,1838,253,623,2938,384,2871,21994,2749,36885
SED51902,459,133,720,215,27,1782,2947,3446,1012,32,1693,1170,229,544,3568,222,2777,29139,1565,43474,34,21,6,3,7,14,7,12,22,5,17,184,2216,2491,3490,3706,1218,175,1942,1467,310,730,4052,351,3514,29544,3810,47752,8,3,0,0,6,0,0,0,11,0,7,53,4,81,212,71,88,15,111,127,25,64,138,28,113,485,21,1084,214,75,90,15,112,127,25,64,147,28,118,538,29,1160,3236,2929,1116,156,1802,1313,275,643,3659,319,2932,20090,1161,33716,22,21,10,8,12,10,5,10,14,6,19,146,1848,2056,3473,3027,1213,175,1923,1452,306,716,3818,354,3065,20777,3038,36933
SED52006,675,213,922,163,83,2533,4312,2888,1550,61,1964,1874,342,738,3056,345,2626,23344,1485,38090,54,25,22,0,18,27,0,14,19,4,31,157,1845,2137,5316,3213,1868,379,2410,2400,500,1044,3748,564,3576,23663,3414,42755,9,4,3,0,3,3,0,0,4,0,9,31,5,50,448,116,195,27,253,295,54,118,223,40,210,517,49,1593,449,125,197,27,258,297,54,116,228,40,216,552,52,1636,4789,2654,1647,336,2114,2071,437,898,3355,508,3006,17393,1219,32291,66,24,14,5,33,27,5,15,30,9,21,109,1619,1871,5303,2802,1859,379,2404,2398,493,1033,3609,555,3243,18047,2890,35800
SED52102,556,169,675,233,34,1982,2713,3032,889,43,1902,1191,240,561,3142,199,2378,25396,1296,38179,34,30,9,0,21,12,5,11,25,4,12,179,1935,2210,3314,3330,1099,249,2264,1555,340,756,3722,375,3061,25805,3268,42371,4,0,0,0,0,0,0,0,0,0,4,28,0,38,149,48,51,6,113,94,20,57,86,23,78,351,27,811,149,52,51,12,118,94,20,57,91,23,80,376,27,844,3130,2738,1030,237,2116,1431,309,684,3438,348,2637,18346,1026,31146,29,14,10,0,21,23,7,5,19,4,10,142,1558,1787,3303,2803,1089,249,2250,1548,333,741,3551,373,2728,18866,2608,33786
SED52205,740,188,955,219,41,2399,2825,2889,1083,56,1323,1182,215,477,3758,195,2682,25326,1359,38584,36,29,13,3,21,19,0,3,22,7,24,179,2590,2890,3622,3200,1336,380,1709,1627,340,680,4523,385,3659,25724,3990,43870,11,10,0,0,0,0,0,0,11,0,13,205,6,260,140,47,65,19,84,112,15,33,109,22,86,361,22,788,154,53,65,19,86,107,15,33,121,22,102,564,32,1043,3421,2794,1243,325,1588,1460,310,620,4218,355,3298,19805,1184,33893,41,15,19,33,37,36,10,14,64,9,30,110,2279,2545,3614,2860,1330,380,1704,1612,332,677,4402,385,3431,20485,3494,37487
SED52301,648,163,800,190,44,2112,2618,3037,983,42,1747,1191,315,563,2888,194,2031,20967,1386,33007,40,30,9,6,22,16,3,12,33,14,28,150,3546,3819,3351,3401,1244,373,2180,1638,471,805,3567,367,2858,21312,4976,38940,0,0,0,0,0,0,0,0,4,0,4,26,0,35,204,60,90,18,125,140,36,66,122,27,104,331,29,871,207,62,90,18,125,140,36,66,126,27,104,359,31,905,3067,2722,1117,281,1992,1457,420,707,3234,325,2368,15131,1104,27198,73,38,27,68,48,31,14,21,60,12,56,103,2801,3099,3346,2821,1236,373,2165,1623,467,797,3412,367,2523,15589,3940,31196
SED52404,357,96,520,138,28,1392,2836,2916,1111,45,1294,1320,187,440,2771,182,2516,26474,1370,39107,32,18,11,0,11,6,0,13,22,0,9,168,1120,1370,3319,3105,1288,166,1501,1570,252,568,3157,281,3042,26780,2519,41866,8,9,0,0,0,0,0,0,12,0,3,69,0,98,213,78,84,17,109,163,23,47,124,25,114,375,29,941,219,84,86,17,109,168,23,47,133,26,119,450,25,1033,3064,2565,1192,145,1367,1376,218,504,2844,253,2599,19546,1082,31689,29,11,8,4,15,20,3,9,11,7,11,88,955,1107,3314,2666,1285,166,1490,1560,244,562,2986,281,2732,20082,2067,33828
SED52505,351,100,591,240,28,1531,2213,3048,856,30,1873,1105,206,297,2705,144,2933,39684,1398,52880,11,12,0,0,7,8,3,0,15,0,10,250,2482,2786,2558,3205,1006,192,2110,1308,279,391,3072,246,3541,40172,3917,57203,3,0,3,0,3,0,0,0,0,0,5,53,3,70,124,42,59,3,64,80,10,22,91,14,90,300,9,672,125,42,56,9,73,81,10,22,91,16,93,357,16,741,2403,2566,934,182,2008,1202,252,350,2821,233,2946,28171,1096,40776,21,3,4,0,4,7,4,0,4,0,10,116,2252,2414,2551,2614,999,192,2089,1291,265,373,2914,249,3052,28640,3369,43929
SED52604,525,145,717,174,32,1654,2773,2698,1009,36,1338,1163,178,423,2870,199,2542,25386,1247,37755,22,15,6,5,15,13,0,4,22,6,8,177,1473,1723,3259,2896,1187,287,1585,1443,257,573,3408,341,3272,25736,2755,41137,9,5,0,0,0,0,0,0,8,0,3,69,0,89,173,55,66,17,87,86,14,30,131,16,119,359,27,848,181,54,66,17,84,89,14,30,136,16,121,427,24,939,3035,2468,1103,232,1466,1328,235,525,3086,309,2826,19454,1034,31780,38,15,14,39,19,20,5,10,30,18,54,95,1318,1538,3250,2540,1183,287,1572,1434,251,561,3252,338,3001,19980,2385,34252
SED52702,419,149,722,180,60,1810,3188,2735,1281,60,1377,1397,228,535,2850,236,2640,23070,1242,36103,49,29,20,32,42,33,7,23,77,9,22,142,1266,1569,3784,2972,1497,288,1678,1762,318,711,3349,392,3390,23393,2571,39482,4,0,0,0,0,3,0,0,8,0,6,48,0,64,215,66,101,14,116,158,25,62,118,34,128,426,34,1059,223,69,106,14,122,155,25,62,126,34,134,476,38,1120,3503,2443,1373,219,1506,1556,273,618,2961,332,2866,17064,1047,29985,52,27,14,51,46,43,13,21,87,12,55,74,1100,1339,3779,2541,1488,288,1663,1760,311,697,3177,386,3049,17617,2185,32447
SED52803,323,79,437,134,22,1143,1730,2239,550,19,1360,740,206,369,2031,132,1535,21470,1186,30425,18,18,4,3,15,10,0,6,5,0,13,196,5076,5346,2078,2433,677,131,1619,944,296,516,2360,217,1986,21797,6287,36906,0,0,0,0,3,0,0,0,3,0,6,29,3,46,128,42,38,9,95,80,18,49,94,17,83,288,22,681,128,43,38,9,99,85,24,50,98,17,85,316,27,721,1917,1997,623,124,1500,832,267,457,2158,199,1666,15405,943,24054,19,20,0,0,15,11,8,0,15,3,11,151,4222,4447,2061,2058,669,131,1606,931,293,505,2274,217,1757,15874,5194,29218
SED52903,168,63,330,157,60,1036,950,1512,378,25,1228,672,224,267,1250,79,1170,21377,1453,28585,22,26,5,8,33,16,16,7,14,5,24,423,5186,5731,1136,1640,467,116,1486,827,342,340,1436,153,1517,21963,6699,35352,5,4,0,0,4,0,0,0,3,3,4,46,0,60,63,21,19,4,52,37,7,28,52,4,31,284,21,488,64,22,15,7,51,38,13,28,53,9,32,328,21,546,1051,1395,438,108,1401,730,308,291,1311,137,1278,15202,936,22027,18,26,10,9,23,19,15,6,19,8,19,337,4054,4502,1135,1446,467,116,1470,789,330,324,1386,151,1339,15865,5014,27084
SED53004,458,128,731,191,67,1945,3220,3104,1166,53,1563,1436,195,493,2927,183,2704,25001,1274,38500,27,21,19,4,11,16,0,5,29,5,23,148,1014,1267,3834,3353,1405,324,1851,1784,290,651,3417,313,3455,25344,2355,41711,4,3,0,0,5,4,0,0,7,0,5,51,0,79,256,71,104,32,142,173,23,72,148,28,166,403,34,1103,262,78,104,32,145,177,22,79,154,35,177,456,35,1184,3527,2791,1276,290,1677,1581,256,558,3050,280,2888,18394,1061,31719,26,22,11,9,16,13,5,5,10,0,19,89,860,1023,3827,2884,1391,324,1835,1771,286,646,3215,313,3080,18935,1956,33920
SED53105,702,154,998,213,43,2262,2508,3654,761,31,1820,1012,273,517,3846,167,2711,30038,1502,43813,33,30,5,0,19,14,4,0,27,0,21,212,3319,3633,3204,4008,980,237,2230,1381,378,748,4574,322,3730,30463,4860,49705,5,4,0,0,6,4,0,0,17,0,6,106,0,135,163,71,70,10,118,104,28,53,141,19,106,409,16,914,170,75,69,10,123,110,28,53,158,19,116,518,16,1052,2986,3149,895,220,2066,1242,328,676,4147,298,3117,20534,1120,34035,32,21,13,5,25,11,12,13,32,7,9,134,2864,3099,3197,3248,977,237,2218,1362,360,734,4333,320,3247,21187,3998,38180
SED53204,441,129,729,251,41,1784,2179,3059,816,28,1689,1050,205,354,2671,163,2584,32872,1410,45267,21,24,6,4,15,8,5,5,27,0,22,212,1243,1548,2667,3279,990,197,1988,1345,293,477,3144,287,3328,33343,2692,48598,3,3,0,0,0,0,0,0,5,0,4,36,0,58,113,50,59,18,89,96,19,32,74,18,74,306,17,687,116,54,60,18,89,96,19,32,79,18,81,342,23,747,2518,2608,917,172,1869,1225,260,425,2852,259,2800,23607,1062,35635,24,13,8,11,4,11,4,6,20,10,29,136,1031,1236,2656,2675,981,197,1967,1335,280,469,2944,283,2906,24086,2116,37611
SED53306,1112,309,1282,259,52,3343,4132,3570,1312,68,2190,1751,322,858,3867,330,2767,24113,1619,39636,72,43,29,20,42,38,9,15,41,14,41,166,2861,3208,5469,4150,1775,368,2816,2536,528,1335,5022,653,4087,24539,4532,46195,13,6,0,0,0,0,3,0,16,0,4,73,0,107,425,108,205,57,265,328,74,139,261,90,223,482,40,1579,435,120,207,57,270,328,72,139,273,90,230,556,45,1684,4920,3376,1526,269,2477,2129,438,1146,4447,536,3377,17244,1269,33150,97,48,36,45,51,60,12,37,78,25,59,168,2389,2800,5456,3536,1765,368,2799,2521,522,1319,4804,646,3663,17967,3700,37639
SED53402,643,181,778,182,53,2171,2294,3162,907,54,1276,1056,185,431,3739,152,2750,26564,1123,39228,22,21,6,3,20,16,4,7,39,3,18,176,1765,2046,2952,3453,1123,408,1648,1456,302,625,4422,332,3546,26921,2940,43449,3,7,0,0,0,0,0,0,3,0,0,60,6,71,110,64,50,20,84,103,18,53,99,25,97,353,18,772,116,70,50,20,84,107,19,53,101,25,101,412,22,842,2799,3062,1052,318,1526,1325,273,554,4175,297,3147,20561,943,33860,36,12,13,66,24,19,5,9,25,7,24,122,1565,1829,2955,3140,1113,406,1635,1445,298,612,4298,329,3270,21092,2532,36534
