SED_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SED51804,68,1482,61,1608,70,1116,51,1234,110,1936,185,2229,169,1967,132,2273,369,2403,135,2907,488,2144,137,2762,341,1905,108,2357,168,1300,112,1585,66,440,73,580,1845,14696,997,17532,84,1494,66,1648,74,1167,75,1317,168,2029,135,2333,300,2134,105,2537,673,2464,108,3244,889,1950,109,2953,552,1902,132,2582,271,1407,127,1804,59,726,145,925,3074,15279,1001,19345,157,2977,124,3259,140,2284,128,2549,282,3967,315,4564,473,4100,235,4805,1044,4869,246,6153,1380,4092,243,5715,898,3808,245,4944,438,2703,241,3392,121,1173,213,1506,4909,29972,1997,36885
SED51902,63,1353,80,1490,46,1192,78,1313,133,2599,261,2995,294,2723,343,3355,331,2593,298,3231,368,2243,192,2799,222,1626,108,1956,121,757,53,929,17,176,23,218,1588,15263,1447,18295,63,1399,60,1523,74,1114,59,1245,327,2884,168,3378,474,2750,157,3374,622,2441,136,3205,609,2090,118,2818,336,1575,77,1987,103,707,51,859,11,204,23,243,2616,15167,853,18637,128,2752,141,3018,119,2306,136,2557,461,5486,427,6374,765,5469,498,6734,951,5040,442,6435,973,4331,311,5619,562,3200,184,3950,224,1460,110,1795,30,382,48,464,4206,30428,2301,36933
SED52006,47,1105,68,1223,43,841,64,941,97,1519,158,1782,164,1716,215,2096,248,2043,210,2499,359,2349,161,2869,355,2799,163,3317,203,1679,103,1987,59,380,51,486,1575,14432,1192,17193,58,1048,55,1159,67,832,38,937,178,1682,93,1955,321,1907,103,2341,484,2216,124,2828,667,2430,114,3210,549,2847,133,3527,225,1665,133,2015,39,509,87,637,2584,15134,887,18606,101,2150,125,2373,109,1674,103,1877,273,3205,248,3737,485,3628,325,4435,732,4254,333,5328,1024,4780,274,6082,901,5647,297,6845,428,3339,233,4001,100,889,138,1125,4159,29562,2084,35800
SED52102,47,1144,75,1256,54,1162,94,1309,153,2460,230,2837,276,2715,222,3221,292,2254,193,2742,286,1993,164,2442,229,1479,76,1783,100,719,49,870,24,234,35,289,1466,14160,1136,16757,59,1075,77,1217,75,1008,68,1154,264,2494,179,2931,404,2580,155,3140,481,2056,132,2674,524,1872,116,2515,314,1577,77,1973,123,844,71,1035,18,324,36,376,2264,13840,923,17026,104,2221,152,2472,129,2174,163,2466,419,4954,405,5774,686,5297,385,6361,779,4312,328,5415,813,3866,281,4961,540,3055,159,3758,222,1565,121,1912,42,557,74,667,3729,27998,2058,33786
SED52205,48,877,61,990,69,1038,90,1201,161,2716,312,3185,218,2662,278,3153,382,2380,274,3034,415,2184,204,2798,280,1784,135,2194,140,934,100,1174,45,349,70,457,1748,14923,1515,18188,60,863,53,982,86,1172,99,1354,214,2961,243,3421,371,2565,165,3089,644,2216,158,3018,722,2132,139,2988,454,1811,139,2403,137,1047,127,1308,33,558,132,724,2719,15316,1257,19299,109,1739,121,1968,150,2210,186,2554,368,5679,555,6608,584,5223,440,6249,1028,4594,430,6049,1139,4312,340,5787,729,3593,274,4598,278,1983,228,2483,82,903,202,1186,4468,30239,2781,37487
SED52301,59,1065,148,1272,48,854,118,1019,97,1844,344,2287,192,1789,335,2324,246,2002,311,2557,306,1989,256,2558,191,1571,149,1911,103,790,110,1001,36,260,60,349,1280,12172,1830,15281,55,1036,113,1203,48,881,105,1031,230,1886,232,2345,375,1846,260,2470,453,2070,216,2735,525,1829,165,2523,299,1537,172,2007,120,868,128,1115,19,367,90,481,2122,12313,1480,15919,113,2100,262,2478,93,1738,222,2051,327,3727,576,4630,564,3633,592,4792,699,4073,522,5294,831,3827,423,5085,492,3109,323,3919,220,1658,242,2122,56,629,152,832,3405,24487,3309,31196
SED52404,44,1239,35,1322,46,1034,44,1130,115,2135,146,2391,192,2587,160,2942,309,2387,120,2814,347,2111,100,2561,281,1905,74,2264,89,803,47,945,25,185,11,220,1444,14393,736,16575,51,1167,43,1259,58,932,33,1026,144,2272,92,2505,344,2563,78,2983,490,2279,80,2851,636,2189,84,2901,403,1943,55,2395,119,822,43,988,18,276,45,340,2263,14439,548,17253,98,2411,75,2578,111,1971,79,2153,260,4405,229,4895,535,5150,236,5923,800,4665,200,5665,975,4303,183,5461,684,3848,127,4659,211,1624,91,1927,45,461,50,564,3708,28836,1285,33828
SED52505,41,1552,76,1674,69,1459,152,1681,197,3577,580,4357,349,4486,535,5375,296,2799,279,3368,292,2224,155,2674,224,1631,74,1936,80,566,46,690,18,114,12,144,1576,18408,1911,21896,68,1490,53,1616,80,1394,61,1534,327,4101,213,4641,581,4433,195,5200,491,2713,96,3298,585,2203,70,2857,299,1644,65,2005,82,564,30,673,11,174,21,209,2532,18718,790,22035,115,3044,128,3282,153,2849,216,3215,520,7682,788,8994,934,8920,730,10577,788,5514,374,6669,880,4429,219,5528,530,3274,135,3943,163,1127,75,1363,35,288,33,354,4102,37129,2695,43929
SED52604,51,1300,43,1393,63,1402,78,1543,104,2107,157,2363,169,2197,157,2516,261,2474,184,2924,381,2513,158,3052,257,1772,85,2113,84,698,60,845,11,201,35,246,1389,14657,959,17005,49,1185,47,1278,78,1179,50,1305,138,2027,113,2281,296,2231,89,2613,516,2456,93,3072,614,2453,97,3163,319,1755,96,2176,96,777,81,947,15,344,57,413,2133,14401,715,17248,100,2486,89,2675,139,2583,126,2847,246,4132,269,4646,463,4427,244,5130,782,4936,278,5995,1000,4959,254,6213,577,3530,183,4287,178,1474,136,1790,28,543,94,666,3523,29063,1673,34252
SED52702,66,1260,39,1368,65,916,42,1024,81,1243,113,1437,184,1776,131,2090,380,2317,140,2831,430,2188,142,2759,326,2039,102,2464,176,1214,86,1475,54,342,35,427,1766,13289,827,15881,69,1132,41,1235,60,749,29,834,149,1304,55,1514,356,1939,74,2368,672,2249,90,3014,756,2001,97,2854,515,2001,101,2610,217,1228,104,1539,27,491,70,585,2819,13093,657,16572,133,2383,81,2602,125,1664,71,1865,233,2546,168,2944,543,3719,205,4464,1046,4567,230,5848,1190,4189,239,5613,839,4036,199,5076,389,2441,189,3019,80,828,105,1017,4584,26379,1485,32447
SED52803,22,865,129,1012,28,1074,293,1397,114,2534,715,3366,164,2240,593,3001,188,2100,526,2812,181,1955,404,2541,97,1032,203,1339,30,354,67,456,4,67,15,87,829,12227,2942,15999,27,780,139,945,49,916,175,1143,165,2239,379,2781,263,1948,330,2537,267,1744,268,2271,250,1497,240,1985,106,783,124,1011,35,311,52,396,5,126,23,153,1169,10332,1720,13222,47,1649,262,1959,82,1987,469,2534,280,4775,1097,6151,419,4193,924,5538,448,3839,795,5079,433,3450,639,4521,210,1816,326,2347,64,663,121,852,6,188,37,230,1995,22553,4668,29218
SED52903,52,832,187,1077,80,784,223,1082,176,2085,529,2790,199,1866,442,2513,171,1713,483,2362,121,1413,367,1899,80,816,188,1080,17,238,66,320,0,45,13,66,898,9799,2490,13192,70,854,200,1128,124,850,195,1167,295,2443,577,3320,302,2067,430,2801,311,1626,379,2320,224,1387,282,1899,91,649,149,891,25,212,53,295,3,54,29,81,1442,10140,2308,13888,124,1691,392,2204,205,1634,414,2256,473,4528,1105,6111,503,3936,877,5310,480,3339,864,4679,342,2799,651,3798,173,1466,338,1971,43,454,123,612,6,100,38,139,2348,19941,4798,27084
SED53004,46,1204,37,1283,50,1049,34,1136,90,1812,91,1995,227,2498,118,2848,313,2238,136,2687,394,1988,92,2474,339,2144,66,2551,157,928,47,1123,44,298,26,365,1656,14152,652,16459,46,1142,30,1220,49,884,15,953,145,1859,74,2085,358,2495,75,2930,570,2166,60,2801,653,2122,60,2839,487,2164,72,2726,165,1063,55,1287,34,553,49,628,2507,14447,505,17461,96,2345,63,2505,95,1933,52,2082,237,3671,174,4081,588,4986,198,5778,886,4401,199,5483,1045,4114,154,5312,825,4312,139,5276,320,1994,103,2415,70,848,70,994,4164,28599,1156,33920
SED53105,50,1264,124,1440,74,1339,233,1653,165,3171,751,4089,302,3497,636,4430,306,2580,345,3227,254,1800,158,2208,159,1189,106,1460,76,562,36,680,12,168,19,201,1406,15565,2414,19391,72,1179,81,1328,89,1289,79,1451,361,3399,214,3968,547,3512,182,4237,521,2280,121,2920,435,1702,112,2253,231,1255,75,1569,74,627,50,750,8,278,23,312,2341,15518,930,18794,119,2447,203,2766,161,2626,308,3106,524,6570,970,8063,853,7008,815,8675,822,4857,466,6149,689,3498,273,4462,392,2447,186,3026,154,1189,86,1430,23,445,42,516,3748,31085,3349,38180
SED53204,59,1573,70,1703,72,1451,90,1611,140,2704,170,3015,285,3376,158,3824,355,2880,149,3389,286,2073,95,2459,170,1254,63,1482,78,538,26,641,29,157,14,192,1483,16008,824,18322,82,1502,47,1635,84,1336,49,1468,283,3029,118,3432,516,3440,110,4060,602,2738,105,3443,471,2006,68,2540,243,1339,60,1637,69,680,47,796,10,254,21,281,2363,16314,615,19293,144,3076,115,3336,159,2789,136,3081,425,5739,288,6445,807,6815,268,7886,958,5619,253,6825,760,4080,160,5001,410,2586,125,3118,149,1222,70,1439,41,405,32,478,3844,32327,1445,37611
SED53306,68,1146,79,1292,74,1059,115,1244,138,2144,240,2521,209,2092,251,2556,245,2132,255,2638,293,2089,198,2584,288,2090,154,2541,187,1386,153,1736,60,450,94,610,1565,14595,1551,17713,56,1080,99,1241,97,1123,106,1331,289,2356,183,2830,418,2224,197,2835,521,2129,177,2828,634,2216,163,3012,472,2265,152,2887,216,1575,205,1996,54,704,200,953,2753,15683,1486,19924,120,2232,184,2531,172,2179,225,2575,423,4501,424,5351,627,4315,447,5392,764,4263,434,5464,930,4307,363,5601,760,4357,308,5432,406,2970,359,3731,120,1153,294,1567,4318,30276,3036,37639
SED53402,40,858,41,942,55,1110,75,1245,184,3346,252,3780,302,3185,206,3692,337,2328,160,2832,351,1911,142,2404,220,1466,92,1773,99,695,65,857,26,262,39,324,1608,15156,1075,17842,36,808,37,887,72,1216,83,1367,262,3540,205,4003,388,3060,177,3624,549,2237,130,2915,563,1739,87,2390,312,1503,84,1894,104,836,77,1022,21,507,62,589,2311,15441,936,18684,75,1665,82,1823,131,2329,154,2612,449,6882,452,7785,690,6244,384,7319,885,4568,294,5748,914,3645,237,4792,527,2971,174,3671,206,1527,137,1873,44,770,101,910,3923,30606,2011,36534
SED53502,63,1246,68,1380,76,1313,108,1504,217,2856,295,3367,238,2702,264,3212,350,2398,247,3001,356,2267,207,2827,238,1750,114,2095,131,902,110,1142,32,269,102,394,1708,15700,1516,18917,76,1085,64,1214,90,1270,99,1457,330,2904,198,3423,411,2597,153,3164,563,2352,172,3087,616,2173,128,2910,392,1752,143,2285,136,1091,141,1368,27,452,173,647,2636,15670,1264,19571,140,2327,127,2594,167,2583,214,2958,546,5762,486,6790,655,5302,415,6372,913,4751,421,6092,968,4441,335,5743,627,3496,254,4384,273,1992,249,2510,57,723,274,1049,4339,31372,2782,38492
SED53602,77,1272,109,1457,88,1557,180,1824,225,3219,317,3760,255,2753,317,3324,338,2320,228,2888,333,2101,148,2575,207,1676,128,2003,104,835,86,1028,15,215,70,296,1625,15950,1582,19156,86,1219,112,1414,123,1421,118,1656,327,3073,287,3687,433,2619,274,3329,509,2195,182,2890,546,2066,127,2743,350,1707,134,2192,106,927,119,1148,11,335,106,451,2487,15568,1463,19512,158,2495,221,2870,207,2978,301,3488,548,6293,602,7441,684,5369,593,6653,844,4519,413,5775,876,4172,273,5322,557,3382,264,4201,212,1756,205,2171,24,552,170,751,4113,31517,3040,38672
SED53701,53,764,135,953,32,671,112,814,82,1392,248,1726,148,1644,299,2091,287,2060,396,2745,349,2618,423,3386,302,2476,327,3108,148,1129,199,1476,35,232,45,316,1424,12996,2192,16619,42,669,117,825,35,543,74,647,128,1445,193,1765,304,1605,228,2136,421,1844,266,2530,535,2268,312,3117,420,1970,270,2657,125,968,168,1267,19,294,63,377,2026,11606,1686,15324,92,1433,252,1782,69,1208,187,1463,209,2836,446,3488,445,3253,528,4230,706,3908,659,5274,882,4886,735,6510,717,4444,595,5759,276,2100,365,2743,56,530,110,694,3456,24605,3881,31942
SED53802,39,1092,53,1180,74,1311,97,1481,174,3271,260,3699,269,2821,243,3329,355,2175,158,2690,379,1899,139,2415,249,1709,74,2026,147,1044,63,1248,52,309,25,392,1742,15625,1110,18474,53,958,58,1068,75,1234,76,1387,301,3190,200,3692,417,2744,189,3341,545,2088,107,2739,598,1965,105,2661,418,1883,92,2385,181,1223,82,1488,52,512,43,604,2633,15784,956,19367,92,2049,113,2250,156,2543,173,2871,474,6461,462,7398,683,5562,426,6678,898,4266,265,5425,974,3864,241,5075,665,3583,167,4414,330,2259,148,2739,101,820,70,994,4375,31410,2063,37844
SED53902,40,888,34,959,64,1155,63,1277,177,2980,205,3355,218,2628,183,3033,377,2180,139,2696,364,1877,118,2358,243,1471,73,1788,126,953,94,1173,49,483,54,592,1652,14619,968,17232,41,933,36,1007,75,1300,55,1431,228,3069,168,3464,343,2672,144,3158,540,2040,101,2676,643,1739,78,2460,392,1650,88,2130,182,1289,129,1591,35,912,107,1059,2471,15596,910,18976,80,1823,69,1968,133,2454,120,2705,403,6046,373,6818,565,5304,326,6188,919,4219,238,5372,1009,3612,197,4820,636,3118,161,3918,299,2235,223,2760,87,1402,164,1649,4125,30210,1869,36209
SED54006,66,1176,97,1337,50,879,85,1004,115,1790,186,2091,226,2096,251,2571,324,2267,269,2860,374,2357,238,2969,288,2321,192,2801,137,1180,126,1447,48,300,48,391,1626,14363,1493,17479,68,1203,113,1377,60,787,77,919,217,1867,146,2229,427,2041,150,2619,556,2160,167,2883,682,2269,163,3120,429,2136,172,2733,158,1127,145,1432,23,332,76,431,2624,13921,1208,17746,131,2374,211,2715,103,1662,160,1929,333,3659,326,4325,656,4136,403,5194,879,4422,433,5740,1057,4633,400,6091,714,4458,367,5539,294,2308,273,2876,65,630,124,825,4248,28280,2697,35229
SED54104,54,1422,51,1525,77,1692,84,1860,132,3032,199,3357,198,2536,177,2908,300,2288,128,2716,424,1910,99,2438,283,1923,140,2347,129,1131,93,1351,46,345,46,436,1643,16275,1022,18943,63,1366,67,1492,113,1820,96,2033,199,3063,185,3443,333,2697,140,3170,592,2242,88,2926,691,1932,92,2718,468,1873,111,2455,199,1230,109,1535,41,604,74,716,2696,16829,967,20488,114,2791,121,3019,194,3518,180,3887,329,6091,381,6806,531,5234,318,6082,888,4529,224,5637,1117,3845,192,5152,748,3798,252,4801,332,2362,202,2891,84,946,124,1157,4339,33106,1985,39432
SED54203,30,400,122,549,30,484,187,699,98,1494,512,2098,120,1405,454,1988,119,1321,415,1851,115,1219,302,1636,68,779,158,1006,35,284,74,396,11,39,7,60,619,7443,2229,10295,24,330,104,461,38,442,125,607,106,1397,306,1814,139,1143,289,1571,154,964,225,1341,156,916,199,1273,71,580,118,767,25,226,45,296,3,47,21,72,723,6042,1432,8199,52,727,226,1008,71,925,313,1309,206,2896,814,3910,262,2555,741,3557,272,2282,636,3189,270,2137,499,2907,141,1362,276,1772,60,510,118,691,13,89,31,139,1342,13480,3660,18488
SED54304,47,709,51,807,72,1804,251,2128,265,6141,818,7228,303,4397,469,5172,347,2705,333,3391,411,2190,254,2845,204,1472,159,1826,85,625,89,803,26,208,30,268,1756,20254,2447,24462,24,777,52,849,92,2011,239,2341,294,6144,545,6989,367,3663,277,4310,481,2355,180,3016,552,1832,150,2536,273,1342,130,1741,71,645,77,792,11,419,39,472,2166,19197,1676,23045,69,1483,104,1655,163,3819,484,4467,564,12289,1360,14219,671,8057,750,9480,827,5060,516,6403,958,4026,396,5383,478,2812,283,3574,157,1269,165,1590,37,625,75,733,3920,39452,4126,47500
SED54403,58,1023,229,1304,45,1040,345,1436,187,3616,1281,5085,271,3758,1240,5273,188,2840,904,3928,146,2031,639,2812,40,537,156,736,6,121,26,159,0,18,7,23,941,14979,4830,20749,49,844,168,1065,58,915,232,1202,231,3404,755,4387,342,2957,603,3894,255,2019,429,2705,148,1243,286,1678,59,405,78,541,19,92,26,132,0,22,6,29,1160,11894,2580,15634,103,1867,394,2368,101,1952,582,2638,418,7017,2037,9467,616,6713,1842,9168,440,4854,1330,6631,290,3273,929,4492,100,941,234,1275,26,208,49,288,4,37,7,55,2103,26874,7407,36385
SED54505,62,1651,38,1751,78,1235,45,1359,101,1620,78,1795,254,2616,113,2972,357,2768,113,3237,378,2011,109,2494,335,1983,53,2369,152,1067,68,1285,57,342,44,440,1775,15285,640,17700,78,1572,49,1696,82,1126,40,1248,123,1567,55,1744,424,3038,94,3549,570,2663,72,3303,614,2014,70,2704,509,2052,75,2635,203,1184,91,1482,33,562,59,648,2644,15769,606,19018,141,3219,86,3445,162,2361,90,2613,221,3185,126,3536,678,5649,202,6529,934,5430,179,6544,995,4024,176,5195,849,4034,127,4999,359,2257,161,2773,87,899,99,1084,4420,31047,1246,36719
SED54605,53,955,70,1087,55,1051,233,1349,133,2038,329,2500,195,1792,268,2257,280,2052,216,2547,415,2347,218,2981,283,2029,129,2439,174,1180,151,1510,41,379,100,518,1628,13819,1728,17181,38,862,71,971,83,929,116,1122,205,1832,192,2232,340,1879,134,2349,505,1945,132,2583,658,2209,133,2997,448,2066,145,2660,164,1343,185,1695,32,588,177,796,2472,13650,1277,17407,94,1817,143,2058,142,1982,350,2476,333,3869,527,4728,533,3668,404,4608,783,3993,352,5126,1074,4553,353,5975,737,4093,272,5101,339,2528,339,3201,72,963,273,1311,4106,27474,3004,34583
SED54701,49,851,153,1053,41,770,122,936,105,1764,241,2114,183,1815,275,2271,251,1997,303,2547,372,2194,285,2849,209,1797,237,2235,95,930,169,1193,25,238,49,315,1326,12351,1837,15521,44,746,131,926,50,700,92,842,177,1766,210,2151,328,1695,255,2281,402,1749,230,2385,486,1866,233,2586,271,1548,214,2035,120,900,168,1186,23,367,81,469,1911,11342,1599,14853,101,1599,286,1977,91,1468,214,1775,287,3527,448,4262,516,3511,529,4553,652,3744,538,4935,860,4060,514,5437,479,3341,446,4267,211,1829,337,2382,47,611,125,778,3237,23691,3442,30370
SED54804,35,1006,38,1079,51,956,58,1070,136,3502,379,4015,210,3219,261,3688,292,2380,159,2826,321,1834,123,2282,183,1400,91,1669,92,821,105,1017,42,316,84,438,1360,15430,1295,18091,39,985,53,1074,78,1176,77,1329,231,4018,267,4515,344,3259,193,3797,497,2256,110,2873,563,1755,94,2409,366,1516,119,2006,159,1077,118,1357,32,642,144,817,2324,16680,1181,20182,75,1987,95,2155,138,2135,133,2401,363,7525,654,8535,555,6475,462,7490,787,4645,268,5697,884,3585,217,4692,551,2913,210,3673,250,1896,223,2370,74,960,227,1256,3682,32116,2480,38276
SED54905,54,1256,44,1351,58,1569,93,1720,135,2947,232,3308,189,2443,153,2788,292,2072,147,2514,407,1854,121,2380,262,1885,112,2261,98,921,101,1115,36,327,81,437,1524,15269,1085,17882,63,975,47,1083,111,1547,72,1730,167,2975,174,3309,323,2441,135,2902,540,2091,105,2732,653,1989,115,2757,485,1879,145,2501,167,1066,140,1374,44,580,165,789,2546,15543,1101,19187,115,2233,88,2441,166,3120,164,3450,295,5923,401,6624,509,4885,294,5690,830,4163,256,5250,1064,3836,239,5140,748,3754,258,4763,260,1986,245,2494,79,903,241,1228,4076,30812,2178,37069
SED55005,74,1668,71,1818,82,1546,85,1711,178,2730,200,3106,347,3528,224,4100,391,2862,198,3453,275,2076,117,2466,202,1513,79,1788,77,603,40,718,17,170,33,216,1644,16692,1039,19377,85,1537,71,1698,123,1450,62,1632,287,2900,196,3386,542,3674,157,4370,591,2782,121,3496,488,1978,73,2537,299,1437,80,1815,83,713,74,866,19,310,54,380,2511,16770,901,20179,161,3209,143,3513,202,2987,148,3343,465,5629,398,6493,896,7197,383,8477,980,5640,319,6941,762,4049,189,5002,498,2947,162,3601,156,1310,115,1587,33,482,84,598,4158,33462,1937,39552
SED55102,65,1582,121,1769,52,1236,263,1549,166,2418,836,3424,313,2775,810,3903,365,2706,591,3663,308,2144,316,2769,211,1487,132,1832,99,635,58,788,21,122,20,157,1596,15108,3148,19852,79,1437,93,1609,71,1127,72,1269,324,2765,182,3270,528,2943,197,3668,596,2650,161,3404,585,2082,108,2774,295,1417,88,1795,115,564,51,726,12,139,14,163,2601,15120,958,18676,148,3018,214,3378,126,2363,333,2815,496,5180,1022,6695,834,5718,1011,7562,961,5348,753,7062,889,4227,419,5541,505,2904,217,3624,218,1192,110,1517,28,265,29,321,4196,30223,4104,38522
SED55202,47,1285,84,1410,68,1418,114,1591,223,2733,272,3227,309,3034,302,3649,295,2510,243,3045,274,2084,169,2524,268,1762,103,2137,149,961,72,1177,29,284,74,382,1658,16068,1421,19148,64,1245,77,1392,97,1300,100,1497,317,2853,221,3393,487,2702,231,3424,505,2224,156,2890,524,2037,118,2675,387,1859,131,2378,136,1175,109,1426,31,491,127,649,2552,15892,1267,19713,109,2530,164,2805,161,2711,208,3084,542,5587,494,6624,802,5738,532,7068,806,4735,397,5940,792,4120,285,5199,653,3622,236,4513,290,2135,183,2600,54,776,200,1027,4212,31959,2696,38857
SED55306,38,1153,81,1276,27,715,41,785,90,1697,202,1986,193,2261,253,2710,291,2387,254,2928,361,2185,194,2747,260,2434,164,2859,166,1245,123,1533,45,316,53,421,1472,14410,1372,17256,54,1025,98,1172,29,607,50,685,165,1815,160,2146,385,2539,184,3115,551,2417,163,3134,656,2281,156,3098,449,2380,175,3005,192,1230,144,1570,45,569,59,670,2526,14875,1187,18591,86,2179,180,2447,55,1325,94,1471,249,3516,366,4130,583,4801,441,5820,842,4811,415,6063,1016,4474,354,5844,713,4813,343,5866,362,2477,263,3104,90,886,112,1085,4000,29278,2564,35843
SED55405,38,942,69,1048,95,2281,220,2595,226,5076,494,5796,276,3320,309,3904,277,2234,216,2724,304,1783,169,2262,171,1302,125,1606,85,685,96,871,29,273,111,416,1501,17903,1812,21223,54,977,61,1086,124,2068,154,2350,286,4443,385,5117,372,3093,243,3703,456,1939,163,2557,457,1559,131,2145,246,1342,107,1693,113,835,153,1108,27,540,247,804,2132,16791,1639,20554,87,1918,130,2138,219,4345,373,4940,512,9521,882,10916,644,6412,546,7605,731,4171,373,5281,765,3346,300,4409,414,2648,240,3299,202,1520,251,1973,50,815,354,1221,3633,34695,3447,41774
SED55504,61,1533,58,1652,51,1397,80,1532,131,2886,216,3230,259,3156,221,3640,286,2728,199,3217,244,2112,151,2507,186,1537,74,1800,100,747,49,897,28,175,35,243,1351,16278,1087,18717,67,1379,71,1517,74,1343,60,1477,285,3094,128,3509,493,3215,142,3851,517,2685,107,3309,475,1995,84,2559,294,1569,77,1938,95,907,83,1082,26,311,67,399,2328,16496,823,19642,128,2911,130,3169,126,2743,141,3006,419,5981,344,6743,756,6374,365,7490,804,5413,308,6526,717,4111,237,5058,484,3100,152,3736,194,1653,133,1979,55,490,105,643,3681,32772,1909,38364
SED55605,76,1775,110,1959,64,1424,94,1578,161,2572,252,2982,278,2656,308,3238,348,2857,257,3464,306,2371,164,2849,173,1251,73,1496,94,622,39,764,20,160,19,201,1527,15688,1323,18535,83,1649,88,1818,90,1317,72,1480,300,2717,153,3175,485,2884,173,3539,646,2991,153,3788,548,2137,81,2766,266,1292,63,1617,104,649,57,813,15,216,36,272,2540,15847,876,19269,153,3422,205,3775,151,2746,163,3062,458,5290,411,6161,765,5534,480,6774,996,5843,412,7253,858,4504,249,5613,440,2544,136,3115,204,1276,92,1572,33,375,54,478,4066,31539,2195,37802
