SED_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SED30072,159,185,341,55,74,125,71,173,239,64,383,441,266,1156,1416,276,678,952,1161,378,1541,902,415,1315,1029,371,1401,1061,297,1355,792,223,1017,900,167,1064,1987,237,2220,1520,28,1549,1189,54,1244,811,9,821,1689,69,1755,947,64,1014,206,191,393,15075,5134,20211
SED30073,115,185,304,47,59,113,57,231,282,69,484,556,236,1160,1399,310,743,1052,927,493,1414,830,592,1424,892,586,1479,1062,450,1514,789,332,1117,791,271,1066,1793,404,2196,1165,69,1234,956,86,1047,538,18,553,1113,139,1252,1369,118,1486,188,300,481,13252,6721,19971
SED30074,82,161,242,45,67,107,57,136,192,61,351,407,160,1040,1202,196,692,888,666,388,1055,757,441,1193,918,472,1392,1041,363,1400,799,302,1096,900,282,1179,2036,411,2449,1678,48,1724,1406,79,1483,887,21,908,2040,84,2124,887,88,972,117,206,324,14728,5619,20345
SED30075,154,158,311,84,56,145,81,152,240,61,290,356,266,864,1134,280,576,859,1051,363,1414,889,384,1274,1048,422,1469,1195,253,1453,862,178,1042,922,124,1049,1956,177,2135,1381,29,1419,1028,40,1065,611,4,620,1389,74,1460,1180,49,1232,228,173,406,14687,4382,19070
SED30076,218,550,769,81,131,208,58,305,366,68,587,656,168,775,938,183,726,912,408,688,1098,421,830,1256,676,1138,1821,803,1128,1925,678,1010,1684,747,908,1657,1872,1859,3732,1401,384,1786,1289,543,1829,899,154,1053,3529,897,4422,777,542,1326,68,207,270,14348,13367,27710
SED30077,171,183,357,83,88,177,75,215,287,73,458,531,335,1351,1687,318,775,1095,1393,452,1845,1043,564,1611,1065,529,1601,1226,291,1519,892,220,1112,831,167,997,1526,202,1730,918,39,960,640,41,679,353,13,372,633,91,724,1113,57,1168,258,274,532,12967,6007,18971
SED30078,217,331,547,75,98,172,85,237,323,102,505,605,258,1181,1443,320,824,1144,872,608,1483,877,732,1607,1045,729,1775,1237,595,1830,864,456,1320,905,320,1229,1811,515,2323,1238,117,1358,940,155,1094,587,49,635,1473,194,1668,876,235,1113,154,233,385,13925,8142,22063
SED30079,120,115,235,39,46,88,41,78,123,51,171,224,177,498,674,181,311,494,640,233,882,617,310,933,784,390,1175,953,287,1244,775,260,1035,845,196,1042,1983,293,2277,1748,46,1791,1496,56,1545,1042,17,1063,2157,60,2212,892,55,950,115,88,205,14662,3529,18192
SED30080,105,188,296,46,80,127,36,209,247,57,492,549,168,929,1091,195,682,878,512,539,1055,576,633,1211,664,726,1392,821,711,1526,695,613,1309,737,460,1201,1708,764,2474,1398,147,1542,1300,215,1520,1023,56,1081,3731,268,3996,737,200,939,94,201,294,14587,8133,22719
SED30081,239,176,409,84,63,146,91,108,198,97,185,283,227,422,647,278,306,586,709,213,932,751,280,1037,918,323,1245,1210,245,1457,947,226,1173,986,178,1160,2104,274,2376,1629,75,1700,1200,71,1269,799,31,825,1884,108,1982,941,104,1052,116,80,189,15214,3470,18684
SED30082,236,400,640,75,118,196,69,202,273,85,454,542,204,987,1199,266,893,1153,706,657,1360,725,882,1609,921,945,1864,1096,731,1830,732,594,1324,807,454,1264,1628,718,2350,1104,157,1260,845,200,1052,572,50,617,2443,412,2851,841,238,1080,190,240,422,13553,9339,22889
SED30083,136,117,258,38,43,84,47,84,134,63,163,230,166,520,687,231,362,590,756,238,995,704,339,1052,946,363,1310,1191,300,1489,940,210,1153,1010,167,1172,2464,229,2698,1892,44,1941,1381,64,1446,854,11,865,1822,56,1884,1065,72,1131,178,108,288,15900,3512,19406
SED30084,109,146,257,37,48,88,42,140,180,76,265,347,213,663,873,285,474,756,818,362,1176,746,431,1170,923,504,1432,1126,392,1516,890,320,1206,925,229,1151,1915,311,2227,1495,55,1548,1008,59,1067,625,16,637,1005,51,1061,1300,84,1381,129,155,291,13663,4701,18367
SED30085,210,220,434,71,68,141,75,185,259,74,335,414,227,729,960,242,501,749,650,395,1046,657,514,1168,836,533,1375,1001,467,1467,792,373,1171,845,282,1129,1814,534,2347,1482,143,1626,1225,152,1377,879,49,932,1958,196,2151,863,236,1102,90,147,235,13989,6091,20076
SED30086,122,188,307,47,69,117,48,204,253,71,435,502,279,1212,1492,289,963,1247,1046,542,1590,939,678,1620,1084,723,1805,1143,550,1697,820,417,1239,840,305,1151,1789,413,2209,1204,62,1267,950,77,1029,579,14,589,1514,118,1632,989,96,1083,178,228,405,13933,7305,21238
SED30087,123,200,323,58,79,133,53,198,251,72,442,515,238,1303,1543,283,952,1232,999,570,1569,949,737,1683,1051,680,1733,1289,554,1844,1030,446,1470,1022,348,1365,2098,469,2566,1434,78,1513,928,105,1033,595,29,624,1270,130,1403,981,100,1079,141,201,344,14600,7623,22230
SED30088,103,227,335,38,84,122,51,290,343,76,480,562,177,954,1134,262,870,1131,587,605,1194,635,753,1388,751,804,1561,857,683,1544,659,592,1251,741,443,1180,1486,649,2136,1154,107,1262,1008,151,1152,612,36,650,1716,230,1946,1060,176,1239,130,231,356,12110,8369,20478
SED30089,101,155,253,41,55,98,63,199,262,66,282,346,204,552,756,180,297,478,462,259,715,440,331,769,479,367,851,559,338,900,436,312,745,496,267,759,1127,537,1666,877,49,928,895,110,1005,517,28,547,1279,150,1428,1120,89,1209,213,287,500,9553,4672,14232
SED30090,160,181,331,37,61,99,65,169,237,72,372,448,232,855,1090,246,486,732,706,323,1035,613,468,1082,721,502,1220,853,328,1184,571,258,833,681,209,892,1336,289,1626,972,38,1008,703,70,770,366,19,383,785,108,893,1213,80,1293,241,236,471,10579,5037,15615
SED30091,164,210,372,50,73,123,78,153,230,96,343,440,286,883,1166,382,788,1172,1058,410,1466,1058,568,1627,1111,585,1698,1350,402,1748,1034,319,1355,1044,226,1267,2110,259,2369,1435,61,1488,924,62,984,516,17,534,976,60,1039,852,115,963,172,231,411,14695,5763,20458
SED30092,144,144,288,45,49,92,63,125,188,53,233,283,167,501,667,234,409,642,640,312,957,563,429,993,699,394,1095,812,296,1101,676,248,919,749,220,969,1610,414,2028,1360,56,1410,1110,114,1224,749,17,769,1840,127,1967,1839,178,2011,188,171,359,13528,4436,17965
SED30093,198,204,404,53,68,118,103,166,269,137,410,548,341,868,1210,563,589,1156,1219,349,1561,1148,597,1746,1377,609,1991,1688,449,2140,1246,282,1533,1155,182,1333,2168,219,2382,1359,44,1399,801,38,841,471,12,487,671,70,740,1141,116,1257,222,220,438,16062,5506,21568
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SED40001,191,559,750,51,161,213,62,338,398,50,530,580,118,806,924,152,755,904,264,493,758,367,616,986,552,851,1400,639,684,1327,490,622,1105,522,521,1048,1211,893,2096,878,153,1034,789,268,1060,605,39,651,2328,452,2774,486,190,671,54,147,203,9806,9078,18881
SED40002,68,167,241,30,78,111,41,207,250,61,425,485,149,1019,1170,183,694,870,494,464,956,496,525,1024,658,617,1277,794,521,1318,585,392,985,683,304,983,1542,449,1992,1154,120,1279,945,115,1055,589,43,633,1172,134,1303,572,150,722,62,174,236,10283,6593,16877
SED40003,66,69,131,32,30,62,24,70,102,26,159,182,134,471,597,123,327,453,497,224,719,527,268,800,653,301,955,823,252,1075,602,210,805,680,133,812,1383,220,1604,1184,33,1215,946,42,985,634,12,645,1259,62,1317,700,41,741,65,40,113,10354,2953,13308
SED40004,123,130,252,44,38,82,41,124,168,34,191,228,89,442,530,131,480,610,298,355,648,361,346,710,518,338,861,589,306,891,448,238,695,533,202,735,1053,353,1414,890,37,927,745,83,829,565,8,577,3160,230,3385,656,55,703,77,94,166,10358,4052,14404
SED40005,106,132,240,65,60,119,65,188,247,76,443,516,279,1159,1442,273,640,914,1012,391,1402,781,484,1263,804,429,1235,966,276,1247,596,178,772,648,122,778,1176,129,1305,748,30,770,482,34,520,245,9,261,489,58,540,682,36,725,186,257,439,9679,5053,14731
SED40006,79,151,235,34,54,86,41,188,229,58,458,517,165,1015,1177,215,480,693,604,367,971,574,452,1027,709,537,1243,811,434,1248,602,364,968,644,223,866,1465,340,1800,1169,76,1241,845,64,913,519,16,533,865,64,931,550,89,635,75,178,257,10021,5563,15584
SED40007,63,153,209,38,44,85,39,147,182,38,299,344,148,756,902,142,479,618,515,325,838,519,397,911,604,400,997,714,292,1005,517,254,774,520,180,708,1125,298,1426,941,27,965,915,66,980,664,15,677,2046,133,2183,606,63,669,86,111,202,10251,4427,14676
SED40008,105,207,313,41,60,99,67,262,335,76,554,631,245,1115,1356,268,474,738,723,322,1044,639,433,1078,734,452,1191,814,415,1229,645,325,973,701,253,957,1380,411,1788,1014,100,1121,777,132,912,466,45,514,876,152,1027,576,158,738,98,164,263,10252,6046,16300
SED40009,55,65,113,24,34,61,33,75,111,34,194,232,135,520,656,166,340,510,545,244,789,557,280,836,684,265,950,801,231,1031,613,172,788,651,146,799,1528,191,1717,1227,34,1262,956,36,988,595,8,602,1048,45,1091,649,42,692,65,60,123,10357,2990,13349
SED40010,110,198,309,53,78,128,34,217,254,33,346,385,115,870,986,125,671,796,359,428,792,435,509,951,560,579,1137,652,459,1107,523,416,943,537,333,864,1133,590,1722,874,76,947,785,122,908,571,39,611,2352,253,2610,536,133,671,57,127,181,9864,6440,16304
SED40011,84,127,213,47,69,114,36,240,272,52,413,455,142,893,1033,176,583,757,508,424,930,515,452,970,639,478,1115,751,379,1134,560,330,895,584,237,815,1278,341,1621,1065,61,1123,943,75,1014,633,21,654,1532,78,1613,600,113,716,60,159,216,10188,5479,15671
SED40012,100,105,202,37,59,99,55,204,257,84,435,517,275,917,1191,382,471,849,937,292,1233,845,456,1304,901,438,1343,1031,280,1308,676,197,872,690,119,806,1285,146,1427,811,24,837,481,16,499,259,3,259,363,35,397,724,63,785,149,210,356,10081,4465,14547
SED40013,97,153,250,35,69,100,47,190,233,51,327,378,183,751,934,192,470,668,534,319,857,591,404,997,651,469,1119,814,419,1236,685,318,1002,710,276,988,1658,395,2053,1210,103,1318,964,90,1054,574,34,608,1213,123,1335,581,124,708,77,128,205,10879,5162,16033
SED40014,100,120,214,47,70,119,45,159,201,57,376,432,231,1176,1399,271,927,1200,1239,480,1722,1070,460,1534,1167,379,1540,1127,199,1327,552,169,724,594,76,668,914,121,1038,553,11,562,372,32,399,185,5,183,461,47,514,676,49,723,118,182,299,9780,5033,14810
SED40015,96,130,225,44,41,82,51,201,247,59,376,433,237,906,1136,218,467,683,731,320,1052,605,454,1057,710,395,1107,851,270,1122,526,201,725,614,123,740,1132,190,1322,812,30,840,548,38,583,300,9,310,579,72,652,977,38,1016,165,229,396,9233,4494,13729
SED40016,99,145,247,24,53,74,43,142,185,67,322,393,176,860,1033,253,416,673,752,279,1030,736,416,1152,894,470,1359,902,349,1249,742,262,1004,672,184,857,1490,270,1762,942,54,993,628,51,681,322,20,342,625,64,688,571,83,653,114,139,254,10069,4568,14633
SED40017,103,131,231,36,54,94,41,127,170,44,318,362,212,938,1153,242,470,713,783,324,1108,698,427,1124,731,363,1091,940,261,1198,618,206,825,694,139,834,1370,158,1529,917,22,941,647,28,676,348,3,350,653,41,694,925,57,987,123,184,306,10136,4252,14387
SED40018,88,133,224,37,83,116,38,195,232,51,423,475,173,958,1128,149,747,896,601,471,1071,562,513,1077,772,473,1249,789,381,1173,593,324,912,531,223,755,1242,374,1614,998,70,1064,805,92,903,551,16,574,1422,101,1528,562,100,661,78,182,263,10052,5854,15912
SED40019,98,118,213,35,73,108,56,268,327,61,523,578,249,1044,1291,253,436,697,712,293,1003,577,378,955,610,393,998,632,320,951,440,305,745,446,229,677,932,392,1321,753,26,777,660,96,757,400,16,416,845,114,960,809,69,879,191,260,457,8750,5361,14111
SED40020,106,108,215,45,70,117,44,196,234,67,407,473,242,1096,1334,264,632,899,994,382,1372,826,409,1239,854,395,1248,1021,228,1249,650,176,831,627,113,744,1203,134,1336,718,14,732,444,22,468,234,0,234,519,40,561,798,47,839,158,181,336,9802,4649,14455
SED40021,126,168,297,67,73,136,50,178,221,63,378,443,159,1063,1218,211,662,872,631,380,1015,646,418,1068,736,456,1189,839,321,1159,604,254,858,600,224,822,1382,341,1718,1061,52,1114,872,73,942,542,21,561,1255,69,1324,531,87,629,96,145,238,10467,5360,15827
SED40022,53,74,120,38,31,67,31,84,113,28,137,162,111,378,492,118,283,402,387,237,627,410,210,619,522,225,747,668,173,841,504,146,655,497,105,600,1127,178,1310,1021,15,1038,916,40,951,605,11,616,2120,80,2197,773,38,806,85,68,146,10005,2504,12514
SED40023,52,106,154,24,25,50,45,129,177,50,321,373,164,857,1023,218,506,728,780,313,1092,701,348,1048,766,388,1153,872,251,1128,684,173,858,694,129,825,1392,127,1518,926,21,949,624,21,644,378,3,382,553,31,579,588,39,623,99,122,220,9614,3917,13538
SED40024,76,119,201,39,46,92,51,163,216,49,379,428,190,972,1164,292,624,913,780,356,1136,823,442,1267,895,462,1355,957,354,1311,696,251,939,739,175,912,1531,196,1724,1170,36,1202,703,38,737,382,5,392,641,48,689,715,62,780,110,148,258,10839,4876,15726
SED40025,50,56,111,29,38,64,23,89,115,48,208,255,143,646,787,177,425,609,561,288,848,611,367,981,660,345,1005,829,260,1086,580,233,809,687,145,826,1596,206,1802,1163,34,1194,866,48,915,559,3,559,1099,50,1149,877,52,932,73,80,151,10626,3583,14209
SED40026,83,89,168,30,27,55,30,101,129,49,225,271,134,572,710,148,359,508,612,229,843,607,294,902,691,334,1030,788,231,1018,577,187,767,589,132,723,1348,179,1522,1140,10,1152,939,30,971,594,11,601,1221,28,1247,644,20,668,81,85,163,10297,3146,13438
SED40027,65,122,186,38,71,108,37,173,208,52,363,410,177,967,1145,169,496,667,678,298,975,608,419,1029,652,440,1096,725,301,1025,522,263,784,557,192,748,1142,287,1424,979,44,1021,675,47,721,440,13,452,1020,83,1102,558,59,619,109,143,252,9203,4779,13982
SED40028,71,110,179,37,37,75,45,127,170,50,290,336,187,797,988,228,545,766,744,309,1051,652,414,1060,740,423,1164,861,274,1134,644,203,851,664,144,811,1400,193,1598,1013,22,1033,620,20,635,393,3,398,671,33,704,710,47,758,95,139,238,9825,4123,13949
SED40029,125,140,259,57,68,119,45,191,237,58,372,428,211,1012,1221,244,553,797,894,375,1271,704,503,1204,758,500,1257,957,307,1266,660,216,877,770,161,929,1293,196,1491,817,43,866,555,45,596,281,9,288,650,94,745,831,43,874,212,228,435,10118,5048,15161
SED40030,75,118,191,57,50,103,49,156,205,45,300,346,236,920,1155,239,577,821,893,356,1250,743,437,1176,886,363,1246,961,238,1200,637,195,828,738,111,852,1252,146,1391,871,22,894,627,36,665,342,3,344,715,65,773,791,40,833,100,120,225,10261,4249,14502
SED40031,89,93,181,33,38,72,41,111,151,34,180,213,138,596,735,156,365,521,544,258,804,521,265,787,716,306,1022,765,237,1002,594,199,790,600,136,732,1324,261,1585,1187,19,1204,997,49,1050,647,11,657,1569,57,1627,525,41,558,65,91,160,10539,3324,13863
SED40032,60,151,209,48,74,119,38,200,239,30,368,394,132,877,1013,153,726,880,449,452,905,461,547,1006,594,548,1145,671,445,1123,455,368,827,512,291,799,1207,400,1608,893,53,942,789,105,890,557,33,587,1465,150,1619,520,91,610,64,148,208,9100,6031,15136
SED40033,73,111,182,36,46,88,37,171,210,59,363,418,206,964,1165,238,534,771,750,360,1111,631,478,1104,655,404,1056,778,257,1038,592,195,785,643,128,767,1389,203,1589,850,14,868,622,27,650,315,3,315,602,59,666,598,43,638,105,179,284,9170,4548,13722
SED40034,117,137,253,63,67,132,66,203,272,59,430,494,258,1272,1529,247,567,813,1163,381,1546,810,378,1184,802,358,1158,896,228,1121,484,159,640,508,110,619,911,139,1051,553,9,566,355,20,370,183,0,182,407,50,460,751,34,791,204,246,453,8840,4797,13636
SED40035,71,109,179,30,41,68,30,106,131,36,251,292,163,796,966,166,560,730,696,347,1041,659,378,1038,819,399,1216,872,302,1175,621,235,854,683,171,858,1490,218,1708,1107,30,1135,740,32,769,456,17,470,734,41,773,562,39,600,95,122,219,10036,4186,14219
SED40036,96,112,209,33,29,64,50,110,162,83,268,350,203,653,859,282,289,567,768,231,996,726,332,1063,834,378,1211,991,297,1286,771,237,1011,748,131,876,1623,172,1798,993,40,1032,643,34,673,371,9,383,544,37,582,613,53,669,96,105,197,10463,3536,13995
SED40037,85,139,217,36,68,100,35,194,234,42,443,488,187,996,1181,206,521,726,635,373,1014,577,463,1044,731,488,1215,743,389,1129,594,304,895,564,243,807,1316,339,1654,1051,48,1092,787,50,837,475,8,483,976,80,1056,616,66,682,76,176,254,9733,5386,15120
SED40038,134,115,248,41,64,103,87,207,294,119,434,552,285,1038,1327,380,554,937,980,337,1315,914,538,1457,989,494,1485,1104,319,1416,746,188,925,741,123,865,1324,147,1467,779,37,823,432,25,457,207,6,215,302,36,330,688,78,766,151,227,377,10414,4946,15360
SED40039,70,127,194,21,49,70,39,171,214,61,373,428,197,1005,1210,286,610,899,876,420,1293,807,554,1364,902,497,1397,1014,342,1355,729,225,958,679,160,838,1424,136,1557,828,34,864,485,24,509,250,4,253,272,41,307,609,66,674,109,164,273,9656,5000,14649
SED40040,74,110,177,36,43,75,44,101,151,42,199,245,176,636,813,190,437,626,669,301,973,635,295,929,730,343,1069,830,261,1093,600,193,793,668,113,779,1402,175,1585,1059,22,1079,879,23,907,516,6,525,1084,46,1133,839,33,866,97,104,200,10563,3432,13997
SED40041,89,133,221,37,71,106,48,256,307,64,489,555,270,1263,1534,270,565,835,916,345,1259,715,415,1133,697,377,1074,777,279,1058,519,238,756,490,145,635,934,201,1136,684,17,700,466,41,509,281,4,280,440,65,505,855,44,898,176,243,425,8726,5213,13933
SED40042,105,119,225,33,37,71,61,137,198,91,363,457,222,783,1004,350,511,862,850,296,1145,854,492,1344,864,478,1345,993,302,1297,769,183,947,740,110,852,1385,136,1527,860,26,882,498,27,528,302,8,310,431,26,461,726,68,791,147,198,346,10287,4304,14595
SED40043,89,137,225,39,60,101,43,181,229,65,424,486,158,957,1125,207,537,743,677,362,1040,649,424,1076,811,437,1251,998,324,1323,745,306,1050,761,233,992,1728,324,2055,1173,66,1242,916,70,990,493,18,516,1028,72,1100,620,97,720,73,123,191,11282,5165,16448
SED40044,96,117,215,49,51,92,36,128,163,24,238,262,104,589,700,119,491,612,311,359,665,334,402,730,491,473,962,565,348,909,420,304,732,487,252,744,1066,433,1501,833,60,895,707,120,827,587,35,619,3164,242,3409,593,77,676,54,106,153,10038,4828,14859
SED40045,55,79,136,31,46,77,27,81,111,21,130,148,99,452,554,99,383,484,353,261,607,461,298,755,576,284,863,696,216,918,438,205,646,578,161,741,1178,230,1409,1031,23,1056,1076,49,1134,750,9,752,2321,81,2401,677,50,724,62,48,119,10525,3098,13622
SED40046,72,170,237,43,58,98,39,183,222,43,350,391,139,869,1012,163,555,723,529,381,906,491,425,922,616,506,1121,702,427,1126,547,316,866,561,253,818,1309,367,1680,1038,119,1158,788,107,892,573,48,618,1200,144,1344,480,154,632,60,121,182,9403,5538,14940
SED40047,90,94,180,37,43,75,37,102,144,49,241,284,139,646,792,184,370,555,620,253,871,599,346,949,789,354,1141,912,262,1170,667,211,879,668,132,800,1517,161,1682,1092,21,1111,867,30,890,478,3,481,838,21,862,596,28,628,80,94,180,10268,3403,13671
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,90,141,231,54,73,127,34,166,205,61,339,405,216,873,1085,231,649,876,768,361,1133,618,418,1037,766,405,1172,879,246,1121,613,228,838,623,158,781,1279,250,1523,941,19,959,676,44,721,377,10,386,781,65,846,930,61,990,120,167,292,10060,4673,14733
SED50202,130,188,321,38,54,91,75,194,272,86,417,507,272,952,1219,354,599,956,886,368,1250,781,531,1312,990,592,1582,1123,474,1591,967,329,1295,908,233,1141,1772,305,2079,1226,22,1250,794,48,847,393,12,403,723,57,776,1217,113,1336,164,190,358,12892,5696,18585
SED50304,127,211,338,44,63,106,61,227,289,70,493,557,213,1076,1289,230,599,828,636,426,1059,572,523,1096,683,737,1420,807,623,1430,695,588,1281,670,430,1100,1552,686,2230,1065,84,1154,960,143,1103,641,42,680,1781,182,1961,860,125,992,125,171,295,11795,7423,19217
SED50405,107,107,213,39,40,79,44,78,125,56,179,237,153,434,585,280,346,626,628,220,850,580,289,860,699,397,1096,872,381,1253,815,332,1150,912,239,1155,2140,432,2574,1593,53,1651,1386,95,1479,901,17,922,1719,82,1807,2102,113,2217,133,103,232,15167,3945,19110
SED50502,92,164,258,43,57,98,46,142,185,82,318,401,183,779,961,224,412,631,667,284,951,584,373,953,739,423,1167,865,339,1208,660,272,937,654,219,877,1463,380,1845,1190,55,1251,887,77,963,592,22,617,1210,85,1299,1007,103,1109,122,141,259,11305,4648,15952
SED50605,148,154,298,86,57,141,69,128,196,51,221,272,167,477,643,140,385,529,442,255,696,475,283,759,562,321,884,679,240,920,472,236,708,531,196,728,1181,374,1552,934,45,981,965,110,1074,699,22,720,3678,222,3901,932,98,1030,89,67,154,12299,3890,16187
SED50702,145,230,377,45,81,125,48,210,254,98,437,537,171,943,1115,229,477,706,546,360,907,558,541,1097,655,687,1336,847,608,1462,678,553,1229,690,399,1088,1655,763,2414,1175,105,1283,1003,212,1215,700,49,751,1638,252,1888,1091,249,1339,114,162,275,12085,7322,19404
SED50805,88,166,249,56,62,116,23,175,198,31,275,306,140,722,863,132,502,638,382,352,728,312,349,667,486,389,867,506,351,864,363,324,691,431,256,689,970,482,1451,860,39,896,889,114,1005,642,13,659,3065,193,3254,886,74,962,65,119,179,10334,4951,15279
SED50906,94,155,244,36,62,98,62,189,252,74,417,485,214,976,1189,303,591,892,795,405,1201,646,480,1122,738,507,1247,809,401,1211,635,331,962,688,260,949,1388,386,1771,1063,41,1104,883,97,976,497,28,524,1189,123,1312,1191,90,1280,96,185,277,11380,5728,17111
SED51004,102,105,207,41,37,69,45,83,128,62,169,228,147,339,487,174,275,452,515,195,705,501,246,747,625,290,912,691,223,919,619,245,865,612,177,789,1627,285,1909,1298,30,1330,1165,65,1234,757,13,768,2208,83,2293,1424,63,1490,132,73,206,12736,2988,15728
SED51104,143,132,271,38,49,87,57,116,173,91,268,357,219,629,849,327,417,742,773,247,1024,715,385,1102,828,452,1278,1046,377,1430,855,303,1160,889,258,1145,2035,360,2396,1517,40,1560,1222,85,1312,689,8,691,1471,81,1556,2053,73,2129,147,116,268,15135,4398,19534
SED51205,142,238,377,56,79,136,74,195,274,73,345,419,213,836,1044,262,453,723,781,355,1130,690,469,1160,946,586,1533,980,473,1452,827,407,1233,866,259,1118,1898,431,2329,1370,125,1495,1029,135,1168,592,53,646,1200,136,1334,1136,217,1349,123,144,266,13253,5933,19183
SED51304,96,99,201,58,55,118,51,98,153,30,120,152,161,425,589,133,310,442,378,256,631,417,221,641,580,207,785,596,179,774,438,162,599,477,111,591,1159,234,1389,934,20,952,1107,84,1190,819,10,829,3537,122,3661,966,66,1030,94,82,184,12033,2878,14907
SED51401,108,153,262,57,56,109,62,186,248,63,334,394,198,989,1192,236,468,701,786,251,1040,589,377,962,639,387,1030,724,279,1006,460,240,702,519,182,700,1054,283,1337,748,17,772,555,54,610,310,11,319,751,63,822,1176,39,1220,182,202,381,9223,4578,13803
SED51504,102,143,241,45,65,114,47,149,193,37,258,290,119,509,626,135,410,546,272,317,594,323,365,688,471,382,852,593,340,932,403,293,696,494,209,707,1005,444,1447,843,50,894,869,108,979,648,29,678,4393,261,4654,860,111,973,81,82,159,11738,4542,16280
SED51605,102,114,209,49,44,89,45,87,134,61,210,270,141,468,599,180,259,439,522,229,747,466,290,761,585,375,958,722,353,1066,613,327,941,670,253,923,1787,382,2170,1504,51,1554,1308,92,1400,864,19,882,2184,123,2308,1262,91,1355,79,94,171,13135,3853,16987
SED51706,100,139,243,60,46,109,48,134,182,54,322,384,252,836,1087,244,394,639,857,289,1151,657,321,984,768,336,1109,833,258,1081,569,219,790,650,201,847,1476,286,1760,1180,26,1203,990,88,1074,577,8,585,1207,66,1275,1387,56,1444,148,138,290,12062,4162,16223
SED51804,106,181,290,66,79,143,36,167,201,36,294,327,101,588,691,110,452,566,241,334,571,287,383,664,357,409,766,449,343,789,298,300,598,408,256,665,797,518,1309,680,46,723,723,190,912,548,22,568,5022,512,5537,986,120,1111,68,139,204,11303,5326,16627
SED51902,94,97,195,55,32,83,41,77,122,50,139,186,164,319,489,167,250,414,527,164,694,491,193,683,593,277,867,767,214,984,631,213,845,776,179,954,1718,256,1977,1358,23,1385,1204,65,1269,717,8,723,1906,68,1974,1520,71,1596,125,69,194,12909,2731,15639
SED52006,184,193,371,63,49,114,61,154,214,71,297,362,247,872,1122,274,590,866,1068,323,1391,867,323,1189,904,332,1237,877,201,1079,535,210,746,578,163,748,1186,298,1488,875,22,895,831,81,913,504,6,507,1358,88,1447,1555,70,1621,149,151,307,12189,4431,16613
SED52102,95,142,241,49,49,101,39,105,143,69,235,305,163,539,702,196,417,616,583,255,839,503,318,821,689,403,1098,789,334,1122,619,284,899,679,187,872,1530,330,1861,1232,39,1280,957,82,1040,571,7,583,1199,87,1282,1188,101,1289,127,112,239,11273,4039,15311
