SED_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SED30029,187,1203,120,1516,86,901,278,1268,187,1870,802,2856,356,2047,603,3009,471,2638,415,3519,534,2814,241,3583,675,2409,214,3299,338,1208,113,1650,45,315,28,386,2882,15391,2810,21089,208,1034,101,1346,132,790,54,979,266,1980,192,2433,644,2121,186,2952,655,2602,204,3461,795,2867,207,3876,861,2369,181,3403,316,1059,100,1473,35,401,37,473,3915,15217,1267,20391,401,2242,220,2856,217,1696,338,2250,450,3846,991,5293,1004,4170,792,5957,1126,5235,622,6978,1332,5678,444,7461,1537,4775,394,6703,647,2261,213,3124,80,719,62,863,6795,30611,4075,41484
SED30030,274,1113,41,1434,279,1646,88,2007,520,4062,243,4822,655,3502,166,4323,727,2725,126,3581,399,1968,110,2472,305,1209,75,1591,111,614,58,784,26,290,33,347,3287,17136,930,21348,298,1058,42,1393,427,1808,95,2337,733,4256,215,5207,902,3308,132,4339,874,2675,104,3657,486,2085,100,2669,368,1391,89,1853,169,878,68,1116,25,566,96,683,4289,18027,943,23260,568,2169,82,2825,705,3453,189,4350,1253,8322,454,10023,1554,6814,293,8661,1604,5398,233,7238,880,4053,201,5141,671,2605,162,3441,283,1495,127,1901,52,852,124,1029,7572,35165,1878,44612
SED30031,197,855,157,1207,120,918,203,1255,364,2046,445,2855,604,1689,438,2731,561,1709,367,2633,489,1766,371,2621,334,1102,208,1643,136,490,114,740,22,123,34,183,2831,10707,2341,15870,176,747,130,1056,155,914,119,1191,572,1944,282,2800,899,1587,291,2773,679,1515,253,2446,598,1458,258,2307,336,855,154,1339,148,445,102,699,30,154,48,234,3597,9614,1636,14847,369,1608,288,2266,283,1832,330,2440,934,3995,728,5656,1503,3268,729,5504,1236,3224,617,5078,1086,3220,622,4927,667,1954,360,2984,284,936,219,1443,49,286,85,419,6417,20321,3973,30713
SED30032,187,1289,168,1645,105,932,89,1132,206,1968,238,2418,326,2005,253,2592,448,2653,310,3407,603,3337,332,4268,753,3295,295,4347,322,1650,169,2140,35,422,54,507,2982,17555,1910,22447,237,1085,129,1452,114,865,74,1052,315,2008,204,2532,604,2132,197,2938,610,2739,282,3629,870,3415,263,4544,871,2967,233,4069,361,1535,162,2064,55,553,74,685,4040,17304,1625,22958,421,2378,292,3089,221,1797,157,2181,518,3978,446,4948,937,4137,451,5528,1058,5385,592,7034,1470,6746,595,8809,1617,6262,529,8413,686,3185,327,4204,89,975,131,1196,7023,34852,3529,45408
SED30033,129,1170,107,1398,83,908,81,1072,136,1883,157,2178,238,1887,185,2310,335,2292,213,2843,445,2905,197,3542,654,3687,276,4624,336,2406,229,2974,50,633,116,799,2408,17776,1558,21738,158,1151,93,1395,99,875,63,1035,245,2035,148,2428,439,2177,156,2770,466,2717,195,3379,677,3457,233,4375,874,3870,269,5015,381,2488,331,3193,42,940,207,1188,3376,19718,1690,24781,281,2324,195,2798,184,1785,143,2113,386,3916,307,4605,673,4062,338,5077,798,5007,406,6214,1121,6362,438,7917,1529,7562,549,9635,717,4896,552,6169,93,1578,315,1988,5783,37499,3245,46522
SED30034,198,1199,304,1697,105,916,293,1310,238,2191,829,3262,421,2029,644,3092,549,2504,578,3630,707,3236,459,4400,780,2969,399,4143,360,1495,227,2082,42,469,103,615,3398,16998,3829,24224,231,1034,216,1472,113,758,135,1010,390,2090,362,2839,715,2012,341,3063,790,2566,363,3713,934,3126,338,4401,962,2499,324,3789,384,1430,213,2026,52,627,141,821,4564,16140,2435,23144,422,2230,512,3170,216,1674,426,2319,629,4286,1186,6101,1133,4035,986,6157,1333,5065,943,7343,1639,6363,797,8805,1739,5471,727,7931,747,2920,443,4109,100,1100,246,1439,7966,33146,6262,47366
SED30035,168,1149,106,1422,98,1254,126,1478,289,2816,329,3424,365,2598,324,3281,391,2429,321,3139,356,2656,242,3250,368,2092,161,2620,171,964,110,1245,23,260,44,327,2229,16213,1766,20202,178,1137,82,1400,114,1125,81,1317,424,2942,211,3580,591,2646,208,3444,506,2389,231,3136,485,2495,167,3140,461,1805,142,2416,193,848,96,1134,28,354,49,429,2980,15728,1282,19992,348,2281,192,2821,209,2376,200,2793,709,5756,543,7009,953,5240,534,6731,902,4817,551,6276,835,5147,403,6395,827,3895,307,5035,361,1813,212,2382,49,612,99,760,5203,31940,3052,40193
SED30036,227,1816,235,2275,206,1930,479,2621,330,3885,1450,5668,353,3327,1183,4864,353,3143,635,4130,331,2747,341,3421,246,1677,155,2079,117,851,76,1045,25,290,44,359,2186,19668,4609,26459,316,1632,156,2107,270,1781,177,2225,439,4078,477,4991,557,3581,375,4513,506,3402,225,4123,429,2744,175,3349,318,1896,133,2353,147,1169,99,1414,24,509,52,587,3011,20789,1861,25661,543,3447,391,4380,475,3711,659,4842,763,7967,1929,10659,910,6910,1562,9380,863,6542,855,8257,762,5492,516,6770,561,3575,288,4430,267,2016,184,2459,49,796,98,942,5191,40458,6467,52124
SED30037,185,1342,91,1623,149,1365,107,1619,276,3071,247,3596,364,2695,227,3277,354,2459,173,2990,336,2309,149,2795,268,1591,114,1972,131,852,85,1067,18,280,59,361,2079,15961,1252,19295,199,1249,86,1536,150,1366,99,1614,394,3261,210,3866,501,2715,205,3427,445,2611,169,3218,389,2436,126,2956,353,1680,112,2143,169,1059,144,1373,23,527,170,719,2626,16906,1319,20856,386,2594,178,3160,304,2730,202,3234,668,6333,463,7460,865,5409,429,6708,795,5067,347,6209,723,4745,279,5744,618,3267,225,4111,296,1914,234,2442,45,804,231,1081,4705,32870,2574,40148
SED30038,192,1506,143,1838,140,1505,299,1948,264,2823,643,3729,336,2695,438,3466,346,2701,276,3327,355,2562,161,3079,349,1779,115,2248,152,920,89,1157,22,264,35,324,2158,16761,2203,21116,209,1416,138,1768,181,1424,145,1744,359,3063,231,3646,533,2716,176,3419,496,2892,183,3577,444,2657,129,3237,414,1882,124,2413,179,1075,121,1380,29,325,68,424,2841,17446,1322,21614,401,2924,283,3609,321,2927,443,3691,618,5883,877,7375,872,5410,605,6889,848,5594,462,6905,800,5220,290,6313,759,3662,242,4663,332,1994,214,2540,51,593,101,745,5002,34209,3523,42728
SED30039,232,2117,105,2456,171,1862,127,2158,337,4213,251,4804,619,4856,281,5757,492,3911,222,4625,296,2517,99,2917,206,1361,73,1641,52,549,34,638,3,87,9,100,2402,21479,1201,25085,319,2043,102,2466,227,1771,99,2098,553,4678,264,5490,836,4988,240,6060,602,3896,159,4658,332,2509,100,2943,233,1458,81,1770,54,542,35,632,8,129,9,141,3163,22015,1083,26262,546,4164,208,4923,394,3636,226,4256,890,8890,513,10291,1456,9840,515,11816,1099,7804,387,9282,627,5029,199,5853,432,2823,153,3407,103,1091,74,1268,8,211,19,240,5565,43494,2290,51343
SED30040,239,1387,77,1702,144,1128,80,1354,216,2309,205,2725,407,2457,179,3037,532,2554,191,3276,423,2356,155,2934,456,2048,132,2636,294,1481,120,1898,49,584,104,735,2761,16309,1236,20303,251,1246,78,1575,170,1065,77,1306,339,2478,180,3003,606,2635,173,3417,667,2873,118,3660,575,2770,148,3498,673,2383,148,3204,364,1769,195,2330,50,825,179,1060,3691,18055,1295,23039,491,2638,156,3276,315,2197,157,2663,550,4792,386,5731,1014,5095,348,6452,1202,5428,308,6937,997,5126,304,6429,1133,4427,281,5837,659,3253,317,4226,99,1418,277,1793,6450,34366,2529,43343
SED30041,223,1396,146,1768,122,1126,121,1366,273,2391,369,3029,442,2447,384,3271,452,2471,390,3315,514,2762,343,3617,563,2188,181,2935,260,1145,106,1516,41,331,58,428,2887,16265,2095,21247,246,1208,116,1569,151,1056,129,1340,369,2631,236,3234,694,2490,210,3392,628,2607,210,3448,650,2969,212,3830,631,2156,135,2928,304,1181,133,1624,40,455,62,554,3713,16751,1449,21917,469,2604,263,3336,272,2183,247,2700,641,5025,599,6268,1137,4934,598,6665,1081,5080,603,6759,1164,5730,555,7448,1197,4348,323,5863,567,2328,241,3136,75,785,117,981,6600,33018,3544,43163
SED30042,227,1760,111,2097,142,1713,75,1932,243,3311,220,3774,464,3057,172,3693,473,3138,161,3765,353,2505,130,2989,312,1735,81,2131,129,797,62,995,14,211,18,242,2365,18233,1023,21616,303,1627,96,2029,218,1528,93,1844,428,3394,191,4018,731,3266,180,4183,578,3321,161,4061,386,2632,113,3123,387,1884,91,2364,122,952,59,1136,10,325,15,355,3161,18931,1012,23109,529,3389,203,4126,362,3244,169,3774,670,6705,416,7788,1198,6325,350,7874,1048,6460,327,7827,737,5141,241,6116,699,3624,180,4496,254,1754,124,2124,28,536,35,594,5524,37168,2037,44732
SED30043,191,1361,160,1708,99,1249,132,1476,233,2575,260,3063,372,2376,239,2990,382,2763,263,3407,445,2858,218,3524,396,2289,166,2851,197,1140,115,1451,25,244,53,327,2343,16855,1598,20804,272,1331,150,1747,227,1158,154,1542,380,2654,330,3360,633,2486,288,3409,566,2745,241,3554,530,2803,195,3524,499,2029,175,2702,187,1060,134,1377,25,341,88,454,3315,16602,1750,21663,461,2687,308,3460,325,2410,280,3021,609,5228,584,6420,1009,4860,529,6403,945,5509,500,6953,974,5661,413,7048,892,4320,343,5553,388,2196,242,2828,54,590,140,779,5660,33466,3346,42465
SED30044,191,1838,136,2166,137,1900,180,2213,289,4106,378,4778,366,3488,303,4153,333,3235,273,3847,305,2994,190,3491,247,2176,106,2535,116,1025,81,1222,15,238,16,270,2003,20999,1660,24668,252,1651,139,2043,206,1878,181,2263,479,4357,376,5209,581,3421,289,4295,483,3313,231,4031,437,3034,159,3634,382,2233,143,2752,124,1161,110,1388,14,368,48,427,2955,21410,1673,26035,438,3488,274,4200,344,3773,356,4476,762,8469,755,9986,944,6908,596,8445,822,6555,503,7876,745,6031,353,7126,631,4404,245,5289,236,2184,192,2613,29,601,63,695,4951,42417,3340,50704
SED30045,234,1366,56,1655,158,1228,55,1446,253,2546,151,2948,447,3071,153,3669,582,3193,171,3945,444,2727,137,3307,433,1853,106,2388,219,1005,87,1322,39,356,78,469,2801,17337,997,21139,240,1195,53,1488,215,1071,55,1344,334,2729,125,3191,759,3164,140,4064,821,3220,136,4177,587,2745,104,3435,529,2052,103,2684,268,1244,159,1667,45,652,141,843,3795,18076,1010,22889,472,2564,107,3141,376,2304,110,2784,588,5281,272,6141,1205,6233,294,7734,1408,6413,304,8123,1026,5474,244,6736,960,3903,209,5073,488,2252,243,2987,81,1010,223,1312,6603,35419,2012,44032
SED30046,166,1637,151,1959,148,1707,173,2029,295,3727,378,4407,359,3236,323,3921,339,2982,261,3585,309,2584,186,3084,297,2119,127,2543,171,1119,81,1369,15,312,27,352,2101,19428,1709,23237,224,1431,149,1799,171,1651,156,1988,430,3844,383,4662,511,3202,311,4025,466,3125,240,3835,417,2765,172,3358,396,2346,159,2895,164,1269,119,1542,17,470,42,529,2791,20106,1729,24624,388,3066,297,3754,319,3361,335,4014,734,7572,761,9061,871,6442,627,7942,809,6104,507,7418,725,5350,362,6436,689,4465,283,5434,332,2384,194,2912,35,778,75,884,4890,39535,3433,47858
SED30047,176,1326,128,1632,116,1482,191,1785,267,2943,450,3668,404,2726,465,3598,441,2812,408,3661,427,2805,403,3637,373,2007,215,2595,164,1033,153,1353,38,401,66,499,2407,17542,2482,22435,214,1248,124,1585,158,1392,167,1714,388,2930,357,3680,710,2633,294,3639,599,2790,272,3663,556,2747,220,3520,508,1964,167,2639,280,1297,154,1729,43,706,104,856,3458,17703,1859,23022,386,2579,256,3221,273,2871,354,3505,652,5877,811,7340,1113,5357,763,7235,1043,5604,681,7327,987,5550,623,7158,878,3974,381,5232,443,2331,309,3086,80,1107,171,1358,5861,35246,4347,45455
SED30048,526,1994,62,2579,842,3369,186,4404,783,4433,268,5484,687,3345,156,4194,790,2538,118,3446,516,1873,81,2465,457,1427,84,1966,273,808,64,1146,43,259,31,330,4924,20039,1050,26013,755,1961,96,2809,1142,3149,173,4460,938,4063,283,5281,997,3218,131,4348,1039,2519,103,3670,576,2003,82,2660,555,1639,87,2282,289,916,75,1288,45,390,68,502,6334,19858,1100,27294,1281,3955,159,5390,1987,6517,364,8865,1720,8493,548,10763,1682,6566,295,8545,1832,5058,226,7113,1090,3873,164,5127,1012,3067,170,4244,566,1725,136,2432,83,651,103,833,11257,39903,2155,53310
SED30049,301,1684,79,2068,292,1677,120,2097,395,3350,204,3945,579,3545,174,4297,661,2974,140,3774,405,2149,117,2667,311,1438,59,1811,178,930,70,1180,33,377,45,455,3165,18122,1005,22286,395,1573,79,2044,340,1526,72,1937,484,3475,178,4141,821,3763,163,4743,850,2948,108,3908,457,2331,104,2900,358,1704,66,2138,205,1181,83,1473,31,589,64,681,3952,19089,929,23972,697,3251,161,4114,642,3201,194,4034,881,6824,379,8089,1400,7305,336,9042,1510,5917,245,7680,858,4479,221,5567,672,3137,128,3944,380,2111,156,2650,58,964,111,1136,7114,37208,1936,46254
SED30050,159,940,82,1178,117,1075,111,1303,302,2630,283,3221,386,2309,246,2946,466,2424,279,3172,515,2741,226,3482,643,2464,210,3315,285,1319,141,1745,34,458,77,567,2918,16369,1648,20934,178,862,76,1112,223,1222,123,1569,426,2770,277,3476,549,2334,203,3091,568,2625,228,3420,683,3184,247,4112,763,2548,217,3524,325,1508,179,2020,31,689,164,883,3738,17744,1719,23200,339,1804,152,2295,334,2297,237,2872,734,5399,559,6690,935,4646,447,6035,1038,5045,505,6588,1199,5929,470,7595,1406,5020,426,6843,615,2822,325,3764,58,1146,244,1454,6657,34112,3369,44138
SED30051,175,1185,133,1499,94,956,195,1246,187,1780,425,2390,272,1889,389,2546,370,2503,311,3183,540,3276,283,4094,706,3659,250,4619,318,1788,156,2262,28,413,49,498,2696,17448,2200,22339,181,1027,102,1317,126,832,77,1037,284,1774,159,2212,491,2006,172,2666,504,2672,176,3345,737,3505,214,4450,844,3401,248,4493,309,1622,169,2102,40,591,78,707,3515,17429,1390,22332,359,2209,239,2815,222,1791,269,2279,467,3559,580,4607,766,3896,555,5220,877,5173,482,6531,1274,6776,495,8548,1548,7060,502,9110,627,3412,326,4364,68,1006,131,1203,6213,34876,3587,44675
SED30052,200,970,70,1240,490,3248,304,4035,1080,8817,910,10807,724,4922,544,6186,521,2992,335,3855,492,2252,247,2991,336,1414,158,1908,140,686,93,918,16,192,40,244,3994,25496,2688,32179,282,1062,86,1423,758,3610,351,4722,1382,8527,778,10686,814,3903,390,5103,640,2464,184,3291,497,2022,181,2701,352,1403,131,1888,148,697,100,946,16,383,64,460,4888,24074,2259,31221,478,2030,159,2667,1248,6861,655,8757,2468,17345,1680,21496,1531,8825,937,11293,1163,5461,519,7141,988,4277,424,5695,692,2815,288,3793,287,1381,189,1858,25,575,99,700,8887,49565,4949,63401
SED30053,211,1240,71,1525,226,1431,101,1763,365,3416,327,4107,421,2986,218,3621,454,2787,182,3421,342,2256,127,2729,272,1972,109,2354,162,1101,110,1376,28,310,62,400,2479,17508,1317,21298,271,1208,64,1541,334,1629,116,2075,470,3761,318,4544,581,3200,188,3970,533,2985,153,3670,402,2542,159,3098,376,2260,127,2762,191,1213,136,1541,30,543,164,744,3173,19344,1431,23949,481,2447,136,3062,555,3063,221,3843,834,7178,644,8652,1003,6187,397,7590,991,5772,339,7099,740,4801,286,5824,648,4235,233,5117,352,2320,246,2921,58,860,233,1147,5654,36856,2739,45249
SED30054,315,1150,33,1492,313,1556,77,1947,416,3100,172,3685,585,2984,133,3705,762,2633,134,3522,495,2052,130,2676,378,1306,82,1774,192,659,52,907,33,278,29,344,3484,15727,836,20050,332,1136,31,1504,423,1472,60,1947,591,2987,134,3709,959,2952,111,4030,970,2508,91,3569,600,2046,92,2738,476,1360,54,1887,199,876,68,1138,47,514,57,622,4598,15850,694,21143,653,2285,58,3002,735,3032,128,3894,1007,6086,308,7395,1546,5933,253,7730,1727,5141,219,7092,1098,4093,217,5416,857,2673,136,3660,390,1535,116,2043,83,792,85,964,8089,31575,1532,41192
SED30055,180,1194,182,1558,88,1054,249,1380,205,2140,684,3030,393,2262,684,3340,434,2489,612,3538,405,2858,536,3806,376,2186,312,2868,138,962,121,1222,20,215,31,260,2237,15350,3417,21006,234,1055,177,1465,118,929,123,1167,379,2219,310,2908,685,2188,322,3197,615,2388,323,3327,536,2657,296,3486,461,1706,221,2388,161,783,107,1051,19,245,27,300,3200,14171,1912,19283,411,2245,360,3019,203,1979,369,2548,583,4357,999,5940,1076,4451,1009,6537,1052,4873,939,6861,946,5518,832,7290,832,3892,528,5250,297,1745,234,2279,36,461,65,559,5436,29518,5336,40290
SED30056,375,1655,40,2070,224,1115,48,1390,201,1486,49,1735,535,2628,81,3243,895,2923,103,3918,561,2376,78,3005,527,1687,48,2268,294,1062,46,1399,54,382,42,476,3659,15310,536,19503,383,1317,38,1733,247,856,23,1121,303,1588,47,1942,872,2762,78,3712,1080,3048,62,4191,698,2370,71,3142,593,1896,64,2549,322,1135,76,1538,34,586,82,705,4537,15554,544,20627,762,2970,74,3806,469,1973,71,2512,504,3076,97,3677,1410,5385,155,6949,1969,5975,165,8110,1257,4744,149,6146,1118,3580,116,4817,618,2198,121,2940,89,967,125,1182,8196,30857,1075,40135
SED30057,134,1633,141,1911,105,1714,166,1990,249,3402,336,3985,294,2749,279,3318,252,2873,233,3356,315,2597,168,3085,314,2154,150,2619,137,1249,121,1504,18,375,64,456,1825,18743,1657,22224,234,1513,142,1886,160,1720,179,2061,388,3616,344,4351,506,3017,266,3785,402,3104,209,3713,414,2876,149,3439,392,2427,153,2971,155,1392,125,1680,14,585,122,722,2663,20257,1687,24605,367,3145,283,3797,269,3435,348,4055,635,7018,685,8341,798,5765,541,7101,653,5982,439,7070,734,5477,318,6522,704,4584,300,5586,294,2640,249,3183,37,960,179,1174,4486,39004,3342,46832
SED30058,267,1374,33,1673,186,1189,44,1413,343,2605,97,3051,547,3061,132,3744,574,2734,108,3416,441,2367,98,2912,466,1805,84,2355,223,961,59,1233,28,348,32,401,3065,16453,684,20199,349,1190,52,1587,277,1045,50,1367,427,2736,113,3274,840,3041,122,3999,744,2826,81,3650,553,2459,58,3073,497,2019,74,2587,216,1119,58,1390,29,628,45,706,3932,17054,643,21635,617,2564,86,3260,457,2234,93,2780,769,5344,214,6329,1387,6100,247,7742,1316,5558,189,7063,999,4825,160,5982,962,3824,153,4939,434,2085,116,2629,51,975,79,1103,6993,33506,1330,41828
SED30059,273,1645,97,2015,172,1284,97,1554,235,2465,177,2870,470,3201,224,3898,586,3311,189,4082,416,2756,162,3334,357,2139,147,2636,202,1219,105,1520,25,332,79,442,2733,18340,1276,22345,345,1489,83,1918,252,1257,97,1606,340,2807,212,3364,698,3493,247,4440,746,3555,197,4502,530,3035,138,3702,472,2292,120,2881,218,1245,152,1622,26,453,222,695,3637,19617,1473,24726,619,3131,180,3932,432,2540,192,3155,577,5272,390,6236,1168,6690,475,8338,1330,6862,389,8581,944,5788,299,7030,835,4425,262,5524,420,2458,261,3137,49,792,304,1140,6372,37955,2744,47069
SED30060,236,1608,194,2034,93,1378,157,1632,254,2955,403,3613,423,2706,364,3491,443,2789,325,3564,355,2503,222,3084,324,1846,192,2363,114,813,90,1022,16,185,59,258,2262,16787,2003,21051,193,1456,182,1824,149,1308,164,1620,390,3137,365,3894,657,3011,344,4008,625,2984,270,3879,456,2501,211,3163,375,1845,160,2382,141,885,121,1148,9,245,78,334,2989,17369,1892,22247,425,3068,378,3867,244,2686,314,3247,648,6090,767,7503,1078,5715,708,7498,1070,5773,601,7439,812,4997,434,6245,705,3690,346,4738,253,1702,212,2164,22,434,137,593,5249,34153,3897,43296
SED30061,315,1474,227,2018,301,2008,779,3089,380,2776,839,4001,400,2187,549,3137,440,2345,353,3134,397,2115,242,2750,326,1512,152,1985,141,848,97,1085,24,248,64,335,2722,15511,3296,21539,399,1489,158,2043,354,1828,224,2406,432,2526,362,3320,586,2289,286,3162,531,2447,230,3204,437,2268,157,2855,411,1500,114,2029,201,1072,119,1392,22,497,119,637,3368,15918,1761,21048,721,2962,383,4059,654,3836,1005,5496,810,5301,1207,7319,988,4478,831,6296,967,4788,583,6339,831,4380,394,5610,738,3011,268,4016,340,1923,214,2477,44,745,181,973,6092,31431,5060,42586
SED30062,200,1741,79,2028,166,1832,110,2107,375,4511,324,5211,528,4355,291,5175,416,3284,187,3887,307,2368,129,2800,302,1791,92,2191,140,950,83,1172,23,285,75,387,2460,21128,1366,24957,318,1700,91,2104,280,1911,103,2292,556,5130,300,5986,734,4388,270,5397,559,3457,153,4171,406,2712,107,3228,372,2102,106,2583,181,1193,121,1494,34,502,173,708,3443,23090,1426,27963,522,3441,173,4135,446,3741,210,4399,931,9642,622,11197,1264,8751,561,10568,978,6740,342,8059,712,5078,233,6027,667,3901,200,4773,322,2143,200,2667,57,789,248,1094,5904,44223,2788,52918
SED30063,177,1163,184,1528,111,908,117,1132,253,1900,259,2413,409,1880,249,2543,457,2436,309,3207,632,2940,363,3941,755,3078,368,4196,332,1699,226,2260,48,392,51,493,3186,16405,2131,21723,208,1044,172,1423,142,870,110,1121,366,1878,227,2468,604,1793,257,2652,613,2537,296,3449,878,2915,336,4125,882,2768,333,3984,350,1440,204,1998,51,524,75,654,4089,15771,2009,21867,385,2208,355,2949,252,1779,232,2256,626,3776,487,4888,1010,3674,508,5192,1076,4977,609,6654,1504,5856,698,8064,1639,5847,694,8185,689,3139,428,4255,98,920,128,1151,7272,32179,4140,43592
SED30064,183,1183,87,1456,122,986,83,1187,254,2176,165,2597,363,2263,240,2863,485,2504,238,3226,510,2553,192,3251,556,2181,152,2889,310,1207,93,1616,31,413,68,515,2817,15466,1325,19604,231,1122,72,1429,156,977,65,1197,326,2175,167,2672,621,2321,185,3129,709,2689,168,3565,722,2725,165,3616,701,2266,154,3123,354,1296,116,1769,61,589,117,766,3881,16163,1207,21256,422,2305,159,2885,271,1963,143,2382,582,4349,338,5271,980,4585,426,5994,1191,5198,404,6788,1228,5279,355,6866,1262,4443,310,6014,665,2509,212,3382,95,1005,183,1281,6701,31633,2533,40865
SED30065,201,1423,77,1703,99,951,51,1104,234,2136,139,2506,492,2979,242,3710,591,3048,207,3842,510,2753,145,3412,626,2532,138,3294,277,1344,93,1714,27,380,53,457,3054,17542,1147,21745,264,1241,67,1571,127,900,63,1088,340,2425,139,2905,775,3094,194,4069,790,3170,156,4112,685,3072,154,3903,802,2538,127,3458,295,1366,94,1755,37,529,57,624,4100,18336,1053,23491,463,2664,148,3274,221,1847,125,2190,571,4560,283,5415,1270,6075,430,7775,1378,6218,363,7954,1196,5825,297,7315,1421,5070,261,6756,568,2707,189,3471,59,908,114,1085,7154,35880,2204,45233
SED30066,174,1128,97,1398,84,742,64,889,141,1486,167,1797,314,1899,172,2389,559,2575,242,3378,599,2881,202,3682,815,2874,187,3873,387,1649,126,2171,40,442,73,554,3126,15674,1335,20139,225,971,53,1243,88,634,57,783,196,1475,136,1802,506,2115,196,2811,699,2869,211,3785,886,3244,195,4323,939,2845,171,3948,406,1606,182,2202,65,627,137,832,4009,16387,1334,21728,392,2093,151,2642,177,1375,122,1666,338,2959,306,3600,818,4012,364,5200,1264,5442,456,7169,1489,6123,398,8011,1756,5717,352,7822,796,3259,310,4369,107,1071,206,1386,7135,32060,2667,41863
SED30067,222,1229,92,1545,200,1507,109,1813,426,4358,304,5090,551,3862,220,4631,462,2953,171,3589,372,2349,124,2841,291,1601,86,1977,131,760,53,948,20,302,33,360,2676,18927,1193,22788,221,1060,50,1333,273,1562,116,1955,581,4428,281,5287,760,3613,183,4555,672,2851,121,3642,448,2333,92,2874,381,1693,72,2143,182,983,55,1227,44,575,93,710,3559,19100,1064,23728,446,2296,142,2881,475,3074,228,3767,1004,8783,586,10376,1316,7476,393,9184,1131,5807,295,7234,818,4676,216,5714,669,3291,161,4118,316,1741,112,2174,63,881,125,1070,6232,38024,2253,46512
