SED_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
SED30038,0,0,0,28,23,16,32,28,3,137,0,0,0,0,0,3,0,3,0,13,0,0,3,12,0,6,0,4,0,23,0,6,13,95,31,11,17,6,0,175,0,6,0,11,9,4,0,0,0,25,0,4,0,12,4,0,0,0,0,14,0,0,4,0,0,0,0,0,0,6,0,0,5,14,7,15,10,3,0,55,0,0,0,0,0,3,7,13,5,25,0,0,4,14,9,4,0,0,0,23,0,0,4,21,3,3,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,3,35,29,31,11,8,0,119,0,0,0,3,0,4,9,7,0,25,0,0,0,4,0,0,0,0,0,16,0,0,0,3,0,4,0,0,0,6,0,0,0,7,0,0,0,0,0,11,0,0,0,11,17,24,53,42,15,158,4,93,141,486,307,247,155,64,14,1505,0,0,0,0,0,0,0,0,0,5
SED30039,0,0,8,40,39,39,51,21,4,210,0,3,0,4,0,0,0,0,0,10,4,3,18,50,16,15,13,0,0,115,23,214,187,1957,329,96,50,20,3,2877,0,8,4,47,12,12,11,6,0,100,0,11,12,85,32,24,11,7,0,171,0,6,10,18,16,5,5,0,0,60,0,6,14,39,17,16,19,4,0,117,0,0,4,8,4,10,15,14,3,60,3,10,4,38,16,5,0,0,0,80,0,4,17,94,40,10,3,0,0,173,0,0,0,5,7,0,0,0,0,14,3,14,17,107,49,29,22,5,0,238,0,0,0,0,0,9,8,12,0,28,0,0,0,13,0,3,5,4,0,30,0,0,0,6,8,0,0,0,0,24,0,4,18,205,18,10,3,0,0,251,0,5,11,22,35,34,50,23,5,179,43,495,645,1658,821,470,217,59,10,4412,0,0,0,9,4,4,0,0,0,12
SED30040,3,9,8,57,37,33,62,79,25,306,0,0,0,0,4,0,4,6,5,22,0,4,3,18,0,4,3,0,0,40,7,14,34,178,31,12,9,4,7,305,0,3,3,19,8,0,8,0,0,43,0,0,3,16,10,0,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,13,12,27,26,23,20,16,8,138,0,4,7,15,7,23,20,17,12,108,0,7,3,18,18,3,4,0,0,53,0,8,5,62,8,0,0,0,0,82,0,0,0,0,0,3,0,0,0,5,0,0,0,35,15,10,19,3,3,87,0,0,0,0,0,12,11,13,0,36,0,0,0,4,3,9,0,0,4,17,0,0,0,0,3,0,0,3,0,7,0,0,16,39,0,0,3,0,0,58,0,4,4,25,23,24,50,42,25,205,13,97,160,566,430,422,356,213,59,2322,0,0,0,0,0,0,0,0,0,4
SED30041,0,4,0,25,13,26,39,27,8,147,0,0,0,0,4,0,0,0,0,8,0,0,0,8,8,5,0,0,0,23,3,16,23,178,32,13,13,5,0,286,0,0,0,10,7,0,0,6,3,30,0,0,0,12,4,0,0,5,0,25,0,0,0,0,0,0,0,0,0,4,0,10,4,16,13,7,9,10,0,68,0,0,0,8,6,9,6,7,3,39,0,3,0,13,8,0,0,0,0,33,0,6,0,11,10,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,4,0,12,8,12,0,0,0,44,0,0,0,0,0,0,9,6,4,20,0,0,0,4,0,0,0,0,0,4,0,0,0,11,4,5,3,0,0,20,3,0,17,75,7,4,0,0,0,109,0,0,0,6,0,11,40,19,10,93,5,52,88,259,218,227,209,66,14,1148,0,0,0,0,0,0,0,0,0,4
SED30042,0,0,5,25,31,24,54,30,7,176,0,0,0,3,0,0,3,6,0,7,0,3,7,19,4,5,4,0,0,36,0,20,13,203,30,22,11,12,0,309,0,0,3,18,9,4,5,11,0,49,0,0,0,4,6,0,0,4,0,19,0,5,9,9,7,5,0,0,0,35,3,12,10,38,24,5,14,5,0,108,0,0,0,12,10,13,18,14,7,77,0,7,7,21,9,4,0,0,0,48,0,5,8,62,9,11,0,0,0,94,0,0,0,0,4,3,0,0,0,11,0,0,4,19,24,17,10,3,0,77,0,0,0,0,0,9,12,3,0,25,0,0,0,0,4,10,10,0,0,31,0,0,0,8,0,6,0,0,0,18,0,3,5,27,0,3,0,0,0,43,0,0,0,18,20,35,45,28,17,163,21,178,305,895,521,431,225,72,20,2658,0,0,0,0,4,0,0,0,0,7
SED30043,0,0,9,31,26,38,51,32,9,198,0,0,0,0,0,0,0,0,0,5,0,5,36,30,3,5,0,0,0,78,4,15,55,279,7,14,4,8,3,392,0,5,3,26,15,8,10,4,0,74,0,0,0,9,0,0,0,6,0,16,0,4,0,5,3,0,0,0,0,15,0,4,8,26,13,18,3,7,4,80,0,0,5,12,0,4,6,5,3,32,0,4,9,57,7,0,4,0,0,84,0,4,17,83,9,0,0,0,0,108,0,0,0,0,0,0,0,0,0,6,0,5,10,22,11,10,4,0,0,68,0,0,0,0,0,6,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,7,6,62,11,4,0,0,0,87,0,0,0,8,0,0,0,0,0,8,0,0,5,13,18,20,62,54,6,177,3,38,73,306,328,262,203,70,9,1287,0,0,0,0,0,0,0,0,0,8
SED30044,0,0,0,28,30,41,77,46,23,238,0,0,0,3,0,0,7,0,5,14,0,0,4,44,10,15,13,0,3,93,15,49,135,940,54,45,18,17,3,1272,0,3,9,33,6,12,16,5,0,85,0,0,11,25,5,0,5,0,0,47,0,9,11,35,9,3,0,0,0,83,0,7,4,27,11,13,5,12,6,89,0,0,0,9,4,7,18,12,6,65,0,0,6,19,9,9,3,4,0,45,0,4,6,44,17,4,0,0,0,87,0,0,0,0,0,4,0,0,0,4,0,11,11,34,24,29,10,3,0,114,0,0,0,5,7,10,19,7,4,49,0,0,0,10,4,4,7,8,0,29,0,0,0,16,0,6,4,0,0,26,0,0,0,13,0,0,0,0,0,9,0,0,0,17,23,27,66,50,23,213,50,296,502,1442,659,606,356,125,19,4054,0,0,0,3,0,0,3,0,0,12
SED30045,0,4,3,64,31,32,35,30,13,216,0,0,6,6,6,7,17,13,0,46,0,13,5,25,11,19,10,7,0,85,0,17,32,219,51,30,16,11,6,381,0,9,0,24,15,0,14,3,4,70,0,0,0,35,12,5,6,6,0,59,0,0,0,3,4,0,0,0,0,9,3,18,3,150,57,25,24,13,6,295,0,10,3,27,16,10,15,12,11,110,0,3,3,26,20,9,3,0,0,75,0,0,3,41,10,6,0,0,0,63,0,0,0,0,3,0,0,0,0,10,0,0,3,32,25,23,7,6,0,90,0,0,0,0,0,8,7,5,0,15,0,0,0,4,4,7,5,0,0,19,0,0,3,0,0,0,0,0,0,3,0,0,3,19,0,6,0,0,0,27,3,10,4,18,16,18,31,27,3,114,20,163,272,992,656,511,291,87,24,3008,0,0,0,3,0,0,0,0,0,12
SED30046,0,0,3,26,26,30,73,42,17,212,0,0,0,3,6,8,13,5,7,37,0,4,3,22,6,13,10,0,0,58,0,27,71,534,42,31,31,13,4,756,0,4,13,28,14,9,10,3,0,84,0,4,4,18,6,8,3,3,0,48,0,4,0,20,5,4,0,0,0,34,0,3,8,42,13,13,29,12,11,123,0,0,4,0,0,7,19,14,5,57,0,0,5,34,25,8,0,3,0,72,0,5,4,60,15,11,3,0,0,104,0,0,5,11,10,12,3,3,0,43,0,0,8,38,17,24,25,10,0,119,0,0,0,6,0,3,8,9,3,28,0,0,0,4,5,6,0,3,0,23,0,0,3,14,4,4,4,0,0,33,0,0,5,12,0,0,0,0,0,17,0,0,0,13,13,16,61,42,16,173,39,331,541,1630,816,652,446,181,29,4661,0,0,0,3,0,0,3,0,0,11
SED30047,3,3,4,26,13,30,38,27,9,149,0,0,0,0,0,0,0,3,0,8,0,0,0,8,0,5,0,0,0,17,13,39,26,335,42,11,11,9,3,484,0,3,3,25,13,3,0,0,6,55,0,0,0,18,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,4,0,39,4,5,7,5,0,70,0,7,0,16,4,10,24,21,18,102,0,9,0,11,5,0,3,0,0,30,0,0,0,39,0,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,15,52,17,4,7,0,0,92,0,0,0,8,0,13,44,49,21,130,0,0,0,5,0,0,0,4,0,6,0,0,0,24,4,3,0,0,0,29,0,3,12,54,5,5,0,0,0,77,0,0,8,7,17,9,39,32,8,114,5,58,126,361,262,238,158,69,11,1292,0,0,0,0,0,0,0,0,0,0
SED30048,3,17,32,97,42,37,40,26,3,295,0,3,4,0,0,9,4,3,5,27,6,67,183,180,56,57,38,9,0,593,21,157,226,972,196,59,32,25,5,1693,14,45,67,179,46,17,13,8,0,400,0,33,35,246,72,22,17,10,0,434,0,4,6,14,3,4,0,0,0,36,4,8,19,63,47,32,12,17,9,205,0,12,24,69,40,16,22,8,14,197,6,42,68,130,72,23,14,5,4,374,7,47,84,216,99,15,14,3,0,491,0,0,6,15,3,4,6,0,0,27,0,40,234,276,88,48,52,30,7,775,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,4,7,4,0,30,0,0,9,10,0,0,4,0,0,30,0,8,129,225,3,6,6,0,0,374,0,10,17,33,23,16,30,15,0,143,11,68,282,408,247,218,133,59,13,1446,0,0,0,5,3,0,4,3,0,14
SED30049,0,0,8,34,39,18,39,28,9,170,0,8,0,15,11,14,48,75,52,217,15,95,107,320,95,100,65,15,3,820,9,202,264,1242,351,97,79,30,10,2283,0,10,20,93,43,22,16,20,0,219,0,11,16,107,39,18,9,7,0,202,0,9,8,31,30,0,5,0,0,85,0,17,18,53,34,17,11,6,0,167,0,0,9,23,15,12,26,32,31,147,3,13,16,88,54,16,9,0,0,192,7,112,144,604,240,65,15,5,0,1198,0,0,0,11,12,12,13,0,0,57,3,35,108,334,124,84,86,30,0,807,0,4,0,0,0,0,5,4,0,19,0,0,0,5,0,6,0,0,0,20,0,7,0,13,14,4,6,0,0,40,0,0,23,63,7,3,0,0,0,94,0,7,4,15,16,8,17,36,0,104,16,164,228,533,317,235,132,69,22,1720,0,0,0,3,3,10,4,4,0,31
SED30050,0,3,11,64,31,46,80,52,16,307,0,0,0,4,7,4,4,4,9,27,0,7,3,19,4,9,8,0,0,47,9,34,59,355,25,14,14,16,0,527,0,3,5,24,7,4,6,6,6,59,0,0,0,18,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,4,57,22,32,19,7,7,148,0,0,5,40,16,15,19,19,8,126,0,0,17,51,10,9,7,0,0,93,0,3,12,109,3,3,0,0,0,134,0,0,0,3,0,4,3,0,0,15,0,3,0,20,19,17,11,3,0,72,0,0,0,0,0,0,13,7,4,28,0,0,0,3,0,3,0,0,0,10,0,0,0,4,0,5,0,0,0,6,0,4,72,213,0,0,0,0,0,290,0,3,3,18,11,14,54,38,21,166,10,68,136,550,361,475,421,209,63,2291,0,0,0,0,0,0,0,0,0,0
SED30051,0,3,0,19,22,39,101,74,15,266,0,0,0,0,0,8,9,0,0,10,0,0,0,0,0,0,3,0,0,10,0,7,5,62,15,8,6,6,0,116,0,0,4,9,8,0,10,7,0,39,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,4,9,0,18,10,6,0,41,0,0,0,4,3,9,16,10,3,44,0,0,0,0,3,5,4,0,0,16,0,0,0,18,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,3,0,0,0,16,10,12,10,0,0,51,0,0,0,0,0,6,27,15,0,52,0,0,0,0,0,0,0,6,0,11,0,0,0,3,0,0,0,0,0,3,0,0,4,21,0,0,0,0,0,26,0,0,0,5,7,38,74,44,10,179,4,41,43,179,218,313,334,145,19,1294,0,0,0,0,0,0,0,0,0,0
SED30052,5,0,29,155,34,30,23,20,8,301,0,0,0,17,6,6,6,5,4,37,3,28,207,215,51,52,27,8,0,588,55,158,230,1317,81,47,23,17,0,1936,0,12,93,160,29,13,10,4,0,323,6,15,18,266,30,8,14,0,0,351,0,0,4,16,4,0,0,0,0,34,0,4,18,237,27,41,26,18,3,371,0,4,30,219,25,25,53,69,59,482,13,21,86,306,71,31,5,4,5,549,3,28,145,722,92,33,20,0,0,1041,0,3,3,19,7,9,0,0,0,43,0,6,119,274,46,45,33,13,6,543,0,0,0,4,0,6,9,3,0,15,0,0,3,18,0,5,4,0,0,31,0,0,24,26,8,4,4,0,0,64,0,3,154,217,5,0,0,0,0,381,0,3,18,44,14,19,28,10,0,131,7,47,237,996,317,319,149,69,9,2160,0,0,0,6,3,0,3,3,0,11
SED30053,4,4,14,65,22,15,47,52,22,242,0,0,0,4,3,9,17,27,5,61,5,27,27,65,39,40,33,6,0,231,0,11,83,184,26,32,13,10,0,355,0,0,12,37,21,12,19,8,5,115,0,4,0,24,7,10,7,0,0,59,0,0,0,9,6,0,4,0,0,15,0,0,5,68,26,12,21,10,3,151,0,4,4,78,21,27,61,50,28,268,3,30,49,209,138,53,25,16,4,521,0,21,27,79,56,18,12,5,3,223,0,0,0,4,8,16,8,8,0,44,0,9,28,37,45,46,37,10,4,214,0,0,0,3,0,11,24,20,9,67,0,0,0,11,5,3,0,5,0,28,0,0,0,3,9,3,3,0,0,23,0,0,10,9,0,0,0,0,0,18,0,7,4,22,20,22,42,39,17,161,13,106,310,1014,619,489,430,164,50,3201,0,0,0,17,5,11,11,0,0,47
SED30054,0,3,5,76,40,31,33,21,13,229,0,0,4,9,0,9,14,28,12,76,0,38,37,67,21,24,3,4,0,190,0,42,56,401,76,37,20,9,6,640,0,3,12,37,17,8,7,7,3,93,0,3,9,81,21,9,10,0,0,135,0,4,5,8,9,3,0,0,0,27,0,5,9,89,35,14,27,12,6,189,0,0,7,47,22,7,18,12,17,125,8,47,36,142,71,13,9,4,0,322,0,4,14,131,22,10,7,0,0,188,0,0,0,5,4,9,4,0,0,24,0,15,18,100,42,36,15,9,0,236,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,0,4,0,0,23,0,6,26,91,3,0,0,0,0,127,0,6,5,29,12,18,26,15,3,122,4,35,129,409,288,202,110,57,12,1253,0,0,0,3,0,4,0,0,0,12
SED30055,0,0,0,27,11,12,29,15,0,102,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,6,3,4,73,12,4,3,0,0,114,0,0,0,6,3,3,5,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,3,16,3,3,5,3,0,39,0,0,0,3,0,0,12,11,3,38,0,3,0,6,3,0,0,0,0,12,0,3,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,0,0,23,0,0,0,0,4,9,42,31,9,96,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,10,0,0,0,15,0,3,0,0,0,20,0,0,0,0,11,15,14,21,0,68,7,21,44,237,179,215,133,28,8,857,0,0,0,0,0,0,0,0,0,0
SED30056,6,16,11,71,71,43,60,46,17,336,0,0,0,4,5,4,4,4,5,29,0,24,28,58,44,33,30,19,3,245,0,81,46,382,159,115,69,35,17,905,0,4,13,42,25,17,23,9,4,133,0,14,13,148,67,21,17,12,0,296,0,0,3,6,0,0,0,0,0,12,4,26,17,68,44,30,19,13,9,224,0,5,4,13,18,8,29,14,13,113,0,7,20,42,46,30,12,9,3,170,4,41,49,114,88,19,5,6,3,345,0,0,0,6,3,0,5,0,0,11,0,17,29,97,84,65,71,38,3,410,0,0,0,0,0,3,0,6,0,11,0,0,8,10,8,0,8,3,0,32,5,0,0,8,4,4,0,0,8,25,0,0,5,13,3,0,0,0,0,24,0,9,8,27,38,38,41,39,7,204,3,88,123,332,313,232,159,90,29,1377,0,0,0,4,5,0,0,0,0,16
SED30057,0,4,10,25,21,26,70,44,16,202,0,0,0,3,0,0,9,3,0,19,0,0,0,40,9,9,10,0,0,68,3,13,16,145,24,14,15,11,0,238,0,6,3,39,14,7,11,0,3,86,0,0,0,11,4,3,3,0,0,25,0,0,0,7,0,0,4,0,0,13,0,14,6,19,12,17,13,14,8,105,0,6,7,15,0,10,22,18,14,87,0,5,10,52,7,0,0,0,0,79,0,0,29,190,9,0,0,0,0,228,0,0,0,0,4,0,0,0,0,7,0,6,17,53,17,22,11,8,0,129,0,0,0,0,0,5,6,4,6,30,0,0,0,0,3,3,14,12,0,34,0,0,0,12,0,4,0,0,0,16,0,8,13,7,0,0,0,0,0,34,0,0,8,10,12,21,63,42,13,164,21,177,309,794,514,399,327,151,32,2716,0,0,0,0,0,3,0,0,0,7
SED30058,0,11,7,61,50,33,80,56,20,314,0,0,0,5,0,0,0,0,0,10,3,14,14,68,27,54,51,9,0,240,6,81,86,457,183,109,53,36,13,1026,0,5,5,57,22,14,34,11,6,158,0,32,43,228,84,47,23,15,0,470,0,9,12,18,9,11,10,0,0,65,0,12,5,64,30,22,28,13,3,174,0,5,0,18,15,13,27,29,27,129,4,10,9,68,38,15,16,3,4,169,0,17,32,110,64,30,18,6,0,285,0,0,0,20,16,32,18,12,3,106,0,8,33,114,77,76,91,35,12,438,0,0,0,7,0,0,6,8,10,34,0,0,0,3,0,7,7,0,0,20,0,0,0,14,0,9,3,0,3,23,0,4,5,42,8,4,5,0,0,64,0,0,0,13,12,12,50,34,5,138,9,93,160,532,323,276,169,70,18,1641,0,0,0,3,3,13,9,4,0,38
SED30059,0,9,0,53,35,65,55,85,22,322,0,0,0,5,0,3,8,7,0,33,0,12,22,57,22,30,21,5,0,169,0,9,29,136,70,30,18,23,10,324,0,10,3,34,20,10,10,10,4,107,0,0,4,30,8,7,7,6,0,61,0,0,0,7,0,5,0,0,0,16,0,14,18,51,33,20,11,20,4,171,0,7,0,17,22,25,39,26,19,157,0,35,50,109,134,72,33,10,0,455,0,14,21,65,58,25,8,4,0,197,0,0,0,0,7,5,0,4,0,19,5,4,12,58,26,32,19,13,0,175,0,0,0,0,0,8,24,18,9,62,0,0,0,20,7,6,9,9,6,52,0,0,0,5,0,8,0,0,0,15,0,0,13,19,0,0,0,0,0,32,0,6,5,21,12,27,60,47,10,194,16,112,311,998,803,696,464,209,64,3670,0,0,4,7,5,3,5,0,0,22
SED30060,0,0,0,27,25,35,46,42,12,193,0,0,0,0,3,4,3,7,8,22,0,4,0,11,7,9,5,0,0,43,4,17,19,246,53,35,26,11,11,418,0,3,5,31,24,12,11,5,4,96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,28,10,9,8,8,0,65,0,3,0,20,9,23,50,51,36,194,0,14,13,139,148,32,11,0,0,352,0,9,6,44,29,5,0,0,0,86,0,0,0,0,0,6,0,0,0,3,0,0,4,14,9,20,12,4,0,73,0,0,0,0,6,5,8,0,0,23,0,0,0,0,0,0,0,0,0,11,0,0,0,12,3,0,0,0,0,16,0,21,26,28,0,0,0,0,0,75,0,3,0,21,9,22,40,9,3,113,10,63,93,370,285,240,168,71,8,1304,0,0,0,3,0,0,0,0,0,3
SED30061,0,5,7,41,15,21,19,27,6,143,0,0,8,5,3,4,10,4,4,34,0,0,12,23,0,6,9,6,0,53,9,57,170,471,211,64,24,11,4,1018,0,3,18,20,9,9,5,4,0,68,0,0,0,18,0,0,3,0,0,29,0,5,8,3,4,4,3,0,0,21,0,19,5,16,12,5,13,5,3,86,0,0,3,20,6,15,22,36,33,133,0,7,14,26,11,9,3,0,0,69,3,21,12,118,35,3,0,0,0,196,0,0,0,0,0,0,0,0,0,5,0,5,21,53,24,28,8,6,0,154,0,0,0,0,0,0,4,3,0,10,0,0,0,5,0,0,0,0,0,7,0,0,4,26,3,10,8,0,0,50,0,0,8,60,3,0,0,0,0,79,0,0,5,11,11,19,16,16,5,89,5,41,105,253,176,194,109,48,15,945,0,0,0,0,0,0,0,0,0,0
SED30062,0,8,8,32,25,32,44,24,7,174,0,0,6,0,0,4,0,0,0,15,4,0,3,27,9,12,5,0,0,54,22,187,142,1668,191,89,50,5,4,2363,0,6,11,29,20,3,12,13,0,85,0,3,5,39,11,0,3,0,0,67,0,4,9,15,5,4,0,0,0,37,0,19,8,69,19,23,17,8,6,160,0,4,0,21,8,17,23,20,9,105,0,4,0,35,23,5,5,0,4,84,5,25,15,141,19,5,0,0,0,215,0,0,3,5,4,3,0,0,0,15,4,11,11,53,23,27,20,3,3,144,0,0,0,0,0,5,9,3,0,27,0,0,4,0,6,9,6,0,0,34,0,0,8,44,12,10,8,0,0,83,3,13,21,210,10,6,0,0,0,265,0,0,4,12,10,22,45,31,7,136,56,431,607,1517,703,447,326,100,36,4226,0,0,0,9,0,3,0,0,0,10
SED30063,0,0,3,12,25,27,63,52,9,194,0,0,0,0,0,3,0,0,0,3,0,0,0,11,0,3,0,0,0,13,0,3,4,61,0,7,3,6,0,101,0,0,0,9,0,0,3,4,0,18,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,14,0,52,0,5,0,7,5,0,11,4,0,27,0,0,3,8,0,0,0,0,0,15,0,0,3,33,0,0,0,0,0,37,0,0,0,0,0,0,4,0,0,3,0,0,4,12,6,13,0,0,0,39,0,0,0,0,0,0,12,4,0,16,0,3,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,7,10,20,68,43,5,154,8,11,32,150,207,246,264,109,11,1035,0,0,0,0,0,0,0,0,0,3
SED30064,0,4,7,42,31,56,77,57,9,287,0,0,0,0,0,3,0,3,3,14,0,0,7,5,3,10,3,5,0,31,0,14,10,98,14,8,11,5,0,164,0,0,8,19,12,4,11,4,4,60,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,11,25,26,14,7,14,3,100,0,5,0,14,4,9,19,6,8,66,0,7,5,21,11,6,0,0,0,61,0,0,5,17,0,3,0,0,0,32,0,0,0,0,0,6,0,0,0,5,0,0,0,12,17,11,5,0,0,46,0,0,0,0,0,6,4,3,0,25,0,0,0,3,0,6,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,3,11,21,0,0,0,0,0,30,0,5,6,19,20,26,60,43,21,205,6,38,115,440,365,388,316,107,36,1788,0,0,0,0,0,0,0,0,0,0
SED30065,0,10,6,70,42,53,83,61,20,351,0,0,0,0,0,0,3,3,0,12,0,10,7,9,5,8,5,0,0,37,0,12,11,89,14,25,16,15,9,188,0,5,10,21,18,5,8,4,0,72,0,0,0,5,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,13,3,52,25,17,18,12,4,148,0,8,6,32,18,14,22,14,14,114,0,4,4,31,17,9,0,0,0,70,0,3,7,55,3,0,3,0,0,74,0,0,0,0,0,0,0,0,0,9,0,3,4,18,26,29,7,0,0,89,0,0,0,6,0,3,13,14,0,38,0,0,0,0,0,4,4,6,0,18,0,0,0,3,0,0,4,0,0,10,0,4,4,39,4,0,0,0,0,52,0,10,5,29,39,21,75,54,17,248,5,101,132,571,446,408,345,174,46,2221,0,0,0,0,0,0,0,0,0,5
