SED_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
SED30058,285,65,67,67,74,27,11,11,1048,0,0,0,0,0,0,0,0,0,0,4,584,367,441,84,96,89,98,33,14,28,1839,598,267,183,25,23,9,22,14,3,15,1170,568,599,466,68,71,50,47,15,6,26,1917,30,30,33,9,10,9,12,0,0,7,141,0,0,0,0,0,0,0,0,0,0,3,604,627,499,73,80,60,61,15,6,30,2064,0,0,0,0,0,0,0,0,0,0,0,1197,897,685,101,105,74,82,31,11,44,3234,981,207,93,7,9,4,9,0,6,24,1344,827,357,181,16,15,11,14,6,0,14,1442,101,46,42,6,6,10,7,0,0,8,237,0,0,0,0,0,0,0,0,0,0,3,924,401,224,22,27,19,21,11,3,17,1683,0,0,0,0,0,0,0,0,0,3,3,1913,610,318,34,27,29,35,9,3,46,3030,1117,90,29,4,4,0,0,4,0,13,1269,991,109,44,4
SED30059,176,51,53,39,42,19,3,12,603,0,0,0,0,0,0,0,0,0,3,8,462,328,380,97,81,75,66,29,8,45,1579,756,444,255,53,20,31,27,12,8,16,1617,309,362,201,48,34,24,33,12,3,14,1045,14,15,14,5,11,7,8,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,320,381,213,49,43,33,42,16,3,12,1124,0,4,0,0,0,0,0,0,0,12,9,1080,822,467,103,67,64,72,34,6,47,2756,1414,445,198,15,22,20,28,6,3,29,2182,458,204,107,19,22,11,8,8,0,5,839,31,31,24,5,0,8,5,3,0,4,110,0,0,0,0,0,0,0,0,0,0,0,491,234,130,27,22,20,13,10,0,11,945,0,0,0,0,0,0,0,0,0,11,10,1902,676,329,40,47,36,34,18,3,49,3136,1627,248,80,18,9,7,3,6,0,31,2038,425,80,25,0
SED30060,195,32,27,29,44,9,5,9,605,0,0,0,0,0,0,0,0,0,0,5,342,242,293,57,44,64,53,15,5,18,1135,374,161,92,12,11,9,7,0,0,21,686,200,271,172,25,17,14,13,4,0,11,728,18,47,25,0,3,3,8,0,0,0,113,0,0,3,0,0,0,0,0,0,0,8,220,317,204,26,12,18,19,7,4,12,851,0,0,0,0,0,0,0,0,0,0,0,593,482,291,41,26,27,29,12,8,33,1532,653,119,48,4,3,3,6,0,0,25,867,375,158,72,14,11,9,3,6,0,8,655,48,31,14,5,0,0,0,4,0,0,108,5,0,0,0,0,0,0,0,0,0,5,424,191,84,17,11,6,6,5,0,9,761,0,0,0,0,0,0,0,0,0,0,0,1078,311,134,17,18,14,12,6,0,36,1633,820,62,23,4,6,5,0,0,6,24,935,318,43,22,0
SED30061,196,62,89,100,125,67,7,21,861,0,0,0,0,0,0,0,0,0,13,15,216,220,279,83,100,130,150,83,11,48,1319,250,118,79,5,14,15,10,8,3,13,513,114,295,202,43,34,42,32,26,7,8,802,0,24,28,3,7,24,22,9,3,5,126,0,0,0,0,0,0,0,0,0,0,0,116,325,230,47,37,62,53,31,13,7,928,0,0,0,0,0,0,0,0,0,13,13,364,443,313,53,51,78,61,39,22,33,1458,429,111,60,0,3,7,6,0,0,16,633,182,293,99,15,12,10,14,12,5,0,634,16,31,12,3,6,7,16,0,0,3,95,0,0,0,0,0,0,0,0,0,0,0,203,320,115,21,12,13,29,11,5,6,724,0,0,0,0,0,0,0,0,0,8,9,628,433,171,20,21,20,36,11,3,28,1366,610,57,24,5,0,0,3,0,0,18,714,185,81,29,6
SED30062,580,122,119,105,119,32,14,21,1732,0,0,0,0,0,0,0,0,0,3,3,583,812,898,180,166,159,150,53,20,63,3071,656,417,283,37,48,38,41,14,0,23,1562,308,1007,654,105,98,69,80,10,9,11,2352,4,40,27,5,11,3,9,3,0,0,109,0,0,0,0,0,0,0,0,0,0,4,315,1047,680,107,104,79,90,12,9,16,2465,0,4,0,0,0,0,0,0,0,5,11,974,1465,963,141,155,118,126,28,9,45,4036,999,412,202,21,10,9,13,0,4,27,1703,343,377,203,34,28,22,22,4,3,7,1043,15,16,25,8,4,0,3,5,0,0,73,0,0,0,0,0,0,0,0,0,0,0,358,392,225,41,33,26,24,8,3,9,1123,0,3,0,0,0,0,0,0,0,0,4,1356,807,424,59,43,36,38,9,10,40,2828,1036,227,67,8,7,7,3,4,0,29,1384,252,103,59,9
SED30063,74,35,37,54,106,54,29,13,454,0,0,0,0,0,0,0,0,0,0,0,74,78,93,40,44,62,121,62,27,25,631,140,54,34,5,3,4,9,7,0,10,265,26,77,76,25,30,35,48,22,13,11,367,8,5,8,0,4,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,3,33,86,81,25,34,44,48,22,7,13,396,0,0,0,0,0,0,0,0,0,6,4,174,134,117,34,40,48,56,31,7,24,663,434,63,27,5,3,7,3,0,0,31,564,53,57,23,10,5,9,3,0,0,9,165,3,12,10,0,4,0,5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,51,72,28,16,13,13,6,0,0,5,203,3,0,0,0,0,0,0,0,0,0,3,490,134,52,13,16,14,9,0,0,36,763,788,56,18,0,0,0,0,0,0,41,909,80,21,3,0
SED30064,83,27,29,19,24,8,0,4,256,0,0,0,0,0,0,0,0,0,0,0,221,170,211,41,40,35,44,19,0,20,796,358,179,120,10,21,10,16,5,6,25,753,53,103,102,18,22,10,19,5,0,6,337,4,8,4,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,58,107,104,20,25,10,17,9,0,6,360,0,0,0,0,0,0,0,0,0,0,0,420,290,223,33,43,22,35,13,3,35,1112,848,219,76,16,10,4,4,9,0,28,1212,114,76,44,4,5,5,0,3,5,3,251,5,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,114,77,44,12,5,5,0,3,5,5,266,0,0,0,0,0,0,0,0,0,4,4,966,299,122,20,12,9,4,14,3,38,1484,1154,125,52,11,7,3,7,4,0,40,1411,138,25,16,0
SED30065,131,42,45,34,37,11,0,7,394,0,0,0,0,0,0,0,0,0,0,0,227,201,310,73,72,57,83,25,6,21,1085,551,393,257,29,32,29,44,14,6,35,1391,102,186,162,27,16,24,20,4,3,7,548,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,108,189,164,27,11,24,19,4,6,7,560,0,0,0,0,0,0,0,0,0,0,0,662,586,420,59,51,53,62,15,10,41,1959,1044,414,170,18,30,11,15,9,8,20,1737,160,113,59,8,8,7,7,3,3,3,369,0,6,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,160,120,61,8,8,9,3,3,3,3,383,0,0,0,0,0,0,0,0,0,0,0,1204,530,235,25,38,26,21,12,12,24,2118,1387,212,75,11,9,5,11,6,0,13,1729,145,46,6,0
SED30066,122,45,51,58,101,51,5,9,496,0,0,0,0,0,0,0,0,0,0,0,137,115,229,67,76,93,148,65,16,28,976,401,237,165,30,23,19,12,12,6,23,936,78,162,138,27,29,15,20,11,3,12,481,4,0,9,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,75,168,140,24,29,13,22,14,3,9,506,0,0,0,0,0,0,0,0,0,0,3,481,402,308,58,55,32,37,26,9,31,1444,1029,310,137,21,20,11,19,10,9,24,1601,132,78,47,9,9,12,5,3,6,5,305,3,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,134,81,54,9,9,6,6,3,6,0,318,0,0,0,0,0,0,0,0,0,4,4,1165,391,191,32,34,18,23,15,17,34,1918,1553,207,74,10,4,11,5,7,0,43,1905,182,31,4,3
SED30067,596,175,227,262,286,65,8,19,2095,0,0,0,0,0,0,0,0,0,5,7,557,500,900,229,284,311,337,88,13,45,3269,603,386,258,26,11,22,7,5,11,19,1347,288,716,448,73,78,67,77,17,6,14,1798,4,30,36,7,4,6,9,0,0,4,101,0,0,0,0,0,0,0,0,0,0,0,291,749,487,81,87,75,92,25,6,15,1896,0,0,0,0,0,0,0,0,0,4,9,892,1136,741,102,97,90,102,31,16,40,3253,854,190,80,4,7,9,12,3,5,18,1178,382,279,109,15,13,6,6,5,6,7,832,24,27,27,3,3,7,3,3,0,0,93,0,0,0,0,0,0,0,0,0,0,0,408,302,136,16,21,13,15,3,6,3,929,0,0,0,0,0,0,0,0,0,0,0,1263,499,212,22,27,17,24,7,9,21,2106,843,86,36,3,6,6,6,0,0,14,999,396,84,18,4
SED30068,49,13,9,19,22,0,0,8,232,0,0,0,0,0,0,0,0,0,0,0,262,192,139,27,23,36,32,11,7,13,745,384,231,176,32,22,25,29,10,7,15,932,122,173,119,30,24,24,25,0,3,9,526,5,3,14,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,127,178,134,30,24,24,27,5,3,7,556,0,0,0,0,0,0,0,0,0,0,0,512,409,314,60,47,47,54,13,7,25,1491,946,493,208,19,14,25,13,3,4,25,1751,234,167,81,10,15,19,3,11,0,4,532,14,8,0,4,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,248,170,79,15,15,17,4,13,0,4,567,0,0,0,0,0,0,0,0,0,0,0,1196,667,288,32,26,42,18,18,4,26,2318,1451,286,78,7,11,6,10,10,0,17,1883,210,58,15,0
SED30069,162,65,48,53,55,16,5,6,669,0,0,0,0,0,0,0,0,0,8,6,430,334,284,84,71,74,72,24,5,27,1411,516,283,180,11,19,21,14,4,3,25,1068,185,395,238,43,36,25,23,7,8,3,968,3,14,11,18,6,5,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,188,411,250,52,45,34,28,10,8,7,1028,0,0,0,0,0,0,0,0,0,0,0,709,694,426,68,65,47,39,18,3,31,2097,993,352,143,11,11,4,7,7,0,33,1560,253,245,88,6,14,4,8,0,0,7,630,9,15,9,10,4,10,15,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,263,261,93,13,18,14,19,3,0,11,695,0,0,0,0,0,0,0,0,0,0,0,1258,612,234,22,24,20,25,9,3,35,2249,1265,167,51,4,10,9,7,0,3,30,1542,255,92,38,5
SED30070,72,27,29,35,77,9,5,7,317,0,0,0,0,0,0,0,0,0,0,0,158,137,136,42,40,41,83,18,7,18,684,301,129,84,11,13,6,11,0,3,19,572,53,101,87,17,8,14,12,0,3,3,311,0,12,15,0,0,7,5,5,0,3,48,0,0,0,0,0,0,0,0,0,0,0,59,116,106,18,8,24,20,6,3,4,360,0,0,0,0,0,0,0,0,0,0,0,353,240,192,29,23,31,32,9,6,29,934,645,198,89,11,6,6,9,3,0,25,994,85,78,40,3,4,8,4,4,0,0,225,10,3,4,0,0,0,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,98,78,45,5,7,10,7,5,0,3,255,0,0,0,0,0,0,0,0,0,0,3,742,278,134,20,7,12,16,8,0,27,1253,1255,141,49,6,10,6,9,3,4,46,1531,134,33,15,3
SED30071,77,14,27,27,24,17,4,6,290,0,0,0,0,0,0,0,0,0,3,4,242,192,204,43,44,44,44,31,4,28,873,480,285,159,21,24,16,22,4,8,24,1041,125,156,125,28,18,21,33,14,3,9,531,5,6,5,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,126,162,133,29,25,24,35,16,3,11,555,0,0,0,0,0,0,0,0,0,0,3,611,449,292,48,41,38,55,21,9,35,1602,1048,357,135,15,25,18,15,9,13,21,1642,233,120,78,13,3,6,8,3,0,9,470,12,11,5,8,0,0,3,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,246,128,84,13,6,6,12,4,0,7,513,7,0,0,0,0,0,0,0,0,4,7,1302,482,215,28,32,22,24,11,12,38,2170,1527,205,68,5,8,9,13,12,0,33,1879,229,58,25,0
SED30072,108,26,19,19,31,3,0,4,336,0,0,0,0,0,0,0,0,0,3,4,333,285,236,43,35,43,60,18,5,24,1075,463,220,172,26,20,14,16,9,8,25,972,94,177,133,23,18,6,19,10,0,3,493,0,5,5,0,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,97,184,140,25,22,14,19,14,0,6,523,0,0,0,0,0,0,0,0,0,0,0,558,404,310,54,41,28,37,21,10,36,1494,986,381,145,12,13,12,4,4,0,28,1572,162,141,60,14,7,0,9,11,3,10,408,6,0,9,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,171,136,71,12,6,3,9,11,3,7,428,0,0,0,0,0,0,0,0,0,0,0,1155,518,218,28,18,8,13,15,4,36,2003,1539,263,61,12,4,3,10,3,5,40,1942,207,42,26,0
SED30073,178,42,74,76,89,29,17,13,619,0,0,0,0,0,0,0,0,0,4,4,113,149,233,65,91,95,112,35,20,23,934,179,80,46,10,3,5,8,5,3,11,346,43,168,155,18,44,33,45,25,16,3,556,0,24,26,0,8,7,19,3,0,0,97,0,0,0,0,0,0,0,0,0,0,0,43,199,177,25,43,43,59,32,17,5,649,0,0,0,0,0,0,0,0,0,0,0,223,273,226,31,52,50,67,31,19,18,998,303,71,34,11,0,0,4,5,0,12,443,65,136,57,4,14,6,4,3,3,3,300,8,46,17,4,3,6,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,70,190,75,8,13,17,5,3,9,0,390,0,0,0,0,0,0,0,0,0,0,0,368,258,111,23,18,19,9,10,4,18,837,390,42,21,8,5,4,0,6,0,13,485,66,36,9,0
SED30074,438,119,111,136,130,33,10,22,1423,0,0,0,0,0,0,0,0,0,0,9,388,444,589,149,133,154,155,45,14,32,2106,519,334,203,27,21,16,10,4,9,15,1160,312,960,408,53,56,55,50,12,9,14,1941,7,32,23,9,7,14,9,0,0,0,102,0,0,0,0,0,0,0,0,0,0,5,319,995,434,65,64,73,56,16,9,22,2044,0,0,0,0,0,0,0,0,0,4,9,840,1329,638,90,83,80,65,20,17,42,3210,896,280,107,14,10,3,11,5,3,14,1343,382,411,130,16,20,7,10,5,3,5,981,16,18,15,6,3,3,8,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,395,430,145,29,23,10,18,5,3,6,1051,0,0,0,0,0,0,0,0,0,0,0,1295,706,259,41,30,13,24,10,4,21,2396,1006,113,42,0,3,6,5,3,0,21,1196,423,118,38,4
SED30075,42,13,22,34,45,13,0,3,233,0,0,0,0,0,0,0,0,0,8,7,198,102,122,27,36,48,73,25,7,24,652,387,153,70,5,15,7,6,0,0,21,668,70,73,47,5,8,3,7,0,6,0,224,0,6,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,76,74,49,5,5,6,7,0,6,0,236,0,0,0,0,0,0,0,0,0,10,10,464,235,123,11,22,14,12,4,5,38,921,932,211,77,12,5,5,7,0,0,45,1287,111,59,19,0,6,5,5,0,0,3,202,4,0,3,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,113,59,23,3,6,6,5,0,0,7,219,5,0,0,0,0,0,0,0,0,3,7,1048,270,95,15,9,6,7,3,0,56,1513,1299,105,34,5,4,8,3,5,0,65,1529,151,20,12,0
SED30076,1100,422,511,680,1071,430,69,70,5245,0,4,0,0,0,0,4,0,0,0,12,1102,860,1549,578,708,951,1398,647,115,133,8038,644,397,296,58,52,56,66,44,4,23,1623,595,652,685,160,141,167,202,78,37,25,2752,23,43,58,9,13,23,33,12,0,5,224,0,0,4,0,0,0,0,0,0,3,11,621,696,743,174,161,195,240,90,42,26,2992,0,3,0,0,0,0,0,0,0,5,4,1260,1093,1043,232,211,244,307,129,45,57,4625,928,243,116,14,15,20,24,14,9,19,1397,575,319,180,32,25,33,41,25,22,18,1267,52,39,39,14,19,14,17,10,5,10,218,0,0,0,0,0,0,0,0,0,0,0,627,357,215,45,43,51,57,36,22,30,1491,0,5,0,0,0,0,0,0,0,0,3,1559,602,334,61,63,71,80,46,37,46,2889,903,83,40,9,12,9,9,9,5,11,1092,481,68,30,6
SED30077,75,30,33,79,113,52,13,8,466,0,0,0,0,0,0,0,0,0,0,0,83,71,124,38,45,88,123,59,15,18,653,131,66,36,4,3,9,9,7,0,11,261,33,87,70,25,16,19,14,12,0,7,290,6,5,6,0,0,4,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,38,98,80,29,16,22,15,15,0,6,312,0,0,0,0,0,0,0,0,0,0,0,170,163,117,33,18,28,21,23,0,12,578,335,36,21,3,0,0,0,0,0,22,420,46,66,34,3,3,3,5,0,0,0,159,0,12,3,0,0,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,47,80,40,3,3,0,4,3,0,0,188,0,0,0,0,0,0,0,0,0,0,0,388,113,55,4,0,4,5,3,0,24,607,578,31,18,0,0,0,0,0,0,22,659,111,19,0,3
SED30078,716,233,279,348,446,110,9,43,2682,0,0,0,0,0,0,0,0,0,7,3,563,539,998,301,351,421,547,143,20,80,3950,615,319,201,32,31,25,40,14,5,33,1315,469,606,387,82,87,79,111,43,11,34,1904,16,76,59,9,20,17,31,14,0,8,250,0,0,0,0,0,0,0,0,0,0,4,485,681,442,95,103,95,142,55,14,44,2153,0,0,0,0,0,0,0,0,0,0,0,1100,1004,647,129,133,117,181,64,20,79,3471,985,203,135,10,17,14,14,7,3,27,1414,655,264,165,32,28,20,18,13,0,13,1202,78,58,49,8,18,17,19,4,0,6,265,6,0,0,0,0,0,0,0,0,0,5,735,323,212,42,41,35,35,15,0,23,1466,0,0,0,0,0,0,0,0,0,0,0,1719,525,350,53,56,50,45,29,7,55,2879,1364,150,68,9,6,3,11,4,3,31,1648,588,81,38,6
SED30079,262,61,52,60,47,21,8,21,942,0,0,0,0,0,0,0,0,0,4,5,554,423,433,84,65,76,67,22,16,34,1781,751,311,169,14,9,6,9,3,3,13,1289,408,600,242,42,42,17,26,8,4,9,1398,6,53,44,3,6,3,3,6,0,0,138,0,0,0,0,0,0,0,0,0,0,0,421,655,288,46,47,24,25,15,4,13,1540,0,0,0,0,0,0,0,0,0,0,7,1166,966,458,54,60,29,38,20,7,29,2832,1178,311,129,8,9,6,3,8,3,12,1669,505,262,103,13,17,16,5,3,0,7,924,43,58,30,3,9,0,5,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,541,319,128,17,21,16,13,4,0,7,1070,0,0,0,0,0,0,0,0,0,0,0,1720,628,258,28,31,21,21,13,0,24,2741,1398,139,45,4,7,5,0,0,0,17,1623,483,79,31,7
SED30080,473,145,213,218,248,66,11,16,1795,0,0,0,0,0,0,0,0,0,6,3,568,477,695,189,273,259,304,93,27,49,2933,585,329,195,26,25,26,13,3,4,18,1220,252,533,392,83,81,71,77,32,3,5,1531,11,26,39,11,4,12,15,5,3,0,126,3,0,0,0,0,0,0,0,0,0,5,262,558,435,95,85,85,96,34,5,9,1667,0,0,0,0,0,0,0,0,0,5,11,845,884,629,125,114,110,112,35,10,30,2896,868,154,71,8,11,13,4,4,3,17,1142,282,211,92,14,18,12,14,11,3,5,664,20,29,25,0,7,14,3,0,3,0,99,0,0,0,0,0,0,0,0,0,0,0,298,238,114,17,30,22,21,11,8,5,766,0,0,0,0,0,0,0,0,0,0,0,1174,395,182,25,34,36,23,10,4,20,1905,756,52,16,0,0,3,4,0,0,16,856,302,46,21,6
SED30081,1393,323,320,404,419,95,21,93,5307,0,0,3,0,0,0,0,0,0,15,16,1185,1585,1517,348,345,425,440,106,21,120,6092,528,190,111,15,10,17,9,0,5,26,904,1963,1862,820,128,135,140,91,39,16,46,5255,87,281,209,47,60,50,50,10,5,26,826,0,0,0,0,0,0,0,0,0,0,3,2054,2147,1027,177,196,190,148,52,14,74,6089,0,0,0,0,0,0,0,0,0,12,12,2576,2341,1138,197,204,209,156,58,18,105,7009,708,134,71,8,0,8,5,0,0,13,944,1667,640,262,41,27,18,13,14,4,34,2734,269,273,134,23,20,25,42,21,5,25,838,0,0,0,0,0,0,0,0,0,0,5,1943,911,400,68,50,45,57,33,7,58,3575,4,0,0,0,0,0,0,0,0,3,6,2657,1043,466,74,51,57,63,33,7,69,4527,775,98,26,7,0,3,3,0,0,19,936,1779,221,74,12
SED30082,544,296,403,534,754,213,33,61,3162,0,0,0,0,0,0,0,0,0,8,9,399,360,849,385,493,649,910,298,56,104,4500,509,302,215,52,27,25,35,27,9,32,1242,357,405,375,97,95,91,143,55,12,28,1649,10,27,41,3,16,22,20,15,0,5,162,3,0,0,0,0,0,0,0,0,0,4,364,429,416,104,106,113,163,68,10,35,1818,0,0,0,0,0,0,0,0,0,5,10,877,739,638,154,134,142,207,87,28,69,3064,1047,260,122,33,20,15,28,13,13,26,1576,452,200,99,17,18,18,14,11,7,10,835,35,36,38,11,11,16,15,13,0,0,171,0,0,0,0,0,0,0,0,0,0,4,485,232,136,26,29,30,28,25,4,10,1004,0,0,0,0,0,0,0,0,0,0,4,1532,491,254,57,50,50,56,40,13,41,2579,1507,177,79,13,12,20,17,17,6,31,1870,547,64,42,3
SED30083,266,75,56,75,59,15,5,18,860,3,0,0,0,0,0,0,0,0,0,7,593,566,571,133,106,118,95,31,14,45,2267,860,634,379,53,35,35,33,17,7,33,2093,308,556,306,32,28,26,28,9,0,12,1310,4,13,26,7,4,3,9,0,0,6,64,0,0,0,0,0,0,0,0,0,0,4,310,575,336,39,34,30,32,8,0,15,1382,0,0,0,0,0,0,0,0,0,3,3,1170,1213,711,91,72,67,67,26,7,50,3475,1368,694,305,28,22,22,9,7,10,32,2495,452,212,108,16,20,6,8,0,4,7,838,22,24,17,6,4,8,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,480,245,126,22,24,12,11,3,4,4,935,4,0,0,0,0,0,0,0,0,0,7,1852,936,435,52,39,36,23,10,11,34,3434,1507,312,106,19,4,11,12,3,6,24,2008,384,83,46,0
