SED_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
SED22607,60,0,1160,64,256,13,0,267,0,335,0,14,9,0,22,0,21,0,0,0,0,0,0,0,68,270,22,0,293,0,359,0,0,0,0,0,0,0,1164,330,22,0,354,0,1519,799,32,0,0,32,0,825,51,193,13,0,207,0,258,3,10,4,0,17,0,22,0,0,0,0,0,0,0,53,206,24,0,233,0,286,0,0,0,0,0,0,0,851,236,24,0,256,0,1107,383,13,0,0,13,0,403,19,97,5,0,102,0,120,0,7,5,0,14,0,14,0,0,0,0,0,0,0,19,98,11,0,111,0,133,0,0,0,0,0,0,0,406,119,11,0,129,0,536,8161,386,0,0,389,0,8553,703,2339,89,3,2429,0,3134,13,149,71,0,220,0,233,0,8,0,0,3,0,6,715,2490,158,4,2653,0,3371,11,3,0,0,3,9,26,8898,2881,161,4,3047,12,11952
SED22704,13,3,1157,24,41,0,0,41,0,70,4,0,3,0,5,0,13,0,0,0,0,0,0,0,35,45,3,0,50,0,85,0,0,0,0,0,8,8,1176,59,6,0,62,4,1248,320,3,0,0,3,0,327,20,12,0,0,12,0,31,0,3,3,0,8,0,9,0,0,0,0,0,0,0,16,12,3,0,20,0,41,0,0,0,0,0,0,0,340,17,3,0,22,0,359,105,4,0,0,4,0,113,5,13,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,11,0,12,0,0,0,0,0,0,0,110,14,0,0,14,0,123,8309,107,6,0,111,22,8434,255,414,3,0,422,0,675,7,39,22,0,59,0,67,0,0,0,0,0,0,0,258,447,29,0,478,0,739,7,0,0,0,0,20,27,8576,558,28,0,588,44,9207
SED22802,27,0,1375,40,111,4,0,112,0,157,0,13,27,0,32,0,35,0,0,0,0,0,0,0,40,117,27,0,149,0,191,0,0,0,0,0,0,0,1392,145,27,0,175,0,1568,583,19,4,0,20,0,599,15,64,0,0,71,0,81,0,7,19,0,28,0,29,0,0,0,0,0,0,0,15,75,23,0,97,0,111,0,0,0,0,0,0,0,594,91,25,0,112,0,712,256,5,0,0,5,0,256,4,30,7,0,37,0,39,0,4,7,0,11,0,16,0,0,0,0,0,0,0,5,35,17,0,50,0,58,0,0,0,0,0,0,0,256,38,17,0,50,0,312,10199,195,14,0,208,0,10406,311,950,60,0,1010,4,1323,0,93,160,0,249,3,250,0,0,0,0,0,0,0,314,1044,218,0,1259,8,1575,5,0,0,0,0,3,11,10511,1239,227,0,1465,12,11992
SED22901,24,0,821,50,437,31,0,468,0,512,0,34,37,0,68,0,68,5,0,0,0,0,0,5,53,463,70,0,534,0,588,0,0,0,0,0,0,0,851,490,70,0,559,0,1408,440,18,0,0,18,0,451,30,355,33,0,386,0,415,0,31,34,0,61,0,61,0,0,0,0,0,0,0,30,382,62,0,449,0,478,0,0,0,0,0,0,0,471,398,62,0,462,0,928,217,4,0,0,4,0,215,20,204,17,0,220,0,248,0,21,23,0,45,0,45,0,0,0,0,0,0,0,20,224,41,0,269,0,293,0,0,0,0,0,0,0,239,229,41,0,272,0,507,5704,237,0,3,237,0,5941,463,4054,238,0,4295,3,4762,3,293,195,0,488,0,487,6,4,0,0,6,0,10,470,4347,432,6,4781,3,5260,3,6,0,0,6,5,12,6180,4589,432,6,5025,8,11213
SED23007,33,0,403,51,480,53,0,533,0,578,0,115,116,0,234,0,234,0,0,0,0,0,0,0,51,595,172,0,767,0,812,0,0,0,0,0,0,7,413,626,172,0,800,0,1215,177,12,0,0,12,0,188,28,313,40,0,354,0,380,0,93,114,0,207,0,207,0,0,0,0,0,0,0,28,407,149,0,557,0,586,0,0,0,0,0,0,0,205,425,149,0,575,0,783,98,6,0,0,6,0,107,18,147,42,0,190,0,203,0,61,66,0,125,0,131,0,0,0,0,0,0,0,18,212,100,0,311,0,328,0,0,0,0,0,0,0,122,213,107,0,315,0,438,4210,361,9,3,376,7,4590,712,4459,366,6,4830,6,5546,19,860,711,6,1578,0,1604,0,8,0,4,11,0,12,731,5323,1083,12,6420,7,7159,10,19,0,7,24,5,38,4957,5705,1089,23,6815,13,11785
SED23101,25,0,891,58,556,26,0,573,0,633,5,41,46,0,87,0,91,0,0,0,0,0,0,0,61,598,66,0,664,0,724,0,0,0,0,0,0,0,929,621,66,0,688,0,1616,532,26,0,0,26,0,561,54,408,26,0,433,0,491,4,28,36,0,69,0,68,0,0,0,0,0,0,0,53,441,58,0,504,0,561,0,0,0,0,0,0,0,590,468,58,0,533,0,1121,252,8,0,0,8,0,257,24,267,22,0,289,0,310,0,28,33,0,63,0,63,0,0,0,0,0,0,0,24,290,55,0,349,0,374,0,0,0,0,0,0,0,274,301,55,0,363,0,637,4819,276,3,0,275,0,5100,569,5359,253,0,5615,0,6182,7,376,288,0,660,0,676,0,3,0,0,10,0,10,578,5736,543,5,6281,0,6860,0,4,0,0,4,0,4,5399,6013,542,5,6569,7,11965
SED23205,34,0,929,50,112,9,0,123,0,172,0,3,3,0,13,0,11,0,0,0,0,0,0,0,53,122,17,0,132,0,183,0,0,0,0,0,0,0,947,156,17,0,169,0,1114,354,14,0,0,14,0,364,18,75,7,0,83,0,101,0,11,5,0,12,0,12,0,0,0,0,0,0,0,18,88,8,0,99,0,112,0,0,0,0,0,0,0,372,95,8,0,106,0,480,168,3,0,0,3,0,169,14,29,7,0,38,0,47,0,0,0,0,3,0,4,0,0,0,0,0,0,0,14,35,6,0,38,0,50,0,0,0,0,0,0,0,179,35,6,0,45,0,222,7401,231,6,0,238,3,7637,459,942,45,6,993,3,1455,8,67,30,0,93,0,103,0,0,0,0,0,0,8,466,1006,73,9,1092,3,1559,16,0,0,0,0,10,24,7886,1239,81,9,1325,15,9223
SED23308,16,0,1081,28,60,0,0,66,0,97,0,7,3,0,12,0,12,0,0,0,0,0,0,0,28,68,5,0,77,0,106,0,0,0,0,0,0,0,1089,84,5,0,92,0,1180,461,10,0,0,10,0,468,19,31,3,0,31,0,54,0,0,3,0,5,0,3,0,0,0,0,0,0,0,16,31,6,0,38,0,59,0,0,0,0,0,0,0,483,45,6,0,45,0,531,198,0,0,0,0,0,206,8,15,0,0,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,21,0,26,0,0,0,0,0,0,0,206,23,0,0,22,0,236,8749,204,3,0,212,4,8967,309,851,33,0,887,0,1194,4,62,42,0,106,0,114,0,0,0,0,0,0,0,320,913,75,0,994,0,1306,0,4,0,0,4,10,13,9066,1121,84,3,1209,15,10295
SED23402,58,4,1744,49,343,7,0,349,0,397,0,23,14,0,38,0,37,0,0,0,0,0,0,0,50,358,26,0,388,0,436,0,0,0,0,0,0,4,1737,415,27,0,442,3,2185,789,25,0,0,28,0,819,24,191,7,0,197,0,221,0,18,17,0,38,0,38,0,0,0,0,0,0,0,24,207,24,0,234,0,262,0,0,0,0,0,0,0,817,235,33,0,265,0,1079,361,9,0,0,9,0,374,14,104,9,0,114,0,132,0,9,3,0,15,0,15,0,0,0,0,0,0,0,14,117,8,0,130,0,145,0,0,0,0,0,0,0,380,126,8,0,134,0,515,12674,424,7,0,432,14,13119,549,3900,94,0,3993,0,4544,3,195,121,0,322,0,327,0,0,0,0,0,0,0,556,4100,214,0,4313,0,4868,17,13,0,0,12,37,62,13246,4527,223,0,4758,49,18048
SED23502,4,0,1031,19,21,0,0,21,0,42,0,0,3,0,3,0,3,0,0,0,0,0,0,0,19,21,3,0,26,0,43,0,0,0,0,0,0,0,1043,24,3,0,31,0,1077,215,0,0,0,0,0,213,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,220,0,0,0,0,0,217,53,0,0,0,0,0,53,3,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,12,0,0,0,0,0,0,0,57,8,0,0,8,0,60,7597,61,0,0,65,6,7674,183,299,11,0,314,6,503,0,6,20,0,25,0,29,0,0,0,0,0,0,0,186,305,31,0,337,6,529,7,3,0,0,3,3,16,7796,372,27,0,406,19,8225
SED23602,7,5,1172,25,33,0,0,37,0,62,0,0,3,0,3,0,6,0,0,0,0,0,0,0,29,33,4,0,39,0,63,0,0,0,0,0,3,3,1191,41,4,0,43,7,1242,293,5,0,0,5,0,295,4,12,0,0,12,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,12,0,0,13,0,16,0,0,0,0,0,0,0,296,10,0,0,12,0,311,81,0,0,0,0,0,81,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,83,0,0,0,0,0,89,8054,79,0,0,79,24,8158,161,334,12,0,346,0,515,4,9,5,0,14,0,17,0,0,0,0,0,0,0,175,338,21,0,360,0,531,13,4,0,0,4,17,28,8238,424,21,0,439,37,8716
SED23702,25,0,1483,45,59,0,0,59,0,99,0,0,0,0,0,0,5,0,0,0,0,0,0,0,42,52,0,0,57,0,99,0,0,0,0,0,0,0,1500,77,3,0,79,0,1588,515,10,0,0,10,0,524,7,25,0,0,26,0,41,0,4,0,0,7,0,7,0,0,0,0,0,0,0,11,32,3,0,33,0,44,0,0,0,0,0,0,0,521,40,6,0,45,0,571,260,3,0,0,3,0,264,11,14,0,0,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,15,0,27,0,0,0,0,0,0,0,272,18,0,0,21,0,293,11533,209,10,0,218,19,11767,341,403,17,0,416,0,761,9,31,17,0,46,0,51,4,0,0,0,0,0,4,347,435,32,0,461,0,811,12,0,0,0,0,15,27,11895,644,37,0,679,34,12608
SED23806,52,0,1388,71,214,10,0,219,0,291,0,12,20,0,24,0,32,0,0,0,0,0,0,0,70,221,28,0,252,0,324,0,0,0,0,0,0,0,1410,271,28,0,300,0,1708,950,27,0,0,27,0,982,69,150,7,0,159,0,220,0,15,12,0,30,0,27,0,0,0,0,0,0,0,68,165,22,0,180,0,248,0,0,0,0,0,0,0,1019,191,22,0,204,0,1228,523,14,0,0,14,0,534,31,106,5,0,112,0,141,0,5,6,0,10,0,10,0,0,0,0,0,0,0,31,110,8,0,118,0,152,0,0,0,0,0,0,0,552,123,8,0,134,0,690,8084,327,0,0,327,0,8408,700,2175,87,3,2274,0,2969,6,102,89,0,193,0,197,0,0,0,0,0,0,0,704,2283,182,3,2467,0,3168,0,8,0,0,8,5,15,8793,2617,182,3,2799,5,11594
SED23901,47,0,1201,71,271,8,0,282,0,351,3,32,28,0,56,0,55,0,0,0,0,0,0,0,73,302,34,0,339,0,407,0,0,0,0,0,0,0,1228,347,34,0,383,0,1616,659,23,0,0,23,0,682,35,212,11,0,230,0,261,4,23,16,0,34,0,36,0,0,0,0,0,0,0,40,236,23,0,260,0,304,0,0,0,0,0,0,4,697,262,23,0,282,0,986,370,17,0,0,17,0,388,26,120,8,0,122,0,154,0,7,22,0,31,0,31,0,0,0,0,0,0,0,26,132,24,0,152,0,179,0,0,0,0,0,0,0,395,144,24,0,163,0,565,8177,431,4,0,442,9,8623,681,3019,127,0,3148,7,3826,12,200,122,0,319,0,331,3,5,0,0,5,0,7,698,3223,248,0,3467,7,4169,11,6,0,0,6,0,20,8881,3661,254,0,3917,13,12815
SED24006,39,0,1329,95,616,49,0,667,0,756,0,41,63,0,105,0,105,0,0,0,0,0,0,0,95,660,113,0,772,0,864,0,0,0,0,0,0,0,1388,701,113,0,808,0,2204,924,36,0,0,36,0,952,63,456,27,0,474,0,536,0,28,42,0,70,0,68,0,0,0,0,0,0,0,65,485,66,0,545,0,610,0,0,0,0,0,0,0,979,518,66,0,586,0,1562,485,23,0,0,23,0,508,44,260,24,0,290,0,329,0,22,32,0,51,0,51,0,0,0,0,0,0,0,44,281,58,0,337,0,386,0,0,0,0,0,0,0,534,299,58,0,362,0,894,6882,336,0,0,336,5,7224,719,4407,285,0,4694,0,5413,0,258,358,0,619,0,618,0,0,0,3,3,0,3,721,4671,646,5,5318,0,6036,3,9,0,0,9,6,21,7609,5009,646,5,5657,7,13276
SED24105,36,0,531,63,735,82,0,815,0,871,6,159,204,0,360,0,375,0,0,0,3,0,0,0,68,890,288,3,1176,0,1248,0,0,0,0,0,0,0,559,927,286,3,1215,3,1775,275,11,0,0,11,0,283,27,545,65,4,614,0,639,5,142,166,0,309,0,319,0,0,0,0,0,0,0,35,684,230,4,921,0,959,0,0,0,0,0,0,0,306,700,232,4,931,0,1241,135,8,0,0,8,0,147,11,319,45,0,363,0,369,0,84,115,0,196,0,198,0,0,0,0,0,0,0,9,402,160,0,557,0,563,0,0,0,0,0,0,0,143,409,160,0,566,0,713,3571,307,15,0,319,0,3889,623,6380,699,5,7083,10,7711,51,1318,1353,6,2675,3,2736,4,13,0,3,17,0,23,676,7709,2052,19,9783,11,10469,0,5,6,0,13,14,24,4254,8025,2069,19,10111,19,14392
SED24207,53,0,754,88,1239,99,0,1337,0,1433,0,155,200,0,361,0,361,0,4,0,0,4,0,7,92,1398,297,0,1702,0,1793,0,0,0,0,6,0,3,795,1458,297,0,1759,0,2552,305,28,0,0,28,0,333,31,805,67,0,880,0,910,0,142,152,0,292,0,292,0,0,0,0,0,0,0,31,948,227,0,1175,0,1206,0,0,0,0,0,0,0,339,977,227,0,1204,0,1543,141,12,0,0,12,0,157,13,457,36,0,491,0,503,0,73,140,0,211,0,211,0,0,0,0,0,0,0,13,526,174,0,702,0,715,0,0,0,0,0,0,0,154,541,174,0,716,0,867,5590,602,12,0,619,9,6217,954,12057,757,19,12824,12,13794,17,1384,1508,5,2900,0,2921,5,14,5,3,20,0,26,975,13453,2268,28,15748,10,16734,3,32,7,0,39,17,61,6575,14089,2285,27,16404,41,23018
SED24308,20,0,979,23,172,10,0,182,0,206,0,33,74,0,107,0,107,0,0,0,0,0,0,0,23,202,90,0,287,0,314,0,0,0,0,0,0,0,980,221,90,0,309,4,1294,347,7,0,0,7,0,358,17,96,8,0,108,0,122,0,29,49,0,75,0,75,0,0,0,0,0,0,0,17,126,56,0,180,0,196,0,0,0,0,0,0,0,362,130,56,0,188,0,554,158,5,0,0,5,0,163,4,62,9,0,69,0,74,0,7,21,0,23,0,23,0,0,0,0,0,0,0,4,66,24,0,91,0,98,0,0,0,0,0,0,0,163,68,24,0,94,0,258,7330,205,0,0,204,8,7539,336,1659,107,0,1767,3,2107,11,262,436,0,701,0,715,0,3,0,4,10,0,7,348,1926,548,4,2474,3,2823,7,0,0,0,0,12,25,7684,2131,549,4,2684,16,10383
SED24408,9,0,1108,12,28,0,0,28,0,38,0,3,7,0,7,0,7,0,0,0,0,0,0,0,12,30,12,0,40,0,51,0,0,0,0,0,0,0,1112,34,9,0,46,0,1158,211,0,0,0,0,0,213,6,9,0,0,9,0,21,0,0,3,0,3,0,3,0,0,0,0,0,0,0,6,9,3,0,15,0,20,0,0,0,0,0,0,0,217,9,3,0,15,0,233,41,0,0,0,0,0,41,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,5,0,0,0,0,0,0,0,48,5,0,0,6,0,52,7923,61,0,0,59,14,7996,152,369,21,0,388,0,542,7,33,77,0,105,0,114,0,0,7,0,7,0,8,162,402,102,0,502,0,660,14,0,0,0,0,20,31,8100,463,102,3,564,30,8691
SED24504,21,0,1663,27,35,0,0,35,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,0,0,39,0,69,0,0,0,0,0,4,7,1682,56,0,0,59,3,1743,608,7,0,0,7,0,611,7,19,0,0,19,0,25,0,0,3,0,6,0,6,0,0,0,0,0,0,0,7,15,3,0,21,0,30,0,0,0,0,0,0,0,614,22,3,0,25,0,638,213,0,0,0,4,0,211,3,9,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,9,0,0,0,0,0,0,0,214,10,0,0,11,0,225,11284,179,0,3,182,10,11474,292,364,5,0,373,0,664,0,20,10,0,32,0,33,0,0,0,0,0,0,0,290,384,20,0,403,0,699,24,0,0,0,0,16,36,11592,560,24,3,590,30,12211
SED24606,28,0,1293,59,149,7,0,159,0,220,5,9,9,0,14,0,20,0,0,0,0,0,0,0,64,158,16,0,169,0,238,0,0,0,0,0,0,0,1326,189,16,0,204,0,1528,894,23,0,0,23,0,922,37,146,7,0,151,0,186,0,13,7,0,21,0,22,0,0,0,0,0,0,0,35,153,16,0,171,0,207,0,0,0,0,0,0,0,931,181,16,0,195,0,1124,478,13,0,0,13,0,486,20,88,6,0,96,0,109,0,7,6,0,16,0,16,0,0,0,0,0,0,0,20,95,16,0,110,0,126,0,0,0,0,0,0,0,491,108,16,0,121,0,617,7824,260,0,0,260,0,8084,538,1582,51,0,1637,3,2176,12,69,53,0,119,0,135,0,5,0,0,5,0,5,556,1658,105,0,1758,3,2313,0,0,0,0,0,0,4,8379,1913,105,0,2021,5,10404
SED24703,20,0,390,52,183,14,0,191,0,249,0,17,33,0,52,0,49,0,0,0,0,0,0,0,51,198,48,0,246,0,299,0,0,0,0,0,0,0,416,219,48,0,267,0,689,218,13,0,0,13,3,227,22,118,10,0,133,0,156,0,32,15,0,47,0,47,0,0,0,0,0,0,0,23,145,29,0,179,0,205,0,0,0,0,0,0,0,240,163,29,0,186,3,436,91,0,0,0,0,0,97,6,64,4,0,62,0,74,0,15,10,0,29,0,29,0,0,0,0,0,0,0,6,78,14,0,95,0,100,0,0,0,0,0,0,0,97,80,14,0,94,0,190,3399,243,5,0,251,3,3653,552,2857,118,5,2983,3,3536,9,245,155,0,396,0,408,0,0,0,0,0,0,0,560,3098,276,5,3376,3,3942,0,7,0,0,7,7,13,3966,3350,276,5,3632,13,7610
SED24808,54,0,1281,61,471,38,3,510,0,569,3,78,57,0,138,0,138,0,0,0,0,0,0,3,66,547,98,3,646,0,714,0,0,0,0,0,0,0,1295,603,93,3,702,0,1994,450,11,0,0,11,0,460,20,239,14,4,255,0,274,3,48,39,0,89,0,90,0,0,0,0,0,0,0,19,291,53,4,346,0,364,0,0,0,0,0,0,0,472,303,53,4,356,0,827,189,8,0,0,8,0,195,15,120,7,0,130,0,151,0,13,22,0,40,0,44,0,0,0,0,0,0,0,18,143,35,0,174,0,188,0,0,0,0,0,0,0,206,148,35,0,179,0,388,10533,565,12,3,579,19,11126,667,6605,263,20,6884,9,7563,23,701,541,9,1250,0,1267,4,14,0,3,20,0,23,694,7321,805,26,8149,9,8855,10,10,0,0,13,17,39,11237,7889,823,32,8744,41,20020
SED24904,13,0,1112,18,104,16,0,118,0,134,0,14,26,0,49,0,48,0,0,0,0,0,0,0,18,117,44,0,164,0,182,0,0,0,0,0,0,0,1109,138,44,0,178,6,1298,270,6,0,0,6,0,275,3,20,0,0,26,0,29,0,12,11,0,26,0,26,0,0,0,0,0,0,0,3,28,18,0,49,0,56,0,0,0,0,0,0,0,272,36,18,0,57,0,326,73,0,0,0,0,0,74,0,3,0,0,4,0,4,0,3,10,0,15,0,15,0,0,0,0,0,0,0,0,12,10,0,18,0,18,0,0,0,0,0,0,0,73,9,10,0,21,0,92,8077,173,0,3,175,12,8265,198,942,103,0,1049,3,1254,12,161,190,0,353,0,365,0,0,0,7,7,0,7,208,1105,294,7,1405,4,1618,8,7,0,0,7,18,35,8298,1281,298,6,1585,38,9918
SED25003,60,0,865,89,748,46,0,787,0,880,4,67,39,0,107,0,109,0,0,0,0,0,0,0,91,810,84,0,898,0,988,0,0,0,0,0,0,0,896,872,84,0,961,5,1857,441,26,0,0,26,0,466,44,515,27,0,540,0,585,0,57,25,0,81,0,81,0,0,0,0,0,0,0,42,569,52,0,621,0,668,0,0,0,0,0,0,0,484,596,52,0,651,0,1132,241,19,0,0,19,0,260,23,290,17,0,303,0,324,0,25,25,0,51,0,49,0,0,0,0,0,0,0,22,311,37,0,353,0,372,0,0,0,0,0,0,0,263,334,37,0,379,0,641,5846,484,0,0,489,7,6341,685,6506,310,4,6825,12,7517,12,518,266,4,783,0,795,6,0,0,4,4,0,8,704,7020,575,12,7608,12,8320,5,21,0,0,21,12,31,6548,7524,577,12,8113,30,14689
SED25102,23,0,1431,39,60,5,0,62,0,101,0,6,4,0,14,0,15,0,0,0,0,0,0,0,44,70,7,0,78,0,119,4,0,0,0,0,0,8,1449,90,7,0,97,0,1559,637,16,0,0,16,0,654,31,27,3,0,31,0,60,0,0,5,0,5,0,5,0,0,0,0,0,0,0,31,27,10,0,38,0,65,0,0,0,0,0,0,0,662,41,10,0,51,0,718,329,9,0,0,9,0,337,7,19,4,0,20,0,30,0,4,0,0,3,0,5,0,0,0,0,0,0,0,3,24,4,0,25,0,28,0,0,0,0,0,0,0,336,29,4,0,35,0,364,10426,238,4,0,243,10,10674,424,563,19,0,586,0,1013,8,44,50,0,96,0,101,6,0,0,0,0,0,6,441,609,72,0,680,0,1120,17,0,0,0,0,11,32,10880,842,77,0,919,21,11824
