SED_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SED28007,865,852,1721,2300,2116,4416,949,994,1937,465,466,932,3726,3576,7298,2064,1898,3965,838,851,1690,575,561,1140,3491,3320,6807,199,178,383,119,149,267,339,106,444,240,366,603,3,0,3,896,806,1709,1119,1478,2595,225,330,557,135,155,296,212,376,586,0,3,5,1690,2347,4036,2594,3158,5747,177,183,358,199,285,487,4,0,4,376,470,847,1461,1453,2911,12509,12822,25333
SED28107,2130,1943,4072,4990,4634,9620,1312,1299,2608,1444,1529,2973,7770,7477,15250,2517,2270,4790,839,940,1780,936,965,1903,4306,4189,8497,640,299,940,588,635,1224,347,175,520,590,919,1505,3,9,13,2163,2033,4200,1554,1717,3273,762,996,1752,177,183,362,380,664,1043,13,9,23,2887,3565,6448,5064,5616,10682,798,596,1387,582,756,1338,17,11,29,1397,1357,2752,5053,3792,8845,25718,24382,50099
SED28203,1033,936,1969,2431,2233,4664,1098,1022,2114,301,314,611,3837,3573,7414,1702,1595,3296,585,539,1122,229,247,478,2517,2388,4904,313,216,531,247,342,592,192,93,288,349,426,775,8,6,14,1113,1086,2202,825,1073,1903,375,504,874,80,111,196,227,333,560,7,10,19,1512,2033,3550,2633,3129,5760,305,321,623,291,393,676,9,5,11,602,708,1315,2183,1992,4181,12800,12740,25535
SED28301,633,619,1252,2256,2026,4278,340,306,650,353,354,708,2950,2689,5641,1342,1246,2588,499,433,929,793,763,1553,2635,2443,5078,112,72,182,90,128,216,205,67,274,179,291,472,0,0,0,595,553,1148,1101,1180,2283,210,257,465,140,172,311,237,358,597,0,3,5,1700,1970,3672,2294,2526,4819,78,59,136,157,265,423,0,4,5,231,330,566,867,915,1776,9611,9512,19126
SED28408,692,633,1330,1475,1372,2855,702,682,1387,385,368,747,2565,2424,4988,900,912,1817,676,609,1283,582,672,1248,2160,2196,4352,95,87,188,79,121,195,224,100,325,226,353,582,0,0,0,623,661,1288,473,770,1247,201,351,551,63,109,169,283,496,780,7,6,7,1017,1734,2752,1642,2403,4043,73,76,149,116,215,330,4,11,12,194,302,495,1606,1650,3258,8854,9608,18462
SED28507,1234,1076,2312,3149,2957,6107,810,854,1663,391,420,809,4359,4235,8590,2088,1893,3976,630,670,1302,258,292,542,2977,2851,5827,230,210,440,224,358,580,310,161,476,365,668,1036,5,0,5,1138,1402,2542,655,891,1551,298,509,805,97,150,240,253,485,740,5,10,10,1305,2043,3353,2455,3450,5902,304,310,610,313,503,817,6,3,13,629,812,1441,2768,2701,5466,14417,15135,29543
SED28607,979,924,1904,2450,2373,4820,607,597,1208,214,228,442,3276,3197,6478,1323,1180,2499,600,609,1202,388,394,784,2306,2189,4497,100,85,185,133,163,294,159,53,216,271,363,632,0,3,4,667,660,1335,782,944,1727,304,410,711,124,113,238,430,761,1194,6,5,8,1641,2235,3878,2310,2901,5209,98,98,197,206,259,465,4,0,3,306,357,661,1473,1426,2904,10657,10995,21651
SED28704,1780,1507,3290,4268,3990,8260,1058,1069,2122,384,373,755,5726,5441,11163,2595,2572,5171,803,821,1624,446,484,935,3848,3887,7741,205,200,404,145,266,413,526,202,726,405,603,1016,6,6,6,1294,1281,2568,717,1103,1820,235,499,733,117,135,250,327,696,1023,6,0,8,1407,2429,3832,2697,3714,6413,177,144,320,278,408,683,4,4,4,456,555,1011,1860,1864,3724,16368,16965,33330
SED28803,1946,1746,3691,4619,4189,8811,1594,1595,3189,1017,1059,2078,7249,6853,14102,2830,2627,5460,1047,1062,2106,1026,1114,2137,4914,4804,9721,472,402,876,424,580,1009,397,196,592,574,876,1449,4,3,9,1866,2061,3932,1397,2011,3410,420,673,1094,177,202,374,312,568,879,0,4,5,2311,3460,5770,4194,5529,9722,541,634,1175,509,856,1368,15,12,23,1064,1504,2568,3212,3106,6316,22578,23543,46115
SED29494,45,31,78,137,129,266,10,10,20,9,11,18,155,154,303,63,78,137,6,4,17,3,14,14,73,97,172,12,26,36,6,29,37,13,4,20,24,27,52,4,0,3,54,92,146,39,50,90,23,41,69,5,20,21,22,42,64,0,0,0,91,152,244,148,246,391,13,11,25,17,25,39,0,0,0,27,40,71,2220,1366,3584,2670,1932,4600
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,29,25,3,29
SED30001,677,652,1324,2332,2092,4425,505,468,974,343,356,703,3195,2929,6117,1446,1406,2855,400,396,795,336,321,655,2185,2125,4311,127,118,246,164,281,445,118,106,229,206,434,643,3,5,3,627,947,1568,551,728,1274,253,334,591,70,122,192,223,362,587,3,8,7,1096,1555,2655,1734,2507,4243,141,143,290,177,273,451,9,4,8,327,420,751,1472,1400,2869,9590,10019,19607
SED30002,562,518,1083,1469,1387,2856,643,694,1340,206,218,419,2311,2305,4617,1034,957,1991,613,611,1228,323,394,712,1973,1960,3939,81,88,171,68,118,186,128,71,201,195,313,500,0,0,0,478,590,1070,624,805,1424,206,256,461,105,137,244,303,460,765,0,4,4,1236,1664,2895,1714,2258,3971,81,64,141,113,159,280,4,0,3,204,223,422,880,869,1750,7648,8133,15780
SED30003,572,535,1110,1856,1853,3710,541,505,1051,529,507,1033,2925,2879,5802,1503,1445,2945,402,381,789,515,513,1031,2428,2344,4778,81,78,156,69,144,214,146,143,285,234,444,679,0,4,3,523,814,1337,381,518,899,114,242,352,67,125,189,179,405,586,0,0,0,740,1295,2040,1267,2113,3383,95,86,179,152,266,421,0,0,4,246,354,603,1408,1397,2801,8855,9618,18470
SED30004,468,456,921,1487,1401,2887,689,643,1332,361,283,643,2539,2331,4872,1295,1228,2525,583,585,1169,263,286,551,2144,2104,4250,73,53,126,82,126,208,145,101,251,217,449,670,0,4,4,517,733,1254,309,518,829,175,350,526,67,75,145,298,563,854,0,3,3,849,1514,2365,1374,2253,3617,60,64,128,123,216,339,0,0,0,182,288,469,1990,1733,3726,8694,9158,17855
SED30005,420,362,774,1227,1125,2349,195,186,383,280,278,561,1699,1591,3289,983,971,1952,105,113,222,313,302,620,1405,1387,2790,117,126,244,154,262,417,137,109,249,238,446,675,4,4,6,651,948,1598,783,1018,1802,459,466,926,110,145,255,211,395,611,11,5,10,1571,2029,3596,2224,2978,5203,111,128,237,137,223,361,0,0,0,251,346,600,1866,1969,3834,7862,8635,16498
SED30006,334,330,664,721,694,1418,362,336,705,420,433,853,1522,1462,2981,662,683,1350,185,186,375,504,494,997,1353,1375,2726,50,68,117,47,84,133,111,70,177,129,274,398,0,0,0,338,493,825,332,509,844,106,176,277,69,73,145,121,251,367,0,7,4,629,1007,1635,964,1504,2469,40,45,89,76,146,226,0,4,6,120,201,321,1417,1478,2902,5704,6347,12052
SED30007,507,465,973,1792,1697,3489,260,319,579,387,397,783,2441,2414,4851,1374,1407,2779,272,253,523,527,525,1055,2179,2181,4364,84,86,169,72,111,176,126,123,247,171,343,514,0,6,6,449,655,1107,601,1094,1694,282,478,753,109,161,264,248,477,722,0,0,0,1235,2203,3443,1699,2858,4553,74,67,143,119,177,301,0,0,3,193,248,442,1305,1374,2676,8314,9541,17862
SED30008,580,583,1172,1368,1313,2681,800,780,1575,313,235,548,2487,2326,4814,579,483,1058,693,790,1478,624,567,1188,1900,1841,3738,105,88,193,100,145,239,105,68,177,227,373,598,3,0,4,534,678,1215,785,998,1786,303,372,674,130,180,315,416,698,1109,0,0,4,1637,2246,3886,2180,2929,5106,74,81,161,162,200,359,3,0,4,238,286,522,1068,1047,2116,8446,9017,17469
SED30009,295,327,622,1458,1308,2769,334,324,658,231,212,441,2014,1846,3866,1047,1003,2050,396,415,806,204,173,379,1647,1583,3233,61,60,115,48,76,130,96,121,214,132,259,391,6,8,10,344,523,866,114,201,318,89,182,275,34,78,109,116,291,408,4,4,3,353,763,1120,697,1287,1984,62,63,126,152,167,315,3,3,5,216,228,446,1651,1660,3306,6524,6935,13463
SED30010,775,711,1484,3061,2863,5926,507,491,1003,407,400,802,3982,3768,7751,1956,1995,3947,394,380,771,327,308,636,2679,2688,5368,116,171,287,120,269,382,136,190,328,284,520,804,8,7,15,658,1157,1817,267,482,747,166,325,496,76,148,227,246,501,746,0,0,6,758,1461,2214,1424,2623,4044,157,160,321,211,299,516,0,0,0,371,464,839,2542,2521,5063,11772,12773,24541
SED30011,404,301,705,1872,1777,3654,378,339,716,96,88,182,2350,2205,4559,1319,1173,2496,259,265,528,97,84,183,1683,1522,3207,56,34,94,26,45,74,108,85,190,141,264,414,3,0,3,341,432,775,49,113,168,36,99,134,37,78,116,134,284,416,0,0,0,260,581,835,602,1007,1610,41,50,94,120,176,300,0,4,4,169,230,393,5222,2956,8184,10438,8224,18656
SED30012,493,449,942,1307,1282,2599,308,298,603,323,318,640,1953,1908,3861,892,820,1712,232,248,481,390,400,792,1513,1474,2984,46,74,123,92,137,223,125,87,215,225,371,597,0,0,0,492,666,1158,323,575,900,159,323,477,73,119,188,203,413,619,4,0,4,770,1426,2195,1258,2096,3353,51,69,120,125,192,317,0,0,6,179,263,443,1399,1491,2883,6786,7680,14465
SED30013,266,221,490,1201,1132,2335,239,243,483,296,241,533,1740,1616,3355,963,949,1913,360,366,732,316,265,581,1644,1584,3226,32,34,67,28,66,92,99,58,154,109,235,346,0,5,5,266,401,667,59,155,214,44,117,168,45,64,107,117,280,398,0,4,4,268,617,883,532,1023,1550,41,37,82,75,124,207,0,0,0,127,164,287,2054,1667,3717,6356,6276,12627
SED30014,345,334,681,1293,1239,2535,579,551,1137,132,124,259,2009,1928,3934,1268,1232,2500,481,488,970,121,139,254,1868,1860,3730,69,81,154,158,258,414,115,105,223,296,539,833,0,6,9,642,994,1630,199,357,557,190,306,494,55,94,146,261,493,752,3,0,7,705,1244,1954,1357,2236,3597,82,112,194,155,265,419,4,6,10,249,374,627,3634,3138,6771,9462,9874,19338
SED30015,316,305,623,1730,1623,3358,336,316,648,217,219,432,2282,2154,4438,1368,1272,2645,62,79,136,200,165,358,1631,1519,3150,43,35,73,36,49,83,80,91,169,100,262,362,0,0,3,263,431,694,36,130,166,40,90,126,13,68,81,61,239,303,0,4,4,153,525,678,416,955,1372,42,37,76,67,144,214,4,3,7,108,187,295,3107,2651,5758,7861,7768,15631
SED30016,512,443,954,1532,1487,3016,356,351,713,324,329,656,2219,2172,4389,1046,1085,2131,300,349,644,378,344,719,1728,1779,3506,96,76,174,65,107,173,127,91,213,159,349,508,4,3,9,448,627,1071,257,458,718,133,298,425,55,88,144,177,414,585,5,3,3,628,1259,1883,1077,1879,2963,59,73,131,120,220,343,0,3,3,186,298,481,1411,1327,2738,7121,7898,15025
SED30017,534,436,970,1526,1382,2901,502,448,949,275,238,509,2298,2073,4372,1178,1063,2239,286,296,581,349,381,731,1814,1741,3553,92,99,191,49,99,154,166,101,266,211,312,522,8,0,3,528,610,1139,307,408,715,91,187,279,55,82,141,148,356,503,6,5,3,598,1036,1637,1129,1654,2783,67,66,135,116,202,325,0,4,4,190,271,460,967,1119,2086,6931,7299,14230
SED30018,589,527,1109,1440,1399,2843,609,562,1172,386,417,797,2437,2380,4813,725,571,1295,760,718,1478,569,642,1210,2059,1935,3991,68,73,143,83,92,173,112,58,170,166,266,429,0,4,5,431,493,926,740,829,1573,170,242,413,118,129,252,293,469,761,0,3,5,1322,1674,2993,1752,2168,3920,61,56,118,127,192,318,4,4,7,196,251,444,723,714,1433,7743,7966,15712
SED30019,433,490,921,1102,1162,2261,494,467,955,178,230,407,1780,1857,3634,470,379,845,636,559,1193,439,801,1239,1550,1738,3282,119,112,225,165,208,377,101,103,213,214,371,583,4,5,7,601,807,1407,867,1186,2059,437,565,998,155,251,400,542,760,1300,0,7,9,1998,2768,4770,2611,3576,6189,85,115,202,174,244,418,0,3,5,266,363,626,1457,1202,2659,8085,9218,17307
SED30020,413,412,818,1825,1698,3526,578,549,1127,311,344,652,2716,2592,5307,1216,1230,2452,554,519,1072,386,443,826,2159,2195,4356,112,69,179,64,85,150,199,129,327,190,358,544,0,4,7,564,637,1204,137,282,412,70,166,231,62,118,183,155,392,547,6,4,10,421,961,1378,989,1598,2583,93,82,171,115,186,301,0,6,6,209,270,481,1803,1658,3459,8287,8723,17007
SED30021,382,335,718,2057,1892,3948,368,353,718,68,87,152,2487,2333,4826,1264,1153,2412,238,250,486,69,88,155,1570,1491,3060,40,40,78,56,87,138,90,72,158,121,279,400,0,6,9,307,481,784,26,72,99,46,115,157,14,53,61,90,261,357,0,0,0,180,499,675,485,975,1462,50,53,97,65,117,175,6,0,6,115,161,282,3301,2888,6188,8339,8190,16528
SED30022,1196,1123,2313,3319,3167,6485,521,503,1021,970,961,1931,4816,4641,9450,2243,2141,4382,370,423,794,825,877,1697,3443,3442,6887,164,166,331,142,281,422,239,216,461,341,680,1018,0,0,3,886,1351,2242,498,807,1299,250,504,749,70,184,252,248,591,841,0,0,4,1062,2082,3147,1959,3441,5394,126,148,275,188,358,553,6,0,5,317,514,831,2587,2460,5046,14313,15620,29926
SED30023,504,472,979,1752,1692,3443,507,456,965,112,84,193,2376,2232,4609,1111,905,2017,690,689,1378,509,433,944,2316,2026,4341,90,83,169,85,101,181,123,74,198,167,265,436,0,0,3,465,526,989,1093,1382,2470,369,473,840,175,196,371,446,712,1156,3,0,3,2080,2762,4844,2550,3291,5840,54,53,107,117,173,290,0,0,0,170,229,404,739,633,1373,8659,8882,17541
SED30024,486,411,904,1334,1249,2586,270,308,583,261,248,507,1872,1805,3680,1116,949,2066,115,129,248,356,341,697,1587,1424,3009,61,48,108,39,111,148,135,80,208,207,304,507,0,0,0,438,542,985,260,514,772,139,269,408,68,117,185,179,378,557,0,7,4,643,1282,1928,1088,1822,2913,37,52,90,114,183,295,0,3,3,153,236,389,1361,1427,2789,6551,7127,13676
SED30025,569,526,1098,1625,1614,3239,545,540,1085,277,249,524,2436,2413,4850,1119,1012,2127,661,599,1259,464,425,886,2251,2027,4282,82,87,170,63,99,167,156,100,258,204,315,518,0,0,0,512,601,1109,578,771,1350,193,256,452,121,148,275,335,544,875,4,0,9,1231,1718,2953,1744,2322,4062,34,43,76,108,179,291,0,0,0,147,219,370,609,535,1148,7764,8045,15802
SED30026,629,505,1135,1658,1652,3310,697,639,1334,174,145,314,2540,2436,4969,1173,1098,2273,777,524,1304,310,310,621,2268,1934,4199,68,90,156,62,109,175,128,104,225,182,313,495,0,0,0,436,621,1053,544,717,1263,194,327,522,134,122,247,423,582,1008,0,0,4,1293,1757,3046,1726,2373,4099,61,37,97,138,159,300,0,0,0,193,204,398,877,639,1517,8232,8088,16321
SED30027,476,449,927,1480,1467,2944,337,298,635,321,331,651,2137,2101,4240,1196,1092,2290,232,213,445,377,342,715,1814,1650,3462,74,67,141,68,141,210,157,96,250,190,363,554,0,0,3,489,669,1158,307,458,761,147,240,382,45,103,147,137,342,483,0,0,4,638,1138,1781,1132,1806,2943,78,73,147,115,185,304,4,0,9,203,254,453,1216,1130,2347,6975,7399,14372
SED30028,419,381,795,1805,1757,3563,480,457,943,146,159,302,2436,2376,4816,1529,1527,3056,332,364,696,155,126,279,2016,2025,4040,52,54,109,45,60,104,117,97,215,131,359,487,0,6,4,341,575,919,97,165,263,45,178,223,49,96,144,155,411,571,0,0,0,348,852,1202,689,1428,2115,68,59,128,148,211,359,0,4,4,213,275,487,1779,1484,3266,7559,7966,15526
SED30029,348,305,652,1327,1309,2641,138,150,290,377,384,763,1854,1846,3702,1045,989,2036,233,240,472,417,379,799,1700,1610,3310,41,52,87,28,78,100,123,70,196,138,267,403,6,0,6,330,464,792,171,248,421,72,194,271,37,71,113,129,345,477,0,8,7,414,871,1288,747,1336,2081,56,58,115,109,158,257,3,6,4,165,219,380,2973,1424,4393,7782,6745,14520
SED30030,508,457,972,1213,1238,2453,616,562,1180,147,120,267,1975,1918,3899,716,682,1392,666,612,1277,310,248,556,1699,1537,3236,111,96,209,124,178,307,119,69,187,215,305,519,6,0,5,564,657,1226,870,1212,2082,397,493,884,144,200,343,452,661,1116,0,6,6,1864,2570,4428,2435,3226,5655,85,88,173,145,203,345,0,0,0,230,294,520,978,1002,1982,7825,8441,16265
SED30031,315,316,629,1457,1382,2841,437,498,936,66,83,139,1963,1961,3926,898,786,1685,302,294,594,77,91,166,1286,1169,2448,51,24,75,23,32,58,79,77,156,114,221,336,10,0,9,275,362,631,31,103,136,30,105,134,22,65,86,110,240,349,0,4,4,183,513,697,459,875,1331,45,27,73,83,123,203,0,0,4,122,160,282,2580,1907,4487,6721,6384,13099
SED30032,321,301,630,1526,1388,2912,178,156,336,273,277,551,1976,1825,3799,1214,1074,2290,240,272,518,299,313,614,1764,1669,3427,49,63,114,32,80,112,99,119,215,107,307,411,0,3,8,291,577,861,88,169,259,74,163,233,25,63,98,65,260,324,0,3,0,249,663,913,540,1241,1781,63,82,144,92,151,249,0,3,6,158,236,396,2122,1855,3980,6883,7127,14006
SED30033,307,334,642,1214,1194,2408,318,310,627,343,343,683,1882,1849,3726,1069,1116,2186,230,239,465,348,315,658,1640,1669,3312,35,48,85,39,106,143,99,108,206,155,306,457,0,0,0,331,565,894,78,164,243,72,182,252,27,62,94,127,274,402,0,0,0,300,687,984,630,1255,1882,56,58,116,89,168,255,0,3,3,147,227,373,1736,1787,3517,6339,7113,13451
SED30034,320,258,574,1594,1487,3074,452,417,865,84,91,171,2124,1984,4115,1469,1353,2820,306,325,637,66,74,146,1843,1759,3604,49,32,76,43,60,105,87,63,151,83,265,352,7,5,8,265,424,690,48,118,166,43,102,142,11,45,53,96,299,397,0,3,3,195,564,764,466,989,1453,58,63,122,96,187,281,3,9,8,157,259,411,4243,2801,7041,9154,8050,17206
SED30035,530,429,960,1354,1244,2604,1037,957,1991,190,159,351,2591,2362,4952,852,827,1673,669,759,1432,172,134,297,1685,1717,3406,96,42,137,43,95,142,114,89,197,149,285,431,4,0,4,405,504,913,129,291,416,84,178,260,43,92,126,166,418,586,0,3,3,425,970,1397,829,1483,2305,71,66,134,119,197,317,0,0,4,190,261,451,1934,1450,3388,7755,7706,15456
SED30036,572,535,1108,2088,1945,4030,393,390,782,315,333,648,2812,2671,5482,1788,1688,3475,218,268,485,343,315,655,2351,2275,4628,164,160,325,158,292,446,118,113,230,209,449,655,0,7,6,651,1019,1676,639,875,1514,266,304,566,120,152,272,196,365,562,6,0,4,1227,1694,2922,1878,2726,4607,147,141,292,182,240,422,3,8,14,336,390,728,4908,2146,7057,12855,10744,23602
SED30037,464,404,870,1660,1527,3192,367,349,717,301,310,615,2339,2198,4533,1056,981,2038,451,423,872,372,364,737,1886,1765,3653,80,83,162,58,134,191,91,104,199,184,322,509,0,4,7,425,644,1064,217,347,562,115,232,347,58,103,158,196,442,639,0,0,0,595,1117,1712,1016,1765,2779,77,64,143,132,176,301,0,0,0,207,240,450,1407,1445,2854,7312,7820,15128
SED30038,461,430,891,1815,1674,3490,405,445,852,310,273,585,2537,2401,4935,1115,1058,2175,509,449,954,371,462,834,1993,1977,3964,76,75,153,55,93,154,140,127,270,184,329,508,3,3,0,459,633,1089,235,397,630,76,204,280,66,118,184,188,427,617,0,0,0,558,1145,1710,1024,1778,2799,96,96,189,118,193,318,4,0,6,220,291,511,2407,1476,3885,8640,8353,16995
SED30039,868,800,1668,2865,2671,5536,591,568,1167,641,634,1273,4104,3882,7988,1879,1869,3747,543,558,1100,554,547,1101,2985,2978,5963,93,132,221,79,190,272,180,138,321,273,481,752,6,3,8,633,945,1576,476,696,1182,192,357,554,92,153,247,332,581,911,0,0,0,1094,1796,2889,1727,2744,4473,147,140,291,199,315,511,5,8,13,353,458,811,1383,1288,2665,11423,12146,23566
SED30040,405,397,797,1648,1531,3173,186,207,396,300,330,628,2139,2074,4211,1325,1259,2584,198,200,393,407,380,787,1928,1838,3769,73,50,123,40,85,123,136,91,224,125,285,411,3,0,5,375,504,881,304,481,785,151,315,467,62,84,152,197,389,585,0,0,0,720,1268,1986,1095,1780,2876,39,74,115,129,182,314,4,0,3,174,258,432,1365,1357,2724,7103,7700,14800
SED30041,395,357,758,1545,1401,2947,652,600,1251,174,215,392,2372,2218,4595,775,749,1526,990,784,1775,321,315,632,2087,1844,3930,37,48,82,33,49,80,121,89,211,143,298,440,0,0,0,337,483,820,181,315,488,99,224,317,66,131,196,183,435,621,0,3,3,523,1101,1626,860,1588,2450,51,68,122,126,175,300,3,0,0,183,246,426,2271,1601,3876,8168,7863,16026
SED30042,610,536,1143,2165,2108,4276,324,357,679,389,367,756,2888,2829,5716,1645,1560,3205,382,354,737,438,399,837,2468,2319,4785,91,101,189,62,117,176,184,158,342,223,373,596,7,5,5,568,746,1310,322,517,840,114,263,375,79,114,195,201,483,679,0,0,0,717,1374,2091,1284,2120,3403,93,70,163,148,205,353,0,0,0,243,272,520,1155,1152,2304,8648,9232,17882
SED30043,403,340,749,1838,1641,3482,357,279,636,271,268,541,2474,2188,4663,1361,1227,2585,201,209,405,410,470,877,1976,1905,3873,56,58,110,44,84,125,111,114,220,153,288,440,4,7,3,359,542,901,206,567,772,124,234,357,35,83,116,113,314,419,0,0,0,475,1187,1664,835,1733,2565,62,65,127,99,182,280,0,3,4,164,249,411,1797,1861,3660,7648,8279,15926
SED30044,653,595,1247,2195,2083,4279,539,572,1107,446,455,903,3190,3119,6306,1556,1454,3010,448,462,912,411,425,833,2429,2348,4768,95,115,216,89,196,284,177,185,363,203,404,609,0,0,3,570,901,1470,270,463,729,113,242,347,73,131,205,133,356,488,0,5,0,593,1192,1780,1163,2097,3258,111,129,246,154,270,426,7,5,10,268,402,672,2066,1991,4049,9757,10542,20302
SED30045,554,515,1064,1538,1543,3080,605,511,1120,205,189,394,2349,2250,4597,921,936,1860,671,451,1124,355,479,833,1951,1867,3813,82,86,166,42,82,120,133,92,230,207,346,556,6,0,3,470,609,1073,424,517,941,124,181,312,94,113,204,221,487,705,0,4,4,865,1298,2160,1335,1906,3241,63,52,116,120,187,303,0,0,0,185,242,424,1080,1053,2133,7451,7826,15275
SED30046,582,532,1117,1901,1831,3730,314,326,641,427,448,873,2644,2618,5261,1373,1244,2615,389,379,768,398,421,816,2163,2044,4206,100,105,204,85,187,271,183,139,328,219,391,605,3,5,9,586,824,1406,264,413,675,118,265,380,52,112,164,134,320,452,3,0,4,566,1105,1672,1151,1933,3088,107,102,212,165,228,390,4,0,6,275,333,609,2106,2033,4136,8925,9486,18409
SED30047,413,376,789,1488,1371,2862,573,555,1129,204,225,430,2259,2161,4420,1080,1015,2098,561,598,1159,224,240,463,1860,1861,3726,85,53,135,53,78,133,148,118,263,154,345,495,6,5,6,445,598,1040,124,258,381,73,163,237,69,124,191,199,416,611,3,0,3,465,961,1431,909,1564,2470,55,56,108,142,203,347,0,0,0,194,264,454,2629,2078,4709,8274,8296,16568
SED30048,456,471,917,1673,1683,3365,260,267,529,296,225,516,2228,2176,4405,775,728,1507,388,488,871,860,676,1529,2021,1892,3910,136,112,254,134,186,321,128,87,215,223,360,581,0,0,0,621,755,1373,3501,3996,7500,1278,1142,2423,287,320,606,536,734,1274,5,6,11,5607,6194,11805,6232,6951,13183,140,118,260,125,236,359,0,0,5,261,354,618,1063,1101,2168,12265,12942,25207
SED30049,590,521,1113,1867,1861,3729,442,461,909,325,332,663,2643,2659,5302,1675,1623,3298,406,357,764,381,330,713,2466,2320,4783,130,113,238,121,234,362,130,76,203,179,346,531,0,4,9,570,771,1341,1017,1210,2224,343,432,780,132,151,280,281,465,744,3,0,7,1775,2261,4035,2343,3039,5383,114,118,229,156,231,384,0,3,4,272,347,615,1048,946,1996,9354,9839,19195
SED30050,328,274,606,948,875,1826,232,239,467,284,253,538,1465,1367,2825,754,661,1413,175,193,368,344,302,653,1274,1160,2438,90,82,166,96,132,226,128,79,209,188,324,504,3,3,11,507,616,1119,227,523,754,183,386,572,71,122,192,184,348,533,0,3,3,668,1388,2054,1178,2008,3182,51,66,115,126,184,311,3,4,6,179,257,439,1761,1773,3536,6188,6838,13025
SED30051,293,298,588,1255,1204,2467,361,341,699,287,259,551,1914,1805,3722,1097,1023,2126,299,259,563,296,300,596,1696,1588,3283,41,53,91,35,73,106,108,101,209,137,310,450,0,6,3,322,540,861,48,115,156,47,128,175,14,48,67,94,273,368,0,0,0,202,563,766,524,1104,1628,57,55,117,80,150,230,0,4,6,140,211,348,2381,1563,3950,6945,6571,13514
