SED_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED24308,9,69,101,212,15,6,6,0,0,420,0,3,0,11,12,6,0,3,0,34,5,54,109,353,190,125,50,10,0,903,0,0,4,27,24,37,59,28,37,211,0,3,0,15,5,4,0,0,0,25,0,11,8,31,34,90,110,89,23,399,0,5,18,31,11,18,8,0,6,97,0,3,10,42,16,16,16,5,3,105,0,6,24,134,22,9,8,5,0,204,0,0,0,15,0,0,0,0,0,19,3,142,192,149,27,17,9,0,0,540,0,0,0,18,27,27,20,18,0,114,0,8,17,42,30,15,19,3,0,135,0,9,31,107,84,71,23,8,0,335,0,0,4,8,5,8,14,13,4,54,0,0,5,17,11,3,0,0,0,39,12,108,148,459,241,361,370,357,161,2216,203,521,511,1195,549,432,412,293,115,4233,4009,8380,8802,19702,8954,8210,6927,3887,1635,70504
SED24408,0,3,0,12,3,0,0,0,0,25,0,0,3,4,9,12,3,3,0,33,5,28,27,132,41,30,24,11,0,297,0,0,0,7,0,0,8,8,0,22,0,0,0,5,0,0,0,0,0,9,0,0,0,9,14,37,40,32,13,139,0,0,0,5,6,5,3,0,0,19,0,14,12,42,31,10,15,5,0,140,0,4,0,34,0,3,0,0,0,42,0,0,0,13,4,0,0,0,0,18,3,29,55,79,15,4,7,0,0,187,0,5,5,3,3,3,0,0,0,22,0,4,3,39,18,18,20,9,0,107,0,0,0,24,8,4,0,0,0,39,0,0,0,5,5,6,11,0,6,25,0,4,6,20,4,11,0,3,0,51,3,24,14,105,49,53,52,37,17,340,126,368,376,781,496,618,618,488,242,4119,3098,6783,5895,12221,7038,8784,7869,4705,2075,58458
SED24504,0,0,0,9,0,0,0,0,0,11,0,0,0,7,23,12,6,0,0,43,0,14,19,68,36,9,14,5,0,160,0,0,0,26,17,10,22,6,0,79,0,0,0,0,0,0,0,0,0,3,0,5,8,44,66,81,80,57,16,348,0,9,4,14,13,14,7,0,0,70,0,8,12,74,46,39,33,4,3,215,0,3,9,16,7,19,17,3,6,80,0,0,4,70,0,0,0,0,0,78,0,15,10,29,18,3,3,0,0,67,0,0,0,7,8,0,0,0,0,20,6,18,22,77,47,54,50,12,3,292,0,0,3,29,12,7,0,0,0,49,0,6,0,18,14,17,19,11,4,87,0,0,0,7,12,8,7,0,0,38,8,26,32,168,165,154,194,117,40,903,119,381,336,755,601,613,546,332,117,3799,3352,8702,6443,13652,9964,9502,8241,3984,1202,65038
SED24606,0,0,3,42,5,0,0,0,0,57,0,0,0,7,11,4,0,0,0,24,0,5,14,216,39,33,20,8,0,337,0,0,4,29,21,24,61,50,49,243,0,0,0,0,0,0,0,0,0,6,0,4,9,52,24,43,38,45,13,223,3,46,60,111,34,32,31,14,0,319,0,3,14,156,91,90,110,35,15,526,0,9,22,215,52,38,56,23,5,421,0,5,6,85,11,10,3,0,0,122,0,9,15,96,34,12,5,0,0,179,0,0,0,23,14,6,5,3,4,54,33,62,85,130,66,42,52,10,4,497,0,3,28,114,82,56,41,7,0,337,0,0,0,7,8,3,6,4,4,36,0,0,5,18,6,11,3,4,0,45,20,56,101,704,260,212,270,191,105,1912,66,179,228,639,243,220,236,206,153,2171,2552,6094,7855,16740,8091,6899,5983,4053,1891,60148
SED24703,6,3,57,229,9,3,3,0,0,309,0,0,9,24,19,9,0,0,0,59,10,34,276,1276,130,73,33,4,4,1844,0,0,6,99,19,25,19,13,8,187,0,0,0,5,5,5,0,0,0,16,0,4,37,111,52,56,47,22,3,324,6,21,284,627,89,39,31,5,0,1105,0,7,98,256,52,34,24,10,5,480,6,5,175,412,55,32,24,6,7,711,5,10,165,885,58,33,23,0,0,1179,4,15,253,1545,80,25,10,4,0,1926,0,4,14,188,48,44,23,9,6,338,23,80,221,591,116,82,47,22,0,1171,6,52,798,922,304,254,158,49,18,2563,0,0,4,53,12,9,8,9,6,101,0,0,41,59,6,7,4,0,0,119,42,162,1006,4202,582,401,266,154,40,6857,236,383,1899,4635,778,588,401,175,68,9157,3578,5116,28167,61363,9660,7578,5368,2489,890,124206
SED24808,15,109,54,444,57,23,14,0,0,722,0,0,0,6,11,0,5,4,0,21,7,132,268,784,359,194,87,22,6,1865,0,0,0,34,21,35,47,7,7,152,4,78,98,212,145,79,41,11,0,668,0,8,11,55,34,116,126,69,27,450,0,22,14,33,32,15,13,0,0,118,0,13,27,91,31,25,23,14,7,222,6,27,47,257,94,37,39,7,7,510,3,4,0,16,7,3,4,0,0,40,4,37,62,109,45,3,3,0,0,266,0,0,7,39,32,22,14,12,0,122,3,25,28,69,28,22,17,4,0,198,0,21,17,324,102,63,35,3,6,571,0,0,5,9,4,21,17,13,3,72,0,6,18,67,18,12,3,0,0,129,38,282,578,1581,681,474,370,205,63,4275,424,1032,710,1835,682,510,394,257,79,5926,8166,15537,11484,30279,11193,9022,7657,3321,1020,97680
SED24904,0,17,10,23,3,4,0,0,0,57,0,0,0,0,9,5,0,0,0,13,8,25,37,225,68,40,31,4,0,436,0,0,0,4,0,4,5,4,3,16,0,3,12,81,18,7,6,0,0,127,0,0,3,14,17,30,27,28,4,130,0,0,5,5,3,0,0,0,0,19,4,19,29,52,30,19,13,5,0,167,4,6,0,43,16,4,4,3,3,94,6,7,14,143,3,0,0,0,0,169,3,12,27,196,52,34,3,0,0,324,0,4,4,50,76,81,40,34,5,289,0,6,3,20,15,6,10,3,0,69,0,24,30,197,78,135,58,14,0,536,0,0,0,3,0,5,6,4,0,30,0,3,0,17,11,3,7,0,0,36,7,62,77,444,166,147,115,65,34,1117,214,680,573,1400,689,816,687,432,240,5720,3769,8401,7352,16780,8212,8908,7397,4111,1833,66771
SED25003,3,56,42,283,54,26,3,9,0,481,0,0,0,4,8,3,0,0,0,18,0,39,108,357,176,178,119,22,10,1027,0,0,0,21,16,20,45,11,4,118,0,3,9,32,36,40,14,8,0,141,0,5,5,19,10,42,37,24,4,141,0,21,20,36,24,15,12,3,0,138,6,9,24,56,31,20,12,8,0,156,0,40,102,476,239,209,121,50,20,1256,5,0,0,20,7,0,0,0,0,29,0,9,10,71,27,11,3,0,0,137,0,3,5,38,44,57,14,5,0,164,5,17,26,36,10,11,6,0,0,116,3,24,42,256,148,112,82,15,7,688,0,0,0,3,3,12,6,0,0,21,0,4,22,51,30,3,0,0,0,114,22,150,225,897,429,447,317,138,41,2654,146,325,283,762,313,274,252,297,245,2899,4381,9307,9265,20917,9600,8690,5574,2568,1128,71427
SED25102,0,0,0,3,0,0,0,0,0,11,0,0,0,7,10,8,0,0,0,31,0,7,10,55,32,32,19,4,6,164,0,0,0,29,12,19,35,13,6,112,0,0,0,5,0,3,0,0,0,10,0,4,0,34,37,74,78,59,18,311,0,3,4,17,8,9,4,0,0,52,0,11,32,111,109,45,44,21,0,364,0,3,4,53,27,23,28,6,11,150,0,0,0,10,0,0,3,0,0,18,3,7,16,64,18,10,0,0,0,117,0,0,0,4,8,4,4,0,0,17,4,21,21,85,52,44,43,18,0,291,0,4,5,33,13,8,0,6,0,67,0,0,4,0,10,19,15,7,0,53,0,0,6,20,16,11,3,0,0,49,4,36,31,223,183,203,151,116,31,986,74,188,176,423,226,249,205,122,76,1728,3288,7717,6737,14081,8643,7942,6255,2821,900,58387
SED25205,0,0,0,6,10,0,4,0,0,23,0,0,0,3,16,13,3,0,0,38,0,13,34,144,70,81,51,17,6,423,0,6,0,73,40,57,63,27,10,266,0,0,0,4,0,0,7,0,0,10,0,16,33,112,86,98,74,78,35,534,4,14,6,21,26,14,17,8,0,121,3,67,49,200,140,69,52,26,9,624,0,3,11,82,74,95,97,49,10,426,0,0,5,15,9,3,5,0,0,30,0,5,12,69,27,12,3,0,0,134,0,7,4,59,37,60,46,22,10,244,9,38,24,100,60,48,23,7,0,306,0,10,12,89,63,49,26,12,0,255,0,9,0,20,11,15,3,7,3,73,0,0,0,16,9,7,0,0,3,46,9,81,95,650,445,363,308,186,91,2220,90,195,147,499,264,231,199,179,109,1914,3683,8553,7231,16685,10143,8183,5936,3655,1736,65798
SED25302,0,0,0,3,4,7,0,0,3,10,0,0,0,9,13,10,7,0,0,38,0,4,4,73,28,22,16,8,0,151,0,0,0,23,18,18,43,16,9,123,0,3,0,0,0,0,0,0,0,5,0,19,44,80,127,143,167,139,56,774,0,12,5,0,12,12,5,0,0,48,4,29,33,109,112,66,70,42,14,458,0,0,0,28,19,23,34,20,10,132,0,0,0,7,0,0,0,0,0,9,0,25,18,44,30,5,5,0,0,117,0,0,3,4,9,3,3,0,3,31,12,30,28,64,78,44,55,23,4,339,0,0,11,16,15,17,3,0,0,59,0,5,8,21,38,17,32,20,5,161,0,0,5,4,8,10,0,3,0,37,3,67,38,229,214,181,209,183,57,1175,95,246,196,412,351,270,373,341,284,2569,2970,8695,7098,11390,9688,8324,8456,6138,2509,65261
SED25402,0,11,4,39,3,7,5,0,0,59,0,0,0,4,11,3,4,0,0,19,11,34,39,216,80,94,55,11,0,536,0,0,0,14,7,12,31,7,7,76,0,0,0,0,3,4,0,0,0,6,0,0,6,14,20,87,143,110,39,421,0,0,0,8,7,6,0,0,0,26,3,10,22,38,38,23,14,7,0,150,0,9,11,68,28,12,15,6,0,144,0,0,0,8,0,0,0,4,0,23,0,18,31,51,19,9,4,0,0,122,0,0,0,5,0,3,0,3,0,17,4,9,20,37,18,16,22,3,0,128,0,8,0,44,15,15,7,0,0,88,0,0,3,5,5,8,12,5,5,47,0,0,7,14,14,5,0,0,0,41,11,41,74,194,101,149,155,118,56,891,251,597,552,1287,610,704,595,396,225,5217,3879,8409,7737,16669,8216,9346,7990,4307,1690,68256
SED25501,0,36,47,159,34,11,4,0,0,295,0,0,0,4,7,0,0,0,0,16,3,16,31,150,54,59,28,4,0,353,0,3,3,25,12,55,51,26,20,191,0,0,0,0,0,0,0,0,0,4,3,5,3,14,10,32,30,46,25,165,8,95,153,156,114,113,63,27,6,721,0,36,45,84,83,59,39,18,5,365,14,201,412,1035,584,408,295,135,37,3125,0,14,28,166,70,39,43,3,4,372,5,15,28,92,41,20,13,4,0,220,0,0,3,18,24,23,16,17,18,114,8,73,52,58,23,25,18,13,0,266,0,31,55,224,279,267,159,33,10,1052,0,4,0,3,5,6,4,9,6,31,0,0,7,12,13,0,6,0,0,43,18,131,172,394,237,235,186,191,108,1667,64,235,299,609,277,228,159,167,134,2172,2618,8456,8877,16844,8785,7606,5784,4457,2230,65663
SED25605,8,66,70,312,40,20,14,6,0,537,0,0,4,7,4,3,0,0,0,13,3,48,79,341,127,120,56,15,7,791,0,0,0,40,29,78,76,34,12,262,0,0,0,18,13,8,7,0,0,39,0,0,4,10,22,16,41,55,25,179,3,47,53,96,44,37,39,15,3,332,0,15,13,58,47,40,54,24,11,254,11,79,223,1024,384,398,329,161,66,2674,0,10,11,83,27,27,28,0,0,194,4,43,73,127,34,12,12,0,0,309,0,5,6,35,45,69,62,41,16,278,5,22,15,43,15,10,9,8,0,125,9,64,195,882,658,600,354,103,36,2905,0,0,0,0,6,4,4,8,3,34,0,0,4,15,4,0,0,0,0,29,11,105,159,630,400,424,469,355,156,2714,102,233,263,722,286,250,267,332,263,2706,3112,7056,7306,17316,7990,6995,6714,4903,2241,63639
SED25704,0,11,0,28,11,3,0,0,0,43,0,0,0,0,8,6,0,0,0,20,0,72,61,262,109,54,30,0,0,593,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,27,47,31,0,126,0,0,0,6,0,0,0,0,0,9,3,13,14,48,24,19,7,0,0,138,4,8,0,62,0,3,5,0,0,92,0,0,0,16,0,0,0,0,0,20,0,5,6,34,13,5,5,0,0,68,0,0,0,0,0,0,0,0,0,0,0,5,0,19,16,14,16,3,0,77,0,31,11,107,19,16,0,0,0,189,0,4,0,3,4,0,5,0,0,16,0,0,0,13,15,3,0,0,0,39,5,24,13,98,59,52,61,42,12,367,199,549,437,1019,636,749,717,536,291,5134,3384,7952,6796,13649,7841,9321,8420,5196,2206,64766
SED25802,0,0,4,14,14,3,0,0,0,35,0,0,0,12,10,8,4,0,0,38,8,8,37,141,51,58,36,6,0,344,0,0,0,12,7,12,27,12,8,85,0,0,0,37,0,0,0,0,0,38,0,3,12,21,31,80,121,100,25,383,0,0,7,17,11,8,6,0,0,38,3,21,22,75,46,41,30,21,4,253,0,6,5,79,37,22,20,12,0,174,0,0,10,97,0,0,0,0,0,113,5,7,18,47,31,9,0,0,0,122,0,4,0,3,9,5,5,0,0,25,0,21,14,38,31,28,41,6,0,166,6,11,13,59,17,3,0,4,0,103,0,3,4,13,10,23,18,15,3,83,0,3,0,24,13,4,9,0,0,60,4,29,38,236,124,153,200,155,49,981,209,597,428,1200,664,740,675,468,191,5178,4531,9888,8289,18093,9458,10382,9485,5246,1795,77157
SED25905,22,100,165,345,96,58,24,7,4,813,0,0,0,9,3,0,0,0,0,15,9,43,79,304,129,174,80,20,11,847,0,0,4,71,54,149,151,53,26,512,0,13,23,67,56,39,18,4,4,228,0,0,0,13,23,57,78,56,36,272,4,27,21,63,19,44,27,6,0,207,0,13,22,106,88,82,64,27,4,409,5,83,179,1059,404,495,339,128,41,2738,0,0,7,66,5,10,4,0,0,95,0,5,9,93,30,6,7,3,0,164,0,3,4,34,66,80,33,12,10,241,0,12,20,45,19,13,4,3,0,123,0,6,15,150,100,102,63,10,7,461,0,0,0,8,12,5,10,9,4,48,0,0,0,12,6,9,6,0,0,38,12,95,207,965,773,900,651,310,134,4052,197,407,432,1036,377,353,256,156,77,3287,4143,8577,8991,18622,8735,8885,5917,2843,1273,67990
SED26005,23,237,271,524,97,53,22,3,4,1229,0,0,0,5,4,4,0,0,0,13,16,74,166,574,292,292,117,26,15,1561,0,4,9,74,46,60,57,25,3,282,0,38,81,167,105,128,38,13,4,573,0,13,16,24,57,85,69,36,9,313,4,43,46,60,53,58,18,4,0,290,0,18,62,122,168,94,59,31,8,559,8,175,383,1587,823,578,275,127,31,3993,0,6,5,81,13,5,8,0,0,117,6,9,14,149,39,18,4,0,0,237,0,6,6,48,69,50,25,18,3,219,10,40,37,39,33,23,6,0,0,183,0,20,42,273,147,109,51,7,3,658,0,0,3,4,6,13,11,11,0,50,0,3,12,43,29,8,4,0,0,100,8,128,322,1051,774,720,420,190,66,3662,209,545,493,1076,447,328,203,103,31,3443,5617,13871,13161,24380,12469,9090,5100,2210,596,86498
SED26102,0,0,0,3,0,0,0,0,0,9,0,0,0,9,11,8,4,0,0,37,0,14,16,84,30,21,18,7,4,196,0,0,0,22,4,4,31,6,3,73,0,0,0,7,5,3,0,0,0,9,0,5,9,40,47,84,127,100,42,457,0,0,5,5,15,6,13,4,0,53,0,10,4,42,41,57,50,27,5,234,0,0,3,19,11,17,16,10,0,77,0,0,0,11,3,0,0,0,0,13,0,8,7,38,23,12,0,0,0,91,0,0,0,6,6,16,7,0,0,42,8,11,19,62,33,43,53,15,4,252,0,3,0,14,6,0,0,0,0,35,0,4,3,7,11,8,19,16,0,74,0,0,3,3,6,7,3,0,0,25,8,28,19,156,107,143,253,159,88,965,169,466,417,974,729,831,879,654,298,5420,2797,6553,5606,11909,8423,10134,11544,7279,2714,66960
SED26207,4,10,25,80,19,4,3,5,0,142,0,0,0,9,5,0,0,0,0,15,0,11,26,149,72,61,78,18,0,425,0,4,0,32,17,39,62,40,21,210,0,0,0,9,0,0,0,0,0,10,0,3,3,23,26,36,36,32,12,179,0,22,15,25,14,7,12,4,0,96,5,10,10,55,25,24,9,5,0,135,0,17,17,103,61,57,55,17,8,338,0,3,0,27,3,4,5,0,0,45,0,14,25,80,31,10,0,0,0,161,0,0,0,43,42,42,11,10,0,153,8,16,19,53,28,15,13,4,0,152,7,21,67,336,334,335,216,69,67,1447,0,0,0,7,3,7,3,6,0,24,0,0,0,12,5,5,0,0,0,20,3,73,70,531,296,309,331,277,125,2017,87,204,144,515,274,214,204,242,125,2003,3223,7234,6872,15252,8613,7317,6307,4851,2133,61796
SED26303,0,0,3,45,12,5,0,0,0,66,0,0,0,12,11,3,0,0,0,34,0,9,17,134,32,28,26,0,3,252,0,0,0,47,14,7,16,5,8,96,0,0,0,0,4,3,0,0,0,9,0,11,13,121,58,50,35,11,4,291,0,20,14,95,24,13,6,3,0,170,0,4,18,139,42,19,11,0,0,236,4,3,18,98,20,29,19,9,0,196,0,0,8,53,9,4,0,0,0,66,0,20,17,80,31,9,3,0,0,159,0,0,0,31,22,14,4,8,0,89,18,37,39,309,88,50,30,7,0,572,0,8,31,147,122,136,81,42,17,581,0,0,0,21,11,7,7,3,0,47,0,0,0,28,5,5,0,0,0,40,10,42,60,825,243,186,160,126,63,1714,66,174,217,848,289,229,175,131,53,2177,3334,6769,6727,24681,9848,7065,4553,2858,1441,67269
SED26406,4,14,37,155,19,11,3,0,0,243,0,0,4,3,9,6,0,0,0,29,10,25,72,419,76,64,43,9,0,718,0,0,0,53,23,43,94,44,24,280,0,0,3,0,4,9,4,0,0,16,0,5,6,43,28,44,26,31,15,186,0,28,152,204,60,20,35,4,6,503,0,14,58,184,94,68,43,35,9,514,9,24,268,794,160,142,123,66,28,1623,0,3,13,170,20,5,4,0,0,228,4,6,40,182,23,23,6,0,0,290,0,0,0,26,4,24,4,8,4,67,10,42,49,102,30,31,26,6,0,305,9,25,164,392,174,131,71,30,8,1007,0,0,5,17,7,11,3,4,0,46,0,0,19,32,5,11,0,0,0,68,18,89,316,1103,402,424,479,337,194,3366,82,202,526,1098,259,193,188,138,78,2772,3518,6854,11376,25276,8717,7033,5061,3470,1820,73129
SED26504,0,3,0,24,0,0,0,0,0,36,0,0,0,4,8,0,4,0,0,25,5,36,19,192,36,37,31,8,0,359,0,0,0,7,3,0,6,5,0,26,0,0,5,5,0,3,0,0,0,8,0,8,0,22,25,44,62,52,5,220,3,0,0,9,3,0,3,0,0,20,0,9,13,31,38,19,9,5,0,131,0,10,4,33,15,4,8,0,0,69,0,0,4,43,3,0,0,0,0,44,4,6,7,70,23,11,6,0,0,129,0,0,0,0,0,0,0,0,0,6,0,9,10,32,15,16,27,8,0,119,0,0,0,18,5,0,0,0,0,27,0,0,0,4,5,7,8,10,0,34,0,0,0,8,0,4,4,0,0,16,5,11,14,95,56,74,98,85,33,466,131,415,350,813,477,609,636,472,253,4153,2888,7097,5789,12309,7548,8547,8402,5161,1980,59712
SED26603,22,99,101,661,55,17,8,0,0,957,0,0,0,9,5,0,0,0,0,23,11,40,47,395,99,70,55,20,5,733,0,0,3,49,22,38,40,36,44,233,0,0,4,4,7,7,0,3,0,30,0,3,3,69,21,33,22,18,15,187,3,17,7,87,21,12,11,0,0,170,0,6,11,109,36,15,10,3,0,187,4,38,37,253,77,89,32,29,5,567,0,0,3,57,9,5,0,0,0,79,0,18,20,138,33,9,3,0,0,228,0,25,20,330,306,293,123,85,14,1203,8,28,25,173,39,21,15,5,5,315,0,23,33,237,150,120,79,13,9,663,0,0,0,7,10,0,0,5,0,31,0,0,4,49,8,0,0,0,0,56,21,147,130,1217,323,273,240,192,112,2657,168,318,387,1218,420,285,252,250,228,3533,5072,8422,8844,28468,9924,7585,4975,3618,2584,79479
SED26708,0,0,0,5,0,0,0,3,0,12,0,0,0,0,9,0,9,0,0,22,7,25,33,132,31,19,15,3,0,266,0,0,0,7,9,5,7,0,3,38,0,0,4,27,0,0,0,0,0,33,0,7,0,19,26,58,59,45,14,235,0,0,4,3,10,9,6,0,0,26,0,5,6,35,24,14,9,6,0,102,0,0,4,30,7,6,10,4,0,59,0,3,10,143,0,0,0,0,0,159,0,3,9,30,12,3,3,0,0,58,0,0,0,3,0,0,0,0,0,8,0,3,12,26,17,15,30,10,0,121,0,0,4,21,14,6,6,0,0,39,0,0,0,9,5,5,13,5,3,39,0,0,0,8,7,5,6,0,0,24,0,29,22,193,94,103,89,65,22,617,189,476,367,967,609,715,653,391,180,4550,3482,8124,6621,14310,8393,9568,8571,4524,1709,65296
SED26806,0,0,11,67,0,4,0,0,0,87,0,0,5,11,12,5,8,0,0,44,5,9,39,437,70,29,25,7,0,617,0,0,4,91,23,48,86,45,40,334,0,0,0,0,0,3,0,0,0,5,3,0,13,231,54,45,39,32,9,428,4,10,40,204,46,18,35,12,3,371,0,11,48,364,66,63,62,15,5,631,0,0,24,197,39,24,44,14,6,346,3,6,10,153,20,7,10,0,0,215,4,5,33,253,36,9,14,0,0,360,0,0,3,59,22,21,4,11,0,117,26,41,101,427,73,75,58,33,8,847,0,6,41,203,70,57,42,14,3,445,0,0,4,55,8,14,4,6,0,84,0,0,7,66,8,11,6,0,0,97,26,64,235,2304,364,341,337,366,244,4276,114,202,472,2131,548,417,339,293,222,4741,2420,3397,7628,35726,7908,6487,5208,3325,1452,73559
SED26903,3,23,35,174,12,11,0,5,0,255,0,7,6,18,10,3,0,0,0,42,9,34,47,344,95,90,66,19,4,701,0,0,0,20,14,10,13,13,9,81,0,0,3,6,7,11,5,0,0,32,0,0,5,55,23,28,21,23,4,158,0,9,14,69,26,7,11,3,0,131,0,3,10,85,26,7,9,3,0,145,0,10,30,214,38,32,28,18,10,370,0,3,0,68,5,9,3,0,0,93,0,11,19,150,28,12,6,0,0,224,0,0,3,48,32,36,26,18,8,170,3,15,21,155,25,21,7,3,0,243,3,26,112,471,320,362,186,63,22,1555,0,0,0,11,13,4,7,3,0,36,0,4,3,33,8,3,3,0,0,58,53,179,175,1288,322,320,268,159,69,2824,151,258,304,1133,446,361,318,245,233,3447,4038,6649,7134,24811,8996,6997,5016,3596,2099,69342
SED27003,0,4,9,33,9,3,0,0,0,57,0,0,0,14,15,5,5,0,0,38,0,11,37,298,53,30,23,3,0,448,0,0,4,53,21,13,14,12,0,127,0,4,0,6,3,0,0,0,0,8,0,0,10,231,53,45,40,23,10,413,0,12,25,172,35,14,9,4,0,270,0,3,20,274,57,19,21,4,0,403,0,0,13,166,30,12,14,5,6,247,5,0,13,111,16,6,3,0,0,153,4,7,20,156,46,10,13,0,0,257,0,0,5,52,34,25,20,14,3,151,20,49,65,601,93,54,38,15,0,939,3,39,156,526,467,507,395,136,74,2307,0,0,0,45,11,9,13,4,4,80,0,0,7,36,10,4,5,4,0,61,28,113,254,1859,444,310,229,164,72,3475,141,284,406,1760,482,442,286,149,80,4037,3028,4742,7384,36593,8524,6923,4941,2533,1005,75675
SED27101,0,14,31,151,13,7,9,0,0,225,0,0,0,13,23,7,0,0,0,40,0,25,31,249,71,51,30,8,3,462,0,3,0,24,17,31,46,19,17,158,0,0,0,3,0,0,0,0,0,3,0,0,3,24,40,52,64,50,25,254,3,44,25,126,49,26,24,12,3,314,3,18,35,133,84,40,26,18,9,371,0,13,26,280,40,78,58,29,14,527,0,11,11,183,43,16,19,0,0,287,0,33,38,140,38,19,6,4,0,281,0,7,9,16,12,12,6,3,0,60,3,27,28,82,38,35,19,7,0,234,0,19,29,191,112,106,105,43,3,610,0,0,0,7,5,9,7,5,3,33,0,3,4,21,11,14,7,0,0,58,9,52,95,467,220,188,192,142,74,1440,85,170,185,613,234,217,173,167,110,1941,3968,7911,7203,20063,8846,7005,5492,3567,1496,65551
