SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED60209,19047,19491,38536,1062,1038,2095,2389,2310,4702,1049,1000,2053,994,940,1933,2187,2211,4404,2052,2213,4270,2433,2501,4941,2778,2888,5667,2438,2451,4889,1289,1380,2667,370,557,925,17909,18487,36392,1138,1003,2144,1765,1866,3631,52,56,110,85,61,147,1903,1987,3886,15517,15965,31486,2041,2095,4141,16940,17432,34366,777,790,1573,16835,17359,34193,234,220,454,2166,2109,4269,690,739,1431,164,200,366,391,660,1055,4730,5809,10530,1432,1671,3108,5646,5296,10933,1528,1354,2881,847,657,1501,69,49,121,17120,17677,34796,2067,1797,3862
SED60301,8029,8320,16351,468,389,854,1078,995,2077,495,454,950,475,444,917,1346,1269,2613,1003,1058,2066,936,981,1923,947,1046,1986,658,807,1469,451,630,1085,167,243,410,7741,8054,15798,286,266,552,425,496,921,20,29,54,28,31,52,468,558,1029,6542,6828,13371,1091,1061,2151,6833,7137,13968,841,780,1620,7018,7339,14355,121,87,206,1012,935,1947,363,324,689,105,124,233,300,349,654,2662,2806,5471,597,648,1251,2004,2126,4134,532,604,1138,281,282,563,42,43,85,7652,7893,15547,346,388,732
SED60302,18363,18918,37278,1007,1012,2023,1932,1865,3797,878,893,1777,1139,1162,2302,4036,3673,7714,2491,2430,4921,1977,2055,4035,2061,2131,4195,1605,1888,3493,883,1196,2081,347,597,947,17717,18287,36005,652,625,1277,803,828,1625,34,35,64,42,33,79,871,897,1772,12535,13379,25912,4939,4658,9600,13014,13872,26887,4469,4132,8594,13955,15042,29001,210,235,445,1785,1741,3527,653,686,1342,397,434,831,1300,1362,2665,8277,8264,16539,1065,1126,2186,3464,3665,7128,888,1064,1950,649,765,1413,182,218,398,17286,17730,35017,964,1009,1967
SED60303,17780,18809,36586,772,710,1484,1722,1697,3415,969,947,1917,1324,1432,2755,3627,3642,7263,2343,2488,4835,2250,2386,4636,2002,2241,4242,1732,1824,3553,796,964,1759,247,473,725,16879,17896,34774,905,912,1817,300,303,601,12,10,21,9,3,13,323,319,638,12363,12989,25351,4637,5019,9662,13723,14499,28221,3204,3479,6681,14233,15095,29329,258,222,482,1650,1621,3275,810,798,1610,684,770,1451,1400,1806,3202,11018,11963,22988,861,826,1688,1767,1875,3637,465,480,943,277,317,593,57,85,143,16077,17086,33158,2322,2449,4772
SED60304,182,175,353,3,7,11,19,26,50,9,8,22,4,6,11,21,15,42,25,20,43,25,41,63,28,24,52,19,21,39,14,5,16,0,0,0,167,162,333,13,15,21,3,12,12,0,0,0,0,0,0,3,12,12,147,138,283,30,31,61,175,155,333,0,8,14,172,157,332,0,4,4,19,25,46,9,8,14,0,3,3,11,12,26,83,97,181,14,15,27,39,16,56,7,5,16,0,0,7,0,0,0,171,165,333,5,3,6
SED60310,10335,10838,21175,391,405,793,1196,1021,2219,639,626,1270,803,727,1530,1725,1695,3414,1153,1252,2410,1190,1351,2546,1173,1327,2498,1202,1331,2528,643,724,1367,218,389,604,9764,10289,20046,573,555,1126,139,123,260,0,3,3,3,0,3,140,126,268,6772,7082,13847,3192,3375,6567,7676,8096,15774,2272,2362,4631,8110,8541,16650,128,143,269,1157,985,2142,561,546,1110,475,441,913,812,988,1802,6493,6910,13408,476,518,998,955,1124,2073,247,282,522,166,166,332,28,31,50,9505,9991,19498,683,687,1372
SED60404,17989,18241,36230,992,892,1889,2378,2359,4732,1089,907,1998,803,730,1525,1710,1856,3563,2150,2361,4510,2364,2505,4865,2640,2812,5450,2458,2381,4833,1151,1086,2239,250,367,612,17064,17365,34427,926,870,1801,1320,1284,2609,39,36,72,32,25,58,1389,1350,2736,14168,14257,28425,2766,2935,5697,16200,16366,32566,835,970,1806,16263,16532,32796,247,233,474,2210,2204,4412,790,715,1504,194,222,411,500,802,1300,6858,8021,14885,1327,1257,2586,3979,3624,7605,968,803,1771,500,362,861,36,24,60,16658,16928,33584,1040,1059,2100
SED60410,7496,8356,15850,447,414,859,899,873,1776,458,409,871,464,440,908,1271,1344,2616,1012,1109,2126,812,986,1802,740,912,1653,736,988,1718,489,640,1131,167,238,400,7154,7999,15155,339,358,698,299,271,573,5,7,13,12,15,31,320,299,622,5321,5929,11244,1967,2173,4148,6044,6721,12757,1240,1393,2627,6198,6975,13172,119,122,246,870,846,1714,366,332,698,184,175,355,397,573,971,3721,4319,8040,479,498,976,1246,1455,2701,291,332,625,168,183,346,22,30,50,7134,7912,15050,206,270,477
SED60411,15438,16818,32261,818,737,1554,1762,1625,3390,767,767,1525,841,769,1606,2274,2210,4490,1904,2047,3951,1775,1951,3730,1818,2159,3985,1786,2185,3972,1203,1523,2727,486,845,1331,14717,16083,30803,719,738,1459,453,434,889,18,13,28,26,17,45,493,465,956,12209,13366,25577,2618,2822,5442,13126,14436,27559,1713,1764,3483,13390,14743,28131,244,211,458,1689,1561,3246,596,619,1215,315,339,654,750,895,1647,7183,7798,14978,965,1097,2058,3023,3592,6619,675,774,1448,351,467,819,60,53,111,14452,15668,30119,683,845,1529
SED60414,13684,13815,27495,828,835,1668,1908,1772,3680,815,742,1554,800,723,1527,2002,1979,3980,1824,1888,3715,1680,1726,3407,1722,1830,3551,1401,1410,2809,588,702,1294,121,185,311,13081,13215,26289,600,604,1205,737,711,1440,43,29,72,36,66,103,812,812,1620,11559,11726,23284,1581,1509,3085,11822,12432,24254,805,816,1623,11919,12592,24504,214,225,444,1793,1663,3461,577,574,1146,222,235,457,447,629,1074,5114,5674,10785,1000,1059,2061,3209,2989,6197,656,661,1314,315,281,598,38,28,65,12474,13078,25557,1098,594,1690
SED60501,11058,11089,22148,729,627,1354,1626,1568,3198,730,664,1392,690,683,1376,1264,1455,2718,1299,1380,2682,1373,1381,2751,1493,1443,2938,1222,1193,2417,525,531,1058,110,155,265,10524,10682,21209,536,406,941,1008,1109,2114,75,83,158,69,73,148,1145,1274,2414,9308,9380,18688,775,761,1531,9908,9952,19861,293,302,603,9879,9997,19879,167,138,299,1464,1409,2869,434,449,879,91,113,198,196,351,550,2538,3005,5543,795,962,1763,3129,2987,6116,893,775,1661,504,354,852,49,18,67,10103,10239,20342,934,821,1758
SED60505,4997,5349,10342,242,233,476,658,616,1274,295,263,556,265,275,539,568,574,1141,540,612,1153,667,772,1437,745,744,1490,583,662,1245,331,437,773,95,165,261,4793,5154,9943,200,195,397,135,147,277,7,5,10,0,0,0,141,153,295,4310,4628,8933,493,533,1026,4601,4927,9531,224,253,476,4667,4981,9652,70,59,126,638,589,1226,224,213,432,56,98,156,103,198,297,1528,1852,3384,381,418,796,1525,1557,3077,318,293,607,148,167,318,12,7,27,4762,5094,9848,217,242,459
SED60506,15354,15416,30772,764,729,1493,1748,1625,3377,777,702,1475,698,696,1393,1574,1619,3191,1520,1632,3154,1857,1987,3842,2411,2587,4999,2473,2265,4739,1211,1216,2423,314,364,682,14413,14619,29029,948,793,1741,535,600,1139,35,34,71,27,30,56,598,668,1268,12550,12565,25116,1710,1816,3529,13993,14094,28086,450,474,931,13836,13970,27811,155,179,333,1642,1500,3145,514,484,994,111,153,270,228,477,702,4028,5129,9159,1101,1301,2409,4681,4067,8751,1356,1122,2474,619,438,1057,39,26,69,13992,14193,28187,1078,1054,2123
SED60508,2683,2523,5204,108,100,205,307,256,561,140,132,271,121,100,214,278,232,505,259,286,544,366,396,760,510,467,981,396,351,750,176,152,324,40,49,89,2510,2376,4892,173,143,315,121,129,248,4,0,11,5,6,9,137,139,268,2109,1992,4100,350,339,690,2347,2214,4562,114,118,237,2365,2225,4588,16,26,43,274,236,509,95,89,182,26,20,45,46,84,130,688,809,1502,205,213,421,852,711,1562,202,141,345,106,90,200,0,7,12,2337,2205,4543,400,388,786
SED60512,17375,17220,34597,905,856,1761,1931,1907,3838,962,779,1737,834,792,1631,2041,2146,4181,1879,1975,3847,2104,2238,4346,2743,2778,5522,2533,2347,4875,1172,1064,2233,274,344,622,16310,16274,32577,1071,949,2020,893,926,1815,52,52,113,42,47,87,989,1030,2016,14537,14370,28906,1525,1606,3129,15719,15604,31322,507,566,1074,15694,15599,31292,211,221,433,1774,1772,3540,605,540,1144,148,178,327,375,621,993,4865,5819,10689,1328,1425,2752,5151,4485,9629,1358,1157,2517,667,485,1158,42,24,64,15771,15707,31473,1433,1401,2838
SED60514,4858,5136,9995,294,278,574,624,600,1226,230,219,453,258,272,528,640,664,1305,636,690,1329,587,662,1246,641,713,1352,591,617,1212,276,321,603,76,101,172,4656,4955,9607,205,182,383,195,174,372,10,5,15,10,0,11,210,191,399,4105,4316,8418,556,623,1184,4449,4685,9130,234,265,496,4481,4753,9230,70,83,157,593,579,1174,173,159,329,81,73,163,133,226,360,1775,2003,3781,375,381,755,1227,1276,2506,253,262,518,124,133,256,9,8,20,4594,4869,9465,176,199,373
SED69494,758,616,1377,21,19,42,50,36,92,43,48,95,71,53,119,135,92,228,99,97,198,130,78,203,104,98,199,90,72,163,18,13,31,0,4,3,0,0,0,758,616,1377,86,55,143,0,0,0,3,3,5,93,64,150,551,428,973,76,82,161,525,459,978,33,41,74,521,463,985,6,0,6,36,34,68,12,22,36,9,11,24,18,32,50,161,214,374,56,39,94,185,130,314,46,28,75,37,16,50,3,0,8,0,0,0,0,0,0
SED69797,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,6,12,0,11,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,72,366
SED70001,4348,4278,8629,308,288,598,747,713,1457,423,345,769,375,375,754,785,860,1645,636,646,1280,547,554,1105,371,338,707,124,135,261,30,25,55,3,8,9,4148,4010,8158,199,267,473,3531,3533,7068,20,10,29,11,22,33,3562,3561,7130,3980,3895,7881,148,168,311,696,630,1324,3396,3419,6816,4038,3947,7987,72,60,139,645,606,1250,161,146,309,7,11,21,44,81,127,864,981,1850,605,627,1234,886,787,1674,351,283,633,200,223,426,32,29,69,4011,3969,7981,1315,1167,2487
SED70002,4867,5094,9965,406,325,730,699,692,1386,288,281,570,233,276,505,914,1068,1989,820,825,1646,596,687,1281,527,522,1055,281,271,552,84,108,198,13,36,48,4597,4790,9386,273,307,572,644,740,1383,6,5,6,21,18,42,671,767,1432,2968,3102,6066,1584,1675,3261,3227,3330,6557,1303,1407,2710,3575,3763,7341,114,81,193,650,650,1295,183,181,364,33,45,82,209,400,603,2108,2519,4625,425,410,830,601,510,1110,181,180,367,119,110,236,28,37,74,4386,4579,8968,909,1035,1942
SED70003,4693,4530,9227,381,330,713,759,748,1505,408,388,799,461,414,877,951,908,1858,713,714,1425,509,511,1023,322,346,671,154,132,288,35,24,59,8,3,8,4396,4226,8621,295,305,605,3061,3252,6310,6,0,12,17,17,39,3080,3272,6357,3957,4047,8002,244,182,432,1136,994,2130,3027,3203,6235,4057,4141,8193,99,98,204,658,653,1309,95,116,207,0,24,32,52,100,156,949,1081,2023,509,535,1044,668,647,1320,422,358,774,425,447,873,96,72,169,3940,4110,8048,2343,1349,3695
SED70004,4294,4156,8447,346,345,686,672,630,1304,320,300,618,362,340,698,737,744,1480,533,568,1107,501,499,997,449,430,879,274,221,494,88,68,151,7,13,21,4063,3924,7993,222,223,456,2647,2763,5404,4,8,11,13,9,27,2667,2783,5451,3477,3446,6924,350,340,689,1906,1796,3702,1840,1958,3799,3579,3609,7186,86,81,160,597,550,1144,104,112,212,22,27,52,67,110,173,806,896,1699,306,341,645,719,662,1380,349,294,649,385,378,766,116,126,245,3507,3649,7152,2546,1776,4324
SED70005,4349,4333,8687,390,340,734,764,676,1445,293,263,562,330,268,595,779,844,1625,629,687,1321,547,570,1121,346,364,716,202,214,411,62,75,137,9,22,32,4085,4148,8238,266,188,453,510,567,1076,25,15,41,62,50,107,596,628,1227,3147,2977,6121,727,919,1648,3234,3140,6376,610,725,1333,3581,3489,7074,89,112,199,685,590,1275,178,184,360,46,73,118,150,306,456,1454,1705,3162,471,421,889,601,571,1173,186,135,314,82,102,183,23,20,36,3836,3895,7729,400,399,799
SED70006,4282,4507,8785,299,312,611,628,540,1169,268,226,499,211,185,398,817,959,1776,647,682,1327,486,563,1047,511,571,1085,316,326,637,81,109,185,18,26,41,3915,4151,8063,368,354,725,856,912,1758,4,4,6,20,13,34,880,928,1803,3013,3225,6240,1015,1035,2047,3141,3319,6462,848,916,1765,3490,3722,7215,79,82,159,582,498,1076,166,147,312,34,35,69,195,349,544,1710,2153,3863,437,413,854,570,478,1048,162,177,343,152,128,280,35,50,84,3813,4073,7889,727,663,1387
SED70007,4316,4584,8902,380,403,780,737,730,1466,290,286,581,296,278,570,707,846,1548,698,768,1470,579,600,1176,371,358,734,163,211,378,76,68,141,28,33,65,4056,4392,8445,260,195,458,420,503,925,19,13,30,54,47,95,485,560,1049,3198,3277,6471,815,1042,1860,3389,3533,6925,609,764,1369,3678,3820,7493,108,132,241,681,673,1358,187,209,399,54,79,136,141,341,474,1540,1895,3433,483,484,968,682,602,1282,143,142,277,78,81,160,4,20,26,3951,4276,8228,259,270,532
SED70008,4800,4854,9653,325,303,624,721,654,1382,258,228,490,335,316,646,859,895,1751,733,777,1505,563,600,1161,434,443,874,337,374,717,186,182,371,55,85,138,4502,4673,9177,297,180,474,240,282,522,16,10,23,39,38,77,300,325,622,2640,2594,5231,1779,1906,3690,2728,2692,5421,1649,1786,3438,3594,3610,7209,92,76,170,640,608,1250,198,183,380,145,161,300,347,479,830,2314,2554,4867,363,297,663,440,417,859,118,109,233,149,158,303,30,43,75,4027,4260,8289,1211,1225,2439
SED70009,5075,4629,9699,305,246,558,789,686,1478,348,321,676,303,289,595,671,675,1346,603,626,1231,665,620,1287,677,605,1283,521,436,955,174,102,270,16,9,30,4709,4363,9074,363,265,630,2039,2058,4097,15,15,37,30,30,61,2083,2104,4192,3923,3635,7560,418,414,828,2636,2286,4916,1728,1767,3490,4210,3867,8078,52,66,119,634,546,1181,108,96,208,9,14,25,64,146,209,1071,1225,2299,499,457,953,1025,908,1932,352,284,634,259,193,449,73,86,157,4260,4019,8279,2340,2036,4378
SED70010,4330,4259,8590,332,319,648,711,663,1375,273,261,532,284,273,556,669,727,1389,601,670,1272,596,537,1138,480,442,915,299,259,557,77,87,167,20,22,44,4037,4081,8116,291,182,476,699,799,1495,23,15,41,66,69,132,786,881,1673,2965,2812,5777,751,939,1693,3040,2903,5944,617,794,1414,3372,3334,6703,73,84,162,576,550,1124,150,150,309,39,70,116,132,265,396,1258,1471,2728,457,438,892,707,650,1350,200,172,370,110,110,220,30,24,53,3659,3755,7416,759,568,1327
SED70011,3925,4154,8081,255,214,465,442,427,870,174,204,376,179,228,411,752,880,1628,565,649,1220,486,544,1027,477,452,924,379,327,710,175,170,343,45,70,111,3669,3914,7582,256,246,498,301,343,645,3,9,19,15,14,27,324,369,693,2579,2670,5247,1062,1219,2281,2803,2900,5703,829,976,1810,3111,3231,6342,74,59,132,430,397,823,135,154,290,44,75,120,189,346,543,1982,2366,4347,345,296,638,393,351,747,126,129,260,85,84,172,14,24,33,3598,3878,7484,538,539,1075
SED70012,4099,3974,8071,220,198,414,404,441,846,174,205,379,305,266,571,918,960,1878,670,665,1325,560,541,1102,476,416,891,257,197,456,93,78,173,26,13,36,3770,3725,7493,328,253,582,165,219,381,14,7,24,16,23,35,191,245,442,2453,2333,4792,1293,1377,2673,2655,2526,5184,1063,1154,2216,3044,2946,5991,55,54,113,364,404,770,116,149,258,93,104,197,248,375,619,2123,2336,4456,383,274,657,436,314,754,95,83,178,68,60,127,13,22,45,3629,3682,7307,1135,841,1975
SED70013,4925,4533,9457,272,260,527,657,642,1294,309,279,589,233,195,431,560,523,1084,605,681,1293,799,749,1545,772,651,1426,534,401,936,157,120,275,19,23,42,4585,4356,8940,340,174,516,362,349,715,18,25,37,22,26,46,406,392,801,3760,3258,7014,591,779,1362,4057,3653,7710,299,401,702,4203,3814,8023,64,64,129,579,572,1160,181,185,368,37,52,86,75,217,290,1289,1699,2991,624,476,1095,1088,707,1789,292,158,452,152,123,274,30,26,54,4421,4198,8626,1014,926,1941
SED70014,3957,4027,7984,359,305,669,675,597,1273,325,327,654,386,409,791,750,795,1545,541,548,1089,444,430,879,311,387,697,130,172,299,26,48,75,10,9,23,3716,3774,7487,239,254,493,2874,3077,5953,8,8,21,19,22,42,2902,3111,6016,3389,3543,6928,232,206,443,794,742,1533,2803,2998,5801,3468,3630,7102,56,65,121,584,523,1103,77,90,171,16,30,46,45,71,123,651,742,1392,289,310,602,538,586,1132,352,367,720,561,587,1145,107,144,250,3366,3591,6958,1856,1313,3171
SED70015,4204,4482,8685,306,312,614,542,568,1109,220,241,459,282,229,506,664,808,1476,691,718,1408,558,576,1135,444,445,886,315,375,693,168,169,338,18,37,56,3959,4253,8216,242,225,471,310,364,672,20,17,38,66,55,116,392,438,830,2455,2538,4993,1416,1641,3059,2542,2600,5138,1306,1533,2842,3135,3363,6501,78,79,159,504,514,1017,148,153,300,84,71,159,257,395,652,1914,2231,4142,350,340,690,480,422,898,155,122,276,128,155,285,28,50,80,3911,4222,8133,336,294,627
SED70016,4125,4332,8459,275,311,586,688,629,1324,318,312,628,259,251,515,563,590,1156,540,661,1198,516,571,1086,502,543,1052,339,315,654,96,118,220,18,26,45,3945,4148,8093,180,186,364,647,761,1413,25,21,43,119,156,274,790,942,1731,2598,2602,5200,1169,1339,2502,2461,2506,4970,1257,1396,2657,3359,3480,6838,76,74,143,593,547,1146,187,211,400,60,77,139,133,230,362,1490,1635,3127,390,450,838,593,567,1153,170,176,351,156,162,315,39,57,92,3775,3943,7720,523,672,1195
SED70017,4383,4235,8626,347,268,611,697,608,1305,245,235,479,297,273,572,744,812,1548,566,613,1181,506,590,1096,504,490,996,335,240,573,127,87,220,19,24,43,4066,3974,8039,320,270,589,1106,1222,2321,21,20,45,29,40,69,1149,1288,2438,3067,2983,6048,642,699,1337,2809,2671,5476,813,902,1713,3382,3303,6686,73,52,120,551,501,1057,115,94,208,38,41,73,117,208,324,1241,1515,2757,371,373,747,698,582,1274,217,156,371,159,131,290,39,35,79,3656,3665,7320,1749,1658,3402
SED70018,4768,4709,9478,384,328,713,869,831,1695,447,397,842,378,395,765,757,831,1589,771,777,1548,555,586,1141,408,372,782,163,146,310,36,40,80,5,3,15,4531,4423,8958,233,284,519,2894,2954,5839,10,10,24,41,33,80,2949,3001,5947,4009,3982,7992,286,333,619,1271,1236,2511,2946,3036,5984,4096,4134,8224,101,99,205,741,694,1437,177,174,349,12,25,34,83,155,235,1075,1405,2482,494,483,978,755,625,1385,297,271,571,338,285,625,76,74,149,4137,4162,8304,931,668,1599
SED70019,5294,5012,10306,383,353,736,726,679,1407,336,278,619,376,307,686,877,857,1731,842,741,1591,707,694,1399,573,593,1160,328,302,634,124,135,257,25,67,91,4997,4730,9733,291,278,572,2443,2208,4653,9,8,19,12,13,29,2466,2228,4700,4152,3841,7997,782,788,1574,2714,2665,5377,1627,1862,3492,3944,4148,8088,85,85,170,641,601,1244,142,128,263,18,39,58,118,217,340,1340,1594,2928,465,500,968,1107,687,1795,311,318,624,435,347,789,115,105,220,4213,4372,8583,2245,1792,4038
SED70020,5727,4254,9981,252,230,479,545,597,1140,348,263,610,616,256,872,1012,555,1571,864,621,1481,888,708,1593,644,565,1211,366,331,698,160,105,269,24,24,50,5319,4021,9340,413,232,643,1177,461,1637,21,10,30,41,34,84,1240,504,1752,4732,3323,8057,615,615,1233,4031,3533,7568,310,337,648,4206,3689,7894,68,57,127,512,537,1058,172,186,357,53,55,108,96,210,305,1847,1806,3650,631,433,1067,1615,638,2252,201,139,341,193,87,279,43,29,75,3843,3852,7696,4005,2382,6390
SED70021,4311,4432,8747,314,264,579,468,453,918,188,166,354,228,220,444,945,1102,2053,699,743,1438,512,537,1051,460,453,907,355,334,691,113,137,252,22,34,55,4034,4176,8204,283,255,536,275,305,577,4,8,10,18,24,39,303,335,638,2509,2687,5192,1539,1513,3053,2658,2815,5470,1355,1345,2701,3117,3297,6405,68,55,127,439,416,855,130,128,254,77,85,164,296,493,793,2259,2644,4906,327,258,583,414,357,768,120,97,216,102,91,186,34,29,64,4009,4207,8219,311,298,606
SED70022,5891,5201,11087,232,238,473,343,329,668,152,152,301,591,469,1056,1749,1700,3449,1004,919,1926,718,537,1261,602,499,1101,360,266,629,114,73,188,23,14,35,5337,4881,10218,552,317,873,147,146,290,16,20,38,26,13,35,189,175,367,2843,2348,5190,2350,2343,4692,3326,2782,6105,1812,1841,3649,3550,2985,6539,55,59,112,311,302,616,92,87,182,140,140,283,481,604,1086,3550,3346,6893,367,255,627,500,358,853,111,89,200,62,60,121,26,23,44,4796,4583,9380,3335,2872,6206
SED70023,4110,4113,8221,307,276,588,631,572,1202,280,251,527,223,177,398,496,566,1068,578,646,1221,610,602,1214,466,481,953,346,363,708,137,157,295,28,21,54,3892,3929,7820,225,179,403,367,434,803,14,17,37,84,88,171,469,539,1006,2647,2527,5178,1129,1255,2389,2750,2642,5385,1001,1130,2132,3321,3293,6617,78,81,161,562,505,1065,189,166,358,64,67,126,148,261,403,1632,1814,3443,444,371,816,503,492,996,147,137,289,121,125,246,28,39,69,3759,3792,7559,484,470,951
SED70024,5624,5800,11418,606,577,1192,923,942,1861,313,320,635,409,406,814,1140,1260,2396,1011,1088,2106,637,583,1219,359,372,728,163,177,341,58,54,110,11,11,21,5235,5543,10776,383,258,645,359,408,774,21,18,33,30,27,56,410,447,863,3719,3774,7497,1546,1700,3245,3930,4009,7941,1298,1427,2729,4741,4828,9566,169,162,328,858,867,1725,205,251,455,72,129,201,225,471,690,2360,2807,5173,499,443,941,703,531,1236,123,142,269,69,60,129,23,18,42,5172,5489,10658,369,331,698
SED70025,4919,4898,9825,382,354,734,793,736,1529,275,257,533,279,286,569,823,817,1642,765,847,1615,628,650,1276,486,511,998,326,288,612,128,143,267,33,25,53,4658,4699,9352,264,203,468,278,302,582,18,14,28,46,44,89,337,359,705,2993,2841,5831,1578,1730,3308,2955,2820,5777,1602,1729,3337,4043,3924,7965,113,81,193,719,673,1397,202,196,391,76,110,184,217,358,568,2240,2421,4671,410,347,754,535,459,992,116,124,241,116,126,240,32,38,75,4522,4595,9119,291,315,606
SED79494,1826,1675,3500,89,69,164,166,122,285,30,64,95,84,99,183,292,364,661,305,268,573,311,280,591,300,279,579,205,114,318,33,17,49,6,4,7,0,0,0,1826,1675,3500,637,606,1247,14,8,18,8,3,7,658,617,1276,1102,1001,2106,243,250,492,861,745,1605,253,298,551,1180,1078,2256,4,8,11,104,72,180,12,12,20,6,7,13,19,41,56,368,442,805,123,127,255,266,208,473,108,67,173,74,55,127,9,12,28,0,0,0,0,0,0
SED79797,83,15,99,0,0,0,0,0,0,4,0,4,6,3,6,16,4,23,22,0,22,18,3,19,17,0,17,0,0,0,0,0,0,0,0,0,84,15,95,0,0,0,11,0,8,0,0,0,0,0,0,10,0,9,45,8,56,23,0,22,53,5,63,10,0,11,48,8,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,3,29,9,0,8,19,6,21,5,0,5,0,0,0,0,0,0,8,0,12,407,65,470
SED80001,40801,42151,82954,2628,2438,5068,5584,5308,10890,2547,2295,4842,2567,2351,4915,5647,5742,11390,5500,5768,11267,5243,5637,10882,5242,5799,11043,3837,4180,8015,1551,1890,3441,451,749,1202,39406,40878,80281,1394,1274,2676,1217,1198,2417,26,30,57,42,46,84,1281,1277,2559,31263,31801,63065,8355,9167,17526,33248,33908,67153,6276,6954,13229,37641,38819,76457,748,716,1462,5364,5076,10434,1984,1847,3834,886,922,1811,1375,2084,3457,21377,22540,43914,2117,1955,4070,5692,6202,11892,1323,1448,2768,819,945,1770,120,170,290,39232,40501,79735,1068,1235,2302
