SED_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SED24606,270,93,90,0,4,455,44,13,25,0,0,83,26,15,24,0,0,61,39,15,43,0,0,96,56,26,63,0,0,140,143,71,223,7,0,443,144,77,304,7,0,529,284,171,428,9,3,889,189,123,227,0,0,539,430,241,208,0,0,873,1635,376,204,3,0,2218,334,98,94,4,0,533,3599,1303,1922,35,3,6861
SED24703,32,143,336,3,0,520,6,30,63,0,0,97,8,19,67,0,0,91,9,37,130,0,0,174,7,51,198,0,0,257,27,143,902,0,0,1081,36,176,1200,0,6,1421,57,346,1470,5,6,1876,59,238,586,0,0,887,88,393,495,0,0,977,136,502,483,7,0,1123,35,147,286,0,0,468,509,2222,6213,17,11,8970
SED24808,541,28,0,0,0,569,224,17,0,4,0,243,213,21,0,0,0,225,376,32,0,0,0,414,615,50,3,0,0,664,2342,188,11,0,0,2548,3631,111,7,0,3,3751,3662,54,5,0,5,3724,885,12,0,0,0,903,639,7,0,0,0,648,365,6,0,0,0,373,921,26,0,0,0,952,14412,560,28,5,9,15017
SED24904,392,8,7,0,0,407,248,0,0,0,0,255,285,8,0,0,0,291,581,24,15,0,0,617,778,29,12,0,0,818,1926,46,21,0,0,1991,1213,17,0,0,0,1230,823,13,0,4,0,835,244,0,0,0,0,247,177,0,0,0,0,181,125,0,0,0,0,125,479,16,5,0,0,507,7272,170,59,10,5,7511
SED25003,444,32,3,0,0,473,164,28,0,0,0,190,158,12,4,0,0,168,240,29,3,0,0,269,360,57,8,0,0,432,1146,180,33,0,0,1358,1601,258,23,0,0,1885,2408,241,9,0,0,2659,1075,60,3,0,0,1140,632,56,0,0,0,697,382,28,4,0,0,413,703,90,4,0,0,799,9316,1073,89,0,0,10481
SED25102,510,7,0,0,0,520,181,0,3,0,0,183,149,4,3,0,0,153,240,0,0,0,0,241,362,3,0,0,0,371,1169,14,5,0,0,1186,1417,16,12,0,0,1441,2368,20,6,0,0,2402,1507,14,3,0,0,1524,1125,3,0,0,4,1127,597,0,0,0,0,604,631,3,5,0,0,637,10259,89,32,4,5,10391
SED25205,304,90,48,0,0,446,116,36,17,0,0,161,65,26,17,0,0,107,141,44,23,0,0,212,218,88,56,0,0,362,543,190,180,3,0,917,660,293,243,0,0,1196,1173,505,378,0,0,2060,908,331,181,3,0,1426,1179,314,119,0,0,1606,839,184,56,0,0,1075,405,123,97,0,0,621,6559,2219,1410,17,3,10202
SED25302,437,40,17,0,0,495,125,16,4,0,0,149,106,8,4,0,0,115,190,17,3,0,0,217,256,18,13,0,0,292,703,50,28,0,0,791,872,80,40,0,0,995,1654,103,52,0,0,1810,1215,41,24,0,0,1278,1290,28,10,0,4,1329,1141,31,10,0,0,1183,525,18,13,0,0,558,8519,448,222,0,4,9194
SED25402,432,11,9,0,0,451,291,13,8,0,0,315,306,9,5,0,0,318,753,8,16,5,0,782,985,14,20,0,0,1018,2207,33,22,0,4,2264,1567,17,3,0,0,1591,1125,5,5,0,0,1135,379,0,0,0,0,384,267,0,0,0,0,270,175,0,0,0,0,172,578,7,6,0,0,600,9060,124,91,6,6,9294
SED25501,448,47,56,0,0,552,83,16,14,0,0,100,65,11,12,0,0,88,79,15,11,0,0,111,110,15,29,0,0,154,290,44,79,0,0,409,314,54,99,0,0,469,614,115,204,0,0,932,411,84,149,0,0,648,858,162,182,0,0,1203,1327,107,80,0,0,1515,381,65,57,0,0,506,4976,740,975,0,0,6684
SED25605,423,37,23,0,0,477,114,7,15,0,0,129,93,9,3,0,0,104,148,13,13,0,0,181,197,31,28,0,0,254,588,78,56,0,0,723,681,121,71,0,3,877,1032,215,61,0,0,1312,681,120,17,0,0,820,901,76,14,0,0,988,655,39,3,0,0,694,472,44,13,0,0,532,5974,796,318,0,4,7086
SED25704,417,5,0,0,0,421,242,3,0,0,0,248,279,4,0,0,0,284,608,16,0,0,0,627,815,17,5,0,0,837,1768,30,3,3,0,1808,1273,18,0,4,0,1296,922,3,0,0,0,937,231,0,0,0,0,237,173,0,0,0,0,180,164,3,0,3,0,173,486,9,3,5,0,501,7386,107,16,26,8,7543
SED25802,410,14,7,0,0,430,237,9,8,0,0,251,252,6,5,0,0,258,470,11,6,0,0,495,652,31,15,0,0,691,1818,50,28,0,5,1911,2229,18,17,0,0,2263,2158,18,3,0,5,2183,801,0,0,0,0,798,576,4,0,0,0,579,378,0,0,0,0,382,651,17,6,0,0,666,10633,173,96,5,11,10927
SED25905,472,37,7,0,0,507,166,9,0,0,0,178,159,6,3,0,0,172,283,22,0,0,0,314,359,17,9,0,0,389,1042,127,23,0,0,1186,1446,168,23,0,0,1637,2186,205,13,0,0,2401,921,85,0,0,0,1010,651,36,0,0,0,689,413,25,0,0,0,438,669,68,9,0,0,748,8764,803,85,0,3,9660
SED26005,556,25,0,0,0,579,210,13,0,0,0,215,189,0,0,0,0,197,326,13,3,0,0,345,421,28,7,0,0,450,1587,84,14,0,0,1684,2158,174,12,0,0,2343,3369,177,9,0,0,3557,1549,43,0,0,0,1593,923,32,0,0,0,956,496,10,0,0,0,509,864,50,0,0,0,917,12647,646,46,6,5,13345
SED26102,426,32,9,0,0,466,160,10,0,0,0,173,138,14,0,0,0,155,205,10,0,0,0,215,278,25,0,0,0,303,824,50,3,0,0,881,1028,55,6,0,0,1088,1550,53,12,0,0,1616,800,27,6,0,0,838,662,28,4,0,0,688,580,11,6,0,0,595,486,27,4,0,0,514,7133,331,58,10,0,7529
SED26207,342,87,10,0,0,435,104,22,6,0,0,135,87,24,0,0,0,114,115,48,3,0,0,169,152,33,9,0,0,196,488,154,28,3,0,669,557,218,26,3,0,802,1003,371,35,0,0,1414,721,264,7,0,0,990,855,235,24,0,0,1114,699,158,7,0,0,868,471,117,11,0,0,593,5596,1721,170,10,8,7498
SED26303,320,97,52,0,0,473,81,28,21,0,0,128,60,19,14,0,0,94,77,31,45,0,0,155,124,49,71,3,0,248,330,155,327,5,0,819,369,180,384,7,0,941,691,352,412,8,0,1459,488,322,142,5,0,955,807,376,95,0,0,1289,1092,275,54,5,0,1427,282,105,53,4,0,449,4731,1992,1684,29,5,8436
SED26406,313,87,55,0,0,456,62,25,23,0,0,105,65,24,17,0,0,102,104,36,34,0,0,183,127,46,77,0,0,248,360,157,326,0,0,848,359,186,409,0,0,957,701,406,503,6,0,1604,544,321,162,0,0,1032,787,335,110,0,0,1235,834,205,50,0,0,1091,328,101,93,0,0,524,4573,1933,1865,9,3,8382
SED26504,336,11,0,0,0,354,213,6,0,0,0,221,193,3,0,0,0,201,393,18,0,0,0,407,614,25,4,0,5,644,1581,45,3,3,0,1630,1391,15,5,0,0,1417,1045,9,0,3,0,1064,335,0,0,0,3,338,252,4,0,0,0,260,191,3,0,0,0,201,424,16,0,3,0,438,6980,160,13,16,15,7182
SED26603,326,107,13,4,0,448,108,31,15,0,0,148,89,25,9,0,0,119,151,66,12,0,0,229,219,93,24,0,0,338,555,338,121,4,3,1021,651,551,159,0,0,1359,1337,1029,108,4,3,2485,908,493,22,0,0,1426,1010,291,27,0,0,1330,612,129,10,0,0,749,429,177,29,0,0,631,6385,3336,541,12,9,10284
SED26708,436,7,0,0,3,454,221,5,0,0,0,230,262,0,0,0,0,263,459,9,0,0,0,472,644,14,0,3,0,661,1557,23,0,5,0,1587,1394,18,0,0,0,1418,1389,12,4,0,0,1404,620,3,0,3,0,630,449,4,0,0,0,454,374,6,0,3,4,386,544,4,0,0,0,550,8347,109,8,19,15,8500
SED26806,85,86,244,0,0,418,15,12,37,0,0,72,11,21,54,0,0,84,11,16,87,0,0,111,14,19,148,0,0,179,60,75,717,9,0,860,45,72,1000,0,0,1117,92,142,1373,5,0,1614,71,110,615,0,0,796,165,246,495,3,0,906,435,502,402,0,3,1349,86,110,273,0,0,465,1087,1406,5450,24,7,7970
SED26903,260,92,15,0,0,367,95,27,4,0,0,124,68,28,4,0,0,103,137,61,9,0,0,213,164,96,28,7,0,288,508,308,98,3,0,917,560,451,124,5,0,1144,975,723,93,5,0,1802,730,314,30,0,0,1081,761,160,11,5,0,937,431,80,12,0,0,521,372,136,16,0,0,516,5067,2475,450,27,0,8018
SED27003,83,173,116,0,0,366,21,39,23,0,0,84,17,14,32,0,0,66,16,42,66,0,0,127,20,77,93,0,0,199,82,212,493,5,0,788,79,197,701,11,0,983,137,419,931,20,0,1500,129,317,475,15,0,934,213,650,437,5,0,1308,410,858,293,11,0,1571,61,211,169,0,0,440,1260,3216,3824,71,6,8373
SED27101,388,63,10,0,0,458,133,18,3,0,0,162,117,18,9,0,0,137,168,19,9,0,0,200,214,37,27,0,0,277,601,127,99,0,4,828,817,196,119,0,0,1128,1511,293,90,0,0,1899,1032,204,15,0,0,1254,1175,162,25,0,0,1362,705,63,14,0,0,789,403,78,22,0,0,501,7260,1282,444,0,7,8994
SED27208,478,7,0,6,4,490,395,8,5,0,0,409,406,4,0,9,0,420,824,6,0,0,0,830,998,11,3,0,0,1015,1868,19,7,4,4,1898,1369,6,4,4,0,1377,957,0,4,0,3,970,316,0,0,3,0,318,204,0,0,0,0,202,132,0,0,0,0,130,529,0,0,0,0,539,8465,61,18,23,14,8593
SED27305,443,7,0,0,0,455,131,14,0,0,0,147,118,0,0,0,0,118,222,3,3,0,0,229,285,9,5,0,0,296,828,36,11,0,0,871,949,47,14,0,0,1014,1695,71,7,0,0,1777,1199,33,3,0,0,1238,1173,26,0,0,0,1190,568,4,0,0,0,577,548,11,0,0,0,566,8166,274,43,0,0,8485
SED27406,311,99,36,0,0,450,72,21,13,0,0,108,66,28,8,0,0,110,80,59,34,0,0,177,106,48,38,5,0,194,328,173,184,3,0,689,343,214,255,3,0,817,663,409,346,10,0,1422,481,319,125,8,4,934,966,341,86,0,0,1400,1697,287,48,0,0,2030,368,117,53,3,0,538,5489,2120,1232,39,8,8878
SED27504,396,15,0,3,5,413,233,11,0,0,0,244,258,15,0,4,0,278,551,31,0,0,3,586,882,18,0,5,0,903,2346,41,0,4,0,2389,1694,18,0,0,0,1711,1188,12,0,0,4,1205,331,0,0,0,0,334,233,0,0,0,0,239,204,0,0,0,6,208,517,10,0,0,0,523,8833,173,3,21,13,9045
SED27608,506,14,3,0,0,519,221,13,0,0,0,234,140,11,0,0,0,148,302,13,0,0,0,316,417,31,0,0,0,446,1538,91,10,0,0,1642,2371,138,7,0,0,2508,3475,107,6,0,0,3586,1534,39,0,0,4,1579,1123,30,0,0,0,1149,683,14,0,0,0,693,715,23,3,0,0,738,13017,513,27,0,10,13575
SED27708,385,17,4,3,0,404,200,17,5,0,0,217,206,13,0,0,0,230,488,24,4,0,0,520,699,40,12,6,0,752,1869,70,19,6,0,1964,1649,29,8,5,0,1694,1193,17,4,3,0,1221,381,5,0,0,0,390,267,0,0,0,0,277,209,0,0,0,0,209,461,15,5,0,0,482,8011,251,69,26,5,8364
SED27807,391,61,22,0,0,469,146,18,13,0,0,176,123,18,11,0,0,156,199,35,19,0,0,255,249,54,33,0,0,337,801,220,100,0,0,1122,904,260,67,0,0,1227,1221,251,34,0,0,1502,456,73,4,0,6,538,326,54,0,0,0,386,168,35,5,0,0,204,416,67,28,0,0,514,5401,1141,332,0,7,6879
SED27907,402,31,9,0,0,442,167,16,7,0,0,189,124,10,0,0,0,132,300,18,15,0,0,328,385,30,11,0,0,423,1280,110,57,0,0,1444,1839,170,64,0,0,2078,2651,161,23,0,0,2841,1061,50,3,0,0,1116,650,24,3,0,0,679,384,28,5,0,0,415,647,29,19,0,0,688,9888,673,211,0,5,10776
SED28007,510,51,0,0,0,561,175,29,5,0,0,199,151,28,4,0,0,185,253,48,5,0,0,308,383,58,0,0,0,440,1222,212,21,0,0,1459,1595,296,22,0,0,1915,2835,264,10,0,4,3105,1318,60,0,0,0,1385,934,46,0,0,0,983,572,36,0,0,0,603,937,91,5,0,0,1034,10890,1212,72,0,4,12174
SED28107,552,49,7,0,0,612,158,18,4,0,0,178,135,18,9,0,0,163,267,40,13,0,0,319,448,57,15,0,0,521,1778,245,41,0,0,2060,3515,395,49,0,3,3965,6280,344,22,0,8,6646,2089,107,0,0,0,2192,1106,71,7,0,0,1180,683,41,3,0,0,727,1288,111,8,0,0,1414,18298,1477,174,0,15,19970
SED28203,375,30,7,0,0,419,132,13,6,0,0,143,122,16,4,0,0,138,184,14,14,0,0,214,283,26,19,0,0,324,977,109,39,0,4,1129,1619,200,58,0,3,1880,2909,164,31,0,0,3116,1086,41,4,0,0,1137,632,19,7,0,0,654,387,15,3,0,0,403,730,46,10,0,0,785,9418,704,204,4,4,10340
SED28301,425,70,13,0,0,506,103,17,6,0,0,128,96,11,5,0,0,108,133,12,11,0,0,157,178,13,20,0,0,213,495,58,63,0,0,623,486,78,116,0,4,684,975,165,122,0,0,1263,733,144,56,0,0,931,1169,159,35,0,0,1360,1379,106,17,0,6,1503,497,60,37,0,0,599,6684,894,502,0,6,8084
SED28408,310,26,0,0,0,339,180,14,0,0,0,201,142,13,4,0,0,157,323,33,5,0,0,371,485,40,10,0,0,535,1597,127,17,0,4,1753,1616,58,7,4,0,1683,1257,52,0,0,4,1309,385,23,0,0,0,412,296,10,0,0,0,310,208,8,3,0,0,216,331,21,3,0,0,355,7129,422,63,8,6,7630
SED28507,436,29,6,0,0,468,168,19,8,0,0,195,149,19,0,0,0,172,328,21,0,0,0,354,433,52,7,0,0,493,1622,171,38,0,0,1832,2730,179,25,0,0,2941,3714,133,7,0,4,3853,1066,26,3,0,0,1096,601,26,0,0,0,631,343,12,4,0,0,349,779,45,8,0,0,826,12366,725,107,0,0,13202
SED28607,380,95,13,0,0,494,101,19,8,0,0,126,89,20,9,0,0,114,128,46,15,0,0,191,155,45,32,0,0,231,464,184,99,7,0,750,580,277,143,7,0,998,1066,570,160,5,3,1805,976,439,75,3,0,1499,1361,490,39,5,4,1894,1301,303,25,3,0,1626,421,123,29,0,0,578,7011,2610,646,26,10,10302
SED28704,537,11,4,0,3,555,210,16,0,0,0,228,178,9,5,0,0,194,314,23,5,0,0,337,477,35,0,0,0,514,1707,121,14,0,0,1846,3120,180,0,0,5,3309,5204,169,3,0,0,5378,2265,56,0,0,0,2317,1535,31,0,0,0,1567,936,8,0,0,4,951,1082,32,0,0,0,1120,17571,685,37,0,11,18307
SED28803,634,26,6,0,0,663,206,5,0,0,0,212,198,11,0,0,0,208,348,22,3,0,0,368,517,29,5,0,0,553,2007,167,18,0,4,2189,3720,296,11,0,0,4033,6654,219,3,0,0,6882,2280,43,3,0,6,2329,1390,32,0,0,0,1422,873,23,3,0,0,896,1457,63,4,0,0,1528,20281,931,59,0,11,21280
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,346,28,3,0,0,376,107,17,3,0,0,118,86,3,0,0,0,97,160,23,3,0,0,182,285,55,3,0,0,342,949,306,17,0,4,1277,1677,266,7,0,7,1951,2245,111,10,4,0,2362,929,22,4,0,0,952,514,14,0,0,0,535,291,10,0,0,0,307,442,50,4,0,0,493,8032,899,57,4,11,9007
SED30002,292,27,4,0,0,331,106,10,0,0,0,114,70,14,0,0,0,84,131,26,0,0,0,156,206,27,3,0,0,231,585,102,9,0,0,696,880,173,12,0,0,1076,1810,110,12,0,0,1930,1085,35,0,0,0,1122,878,18,4,0,0,901,444,6,0,0,0,452,335,33,5,0,0,369,6837,573,49,0,0,7456
SED30003,234,10,3,0,0,250,103,9,0,0,0,118,71,8,5,0,0,82,152,17,3,0,0,170,237,40,0,0,0,275,905,90,18,0,0,1014,1580,87,7,0,4,1686,1987,70,18,0,0,2074,780,12,5,0,0,795,485,8,6,0,0,499,206,5,0,0,0,208,416,20,0,0,0,440,7154,378,60,0,9,7611
SED30004,274,16,23,0,0,314,94,14,13,0,0,119,102,17,15,0,0,133,220,48,43,3,0,311,294,47,65,0,4,411,1023,123,106,7,4,1260,1668,67,72,0,4,1813,1929,33,36,3,3,2000,684,9,7,3,0,702,517,6,3,0,0,526,294,3,4,0,0,301,411,19,27,3,7,464,7512,386,416,22,26,8357
SED30005,170,94,53,0,0,317,64,37,29,0,0,129,44,27,12,0,0,84,77,67,44,0,0,184,124,102,91,3,0,323,342,415,256,5,0,1020,488,426,241,0,3,1160,908,264,156,0,0,1331,495,84,44,0,0,617,354,59,42,0,0,455,165,26,19,0,0,208,220,121,66,0,4,408,3447,1719,1055,9,13,6245
SED30006,181,66,32,0,0,275,61,30,15,0,0,109,45,30,15,0,0,96,107,52,18,4,0,177,115,64,25,0,0,201,330,243,79,0,0,661,444,261,95,0,5,793,837,235,115,0,5,1194,521,105,42,0,4,669,621,78,35,0,0,733,694,57,23,0,0,783,335,63,34,0,3,430,4289,1283,514,5,25,6115
SED30007,243,27,10,0,0,282,83,39,0,0,0,129,77,5,15,0,0,93,135,5,12,0,0,152,220,19,23,0,0,264,556,67,78,0,0,704,1014,126,101,0,0,1233,1901,101,61,0,0,2068,915,17,16,0,0,945,597,13,10,0,0,624,370,0,5,0,0,373,396,21,9,0,0,428,6496,446,346,0,6,7293
SED30008,251,41,20,0,0,314,67,15,19,0,0,102,61,15,4,0,0,86,80,27,28,4,0,137,122,35,29,0,0,182,354,152,164,0,0,667,420,327,249,0,0,995,976,401,237,0,5,1619,846,209,90,0,0,1143,1150,103,62,0,0,1317,1289,62,43,0,0,1399,319,59,42,0,6,422,5936,1454,978,7,4,8377
SED30009,231,12,0,0,0,244,123,8,7,0,0,135,133,4,0,0,0,143,323,15,11,4,0,349,580,16,15,0,0,615,1527,31,17,3,0,1579,994,13,4,0,0,1010,534,7,5,0,0,547,142,5,0,0,0,141,82,0,0,0,0,88,60,4,0,0,0,66,267,6,0,0,0,275,4998,118,66,8,0,5185
SED30010,239,8,0,0,0,253,110,7,0,0,0,116,106,3,0,0,0,116,221,27,0,0,0,255,419,39,0,0,0,455,1875,83,3,0,0,1963,2148,28,6,0,0,2181,1497,13,0,0,0,1509,314,0,0,0,0,316,192,3,0,0,0,197,110,0,0,0,0,108,378,13,5,0,0,389,7617,232,19,0,0,7865
SED30011,249,3,0,4,0,259,147,3,0,0,0,151,160,0,0,0,0,162,316,12,4,0,0,330,390,7,0,0,0,401,948,18,0,4,0,979,798,6,0,0,0,807,739,0,0,0,0,750,247,0,0,5,0,255,166,0,0,0,0,171,104,0,0,0,0,110,290,0,0,3,0,290,4566,56,10,20,11,4665
SED30012,174,52,39,0,0,271,65,22,8,0,0,92,46,21,13,0,0,78,63,43,32,0,0,143,109,51,58,0,0,220,351,215,184,0,0,753,445,376,229,4,0,1056,932,378,222,0,0,1530,664,130,65,0,4,865,636,104,68,0,0,812,355,53,42,0,0,455,245,99,45,0,0,389,4099,1548,1008,5,8,6663
SED30013,299,0,3,4,0,308,203,5,3,0,0,212,156,0,8,6,0,165,324,0,4,3,0,336,468,3,7,0,0,483,1224,10,22,5,5,1259,1139,9,12,3,0,1165,862,5,12,0,5,884,286,3,0,3,0,298,202,3,3,0,0,214,140,0,0,0,0,140,367,0,3,6,0,372,5662,50,87,26,8,5836
SED30014,229,29,52,0,0,306,75,13,38,0,0,126,77,27,58,0,7,157,163,49,124,0,0,330,257,56,155,0,0,463,846,110,212,0,0,1170,1044,52,112,0,0,1205,992,33,76,0,0,1101,357,11,27,0,0,390,271,7,13,0,0,293,172,6,18,0,4,201,260,20,56,0,0,340,4735,402,937,9,15,6097
SED30015,339,0,0,0,0,345,185,5,0,0,0,184,213,6,3,0,0,219,404,4,0,4,0,416,455,3,0,4,0,462,966,9,0,3,4,977,712,3,0,0,0,712,668,10,0,7,0,682,260,3,0,0,0,262,197,9,0,0,0,198,182,0,0,4,3,191,358,3,0,8,3,368,4926,52,9,28,13,5025
SED30016,231,24,21,0,0,279,90,13,10,0,0,111,68,7,8,0,0,90,132,17,33,0,0,177,179,20,44,0,0,245,578,77,107,0,0,762,1058,101,87,3,0,1255,1725,69,70,4,5,1878,738,25,33,0,0,793,495,12,22,0,0,531,301,6,17,0,0,324,401,18,31,0,0,448,5985,402,488,12,9,6897
SED30017,272,20,6,0,0,302,114,15,0,0,0,127,83,12,0,0,0,94,144,37,8,0,0,187,239,49,11,0,0,296,747,198,11,0,0,955,1512,139,26,0,0,1684,2386,60,4,0,0,2454,856,18,10,0,0,883,520,14,3,0,0,547,258,0,0,0,0,266,420,22,0,0,0,446,7569,587,78,0,4,8236
SED30018,299,33,9,0,0,338,84,11,0,0,0,98,63,18,0,0,0,79,122,21,5,0,0,152,158,39,9,0,0,204,435,168,51,0,0,654,589,287,60,0,0,937,1261,292,68,0,0,1623,1064,93,12,0,0,1167,1117,39,7,0,0,1164,825,10,0,0,0,839,364,47,8,0,0,420,6388,1052,225,0,3,7668
SED30019,201,13,78,0,0,292,36,7,19,0,0,62,22,4,33,0,0,66,83,6,60,0,0,151,74,14,108,0,0,195,244,62,515,0,0,824,243,97,515,0,0,854,553,130,464,0,0,1148,549,55,153,0,0,766,850,50,112,0,6,1012,1191,34,69,0,0,1293,278,23,97,0,4,401,4322,498,2223,4,10,7061
SED30020,300,0,0,0,0,304,146,3,0,0,0,150,145,3,0,0,0,154,302,3,3,0,0,311,457,3,3,0,0,467,1449,22,3,0,4,1478,1659,17,0,5,0,1684,1650,3,5,0,0,1659,569,0,0,5,0,573,392,3,0,0,0,394,215,0,0,0,0,219,422,5,0,0,0,428,7717,62,12,13,15,7828
SED30021,138,11,0,6,0,161,68,0,9,4,0,77,68,7,0,0,0,78,139,13,14,0,0,167,226,21,10,0,0,257,630,36,13,6,0,682,611,21,17,5,0,654,621,18,0,7,0,657,234,11,3,0,0,256,137,0,0,0,0,142,99,0,0,0,4,108,209,14,6,4,0,234,3178,166,73,36,8,3467
SED30022,235,11,3,0,3,251,91,10,0,0,0,99,78,5,0,0,0,86,153,18,0,0,6,169,221,35,0,0,0,260,739,172,4,0,0,925,1743,298,11,6,5,2057,3425,145,0,0,7,3581,1430,30,3,0,3,1463,892,7,0,0,0,900,479,10,0,0,0,487,593,37,4,0,0,632,10071,774,25,14,25,10906
SED30023,279,7,12,0,0,302,74,3,4,0,0,89,64,6,11,0,0,83,93,3,22,0,0,118,124,11,32,0,0,167,375,36,106,0,0,520,480,49,158,0,0,685,1046,87,129,4,0,1268,961,60,55,0,0,1069,1201,45,27,0,0,1279,1118,22,27,0,0,1166,317,13,33,0,0,358,6138,340,611,0,4,7096
SED30024,195,28,45,0,0,269,70,26,19,0,0,108,63,22,9,0,0,96,100,24,17,0,0,148,148,41,40,0,0,234,373,150,124,0,0,646,526,207,151,0,0,886,1090,198,174,0,5,1470,796,68,57,0,0,927,674,48,41,0,0,771,369,30,36,0,0,436,348,66,56,0,0,472,4766,915,774,4,9,6465
SED30025,329,23,5,0,0,356,106,5,0,0,0,117,104,3,0,0,0,110,144,21,10,0,0,168,216,26,21,0,0,261,667,114,58,0,0,840,980,178,87,0,0,1241,2184,162,40,0,0,2393,1247,36,8,0,0,1288,820,18,3,0,0,844,378,9,0,0,0,390,332,25,8,0,0,360,7502,634,241,0,9,8380
SED30026,312,14,13,0,0,341,103,4,6,0,0,110,88,6,4,0,0,97,128,16,8,0,0,159,176,13,14,0,0,211,604,58,68,0,0,725,889,109,72,0,0,1075,1921,75,56,0,0,2057,1101,18,18,0,0,1146,879,18,6,0,0,904,527,4,6,0,0,542,270,9,13,0,0,300,7006,355,296,0,0,7658
SED30027,269,24,19,0,0,310,85,15,9,0,0,115,81,23,6,0,0,108,170,28,14,0,0,214,201,74,23,0,0,305,653,242,68,0,0,962,1161,234,85,0,0,1483,2053,138,48,0,0,2233,875,35,11,0,0,917,456,29,12,0,0,493,227,14,4,0,0,248,423,49,16,0,0,492,6651,912,304,3,5,7875
SED30028,246,3,11,0,0,265,110,3,10,0,0,128,114,6,4,0,0,122,248,15,17,0,0,286,435,19,16,0,0,464,1179,15,18,3,0,1214,1277,34,17,0,0,1325,1429,32,12,0,0,1474,516,11,3,0,0,525,387,4,4,0,0,402,196,0,0,0,0,196,353,13,3,6,0,374,6500,159,111,6,6,6781
SED30029,319,0,0,0,3,329,126,0,0,3,0,126,113,0,0,3,0,117,199,3,0,4,0,205,272,4,0,0,0,279,807,10,0,0,0,823,1219,7,7,0,0,1235,1867,3,3,4,9,1888,812,4,0,3,0,818,528,0,0,0,6,532,330,0,4,0,8,343,463,5,0,4,0,473,7058,38,20,31,24,7172
SED30030,249,17,50,0,0,321,72,8,18,0,0,99,53,8,17,0,0,83,79,6,46,0,0,130,122,17,84,0,0,225,369,53,335,0,3,754,442,125,427,0,0,999,955,169,265,0,4,1388,849,72,75,0,0,996,1030,36,60,0,3,1132,813,27,31,0,0,868,289,21,61,0,0,374,5330,562,1469,3,7,7375
