LGA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
LGA21670,0,0,..,27,0,28,0,28,..,7,0,7,0,7,..,4,0,4,0,4,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,18,..,0,0,0,0,0,..,20,0,20,0,19,..,9,0,9,0,9,..,47,0,52,3,55,..,8,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,4,0,6,..,49,4,52,0,52,..,199,17,219,4,220,..,18,0,18,441,463,6155,217,17,234,446,6836,12098,..,..,..,..,12098,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,3,0,3,..,18,0,24,0,24
LGA21750,0,0,..,41,3,46,0,46,..,31,0,31,0,30,..,20,0,20,0,20,..,0,0,0,0,0,..,6,3,11,0,11,..,0,0,0,0,0,..,17,0,17,0,17,..,3,0,5,0,5,..,7,0,7,0,8,..,3,0,3,0,3,..,6,0,6,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,26,0,26,0,26,..,9,0,9,0,9,..,16,3,19,0,19,..,15,9,22,0,22,..,72,5,75,0,75,..,8,0,8,0,8,..,0,0,0,0,0,..,14,0,15,0,16,..,0,0,0,0,0,..,8,6,8,0,8,..,95,17,107,3,110,..,482,133,611,8,620,..,16,3,19,686,711,9872,496,133,632,699,11200,19672,..,..,..,..,19672,..,3,0,3,0,3,..,33,8,36,0,40,..,3,0,3,0,3,..,18,7,24,0,24,..,148,167,315,0,313
LGA21830,0,0,..,19,0,17,0,25,..,7,0,7,0,7,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,3,0,3,0,3,..,14,0,19,0,19,..,9,0,6,0,6,..,44,3,46,0,46,..,19,0,21,0,21,..,0,0,0,0,0,..,7,4,9,0,9,..,4,0,4,0,4,..,4,0,4,0,4,..,40,0,43,0,43,..,193,18,211,0,216,..,16,0,16,532,548,7239,210,18,234,535,8003,14555,..,..,..,..,14555,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,4,0,4,..,19,7,23,0,23
LGA21890,0,92,..,1938,141,2082,20,2099,..,3402,930,4334,28,4366,..,253,20,272,3,277,..,27,13,44,0,46,..,85,15,99,0,102,..,794,229,1019,8,1030,..,114,10,124,6,126,..,143,26,169,0,168,..,99,11,108,0,108,..,165,17,183,0,185,..,56,3,64,0,69,..,36,5,38,0,38,..,149,32,181,0,187,..,179,4,184,0,184,..,144,16,161,0,161,..,238,11,247,0,245,..,107,7,115,0,115,..,667,36,707,4,710,..,679,65,741,4,750,..,196,16,214,3,220,..,191,30,213,0,213,..,181,43,224,0,226,..,1172,477,1654,6,1658,..,1669,272,1939,44,1984,..,19815,5035,24855,196,25053,..,276,56,332,2861,3193,48163,20091,5095,25188,3064,76410,94119,..,..,..,..,94119,..,52,0,51,3,59,..,3078,535,3615,18,3634,..,69,0,71,5,71,..,1101,526,1626,10,1636,..,2821,1748,4574,36,4603
LGA22110,0,9,..,91,3,93,0,95,..,88,4,90,0,97,..,3,0,8,0,8,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,12,6,20,0,20,..,5,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,61,7,65,0,65,..,8,0,9,0,9,..,63,5,67,0,67,..,26,8,36,0,29,..,156,11,171,0,171,..,22,3,29,0,29,..,17,0,17,0,16,..,28,18,41,0,41,..,3,0,3,0,3,..,44,20,63,0,63,..,159,20,184,3,187,..,924,131,1057,17,1074,..,62,13,67,1746,1816,21878,982,146,1131,1765,24769,43084,..,..,..,..,43084,..,51,0,56,0,56,..,32,0,32,0,31,..,18,4,22,0,26,..,28,9,29,0,29,..,101,50,153,0,153
LGA22170,0,41,..,604,57,664,13,671,..,333,26,361,0,365,..,74,5,80,0,80,..,61,23,86,0,86,..,58,20,76,0,76,..,24,3,30,0,34,..,280,7,291,4,293,..,55,9,62,0,58,..,167,26,191,4,195,..,68,11,84,0,84,..,312,79,386,0,388,..,94,3,98,0,98,..,139,14,151,0,148,..,254,9,260,4,265,..,96,0,99,0,99,..,313,12,328,0,329,..,81,3,91,0,91,..,747,30,775,3,783,..,334,35,368,3,371,..,148,15,165,3,171,..,208,42,252,0,250,..,75,14,88,0,87,..,164,36,200,0,200,..,1204,191,1396,20,1420,..,7325,1098,8423,84,8505,..,233,23,255,3263,3523,59216,7556,1126,8680,3348,71240,116411,..,..,..,..,116411,..,255,5,254,5,255,..,491,54,545,4,552,..,12,0,8,0,8,..,319,78,399,3,394,..,942,419,1365,11,1371
LGA22250,0,0,..,17,6,17,0,17,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,20,0,17,..,0,0,0,0,0,..,12,0,12,0,12,..,5,0,5,0,5,..,36,0,34,0,37,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,19,4,17,..,122,15,137,3,144,..,11,0,14,394,410,4812,135,16,153,400,5368,9574,..,..,..,..,9574,..,10,0,10,0,10,..,3,0,8,0,8,..,3,0,3,0,3,..,4,5,10,0,10,..,8,3,15,0,15
LGA22310,0,205,..,2165,99,2266,22,2282,..,708,79,793,6,796,..,490,81,567,9,575,..,34,5,36,0,36,..,323,80,405,0,400,..,45,4,52,0,52,..,132,3,136,0,136,..,113,16,120,0,120,..,339,36,375,4,385,..,181,12,185,0,186,..,2080,414,2490,21,2513,..,11,0,11,0,11,..,206,20,219,4,223,..,170,3,172,0,175,..,258,20,281,0,281,..,212,3,218,0,222,..,84,7,85,0,89,..,724,30,757,3,761,..,588,39,624,4,629,..,376,15,391,3,394,..,191,34,227,3,229,..,91,10,102,5,109,..,566,74,639,4,647,..,3422,240,3663,61,3724,..,20922,3126,24051,207,24261,..,288,53,341,2358,2702,49722,21220,3180,24397,2568,76690,97714,..,..,..,..,97714,..,149,0,149,0,152,..,465,37,501,0,507,..,11,0,10,0,10,..,1531,304,1828,4,1839,..,6527,1779,8308,76,8384
LGA22410,0,0,..,45,0,45,0,45,..,10,0,10,0,10,..,9,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,24,0,24,..,9,0,9,0,9,..,17,0,18,0,18,..,7,0,7,0,7,..,56,4,61,0,61,..,11,0,11,0,11,..,0,0,0,0,0,..,26,0,27,0,27,..,0,0,0,0,0,..,11,0,14,0,16,..,60,5,65,0,70,..,304,20,316,4,325,..,22,3,20,644,663,9117,323,23,340,644,10104,18185,..,..,..,..,18185,..,20,0,20,0,20,..,11,3,13,3,18,..,3,0,3,0,3,..,4,0,4,0,4,..,20,0,26,0,26
LGA22490,0,0,..,11,0,11,0,11,..,21,0,20,0,20,..,7,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,4,4,5,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,14,0,12,0,12,..,9,0,9,0,9,..,9,0,11,0,11,..,9,0,9,0,9,..,0,0,0,0,0,..,23,0,22,0,22,..,18,9,21,0,21,..,0,0,0,0,0,..,13,0,18,0,18,..,0,0,0,0,0,..,4,0,7,0,7,..,108,14,122,0,123,..,348,31,378,3,381,..,23,0,19,529,550,11269,367,30,403,532,12210,23053,..,..,..,..,23053,..,11,0,11,0,11,..,14,0,14,0,16,..,0,0,0,0,0,..,11,4,10,0,10,..,21,0,25,0,25
LGA22620,0,22,..,583,39,626,8,633,..,105,11,111,0,111,..,29,0,27,0,27,..,15,0,15,0,15,..,30,7,41,0,41,..,4,0,4,0,4,..,228,21,245,3,252,..,21,0,17,0,20,..,12,0,12,0,12,..,19,4,24,4,23,..,25,3,27,0,27,..,0,0,0,0,0,..,12,0,10,0,10,..,128,0,128,0,130,..,50,6,58,0,58,..,139,3,140,4,149,..,65,9,70,0,70,..,379,18,398,3,408,..,65,3,64,0,64,..,37,0,34,0,34,..,64,10,79,0,79,..,18,4,17,0,17,..,79,23,101,5,105,..,919,454,1369,28,1395,..,3295,739,4031,54,4093,..,173,35,211,3258,3460,55033,3469,772,4240,3310,62586,106692,..,..,..,..,106692,..,93,3,98,0,98,..,199,11,203,4,211,..,54,0,54,0,54,..,126,28,154,3,158,..,416,156,571,3,570
LGA22670,0,185,..,6432,585,7014,66,7083,..,773,218,995,3,999,..,86,16,106,0,108,..,2905,2193,5096,32,5128,..,214,98,313,4,314,..,112,38,153,0,153,..,477,30,512,9,521,..,246,98,346,4,348,..,254,83,336,0,341,..,84,13,102,0,100,..,222,61,287,0,290,..,240,17,260,0,263,..,724,319,1044,5,1048,..,497,8,510,4,512,..,321,80,404,9,411,..,647,22,664,0,664,..,704,255,956,8,968,..,2165,367,2538,20,2557,..,542,164,708,7,718,..,1091,174,1263,13,1274,..,273,153,427,4,431,..,551,189,740,6,740,..,5847,4067,9909,55,9963,..,6063,2262,8326,94,8420,..,36400,14261,50658,392,51049,..,776,417,1198,3601,4798,22064,37179,14677,51856,3993,77912,46362,..,..,..,..,46362,..,77,0,79,0,79,..,2121,380,2503,14,2522,..,10,0,10,0,10,..,2783,1601,4383,31,4410,..,3903,2250,6153,53,6201
LGA22750,0,69,..,2182,172,2350,29,2382,..,951,155,1101,15,1117,..,158,13,166,4,173,..,30,19,46,0,46,..,99,13,110,0,110,..,439,121,559,0,561,..,293,17,315,5,316,..,182,38,224,0,220,..,232,33,264,0,267,..,132,13,142,5,145,..,153,30,186,0,186,..,20,0,23,0,23,..,334,93,429,10,436,..,410,12,419,0,421,..,132,4,133,4,133,..,450,12,460,0,464,..,137,6,143,0,145,..,1126,33,1163,5,1171,..,394,67,456,3,463,..,179,22,198,6,201,..,245,56,304,0,305,..,151,25,176,0,176,..,335,134,467,8,471,..,2429,678,3108,64,3165,..,13573,2377,15945,189,16132,..,394,59,446,6009,6460,116608,13963,2430,16395,6196,139203,225345,..,..,..,..,225345,..,208,0,210,0,210,..,764,126,891,12,901,..,42,0,41,0,45,..,387,78,470,10,480,..,1711,421,2137,26,2161
LGA22830,0,34,..,995,171,1166,14,1178,..,464,85,550,8,560,..,10,0,13,0,13,..,9,4,12,0,12,..,9,0,10,0,10,..,69,17,87,0,87,..,224,19,237,4,244,..,25,24,46,0,46,..,9,0,9,0,9,..,14,0,14,0,14,..,0,0,0,0,0,..,92,3,102,0,102,..,10,0,8,0,8,..,126,6,136,0,136,..,38,8,48,0,47,..,143,3,144,0,147,..,156,56,214,0,212,..,461,73,535,3,543,..,38,6,43,0,43,..,76,3,83,0,88,..,76,26,107,0,108,..,169,61,229,0,229,..,35,14,54,4,56,..,968,341,1314,24,1332,..,4717,1261,5974,74,6048,..,132,34,167,2300,2468,25871,4848,1294,6142,2372,34388,51093,..,..,..,..,51093,..,57,0,58,0,58,..,1023,371,1388,18,1412,..,71,0,71,5,77,..,84,39,121,5,124,..,374,232,606,12,617
LGA22910,0,0,..,43,0,40,0,40,..,33,3,33,0,33,..,15,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,11,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,19,0,20,0,20,..,7,0,7,0,7,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,20,0,20,0,20,..,14,0,14,0,14,..,0,0,0,0,0,..,13,0,15,0,15,..,3,0,3,0,3,..,8,0,15,0,15,..,71,8,80,0,80,..,382,31,410,0,415,..,24,0,23,652,675,7361,404,32,436,649,8453,14514,..,..,..,..,14514,..,12,0,12,0,12,..,11,0,11,0,11,..,0,0,0,0,0,..,16,0,17,0,17,..,37,3,42,0,42
LGA22980,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,13,0,13,0,13,..,4,0,4,0,4,..,22,0,22,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,0,0,0,0,0,..,3,3,5,0,4,..,64,52,121,6,122,..,135,60,198,4,200,..,14,0,15,171,186,2457,148,60,207,175,2844,4903,..,..,..,..,4903,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7
LGA23110,0,62,..,1063,67,1137,10,1143,..,849,179,1032,9,1035,..,113,11,120,0,120,..,54,27,83,0,83,..,46,10,53,0,53,..,429,104,538,0,540,..,54,3,64,0,64,..,82,12,95,0,94,..,185,36,217,0,220,..,140,14,156,5,160,..,85,12,98,0,96,..,37,0,32,0,32,..,251,59,313,5,313,..,233,7,242,0,245,..,149,17,164,6,173,..,270,6,279,0,283,..,67,3,72,6,77,..,726,36,760,13,771,..,405,47,448,0,449,..,88,6,97,0,102,..,133,29,168,0,168,..,54,11,64,0,64,..,708,310,1016,17,1029,..,1669,312,1988,35,2026,..,10943,2089,13033,120,13151,..,169,31,204,1832,2034,31447,11109,2123,13230,1946,46629,62380,..,..,..,..,62380,..,90,0,94,3,95,..,2387,373,2759,15,2779,..,14,0,14,0,14,..,626,213,830,4,839,..,860,281,1136,18,1158
LGA23190,0,3,..,86,8,94,3,96,..,36,0,37,0,37,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,38,4,42,0,42,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,22,0,22,..,6,0,6,0,6,..,28,0,35,0,35,..,13,0,13,0,13,..,60,3,62,0,62,..,16,0,16,0,16,..,8,0,7,0,7,..,9,0,9,0,9,..,4,0,10,0,10,..,12,0,11,0,11,..,74,35,106,0,105,..,441,61,507,12,513,..,28,4,34,508,541,9368,471,71,540,513,10419,18370,..,..,..,..,18370,..,17,0,17,0,17,..,12,0,14,0,14,..,0,0,0,0,0,..,13,5,20,0,18,..,49,7,57,0,55
LGA23270,7,235,..,12897,1473,14368,192,14561,..,2300,269,2573,8,2582,..,75,6,85,0,88,..,28,6,33,0,33,..,60,25,83,0,83,..,337,43,380,3,381,..,661,37,695,11,707,..,220,74,293,0,297,..,175,23,200,0,200,..,160,22,185,0,188,..,81,10,87,4,88,..,1004,72,1073,17,1088,..,237,58,296,0,296,..,698,18,717,3,724,..,193,17,210,4,213,..,848,34,877,4,884,..,282,22,298,0,297,..,2016,88,2106,16,2120,..,554,108,662,4,659,..,428,40,469,10,477,..,277,63,341,4,345,..,5695,1823,7514,47,7564,..,687,424,1110,10,1118,..,8673,3317,11988,150,12142,..,48135,10947,59082,584,59664,..,1086,406,1487,5737,7226,54997,49220,11351,60567,6324,121890,110184,..,..,..,..,110184,..,91,0,91,0,91,..,18001,4485,22488,174,22658,..,22,0,26,0,26,..,445,165,605,5,607,..,1001,316,1320,22,1336
LGA23350,0,0,..,7,0,10,0,10,..,27,0,27,4,24,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,21,0,21,0,21,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,58,8,61,0,61,..,212,12,222,4,229,..,15,3,17,434,454,8099,223,16,240,441,8782,15902,..,..,..,..,15902,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,8,4,6,0,6,..,13,3,14,0,14
LGA23430,0,148,..,2099,137,2239,15,2250,..,923,133,1057,9,1065,..,273,23,304,7,304,..,303,178,478,4,480,..,171,42,209,0,214,..,61,7,69,0,69,..,215,6,219,8,220,..,94,16,112,0,112,..,354,30,386,0,383,..,163,18,176,0,175,..,962,172,1133,9,1140,..,22,0,22,0,22,..,247,30,271,3,275,..,273,0,274,3,276,..,135,14,148,0,148,..,362,9,371,3,372,..,97,11,104,0,104,..,860,35,898,7,908,..,608,51,665,11,673,..,369,26,391,0,396,..,218,52,271,0,271,..,301,80,384,5,385,..,681,243,920,7,926,..,1793,234,2030,49,2076,..,17945,3530,21474,207,21678,..,292,46,345,2401,2741,57053,18232,3577,21814,2608,81476,111535,..,..,..,..,111535,..,274,5,273,0,273,..,927,139,1069,0,1069,..,0,0,0,0,0,..,1269,414,1681,7,1691,..,3931,1483,5421,50,5467
LGA23670,6,230,..,3465,239,3706,26,3727,..,642,79,725,5,728,..,127,7,133,5,142,..,153,81,231,0,231,..,373,116,486,5,491,..,68,3,75,0,75,..,283,12,293,0,295,..,459,94,558,6,560,..,251,40,289,4,293,..,61,5,68,0,68,..,136,22,151,0,151,..,29,0,29,0,29,..,152,24,170,0,170,..,301,11,309,0,309,..,346,27,372,4,377,..,345,6,356,0,357,..,157,3,162,4,164,..,1148,48,1197,9,1203,..,341,50,388,0,395,..,680,44,722,4,728,..,231,28,263,0,269,..,71,11,85,3,83,..,486,194,685,8,691,..,1538,274,1816,60,1874,..,19803,3887,23691,254,23943,..,326,68,398,2313,2711,54509,20133,3954,24088,2571,81164,108159,..,..,..,..,108159,..,186,0,185,0,185,..,1052,102,1153,14,1164,..,10,3,14,0,12,..,4292,1176,5465,44,5515,..,8579,2814,11395,141,11536
LGA23810,0,9,..,250,22,273,0,269,..,269,59,332,3,335,..,6,9,17,0,17,..,10,3,16,0,16,..,7,4,10,0,10,..,6,0,4,0,4,..,110,4,117,0,116,..,3,0,3,0,3,..,39,7,48,0,48,..,9,0,10,0,10,..,16,0,19,0,19,..,7,0,8,0,8,..,23,9,29,0,29,..,129,3,132,0,134,..,20,4,26,4,31,..,133,5,140,0,143,..,42,5,43,0,43,..,326,13,344,0,349,..,59,11,67,0,70,..,20,0,20,0,20,..,60,15,70,3,72,..,5,4,5,0,5,..,36,24,64,0,64,..,511,104,615,21,634,..,2322,407,2728,33,2761,..,112,22,131,2700,2832,33905,2431,428,2858,2739,39510,66500,..,..,..,..,66500,..,51,0,56,0,56,..,136,18,151,3,156,..,25,0,25,0,25,..,80,37,111,4,114,..,221,62,277,0,278
LGA23940,0,0,..,0,0,0,0,0,..,6,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,5,26,0,26,..,3,0,5,0,5,..,18,3,18,0,21,..,12,6,13,0,13,..,57,5,67,0,64,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,4,0,4,..,13,0,13,0,13,..,113,21,134,0,129,..,10,4,10,390,395,3299,118,24,137,390,3836,6692,..,..,..,..,6692,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,10,7,0,7
LGA24130,0,0,..,70,7,79,3,79,..,133,4,136,0,136,..,24,0,24,0,24,..,4,0,4,0,4,..,4,0,4,0,4,..,20,0,24,0,24,..,5,0,5,0,5,..,0,0,0,0,0,..,26,4,33,0,31,..,9,0,9,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,6,0,12,0,12,..,15,0,14,0,14,..,3,0,3,0,3,..,24,0,24,0,24,..,11,0,11,0,11,..,55,0,62,0,62,..,64,5,65,0,68,..,0,0,0,0,0,..,29,3,35,0,35,..,24,0,22,0,22,..,19,4,25,0,25,..,240,29,266,0,267,..,1137,111,1250,22,1271,..,47,0,47,1264,1310,23535,1180,112,1295,1280,26111,46536,..,..,..,..,46536,..,61,0,61,0,61,..,53,15,65,0,65,..,10,0,10,0,10,..,23,8,29,3,34,..,107,71,184,3,185
