LGA_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
LGA53780,10339,20581,390,2387,1713,8110,521,2501,9028,35233,11656,48228,953,4095,1251,4284,2886,9295,5095,17677,16749,65901,87,418,375,1325,222,808,2022,5574,2703,8127,265,917,452,1041,2008,4437,2728,6392,5425,14517,599,1283,33116,102287
LGA53800,4238,8267,67,339,391,1752,134,622,2239,8645,2831,11362,149,604,234,720,693,2077,1074,3400,3905,14761,28,156,127,444,114,446,796,2205,1070,3254,63,195,131,261,586,1240,780,1706,1851,4954,159,323,10147,28308
LGA53920,145,309,11,77,19,90,33,179,195,788,255,1133,0,3,10,14,32,139,43,157,294,1289,12,75,17,71,35,161,148,449,210,751,7,18,4,17,76,215,88,248,298,994,44,109,778,2705
LGA53990,3334,6522,80,431,362,1655,125,567,1939,7543,2511,10199,148,577,205,629,583,1790,934,2992,3449,13189,13,56,89,288,54,195,497,1350,649,1890,48,136,82,186,349,730,480,1052,1131,2942,84,177,8001,22840
LGA54060,529,1018,5,39,27,119,13,47,159,604,207,811,12,44,26,67,78,234,115,338,316,1156,0,0,14,35,5,22,57,157,76,219,0,13,6,20,36,73,50,112,125,325,10,22,984,2519
LGA54130,141,277,0,13,11,50,6,24,81,317,102,403,0,0,3,15,12,28,15,48,123,443,0,0,0,0,0,3,17,45,16,46,0,0,0,0,4,13,8,11,20,62,0,7,287,789
LGA54170,17825,35183,325,1699,2202,9805,470,2040,11338,43511,14338,57056,1384,5657,2251,7866,4373,13730,8007,27249,22347,84305,64,275,474,1544,149,482,1980,4971,2668,7276,328,1011,676,1547,2171,4648,3168,7204,5840,14478,456,950,46463,134916
LGA54200,6515,12874,148,807,736,3387,190,851,3950,15238,5026,20289,392,1679,559,1924,1424,4504,2376,8100,7406,28390,35,161,176,610,103,387,888,2406,1198,3567,93,304,202,439,917,1981,1214,2725,2415,6294,213,446,16548,48009
LGA54280,2551,5026,59,329,238,1101,155,721,2112,8234,2560,10377,108,424,159,483,488,1526,753,2429,3319,12809,18,76,56,199,49,169,514,1425,632,1868,23,62,56,121,342,738,423,924,1054,2789,114,243,7033,20871
LGA54310,1595,3097,39,223,265,1197,76,349,1899,7419,2285,9183,48,193,126,388,236,728,410,1312,2696,10496,10,35,40,131,33,130,252,654,324,960,13,40,28,57,121,275,162,377,491,1337,51,110,4826,15033
LGA54340,460,925,7,61,40,177,16,92,212,848,278,1176,14,50,20,62,62,201,97,309,373,1484,3,12,11,42,6,22,65,199,86,287,4,15,9,20,61,133,71,165,159,451,17,52,1010,2914
LGA54410,148,287,0,10,9,42,3,14,45,158,56,232,0,8,9,35,24,66,33,102,92,332,0,0,3,10,0,0,17,41,15,49,0,8,3,9,17,42,21,55,39,106,3,10,283,736
LGA54480,45,83,0,5,3,18,0,0,44,177,53,204,4,9,6,25,3,13,15,51,69,251,0,0,0,0,0,0,0,8,0,8,0,0,0,0,5,4,5,4,3,7,0,0,119,345
LGA54550,221,441,3,12,13,41,9,25,129,532,150,605,8,21,8,22,41,116,57,159,206,760,0,0,3,10,5,14,20,66,32,85,0,0,0,3,14,37,13,36,47,119,0,0,475,1330
LGA54620,103,209,0,0,3,18,0,10,44,173,52,208,6,12,5,7,6,20,15,35,71,244,0,0,0,6,0,0,9,30,10,37,0,0,5,6,9,14,14,21,29,61,3,9,199,520
LGA54690,53,105,0,0,4,14,0,4,29,98,29,114,0,0,0,0,3,12,3,12,35,131,0,0,0,0,0,0,0,12,0,11,0,3,0,0,0,0,4,7,3,15,0,0,95,251
LGA54760,102,200,7,11,8,26,0,0,58,235,69,270,0,5,9,12,6,17,11,32,84,301,0,0,0,0,0,0,7,13,7,13,0,0,0,6,8,6,9,14,9,25,0,3,196,531
LGA54830,3640,7128,114,670,507,2357,213,944,3620,13672,4454,17644,234,1006,289,959,800,2552,1330,4517,5783,22157,38,181,128,490,101,389,1008,2782,1280,3846,84,262,156,339,766,1644,1004,2249,2287,6095,196,409,11898,35791
LGA54900,159,303,0,4,11,50,0,17,91,378,115,451,3,12,5,20,18,60,31,97,146,538,0,0,3,4,0,0,4,22,7,26,0,3,0,0,10,19,8,22,18,50,3,7,321,893
LGA54970,50,104,0,0,4,29,3,31,21,78,27,139,0,0,0,6,7,17,4,18,35,163,0,0,0,0,5,11,23,73,24,89,0,0,0,3,4,8,4,8,25,96,9,17,120,377
LGA55040,89,176,0,0,8,34,0,18,66,256,74,310,0,6,0,3,13,23,12,34,85,338,0,11,0,0,4,15,15,62,23,86,0,0,0,0,10,24,10,26,31,112,6,7,210,633
LGA55110,11632,22705,148,778,858,3845,329,1450,4723,17873,6060,23948,410,1638,722,2311,1675,5064,2810,9014,8872,32962,73,321,305,1121,203,748,1868,5109,2451,7296,138,423,333,738,1386,2920,1851,4076,4306,11377,301,629,25111,67672
LGA55180,1177,2306,12,78,72,313,37,164,456,1796,580,2358,42,148,56,178,155,471,249,798,829,3152,5,28,27,103,19,54,111,309,166,494,10,35,27,49,107,224,144,304,305,804,33,68,2346,6324
LGA55250,70,144,0,0,4,29,4,28,36,141,44,193,0,10,0,0,6,14,8,19,52,213,0,0,8,25,10,34,22,64,33,126,3,10,0,3,6,15,9,31,42,159,13,26,182,543
LGA55320,11072,21940,142,771,1470,6577,206,936,6858,26389,8678,34669,823,3432,1580,5566,2430,7686,4843,16684,13519,51355,29,135,302,940,89,313,1150,2833,1574,4221,203,613,488,1115,1405,3009,2097,4748,3670,8963,426,888,28676,83144
LGA55390,17,39,0,0,0,8,0,0,3,23,6,26,0,0,0,5,3,12,5,16,11,48,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,3,0,3,4,7,0,7,37,101
LGA55460,349,683,8,36,32,135,6,35,182,716,231,918,9,21,16,41,43,143,66,204,293,1124,0,5,10,24,10,41,40,109,61,178,0,0,7,10,39,91,52,103,111,281,7,12,763,2101
LGA55530,49,92,0,4,0,9,0,0,28,121,35,138,0,0,5,7,10,26,10,32,47,168,0,0,0,0,0,0,4,8,4,8,0,0,0,0,3,8,3,8,7,22,0,3,104,282
LGA55600,261,512,0,15,21,73,5,30,125,468,150,587,10,25,12,36,33,102,54,161,205,745,0,6,3,18,4,18,46,132,52,177,0,3,7,9,24,47,34,65,89,241,12,20,564,1513
LGA55670,70,140,0,9,7,14,0,5,36,162,44,189,0,3,0,4,7,28,14,38,56,227,0,0,0,16,0,0,5,12,10,28,0,0,3,10,8,15,9,20,19,43,0,0,140,405
LGA55740,880,1714,12,65,125,535,3,22,560,2192,704,2822,63,273,194,701,140,421,398,1397,1104,4221,3,7,23,76,0,7,98,219,128,315,13,38,49,121,73,154,138,310,262,625,31,62,2284,6631
LGA55810,40,70,0,0,0,0,0,6,14,54,16,57,0,0,0,9,0,6,0,11,18,69,0,0,0,0,0,4,7,32,12,35,0,0,0,5,4,7,7,10,15,44,0,0,71,188
LGA55880,55,106,0,4,3,15,0,0,26,104,35,121,3,9,4,10,14,35,16,57,48,170,0,0,0,5,0,3,4,6,6,19,0,0,0,0,3,13,3,13,14,28,0,0,118,306
LGA55950,80,154,0,6,8,21,0,0,38,150,46,181,0,4,0,11,9,29,13,44,60,225,0,3,0,3,0,0,9,14,5,22,0,0,0,0,8,8,7,9,14,35,6,7,153,416
LGA56090,4594,9066,90,459,447,2020,131,565,2287,8791,2957,11836,281,1165,397,1321,1033,3184,1712,5676,4669,17513,25,100,94,300,54,192,461,1212,631,1805,57,177,136,301,597,1289,793,1767,1421,3568,101,209,10783,30353
LGA56160,10,24,0,0,0,0,0,4,3,31,5,29,0,0,0,0,0,0,0,0,5,29,0,0,0,3,0,0,6,15,5,15,0,0,0,3,0,0,0,6,9,21,0,4,27,79
LGA56230,2332,4543,41,245,177,827,87,385,927,3658,1239,5116,73,294,129,418,417,1235,620,1941,1860,7055,8,48,38,123,40,128,324,897,411,1191,25,77,53,122,280,597,365,795,775,1987,47,96,5016,13681
LGA56300,251,489,5,14,9,41,0,14,63,240,78,309,5,13,5,17,27,76,36,105,112,417,0,6,0,4,0,3,10,29,13,42,0,0,8,21,17,33,30,54,37,93,3,6,406,1001
LGA56370,98,197,0,0,9,21,0,0,58,210,62,232,0,5,3,8,12,32,15,42,73,276,0,0,0,0,3,10,6,20,6,30,0,4,0,0,9,7,9,13,17,40,0,0,191,512
LGA56460,523,1019,4,27,42,200,15,63,229,891,300,1183,11,57,16,50,78,244,111,346,404,1531,3,18,19,57,15,40,87,232,121,349,6,24,16,36,68,142,89,200,210,547,21,37,1155,3140
LGA56580,2151,4250,24,109,478,2187,19,78,1522,6111,2049,8486,183,747,532,1881,391,1236,1107,3866,3157,12353,5,37,55,179,13,41,157,408,236,656,43,133,133,314,176,372,351,818,587,1475,53,118,5950,18189
LGA56620,88,185,4,18,10,61,16,71,67,285,101,439,0,4,0,6,16,55,17,67,121,509,3,15,10,38,16,79,43,127,69,263,0,0,3,5,30,94,34,100,107,363,13,31,323,1089
LGA56730,1279,2494,29,170,80,388,42,191,534,2129,686,2874,38,146,65,198,220,674,318,1020,1004,3894,15,90,37,136,29,125,196,548,280,895,12,34,36,84,201,437,249,555,526,1449,38,83,2848,7919
LGA56790,489,958,5,21,16,69,10,42,138,546,171,675,5,23,10,21,55,158,64,201,237,875,0,6,6,20,5,16,25,85,37,121,0,0,6,19,34,60,42,85,78,200,10,18,816,2053
LGA56860,30,61,0,5,0,4,0,0,7,35,14,43,0,0,0,3,5,18,8,25,21,63,0,0,0,0,0,7,0,5,5,16,0,0,0,0,3,7,3,7,8,20,0,0,62,156
LGA56930,167,325,4,22,31,154,4,14,71,278,108,473,20,61,45,172,28,83,91,314,197,786,0,0,5,23,0,0,8,24,14,48,5,11,9,24,14,27,28,58,39,110,0,3,408,1225
LGA57000,45,99,0,0,4,6,0,10,26,97,24,114,0,9,0,6,5,11,6,22,38,139,0,0,0,0,0,0,4,9,4,9,0,3,6,3,8,10,9,17,12,27,0,4,99,260
LGA57080,3858,7516,0,10,51,217,4,30,988,3372,1045,3630,17,72,105,318,148,429,271,818,1313,4448,0,7,32,91,6,19,182,416,219,537,15,32,108,222,192,383,313,638,527,1176,170,357,5867,13501
LGA57140,150,297,0,10,7,28,0,27,44,188,57,243,3,12,0,6,23,64,27,81,83,328,0,0,3,16,0,3,15,55,22,73,0,0,0,4,19,40,21,43,40,114,5,10,286,745
LGA57210,751,1464,7,51,49,226,24,113,257,993,342,1381,14,69,41,114,103,301,159,492,500,1870,3,12,11,43,3,20,73,204,91,280,7,12,13,34,62,131,80,172,174,455,14,25,1436,3818
LGA57280,1196,2317,31,163,128,617,62,294,1278,5036,1505,6104,32,126,50,136,164,538,249,796,1747,6904,4,26,28,112,36,125,259,726,334,983,14,33,35,80,120,274,168,386,501,1370,69,143,3514,10737
LGA57350,119,238,0,5,6,15,0,6,38,166,47,194,4,4,4,6,4,14,11,30,59,225,0,0,0,0,0,15,9,24,11,37,0,0,3,6,11,17,13,26,24,62,4,5,208,530
LGA57420,259,507,3,8,18,62,3,15,133,513,155,611,9,18,10,15,13,39,26,76,181,688,0,0,0,14,4,15,29,67,35,95,0,0,4,3,29,48,23,53,61,146,3,12,505,1343
LGA57490,13164,25683,368,2013,1673,7601,659,2971,9242,35340,11941,47929,779,3161,1097,3598,2829,8740,4704,15498,16640,63426,105,501,515,1825,311,1090,2918,7990,3858,11407,249,783,495,1112,1949,4182,2695,6085,6551,17488,441,915,36800,107514
LGA57630,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30
LGA57700,2980,5856,103,604,389,1845,166,763,2744,10780,3403,13993,200,847,235,776,720,2253,1159,3879,4562,17870,22,86,73,283,66,225,574,1594,735,2184,39,130,74,164,330,717,445,1009,1179,3194,81,168,8804,27089
LGA57770,124,234,0,6,4,18,5,15,48,189,61,227,0,0,4,9,9,25,14,36,71,258,0,0,0,0,0,0,10,28,15,29,0,0,0,4,3,4,4,11,15,36,6,8,213,539
LGA57840,5030,9917,47,269,420,1886,33,148,2521,9389,3029,11695,216,888,580,2013,671,2108,1465,5011,4491,16699,7,57,78,246,24,80,461,1123,581,1503,55,167,203,434,497,1039,753,1645,1329,3149,365,752,11213,30517
LGA57910,23852,47147,287,1658,2364,10752,348,1523,15293,57213,18292,71141,1249,5195,2504,8748,3882,12304,7624,26246,25915,97387,97,433,572,1853,204,686,3271,8123,4141,11103,360,1111,1101,2444,3268,6998,4731,10549,8871,21646,1142,2399,59778,168584
LGA57980,2007,3936,10,40,181,790,10,34,1125,4243,1323,5110,61,257,232,797,181,560,471,1616,1791,6723,3,12,51,157,0,4,209,497,265,665,26,76,110,241,139,285,276,596,539,1266,73,151,4416,12076
LGA58050,13424,26514,451,2630,1860,8609,622,2879,11471,44050,14399,58159,994,4197,1394,4683,3326,10594,5715,19471,20120,77635,135,625,509,1798,318,1174,2924,7916,3877,11499,324,1067,592,1346,2402,5255,3317,7668,7196,19172,664,1399,41397,124720
LGA58190,36,63,4,14,6,30,0,0,20,61,32,109,3,3,0,5,9,22,12,29,38,134,0,0,5,13,0,0,3,17,7,28,0,0,0,3,3,10,9,16,16,46,5,4,87,252
LGA58260,73,140,0,0,11,19,0,0,36,136,43,152,3,18,4,13,4,7,8,36,57,188,0,0,7,7,0,0,9,21,13,32,0,4,0,3,0,0,5,13,18,48,0,0,144,374
LGA58330,721,1405,6,46,38,156,11,55,172,665,229,920,23,94,21,56,101,296,140,443,374,1366,4,22,16,59,0,11,60,163,82,253,7,17,5,17,56,117,65,143,148,398,16,29,1261,3203
LGA58400,41,82,0,0,4,12,0,5,4,24,9,39,0,0,4,0,0,10,5,16,15,53,0,0,3,9,0,0,0,7,9,19,0,0,3,7,0,7,4,16,13,26,0,5,68,167
LGA58470,8,24,0,0,3,15,0,9,11,46,15,69,0,0,0,0,0,5,0,5,18,71,0,0,0,0,0,8,3,14,7,19,0,0,0,0,0,5,0,5,9,26,6,7,40,125
LGA58510,4224,8315,20,102,245,1079,48,197,2353,8521,2660,9898,119,507,264,871,352,1107,734,2488,3398,12386,6,39,65,208,24,93,387,910,485,1243,45,143,140,320,422,901,610,1365,1092,2608,289,602,9003,23916
LGA58540,115,221,0,11,8,31,0,0,43,181,53,219,3,10,0,5,13,49,25,68,80,290,0,0,0,0,0,4,5,10,9,10,0,0,0,0,3,11,3,11,8,20,3,4,209,539
LGA58570,4302,8422,26,121,281,1226,28,122,2342,8586,2671,10058,134,538,301,1043,380,1207,814,2789,3488,12842,4,22,62,197,18,56,419,952,503,1224,30,95,156,339,364,766,553,1198,1051,2426,182,384,9027,24068
LGA58610,230,459,0,3,18,96,4,7,73,297,96,409,3,16,8,14,23,74,36,104,131,513,0,8,4,10,6,3,28,77,34,94,0,0,8,7,24,54,37,65,65,163,6,7,433,1139
LGA58680,76,145,5,13,3,20,0,5,20,87,29,133,5,6,3,8,12,46,18,58,48,185,0,0,0,5,0,4,0,4,3,9,0,0,0,0,7,10,7,15,12,22,0,0,138,360
LGA58760,18119,35677,649,3733,2744,12686,956,4343,15855,60847,20209,81600,1629,6825,2164,7372,4984,15813,8773,30012,28985,111609,223,1089,711,2532,405,1454,4053,10779,5400,15853,494,1592,851,1940,3190,7045,4534,10572,9937,26426,761,1629,57797,175345
LGA58820,545,1067,12,63,40,193,14,76,207,815,277,1153,29,100,17,62,106,324,153,490,434,1639,0,7,13,41,8,32,58,154,81,227,3,11,9,26,49,105,66,136,144,366,13,24,1131,3096
LGA58890,112,216,0,0,9,26,4,9,41,153,51,187,4,13,4,14,15,50,24,74,73,259,0,0,0,0,3,8,8,10,9,20,0,0,0,0,13,15,12,21,18,40,5,3,206,521
LGA59030,44,84,0,0,0,10,0,0,15,57,13,68,0,6,0,7,0,3,7,7,23,78,0,0,0,0,0,0,7,11,7,11,0,0,0,0,0,0,0,0,6,16,0,0,69,173
LGA59100,88,170,0,5,7,24,0,0,44,161,50,196,0,0,0,3,10,23,7,29,57,230,0,0,3,7,0,0,9,20,12,29,0,0,0,0,10,15,10,15,16,41,4,4,166,446
LGA59170,137,274,0,0,12,44,0,8,74,311,89,362,0,0,4,13,11,30,18,45,106,407,0,5,4,9,0,3,6,15,11,33,0,0,0,0,5,15,9,23,24,55,0,3,264,734
LGA59250,27,57,0,0,0,0,0,11,8,41,9,55,0,0,0,0,0,0,0,0,9,55,0,0,0,16,0,0,13,23,14,42,0,5,0,0,4,12,7,16,17,63,6,10,62,177
LGA59310,154,310,0,8,8,29,0,9,84,336,102,383,0,3,8,10,13,45,19,62,118,448,0,0,0,6,0,0,21,59,28,70,0,3,4,6,29,52,33,56,59,130,5,10,337,897
LGA59320,49,102,0,0,4,6,5,8,31,137,38,154,0,7,5,13,9,26,18,47,53,202,0,0,0,4,0,0,4,9,3,11,0,0,3,0,3,8,5,15,13,29,0,4,114,331
LGA59330,57,113,0,0,3,10,0,0,22,75,26,81,0,4,0,0,7,21,12,28,33,110,0,0,0,4,0,4,12,21,12,29,0,5,0,4,6,9,5,16,16,46,3,3,106,271
LGA59340,577,1111,12,67,51,241,32,165,424,1636,519,2116,10,47,13,26,70,200,89,276,605,2386,7,27,12,52,30,140,200,609,248,830,9,22,14,22,90,255,108,300,358,1129,50,111,1591,4746
LGA59350,12,29,0,6,0,0,0,5,4,11,5,21,0,0,0,0,3,4,3,4,6,26,0,0,0,3,0,6,3,16,12,25,0,0,0,0,0,6,0,6,11,32,0,0,29,88
LGA59360,122,240,0,6,9,18,0,0,31,140,41,167,3,17,4,9,7,35,22,61,63,220,0,0,0,0,0,0,12,35,11,35,0,0,0,0,8,20,12,21,25,53,3,3,214,519
LGA59370,523,1030,4,15,27,111,14,60,138,567,179,755,12,35,16,38,61,196,86,267,269,1022,5,10,7,22,9,26,47,134,70,198,3,8,3,8,59,118,67,136,133,333,7,16,936,2404
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,1096,2150,3,22,27,113,20,107,287,1091,336,1332,16,49,36,88,118,353,165,498,503,1825,0,13,20,48,8,30,106,276,132,366,4,10,16,33,105,220,127,260,261,626,19,40,1876,4642
LGA60410,1736,3510,33,195,162,747,89,405,1154,4398,1437,5746,119,490,99,314,441,1419,661,2222,2093,7969,8,49,108,402,71,262,713,1978,905,2691,36,119,84,174,378,830,499,1123,1403,3810,72,157,5311,15450
LGA60610,2241,4436,37,186,195,902,67,306,1071,4126,1373,5520,89,347,159,515,375,1180,619,2042,1992,7561,14,45,79,261,42,151,469,1250,598,1709,33,102,85,183,358,762,475,1044,1070,2752,80,167,5387,14917
LGA60810,3110,6167,35,175,231,1095,70,332,1136,4333,1472,5942,98,408,170,550,490,1528,763,2494,2239,8438,17,78,57,196,35,110,404,1011,508,1390,36,103,101,224,378,775,509,1103,1023,2493,71,154,6437,17247
LGA61010,309,612,6,44,19,104,12,41,105,425,144,609,8,33,11,34,44,137,65,204,206,815,0,0,3,21,0,13,34,88,39,123,3,4,6,12,27,64,35,76,77,202,8,20,601,1649
LGA61210,987,1959,19,120,97,463,31,137,429,1745,578,2464,28,105,44,137,136,408,203,653,788,3116,5,20,22,98,4,20,124,321,161,458,7,20,13,26,126,257,143,302,302,764,26,61,2108,5897
LGA61410,7179,14351,114,605,608,2702,172,773,3723,14161,4611,18242,277,1120,542,1772,1262,3995,2084,6886,6695,25135,40,170,224,735,108,368,1155,2964,1528,4234,114,327,247,520,1061,2326,1420,3177,2941,7409,248,524,17067,47416
LGA61510,1278,2564,26,149,113,526,58,277,514,2005,717,2961,45,205,62,202,287,904,401,1307,1116,4266,4,26,42,151,32,125,256,687,331,990,20,66,37,75,212,469,269,606,599,1597,40,86,3037,8516
LGA61610,3107,6207,38,208,205,958,85,369,1285,4906,1611,6451,117,468,187,591,477,1476,777,2535,2395,8990,23,104,116,399,69,239,677,1790,874,2529,48,148,120,254,481,1010,651,1416,1522,3947,105,217,7133,19362
LGA61810,966,1926,18,120,60,275,23,103,299,1193,403,1692,25,104,33,97,129,406,184,603,587,2295,4,16,20,83,7,32,101,288,136,421,9,15,10,32,97,211,122,254,260,679,18,40,1830,4931
LGA62010,155,296,0,4,3,19,0,0,47,175,52,197,0,5,4,3,12,31,16,43,66,237,0,0,0,0,0,0,11,23,9,26,0,3,0,3,9,23,15,26,25,49,3,10,252,601
LGA62210,991,1972,16,86,71,323,17,91,273,1059,376,1559,22,107,32,115,148,469,211,683,586,2243,11,51,24,90,14,55,160,467,213,660,9,20,28,49,129,274,161,347,374,1010,17,41,1966,5264
LGA62410,909,1771,3,20,17,81,16,64,170,635,211,795,14,47,27,68,81,243,119,357,331,1151,0,15,10,33,6,12,58,161,74,222,4,16,12,16,64,127,78,161,154,378,12,22,1402,3330
LGA62610,5013,10108,94,542,410,1936,162,751,2710,10079,3375,13303,202,875,317,1039,949,3062,1467,4974,4843,18282,56,247,210,698,129,442,1171,3051,1555,4436,94,298,285,625,1073,2332,1452,3251,3007,7683,281,593,13152,36672
LGA62810,6476,12882,41,218,563,2549,51,231,2980,11088,3637,14084,218,875,581,1920,676,2122,1472,4915,5114,19000,16,75,136,409,25,90,585,1343,768,1921,80,229,272,581,585,1219,937,2034,1698,3953,241,498,13525,36336
LGA63010,2447,4857,45,257,172,792,63,317,989,3841,1272,5205,81,333,110,359,394,1232,582,1930,1858,7134,10,49,39,138,42,142,305,816,400,1145,17,59,64,138,266,582,349,779,747,1922,59,122,5110,14032
LGA63210,928,1844,20,93,51,267,35,150,322,1237,429,1750,21,89,42,142,163,501,226,733,655,2481,0,11,22,77,8,25,69,196,101,303,8,29,16,35,85,185,111,249,208,551,14,29,1808,4903
LGA63410,214,422,0,8,17,53,0,17,92,340,108,419,3,11,4,13,20,53,23,79,137,499,0,0,0,7,0,0,18,57,20,63,3,6,3,0,21,42,26,48,47,114,3,9,401,1044
LGA63610,4741,9432,80,446,498,2292,103,446,2641,10106,3314,13295,253,1030,431,1434,754,2371,1433,4829,4745,18122,26,108,141,446,40,156,630,1576,836,2283,60,198,211,474,556,1180,825,1850,1668,4126,120,252,11280,31936
LGA63810,1815,3625,19,117,109,485,54,244,640,2444,823,3292,58,235,82,264,246,764,386,1260,1209,4548,3,7,32,120,16,52,196,481,249,665,17,49,46,95,170,355,231,503,481,1170,44,95,3549,9436
LGA64010,7521,15042,117,689,666,3055,195,901,3721,14236,4703,18886,255,1053,508,1673,1177,3747,1942,6472,6643,25356,28,150,263,894,124,444,1589,4130,1998,5610,118,368,337,740,1234,2677,1695,3783,3693,9398,319,660,18174,50454
LGA64210,2769,5506,52,296,210,984,64,282,1143,4406,1470,5969,95,381,174,553,484,1529,751,2464,2224,8434,9,42,78,263,30,110,328,857,442,1262,30,85,62,122,300,638,382,842,827,2104,50,103,5864,16145
LGA64610,1860,3675,24,138,121,551,51,233,739,2863,933,3790,51,221,96,312,307,956,454,1485,1390,5271,3,15,42,149,26,97,248,669,319,927,20,54,45,98,212,442,278,602,593,1525,45,90,3890,10567
LGA64810,2069,4152,30,169,151,686,71,328,950,3574,1203,4758,71,295,93,296,367,1155,539,1742,1739,6499,6,35,74,241,29,110,345,863,454,1255,38,110,63,121,283,614,387,842,838,2100,60,118,4707,12866
LGA65010,820,1650,18,87,57,274,42,202,352,1359,472,1917,25,112,46,148,198,604,265,865,741,2788,13,56,17,55,15,50,104,289,145,445,6,30,20,41,107,231,139,299,278,751,20,45,1865,5221
LGA65210,417,810,0,15,14,73,10,31,78,287,105,410,8,37,18,52,40,122,70,206,172,617,0,5,3,16,3,19,26,72,35,110,4,4,10,19,45,95,56,118,89,229,11,15,689,1674
LGA65410,1971,3893,24,124,125,572,42,184,712,2798,904,3671,53,202,85,274,283,865,418,1339,1318,5016,14,56,49,188,27,86,274,756,364,1081,22,59,53,101,216,461,279,618,641,1701,38,79,3970,10682
LGA65610,523,1020,3,24,27,119,14,52,190,731,233,928,11,45,21,56,51,154,82,251,318,1179,0,8,8,36,10,41,76,207,101,290,3,7,11,17,72,150,85,173,184,468,11,21,1030,2686
LGA65810,3363,6684,45,235,308,1411,72,318,1403,5474,1826,7440,131,552,240,777,553,1719,921,3043,2743,10486,17,76,83,261,38,130,365,938,503,1422,38,115,94,202,330,709,461,1027,964,2443,78,161,7147,19778
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,2256,4483,52,300,228,1040,108,531,1735,6714,2124,8585,54,220,165,493,341,1057,564,1772,2681,10350,22,99,72,254,78,316,549,1520,717,2191,28,78,75,161,330,780,436,1024,1155,3212,125,284,6213,18333
LGA70420,365,748,20,111,41,225,63,380,364,1551,487,2273,8,27,12,37,73,274,90,341,580,2610,4,44,18,85,41,242,206,654,272,1027,3,16,8,12,98,255,110,277,388,1305,34,92,1365,4761
LGA70540,14,31,0,0,0,0,0,0,0,7,5,14,0,0,0,0,7,24,7,24,6,36,0,0,0,0,5,15,9,23,13,43,0,0,0,0,6,17,6,17,20,54,0,8,43,138
LGA70620,190,416,10,78,15,109,56,352,202,883,289,1419,0,4,3,12,43,166,49,185,341,1601,8,33,12,53,29,143,123,396,166,635,0,7,3,8,48,132,54,146,224,775,30,98,784,2895
LGA70700,156,303,0,3,9,25,0,17,45,171,50,222,0,6,4,3,4,9,8,19,58,241,0,5,0,0,7,17,25,65,34,90,0,0,0,3,13,33,19,40,51,128,6,14,265,681
