LGA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA12390,33,178,1211,6749,6655,1130,237,248,16444,3,90,928,288,59,11,0,51,1438,0,7,35,13,0,4,0,0,65,3,97,964,302,62,12,4,53,1502,18,293,688,77,14,0,4,30,1125,0,5,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,3,3,0,0,0,20,18,299,701,81,22,0,4,32,1159,11,31,26,21,9,3,0,7,100,4,12,8,13,13,0,3,10,70,69,618,2914,7168,6765,1144,244,352,19279
LGA12700,11,100,460,1462,1072,233,83,58,3469,0,10,27,9,9,0,0,0,55,0,0,0,0,0,0,0,0,0,0,10,27,9,9,0,0,0,55,0,7,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,8,4,15,5,5,4,0,4,5,32,0,0,4,5,0,0,0,0,16,19,129,497,1472,1080,233,88,64,3578
LGA12730,0,42,329,1507,871,160,32,54,2998,0,39,210,13,3,0,0,12,273,0,0,4,3,0,0,0,0,13,0,39,211,20,3,0,0,12,281,0,6,6,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,16,0,0,5,9,0,0,0,0,10,0,0,3,6,5,0,0,3,18,4,88,557,1531,879,165,31,69,3331
LGA12750,48,300,1835,6246,4191,843,190,218,13873,5,40,379,337,11,4,0,29,802,6,69,205,236,35,3,3,22,577,6,107,586,567,54,9,4,47,1379,3,99,477,226,19,9,0,18,861,0,3,34,18,0,0,0,0,58,0,0,23,10,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,0,3,25,4,111,544,263,24,9,0,24,974,30,93,147,22,11,0,3,18,322,3,15,17,10,3,3,0,6,51,96,627,3122,7118,4272,857,197,307,16603
LGA12850,57,493,3529,18457,14814,4622,1320,698,43987,16,166,407,829,67,19,4,34,1551,17,287,1123,3511,881,124,12,103,6055,30,454,1526,4342,950,138,22,137,7598,40,791,1261,500,48,17,11,74,2734,20,274,2163,259,9,0,0,65,2789,7,219,1620,134,0,0,3,44,2024,18,99,328,102,0,0,0,14,554,3,75,404,197,89,53,11,21,864,80,1460,5772,1193,151,69,25,218,8970,8,62,56,24,7,4,3,7,173,9,32,80,31,22,8,0,13,191,182,2494,10959,24049,15944,4844,1369,1074,60918
LGA12870,10,59,548,2334,1345,202,35,82,4610,0,43,369,99,4,0,0,15,530,0,0,0,0,0,0,0,0,0,0,43,369,99,5,0,0,15,532,0,0,16,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,27,0,15,18,6,0,0,0,3,51,0,3,3,9,5,0,0,0,15,12,124,963,2440,1357,204,36,99,5231
LGA12900,3,31,385,1501,970,200,28,70,3192,0,4,95,25,14,0,0,13,151,0,0,7,0,0,0,0,0,9,0,9,98,21,12,0,0,13,156,0,27,106,6,0,0,3,12,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,30,106,6,0,0,3,12,162,4,16,10,9,4,4,0,6,44,0,0,0,5,0,0,0,4,6,11,91,602,1539,991,207,30,95,3563
LGA12930,33,224,2261,10271,8922,4056,993,298,27051,50,142,611,1236,96,15,6,36,2190,4,164,589,1737,1003,239,23,48,3811,52,305,1202,2972,1100,256,31,89,5995,42,424,1119,256,27,10,0,39,1922,19,311,4068,1123,65,0,0,71,5661,46,794,5361,1594,86,11,0,98,7997,10,676,1740,572,27,0,0,49,3080,3,44,128,57,26,25,8,4,297,122,2241,12421,3606,227,46,17,266,18946,9,73,151,60,7,9,0,7,308,8,25,27,11,0,3,0,9,93,217,2874,16057,16916,10259,4364,1037,665,52401
LGA12950,8,37,199,631,463,94,14,42,1482,0,4,28,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,4,28,3,0,0,0,0,42,0,19,28,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,0,0,0,0,0,51,3,0,0,3,0,0,0,8,22,0,0,0,0,0,0,0,0,5,10,57,265,640,468,96,14,54,1598
LGA13010,21,98,504,1639,847,120,45,75,3347,0,44,77,21,0,0,0,10,155,0,0,3,0,0,0,0,0,9,0,44,81,21,4,0,0,10,158,0,38,39,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,0,0,0,0,0,76,8,15,8,3,3,3,0,3,34,0,0,4,7,0,0,0,0,11,27,194,630,1674,851,126,43,84,3628
LGA13310,26,189,1159,4588,3519,692,204,150,10534,10,131,344,313,45,0,0,16,867,0,3,109,45,8,0,0,0,170,10,137,453,361,53,5,0,20,1036,0,73,175,15,6,0,0,8,279,0,29,34,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,21,0,105,218,20,4,0,0,9,355,10,31,23,15,7,0,3,7,94,0,6,5,4,0,0,0,10,25,47,463,1853,4988,3589,695,211,190,12045
LGA13340,7,61,437,1675,1249,259,70,75,3828,0,27,37,8,0,0,0,4,76,0,0,0,0,0,0,0,0,3,0,30,37,8,0,0,0,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,10,0,4,3,7,0,0,0,0,16,7,97,478,1688,1251,258,69,75,3936
LGA13450,4,64,575,3534,2974,422,65,143,7785,0,42,140,160,11,3,0,8,362,0,30,17,8,4,0,0,6,64,0,71,154,168,15,3,0,10,428,5,140,524,179,8,4,0,26,887,0,4,18,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,10,5,144,551,187,14,3,0,26,928,9,33,17,13,5,0,3,9,85,0,3,10,10,7,5,0,9,45,19,315,1310,3906,3016,432,70,195,9266
LGA13550,5,40,399,1880,1466,284,73,72,4224,0,25,195,77,8,0,0,10,318,0,7,29,0,3,0,0,0,45,3,33,223,80,10,0,0,10,356,3,21,39,8,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,20,47,8,0,0,0,3,83,6,5,3,5,3,0,0,0,22,0,4,0,0,0,0,0,0,7,19,103,674,1969,1484,287,74,86,4697
LGA13660,4,57,289,829,450,117,33,47,1821,0,8,18,5,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,8,18,5,0,0,0,4,27,0,8,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,9,3,7,0,0,0,0,0,6,23,0,0,0,5,5,3,0,0,15,10,76,304,839,454,123,40,54,1898
LGA13800,48,262,1423,7701,7375,2224,776,201,20015,13,132,588,804,61,7,5,29,1644,0,55,88,341,67,3,3,4,555,13,185,680,1142,127,13,9,34,2198,0,142,238,60,21,3,4,5,474,4,14,68,11,0,0,0,4,100,0,0,17,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,19,10,16,0,0,0,64,8,170,351,86,33,3,3,9,660,25,40,25,14,14,0,0,0,121,6,8,20,12,13,6,0,3,68,98,663,2499,8961,7560,2245,787,243,23060
LGA13850,4,26,138,480,286,62,14,29,1037,0,14,51,3,4,0,0,4,80,0,0,0,0,0,0,0,0,0,0,14,51,3,4,0,0,4,80,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,30,199,487,292,62,18,34,1134
LGA13910,21,128,817,2928,2086,470,130,154,6742,3,51,240,102,12,5,0,16,435,0,0,7,0,0,0,0,0,14,3,51,246,108,15,4,0,16,448,0,28,85,7,0,0,0,5,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,88,7,3,3,0,5,137,14,12,12,10,5,0,0,3,56,0,0,5,9,4,0,0,3,31,35,224,1171,3062,2116,478,135,183,7403
LGA14000,50,327,1750,10235,16454,5623,1193,232,35868,0,179,356,408,44,6,4,22,1019,11,181,522,2117,384,36,10,22,3273,12,363,880,2526,424,42,11,40,4292,5,388,630,332,23,6,5,23,1410,78,314,2408,347,0,0,3,44,3199,22,879,2439,480,4,0,0,30,3863,18,497,1785,276,4,0,0,26,2591,3,36,101,25,13,21,11,0,213,131,2122,7363,1456,51,22,17,125,11283,7,20,54,22,7,0,6,0,119,4,19,23,7,4,4,0,9,65,199,2847,10069,14246,16939,5701,1225,403,51629
LGA14100,0,13,170,867,1126,561,135,21,2891,0,4,20,48,23,0,0,0,96,0,41,188,325,76,5,0,4,639,0,49,208,378,94,6,0,4,731,0,98,259,27,4,0,0,5,393,0,49,92,76,0,0,0,0,224,23,150,197,41,0,0,0,4,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,297,546,146,5,0,0,9,1024,0,4,4,7,0,0,0,0,7,0,3,0,0,0,0,0,3,10,27,362,926,1392,1221,569,136,35,4670
LGA14170,70,391,3403,9838,5784,1342,343,190,21357,46,534,4863,4498,1120,143,26,81,11304,69,420,2311,4016,1589,261,40,64,8774,115,951,7172,8514,2710,396,67,141,20072,392,2797,5009,1110,160,34,24,143,9668,422,2689,7244,787,48,4,11,116,11325,358,2717,4789,875,36,3,0,76,8864,38,429,614,157,5,0,0,10,1243,13,106,123,42,22,9,0,4,329,1223,8736,17786,2979,270,49,45,346,31418,64,307,411,204,46,15,15,29,1084,10,42,40,20,11,8,6,4,152,1485,10437,28811,21556,8812,1805,469,714,74091
LGA14220,17,106,708,2836,1764,384,77,120,6007,3,88,185,71,10,0,5,41,402,0,30,39,3,4,0,0,0,72,3,115,223,81,12,0,5,40,476,0,25,19,4,4,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,23,17,4,0,6,0,3,63,10,14,6,9,4,0,0,13,50,5,7,5,5,0,0,3,0,33,37,267,965,2931,1780,385,85,174,6626
LGA14300,0,20,221,918,627,112,34,47,1977,0,8,13,5,6,0,0,0,33,0,6,0,3,0,0,0,0,6,0,13,13,12,6,0,0,0,35,0,18,33,4,0,0,0,7,62,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,4,0,0,0,7,68,0,0,0,8,3,0,0,0,14,0,0,0,0,0,0,0,0,5,0,50,275,940,633,112,34,54,2103
LGA14350,47,244,1575,5011,2531,468,130,212,10220,0,19,81,79,9,0,0,3,198,0,9,62,16,0,0,0,4,91,0,25,145,93,7,0,0,11,294,9,115,374,70,8,0,0,15,597,0,3,32,16,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,11,120,411,89,6,0,0,21,664,17,58,18,16,11,8,0,16,142,0,6,13,10,5,0,0,9,38,79,461,2165,5218,2561,473,132,264,11352
LGA14400,8,51,364,2509,2759,667,147,54,6555,0,35,171,154,23,4,0,11,393,0,27,243,491,63,3,0,6,838,0,59,415,641,86,7,0,14,1230,9,34,137,49,8,0,0,6,247,0,10,108,53,0,0,0,0,181,0,70,163,59,6,0,5,9,310,0,0,0,0,0,0,0,0,0,0,8,6,10,10,0,0,0,29,10,117,416,172,25,0,5,15,756,0,13,20,10,4,0,0,6,52,0,7,4,4,0,0,0,4,20,22,245,1220,3343,2873,673,155,95,8612
LGA14500,13,101,679,6137,12923,7197,1495,165,28718,0,24,61,114,11,8,3,0,207,3,36,175,955,208,26,9,10,1414,7,59,234,1063,215,34,9,10,1624,16,132,793,622,28,10,4,23,1624,43,249,790,574,22,0,4,11,1695,5,1092,3784,2119,57,4,0,59,7120,3,252,472,103,3,0,0,4,842,0,16,31,5,7,16,0,3,88,69,1735,5868,3428,130,27,9,108,11365,0,61,43,12,0,0,0,3,121,4,6,15,8,3,0,0,0,37,87,1972,6835,10649,13273,7256,1513,288,41864
LGA14550,46,221,703,1583,784,115,37,68,3553,0,0,5,7,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,6,7,0,0,0,0,14,4,15,59,10,0,0,0,6,85,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,63,7,0,0,0,6,95,19,11,11,11,4,0,0,5,59,0,3,10,0,5,0,0,0,20,69,251,789,1612,790,116,39,76,3736
LGA14600,11,38,255,905,608,153,59,39,2067,0,12,23,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,12,22,6,3,0,0,0,42,3,23,19,0,4,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,19,0,4,0,0,0,58,0,0,5,0,0,0,0,0,9,0,0,3,7,4,0,6,0,19,18,75,308,922,614,156,63,34,2191
LGA14650,92,855,7387,30053,23866,4901,906,697,68750,6,550,2846,1508,92,13,7,112,5140,3,197,985,1273,147,6,3,43,2675,8,745,3833,2785,241,26,8,154,7813,34,701,1043,253,27,9,4,79,2143,3,65,169,82,0,0,0,11,318,0,166,334,171,8,0,0,16,696,0,57,136,60,0,0,0,0,252,0,44,73,33,17,8,0,3,178,33,1028,1754,598,49,11,4,102,3589,25,144,157,42,7,7,0,24,406,10,31,33,12,8,4,0,16,116,172,2808,13163,33485,24181,4950,924,993,80677
LGA14700,4,27,365,1687,2296,1211,220,14,5832,0,4,85,85,24,0,0,0,201,3,100,103,340,44,3,0,0,600,3,105,186,423,68,5,0,5,801,20,170,461,155,12,5,0,10,837,112,325,1840,496,19,0,0,35,2826,47,1023,2250,595,5,0,0,38,3968,12,324,547,184,5,0,0,7,1071,0,4,14,12,5,4,0,3,49,200,1849,5113,1437,54,8,0,89,8750,0,0,5,4,3,0,0,0,19,0,0,5,7,0,0,0,3,19,209,1983,5670,3568,2425,1220,225,119,15420
LGA14750,7,37,306,1525,1255,204,58,62,3451,0,12,54,33,0,0,0,4,105,0,0,0,5,0,0,0,0,12,0,12,50,41,0,0,0,4,113,0,42,202,72,3,0,0,9,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,202,72,3,0,0,9,324,0,10,7,8,9,0,0,10,50,0,0,0,7,11,4,0,0,22,8,100,566,1650,1276,212,57,87,3961
LGA14850,95,436,1620,6664,4218,895,198,202,14325,14,147,717,258,29,4,0,24,1189,7,60,231,175,14,11,3,13,516,18,209,946,429,41,12,3,35,1703,15,133,353,124,28,0,4,12,663,0,6,64,3,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,24,18,9,0,0,0,74,19,154,439,148,35,0,3,14,816,46,130,56,15,4,0,5,9,268,5,7,17,14,3,0,0,0,49,183,931,3077,7264,4312,908,207,272,17154
LGA14870,25,125,1288,3430,1945,385,118,139,7455,12,55,270,169,9,0,0,28,542,0,20,38,31,0,0,0,0,99,12,77,310,200,9,0,0,30,643,0,34,54,13,0,0,0,0,107,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,7,4,37,57,23,3,0,0,8,133,9,11,10,19,6,3,0,5,64,0,7,0,3,8,0,0,0,28,49,266,1669,3667,1973,392,120,174,8319
LGA14900,62,369,1707,16238,24647,5732,1145,758,50658,21,91,386,638,100,10,8,37,1288,12,315,1280,3193,843,53,12,97,5805,25,405,1663,3837,941,66,15,139,7098,112,373,834,208,9,0,5,68,1608,43,255,3284,351,8,0,5,129,4078,5,183,1081,474,33,0,0,32,1801,75,652,2135,408,13,0,4,41,3321,4,52,199,108,82,18,6,7,487,234,1503,7536,1551,145,23,24,278,11301,0,11,11,13,3,0,0,0,38,6,11,61,38,66,18,3,8,212,335,2301,10984,21678,25804,5837,1186,1184,69314
LGA14920,6,55,377,1330,739,113,37,59,2719,0,5,46,4,4,0,0,4,58,0,0,0,0,0,0,0,0,4,0,7,41,7,4,0,0,4,66,0,16,10,8,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,8,8,0,0,0,34,0,3,0,0,5,0,0,0,13,0,0,0,7,0,0,0,6,11,13,79,432,1349,747,117,34,65,2848
LGA14950,0,22,133,499,366,81,25,20,1158,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,5,3,6,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,3,17,0,0,5,0,0,0,0,0,5,0,0,0,12,5,0,0,3,17,7,32,142,509,377,81,24,22,1202
LGA15050,23,150,1725,10858,13181,1958,336,261,28499,4,188,1290,854,128,6,3,49,2516,0,146,281,139,47,8,4,9,627,4,332,1563,987,173,9,10,56,3138,12,248,311,49,4,0,0,27,651,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,4,7,35,11,9,3,0,0,71,15,267,361,60,17,3,0,28,752,12,60,99,26,3,3,0,9,214,3,11,3,17,11,3,0,5,52,55,819,3763,11946,13390,1978,346,355,32648
LGA15240,139,586,3988,15385,9834,1689,409,601,32628,14,237,1375,1118,53,4,0,64,2854,0,54,221,279,56,5,0,9,619,14,291,1589,1389,110,8,3,73,3480,32,412,1051,236,19,6,4,60,1811,8,53,324,64,0,0,0,11,467,0,20,276,69,5,0,0,5,381,0,3,32,41,0,0,0,0,75,3,4,10,0,0,6,0,0,21,38,496,1692,416,28,8,7,76,2758,44,195,237,69,10,9,3,98,662,4,22,34,27,3,0,0,30,130,238,1590,7538,17286,9984,1712,422,877,39654
LGA15270,33,184,1108,3650,2905,613,155,162,8811,7,77,265,200,16,0,0,19,589,0,0,9,3,6,0,0,0,22,7,77,279,206,23,0,0,19,609,0,24,32,4,0,0,0,6,76,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,4,0,0,0,6,84,7,23,20,7,6,0,0,45,110,0,8,3,6,0,0,0,5,25,46,325,1453,3872,2943,619,155,227,9638
LGA15300,11,61,360,1530,1080,210,68,111,3433,12,41,183,67,38,14,7,16,381,0,11,32,13,0,0,0,3,66,12,50,223,84,41,13,7,19,443,0,21,32,12,0,0,0,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,21,34,12,0,0,0,9,77,10,17,6,10,3,0,0,3,47,0,4,6,15,9,4,6,0,43,31,158,624,1650,1135,228,77,141,4042
LGA15350,4,20,164,946,1752,961,163,20,4028,0,9,148,439,133,21,0,3,755,0,15,81,374,132,17,3,6,629,3,28,232,814,266,34,3,9,1389,10,220,665,383,50,15,0,7,1353,25,768,1634,372,15,3,3,32,2847,14,424,502,184,3,0,0,8,1144,9,247,270,52,3,0,0,4,589,6,15,29,17,0,0,0,0,67,66,1676,3097,1019,65,19,7,55,6001,0,14,45,29,4,0,0,4,96,0,5,8,3,4,0,0,9,29,69,1743,3552,2807,2092,1009,174,94,11544
LGA15520,10,49,472,1963,1483,219,48,95,4337,0,32,281,54,6,0,0,13,391,0,0,6,8,5,0,0,0,17,0,32,287,65,3,0,0,13,406,0,3,23,5,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,5,0,0,0,3,34,4,16,20,16,0,0,0,0,62,0,0,12,4,7,0,0,6,34,14,106,819,2044,1508,224,48,117,4875
LGA15560,0,17,120,595,358,64,19,33,1210,0,14,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,19,0,0,37,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,44,0,4,6,0,4,0,0,0,10,0,0,0,3,0,4,0,0,7,6,37,168,606,358,66,19,37,1291
LGA15650,8,46,374,2217,2086,393,77,92,5292,0,78,211,108,23,5,0,14,448,0,28,69,50,0,0,0,5,152,3,103,273,164,28,5,0,18,595,0,3,27,9,0,0,0,0,43,0,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,40,14,0,0,0,0,58,7,12,3,8,3,0,0,4,33,6,11,4,8,0,0,0,0,31,20,178,698,2405,2121,399,79,112,6001
LGA15700,44,229,1246,3239,1798,331,80,158,7117,12,51,158,96,12,4,0,19,354,0,41,61,58,4,4,0,4,167,12,86,217,159,17,8,3,24,524,6,37,127,54,3,0,0,4,241,0,11,67,27,0,0,0,3,112,0,0,8,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,5,3,4,4,0,0,0,16,11,57,210,97,12,0,0,12,393,15,39,85,17,6,0,0,8,166,4,18,27,5,7,0,0,6,60,81,431,1785,3513,1833,337,86,200,8265
LGA15750,12,74,435,1908,1285,261,72,65,4114,3,65,234,30,6,0,5,16,353,0,7,19,4,3,0,0,0,31,3,69,250,27,7,0,5,21,384,0,12,15,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,3,0,0,0,0,31,6,18,9,3,4,0,0,3,33,0,5,3,5,0,0,0,0,14,19,172,712,1944,1293,267,77,87,4574
