LGA_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
LGA17900,142,0,0,0,0,0,144,5,10,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,10,0,14,0,0,0,0,0,0,0,152,14,0,0,15,0,165,120,0,0,0,0,0,120,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,0,0,0,0,0,4,121,6,0,0,6,0,125,71,0,0,0,0,0,74,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,75,3,0,0,3,0,78,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,40,0,0,0,0,0,39,38,0,0,0
LGA17950,105,3,0,0,3,0,105,0,6,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,5,0,0,0,0,0,0,0,107,11,0,0,11,0,111,107,0,0,0,0,0,107,4,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,10,0,0,0,0,0,0,0,110,7,0,0,7,0,118,73,0,0,0,0,0,73,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,73,3,0,0,3,0,72,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,39,39,0,0,0
LGA18020,289,5,0,0,5,0,292,11,13,0,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,13,0,23,0,0,0,0,0,0,0,300,15,0,0,15,0,314,301,0,0,0,0,0,304,9,7,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,7,0,16,0,0,0,0,0,0,0,303,14,0,0,14,0,319,194,5,0,0,5,0,194,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,194,8,0,0,8,0,200,149,5,0,0,5,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,5,0,0,5,0,147,152,0,0,0
LGA18050,2269,175,0,0,181,5,2447,270,564,4,0,573,0,845,3,9,10,0,17,0,26,0,0,0,0,0,0,0,273,574,11,0,594,0,868,4,0,0,0,0,0,11,2554,754,16,0,768,4,3333,1976,118,0,0,118,3,2102,213,451,5,0,453,0,669,6,5,5,0,12,0,11,0,0,0,0,0,0,0,214,457,8,0,466,0,681,4,0,0,0,0,5,9,2198,578,8,0,588,3,2793,1258,51,0,0,51,0,1315,94,221,7,0,230,0,322,0,6,4,0,9,0,13,0,0,0,0,0,0,0,93,232,11,0,240,0,335,0,0,0,0,0,5,4,1354,281,11,0,292,5,1653,830,33,0,0,35,0,863,55,118,0,0,119,0,177,0,7,3,0,10,0,10,0,0,0,0,0,0,0,55,121,6,0,126,0,187,0,0,0,0,0,0,0,885,158,8,0,163,0,1047,1058,37,0,0
LGA18100,120,0,0,0,0,0,120,4,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,6,0,6,0,0,0,0,0,0,0,120,6,0,0,6,0,123,124,0,0,0,0,0,124,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,126,0,0,0,0,0,130,76,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,77,56,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,72,0,0,0
LGA18200,310,5,0,0,5,0,322,9,9,0,0,9,0,13,0,0,0,0,6,0,6,0,0,0,0,0,0,0,9,7,0,0,11,0,19,0,0,0,0,0,0,0,320,15,0,0,14,0,341,306,6,0,0,6,0,317,8,7,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,7,0,14,0,0,0,0,0,0,0,315,13,0,0,12,0,329,161,0,0,0,0,0,166,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,165,0,0,0,0,0,170,131,3,0,0,3,0,135,5,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,4,0,0,0,0,0,0,0,132,5,0,0,5,3,134,119,5,0,0
LGA18250,1601,110,0,0,114,0,1723,354,1262,42,6,1309,0,1658,0,95,15,0,105,0,108,0,0,0,0,3,0,3,350,1362,53,4,1420,3,1771,4,0,0,0,0,9,9,1958,1476,53,5,1538,10,3501,2036,87,0,0,87,0,2124,330,1698,85,0,1784,0,2112,0,135,71,0,204,0,209,0,4,0,0,4,0,4,330,1835,154,0,1988,0,2319,3,5,0,0,5,3,15,2367,1935,154,0,2086,4,4457,1410,47,0,0,47,0,1454,151,830,39,0,870,0,1023,3,61,41,0,102,0,103,0,0,0,0,0,0,0,153,885,82,0,971,0,1125,0,0,0,0,0,0,4,1562,936,82,0,1019,0,2582,943,26,0,0,26,0,971,98,427,29,0,459,0,556,0,29,30,0,58,0,58,0,0,0,0,0,0,0,98,459,61,0,514,0,612,0,0,0,0,0,0,3,1041,485,61,0,549,0,1591,1261,22,0,0
LGA18350,1780,31,4,0,35,3,1820,69,212,8,0,218,0,291,0,9,3,0,7,0,7,0,0,0,0,0,0,0,73,219,10,0,226,0,301,0,4,0,0,4,3,7,1856,249,14,0,267,11,2127,1932,36,0,0,40,5,1974,81,148,9,0,149,0,232,0,3,3,0,6,0,9,4,0,0,0,0,0,4,89,150,8,0,159,0,246,3,0,0,0,0,7,13,2020,192,14,0,202,12,2235,1306,26,0,0,26,0,1339,45,78,3,0,78,0,123,6,4,0,0,3,0,5,0,0,0,0,0,0,0,47,77,8,0,82,0,129,0,0,0,0,0,0,0,1362,103,8,0,107,3,1472,848,20,0,0,20,0,867,29,40,6,0,42,0,71,0,0,6,0,4,0,4,0,0,0,0,0,0,0,29,46,6,0,47,0,75,0,0,0,0,0,0,0,877,61,6,0,63,0,941,990,18,0,0
LGA18400,2796,88,0,0,88,5,2888,98,119,4,0,126,0,222,0,13,3,0,19,0,19,0,0,0,0,0,0,0,98,134,8,0,142,0,238,0,0,0,0,0,3,3,2899,217,8,0,227,6,3127,2747,78,0,0,78,0,2821,115,116,5,0,122,0,233,0,15,10,0,20,0,17,0,0,0,0,0,0,0,116,128,10,0,139,0,254,3,6,0,0,6,13,11,2859,211,10,0,221,17,3095,1695,36,0,0,36,0,1733,43,95,0,0,94,0,135,0,6,0,0,4,0,6,0,0,0,0,0,0,0,46,96,3,0,95,0,146,0,0,0,0,0,0,4,1744,131,3,0,132,5,1885,1118,15,0,0,15,4,1138,28,52,4,0,59,0,87,0,6,4,0,7,0,7,0,0,0,0,0,0,0,28,57,7,0,66,0,94,0,0,0,0,0,0,3,1149,76,7,0,80,8,1233,1259,18,0,0
LGA18450,7530,326,7,0,335,4,7865,422,1262,66,0,1326,0,1746,4,85,69,0,163,0,167,0,0,0,0,3,0,5,430,1354,134,0,1490,0,1919,8,0,0,0,0,5,11,7961,1677,139,0,1821,8,9792,7278,261,8,3,270,3,7550,372,1278,47,0,1332,0,1701,5,112,111,0,219,0,231,0,4,0,0,3,0,5,381,1391,161,0,1555,0,1936,4,8,0,0,8,10,21,7664,1661,166,3,1832,14,9508,4309,136,5,0,141,4,4450,206,713,35,0,747,3,957,4,51,56,0,110,0,115,0,0,0,0,0,0,0,210,762,97,0,858,3,1068,4,4,0,0,4,0,11,4524,904,95,0,999,5,5532,2887,76,5,0,83,3,2970,139,455,27,0,483,0,622,3,33,40,0,70,0,75,0,0,0,0,0,0,0,140,489,62,0,554,0,698,3,0,0,0,0,0,3,3032,567,67,0,637,3,3672,3568,122,6,0
LGA18500,1515,93,3,0,90,0,1611,188,274,0,0,273,0,465,0,5,0,0,5,0,6,0,0,0,0,0,0,0,185,280,4,0,284,0,470,0,0,0,0,0,0,0,1708,369,6,0,378,0,2083,1425,68,0,0,68,0,1492,164,317,20,0,334,0,499,5,9,3,0,15,0,17,0,0,0,0,0,0,6,171,330,26,0,350,0,520,0,0,0,0,0,0,0,1591,395,26,0,419,3,2016,992,39,0,0,39,0,1033,84,181,4,0,186,0,264,0,0,11,0,8,0,8,0,0,0,0,0,0,0,84,185,12,0,195,0,273,0,0,0,0,0,0,0,1073,224,12,0,233,0,1311,654,15,0,0,15,4,668,54,112,0,0,113,0,164,0,4,10,0,12,0,12,0,0,0,0,0,0,0,54,110,14,0,122,0,175,0,3,0,0,3,0,3,704,125,14,0,144,4,849,924,19,0,0
LGA18710,683,21,0,0,21,0,702,20,32,0,0,32,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,0,0,32,0,53,0,0,0,0,0,0,4,701,57,0,0,57,0,761,884,22,0,0,22,0,902,28,27,0,0,27,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,28,0,57,0,0,0,0,0,0,0,909,50,0,0,50,0,958,592,13,0,0,13,0,606,15,9,0,0,9,0,29,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,14,0,0,14,0,34,0,0,0,0,0,0,0,612,23,0,0,23,0,632,370,7,0,0,7,0,375,4,4,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,11,0,0,0,0,0,0,0,372,10,0,0,12,0,384,460,7,0,0
LGA19399,42,0,0,0,0,0,38,0,4,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,0,0,0,0,0,0,42,4,0,0,6,0,46,42,0,0,0,0,0,42,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,48,0,0,0,0,0,50,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,9,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,394,10,0,0,10,0,403,22,21,0,0,24,0,52,0,0,6,0,6,0,6,0,0,0,0,0,0,0,22,26,9,0,34,0,55,0,0,0,0,0,0,0,414,34,9,0,41,3,459,455,14,0,0,14,0,461,19,24,7,0,28,0,48,0,0,3,0,3,0,3,0,0,0,0,0,0,0,19,24,8,0,39,0,57,0,0,0,0,0,0,3,469,37,8,0,51,0,526,283,6,0,0,6,0,297,11,6,3,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,4,0,11,0,20,0,0,0,0,0,0,0,293,17,4,0,22,0,318,225,6,0,0,6,0,229,7,7,0,0,7,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,7,0,0,11,0,17,0,0,0,0,0,0,0,231,18,0,0,20,3,253,263,8,0,0
LGA20260,380,8,0,0,8,0,389,6,37,0,0,38,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,36,0,0,40,0,47,0,0,0,0,0,0,0,388,46,0,0,46,0,434,372,0,0,0,0,0,376,11,24,0,0,25,0,36,0,4,0,0,4,0,4,0,0,0,0,0,0,0,11,28,0,0,32,0,42,0,0,0,0,0,0,0,385,28,0,0,28,0,415,225,0,0,0,0,0,225,3,13,0,0,13,0,18,0,5,0,0,5,0,5,0,0,0,0,0,0,0,3,21,0,0,19,0,22,0,0,0,0,0,0,0,230,21,0,0,19,0,250,150,0,0,0,0,0,150,6,6,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,7,0,0,0,0,0,0,0,152,3,0,0,3,0,159,183,0,0,0
LGA20570,4177,75,0,0,72,0,4252,135,521,15,3,541,0,677,0,29,0,0,35,0,34,0,0,0,0,0,0,0,141,553,16,0,572,0,714,6,0,0,0,0,11,17,4321,627,24,0,652,9,4979,4343,54,0,0,54,3,4405,130,482,15,0,499,0,623,0,26,5,0,27,0,30,0,0,0,0,0,0,0,127,514,14,0,528,0,658,5,5,0,0,5,0,11,4473,570,14,0,591,6,5071,2600,36,0,0,37,0,2644,54,227,3,0,227,0,281,0,9,7,0,10,0,10,0,0,0,3,3,0,3,54,233,9,3,241,0,294,4,0,0,0,0,5,3,2660,268,12,3,283,3,2947,1739,22,6,0,28,4,1769,37,98,0,0,101,0,134,3,6,4,0,11,0,12,0,0,0,0,0,0,0,44,108,3,0,110,0,147,0,0,0,0,0,0,5,1779,130,9,0,133,7,1921,2072,19,0,0
LGA20660,4041,244,11,0,254,5,4300,382,1349,58,0,1406,0,1792,0,69,37,0,101,0,104,0,4,0,0,4,0,4,384,1419,94,0,1513,0,1899,6,6,0,0,6,6,7,4427,1667,100,0,1773,9,6208,4368,200,5,0,204,4,4575,347,1411,74,0,1486,0,1838,7,80,38,0,120,0,125,4,6,0,0,6,0,3,357,1499,115,0,1611,0,1967,3,5,0,0,5,4,15,4728,1705,112,0,1820,11,6558,2537,94,0,0,94,0,2635,168,693,20,0,712,0,882,0,39,20,0,59,0,58,0,0,0,0,0,0,0,169,731,40,0,777,0,943,6,0,0,0,0,0,10,2712,822,40,0,866,0,3582,1659,46,0,0,46,0,1701,98,397,27,0,424,0,518,0,28,19,0,42,0,46,3,0,0,0,0,0,3,102,421,42,0,462,0,565,0,0,0,0,0,0,3,1761,469,42,0,514,0,2271,2209,66,0,0
LGA20740,1236,20,0,0,22,4,1262,53,93,0,0,94,0,146,0,4,0,0,8,0,8,0,0,0,0,0,0,0,53,99,3,0,101,0,152,0,0,0,0,0,0,0,1285,120,4,0,122,4,1415,1313,21,0,0,23,6,1342,41,84,0,0,86,0,128,0,9,0,0,11,0,8,0,0,0,0,0,0,0,37,93,4,0,97,0,136,6,0,0,0,0,0,5,1352,117,4,3,123,8,1486,792,14,0,0,14,8,805,13,36,0,0,36,0,49,0,0,4,0,6,0,8,0,0,0,0,0,0,0,13,35,4,0,43,0,55,0,0,0,0,0,8,8,807,51,4,0,51,7,872,563,8,0,0,6,0,581,7,24,0,0,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,0,22,0,32,0,0,0,0,0,0,4,572,28,3,0,32,9,610,644,7,0,0
LGA20830,2492,28,0,0,28,0,2521,70,148,6,0,156,0,222,0,8,0,0,9,0,9,0,0,0,0,0,0,0,65,154,7,0,163,0,229,6,0,0,0,0,0,7,2565,184,7,0,188,0,2758,2321,39,0,0,39,4,2361,58,166,6,0,176,7,237,0,9,5,0,7,0,8,0,0,0,0,0,0,0,58,176,10,0,182,7,250,4,0,0,0,0,3,7,2387,208,10,0,222,11,2621,1481,6,0,0,6,4,1496,23,54,3,0,55,0,82,0,0,0,0,4,0,6,0,0,0,0,0,0,0,24,56,5,0,61,0,89,3,0,0,0,0,0,7,1509,68,5,0,72,11,1595,996,10,0,0,10,0,1005,21,32,0,0,34,0,56,0,0,6,0,4,0,4,0,0,0,0,0,0,0,21,35,4,0,42,0,61,4,0,0,0,0,0,6,1021,46,4,0,50,3,1072,1143,8,0,0
LGA20910,2874,166,3,0,164,3,3040,277,615,16,0,632,0,907,0,19,10,0,26,0,28,0,0,0,0,0,0,0,279,636,22,0,658,0,937,0,0,0,0,0,0,0,3150,802,23,0,828,3,3974,3849,172,0,0,172,0,4015,253,649,15,0,661,0,918,0,30,15,0,47,0,46,0,0,0,0,0,0,0,255,679,30,0,712,0,965,6,0,0,0,0,0,8,4108,850,30,0,880,0,4989,2840,63,0,0,63,0,2911,158,383,15,0,393,0,560,5,12,23,0,37,0,37,0,0,0,0,0,0,0,161,396,39,0,430,0,596,6,0,0,0,0,0,6,3013,458,39,0,497,0,3507,2003,40,0,0,40,0,2045,111,226,6,0,236,0,342,0,11,11,0,21,0,21,0,0,0,0,0,0,0,110,236,19,0,253,0,367,0,0,0,0,0,0,0,2115,277,19,0,292,0,2415,2729,53,0,0
LGA21010,403,3,0,0,3,5,408,13,28,0,0,28,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,0,31,0,47,0,0,0,0,0,0,0,420,33,0,0,36,5,459,383,0,0,0,0,0,392,8,20,0,0,20,0,27,0,0,0,0,5,0,5,0,0,0,0,0,0,0,8,19,0,0,19,0,29,0,0,0,0,0,0,4,396,21,0,0,28,5,426,245,0,0,0,0,0,248,9,7,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,0,13,0,0,0,0,0,0,0,256,7,0,0,7,0,269,179,0,0,0,0,0,177,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,6,0,6,0,0,0,0,0,0,0,179,5,0,0,5,0,185,226,0,0,0
LGA21110,3300,234,0,0,235,5,3535,438,1657,84,0,1740,5,2178,3,82,47,0,132,0,134,0,0,0,0,0,0,0,435,1742,133,0,1872,3,2321,8,8,0,0,8,4,18,3743,1982,130,0,2120,9,5868,4153,192,0,0,192,0,4345,506,2352,124,3,2479,0,2988,3,120,114,0,235,0,236,0,0,0,0,3,0,3,514,2472,240,3,2717,0,3230,0,12,0,0,12,5,21,4668,2671,240,3,2914,9,7594,3325,128,0,0,128,0,3453,287,1287,56,0,1346,0,1630,4,70,93,0,165,0,163,0,0,0,0,0,0,0,285,1361,147,0,1510,0,1799,0,5,0,0,5,3,4,3610,1493,147,0,1641,6,5256,2470,73,0,0,73,0,2544,195,879,55,0,936,0,1131,0,36,78,0,120,0,124,0,0,0,0,0,0,0,195,921,135,3,1060,4,1250,0,4,0,0,4,0,3,2664,994,135,3,1133,3,3800,3695,119,0,0
