LGA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA18100,30,33,60,97,107,201,15,19,33,0,0,0,113,124,238,102,72,169,20,30,51,8,0,10,127,98,233,0,5,5,4,5,7,8,4,12,9,27,36,0,0,0,20,42,63,3,19,20,9,3,8,3,8,13,0,18,20,0,0,0,18,42,59,40,89,121,0,0,0,0,9,9,0,0,0,0,8,8,135,135,264,438,495,930
LGA18200,91,70,164,263,200,463,35,42,81,21,25,45,324,263,584,122,143,265,73,48,125,17,26,40,211,211,428,8,17,25,4,9,13,25,10,33,28,38,70,0,0,0,64,80,143,7,20,28,0,4,12,5,6,12,13,28,45,0,0,0,25,64,91,94,144,237,0,3,5,11,20,36,0,0,0,16,27,39,493,409,904,1221,1129,2350
LGA18250,914,825,1734,2534,2416,4951,520,502,1026,512,505,1014,3579,3430,7005,1065,1308,2374,685,506,1191,1005,934,1940,2761,2746,5507,82,84,166,145,226,369,112,54,173,286,600,886,5,0,5,625,968,1597,1355,1331,2684,363,447,815,140,161,305,399,551,949,8,11,11,2263,2506,4764,2889,3477,6367,116,162,276,234,335,570,3,7,8,356,505,862,1160,1330,2492,11660,12309,23963
LGA18350,506,511,1021,1305,1118,2429,340,318,654,447,469,918,2092,1911,3999,728,639,1364,418,456,874,472,690,1157,1611,1787,3402,42,81,127,45,73,121,281,145,425,197,395,591,4,5,8,570,701,1270,210,330,537,75,146,219,50,74,120,150,311,462,0,3,7,485,856,1345,1058,1559,2619,44,52,104,55,131,187,4,6,7,106,194,296,1325,1444,2768,6698,7411,14108
LGA18400,795,698,1497,1935,1658,3589,428,438,870,367,398,765,2732,2492,5223,1015,948,1961,525,559,1085,425,479,905,1964,1982,3951,59,73,140,32,63,97,465,194,656,170,298,465,0,0,7,734,626,1362,256,512,765,61,134,193,39,98,135,129,256,383,0,0,0,486,998,1480,1221,1628,2851,38,38,78,63,106,169,0,0,0,107,135,246,1258,1278,2533,8075,8216,16303
LGA18450,2548,2388,4937,6360,5852,12217,1602,1621,3223,622,660,1286,8594,8152,16749,4284,4244,8530,1823,1772,3593,697,673,1370,6813,6692,13509,321,395,716,320,508,824,1153,683,1837,947,1513,2463,13,17,29,2764,3111,5872,2936,3786,6722,1166,1219,2387,452,542,1001,885,1632,2513,10,14,19,5448,7195,12646,8218,10316,18533,219,219,444,307,496,801,11,8,12,539,717,1255,4740,4968,9702,31457,33231,64692
LGA18500,507,470,973,792,791,1583,142,208,348,862,770,1632,1793,1778,3569,191,202,396,153,333,480,1298,1135,2429,1645,1674,3317,41,29,65,48,111,159,56,47,100,165,298,461,0,3,3,305,484,793,756,895,1644,205,289,494,104,107,213,298,454,757,5,3,12,1370,1753,3121,1678,2239,3925,34,49,80,118,194,313,3,0,4,154,242,400,1274,1478,2749,7051,7880,14933
LGA18710,174,178,357,543,494,1043,249,235,476,61,70,128,850,797,1650,391,373,762,164,196,362,101,114,212,655,680,1334,15,24,38,13,16,30,95,54,155,84,134,221,0,0,0,214,226,444,72,137,212,14,49,59,27,28,55,79,164,239,0,0,0,190,379,569,406,608,1011,17,16,32,27,56,85,0,0,0,46,73,119,442,380,822,2576,2716,5283
LGA19399,16,4,18,38,46,83,0,0,0,0,0,0,46,46,81,14,7,21,3,7,11,6,3,8,20,16,35,0,0,0,0,0,0,0,0,5,3,7,12,0,0,0,3,11,15,0,0,0,0,3,0,0,0,0,0,4,6,0,0,0,4,7,6,6,17,30,5,0,5,0,0,0,0,0,0,3,0,3,44,41,85,127,125,249
LGA19499,37,31,72,109,126,237,14,12,30,20,17,36,146,161,310,73,93,167,15,15,34,19,8,29,107,124,229,13,16,31,11,34,46,16,20,31,38,54,96,0,0,0,84,123,205,37,60,96,25,50,74,10,7,17,23,44,67,0,0,3,97,158,254,176,286,459,14,19,31,14,24,37,0,0,0,28,43,68,2245,1516,3758,2746,2157,4898
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,112,102,213,414,364,776,70,67,133,7,11,22,490,444,935,302,295,595,83,83,172,43,45,87,431,423,857,17,18,36,15,26,48,44,29,67,40,90,135,0,0,0,115,165,283,33,50,82,24,44,57,5,11,18,37,102,136,0,0,0,94,206,295,208,367,579,0,9,15,7,31,36,0,0,0,14,38,54,458,442,898,1713,1812,3529
LGA20260,127,98,221,335,315,646,64,57,124,7,0,9,406,382,784,158,126,281,113,157,270,26,18,38,294,302,599,11,9,16,8,17,24,29,14,43,27,41,65,0,0,0,72,84,156,14,33,43,16,28,43,0,15,16,10,50,67,0,0,0,40,123,163,115,204,321,12,4,15,17,30,42,0,3,6,30,36,63,1155,376,1532,2127,1393,3516
LGA20570,1326,1222,2556,2921,2679,5600,1387,1369,2755,587,608,1188,4905,4658,9560,1744,1805,3549,1265,1190,2455,818,905,1730,3834,3908,7740,182,183,360,150,233,385,396,229,628,452,636,1088,0,6,8,1187,1284,2470,832,1317,2149,369,640,1009,112,189,302,482,947,1431,6,7,11,1806,3096,4904,2997,4386,7383,142,135,277,225,383,611,6,11,18,378,525,904,2878,2930,5810,16316,17634,33948
LGA20660,1554,1412,2969,3833,3656,7489,1146,1149,2297,290,333,620,5274,5142,10425,2480,2191,4673,1032,1007,2038,709,793,1510,4228,3999,8228,224,191,416,190,273,465,371,143,511,448,580,1028,6,6,7,1235,1190,2425,1549,1905,3457,553,718,1268,202,256,460,626,1063,1687,4,0,7,2936,3945,6877,4170,5134,9306,185,133,317,337,432,770,6,4,12,528,577,1102,2071,1973,4045,17832,18236,36067
LGA20740,354,337,694,1015,966,1979,218,171,392,203,174,374,1442,1310,2744,697,666,1364,57,74,134,291,303,592,1048,1047,2095,34,43,79,40,65,97,112,67,183,117,185,302,8,8,8,303,363,673,93,161,254,41,102,143,15,33,48,66,229,289,4,3,8,218,527,749,527,895,1415,33,29,54,67,100,163,0,0,5,95,127,226,1432,1567,2993,4889,5285,10175
LGA20830,656,597,1245,1717,1532,3250,418,424,837,300,293,601,2436,2262,4694,1106,1082,2188,379,428,806,358,393,747,1838,1904,3739,80,97,182,40,129,164,233,144,382,195,362,561,3,4,3,550,736,1286,191,386,582,73,198,269,31,82,109,131,374,504,3,5,3,426,1046,1476,975,1786,2763,89,73,164,95,158,252,0,3,8,182,239,420,1696,1709,3406,7784,8489,16276
LGA20910,1074,1058,2131,2529,2433,4960,829,832,1659,987,861,1850,4342,4130,8472,1286,1129,2414,638,821,1455,2351,2165,4520,4285,4117,8401,137,99,233,59,144,204,225,76,298,209,379,590,0,7,11,627,709,1336,1830,1928,3759,271,333,600,223,207,432,395,714,1111,4,3,8,2721,3189,5912,3357,3902,7255,74,65,138,187,334,520,0,0,3,259,406,664,1703,1943,3649,15017,15551,30571
LGA21010,90,102,192,243,209,450,151,172,322,30,43,68,418,423,842,200,190,386,131,112,243,64,57,118,394,361,756,11,22,34,23,24,42,43,25,71,45,90,142,0,0,3,131,157,291,18,40,63,8,18,33,0,11,13,23,58,84,0,0,0,47,135,185,182,291,475,16,7,26,9,31,44,0,5,0,27,41,76,634,630,1264,1750,1863,3614
LGA21110,1624,1535,3155,4255,3873,8131,1121,985,2112,1222,1434,2654,6612,6302,12912,2373,2337,4708,1538,1170,2703,3285,3493,6779,7199,7000,14205,277,214,487,248,326,580,254,107,360,495,679,1175,7,9,10,1279,1339,2615,4354,4477,8830,1088,1151,2241,505,497,999,1044,1484,2530,14,8,23,7006,7617,14623,8291,8959,17247,221,196,423,359,542,909,11,3,13,591,743,1338,2425,2598,5024,26746,27142,53885
LGA21180,1799,1589,3390,4639,4206,8855,2292,2320,4609,529,506,1037,7483,7049,14524,4220,3786,8010,1414,1694,3106,618,627,1247,6264,6116,12381,674,518,1190,678,758,1434,544,227,776,673,835,1509,16,14,31,2592,2352,4945,2356,3054,5411,902,997,1897,293,316,610,462,705,1163,11,16,26,4022,5078,9105,6638,7453,14090,759,665,1423,675,962,1635,30,27,53,1461,1656,3118,6428,5885,12308,30063,29745,59807
LGA21270,44,45,89,154,152,305,53,32,90,8,0,7,212,190,404,194,179,365,4,0,7,0,3,9,196,187,380,0,3,9,3,10,14,20,8,29,5,22,25,0,0,0,34,47,81,11,28,38,9,4,13,0,0,3,3,28,30,0,0,0,27,64,90,58,107,165,5,4,3,12,13,26,0,0,0,15,17,26,315,265,575,842,803,1645
LGA21370,363,329,690,950,882,1832,475,529,1007,91,82,170,1513,1492,3007,658,615,1270,434,456,887,116,144,265,1207,1212,2420,51,47,92,31,65,99,181,115,295,115,232,345,3,8,6,379,462,840,63,153,214,15,84,95,11,29,40,55,168,222,0,0,0,144,430,578,525,892,1420,27,24,52,50,110,159,0,6,6,81,142,219,1449,1399,2847,5136,5466,10602
LGA21450,1726,1608,3334,4271,3854,8124,955,1000,1960,831,869,1700,6063,5726,11790,2373,2367,4749,779,792,1569,972,938,1910,4130,4112,8241,249,274,526,205,374,585,577,285,864,470,791,1265,8,0,11,1508,1732,3246,748,1069,1813,262,517,780,108,194,302,324,800,1118,4,4,9,1448,2585,4033,2956,4324,7282,203,182,388,296,475,771,4,5,9,504,668,1170,2964,3031,5995,18342,19475,37808
LGA21610,4846,4363,9208,13622,12714,26332,2796,2732,5526,2228,2275,4507,18681,17755,36438,8880,8447,17325,2598,2633,5234,2315,2351,4662,13822,13454,27271,937,1115,2048,863,1291,2153,1339,650,1990,1545,2474,4018,22,14,41,4706,5545,10246,3636,4592,8233,1114,1727,2840,445,611,1057,1091,1917,3006,25,19,45,6317,8866,15185,11049,14443,25497,912,915,1829,1212,1747,2958,22,24,43,2145,2683,4835,8655,8447,17106,59199,61146,120350
LGA21670,102,89,195,347,317,662,105,102,207,13,7,16,462,427,892,248,235,485,47,35,87,82,85,167,375,359,734,7,4,15,6,16,24,41,15,51,24,51,72,0,0,0,73,92,163,18,50,68,13,22,33,4,13,18,12,48,60,6,0,6,50,130,178,129,218,347,4,9,19,15,33,51,3,0,5,22,46,72,547,528,1072,1641,1676,3314
LGA21750,240,220,457,487,465,955,363,325,689,11,4,11,859,792,1648,298,292,592,374,331,705,26,12,40,695,641,1331,23,22,42,28,34,56,83,48,133,58,106,168,3,4,3,191,211,403,40,87,126,23,61,86,8,26,31,34,100,137,0,0,0,101,274,374,293,485,783,28,27,49,33,49,80,0,4,4,66,77,135,789,745,1532,2937,2955,5894
LGA21830,145,142,283,419,401,816,182,186,372,0,11,18,607,600,1203,360,286,644,164,202,367,15,10,26,538,496,1034,15,23,40,9,29,32,79,34,116,36,59,99,7,4,5,142,150,295,23,55,79,9,33,48,7,10,20,29,54,83,0,3,4,72,159,228,212,314,525,10,16,19,6,27,35,0,0,0,19,38,60,624,561,1188,2145,2146,4292
LGA21890,1535,1429,2967,3551,3436,6988,999,964,1959,320,339,653,4884,4740,9623,2493,2203,4692,969,1051,2019,531,534,1067,3998,3800,7792,373,300,674,507,552,1060,354,179,537,651,832,1486,6,5,9,1890,1872,3766,1986,2493,4480,1316,1566,2879,240,321,562,967,1807,2775,11,13,25,4521,6202,10719,6419,8083,14497,290,283,573,398,540,939,6,5,8,696,824,1522,3286,3263,6549,20815,22135,42952
LGA22110,434,393,828,1160,1136,2292,333,344,675,114,124,238,1601,1603,3204,730,745,1476,368,361,724,111,112,223,1207,1218,2423,50,63,115,22,72,92,141,114,251,128,301,423,5,0,8,345,548,894,39,91,129,39,96,141,4,43,52,73,256,318,0,0,7,155,496,645,502,1042,1541,51,39,88,57,122,185,6,7,16,122,172,294,1935,1933,3873,5800,6356,12156
LGA22170,1764,1611,3373,4662,4437,9100,744,700,1448,373,343,711,5786,5481,11269,3394,3131,6531,554,528,1086,525,555,1084,4480,4227,8705,224,348,579,199,412,611,625,274,901,601,848,1449,7,0,14,1656,1886,3542,817,1278,2090,242,518,759,105,214,327,431,930,1362,6,12,19,1607,2952,4557,3268,4844,8110,191,201,395,292,501,787,0,7,7,484,715,1196,3681,3640,7318,19460,20521,39979
LGA22250,81,75,158,234,227,465,105,117,221,33,30,60,371,373,741,210,225,429,21,35,53,40,36,69,266,292,556,12,13,23,4,11,18,25,15,38,19,42,64,0,0,0,64,78,146,17,24,39,9,8,16,6,3,9,9,31,43,0,0,0,40,73,109,97,148,248,5,6,9,10,20,35,0,0,0,18,25,45,451,437,887,1282,1351,2637
LGA22310,1812,1642,3449,3834,3527,7360,895,937,1831,1417,1431,2853,6165,5905,12072,2420,2041,4463,916,1040,1950,2049,1986,4039,5393,5077,10467,296,205,500,274,385,662,278,135,415,523,729,1246,5,3,8,1370,1459,2828,2668,3020,5690,958,1056,2017,325,348,670,782,1215,1996,5,9,12,4745,5640,10387,6125,7104,13227,263,214,479,410,574,988,9,10,18,680,799,1478,2413,2722,5142,22587,23245,45832
LGA22410,160,161,320,497,463,960,134,162,293,42,50,95,681,673,1352,391,361,754,103,105,210,95,97,195,596,566,1162,35,27,59,8,35,47,84,48,129,49,119,168,0,0,0,171,227,404,19,39,67,14,34,45,3,14,17,36,105,137,0,0,0,77,194,275,254,422,674,19,16,38,26,55,71,0,3,6,42,75,114,751,698,1445,2478,2585,5066
LGA22490,326,316,648,945,820,1767,257,259,515,142,124,268,1347,1209,2556,533,484,1016,265,299,563,213,191,401,1012,973,1986,35,32,70,14,19,36,108,61,170,83,147,224,0,0,0,242,256,498,91,163,255,17,51,69,29,29,63,42,158,200,0,0,0,182,401,590,422,663,1092,27,22,49,49,67,116,0,0,4,77,92,169,659,600,1260,3850,3852,7703
LGA22620,1322,1255,2576,3338,3039,6376,1494,1417,2910,407,401,812,5244,4861,10102,2374,2287,4666,1004,1019,2023,503,553,1055,3889,3863,7751,228,304,532,190,341,533,448,273,720,446,645,1092,11,9,18,1320,1571,2890,629,1126,1760,234,432,668,97,147,238,326,806,1133,9,3,9,1292,2520,3808,2619,4096,6715,173,166,338,221,354,570,3,4,11,403,517,922,3528,3589,7115,16994,18190,35180
LGA22670,1458,1367,2828,3963,3769,7723,1160,1078,2241,677,677,1354,5805,5539,11341,3479,3118,6598,794,1015,1809,650,618,1265,4937,4754,9687,654,562,1213,597,757,1351,366,224,593,691,896,1592,4,5,12,2314,2449,4760,2151,2469,4620,849,948,1801,204,243,446,434,575,1014,18,11,26,3661,4246,7905,5982,6713,12691,657,647,1308,629,928,1554,18,26,39,1307,1606,2904,4913,4331,9240,24395,24304,48701
LGA22750,3167,2811,5978,7205,6807,14010,2511,2536,5050,1153,1085,2242,10879,10434,21316,4158,3781,7944,2179,2622,4796,1979,1765,3743,8324,8172,16493,473,547,1021,440,692,1133,1035,552,1593,1105,1415,2519,17,11,30,3072,3218,6293,2540,3472,6017,1114,1390,2502,357,532,891,1010,2036,3047,15,17,34,5043,7452,12487,8119,10679,18803,413,404,817,553,895,1448,15,8,20,985,1304,2289,7592,6611,14214,39073,40009,79080
LGA22830,779,656,1435,2072,1855,3925,707,784,1492,151,148,299,2937,2788,5722,1106,1069,2183,964,853,1816,338,295,637,2419,2226,4642,85,154,239,74,183,260,301,198,495,237,419,653,10,9,18,698,964,1661,190,362,553,92,186,273,30,96,127,173,350,516,0,3,8,484,991,1478,1189,1965,3152,96,100,198,151,225,377,13,5,11,259,327,587,2835,2505,5343,10411,10466,20879
LGA22910,126,118,238,419,345,762,103,106,205,45,30,77,564,481,1042,272,249,521,86,84,173,71,107,175,428,441,870,12,9,25,13,23,40,31,15,48,72,85,154,5,0,3,124,141,271,27,59,85,30,60,91,9,13,17,48,125,175,0,0,0,106,266,370,236,405,644,12,13,19,26,58,83,0,0,0,33,71,104,648,709,1353,2030,2224,4255
LGA22980,45,55,104,109,113,223,20,26,48,30,39,74,160,178,342,160,131,292,0,0,5,11,17,30,178,149,324,4,6,7,0,6,5,13,13,19,16,26,48,0,0,0,39,49,82,12,15,31,6,14,20,0,0,0,8,24,23,0,0,0,20,61,78,55,110,164,10,11,18,11,21,28,0,0,0,19,29,46,193,186,380,655,701,1360
LGA23110,1136,1017,2152,2638,2604,5237,877,880,1759,260,254,517,3782,3738,7519,1512,1331,2844,784,936,1721,379,405,788,2685,2679,5361,154,158,312,170,225,395,250,95,355,320,478,801,5,0,4,907,961,1861,889,1080,1967,305,450,761,123,140,263,391,758,1153,3,5,10,1716,2427,4144,2625,3388,6018,168,169,337,260,348,612,3,6,6,438,518,955,2177,2032,4209,12845,13365,26213
LGA23190,194,212,413,575,484,1058,150,136,283,142,171,313,870,786,1663,489,449,945,111,108,215,88,91,182,689,656,1347,30,34,57,14,17,33,64,37,101,55,104,160,0,0,0,164,192,354,49,73,129,22,62,84,13,33,43,56,138,197,0,0,3,136,308,452,300,507,807,28,19,47,43,85,130,0,5,6,74,106,178,593,556,1153,2725,2823,5550
LGA23270,3118,2851,5965,7642,7068,14711,2643,2581,5224,1726,1750,3480,12039,11418,23461,5221,4862,10085,1821,1822,3647,1667,1867,3534,8721,8580,17301,857,679,1535,719,997,1719,815,354,1173,1014,1503,2522,14,11,28,3434,3548,6982,2473,3397,5866,838,1145,1982,292,377,678,585,1113,1698,8,18,27,4203,6040,10242,7651,9615,17259,905,966,1871,823,1343,2170,23,16,39,1750,2327,4077,7020,6503,13520,40299,41284,81582
LGA23350,175,152,329,486,472,959,124,145,265,73,53,129,685,676,1358,312,320,630,161,189,355,97,106,204,577,623,1193,13,21,35,11,30,41,81,52,132,71,112,187,0,0,0,177,223,400,34,66,95,15,35,50,6,19,24,45,139,183,3,0,7,104,254,353,281,476,755,21,20,39,15,42,62,0,4,3,32,66,99,666,513,1177,2416,2492,4910
LGA23430,1845,1776,3621,4380,4280,8661,1486,1322,2800,439,457,894,6307,6061,12367,2882,2905,5785,1489,1247,2740,864,911,1773,5242,5066,10311,362,285,650,266,367,634,518,215,735,578,824,1405,5,3,10,1736,1700,3428,1743,2118,3863,546,732,1273,243,305,551,633,1093,1721,9,8,13,3168,4257,7431,4909,5961,10872,264,219,487,366,549,915,6,3,9,633,774,1411,2721,2788,5508,21660,22437,44094
LGA23670,1756,1566,3324,4954,4516,9467,935,900,1830,575,532,1104,6465,5957,12413,3289,3192,6474,1270,1067,2334,871,814,1686,5432,5075,10510,305,331,638,206,370,575,632,261,893,616,944,1563,7,4,10,1766,1912,3677,1878,2215,4089,484,666,1156,258,317,570,589,923,1520,5,10,9,3208,4127,7333,4989,6048,11037,233,249,481,421,582,1001,13,3,13,669,836,1501,2524,2622,5147,21829,22103,43933
LGA23810,757,682,1439,2088,1912,4000,785,809,1594,189,149,337,3069,2871,5943,1537,1404,2944,533,584,1122,224,221,445,2295,2209,4508,80,136,211,71,198,264,275,211,487,257,445,703,6,3,10,694,990,1681,255,436,687,136,254,396,52,97,150,194,412,600,6,6,7,640,1197,1844,1335,2195,3528,93,80,173,143,229,368,6,6,13,241,314,556,2935,2981,5913,10633,11250,21884
LGA23940,54,52,106,209,227,433,33,26,59,9,15,23,248,272,520,162,193,358,23,27,51,18,17,30,204,240,445,3,0,9,8,17,23,14,5,25,16,28,44,0,0,0,43,59,103,11,35,47,5,15,18,8,4,6,6,31,31,0,0,0,23,84,104,70,147,208,4,6,7,10,14,22,4,0,4,13,17,33,432,426,860,1020,1148,2168
LGA24130,650,572,1223,1691,1634,3322,591,562,1152,195,194,389,2476,2389,4867,764,775,1533,661,641,1298,542,482,1024,1965,1896,3859,66,63,127,25,63,87,221,85,306,144,238,377,3,0,3,457,446,905,304,441,742,60,144,208,46,65,114,165,411,576,0,0,0,582,1067,1646,1039,1509,2548,29,42,72,90,123,222,5,0,5,124,168,296,1320,1348,2662,7574,7886,15459
LGA24210,1256,1144,2404,3650,3414,7065,825,780,1608,513,573,1089,4996,4771,9768,2534,2229,4763,935,848,1785,1073,1077,2152,4549,4162,8710,211,134,341,213,269,483,325,121,446,398,605,1003,6,0,5,1151,1131,2287,2136,2249,4388,541,618,1156,267,279,546,481,680,1163,3,12,16,3425,3839,7265,4585,4979,9560,172,169,337,346,553,905,3,6,15,518,732,1255,1847,2019,3863,17749,17801,35555
LGA24250,92,87,178,261,233,494,83,83,168,65,57,123,409,373,782,197,207,402,30,38,62,107,187,296,328,430,757,12,9,19,4,8,14,33,20,47,32,60,88,0,0,0,75,98,166,18,23,39,5,21,20,3,9,14,18,52,72,0,0,0,40,100,143,114,197,306,5,3,16,23,35,60,3,0,5,36,34,69,398,395,796,1371,1528,2896
LGA24330,910,832,1744,2190,1950,4141,624,563,1186,127,149,271,2942,2662,5611,1324,1224,2545,442,485,931,238,258,502,2013,1973,3985,202,183,382,385,384,764,147,88,231,458,540,1003,4,10,13,1196,1198,2394,1195,1309,2504,824,859,1683,164,155,320,613,928,1541,3,12,12,2795,3256,6050,3988,4459,8449,279,231,508,314,423,730,10,3,15,601,658,1258,2416,2095,4504,12871,12677,25546
LGA24410,1534,1342,2879,3638,3437,7078,731,709,1442,533,515,1053,4908,4662,9573,2291,2093,4382,762,739,1496,914,852,1767,3971,3686,7657,197,238,439,173,254,423,519,200,719,460,663,1122,7,8,13,1351,1371,2718,1033,1260,2294,340,500,835,177,212,388,487,854,1344,4,4,7,2041,2822,4869,3400,4200,7604,158,139,300,296,513,804,0,6,8,462,655,1115,1787,1969,3754,16055,16519,32576
LGA24600,659,592,1250,1416,1236,2650,234,235,465,242,274,509,1886,1741,3626,967,872,1833,114,178,292,401,439,837,1483,1482,2974,639,722,1364,1118,1558,2680,303,269,573,1158,1518,2679,3,8,18,3223,4083,7308,7288,8908,16196,3411,3470,6882,460,587,1044,1447,1712,3161,21,28,44,12622,14707,27331,15866,18804,34667,752,967,1714,879,1166,2050,3,5,13,1643,2141,3775,5720,5405,11126,27255,30165,57423
LGA24650,2442,2452,4893,6536,6020,12560,1975,2054,4029,1261,1358,2620,9788,9446,19232,4195,4096,8291,1442,1627,3071,1119,1115,2239,6771,6848,13621,406,334,735,321,482,799,567,233,800,603,1052,1658,8,5,7,1902,2101,4004,1623,2210,3832,457,794,1251,233,269,505,439,856,1292,4,9,11,2757,4138,6892,4670,6241,10915,455,502,955,511,848,1364,8,13,14,970,1362,2330,6541,4929,11466,31186,31274,62461
LGA24780,617,569,1182,1729,1638,3366,375,432,806,203,190,390,2307,2258,4564,1335,1283,2617,275,320,593,121,123,247,1741,1729,3466,100,128,224,69,134,205,203,127,332,195,382,580,4,5,6,575,773,1341,102,230,335,59,139,194,30,50,79,98,256,352,0,3,3,291,681,969,862,1450,2308,80,78,157,117,199,311,8,6,20,206,285,485,2432,2301,4730,8160,8584,16740
LGA24850,689,561,1254,1631,1524,3156,608,579,1188,98,83,188,2340,2195,4538,1005,930,1935,487,478,959,121,135,254,1618,1546,3164,110,94,206,47,127,179,229,120,355,141,306,446,3,0,9,543,650,1190,203,308,514,71,156,229,26,50,79,152,320,472,0,0,0,448,840,1288,992,1499,2488,74,74,145,112,168,282,4,0,6,197,243,434,1575,1492,3068,7407,7528,14937
LGA24900,294,250,543,624,536,1159,470,461,936,79,76,156,1171,1078,2252,429,449,873,318,362,684,96,124,215,849,935,1779,28,33,65,23,64,81,132,85,217,99,175,269,7,3,11,284,361,647,53,91,143,24,48,70,7,23,32,34,143,173,0,0,3,123,308,429,407,666,1075,23,18,39,37,79,116,4,0,3,62,96,159,1196,1184,2379,3977,4206,8187
LGA24970,1895,1656,3544,5443,4902,10344,1108,1053,2169,650,728,1376,7205,6694,13895,3583,3128,6717,1380,1451,2831,1277,1361,2646,6253,5953,12212,545,389,935,588,609,1201,465,176,636,798,1016,1811,7,3,13,2397,2194,4592,5377,5334,10712,1941,1735,3677,401,414,815,877,1101,1977,21,19,36,8628,8596,17225,11042,10795,21833,591,472,1057,598,729,1325,11,8,23,1194,1204,2399,4134,3761,7890,31727,30054,61777
LGA25060,1261,1237,2498,2205,1943,4144,1877,1789,3669,466,577,1035,4553,4314,8870,1703,1389,3089,1429,1410,2840,780,910,1694,3919,3714,7629,264,201,458,225,325,553,348,112,457,394,517,908,4,4,14,1225,1166,2388,1733,2097,3833,600,772,1374,248,258,510,670,1010,1681,9,3,14,3256,4151,7407,4494,5323,9815,194,176,372,286,420,708,9,10,17,487,609,1092,2282,2358,4638,16995,17551,34548
LGA25150,426,473,902,1318,1122,2441,283,280,561,216,217,434,1820,1628,3444,628,632,1261,314,294,609,310,339,645,1255,1270,2522,52,59,106,55,72,120,165,64,231,122,213,337,0,0,0,390,403,792,179,315,494,44,161,205,25,52,77,94,255,347,0,0,0,342,784,1125,730,1188,1920,65,55,115,66,117,183,0,5,3,127,176,308,966,900,1866,5322,5629,10958
