LGA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
LGA32250,144,0,0,45,0,192,49,0,3,6,4,58,4,0,5,0,0,3,79,0,23,0,0,103,56,3,3,0,0,68,53,0,4,7,0,64,61,0,11,11,4,88,3,0,0,0,0,3,254,13,47,17,4,327,51,0,0,3,3,61,19,0,4,3,5,31,516,11,56,70,16,672
LGA32260,4147,82,52,99,30,4407,2591,38,21,16,6,2676,1020,352,259,18,5,1646,150,68,29,0,0,248,80,12,13,0,0,112,776,92,59,12,6,950,211,30,30,37,0,307,14,3,3,0,0,30,2256,567,400,62,14,3293,213,21,6,6,4,256,251,22,29,24,12,337,9455,732,503,212,66,10962
LGA32270,1935,23,19,50,35,2059,2564,65,24,12,18,2681,1306,318,256,0,5,1890,201,13,67,0,3,282,34,3,9,0,0,48,531,53,41,5,9,642,764,72,68,13,17,928,11,8,0,0,0,16,2849,460,437,24,31,3806,448,15,10,36,26,539,162,8,4,15,5,196,7960,578,498,136,117,9284
LGA32310,1361,86,6,51,11,1522,1088,52,0,15,4,1153,402,87,10,4,0,500,82,44,0,3,0,129,20,20,0,0,0,43,286,15,0,8,0,301,91,23,0,11,3,130,7,4,0,0,0,10,891,191,10,19,3,1109,152,14,0,4,6,178,99,14,0,8,0,126,3591,355,13,90,27,4081
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,9,26,0,0,275,30,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,8,26,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,271,8,26,0,0,307
LGA32450,191,0,6,30,6,229,198,0,5,6,0,206,141,9,14,0,0,172,56,4,22,0,0,87,26,0,13,0,0,46,46,0,8,4,0,59,68,4,22,0,3,96,0,0,6,0,0,9,341,18,89,3,3,456,84,0,10,6,0,110,34,0,0,17,5,59,848,24,107,65,17,1057
LGA32500,452,3,0,63,9,520,263,5,0,12,3,277,73,6,0,9,0,85,105,23,0,0,0,129,28,4,0,0,0,33,99,6,0,7,0,110,87,33,0,16,3,143,11,4,0,0,0,9,395,76,5,34,6,515,75,3,0,18,0,101,62,4,0,11,6,81,1253,89,7,131,26,1498
LGA32600,19,0,0,4,0,23,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,31,0,0,0,0,33,8,0,0,0,5,11,4,0,0,0,0,3,72,0,0,7,3,80
LGA32750,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,13,0,0,0,0,0,0,5,0,0,0,0,5,30,3,0,0,0,36,0,0,0,0,0,0,41,3,3,0,0,55,13,0,0,0,0,13,4,0,0,0,0,4,77,3,3,5,0,82
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,4,15,0,0,155,76,0,4,0,0,79,0,0,0,0,0,3,13,3,0,0,0,14,0,0,0,0,0,0,234,3,13,0,0,259,20,0,0,0,0,21,0,0,0,0,0,4,254,3,22,0,3,285
LGA32810,1301,121,81,56,24,1583,1183,117,61,20,6,1390,301,198,214,5,11,728,82,13,32,0,0,126,25,7,7,0,0,44,267,58,54,9,7,392,39,13,27,16,11,100,3,3,0,0,0,12,722,297,331,27,27,1409,68,0,3,9,6,92,67,10,13,8,0,96,3330,552,493,118,66,4560
LGA33100,73,0,0,38,15,123,29,0,0,4,4,37,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,13,11,0,0,8,3,18,0,0,0,0,0,0,25,0,0,8,6,37,22,0,0,5,7,30,24,0,0,3,0,27,177,0,3,50,26,260
LGA33200,174,28,0,3,12,218,88,17,0,0,4,110,25,12,0,0,0,34,15,0,0,0,0,23,16,3,0,0,0,18,40,6,0,0,3,50,31,5,0,0,0,42,0,3,0,0,0,3,130,35,3,0,3,166,24,5,0,0,8,33,4,0,0,0,7,9,420,81,3,3,36,545
LGA33220,17884,874,295,468,89,19618,11324,286,95,40,35,11781,4695,1159,400,12,19,6290,380,471,73,0,0,924,74,128,31,0,0,237,2180,247,114,26,14,2573,268,120,28,145,35,604,49,23,13,0,0,88,7640,2154,659,190,72,10717,662,188,79,16,16,963,646,116,43,32,13,845,38157,3620,1175,753,222,43927
LGA33360,5824,181,172,136,25,6330,8115,195,118,18,10,8455,3541,723,999,0,6,5271,412,96,155,0,0,660,87,73,23,0,0,185,1143,56,83,3,6,1287,157,25,31,55,11,283,16,11,7,0,0,45,5362,974,1308,66,23,7731,243,16,21,5,7,292,270,28,18,48,9,369,19810,1397,1639,273,66,23181
LGA33430,39643,10890,12446,717,170,63867,58946,13338,8436,66,124,80917,21214,13609,18288,58,195,53361,1179,1265,1145,0,5,3587,143,279,508,0,4,940,5157,3658,4710,49,71,13655,709,2315,2005,376,61,5468,137,125,193,15,4,471,28540,21255,26851,495,344,77482,1183,945,1039,25,20,3214,1617,754,940,52,65,3433,129925,47182,49719,1358,725,228913
LGA33610,1276,27,0,22,6,1328,976,13,0,0,8,990,383,106,53,0,0,540,56,31,3,0,0,89,5,9,5,0,0,15,304,29,0,0,3,341,137,11,0,6,11,171,6,0,0,0,0,9,894,179,61,15,10,1165,186,4,5,0,3,204,56,13,0,0,0,76,3389,233,66,32,31,3757
LGA33620,8186,121,37,226,38,8611,6450,64,11,46,17,6598,1877,421,156,22,21,2506,131,109,29,0,0,271,19,51,29,0,0,106,1206,78,60,14,8,1364,129,37,27,24,3,218,24,6,3,0,0,32,3387,711,307,56,34,4495,296,8,19,7,19,354,337,27,16,12,5,396,18660,931,393,349,122,20461
LGA33800,2073,24,5,35,15,2157,945,4,0,5,0,960,297,92,71,0,0,463,62,18,6,0,0,84,16,24,23,0,0,60,301,19,12,0,0,333,72,7,3,4,5,89,10,6,6,0,0,17,757,161,116,11,9,1047,137,0,0,4,3,144,100,14,8,4,0,125,4009,200,134,53,31,4426
LGA33830,15,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,122,6,4,0,0,129,86,0,6,0,0,88,0,0,0,0,0,0,8,3,0,0,0,6,3,0,0,0,0,3,217,4,10,0,0,229,16,0,0,0,0,17,14,0,0,0,0,16,264,6,7,3,0,281
LGA33960,14882,715,128,52,17,15800,29013,590,81,21,12,29717,18057,4170,538,5,26,22800,1465,433,217,0,8,2117,165,164,99,0,0,427,3087,400,98,10,8,3603,1060,353,68,140,17,1641,110,39,13,4,0,169,23950,5556,1031,160,62,30763,479,110,45,4,9,644,900,170,49,10,11,1134,69218,7145,1346,240,109,78058
LGA33980,1089,14,3,40,12,1161,1095,16,7,8,5,1134,983,180,46,0,0,1215,75,62,0,0,0,133,13,17,5,0,0,31,242,20,6,0,4,271,1459,309,25,4,10,1815,9,4,0,0,0,13,2788,590,86,9,12,3478,349,30,4,3,8,393,113,9,4,7,4,136,5429,664,100,69,41,6298
LGA34420,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,89,28,0,0,0,117,61,11,0,0,0,70,0,0,0,0,0,0,13,6,0,0,5,20,3,0,0,0,0,4,160,46,0,0,5,211,10,3,0,0,0,16,5,3,0,0,0,10,190,51,0,0,8,247
LGA34530,4669,128,189,76,18,5087,4991,71,84,10,8,5159,1352,188,281,5,0,1820,49,40,68,0,0,166,11,56,14,0,0,86,607,32,77,12,0,720,68,16,22,32,9,138,9,6,0,0,0,22,2101,328,464,44,17,2952,237,54,12,7,13,312,194,42,13,22,3,273,12186,625,760,155,47,13783
LGA34570,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,85,4,0,0,0,89,9,0,0,0,0,9,0,0,0,0,0,0,11,3,0,0,3,14,8,0,0,0,0,8,104,8,0,0,3,116,10,0,0,0,0,9,5,0,0,0,0,4,146,9,0,0,3,155
LGA34580,4534,89,16,40,8,4688,5655,54,7,13,4,5732,1698,246,78,3,4,2040,59,54,12,0,0,119,13,15,3,0,0,34,793,34,12,10,4,849,104,11,0,17,5,138,23,8,0,0,0,33,2690,372,106,31,14,3211,188,14,3,0,0,203,218,26,10,3,49,303,13278,550,142,94,74,14142
LGA34590,23186,1698,381,124,32,25423,42897,1761,376,13,29,45073,19960,6740,1349,10,41,28095,2655,738,327,0,8,3725,120,164,105,5,5,397,4052,729,196,11,22,5005,551,735,104,157,4,1553,127,84,15,0,0,225,27458,9187,2092,175,84,38998,746,321,89,0,14,1169,1431,330,148,68,19,1991,95721,13294,3075,381,177,112653
LGA34710,405,0,0,18,11,436,303,0,0,3,4,310,161,25,16,4,0,205,45,14,7,0,0,64,9,0,0,0,3,11,93,3,4,0,5,106,69,10,5,3,0,92,3,0,0,0,0,3,375,60,31,5,8,476,69,5,0,3,9,84,28,0,0,4,0,31,1184,62,34,38,29,1342
LGA34770,11399,613,225,229,51,12523,15709,466,164,38,16,16392,4634,1868,708,22,39,7267,615,422,183,0,0,1221,106,112,35,0,0,258,2321,410,147,23,18,2920,273,79,35,110,26,517,47,33,7,0,0,87,7992,2924,1106,154,84,12269,724,152,22,12,7,919,583,166,30,58,31,869,36410,4320,1552,494,196,42964
LGA34800,76,0,0,0,21,94,32,0,0,0,9,38,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,18,0,0,0,0,20,23,0,0,0,4,30,0,0,0,0,0,0,52,5,0,0,7,62,20,0,0,0,9,36,8,0,0,0,3,13,190,4,0,0,50,238
LGA34830,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,66,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,80,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,3,6,94
LGA34860,1472,4,0,23,10,1510,1171,9,0,12,4,1194,576,125,8,0,0,712,95,30,0,0,0,133,53,28,5,0,0,90,345,13,0,0,5,360,193,13,4,11,0,219,8,4,0,0,0,14,1274,218,24,11,3,1526,233,7,0,7,4,251,94,10,0,0,3,101,4246,238,26,47,27,4581
LGA34880,2953,29,24,71,23,3100,2183,6,7,21,12,2232,534,22,167,11,8,736,170,5,63,0,0,243,55,4,35,3,0,101,608,12,31,10,4,665,126,0,14,40,4,186,23,0,8,0,0,29,1526,51,317,59,19,1966,258,3,0,6,4,270,150,4,29,75,4,265,7071,98,380,232,55,7836
LGA35010,41346,3723,2066,728,52,47910,61000,2832,879,40,52,64798,25218,10044,2620,30,41,37952,1997,1138,870,9,3,4013,176,381,167,0,0,724,5209,1418,561,37,30,7249,1077,1418,147,333,16,2985,126,127,55,3,0,312,33804,14512,4417,411,90,53240,1123,1268,431,31,20,2869,1511,443,189,47,18,2210,138771,22779,7974,1267,230,171018
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,108,3,0,0,171,6,10,0,0,0,17,0,0,0,0,0,0,12,11,4,0,9,30,0,0,0,0,0,0,81,123,6,0,4,216,3,10,0,0,4,16,0,0,0,0,0,0,86,135,6,0,10,234
LGA35300,949,37,6,60,8,1052,1831,57,5,9,3,1910,786,455,100,5,3,1352,370,113,56,5,5,549,17,9,10,0,0,42,406,128,14,7,3,557,195,119,32,34,17,398,13,4,3,0,0,21,1783,843,220,50,26,2915,157,50,26,18,6,257,110,24,10,145,3,286,4832,1004,265,270,45,6416
LGA35600,564,3,0,8,8,588,377,0,0,5,4,384,129,9,15,0,0,155,35,5,11,0,0,50,6,4,0,0,0,15,128,4,0,5,0,138,71,0,12,0,0,83,4,0,0,0,0,7,372,24,44,6,0,447,73,6,0,4,9,83,24,0,5,0,0,25,1409,29,51,17,22,1528
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,3,20,0,0,160,10,0,6,0,0,14,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,148,8,21,0,3,185,0,0,0,0,0,0,4,0,3,0,0,12,155,8,32,0,3,199
LGA35740,7946,981,572,40,16,9555,6088,401,278,8,17,6804,1740,566,487,7,27,2821,176,38,112,0,0,324,9,6,4,0,0,22,826,232,147,6,15,1222,68,23,29,6,9,142,14,6,5,0,4,26,2828,873,784,19,51,4556,267,291,21,0,4,590,236,65,34,6,0,346,17361,2615,1696,72,97,21847
LGA35760,1725,0,4,32,9,1779,874,0,0,8,4,888,266,13,17,0,0,297,40,17,9,0,3,70,19,6,8,3,0,34,321,5,0,4,0,333,117,11,8,22,8,165,9,3,4,0,0,17,776,55,52,29,9,923,180,0,0,3,4,186,105,6,0,17,0,128,3656,63,64,95,25,3903
LGA35780,5,0,0,8,0,18,0,0,0,3,0,3,0,0,0,0,0,0,413,51,8,4,3,481,47,8,0,0,0,58,0,0,0,9,0,8,23,11,3,7,9,59,3,0,0,0,0,4,490,73,18,20,17,614,14,0,0,5,0,16,18,0,0,6,9,33,530,78,18,37,22,678
LGA35790,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,386,3,31,0,0,420,7,0,0,0,0,13,0,0,0,0,0,3,10,3,0,0,0,15,0,0,0,0,0,6,406,3,38,0,4,454,7,0,3,4,4,16,9,0,0,3,0,12,427,3,40,17,3,491
LGA35800,276,0,0,19,0,296,81,0,0,7,0,85,3,0,0,0,0,5,58,15,0,0,0,72,5,10,0,0,0,17,91,0,0,0,0,91,43,0,0,3,0,46,3,0,0,0,0,3,207,28,4,4,0,241,48,0,0,3,0,52,15,0,0,0,0,21,628,28,0,30,5,694
LGA36070,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,70,4,0,0,0,76,31,0,0,0,0,31,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,116,4,3,0,4,124,11,0,0,0,0,16,6,0,0,0,0,6,131,14,3,0,3,153
LGA36150,91,0,0,6,0,102,58,0,0,0,5,58,0,0,0,0,0,0,8,0,4,0,0,9,0,0,5,0,0,6,34,0,3,0,0,36,29,0,0,0,0,29,0,0,0,0,0,0,72,0,12,0,3,82,22,0,0,0,0,26,7,0,0,0,0,13,249,0,15,6,13,279
LGA36250,17274,1708,693,112,19,19810,21871,1163,385,8,11,23436,6442,1560,575,4,9,8591,516,494,345,0,4,1355,78,142,92,0,0,305,1914,401,198,13,12,2542,127,327,78,21,3,551,39,25,15,6,0,81,9123,2941,1297,42,35,13437,464,725,129,0,6,1325,549,140,53,8,3,755,49276,6680,2559,170,73,58756
LGA36300,81,0,0,0,10,88,47,0,0,0,10,52,6,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,3,10,0,0,0,0,10,26,0,0,0,3,24,0,0,0,0,0,0,55,0,0,0,0,57,23,0,0,0,8,32,9,0,0,0,0,9,209,0,0,0,29,243
LGA36370,8423,204,161,54,26,8869,10169,131,127,14,7,10454,4171,966,566,10,9,5725,617,285,140,0,3,1046,156,81,75,0,0,313,1845,175,114,7,7,2142,195,36,50,37,7,320,38,17,13,0,0,70,7016,1565,959,50,23,9613,372,34,64,4,12,482,396,51,40,6,14,503,26363,1987,1348,135,72,29911
LGA36510,5577,191,9,110,21,5903,5567,63,4,26,12,5668,1414,416,20,9,3,1870,82,45,0,0,0,125,21,23,0,0,0,43,848,85,13,7,10,950,162,64,0,23,0,245,26,6,0,0,0,31,2546,631,31,40,13,3261,285,33,6,6,0,324,237,24,0,11,0,273,14212,938,51,187,45,15430
LGA36580,3387,18,0,45,3,3465,3308,17,4,10,4,3337,1030,84,9,8,0,1133,19,4,0,0,0,19,6,14,0,0,0,20,533,4,0,0,0,540,120,0,0,22,4,144,19,4,0,0,0,18,1719,103,13,32,10,1876,167,8,0,6,0,183,190,3,0,4,0,206,8778,154,19,99,19,9066
LGA36630,5307,22,33,94,20,5477,3421,17,22,8,9,3472,1471,148,280,0,4,1898,99,28,58,0,0,185,14,13,39,0,0,69,737,19,25,5,13,793,136,15,19,20,6,198,26,0,4,3,0,26,2481,221,427,29,12,3169,261,0,8,0,0,268,249,9,26,12,0,294,11722,267,517,144,48,12685
LGA36660,5647,161,12,50,11,5884,3915,44,4,13,10,3988,1546,404,95,6,3,2055,93,75,6,0,0,180,18,26,7,0,0,51,883,69,21,9,9,992,164,15,7,19,12,222,24,8,4,4,0,39,2729,603,136,39,26,3538,283,54,0,3,8,347,219,24,6,3,10,275,12807,889,158,110,67,14031
LGA36720,33341,5024,4345,590,124,43429,38731,2858,2458,60,55,44168,13375,4455,5746,44,65,23680,709,649,896,0,6,2257,108,125,186,0,0,426,4346,1093,1477,42,55,7006,460,292,324,246,16,1342,98,43,51,5,0,197,19093,6656,8681,338,142,34900,1252,1785,591,35,14,3673,1087,313,307,27,27,1760,93500,16635,16371,1055,362,127927
LGA36820,4231,62,38,108,27,4468,2526,20,15,9,12,2583,747,84,89,4,8,928,105,48,38,0,0,202,57,16,41,0,5,117,801,61,56,3,8,939,131,22,8,39,9,201,24,0,9,0,0,34,1870,234,237,45,28,2419,228,5,3,10,6,251,220,15,11,13,10,263,9073,339,301,194,82,9986
LGA36910,19072,1551,297,121,33,21075,19684,791,207,26,25,20738,8701,4044,1362,11,15,14141,669,521,158,0,0,1337,77,154,44,0,0,284,3089,527,205,6,9,3844,615,139,32,56,7,851,69,37,8,0,0,115,13228,5430,1805,80,38,20577,785,479,43,6,18,1330,691,173,35,14,18,934,53465,8420,2388,253,131,64650
LGA36950,81,3,5,12,0,101,33,0,0,6,0,44,5,6,6,0,0,16,218,85,11,0,0,316,22,11,0,0,0,36,41,12,10,3,0,61,108,81,33,3,7,232,6,6,0,0,0,9,395,200,64,7,7,667,37,42,11,0,3,99,17,6,3,0,0,38,565,250,83,29,18,950
LGA36960,63,0,0,0,0,63,3,0,0,0,0,3,0,0,0,0,0,0,555,11,3,0,7,575,258,6,0,0,4,271,0,0,0,0,0,5,28,10,0,0,7,46,13,0,0,0,0,18,860,32,4,0,12,906,23,0,0,6,0,28,9,0,0,4,0,18,955,32,5,5,16,1013
LGA37010,15325,931,689,294,34,17274,23670,715,544,38,21,24981,9849,3702,2403,21,28,16000,1407,768,388,0,6,2562,137,180,87,0,0,409,3549,706,393,12,18,4679,1288,146,230,70,61,1795,76,39,15,4,0,134,16301,5549,3519,103,115,25586,676,274,68,14,8,1037,699,183,81,26,22,1009,56674,7654,4905,467,193,69892
LGA37300,85,13,0,17,6,126,248,37,0,0,0,288,185,153,15,4,6,354,17,7,0,0,0,26,0,0,0,0,0,0,33,14,0,0,0,48,157,114,4,10,0,292,0,0,0,0,0,3,389,286,25,20,8,723,45,24,0,0,3,73,14,16,0,0,0,35,779,383,23,36,11,1233
LGA37310,3864,87,4,67,15,4033,3212,35,0,12,9,3273,1570,488,49,4,0,2120,105,64,9,3,0,184,31,64,8,0,0,106,930,52,3,6,10,998,307,33,4,11,10,369,12,11,3,3,0,30,2955,716,84,32,20,3815,507,22,3,3,3,544,199,23,7,3,3,234,10732,887,101,125,55,11901
LGA37340,3487,117,157,196,52,4020,3533,96,148,30,14,3823,1390,462,550,11,13,2422,153,127,54,0,0,341,53,87,33,0,0,176,665,87,141,12,22,927,138,84,51,54,39,367,14,16,7,0,0,34,2411,863,840,78,78,4271,189,3,12,14,16,238,184,37,15,11,14,264,9806,1122,1167,336,183,12614
LGA37400,159,0,0,12,9,181,82,0,0,5,8,90,3,0,0,0,0,6,18,0,5,0,0,17,9,0,4,0,0,12,46,0,0,0,0,46,22,0,3,0,0,32,0,0,0,0,0,0,99,0,6,0,0,113,25,0,0,0,5,30,11,0,6,0,0,27,374,3,9,20,26,438
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,10,35,0,0,228,10,0,0,0,0,14,0,0,0,0,0,0,9,0,6,0,0,22,0,0,0,0,0,0,211,10,44,0,0,265,3,0,0,0,0,7,4,0,0,0,0,3,213,10,44,0,0,273
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,13,44,7,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,0,0,0,73,5,0,0,0,0,5,7,5,0,0,0,9,63,10,0,0,0,79
LGA37600,19,0,0,30,0,51,3,0,0,0,0,3,0,0,0,0,0,0,42,8,7,0,0,60,260,10,49,0,0,313,0,0,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,305,21,56,0,0,382,13,3,0,17,0,28,7,0,0,14,0,17,345,27,56,55,0,486
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LGA40070,427,999,955,10,7,2399,235,655,827,10,8,1729,166,1190,3152,21,54,4586,16,146,210,0,3,370,17,114,267,0,0,403,69,405,578,19,14,1091,18,30,104,0,3,158,0,5,13,0,0,23,280,1890,4317,44,83,6618,19,56,160,8,0,243,3,40,66,0,24,135,968,3631,6322,66,120,11116
LGA40120,5750,106,33,15,4,5898,6537,59,30,0,7,6628,678,46,61,0,6,789,20,3,0,0,0,20,30,21,11,0,0,70,558,29,12,0,6,600,46,0,0,3,0,55,14,0,0,0,0,18,1340,97,91,5,10,1547,199,97,15,0,5,313,127,5,5,0,0,135,13939,364,178,24,30,14537
LGA40150,988,4,0,3,3,996,1891,0,0,0,3,1906,98,0,0,0,0,98,3,4,0,0,0,9,0,0,5,0,0,5,195,5,0,17,4,215,28,0,4,0,0,36,5,0,0,0,0,5,330,10,8,21,4,363,60,0,0,0,0,66,51,0,0,5,0,54,3326,12,11,27,10,3391
LGA40220,4937,154,17,71,14,5193,3744,46,7,5,14,3823,892,77,56,5,0,1028,64,38,5,0,0,110,82,38,5,0,0,124,618,36,20,10,0,692,86,9,4,16,6,120,14,0,0,0,0,20,1757,200,91,29,8,2089,340,116,6,5,0,460,137,15,5,5,3,164,10918,535,125,112,39,11724
LGA40250,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,287,6,0,0,0,290,52,0,0,0,0,52,0,0,0,0,0,0,22,8,0,3,0,32,9,0,0,0,0,9,367,13,0,4,4,388,74,22,0,0,0,95,21,0,0,0,0,23,469,42,0,4,0,514
LGA40310,3525,88,3,28,5,3648,3875,68,9,3,10,3956,721,138,24,3,0,893,50,37,13,0,0,94,53,41,11,0,0,104,432,38,13,0,8,490,48,5,4,13,0,70,7,9,0,0,0,20,1313,260,62,16,9,1663,269,70,12,0,0,349,99,7,4,10,0,121,9077,491,84,60,20,9739
LGA40430,598,13,0,4,4,619,221,0,0,0,0,215,74,0,5,0,0,83,4,0,0,0,0,9,0,0,0,0,0,0,79,3,0,0,0,82,7,0,0,0,0,11,0,0,0,0,0,0,171,6,8,0,3,188,38,25,0,0,0,67,23,0,0,0,0,22,1045,44,9,11,4,1118
LGA40520,1392,99,3,25,3,1520,1260,35,7,6,0,1309,364,131,52,0,0,557,153,93,7,0,0,247,25,20,0,0,0,42,285,29,10,0,0,326,59,14,0,3,0,72,9,8,0,0,0,11,890,294,68,3,0,1258,76,42,0,4,0,119,70,24,6,0,3,105,3682,490,83,41,3,4301
LGA40700,5883,1268,419,3,8,7585,4392,868,298,0,12,5567,869,1008,629,6,6,2524,3,46,68,0,0,118,0,50,38,0,0,91,404,357,223,0,5,996,39,12,26,0,0,79,4,11,8,0,0,20,1326,1490,989,5,17,3825,172,240,179,0,5,601,69,35,20,0,0,125,11840,3900,1911,15,37,17704
LGA40910,6561,889,260,0,5,7720,5644,1129,286,0,8,7072,1862,691,628,0,4,3183,218,217,194,0,0,625,57,144,78,0,4,282,805,295,248,4,7,1357,110,32,60,0,0,201,15,14,14,0,0,44,3070,1389,1228,4,14,5699,218,190,190,0,4,594,174,45,31,0,3,249,15664,3638,1987,3,37,21332
LGA41010,409,14,0,17,0,438,327,0,0,0,0,329,88,3,5,0,0,100,131,8,0,0,0,139,51,6,0,0,0,47,110,9,5,0,0,129,58,0,3,10,0,76,8,0,0,0,0,14,440,25,19,11,0,496,27,3,0,0,0,36,30,0,0,0,0,31,1226,42,24,31,6,1328
LGA41060,12909,2293,713,36,23,15962,12022,3164,852,14,32,16088,3303,2415,1877,18,20,7627,793,1629,453,0,12,2888,279,491,157,0,0,932,1968,913,664,7,13,3583,201,109,140,8,3,461,50,44,22,0,0,115,6594,5599,3314,37,46,15596,385,379,218,5,6,989,329,179,72,14,4,593,32241,11614,5166,102,114,49233
LGA41140,1507,38,0,6,3,1556,1217,18,0,4,3,1242,274,30,0,0,0,306,65,28,0,0,0,99,22,23,0,0,0,42,223,11,0,4,0,238,52,4,0,0,6,56,8,0,0,0,0,8,644,97,0,3,5,753,97,12,0,4,0,112,43,0,0,3,0,48,3497,168,0,23,14,3709
