LGA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
LGA33430,10553,2575,13619,2904,801,34233,40910,43263,15344,774,17492,17002,3381,8005,41427,3121,34603,372177,19687,551931,521,354,197,189,235,303,75,151,425,84,508,2624,34560,38926,51969,48042,19564,5073,22431,23407,5369,11806,52405,5782,48735,377707,55054,625087,91,54,22,10,14,17,10,14,80,9,77,615,32,900,2990,940,1362,334,1394,2053,390,847,2074,440,1830,5137,335,13036,3080,992,1386,336,1411,2074,399,857,2156,450,1906,5752,365,13940,47884,39861,17726,3872,20460,20493,4728,10476,46442,5093,41007,283071,16037,467460,886,402,372,857,380,673,162,280,808,210,1113,1955,29048,33762,51854,41256,19481,5064,22248,23236,5282,11618,49408,5748,44026,290787,45458,515153
LGA33610,157,42,207,54,9,573,759,856,229,16,404,301,62,141,577,58,453,5714,370,8788,7,8,7,0,13,7,0,4,10,0,0,73,845,950,971,967,291,65,529,415,105,204,738,100,666,5837,1221,10310,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,22,11,3,30,34,7,13,34,8,22,77,0,196,50,27,11,3,30,34,7,14,34,8,23,83,0,200,895,781,266,48,478,369,94,184,665,82,555,4071,282,7170,28,8,11,19,16,13,0,9,10,10,19,37,678,780,969,814,296,65,517,407,102,202,710,95,592,4196,968,8152
LGA33620,1881,390,2003,337,95,5171,5372,3870,1635,59,2254,2106,368,1247,4431,350,3373,26184,1842,44297,76,49,27,0,27,33,7,32,70,15,40,222,3318,3774,7308,4778,2263,484,3153,3158,674,1950,6379,753,5424,26743,5248,53242,6,0,0,0,0,0,0,0,3,0,6,49,0,63,548,149,209,41,267,339,74,187,422,88,341,649,49,1995,553,153,210,41,262,338,74,187,423,88,345,691,53,2061,6633,3980,2021,435,2824,2737,592,1720,5517,648,4504,19345,1480,39197,116,40,22,3,46,59,13,30,56,15,37,211,2702,3167,7299,4173,2254,486,3133,3137,672,1936,6000,749,4888,20246,4235,44425
LGA33800,243,77,309,61,10,901,996,695,365,24,551,499,89,214,690,63,526,5662,354,9140,16,15,5,3,13,12,0,4,11,0,7,43,784,879,1390,800,464,155,739,739,139,323,939,145,840,5766,1148,10920,0,0,0,0,0,0,0,0,0,0,3,9,0,13,100,20,51,11,57,69,15,39,60,10,48,131,15,393,102,18,51,11,56,69,15,39,60,10,49,140,15,402,1256,672,407,132,649,643,116,276,828,120,704,4305,289,8053,34,12,8,14,30,20,6,7,21,12,26,56,649,824,1390,712,465,155,729,732,140,321,912,145,785,4495,955,9278
LGA33830,0,0,9,3,0,25,13,28,5,0,91,28,6,4,18,0,25,662,42,875,0,0,0,0,5,0,0,0,0,0,0,9,61,74,15,30,5,6,102,31,14,9,18,8,34,675,109,976,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,12,14,20,5,6,99,31,14,0,16,8,31,435,7,617,0,0,0,0,4,0,0,0,0,0,0,8,43,52,15,20,5,6,103,31,13,3,16,8,31,448,49,686
LGA33960,5769,922,6275,1365,301,15072,14997,21228,4285,179,9029,5690,1233,3066,21033,1024,14472,127770,7004,199660,168,148,50,28,89,67,24,46,174,17,102,970,12940,14479,19621,24347,5693,1024,11688,8123,1956,4774,26977,1964,20845,130110,20247,229208,258,151,47,6,20,24,9,8,313,0,256,2360,78,3247,1685,565,633,100,1003,915,179,468,1422,185,1116,2474,159,6810,1938,714,681,101,1021,938,186,471,1734,185,1369,4835,238,10053,17363,19321,4891,839,10475,6929,1665,4108,23252,1719,16328,83995,4992,154257,256,159,61,71,131,131,36,60,207,37,193,659,9974,11247,19563,20187,5638,1015,11619,7993,1887,4646,25189,1938,17895,89490,15199,175559
LGA33980,126,32,181,63,9,489,744,1435,263,15,485,332,88,186,1058,70,706,12363,609,16940,15,14,0,0,4,0,3,0,13,0,7,85,4502,4615,882,1532,317,31,557,394,109,257,1203,101,896,12503,5120,22046,0,0,0,0,0,0,0,0,0,0,0,12,0,14,59,23,18,0,26,34,8,17,51,9,25,207,7,358,58,23,18,0,27,34,8,17,47,9,26,216,7,370,818,1187,290,27,517,353,92,229,1085,91,747,8588,453,12807,7,8,5,0,9,4,0,0,3,3,9,76,4062,4173,880,1211,310,28,556,388,105,249,1146,101,784,8884,4518,17356
LGA34420,3,0,12,4,0,28,11,10,8,0,105,68,19,7,15,3,18,551,107,865,0,0,0,0,4,3,0,0,0,0,4,34,147,185,13,14,6,0,117,78,18,7,22,3,32,590,256,1079,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,4,3,0,0,0,0,0,3,0,11,0,0,0,0,4,5,0,0,0,0,0,10,0,18,12,14,6,0,109,64,14,7,16,3,24,381,10,607,0,0,0,0,5,0,0,0,0,0,0,8,156,172,11,14,6,0,117,74,18,7,22,3,24,400,171,795
LGA34530,622,173,831,186,58,2235,3299,2724,1089,49,1450,1434,243,780,2664,235,2020,21152,1277,33275,38,23,19,0,20,22,4,7,28,3,14,190,3590,3891,4113,3047,1381,274,1831,1922,380,1077,3315,412,2862,21530,4927,39398,9,0,0,0,5,0,0,0,8,0,4,29,7,40,266,81,120,19,142,199,45,102,157,42,116,460,26,1166,268,80,120,19,147,198,45,102,158,42,119,489,30,1209,3789,2486,1233,244,1656,1686,325,944,2969,359,2434,15298,1003,27559,45,23,23,7,24,25,0,15,25,4,34,165,3202,3495,4108,2591,1377,274,1820,1908,373,1065,3152,412,2584,15945,4237,32261
LGA34570,3,0,0,3,0,9,8,10,6,0,29,15,0,0,16,0,12,415,51,543,0,0,0,0,0,0,0,0,0,0,0,12,69,90,5,10,6,0,34,15,0,0,13,3,13,429,120,640,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,10,0,9,3,0,0,0,0,0,0,0,0,0,0,9,0,15,3,12,6,0,33,15,0,0,15,3,13,313,4,395,0,0,0,0,0,0,0,0,0,0,0,5,52,58,5,12,6,0,34,15,0,0,15,3,13,327,55,467
LGA34580,1163,211,1314,209,57,3148,3679,3497,1051,49,1705,1310,273,730,3671,212,2443,21276,1387,35011,56,49,13,0,24,23,5,18,39,0,20,153,2650,2943,4852,4087,1416,273,2278,1890,461,1131,4870,431,3778,21642,4090,41101,20,11,0,0,8,3,0,0,15,0,15,118,0,166,385,111,147,19,232,220,46,127,312,52,242,441,42,1395,402,121,142,19,233,220,43,127,326,52,259,561,50,1562,4332,3347,1237,219,1984,1599,389,965,4174,363,2990,15062,1067,29111,105,33,24,36,51,41,22,26,73,10,85,163,2210,2605,4843,3495,1410,277,2270,1864,455,1118,4575,422,3342,15782,3329,33276
LGA34590,7824,1609,9554,2030,628,22933,22152,29518,6505,312,13769,8942,2002,4722,26585,1715,20316,194485,10657,298239,272,247,62,12,174,122,40,74,219,39,179,1560,21487,23928,29428,33797,8715,2109,18063,12972,3360,7340,34626,3357,30049,198080,32773,345098,39,27,10,5,12,7,7,10,38,3,37,297,17,434,1747,652,614,162,1137,1138,213,599,1278,224,1135,2237,188,6863,1786,679,626,164,1148,1147,216,601,1324,225,1169,2535,205,7301,27247,27151,7935,1814,16564,11519,3016,6483,30883,3036,24899,135912,8092,242139,321,228,100,126,223,161,57,110,256,68,226,974,16151,18112,29351,28055,8661,2106,17934,12828,3294,7192,32464,3332,26292,139417,24452,267553
LGA34710,48,8,59,16,6,183,203,247,87,3,136,116,35,55,235,27,192,1984,114,3001,4,4,0,0,8,3,0,0,0,3,3,18,431,468,261,275,98,52,172,148,43,67,282,34,254,2019,556,3647,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,9,4,0,8,7,5,0,12,3,12,29,4,63,10,9,4,0,8,7,5,0,13,4,9,31,4,70,244,236,95,52,159,139,39,58,250,33,210,1455,103,2509,4,7,0,0,3,0,0,0,4,0,0,8,352,382,259,237,98,52,173,150,43,61,272,34,224,1496,460,2966
LGA34770,1687,442,2171,618,179,6071,7878,8583,2625,120,4625,3906,752,1642,7959,586,5897,69263,4159,104354,118,70,30,13,52,50,15,17,90,13,54,519,10428,11265,9847,9480,3336,826,5676,5167,1171,2317,9738,1045,8115,70403,14767,121691,12,5,5,0,3,0,0,8,10,5,11,59,0,93,545,199,262,51,373,428,87,185,387,81,338,1088,80,2706,557,207,264,53,379,429,90,183,403,83,351,1151,86,2802,9099,7707,3013,639,5160,4564,1031,2043,8774,929,6713,49770,3233,84689,166,83,39,133,91,121,33,44,88,30,96,452,8766,9698,9821,8000,3315,822,5635,5110,1157,2276,9262,1041,7158,51366,12084,97190
LGA34800,0,4,4,3,0,23,57,49,13,0,12,10,11,6,33,4,30,449,23,642,0,0,0,0,0,4,0,0,0,0,0,3,163,170,64,52,15,6,15,11,11,13,35,12,37,458,186,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,0,4,0,13,6,0,0,0,0,3,0,3,0,0,0,4,0,13,63,38,15,6,15,11,11,8,33,10,32,335,21,524,0,0,0,0,0,0,0,0,0,0,0,3,150,153,64,45,15,6,15,11,11,11,35,12,32,346,173,689
LGA34830,5,0,12,0,0,20,9,15,4,0,25,23,4,6,19,3,13,236,9,339,0,0,0,0,0,0,0,0,0,0,0,9,69,72,10,18,4,0,29,28,6,3,23,3,21,250,78,432,0,0,0,0,0,3,0,0,0,0,0,5,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,3,0,0,3,0,13,10,9,3,0,21,22,6,6,12,3,11,150,3,231,0,0,0,0,0,0,0,0,0,0,0,3,51,58,10,9,0,0,29,23,6,6,14,3,11,157,57,309
LGA34860,133,31,157,55,16,513,863,1154,295,16,462,412,85,176,809,63,530,7005,443,10828,5,11,3,0,8,3,0,3,13,0,3,63,1380,1481,1065,1267,349,50,549,524,109,243,947,94,690,7120,1844,12825,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,19,19,0,27,30,13,16,35,0,23,108,7,240,51,19,19,0,27,30,13,16,35,0,23,109,7,240,987,1022,332,48,509,480,91,214,881,88,583,4929,347,8654,22,21,0,0,13,12,0,5,11,0,7,38,1106,1210,1062,1057,346,50,548,525,104,235,919,96,617,5079,1460,10105
LGA34880,335,108,450,104,29,1270,1447,1156,496,27,832,691,154,312,1149,106,986,12290,668,18047,27,16,6,5,18,13,0,9,15,4,13,155,3306,3535,1895,1323,644,162,1053,971,237,476,1495,217,1450,12548,4011,22858,0,0,0,0,0,0,0,0,0,0,0,18,0,28,139,37,52,8,84,85,22,34,75,21,67,265,19,603,140,37,52,8,84,86,22,34,77,21,67,288,19,628,1718,1080,581,147,933,854,215,422,1342,197,1247,9198,538,15276,35,17,7,11,21,18,0,18,17,5,13,133,2891,3119,1891,1140,642,157,1046,958,237,472,1435,220,1335,9616,3443,19025
LGA35010,11718,2293,14127,2769,685,33740,37941,41147,12759,524,19334,16731,3323,8213,43380,2621,32725,257553,14730,418514,465,309,136,66,222,207,51,105,357,48,270,1780,20981,24081,48970,46993,16527,3654,24896,23051,5299,12247,55460,4965,47120,262106,36396,476340,198,106,26,4,24,31,11,17,253,11,197,1536,63,2208,4358,1388,1701,311,2253,2683,497,1292,3378,510,2666,5503,435,16469,4555,1493,1727,315,2277,2711,507,1313,3628,514,2861,7037,499,18673,43671,38322,14498,2853,22144,19701,4580,10483,47876,4292,38076,181327,11291,343052,650,341,201,480,313,428,118,200,444,121,537,1158,17027,20158,48880,40159,16432,3651,24728,22834,5203,11988,51950,4927,41482,189516,28813,381884
LGA35250,5,3,9,0,0,35,14,35,5,3,45,35,11,3,20,0,26,695,16,859,0,0,0,0,6,0,0,0,0,0,0,31,96,133,16,47,6,9,70,47,23,8,27,5,33,725,114,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7,16,40,6,9,70,40,23,8,27,5,25,506,13,685,0,0,0,0,0,0,5,0,0,0,0,3,73,87,16,44,6,9,70,40,23,8,27,5,24,516,87,778
LGA35300,142,45,238,77,10,609,661,1207,237,11,727,448,122,167,869,47,736,11725,705,16237,5,4,0,0,13,9,0,0,11,3,11,110,1727,1877,815,1315,288,81,879,557,176,220,1022,101,984,11917,2446,18727,0,0,0,0,5,0,0,0,6,0,0,34,0,44,46,20,16,14,31,36,10,13,41,7,31,192,11,349,46,20,13,14,31,35,10,13,45,7,31,225,10,391,748,1068,268,66,829,496,155,191,919,95,800,8074,586,12418,13,7,0,0,15,10,6,10,9,0,8,104,1379,1532,810,1094,281,81,872,540,175,209,977,101,842,8406,1978,14341
LGA35600,57,23,84,17,4,245,335,325,96,4,197,156,41,76,236,27,178,2043,124,3231,5,9,0,0,3,6,0,0,5,0,5,19,454,492,430,376,122,28,249,215,61,106,302,49,260,2085,580,3971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,8,12,4,0,9,0,11,24,4,73,20,0,10,0,8,12,4,0,9,0,11,26,4,76,402,317,109,27,230,200,55,98,282,43,227,1520,107,2794,7,5,0,0,3,0,0,0,0,0,0,8,381,405,430,323,122,28,249,215,61,98,290,49,237,1555,489,3275
LGA35670,0,0,0,6,8,14,8,18,4,0,57,30,11,3,8,3,24,480,73,677,0,5,0,0,5,4,0,0,0,0,4,28,148,186,9,22,3,0,65,38,12,0,3,0,28,512,224,883,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,18,0,20,13,20,4,0,54,31,8,5,5,0,23,267,29,414,0,5,0,0,9,3,3,0,0,0,0,58,128,200,9,17,3,0,65,34,12,5,3,0,24,337,155,631
LGA35740,907,270,1224,248,81,3176,4866,3684,2070,78,1462,2253,294,1018,3520,411,3388,31826,1826,49605,74,38,34,30,26,54,7,14,68,9,78,278,3016,3511,5992,4114,2465,502,1872,2884,458,1383,4487,690,4689,32341,4928,56298,0,0,0,0,0,0,0,0,3,0,0,26,0,40,388,125,187,46,163,303,41,114,241,70,222,629,53,1669,395,127,190,46,163,305,41,114,242,70,220,654,52,1706,5523,3548,2228,386,1661,2509,405,1246,3981,597,4078,24716,1530,43194,75,41,32,68,35,64,13,14,96,25,84,224,2583,3047,5989,3720,2450,499,1860,2873,453,1376,4316,685,4387,25596,4167,47949
LGA35760,254,66,320,58,21,810,1035,727,317,18,477,430,69,183,635,69,493,4957,300,8105,12,17,8,0,13,5,0,5,15,0,18,81,1000,1150,1352,871,404,127,648,634,112,286,904,134,827,5101,1322,10068,0,0,0,0,0,0,0,0,0,0,0,3,0,6,93,25,18,7,40,53,10,33,44,10,47,98,5,287,93,25,18,7,40,53,10,33,44,10,47,100,11,294,1240,751,376,116,592,567,104,246,813,118,727,3731,253,7220,20,10,8,0,8,8,0,7,10,0,17,55,841,951,1350,786,405,127,644,628,112,286,871,134,779,3890,1100,8475
LGA35780,0,0,14,5,0,51,40,79,11,0,126,53,7,12,35,4,49,1815,176,2330,0,5,0,0,3,0,0,0,0,0,0,112,281,400,50,90,11,8,153,58,11,12,39,5,66,1934,457,2781,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,4,0,0,13,0,0,0,0,0,5,52,0,70,4,5,0,0,13,0,0,0,0,0,5,67,3,87,47,60,16,9,146,51,11,5,35,5,44,1120,51,1493,0,0,0,0,0,0,0,0,0,0,0,32,194,227,50,64,11,8,154,55,11,5,39,5,50,1216,250,1814
LGA35790,9,6,17,8,5,70,26,45,8,0,127,76,14,6,36,4,55,1538,59,1903,0,0,0,0,3,0,0,0,0,0,0,22,104,127,39,60,10,9,151,90,23,10,47,8,76,1572,168,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,18,0,4,0,0,0,0,0,0,0,0,0,15,0,20,35,50,10,9,148,77,23,10,41,8,60,973,16,1317,0,0,0,0,0,0,0,0,0,0,0,14,91,102,36,54,10,9,151,80,23,10,47,8,68,995,108,1444
LGA35800,30,13,32,4,0,103,125,189,29,4,97,52,20,38,90,7,85,932,52,1478,6,0,3,0,5,3,0,0,0,0,0,6,82,100,179,208,45,17,137,77,26,56,119,25,116,941,132,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,0,3,3,0,5,0,0,7,21,0,41,11,5,5,0,3,3,0,5,0,0,7,19,0,41,159,172,40,16,126,73,24,46,108,23,93,633,34,1185,5,5,0,0,3,3,0,0,0,0,0,18,64,93,179,174,45,17,134,77,23,50,111,25,96,669,100,1321
LGA36070,0,0,3,4,6,24,13,13,5,0,51,40,7,3,14,0,10,334,72,508,0,0,0,0,0,0,0,0,0,0,0,7,72,81,11,16,5,0,52,41,10,3,19,6,15,346,145,611,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,29,13,10,5,0,51,41,10,3,19,0,14,248,4,370,0,0,0,0,0,0,0,0,0,0,0,3,70,78,11,10,5,0,55,41,10,3,19,6,15,274,77,471
LGA36150,8,0,13,5,0,31,65,66,23,0,34,26,3,13,43,0,31,402,21,614,0,0,0,0,0,0,0,0,0,0,0,0,48,48,75,78,27,6,48,28,3,17,55,0,36,402,67,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,0,4,0,0,0,7,0,19,3,3,0,0,5,3,0,4,0,0,0,7,0,19,75,56,25,6,44,27,3,15,50,0,31,300,12,509,0,0,0,0,0,0,0,0,0,0,0,5,29,38,75,56,27,6,48,29,3,17,49,0,28,310,50,559
LGA36250,3384,818,4525,857,171,10591,13041,13113,4812,203,6318,5959,974,2563,12803,1022,11040,88414,4929,142374,220,133,66,149,100,125,20,62,190,42,198,563,5028,6259,16718,14804,6109,1474,8049,8207,1593,3829,16374,1883,15764,89837,10129,159222,23,10,5,0,3,4,0,0,14,0,13,140,8,192,1206,386,572,93,666,866,143,349,803,181,724,1664,109,4824,1227,399,574,93,666,872,143,346,819,183,737,1809,119,5024,15124,12416,5388,1059,7180,7022,1379,3322,14328,1606,13042,65225,3927,120368,337,116,112,317,149,253,54,101,323,85,447,367,4115,5455,16685,12927,6075,1471,7998,8143,1574,3773,15472,1879,14227,67400,8153,130844
LGA36300,3,0,13,0,0,22,32,56,11,0,28,22,0,5,31,3,21,426,33,615,0,0,0,0,0,0,0,0,0,0,0,0,123,129,36,57,16,4,33,26,0,8,37,0,34,429,158,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,9,36,46,14,4,26,23,0,8,30,0,35,309,27,487,0,0,0,0,0,0,0,0,4,0,0,4,103,110,36,46,18,4,33,23,0,8,37,0,35,311,130,604
LGA36370,1943,516,2345,528,137,6180,6434,7147,1874,92,3538,2979,622,1471,7015,483,4631,42906,2619,69444,89,61,20,6,46,41,22,37,72,10,28,330,5763,6342,8522,8242,2501,734,4628,4242,1021,2241,9030,1016,7001,43765,8519,81968,3,6,5,0,0,4,0,0,7,0,4,66,0,82,487,191,181,47,311,363,67,184,318,78,264,697,45,1997,490,198,181,47,308,367,67,188,328,78,261,764,53,2079,7812,6625,2244,557,4195,3667,899,1954,8018,883,5578,30407,2011,57725,205,69,60,130,88,176,42,61,147,50,206,277,4714,5524,8505,6894,2488,732,4591,4204,1009,2201,8497,1010,6045,31445,6782,65325
LGA36510,981,210,1149,261,60,2912,3870,3456,1319,60,1660,1619,285,777,3336,279,2717,22594,1408,36954,54,40,14,8,14,25,5,23,34,10,20,189,2779,3118,4944,3969,1648,303,2136,2167,459,1127,4352,509,3882,23048,4254,42984,29,3,0,0,0,0,0,3,16,0,13,135,4,186,311,91,149,25,167,233,26,92,256,55,214,492,44,1366,333,97,153,25,168,233,26,92,267,55,227,630,43,1548,4510,3290,1470,230,1919,1878,408,997,3783,434,3279,16539,1079,31140,98,30,18,48,35,49,9,23,58,19,48,166,2341,2740,4935,3419,1638,305,2120,2155,454,1110,4107,509,3548,17338,3466,35432
LGA36580,798,163,857,130,27,2072,2431,2204,740,29,1173,992,196,543,2181,165,1497,12615,792,21197,45,50,15,4,23,19,3,15,39,0,23,139,1520,1788,3274,2676,991,164,1596,1384,332,847,3011,329,2385,12876,2338,25057,17,6,0,0,5,4,0,0,15,0,18,77,0,123,305,99,112,17,148,160,36,99,231,33,176,319,20,1026,323,102,115,17,150,160,37,105,248,31,194,399,27,1139,2894,2140,853,146,1408,1196,289,725,2560,289,1919,8946,626,17836,42,24,10,0,28,22,9,15,25,6,26,123,1246,1485,3263,2276,985,164,1587,1374,331,838,2823,330,2135,9462,1894,20459
LGA36630,1213,255,1332,190,53,3287,3280,2634,926,53,1544,1367,270,701,2806,262,1976,15555,986,26659,67,47,21,4,29,33,8,15,50,10,23,141,2735,3046,4597,3310,1331,310,2133,2044,467,1139,4070,531,3327,15888,3774,32996,0,0,0,0,0,0,0,0,0,0,3,17,0,31,385,99,142,24,162,223,42,106,247,45,219,366,28,1248,385,104,137,24,162,221,41,114,251,45,225,387,28,1276,4108,2770,1159,274,1922,1772,403,979,3502,466,2776,11294,783,23517,99,51,30,14,40,39,13,41,60,13,30,151,2220,2572,4594,2923,1326,310,2124,2037,463,1123,3807,531,3026,11832,3031,27370
LGA36660,879,244,1049,214,52,2881,3502,2906,1074,50,1708,1540,290,733,2718,277,2024,18474,1079,30574,52,45,22,6,29,21,3,4,39,6,22,155,2535,2839,4622,3424,1384,315,2243,2103,467,1068,3641,529,3090,18847,3672,36290,0,0,0,0,0,0,0,0,0,0,0,22,0,22,295,107,128,27,186,203,35,123,212,54,172,416,30,1244,299,104,128,27,186,204,35,123,214,54,175,438,30,1269,4231,2829,1236,261,2006,1858,418,923,3170,461,2610,13576,863,26359,82,42,17,27,33,27,8,21,43,11,30,147,2078,2423,4609,2980,1377,310,2222,2092,461,1064,3419,522,2816,14158,2974,30056
LGA36720,6486,1732,8462,1739,482,21211,28433,24870,10173,512,9805,11736,1795,5177,25504,2130,21085,193741,11343,302650,322,179,110,47,122,178,22,85,222,57,205,1467,16302,18683,35837,27898,12868,3171,12595,15960,2943,7561,32217,3917,29750,196944,28127,342541,49,26,11,3,6,8,0,0,46,3,50,342,17,497,2616,776,1206,293,1095,1793,295,741,1773,401,1614,3920,284,10818,2673,802,1217,292,1095,1804,295,741,1821,403,1663,4260,301,11312,32673,23405,11447,2662,11233,13788,2534,6589,28526,3396,25026,144620,9128,255951,430,164,147,213,152,267,58,119,264,94,331,869,13721,15785,35776,24372,12808,3167,12482,15860,2886,7452,30608,3893,27013,149748,23151,283049
