LGA_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
LGA22620,12,0,2242,39,106,8,0,110,0,148,3,15,73,0,94,0,95,0,0,0,0,0,0,0,37,124,78,0,205,0,244,3,0,0,0,0,0,3,2274,133,78,0,213,0,2489,743,6,0,0,6,0,749,15,36,3,0,43,0,59,0,11,48,0,60,0,57,0,0,0,0,0,0,0,18,53,51,0,100,0,117,0,0,0,0,0,0,0,760,51,51,0,106,0,862,290,0,0,0,0,0,296,4,21,0,0,20,0,26,0,5,19,0,22,0,22,0,0,0,0,0,0,0,4,23,19,0,38,0,49,0,0,0,0,0,0,0,298,20,19,0,43,0,340,17130,190,9,0,197,20,17342,332,1243,107,0,1353,6,1687,10,173,390,0,563,0,572,0,0,0,0,0,0,0,340,1416,501,0,1917,6,2264,10,7,0,0,7,28,43,17480,1609,509,0,2115,53,19649
LGA22670,43,0,519,95,1445,164,3,1608,0,1698,8,384,427,0,816,0,827,0,0,0,3,3,0,3,104,1829,597,7,2426,0,2533,0,5,0,0,0,0,0,581,1877,594,7,2477,3,3055,256,21,0,0,22,0,279,41,1014,117,4,1130,0,1166,10,308,355,0,667,0,675,0,0,0,0,0,0,0,50,1321,471,4,1798,0,1842,0,3,0,0,5,0,4,303,1347,473,4,1818,0,2129,121,13,0,0,13,0,136,12,562,81,0,641,0,655,6,192,244,0,434,0,444,0,0,0,0,0,0,0,17,756,326,0,1082,0,1092,0,0,0,0,0,6,5,135,767,326,0,1097,6,1236,3915,559,26,0,581,7,4501,1017,13971,1388,20,15377,22,16420,87,3418,2890,10,6324,3,6407,4,15,5,13,34,0,42,1104,17404,4288,43,21733,26,22864,10,28,9,0,41,47,100,5030,17998,4325,43,22366,76,27467
LGA22750,72,4,4609,112,409,21,0,430,0,549,0,45,87,0,129,0,129,0,0,0,0,0,0,0,111,452,106,0,562,0,679,0,0,0,0,0,0,0,4646,522,106,4,637,7,5286,1866,28,0,0,28,0,1899,63,234,17,0,252,0,315,5,35,55,0,89,0,94,0,0,0,0,0,0,0,63,267,75,0,343,0,405,0,0,0,0,0,0,0,1928,298,75,0,369,0,2304,792,11,0,0,11,0,809,29,126,8,0,135,0,166,0,6,22,0,34,0,34,0,0,0,0,0,0,0,29,134,34,0,167,0,202,0,0,0,0,0,0,0,828,148,34,0,178,0,1007,36565,772,6,5,784,60,37411,1287,4530,202,0,4735,3,6029,21,427,526,0,955,0,973,3,3,0,4,6,0,14,1318,4965,727,0,5695,3,7015,21,5,0,0,5,38,63,37903,5743,736,8,6491,98,44490
LGA22830,28,0,1062,26,200,25,0,222,0,249,5,60,87,0,152,0,155,0,0,0,0,0,0,0,34,261,111,0,372,0,402,4,0,0,0,0,3,8,1068,282,113,0,397,9,1469,300,7,0,0,8,0,315,14,63,12,0,73,0,87,0,19,36,0,59,0,59,0,0,0,0,0,0,0,14,81,44,0,130,0,140,0,0,0,0,0,0,0,318,89,50,0,136,0,455,83,4,0,0,4,0,84,3,33,0,0,37,0,38,0,10,18,0,27,0,27,0,0,0,0,0,0,0,3,42,15,0,59,0,64,0,0,0,0,0,0,0,83,46,15,0,62,0,154,7578,176,9,0,189,18,7779,215,2157,228,12,2393,4,2613,6,454,460,0,913,0,924,7,0,0,14,19,0,15,225,2611,690,20,3322,4,3552,18,8,3,0,10,18,45,7819,2796,701,20,3518,43,11382
LGA22910,0,0,268,3,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,8,0,0,0,0,0,0,0,275,7,0,0,7,0,283,66,0,0,0,0,0,66,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,66,6,0,0,6,0,71,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,1879,34,0,0,34,4,1918,59,63,0,0,64,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,64,0,0,67,0,124,0,0,0,0,0,7,6,1943,95,0,0,96,10,2051
LGA22980,0,0,104,0,0,0,0,0,0,3,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,5,0,6,0,7,0,0,0,0,0,0,0,104,0,5,0,6,0,117,17,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,0,0,23,0,3,0,5,0,28,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,693,0,0,0,0,5,698,12,23,6,0,36,0,44,0,7,47,0,50,0,50,0,0,7,0,7,0,7,12,36,58,0,91,0,99,4,0,0,0,0,0,4,706,35,58,0,89,5,799
LGA23110,47,0,1283,89,341,35,0,380,0,465,0,40,41,0,75,0,73,0,0,0,0,0,0,0,90,384,69,0,454,0,540,0,0,0,0,0,0,0,1324,421,73,0,500,0,1825,660,32,5,0,36,0,691,63,254,18,0,272,0,328,5,23,26,0,52,0,56,0,0,0,0,0,0,0,64,278,42,0,325,0,385,0,0,0,0,0,0,0,722,310,48,0,354,0,1076,347,18,0,0,16,0,361,29,142,4,0,143,0,170,0,12,13,0,25,0,25,0,0,0,0,0,0,0,29,151,17,0,166,0,197,0,0,0,0,0,0,0,370,169,20,0,187,0,557,10693,560,8,5,575,9,11272,1080,3821,211,3,4034,9,5121,18,327,223,0,550,0,563,0,4,0,6,10,0,10,1100,4150,434,5,4590,9,5695,7,3,0,0,3,10,18,11800,4710,444,8,5165,23,16984
LGA23190,9,0,404,3,18,0,0,18,0,22,0,3,3,0,4,0,4,0,0,0,0,0,0,0,3,19,3,0,23,0,24,0,0,0,0,0,0,0,405,26,5,0,28,0,429,91,0,0,0,0,0,92,0,10,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,14,0,0,0,0,0,0,0,94,10,0,0,10,0,102,22,0,0,0,0,0,22,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,5,0,0,0,0,0,0,0,18,5,0,0,6,0,26,2905,33,0,0,29,0,2938,61,196,6,0,201,0,260,0,21,14,0,39,0,39,0,0,0,0,0,0,0,61,214,23,0,239,0,300,4,0,0,0,0,5,12,2969,247,29,0,275,5,3247
LGA23270,126,0,2106,172,2539,300,3,2843,3,3019,7,437,542,0,971,0,983,0,3,0,0,3,0,5,182,2975,836,8,3826,3,4003,0,0,0,0,0,0,0,2159,3098,838,5,3949,3,6110,971,41,0,0,45,0,1012,100,1610,175,7,1788,0,1895,5,279,335,0,614,0,619,0,0,0,0,0,0,0,107,1892,510,4,2407,0,2511,0,0,0,0,0,0,0,1078,1935,509,4,2451,0,3528,503,23,0,0,23,0,520,44,910,112,5,1019,0,1061,3,186,236,0,421,0,423,0,0,0,0,0,0,0,43,1092,343,5,1445,0,1490,0,0,0,0,0,0,3,551,1113,343,5,1461,0,2010,16392,1275,31,7,1308,9,17718,1608,26544,2366,45,28954,34,30602,71,3383,3259,6,6649,0,6722,3,54,5,11,66,4,70,1679,29980,5637,56,35672,37,37393,19,65,6,4,81,47,146,18098,31324,5670,66,37061,101,55256
LGA23350,5,0,399,7,7,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,0,12,0,0,0,0,0,0,0,400,8,0,0,8,0,408,79,0,0,0,0,0,81,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,81,5,0,0,5,0,87,27,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,26,2689,26,0,5,28,0,2721,59,63,0,0,63,0,120,6,0,0,0,0,0,6,0,0,0,0,0,0,0,66,63,0,0,63,0,123,4,0,0,0,0,4,10,2760,89,0,5,89,9,2857
LGA23430,89,0,2735,163,718,49,0,767,0,926,3,48,28,0,77,0,81,0,0,0,0,0,0,0,164,766,73,0,842,0,1005,0,0,0,0,0,0,0,2815,848,73,0,929,0,3741,1381,38,0,0,38,0,1419,103,480,36,0,515,0,618,4,47,40,0,83,0,90,0,0,0,0,0,0,0,111,525,68,0,594,0,701,0,0,0,0,0,0,0,1483,564,68,0,635,0,2122,672,12,0,0,12,0,681,40,317,29,0,342,0,383,0,31,23,0,47,0,47,0,0,0,0,0,0,0,49,347,46,0,391,0,435,0,0,0,0,0,0,0,717,362,46,0,405,0,1115,19468,836,6,0,838,0,20307,1538,6550,268,3,6822,10,8371,31,422,208,0,629,3,656,3,4,0,0,4,0,5,1570,6979,476,3,7454,13,9039,15,12,3,0,14,13,33,21053,7824,478,3,8305,22,29382
LGA23670,66,4,2484,134,989,60,0,1055,0,1188,0,88,76,0,163,0,163,5,0,0,0,0,0,6,140,1081,137,0,1215,0,1353,0,0,0,0,0,0,0,2562,1144,138,0,1280,3,3847,1286,53,0,0,50,0,1341,83,815,62,0,873,0,958,0,75,71,0,143,0,147,0,0,0,0,0,0,0,83,887,131,0,1014,0,1097,0,0,0,0,0,0,0,1367,938,130,0,1072,0,2445,649,19,0,0,19,0,674,49,501,34,0,534,0,581,0,47,55,0,95,0,98,0,0,0,0,0,0,0,50,543,87,0,633,0,686,0,0,0,0,0,0,0,705,562,87,0,651,0,1355,17055,655,9,8,672,14,17734,1222,9193,490,4,9690,6,10915,24,707,415,5,1132,6,1156,5,8,0,3,16,0,20,1252,9912,915,9,10837,11,12095,11,7,4,0,9,3,26,18318,10584,916,19,11520,27,29858
LGA23810,13,0,1270,31,60,0,0,59,0,93,0,6,5,0,11,0,14,0,0,0,0,0,0,0,36,67,3,0,68,0,107,0,0,0,0,0,0,0,1289,79,3,0,86,0,1372,383,5,0,0,5,0,389,11,22,0,0,23,0,30,0,7,6,0,10,0,10,0,0,0,0,0,0,0,11,25,8,0,28,0,38,0,0,0,0,0,0,0,393,30,8,0,34,0,429,121,4,0,0,4,0,130,5,10,0,0,10,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,8,0,10,0,0,0,0,0,0,0,128,14,6,0,15,0,139,9472,131,0,0,131,16,9624,278,613,19,5,632,0,907,5,72,77,0,146,4,154,5,0,0,0,0,0,0,288,680,97,5,776,0,1066,9,0,0,0,0,5,16,9773,808,97,3,910,29,10707
LGA23940,0,0,155,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,154,5,0,0,5,0,159,34,0,0,0,0,0,34,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,35,0,0,0,0,0,35,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,990,0,0,0,0,4,990,7,49,0,0,46,0,57,0,8,0,0,8,0,8,0,0,0,0,0,0,0,7,53,0,0,55,0,64,0,0,0,0,0,8,8,996,53,0,0,55,6,1056
LGA24130,19,0,1429,26,31,0,0,31,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,0,37,0,62,4,0,0,0,0,4,4,1440,47,0,0,49,3,1496,537,7,0,0,7,0,537,7,14,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,19,0,26,0,0,0,0,0,0,0,541,24,0,0,26,0,566,193,0,0,0,4,0,195,3,9,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,9,0,0,0,0,0,0,0,192,10,0,0,11,0,206,9777,139,0,3,147,10,9935,244,310,5,0,312,0,556,0,19,7,0,30,0,33,0,0,0,0,0,0,0,245,326,15,0,341,0,586,19,0,0,0,0,9,24,10047,469,17,3,491,15,10551
LGA24210,75,0,1807,163,1041,67,3,1116,0,1277,3,72,82,0,152,0,157,0,0,0,0,0,0,0,167,1116,148,3,1266,0,1435,0,0,0,0,0,0,0,1898,1200,148,3,1347,0,3243,1086,49,0,0,56,0,1139,105,793,63,0,859,0,959,0,55,97,0,152,0,151,0,0,0,0,0,0,0,108,852,153,0,1009,0,1116,0,0,0,0,0,0,0,1191,904,155,0,1059,0,2253,626,18,0,0,18,0,640,44,524,55,0,583,0,622,0,50,75,0,123,0,127,0,0,0,0,0,0,0,42,578,127,0,711,0,746,0,0,0,0,0,0,0,666,597,127,0,721,0,1390,9986,602,7,0,603,3,10593,1265,10021,613,5,10637,8,11913,23,707,538,0,1241,0,1268,0,0,0,0,0,0,4,1291,10736,1146,5,11886,8,13182,8,18,0,0,21,9,35,11280,11350,1157,8,12510,19,23813
LGA24250,0,0,150,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,150,9,0,0,9,0,156,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,3,0,37,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,1279,7,0,0,7,4,1293,26,38,0,0,38,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,41,0,0,41,0,72,0,0,0,0,0,4,3,1312,50,0,0,50,3,1363
LGA24330,32,0,700,61,359,33,0,395,0,453,0,75,59,0,138,0,138,0,0,0,0,0,0,0,61,432,98,0,531,0,589,0,0,0,0,0,0,7,729,471,98,0,564,0,1290,303,16,0,0,16,0,324,29,252,28,0,277,0,306,0,66,70,0,132,0,132,0,0,0,0,0,0,0,29,321,93,0,409,0,438,0,0,0,0,0,0,0,329,336,93,0,433,0,758,145,4,0,0,4,0,153,16,119,26,0,148,0,162,0,41,39,0,77,0,81,0,0,0,0,0,0,0,16,161,69,0,229,0,244,0,0,0,0,0,0,0,158,168,66,0,234,0,394,7017,421,3,0,430,3,7449,814,3513,224,8,3744,3,4560,26,539,376,7,919,0,945,0,0,0,4,6,0,6,834,4058,601,20,4671,4,5511,13,11,0,7,17,0,27,7870,4488,600,22,5108,8,12992
LGA24410,43,0,2149,64,314,27,0,337,0,404,0,42,99,0,139,0,140,0,0,0,0,0,0,0,64,355,122,0,474,0,540,0,0,0,0,0,0,0,2175,394,122,0,513,0,2688,1075,14,0,0,14,0,1095,32,192,21,0,218,0,250,0,29,63,0,92,0,92,0,0,0,0,0,0,0,32,222,87,0,307,0,334,0,0,0,0,0,0,0,1106,238,87,0,320,0,1429,529,4,0,0,4,0,534,24,100,7,0,108,0,132,0,13,36,0,53,0,54,0,0,0,0,0,0,0,26,112,41,0,158,0,185,0,0,0,0,0,0,0,553,119,41,0,162,0,718,15398,424,0,0,426,12,15836,817,3868,227,5,4104,0,4923,18,482,801,3,1289,0,1304,6,0,0,0,6,0,9,839,4352,1033,7,5394,0,6232,21,8,4,0,10,7,36,16255,4786,1040,7,5835,14,22101
LGA24600,14,0,377,44,207,12,0,226,0,263,0,25,39,0,61,0,61,0,0,0,0,0,0,0,41,231,54,0,284,0,323,0,0,0,0,0,0,0,404,247,54,0,300,0,704,204,16,0,0,16,0,225,28,139,20,0,157,0,178,3,37,23,0,53,0,60,0,0,0,0,0,0,0,30,173,42,0,211,0,241,0,0,0,0,0,0,0,239,182,42,0,222,0,464,103,0,0,0,0,0,111,14,64,7,0,71,0,87,0,12,18,0,27,0,32,0,0,0,0,0,0,0,18,82,23,0,102,0,117,0,0,0,0,0,0,0,120,84,23,0,109,0,225,3483,243,3,4,251,0,3740,631,3657,151,5,3816,3,4447,19,300,193,0,492,0,511,0,0,0,0,0,0,0,648,3953,345,5,4300,3,4960,6,13,0,0,13,4,21,4136,4209,346,9,4566,11,8717
LGA24650,135,0,2248,182,1827,100,4,1932,0,2110,3,164,117,0,282,0,283,4,9,0,0,9,0,7,182,1996,215,4,2216,0,2399,0,0,0,0,0,0,5,2300,2131,218,4,2354,0,4653,886,40,0,0,40,0,926,72,1122,67,4,1188,0,1261,3,118,94,0,208,0,210,0,0,0,0,0,0,0,73,1237,157,4,1398,0,1477,0,0,0,0,0,0,0,961,1277,157,4,1441,0,2406,402,22,0,0,23,0,425,44,589,33,0,620,0,661,0,57,74,0,132,0,130,0,0,0,3,3,0,3,46,642,108,5,753,0,799,0,0,0,0,0,0,0,446,666,108,4,775,0,1224,16837,1306,22,4,1333,41,18211,1692,18796,772,39,19601,19,21310,40,1346,993,9,2340,0,2384,6,25,3,0,31,0,35,1742,20165,1764,47,21973,19,23735,19,36,7,0,41,37,91,18603,21502,1793,47,23345,91,42035
LGA24780,13,0,930,13,77,9,0,92,0,104,0,17,28,0,40,0,42,0,0,0,0,0,0,0,19,89,43,0,132,0,151,0,0,0,0,0,0,0,935,105,43,0,145,6,1084,229,6,0,0,6,0,238,4,14,0,0,17,0,20,0,12,12,0,21,0,21,0,0,0,0,0,0,0,4,24,14,0,39,0,47,0,0,0,0,0,0,0,229,31,14,0,50,0,280,67,0,0,0,0,0,65,0,0,0,0,3,0,3,0,4,10,0,11,0,11,0,0,0,0,0,0,0,0,10,10,0,16,0,16,0,0,0,0,0,0,0,67,10,10,0,19,0,84,6921,146,0,3,150,12,7084,171,775,87,0,863,3,1036,12,126,156,0,283,0,297,0,0,0,7,7,0,7,183,903,243,7,1148,4,1337,8,7,0,0,7,12,29,7108,1056,242,6,1308,36,8448
LGA24850,21,0,919,24,102,3,0,104,0,128,6,12,9,0,24,0,26,0,0,0,0,0,0,0,27,113,13,0,128,0,156,0,0,0,0,0,0,0,925,132,17,0,147,0,1075,298,9,0,0,9,0,305,17,47,0,0,48,0,58,4,8,4,0,12,0,14,0,0,0,0,0,0,0,19,54,7,0,58,0,77,0,0,0,0,0,0,0,312,61,7,0,67,0,377,122,3,0,0,3,0,122,7,22,0,0,25,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,25,0,27,0,0,0,0,0,0,0,123,29,0,0,28,0,155,7249,194,5,0,198,8,7456,293,1306,27,0,1338,0,1637,9,95,40,0,130,0,143,0,0,0,0,0,0,0,301,1405,66,0,1472,0,1773,13,0,0,3,3,13,24,7558,1597,72,3,1675,17,9252
LGA24900,6,0,557,19,22,0,0,22,0,40,0,0,7,0,7,0,7,0,0,0,0,0,0,0,19,22,5,0,28,0,49,0,0,0,0,0,0,0,569,32,5,0,34,0,604,125,0,0,0,0,0,125,3,12,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,12,0,17,0,0,0,0,0,0,0,131,12,0,0,12,0,140,26,5,0,0,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,5,0,36,3845,43,0,0,43,10,3899,76,195,18,0,215,3,294,0,8,28,0,38,0,42,0,0,0,0,0,0,0,79,206,44,0,252,3,336,7,0,0,0,0,6,13,3931,253,44,0,295,18,4248
LGA24970,90,0,1901,207,1908,107,0,2017,0,2227,0,126,153,0,280,0,279,0,0,0,0,0,0,0,214,2036,259,3,2294,0,2509,0,3,0,0,3,0,3,2022,2129,259,3,2391,0,4410,1109,49,0,0,49,0,1160,121,1397,75,0,1475,0,1603,4,121,136,0,252,0,255,0,0,0,0,0,0,0,124,1516,212,0,1732,0,1851,0,0,0,0,0,0,0,1232,1565,212,0,1778,0,3013,584,27,0,0,27,0,615,70,889,63,0,949,0,1015,0,89,88,0,175,0,177,0,0,0,0,0,0,0,68,971,153,0,1126,0,1199,0,0,0,0,0,0,0,658,1003,153,0,1156,0,1816,11041,838,12,0,849,10,11898,1870,17398,778,10,18186,12,20068,25,1041,858,0,1890,3,1923,0,11,0,5,16,0,16,1897,18441,1629,15,20093,16,22001,12,20,0,0,17,15,46,12946,19301,1646,15,20958,46,33953
