LGA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
LGA13850,0,0,0,0,0,0,0,0,0,0,70,135,135,219,138,214,122,83,24,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,0,0,0,5,0,0,0,0,0,4,562,1163,882,1524,928,1106,1036,584,174,7964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,16,7,0,0,0,0,36,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,18,20,26,44,32,6,148,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,4,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,3,0,28,3,0,0,0,0,32,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA14000,0,0,0,26,18,13,17,5,0,82,3684,9042,7091,8038,5082,4420,3158,2048,940,43495,0,3,9,47,24,3,13,3,0,107,0,0,0,0,5,3,0,3,0,17,0,10,9,44,17,4,0,0,0,80,0,0,0,7,8,8,4,0,0,21,4,12,13,34,39,36,16,5,0,157,0,0,6,9,22,24,15,14,0,84,18,305,251,1928,831,703,619,266,87,5011,0,0,0,7,12,28,6,10,4,70,0,5,0,18,10,20,20,14,10,107,9,152,243,412,604,653,492,362,136,3067,0,4,3,33,36,37,19,15,4,155,0,3,13,37,20,10,5,7,3,100,0,4,14,43,49,43,47,58,19,278,0,0,0,6,4,16,18,17,10,68,3,77,82,352,162,322,264,54,13,1317,33,373,248,1786,736,387,192,104,31,3885,0,6,22,108,69,40,47,29,0,319,3,67,49,425,195,106,97,48,9,990
LGA14100,0,0,0,0,5,0,0,0,0,4,265,829,836,775,616,473,388,270,104,4550,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,4,11,3,0,27,0,0,0,0,0,3,0,0,0,3,0,9,22,53,22,42,20,16,18,199,0,0,0,0,0,4,3,0,0,11,0,0,0,4,0,5,10,6,0,28,0,21,22,40,68,56,38,27,9,276,0,0,0,0,3,6,0,0,0,10,0,0,0,8,0,0,0,0,0,11,0,0,0,5,11,0,3,3,0,25,0,0,0,0,0,11,17,6,8,49,0,10,3,11,9,9,13,6,0,63,0,0,0,26,13,11,6,3,0,69,0,0,0,6,0,4,3,0,0,15,0,0,0,14,6,8,3,0,0,30
LGA14170,0,0,0,9,0,3,0,0,0,17,4387,7867,7181,19359,7369,5128,3125,1164,307,55880,0,11,19,92,26,13,4,0,0,161,0,0,0,29,10,17,6,4,3,68,0,12,21,247,30,21,6,0,0,339,0,0,0,17,9,16,13,6,0,51,7,14,9,141,61,36,22,0,0,289,0,3,0,85,40,26,23,12,9,193,3,64,158,823,281,506,288,132,91,2344,0,0,4,19,18,28,20,42,9,141,0,0,5,24,14,17,43,31,14,144,36,198,184,1578,1151,761,487,204,42,4637,0,4,5,86,38,39,32,18,4,224,0,3,12,176,52,40,8,7,0,300,0,12,9,142,75,54,50,39,19,397,0,3,13,47,56,114,158,412,232,1038,9,22,47,193,66,70,64,13,6,479,6,45,62,671,99,57,49,36,10,1036,0,0,35,177,63,28,35,17,0,361,0,0,10,113,15,23,8,8,0,176
LGA14220,0,0,0,0,0,0,0,0,0,0,486,1064,899,1434,834,984,880,520,132,7236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,20,33,24,8,110,0,0,5,49,0,0,0,0,0,53,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,18,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14300,0,0,0,0,0,0,0,0,0,0,158,343,372,894,415,387,309,161,37,3069,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,45,4,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,13,15,9,9,5,47,0,0,0,35,4,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
LGA14350,0,0,0,0,0,0,0,0,0,0,728,1560,1476,2654,1461,1897,1956,923,259,12910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,16,0,0,3,0,0,0,3,0,0,5,0,0,0,20,15,12,3,0,0,48,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,20,22,94,113,90,20,365,0,0,5,5,0,3,5,0,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,9,11,20,7,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,23,6,0,4,0,0,40,0,0,0,3,0,0,3,0,0,6,0,0,0,0,3,0,0,0,0,3
LGA14400,0,0,0,0,0,0,0,0,0,0,573,1282,1058,1840,1041,1246,1272,666,204,9191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,7,0,0,29,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,3,8,4,0,30,0,0,0,0,6,0,4,3,0,10,0,0,0,0,0,0,3,3,0,13,3,14,18,52,79,141,141,109,29,581,0,0,0,3,0,0,3,0,0,7,0,0,0,7,0,3,0,0,0,9,0,0,4,6,4,13,24,15,0,59,0,0,0,0,0,0,5,4,4,11,0,3,0,5,0,0,5,0,0,9,0,0,0,4,6,3,0,0,0,18,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA14500,0,0,0,0,7,6,0,0,0,8,2674,7421,6161,5106,3882,3343,2491,1945,932,33956,0,0,5,12,11,6,0,0,0,37,0,0,0,3,0,4,3,0,0,7,0,4,3,47,13,7,0,3,0,80,0,0,0,6,5,3,0,0,0,7,4,16,17,38,59,29,20,13,3,201,0,0,0,11,16,6,3,9,0,56,38,477,407,2155,782,729,569,213,80,5450,0,0,0,3,6,4,11,12,4,55,0,0,0,12,4,12,23,18,9,80,24,282,380,439,749,655,378,336,162,3405,0,0,0,19,16,21,17,8,0,81,0,5,8,47,19,18,7,7,0,108,0,19,3,48,61,31,35,50,21,264,0,0,0,3,6,13,11,11,12,61,14,203,128,443,265,269,293,55,23,1698,4,65,57,523,279,199,108,79,29,1332,0,6,7,72,57,25,36,29,7,237,0,32,32,311,137,99,73,39,13,742
LGA14550,0,0,0,0,0,0,0,0,0,0,175,472,363,626,427,710,635,232,70,3706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,36,45,25,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,6,12,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA14600,0,0,0,0,0,0,0,0,0,0,168,410,258,526,278,344,318,158,65,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14650,0,0,0,6,0,0,0,0,0,11,5923,12890,11460,20786,11092,10801,9416,5387,1757,89514,0,0,4,33,6,0,0,0,0,51,0,0,0,4,0,9,9,0,0,25,0,5,0,34,9,0,0,0,0,51,0,0,0,11,8,8,8,0,0,31,3,3,10,45,38,20,25,3,3,155,0,0,0,13,6,5,12,5,0,45,0,11,17,108,29,29,36,21,8,262,0,0,0,8,11,16,13,19,3,74,0,0,0,11,4,8,12,8,3,52,10,110,100,353,356,555,585,497,147,2706,0,0,0,31,19,20,10,6,5,89,0,10,6,15,6,13,8,0,5,59,0,12,3,30,28,35,151,115,22,409,0,0,0,0,3,9,25,19,14,63,0,4,0,16,12,8,9,4,0,66,3,25,47,272,84,39,29,32,15,546,0,5,11,37,10,8,3,4,0,78,0,0,0,27,5,3,6,0,0,52
LGA14700,0,0,0,4,0,3,0,0,0,5,1113,2047,1681,3040,1326,1044,712,430,99,11491,0,0,5,20,5,3,0,0,0,33,0,0,0,5,0,3,0,0,0,7,3,4,3,79,3,0,0,0,0,99,0,3,0,0,3,0,0,0,0,8,3,3,0,33,19,10,6,3,0,83,0,0,3,15,3,0,6,0,0,31,0,25,33,363,80,100,83,43,13,751,0,0,0,3,0,11,9,10,5,31,0,3,0,12,0,6,10,5,4,49,5,73,67,274,214,140,111,77,27,1005,0,0,0,16,3,3,0,4,0,30,0,0,7,40,7,3,3,0,0,67,0,0,6,22,14,7,11,9,6,77,0,0,0,9,0,4,9,7,5,32,7,28,20,125,49,42,32,19,0,320,4,34,22,371,70,17,21,14,0,551,0,0,4,47,11,5,3,0,0,83,0,3,12,152,28,36,20,14,0,263
LGA14750,0,7,0,4,5,0,0,0,0,14,326,746,670,909,551,609,437,239,69,4550,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,22,7,3,0,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,12,5,3,43,0,4,5,7,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,53,6,9,3,0,0,76,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA14850,0,0,0,0,5,0,0,0,0,0,1004,2526,2288,3829,2304,2559,2142,886,290,17830,0,4,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,6,6,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,9,16,13,4,3,0,52,0,0,0,4,0,5,0,0,0,11,0,0,0,14,0,4,0,3,0,24,0,0,0,0,0,0,0,3,0,6,0,8,0,5,0,0,0,0,0,15,0,9,14,73,90,150,135,88,19,581,0,0,4,9,0,3,5,0,0,24,0,0,0,14,12,9,0,7,0,37,0,6,0,18,13,34,23,15,5,110,0,0,0,0,0,0,5,0,0,3,0,3,0,4,5,8,0,0,0,11,0,0,11,65,8,5,11,0,0,101,0,0,0,4,0,0,5,0,0,11,0,0,0,9,0,0,0,0,0,12
LGA14870,0,0,0,0,0,0,0,0,0,0,457,1143,1032,1915,1069,1250,1064,561,144,8638,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,9,0,0,0,6,3,8,5,0,0,34,0,0,0,0,0,6,3,4,0,18,0,0,0,0,0,0,4,0,0,4,0,0,4,8,30,66,71,60,11,249,0,0,0,5,6,0,7,0,0,10,0,0,0,5,0,3,0,0,0,6,0,0,0,0,0,8,19,16,3,50,0,0,0,4,0,0,3,0,3,11,0,0,0,0,4,0,4,0,0,12,3,0,7,24,5,7,0,0,0,49,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,4,0,0,6
LGA14900,0,0,11,106,19,20,14,0,0,174,8013,14764,12300,14053,4970,3448,1759,943,287,60539,0,24,34,394,117,68,45,10,0,687,0,10,14,238,121,171,107,52,4,710,0,0,3,30,7,9,8,0,0,61,4,18,49,331,227,164,117,31,6,946,0,6,6,23,24,4,0,0,0,77,0,5,4,120,119,150,116,73,16,605,0,33,52,472,214,280,199,67,26,1353,0,3,5,159,123,172,173,104,42,778,8,81,69,290,126,165,103,65,13,922,0,50,33,133,136,208,160,105,46,876,5,54,149,1097,693,714,367,121,21,3221,0,5,4,28,10,13,4,3,0,60,0,8,13,37,28,26,48,35,18,211,0,7,17,54,30,93,105,123,30,469,0,8,7,99,38,35,37,9,0,230,17,172,313,1542,626,417,178,61,11,3337,3,18,36,210,63,52,65,20,0,470,0,20,46,236,78,82,35,24,0,528
LGA14920,0,0,0,0,0,0,0,0,0,0,184,434,343,595,388,487,441,221,52,3155,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,22,17,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14950,0,0,0,0,0,0,0,0,0,0,100,223,147,224,162,231,200,102,37,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,0,0,0,4,0,0,0,0,0,10,3064,6250,5068,10278,4457,3984,3175,1554,377,38212,0,0,9,22,8,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,5,0,13,5,9,5,0,0,46,0,0,0,3,7,0,4,4,0,20,0,6,3,33,14,11,16,6,0,80,0,0,0,0,6,3,3,3,0,15,0,0,3,3,0,0,0,4,0,14,0,20,29,115,126,167,184,128,33,807,0,4,3,26,10,0,0,0,0,43,0,0,0,3,7,0,0,0,0,11,0,0,0,9,11,16,69,21,0,129,0,0,4,0,0,0,6,0,0,14,0,0,3,17,5,5,7,0,0,35,3,24,20,278,48,21,10,7,0,417,0,0,3,3,4,0,0,0,0,18,0,4,0,11,4,0,0,0,0,18
LGA15240,0,0,0,0,0,0,0,0,0,0,1803,4720,3840,6347,4379,5914,6841,3767,1134,38746,0,0,0,9,4,0,0,0,0,12,0,0,0,4,0,0,0,0,0,3,0,0,0,15,0,3,0,0,0,20,0,0,0,4,5,0,3,0,0,7,0,0,0,10,6,14,8,5,0,57,0,0,0,3,0,3,4,0,0,19,0,3,4,18,6,13,11,3,0,58,0,0,0,3,3,6,6,13,3,29,0,3,0,10,3,6,5,6,0,36,0,16,13,83,109,332,501,440,102,1594,0,0,0,0,3,9,4,0,0,22,3,0,0,7,3,13,7,4,0,41,0,0,3,3,18,32,67,57,14,200,0,0,0,0,3,7,8,8,4,29,0,0,6,6,4,0,3,0,3,23,4,14,9,100,19,5,13,7,7,167,0,0,0,13,0,6,0,0,4,29,0,0,0,0,4,0,3,0,0,9
LGA15270,0,0,0,0,0,0,0,0,0,0,722,1684,1232,2462,1397,1427,1191,634,156,10900,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,4,6,0,0,14,0,0,0,0,0,0,0,0,0,5,0,7,5,31,43,61,69,63,21,301,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,10,0,0,0,3,0,4,3,7,0,20,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,18,5,0,0,4,0,34,0,0,0,3,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA15300,0,0,0,0,0,0,0,0,0,0,371,684,534,1053,610,643,446,249,67,4671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,7,9,5,0,42,0,3,4,5,0,5,4,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,21,0,0,0,0,0,29,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
LGA15350,0,0,0,0,0,0,0,0,0,0,547,1284,1106,1633,1024,931,781,582,200,8083,0,0,0,9,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,8,4,60,8,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,5,5,12,13,17,7,0,0,61,0,0,0,6,3,4,0,0,0,13,5,23,27,87,48,41,29,13,9,278,0,0,0,4,0,12,0,8,3,26,0,0,0,4,0,0,7,9,7,22,13,111,111,224,269,239,149,118,32,1270,0,0,0,7,3,5,0,0,0,21,0,8,7,38,17,13,3,4,0,92,0,4,7,26,16,12,17,13,4,92,0,0,0,0,0,0,3,0,7,17,4,25,17,22,18,9,9,4,5,108,0,0,5,53,20,18,12,5,5,119,0,0,0,7,8,0,0,0,0,26,0,0,0,18,3,6,5,0,0,39
LGA15520,0,0,0,0,0,0,0,0,0,0,335,680,512,970,642,772,867,473,127,5376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,6,21,40,31,4,112,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,27,0,0,0,7,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA15560,0,0,0,0,0,0,0,0,0,0,92,180,159,319,162,235,186,81,24,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15650,0,0,0,0,0,0,0,0,0,0,515,1148,901,1874,871,847,578,293,74,7105,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,6,3,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,11,8,33,27,11,3,96,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,34,3,5,4,0,0,57,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
