SAL_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SAL10619,9,3,0,0,0,0,0,11
SAL10620,3,0,0,0,0,0,0,3
SAL10621,0,0,0,0,0,0,0,0
SAL10622,52,15,3,0,0,0,0,70
SAL10623,8,0,0,0,0,0,0,8
SAL10624,0,0,0,0,0,0,0,0
SAL10625,21,3,0,0,0,0,0,23
SAL10626,24,7,0,0,0,0,0,36
SAL10627,12,0,0,0,0,0,0,12
SAL10628,3,0,0,0,0,0,0,3
SAL10629,0,0,0,0,0,0,0,0
SAL10630,8,0,0,0,0,0,0,8
SAL10631,13,0,0,0,0,0,0,13
SAL10632,7,0,0,0,0,0,0,7
SAL10633,0,0,0,0,0,0,0,0
SAL10634,3,0,0,0,0,0,0,3
SAL10635,0,0,0,0,0,0,0,0
SAL10636,0,0,0,0,0,0,0,0
SAL10637,0,0,0,0,0,0,0,0
SAL10638,23,5,3,0,0,0,0,32
SAL10639,227,42,25,6,0,0,0,295
SAL10640,0,0,0,0,0,0,0,0
SAL10641,5,0,0,0,0,0,0,11
SAL10642,293,48,15,8,0,0,3,366
SAL10643,10,0,0,0,0,0,0,10
SAL10644,3,0,0,0,0,0,0,3
SAL10645,16,0,0,0,0,0,0,22
SAL10646,83,14,8,0,0,0,5,103
SAL10647,0,0,0,0,0,0,0,0
SAL10648,40,9,3,0,0,0,0,62
SAL10649,0,0,0,0,0,0,0,0
SAL10650,0,0,0,0,0,0,0,0
SAL10651,0,0,0,0,0,0,0,0
SAL10652,9,0,0,0,0,0,0,9
SAL10653,139,12,8,0,0,0,0,161
SAL10654,9,0,0,0,0,0,0,9
SAL10655,12,0,0,0,0,0,0,12
SAL10656,3,0,0,0,0,0,0,3
SAL10657,6,0,0,0,0,0,0,16
SAL10658,0,0,0,0,0,0,0,0
SAL10659,918,69,19,6,0,0,3,1018
SAL10660,4,0,0,0,0,0,0,4
SAL10661,6,0,0,0,0,0,0,6
SAL10662,6,0,0,0,0,0,0,6
SAL10663,8,4,0,0,0,0,0,13
SAL10664,0,0,0,0,0,0,0,0
SAL10665,8,0,0,0,0,0,0,5
SAL10666,8,0,0,0,0,0,0,8
SAL10667,198,12,4,3,0,0,0,221
SAL10668,45,8,5,4,0,0,0,55
SAL10669,204,14,7,3,0,0,0,232
SAL10670,4,0,0,0,0,0,0,4
SAL10671,3,0,0,0,0,0,0,3
SAL10672,4,0,0,0,0,0,0,4
SAL10673,9,3,0,0,0,0,0,12
SAL10674,0,0,0,0,0,0,0,3
SAL10675,6,0,0,0,0,0,0,11
SAL10676,0,0,0,0,0,0,0,0
SAL10677,6,0,0,0,0,0,0,8
SAL10678,0,4,0,0,0,0,0,6
SAL10679,574,34,6,14,3,0,0,634
SAL10680,9,0,0,0,0,0,0,10
SAL10681,589,78,30,9,3,0,0,714
SAL10682,26,8,5,0,0,0,0,36
SAL10683,25,0,0,0,0,0,0,23
SAL10684,16,3,0,0,0,0,0,15
SAL10685,13,0,0,0,0,0,0,13
SAL10686,4,0,0,0,0,0,0,11
SAL10687,10,0,0,0,0,0,0,12
SAL10688,23,3,0,0,0,0,0,23
SAL10689,10,0,0,0,0,0,0,11
SAL10690,7,0,0,0,0,0,0,10
SAL10691,3,0,0,0,0,0,0,0
SAL10692,6,0,0,0,0,0,0,6
SAL10693,98,20,3,3,0,0,5,128
SAL10694,93,8,0,0,0,0,0,106
SAL10695,0,0,0,0,0,0,0,4
SAL10696,9,0,0,0,0,0,0,8
SAL10697,9,0,0,0,0,0,0,12
SAL10698,237,29,7,7,0,0,0,276
SAL10699,3,0,0,0,0,0,0,3
SAL10700,4,0,0,0,0,0,0,4
SAL10701,5,0,0,0,0,0,0,5
SAL10702,552,32,14,0,0,0,0,611
SAL10703,36,4,0,0,0,0,0,37
SAL10704,7,0,0,0,0,0,0,7
SAL10705,33,4,3,0,0,0,0,34
SAL10706,18,4,0,0,0,0,0,19
SAL10707,14,3,0,0,0,0,0,22
SAL10708,10,6,0,0,0,0,0,12
SAL10709,141,22,8,0,0,0,0,175
SAL10710,83,7,5,0,0,0,0,94
SAL10711,5,0,0,0,0,0,0,3
SAL10712,23,0,0,0,0,0,0,24
SAL10713,42,3,5,0,0,0,0,45
SAL10714,14,0,0,0,0,0,0,14
SAL10715,0,0,0,0,0,0,0,0
SAL10716,1334,107,17,15,0,0,8,1483
SAL10717,125,8,0,0,0,0,0,139
SAL10718,411,33,13,12,0,0,5,476
SAL10719,5,0,0,0,0,0,0,0
SAL10720,0,0,0,0,0,0,0,4
SAL10721,123,15,8,3,0,0,0,153
SAL10722,3,0,0,0,0,0,0,7
SAL10723,22,4,4,0,0,0,0,28
SAL10724,235,28,20,3,0,0,0,281
SAL10725,37,3,0,0,0,0,0,46
SAL10726,0,0,0,0,0,0,0,0
SAL10727,12,0,0,0,0,0,0,12
SAL10728,0,0,0,0,0,0,0,0
SAL10729,4,0,0,0,0,0,0,3
SAL10730,0,0,0,0,0,0,0,0
SAL10731,348,48,17,0,0,0,0,405
SAL10732,6,0,0,0,0,0,0,6
SAL10733,157,24,8,0,0,0,0,188
SAL10734,227,18,3,0,0,0,0,251
SAL10735,0,0,0,0,0,0,0,5
SAL10736,0,0,0,0,0,0,0,0
SAL10737,0,0,0,0,0,0,0,0
SAL10738,1862,234,70,54,9,0,21,2246
SAL10739,797,61,29,18,4,5,10,918
SAL10740,0,0,0,0,0,0,0,0
SAL10741,546,40,17,10,0,0,0,605
SAL10742,4,0,0,0,0,0,0,4
SAL10743,0,0,0,0,0,0,0,0
SAL10744,18,0,0,0,0,0,0,21
SAL10745,8,0,0,0,0,0,0,8
SAL10746,0,0,0,0,0,0,0,0
SAL10747,417,62,40,6,0,0,5,519
SAL10748,0,0,0,0,0,0,0,0
SAL10749,397,61,28,4,0,0,0,493
SAL10750,6,0,0,0,0,0,0,4
SAL10751,11,0,0,0,0,0,0,14
SAL10752,0,0,0,0,0,0,0,4
SAL10753,9,0,0,0,0,0,0,5
SAL10754,0,0,0,0,0,0,0,0
SAL10755,0,0,0,0,0,0,0,0
SAL10756,173,30,10,0,0,0,4,220
SAL10757,40,5,4,0,0,0,0,47
SAL10758,12,0,0,0,0,0,0,11
SAL10759,7,0,0,0,0,0,0,7
SAL10760,0,0,0,0,0,0,0,0
SAL10761,11,0,0,0,0,0,0,10
SAL10762,24,4,0,0,0,0,0,28
SAL10763,152,14,5,4,0,0,0,174
SAL10764,4,0,0,0,0,0,0,5
SAL10765,0,0,0,0,0,0,0,0
SAL10766,221,23,16,4,0,0,0,270
SAL10767,570,75,51,6,0,0,3,712
SAL10768,0,0,0,0,0,0,0,0
SAL10769,310,38,21,3,0,0,5,368
SAL10770,9,4,0,0,0,0,0,14
SAL10771,331,21,17,3,0,0,0,377
SAL10772,545,51,20,0,0,0,7,624
SAL10773,0,0,0,0,0,0,0,0
SAL10774,1325,173,80,11,3,0,4,1607
SAL10775,3,0,0,0,0,0,0,4
SAL10776,3,0,0,0,0,0,0,5
SAL10777,747,66,11,4,0,0,0,832
SAL10778,3,0,0,0,0,0,0,3
SAL10779,1435,153,64,19,4,0,11,1693
SAL10780,454,30,11,3,0,0,0,497
SAL10781,2335,183,42,26,7,0,8,2605
SAL10782,0,0,0,0,0,0,0,0
SAL10783,12,0,0,0,0,0,0,11
SAL10784,174,11,5,0,0,0,0,190
SAL10785,4,0,0,0,0,0,0,4
SAL10786,8,0,0,0,0,0,0,9
SAL10787,64,8,3,0,0,0,4,76
SAL10788,0,0,0,0,0,0,0,3
SAL10789,99,6,4,0,0,0,3,106
SAL10790,1302,123,53,37,11,0,9,1530
SAL10791,1043,85,44,22,6,6,6,1215
SAL10792,54,4,6,0,0,0,0,66
SAL10793,25,0,0,0,0,0,0,24
SAL10794,5,0,0,0,0,0,0,5
SAL10795,175,26,13,0,0,0,0,217
SAL10796,938,61,15,11,0,0,7,1034
SAL10797,47,14,4,0,0,0,5,75
SAL10798,43,0,4,0,0,0,0,50
SAL10799,0,0,0,0,0,0,0,0
SAL10800,0,0,0,0,0,0,0,0
SAL10801,5,3,0,0,0,0,0,8
SAL10802,0,0,0,0,0,0,0,0
SAL10803,43,8,4,0,0,0,0,60
SAL10804,6,0,0,0,0,0,0,3
SAL10805,16,0,0,0,0,0,0,18
SAL10806,0,0,0,0,0,0,0,0
SAL10807,21,5,0,0,0,0,0,25
SAL10808,565,71,28,8,0,0,0,667
SAL10809,131,23,10,0,0,0,0,166
SAL10810,304,35,20,6,0,0,0,364
SAL10811,56,4,10,0,0,0,0,71
SAL10812,63,3,5,0,0,0,3,80
SAL10813,20,0,0,0,0,0,0,18
SAL10814,1246,161,47,8,0,0,0,1467
SAL10815,1832,141,51,11,0,0,4,2037
SAL10816,4,0,0,0,0,0,0,5
SAL10817,4166,243,65,44,3,0,3,4518
SAL10818,1273,60,19,17,0,0,4,1372
SAL10819,561,22,10,3,0,0,0,591
SAL10820,0,0,0,0,0,0,0,0
SAL10821,14,0,0,0,0,0,0,17
SAL10822,17,0,0,0,0,0,0,15
SAL10823,0,0,0,0,0,0,0,0
SAL10824,0,0,0,0,0,0,0,0
SAL10825,301,23,7,3,0,0,4,339
SAL10826,16,4,0,0,0,0,0,24
SAL10827,12,3,0,0,0,0,0,15
SAL10828,0,0,0,0,0,0,0,0
SAL10829,136,29,8,0,0,0,0,168
SAL10830,5,0,0,0,0,0,0,3
SAL10831,30,3,0,0,0,0,0,31
SAL10832,5,0,0,0,0,0,0,5
SAL10833,12,0,0,0,0,0,0,19
SAL10834,0,0,0,0,0,0,0,0
SAL10835,0,0,0,0,0,0,0,5
SAL10836,179,6,3,0,0,0,0,187
SAL10837,225,14,7,6,0,0,3,255
SAL10838,12,3,4,0,0,0,0,20
SAL10839,3,0,0,0,0,0,0,3
SAL10840,180,24,11,0,0,0,0,211
SAL10841,0,0,0,0,0,0,0,0
SAL10842,673,95,70,16,5,0,11,869
SAL10843,23,0,0,0,0,0,0,26
SAL10844,395,21,12,0,0,0,0,428
SAL10845,22,3,0,0,0,0,0,22
SAL10846,5922,358,87,46,3,0,7,6423
SAL10847,16,3,0,0,0,0,0,13
SAL10848,453,32,8,0,0,0,3,492
SAL10849,162,9,5,0,0,0,0,174
SAL10850,410,46,8,4,0,0,0,474
SAL10851,2159,156,62,23,0,0,9,2410
SAL10852,144,27,16,0,0,0,5,194
SAL10853,0,0,0,0,0,0,0,0
SAL10854,10,0,0,0,0,0,0,12
SAL10855,343,23,5,4,0,0,0,379
SAL10856,127,14,0,0,0,0,0,149
SAL10857,7,0,0,0,0,0,0,7
SAL10858,150,16,0,0,0,0,0,171
SAL10859,0,0,0,0,0,0,0,0
SAL10860,4,0,0,0,0,0,0,7
SAL10861,389,40,14,4,0,0,3,458
SAL10862,50,7,3,0,0,0,0,62
SAL10863,10,0,0,0,0,0,0,8
SAL10864,1015,62,24,18,3,0,6,1125
SAL10865,115,0,0,0,0,0,0,113
SAL10866,15,4,0,0,0,0,0,18
SAL10867,0,0,0,0,0,0,0,0
SAL10868,0,0,0,0,0,0,0,0
SAL10869,27,10,0,0,0,0,5,43
SAL10870,15,0,0,0,0,0,0,16
SAL10871,0,0,0,0,0,0,0,0
SAL10872,166,17,0,0,0,0,0,188
SAL10873,6,0,0,0,0,0,0,6
SAL10874,8,0,0,0,0,0,0,8
SAL10875,29,3,0,0,0,0,0,34
SAL10876,13,0,0,0,0,0,0,23
SAL10877,944,158,94,20,0,4,23,1248
SAL10878,0,0,0,0,0,0,0,0
SAL10879,152,27,16,0,3,0,5,204
SAL10880,5,0,0,0,0,0,0,11
SAL10881,3,0,0,0,0,0,0,6
SAL10882,4,0,0,0,0,0,0,3
SAL10883,0,0,0,0,0,0,0,0
SAL10884,1368,156,65,7,4,0,10,1614
SAL10885,3,0,0,0,0,0,0,3
SAL10886,14,0,0,0,0,0,0,15
SAL10887,3,0,0,0,0,0,0,3
SAL10888,186,36,13,0,0,0,6,248
SAL10889,5,0,0,0,0,0,0,0
SAL10890,7,0,0,0,0,0,0,6
SAL10891,2915,188,37,22,4,0,3,3171
SAL10892,228,13,8,0,0,0,0,249
SAL10893,11,0,0,0,0,0,0,12
SAL10894,15,0,0,0,0,0,0,15
SAL10895,339,27,4,0,0,0,0,374
SAL10896,5,0,0,0,0,0,0,8
SAL10897,3106,155,43,17,0,0,0,3332
SAL10898,1520,104,54,31,0,0,5,1706
SAL10899,0,0,0,0,0,0,0,0
SAL10900,484,28,10,0,0,0,4,532
SAL10901,0,0,0,0,0,0,0,3
SAL10902,34,5,0,0,0,0,0,37
SAL10903,14,0,0,0,0,0,0,12
SAL10904,70,17,6,3,0,0,0,87
SAL10905,0,0,0,0,0,0,0,0
SAL10906,179,13,3,0,0,0,0,194
SAL10907,1228,89,35,11,0,0,0,1360
SAL10908,663,91,46,3,0,0,0,802
SAL10909,304,21,8,0,0,0,0,335
SAL10910,196,25,9,3,0,0,7,235
SAL10911,87,14,6,4,0,0,3,110
SAL10912,0,0,0,0,0,0,0,0
SAL10913,0,0,0,0,0,0,0,0
SAL10914,122,15,0,0,0,0,0,136
SAL10915,16,0,0,0,0,0,0,12
SAL10916,0,0,0,0,0,0,0,0
SAL10917,733,71,21,15,4,0,0,839
SAL10918,20,3,0,0,0,0,0,28
SAL10919,247,36,20,5,0,0,8,315
SAL10920,13,0,0,0,0,0,0,15
SAL10921,68,5,0,0,0,0,0,74
SAL10922,74,7,0,0,0,0,0,83
SAL10923,221,14,17,6,4,0,0,264
SAL10924,11,5,0,0,0,0,0,16
SAL10925,4,0,0,0,0,0,0,10
SAL10926,0,0,0,0,0,0,0,0
SAL10927,207,10,4,6,0,0,0,221
SAL10928,30,0,0,0,0,0,0,28
SAL10929,7,0,0,0,0,0,0,7
SAL10930,4,0,0,0,0,0,0,6
SAL10931,214,45,28,5,0,0,3,289
SAL10932,6,0,0,0,0,0,0,6
SAL10933,114,12,3,0,0,0,0,136
SAL10934,252,16,14,0,0,0,0,276
SAL10935,28,9,0,0,0,0,0,36
SAL10936,0,0,0,0,0,0,0,0
SAL10937,605,28,7,3,0,0,3,655
SAL10938,93,5,0,3,0,0,0,103
SAL10939,16,5,0,0,0,0,0,18
SAL10940,0,0,0,0,0,0,0,0
SAL10941,19,4,0,0,0,0,0,21
SAL10942,180,21,4,0,0,0,0,208
SAL10943,22,0,0,0,0,0,0,26
SAL10944,14,3,0,0,0,0,0,14
SAL10945,0,0,0,0,0,0,0,0
SAL10946,26,9,0,0,0,0,0,28
SAL10947,3,0,0,0,0,0,0,9
SAL10948,248,43,22,0,0,0,7,328
SAL10949,5,0,0,0,0,0,6,8
SAL10950,44,8,6,0,0,0,0,61
SAL10951,7,0,0,0,0,0,0,7
SAL10952,11,3,0,0,0,0,0,13
SAL10953,518,66,26,0,0,0,7,615
SAL10954,0,0,0,0,0,0,0,0
SAL10955,3,0,0,0,0,0,0,3
SAL10956,0,0,0,0,0,0,0,0
SAL10957,8,0,0,0,0,0,0,8
SAL10958,13,0,0,0,0,0,0,16
SAL10959,1809,277,129,27,3,0,27,2272
SAL10960,0,0,0,0,0,0,0,0
SAL10961,0,0,0,0,0,0,0,0
SAL10962,0,0,0,0,0,0,0,0
SAL10963,0,0,6,0,0,0,0,3
SAL10964,116,8,3,0,0,0,0,128
SAL10965,797,52,22,22,0,0,0,898
SAL10966,179,11,0,0,0,0,0,192
SAL10967,3,0,0,0,0,0,0,9
SAL10968,10,6,0,0,0,0,0,8
SAL10969,30,4,3,0,0,0,0,39
SAL10970,838,70,22,5,0,0,3,936
SAL10971,750,49,10,5,0,0,4,818
SAL10972,47,8,5,0,0,0,0,51
SAL10973,5,0,0,0,0,0,0,11
SAL10974,0,0,0,0,0,0,0,0
SAL10975,20,0,0,0,0,0,0,22
SAL10976,24,5,0,0,0,0,0,32
SAL10977,9,0,0,0,0,0,0,9
SAL10978,14,4,0,0,0,0,0,18
SAL10979,51,4,0,0,0,0,0,56
SAL10980,0,0,0,0,0,0,0,0
SAL10981,3,0,0,0,0,0,0,8
SAL10982,0,0,0,0,0,0,0,0
SAL10983,3,0,0,0,0,0,0,6
SAL10984,43,0,0,0,0,0,0,41
SAL10985,211,14,10,4,0,0,4,241
SAL10986,0,0,0,0,0,0,0,0
SAL10987,835,88,52,14,0,0,11,1001
SAL10988,0,0,0,0,0,0,0,3
SAL10989,14,0,0,0,0,0,0,11
SAL10990,6,0,0,0,0,0,0,4
SAL10991,0,0,0,0,0,0,0,0
SAL10992,27,3,0,0,0,0,0,30
SAL10993,8,0,0,0,0,0,0,8
SAL10994,0,0,0,0,0,0,0,0
SAL10995,0,0,0,0,0,0,0,6
SAL10996,655,34,10,0,0,0,0,701
SAL10997,9,0,0,0,0,0,0,9
SAL10998,8,3,0,0,0,0,0,10
SAL10999,1985,98,31,16,0,0,3,2134
SAL11000,820,51,17,7,0,0,0,889
SAL11001,1547,86,45,37,3,0,0,1722
SAL11002,249,25,8,4,0,0,8,290
SAL11003,24,4,6,0,0,0,0,36
SAL11004,0,0,0,0,0,0,0,0
SAL11005,34,4,0,0,0,0,0,40
SAL11006,32,3,0,0,0,0,0,39
SAL11007,18,5,0,0,0,0,0,19
SAL11008,22,5,0,0,0,0,0,28
SAL11009,0,0,0,0,0,0,0,6
SAL11010,204,12,4,0,0,0,0,217
SAL11011,20,0,0,0,0,0,0,19
SAL11012,25,6,0,0,0,0,0,37
SAL11013,429,28,6,0,0,0,0,468
SAL11014,452,32,10,5,0,0,0,498
SAL11015,1224,82,25,4,0,0,0,1333
SAL11016,21,4,4,0,0,0,0,22
SAL11017,9,0,0,0,0,0,0,9
SAL11018,43,6,3,0,0,0,0,58
SAL11019,211,29,6,0,0,0,0,249
SAL11020,3,0,0,0,0,0,0,3
SAL11021,3,0,0,0,0,0,0,3
SAL11022,25,0,3,0,0,0,0,28
SAL11023,21,4,0,0,0,0,0,27
SAL11024,93,11,0,0,0,0,3,110
SAL11025,197,24,11,4,0,0,3,242
SAL11026,31,3,0,0,0,0,0,37
SAL11027,0,0,0,0,0,0,0,0
SAL11028,6,0,0,0,0,0,0,5
SAL11029,0,0,0,0,0,0,0,0
SAL11030,0,0,0,0,0,0,0,0
SAL11031,8,0,0,0,0,0,0,13
SAL11032,16,6,0,3,0,0,0,32
SAL11033,4,0,0,0,0,0,0,5
SAL11034,0,0,0,0,0,0,0,0
SAL11035,0,0,0,0,0,0,0,0
SAL11036,493,74,35,0,0,0,0,610
SAL11037,16,0,0,0,0,0,0,16
SAL11038,30,3,0,0,0,0,6,39
SAL11039,0,0,0,0,0,0,0,0
SAL11040,0,0,0,0,0,0,0,0
SAL11041,60,13,4,0,0,0,4,80
SAL11042,4,0,0,0,0,0,0,4
SAL11043,204,25,11,3,0,0,3,249
SAL11044,143,14,6,7,0,0,6,180
SAL11045,0,0,0,0,0,0,0,0
SAL11046,36,0,3,0,0,0,0,44
SAL11047,50,10,6,0,0,0,0,64
SAL11048,16,0,0,0,0,0,0,16
SAL11049,41,0,4,0,0,0,0,44
SAL11050,0,0,0,0,0,0,0,0
SAL11051,41,5,0,0,0,0,0,49
SAL11052,705,92,47,7,6,0,8,855
SAL11053,460,68,18,9,0,0,17,569
SAL11054,12,0,0,0,0,0,0,18
SAL11055,13,5,0,0,0,0,0,13
SAL11056,327,35,10,0,0,0,0,373
SAL11057,9,0,0,0,0,0,0,11
SAL11058,3,0,0,0,0,0,0,4
SAL11059,4,0,0,0,0,0,0,4
SAL11060,14,4,0,0,0,0,0,14
SAL11061,3,0,0,0,0,0,0,3
SAL11062,0,0,0,0,0,0,0,0
SAL11063,77,14,9,6,5,0,0,110
SAL11064,6,0,0,0,0,0,0,8
SAL11065,73,7,6,0,0,0,0,92
SAL11066,0,0,0,0,0,0,0,0
SAL11067,0,0,0,0,0,0,0,0
SAL11068,12,0,0,0,0,0,0,17
SAL11069,0,0,0,0,0,0,0,0
SAL11070,684,44,20,0,0,0,3,751
SAL11071,7,0,0,0,0,0,0,7
SAL11072,10,0,0,0,0,0,0,16
SAL11073,159,21,17,3,0,0,0,203
SAL11074,7,0,0,0,0,0,0,12
SAL11075,479,72,34,4,0,0,4,592
SAL11076,31,4,0,0,0,0,0,38
SAL11077,3,0,0,0,0,0,0,3
SAL11078,4,0,0,0,0,0,0,4
SAL11079,3,0,0,0,0,0,0,11
SAL11080,366,53,27,0,3,4,4,452
SAL11081,0,0,0,0,0,0,0,0
SAL11082,698,60,26,5,0,0,8,799
SAL11083,3,0,0,0,0,0,0,3
SAL11084,0,0,0,0,0,0,0,0
SAL11085,6,0,0,0,0,0,0,5
SAL11086,5,5,0,0,0,0,0,4
SAL11087,6,0,0,0,0,0,0,6
SAL11088,0,0,0,0,0,0,0,0
SAL11089,4,0,0,0,0,0,0,4
SAL11090,4,0,5,0,0,0,0,15
SAL11091,0,0,0,0,0,0,0,0
SAL11092,3,0,0,0,0,0,0,3
SAL11093,33,0,0,0,0,0,0,37
SAL11094,81,12,7,0,0,0,0,109
SAL11095,4,0,0,0,0,0,0,7
SAL11096,0,0,0,0,0,0,0,0
SAL11097,85,3,9,0,0,0,0,98
SAL11098,5,0,0,0,0,0,0,3
SAL11099,739,85,51,11,6,0,3,901
SAL11100,4,3,0,0,0,0,0,8
SAL11101,0,0,0,0,0,0,0,0
SAL11102,25,5,0,0,0,0,0,33
SAL11103,16,0,0,0,0,0,0,17
SAL11104,0,0,0,0,0,0,0,6
SAL11105,1798,189,124,32,3,9,10,2151
SAL11106,0,0,0,0,0,0,0,0
SAL11107,9,0,0,0,0,0,0,15
SAL11108,0,0,0,0,0,0,0,0
SAL11109,5,3,0,0,0,0,0,6
SAL11110,3,0,0,0,0,0,0,9
SAL11111,0,0,0,0,0,0,0,0
SAL11112,0,0,0,0,0,0,0,0
SAL11113,1049,72,15,0,0,0,0,1150
SAL11114,194,24,5,0,0,0,0,218
SAL11115,117,7,3,4,0,0,5,134
SAL11116,439,24,22,4,0,0,0,493
SAL11117,219,16,10,0,0,0,0,248
SAL11118,0,0,0,0,0,0,0,0
SAL11119,1116,78,33,8,0,0,3,1245
SAL11120,1423,159,30,5,4,0,0,1617
SAL11121,6,0,0,0,0,0,0,7
SAL11122,19,0,0,0,0,0,0,19
SAL11123,7,0,0,0,0,0,0,7
SAL11124,203,30,16,4,0,0,0,253
SAL11125,10,4,4,0,0,0,0,17
SAL11126,12,0,0,0,0,0,0,19
SAL11127,0,0,0,0,0,0,0,6
SAL11128,55,5,3,6,0,0,0,75
SAL11129,69,12,4,0,0,0,0,90
SAL11130,0,0,0,0,0,0,0,0
SAL11131,4,0,0,0,0,0,0,4
SAL11132,442,35,4,0,0,0,0,489
SAL11133,8,0,0,0,0,0,0,10
SAL11134,0,0,0,0,0,0,0,0
SAL11135,1310,78,19,5,0,0,3,1414
SAL11136,1409,87,17,4,0,0,5,1528
SAL11137,4,0,0,0,0,0,0,6
SAL11138,5,0,0,0,0,0,0,5
SAL11139,24,4,0,0,0,0,0,30
SAL11140,3,0,0,0,0,0,0,3
SAL11141,54,6,0,0,0,0,0,60
SAL11142,8,0,0,0,0,0,0,10
SAL11143,3,0,0,0,0,0,0,3
SAL11144,102,14,5,5,0,0,0,127
SAL11145,35,0,0,0,0,0,0,40
SAL11146,18,3,0,0,0,0,0,20
SAL11147,197,28,14,0,0,0,3,244
SAL11148,125,20,6,3,0,0,3,160
SAL11149,8,0,0,0,0,0,0,14
SAL11150,10,0,0,0,0,0,0,10
SAL11151,0,0,0,0,0,0,0,0
SAL11152,6,0,0,0,0,0,0,3
SAL11153,0,0,0,0,0,0,0,0
SAL11154,0,0,0,0,0,0,0,0
SAL11155,277,30,13,4,0,0,0,325
SAL11156,0,0,0,0,0,0,0,4
SAL11157,23,3,0,0,0,0,0,26
SAL11158,0,0,0,0,0,0,0,0
SAL11159,9,0,0,0,0,0,0,13
SAL11160,42,7,5,0,0,0,0,56
SAL11161,0,0,0,0,0,0,0,0
SAL11162,160,18,18,0,0,0,3,202
SAL11163,3,0,0,0,0,0,0,5
SAL11164,6,0,0,0,0,0,0,9
SAL11165,14,0,0,0,0,0,0,14
SAL11166,4,0,0,0,0,0,0,4
SAL11167,9,0,0,0,0,0,0,9
SAL11168,332,22,8,4,0,0,5,364
SAL11169,3,0,0,0,0,0,0,3
SAL11170,69,10,5,0,0,0,0,89
SAL11171,49,4,0,0,0,0,0,53
SAL11172,3,0,0,0,0,0,0,3
SAL11173,36,4,0,0,0,0,0,45
SAL11174,0,0,0,0,0,0,0,0
SAL11175,24,5,0,0,0,0,0,27
SAL11176,699,65,41,7,0,0,0,823
SAL11177,32,6,0,0,0,0,0,35
SAL11178,19,0,0,0,0,0,0,19
SAL11179,24,0,0,0,0,0,0,30
SAL11180,5,0,0,0,0,0,0,5
SAL11181,0,0,0,0,0,0,0,0
SAL11182,4,0,0,0,0,0,0,6
SAL11183,8,0,0,0,0,0,0,10
SAL11184,5,0,0,0,0,0,0,5
SAL11185,5,0,0,0,0,0,0,5
SAL11186,55,3,0,0,0,0,0,56
SAL11187,0,0,0,0,0,0,0,4
SAL11188,0,0,0,0,0,0,0,0
SAL11189,25,0,0,0,0,0,0,30
SAL11190,59,7,0,0,0,0,0,63
SAL11191,19,4,0,0,0,0,0,32
SAL11192,132,18,7,0,0,0,0,158
SAL11193,0,0,0,0,0,0,0,0
SAL11194,3,0,0,0,0,0,0,3
SAL11195,18,3,0,0,0,0,0,24
SAL11196,24,0,0,0,0,0,0,25
SAL11197,16,0,0,0,0,0,0,21
SAL11198,4,0,0,0,0,0,0,4
SAL11199,5,0,0,0,0,0,0,3
SAL11200,29,0,0,0,0,0,0,34
SAL11201,11,0,0,0,0,0,0,10
SAL11202,0,0,0,0,0,0,0,0
SAL11203,1010,156,74,16,0,0,14,1269
SAL11204,44,0,7,0,0,0,0,49
SAL11205,7,0,0,0,0,0,0,10
SAL11206,14,0,3,0,0,0,0,19
SAL11207,21,3,0,0,0,0,0,21
SAL11208,3,3,0,0,0,0,0,3
SAL11209,5,0,0,0,0,0,0,5
SAL11210,15,0,0,0,0,0,0,15
SAL11211,13,7,0,0,0,0,0,17
SAL11212,248,23,3,3,0,0,0,286
SAL11213,325,24,5,0,0,0,0,354
SAL11214,30,11,0,0,0,0,0,38
SAL11215,82,6,5,0,0,0,0,95
SAL11216,78,5,7,0,0,0,0,89
SAL11217,0,0,0,0,0,0,0,0
SAL11218,13,0,0,0,0,0,0,13
SAL11219,14,0,0,0,0,0,0,12
SAL11220,88,7,3,0,0,0,0,103
SAL11221,413,32,10,0,0,0,3,459
SAL11222,3,0,0,0,0,0,0,3
SAL11223,223,26,19,8,0,0,0,283
SAL11224,19,8,0,0,0,0,0,31
SAL11225,9,0,0,0,0,0,0,10
SAL11226,355,33,21,8,0,0,3,423
SAL11227,0,0,0,0,0,0,0,0
SAL11228,0,0,0,0,0,0,0,0
SAL11229,2298,189,41,14,0,0,4,2544
SAL11230,5,0,0,0,0,0,0,5
SAL11231,6,6,0,0,0,0,0,8
SAL11232,3,0,0,0,0,0,0,3
SAL11233,24,0,3,0,0,0,0,28
SAL11234,13,0,0,0,0,0,0,13
SAL11235,16,3,0,0,0,0,0,20
SAL11236,48,5,0,0,0,0,0,58
SAL11237,1336,84,32,18,6,0,5,1470
SAL11238,31,6,0,0,0,0,0,44
SAL11239,512,64,41,9,0,0,13,644
SAL11240,531,24,6,3,0,0,0,563
SAL11241,359,18,4,0,0,0,3,378
SAL11242,158,6,0,0,0,0,0,166
SAL11243,137,31,17,0,6,0,0,194
