SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL12784,12,18,0,0,0,0,0,0,7,18,7,18,0,0,0,0,0,3,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43
SAL12785,68,140,3,31,19,115,3,25,64,274,92,442,16,86,10,34,66,230,94,350,190,798,0,0,4,20,5,3,13,36,17,59,3,15,6,13,24,66,34,92,52,158,9,14,310,1100
SAL12786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12787,6,10,0,0,0,8,0,3,0,5,5,14,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,5,0,0,12,34
SAL12788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12789,20,36,0,9,0,0,0,0,9,21,3,29,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,26,66
SAL12790,10,21,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,16,3,16,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,44
SAL12791,10,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24
SAL12792,14,27,0,0,4,16,0,3,6,25,15,45,0,5,0,0,11,21,8,29,20,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,0,35,109
SAL12793,172,351,5,23,23,107,7,47,110,412,143,593,9,36,35,111,36,109,75,252,212,843,0,0,3,12,0,0,15,34,17,48,3,16,4,8,33,76,40,95,57,142,7,16,456,1349
SAL12794,13,26,0,0,0,8,0,0,6,19,9,23,0,4,0,0,4,11,6,16,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,26,75
SAL12795,135,270,3,20,15,80,0,9,134,532,154,635,13,49,17,55,26,84,51,188,208,822,0,0,0,10,0,0,15,35,23,48,3,12,5,14,12,29,24,54,40,105,6,16,391,1215
SAL12796,615,1278,35,222,141,730,49,217,540,2235,756,3405,86,398,94,339,315,1115,495,1844,1254,5252,20,114,49,192,22,84,194,571,285,956,46,171,49,129,293,711,393,1016,682,1974,58,129,2606,8631
SAL12797,47,90,3,20,3,16,5,20,26,116,36,172,0,5,10,28,13,41,23,72,57,242,0,0,0,0,0,0,3,3,3,3,0,3,0,4,3,14,6,20,10,28,0,0,117,357
SAL12798,10,18,0,0,0,7,0,0,5,13,3,24,0,0,3,7,0,0,0,10,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,53
SAL12799,366,732,10,53,64,299,13,71,214,863,298,1280,28,111,31,121,67,197,125,427,423,1703,0,3,7,27,3,24,42,103,57,151,0,0,15,33,44,105,61,138,113,293,7,14,909,2738
SAL12800,0,6,0,0,0,0,0,0,4,14,4,14,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19
SAL12801,19,29,0,0,4,16,0,0,5,8,4,24,0,3,4,3,4,16,10,23,14,44,0,7,0,0,0,0,0,0,0,7,0,0,0,3,3,7,5,7,6,14,0,0,34,93
SAL12802,137,281,5,22,18,90,9,38,100,389,130,542,9,34,14,45,39,116,53,197,182,737,0,0,0,3,0,10,23,55,26,67,8,15,5,5,31,71,43,95,72,163,9,9,405,1186
SAL12803,7,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,10,19
SAL12804,0,5,0,0,0,0,0,4,0,3,3,8,0,0,0,0,0,4,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19
SAL12805,7,11,0,0,0,8,0,0,3,23,5,26,3,3,0,0,4,11,6,19,12,51,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,20,69
SAL12806,18,37,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,53
SAL12807,100,192,8,41,26,116,4,40,60,283,95,478,20,100,10,39,67,232,91,364,191,848,0,0,0,0,0,4,11,20,8,23,0,0,0,0,24,59,20,59,34,86,3,5,322,1125
SAL12808,131,265,0,0,8,25,0,0,52,200,55,227,4,5,6,26,16,40,23,80,81,307,0,6,3,14,0,8,18,36,26,64,0,0,0,12,12,34,19,40,39,105,3,8,255,674
SAL12809,19,42,0,0,0,0,0,8,11,28,9,32,0,6,0,0,3,12,5,15,14,48,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,4,4,10,0,0,38,95
SAL12810,48,103,0,7,6,14,4,17,18,68,29,107,0,17,5,19,12,39,22,74,44,177,0,0,0,0,0,4,5,13,7,19,0,4,0,3,9,12,6,23,17,42,0,3,116,319
SAL12811,8,20,0,0,0,8,0,7,0,8,6,15,0,0,0,0,0,7,4,9,7,23,0,0,0,0,0,0,0,8,0,8,0,0,0,0,5,3,5,3,3,12,0,0,21,58
SAL12812,575,1160,11,62,40,168,30,141,245,954,319,1331,27,104,22,78,145,471,192,650,515,1976,3,27,12,36,14,61,106,326,138,449,15,42,12,35,155,352,187,430,326,877,20,41,1433,4047
SAL12813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12814,23,47,0,0,0,0,4,15,0,4,9,27,0,0,0,8,4,18,7,24,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,39,99
SAL12815,20,30,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,20,43
SAL12816,7,14,0,0,0,6,0,0,0,11,5,17,0,0,0,6,0,3,4,8,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,15,37
SAL12817,19,33,0,3,0,0,0,0,3,12,3,24,0,0,6,11,0,5,9,16,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,66
SAL12818,5,8,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,6,4,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,10,26
SAL12819,25,54,0,0,3,9,0,0,18,64,17,73,0,3,0,5,3,9,3,17,27,97,0,0,0,3,0,5,0,6,7,19,0,0,0,0,0,0,0,0,5,19,0,0,56,165
SAL12820,17,27,0,0,0,3,0,0,4,14,3,20,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51
SAL12821,15,29,0,0,3,16,0,0,4,15,9,36,0,0,4,6,0,9,3,15,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,22,76
SAL12822,12,24,0,0,0,0,0,0,4,14,4,14,0,0,0,0,0,4,0,4,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50
SAL12823,1201,2400,28,158,101,463,41,187,770,3012,937,3819,33,128,62,196,187,578,275,897,1214,4714,5,17,29,104,39,131,255,698,327,948,9,33,25,57,178,392,216,478,540,1429,46,90,2998,8630
SAL12824,96,200,3,13,0,19,8,23,43,170,56,227,7,25,9,24,19,58,27,109,85,332,0,0,0,9,0,3,4,20,7,30,0,0,0,0,13,19,11,28,16,59,0,0,205,586
SAL12825,186,389,16,87,33,158,16,83,111,486,174,816,30,125,27,114,57,197,115,445,295,1258,0,3,0,0,0,11,19,45,21,61,0,5,4,11,25,54,27,70,52,130,8,19,538,1793
SAL12826,9,15,0,0,0,9,0,0,0,7,4,13,0,7,0,0,6,10,3,14,5,23,0,3,0,0,0,5,0,0,5,9,0,0,0,4,3,10,3,13,8,17,0,0,22,55
SAL12827,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,5,5,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,17
SAL12828,0,7,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,10,0,19,0,0,0,0,0,0,5,20,5,20,0,0,0,0,0,12,0,12,7,29,0,0,13,48
SAL12829,5,0,0,0,0,7,0,0,0,5,6,11,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15
SAL12830,16,26,0,0,0,8,0,0,9,25,6,33,0,0,0,0,3,12,3,12,10,42,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,4,5,3,12,0,0,27,77
SAL12831,19,33,0,4,0,0,0,6,6,40,14,49,0,0,0,6,3,15,9,19,19,68,0,0,0,3,0,4,0,3,3,11,0,0,0,0,3,11,3,11,6,21,3,4,51,131
SAL12832,10,25,0,0,0,0,0,0,4,26,4,26,4,3,5,13,0,4,4,19,9,45,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,7,0,0,23,79
SAL12833,77,159,0,0,5,35,6,9,34,150,48,193,0,11,0,3,10,38,15,49,60,244,0,0,3,12,0,8,18,38,17,59,0,0,5,7,12,19,15,30,35,84,4,4,177,487
SAL12834,12,30,0,0,3,9,0,6,4,29,13,44,0,0,0,4,3,15,4,17,14,54,0,0,0,0,0,0,4,5,4,5,0,0,0,0,3,5,3,5,4,10,0,3,37,102
SAL12835,3,10,0,0,0,3,0,0,0,5,3,7,0,0,0,0,0,6,0,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23
SAL12836,17,30,0,0,0,3,0,0,4,7,5,13,0,7,5,15,0,5,5,20,12,36,0,3,0,0,0,0,0,6,5,10,0,0,0,3,0,0,0,3,3,8,0,0,32,78
SAL12837,67,133,0,12,10,42,3,21,42,166,52,243,4,15,13,28,12,38,24,79,82,320,0,0,0,0,0,3,3,8,7,15,0,0,0,0,9,16,8,16,13,31,0,0,160,487
SAL12838,16,38,0,6,0,6,0,0,4,30,11,42,0,0,0,0,6,9,6,9,15,50,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,3,13,0,0,38,100
SAL12839,368,742,4,25,40,176,20,87,214,798,272,1090,11,44,30,100,62,206,107,354,380,1439,0,5,24,71,5,22,104,260,135,358,9,27,36,72,75,176,118,275,256,630,15,26,1017,2843
SAL12840,63,126,0,3,3,23,0,3,25,90,31,120,0,3,3,15,14,50,18,61,51,185,0,0,4,14,3,5,9,25,16,49,0,0,0,3,7,18,11,22,27,63,0,3,139,379
SAL12841,392,787,6,26,26,114,7,38,120,487,155,669,5,24,18,60,34,106,58,186,214,856,0,0,6,23,3,20,24,56,33,104,0,4,3,8,31,68,40,79,72,181,3,8,688,1834
SAL12842,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20
SAL12843,20,47,0,8,0,11,0,0,17,69,17,92,0,0,5,12,3,20,8,25,28,116,0,0,0,0,0,0,8,13,8,13,0,0,5,4,4,15,14,22,16,32,3,12,72,206
SAL12844,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,4,4,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SAL12845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12846,20,34,0,0,3,7,0,0,11,31,10,37,0,3,0,0,8,25,8,33,22,72,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,34,106
SAL12847,14,29,0,3,0,9,0,0,0,5,4,20,0,9,0,0,0,3,5,12,6,31,0,0,0,0,0,7,6,10,4,11,0,0,0,0,0,0,0,0,4,17,0,0,30,79
SAL12848,12,22,0,0,0,3,0,0,6,13,8,17,0,0,0,0,3,8,3,12,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,6,0,4,23,60
SAL12849,14,28,0,0,0,3,0,5,0,3,0,10,0,0,0,0,0,3,6,6,3,18,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,21,46
SAL12850,8,21,0,0,0,0,0,4,3,19,4,24,0,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,51
SAL12851,32,62,0,4,5,18,0,3,15,59,18,84,0,0,6,13,10,37,14,47,37,133,0,0,0,0,0,0,3,7,3,7,0,0,0,0,4,8,4,8,3,16,0,0,71,208
SAL12852,13,26,0,3,0,12,0,3,5,19,10,36,0,0,0,0,0,0,0,0,10,36,0,7,0,0,0,0,3,19,7,26,0,0,0,6,7,8,7,10,9,35,0,0,37,104
SAL12853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12854,48,93,0,0,4,11,0,0,23,85,29,98,0,3,0,4,6,10,4,21,32,117,0,14,4,12,5,16,11,28,21,63,0,0,0,0,9,13,9,19,28,79,3,11,108,300
SAL12855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12857,4,6,0,0,0,6,0,0,0,5,0,11,0,0,0,0,0,3,0,3,5,15,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,5,4,4,0,0,12,28
SAL12858,9,10,0,0,3,11,0,0,5,28,9,37,0,0,0,0,0,4,0,4,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,53
SAL12859,8,17,0,0,0,8,0,0,0,11,4,16,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39
SAL12860,10,23,0,0,0,0,0,0,0,9,0,9,0,0,0,0,3,11,0,14,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,0,20,53
SAL12861,25,49,0,8,0,13,3,17,13,66,24,97,3,9,0,0,4,14,7,20,28,118,0,0,0,3,0,0,0,4,0,4,0,0,0,0,3,7,8,8,7,15,0,0,57,181
SAL12862,0,4,0,7,0,0,0,0,6,12,5,12,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
SAL12863,38,81,0,0,5,14,0,5,15,62,21,75,5,15,3,12,11,28,17,55,36,134,0,0,0,0,0,0,0,4,0,4,0,0,3,3,0,0,3,3,0,7,0,0,78,226
SAL12864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12865,148,296,3,9,11,51,4,13,82,316,96,397,3,13,8,34,14,40,27,86,122,479,0,0,3,7,0,0,5,17,10,27,0,0,3,5,3,4,6,11,16,34,0,0,289,813
SAL12866,36,62,0,0,6,9,0,0,6,6,5,17,0,5,0,7,0,12,7,22,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,6,5,6,0,0,50,109
SAL12867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12868,0,4,0,0,0,0,0,3,0,5,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,4,0,0,6,11,0,0,0,0,6,9,6,9,7,22,5,7,19,38
SAL12869,58,109,3,14,5,20,0,0,20,83,26,126,3,4,5,4,11,17,10,30,45,155,0,0,3,4,0,3,8,20,10,27,0,0,0,3,6,8,4,11,17,37,0,0,112,304
SAL12870,8,19,0,0,0,3,0,5,3,10,3,24,0,0,0,4,5,6,3,12,8,32,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,3,8,0,0,19,61
SAL12871,415,837,11,69,76,335,16,73,275,1120,381,1591,29,137,59,198,85,269,175,602,553,2198,5,9,11,33,0,5,32,98,50,143,3,20,5,23,20,39,32,75,82,219,3,8,1055,3258
SAL12872,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12873,8,25,0,0,0,0,0,0,3,25,3,25,0,0,0,13,0,0,0,13,10,36,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,0,0,24,69
SAL12874,20,33,0,0,0,8,0,3,0,13,7,20,0,0,0,0,4,12,4,12,10,27,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,3,31,72
SAL12875,134,266,0,3,5,31,0,0,36,149,49,188,11,34,4,10,19,52,33,102,79,295,0,0,4,10,4,6,12,29,15,40,0,0,0,0,14,25,17,32,26,71,4,6,243,639
SAL12876,0,4,0,0,0,0,0,0,4,15,4,15,0,0,0,0,0,6,0,6,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
SAL12877,794,1579,12,80,75,346,34,137,391,1527,513,2087,24,103,43,139,136,439,205,680,716,2771,3,29,28,103,27,119,197,514,260,762,12,42,48,99,155,318,219,461,479,1222,32,62,2015,5644
SAL12878,31,61,0,0,7,34,0,0,29,109,34,146,3,9,7,16,10,24,12,50,50,197,0,0,0,4,0,0,3,11,0,16,0,11,0,0,0,0,4,7,8,22,3,10,92,282
SAL12879,1165,2315,28,141,125,586,60,291,716,2869,926,3886,52,217,84,264,202,624,336,1105,1266,4991,7,42,58,222,34,123,330,920,432,1312,18,50,30,67,181,401,230,513,663,1824,40,86,3129,9221
SAL12880,0,3,0,0,0,0,0,0,5,15,5,15,0,0,0,0,0,3,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
SAL12881,19,34,0,0,0,9,0,0,14,52,17,61,0,0,0,0,0,3,0,3,14,65,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,3,0,3,5,7,0,0,39,111
SAL12882,9,8,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,6,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19
SAL12883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12884,19,46,4,17,4,12,0,0,14,52,16,77,5,20,0,13,9,28,14,60,37,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,64,185
SAL12885,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12886,50,96,0,4,0,0,0,11,14,56,14,69,0,0,0,0,9,21,8,22,23,96,0,0,5,16,0,3,3,4,8,22,0,0,5,5,15,21,16,31,23,56,3,3,104,250
SAL12887,12,23,0,3,0,0,0,0,4,19,7,22,0,0,0,0,6,13,6,13,9,37,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,4,13,0,3,26,72
SAL12888,129,256,0,0,9,32,3,11,62,230,70,271,7,15,12,32,21,80,36,128,107,395,0,0,0,5,4,10,20,59,26,68,0,0,12,15,12,28,22,47,48,115,0,3,283,773
SAL12889,15,38,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,12,0,12,3,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,7,6,8,0,0,27,64
SAL12890,11,25,0,0,0,8,0,6,0,4,3,11,0,0,0,0,0,7,0,7,8,26,0,0,0,0,0,0,0,7,0,7,0,0,0,0,7,7,7,7,6,16,0,0,27,65
SAL12891,18,31,0,0,0,3,4,4,3,11,5,24,0,0,0,0,0,0,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,54
SAL12892,3,6,0,0,0,7,0,0,4,26,4,35,0,0,0,4,0,0,0,4,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46
SAL12893,16,26,0,0,0,4,0,4,7,38,13,47,0,4,0,4,0,0,0,7,15,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,26,85
SAL12894,44,87,0,3,0,0,0,3,6,20,8,30,0,7,0,0,0,5,0,8,10,36,0,0,0,0,0,0,4,8,4,8,0,0,0,0,8,8,8,8,6,13,0,0,63,140
SAL12895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12896,168,340,4,15,11,49,3,20,69,286,85,370,3,24,11,21,42,118,49,158,134,528,0,0,4,16,6,34,25,55,37,104,3,8,6,9,27,56,34,72,67,180,6,8,378,1052
SAL12897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12898,844,1684,9,35,34,187,16,71,198,780,257,1070,17,68,26,87,102,327,147,483,403,1555,6,42,28,105,18,76,125,374,181,603,10,24,18,38,161,346,182,408,365,1012,34,74,1643,4321
SAL12899,9,22,0,5,0,0,0,3,0,0,0,10,0,0,0,0,3,13,3,13,9,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,18,43
SAL12900,141,273,3,18,14,74,4,29,68,283,95,409,9,39,9,22,23,81,41,148,137,554,0,0,0,6,3,7,9,31,18,46,0,0,3,4,19,37,19,41,34,86,4,3,317,915
SAL12901,24,47,0,9,0,10,0,4,15,66,20,90,0,4,0,5,3,8,9,21,29,112,0,3,0,4,0,0,3,10,8,21,0,0,0,5,0,0,5,8,12,27,0,0,57,183
SAL12902,20,45,0,0,6,41,0,0,19,67,26,110,3,10,3,20,6,23,17,56,39,162,0,0,0,0,0,6,0,3,0,4,0,0,4,0,0,3,3,5,6,7,0,0,70,222
SAL12903,31,57,0,0,3,14,0,0,8,26,10,34,0,0,0,3,0,3,0,7,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,44,105
SAL12904,14,27,0,0,0,0,0,0,4,22,4,22,0,0,0,0,0,4,0,3,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,19,52
SAL12905,837,1684,24,146,116,557,30,124,584,2324,761,3148,47,206,68,230,240,784,357,1219,1114,4365,9,41,29,103,10,36,149,408,200,583,22,78,38,76,174,384,233,541,433,1124,19,40,2399,7221
SAL12906,319,645,8,63,33,155,15,78,201,802,260,1088,19,73,20,76,100,331,132,484,393,1572,9,24,11,49,17,55,76,195,109,325,3,17,9,21,85,195,99,233,209,559,20,43,937,2818
SAL12907,563,1132,15,89,84,407,53,249,473,1919,628,2664,62,277,71,253,243,822,382,1355,1009,4017,13,52,17,78,10,52,148,398,192,580,21,78,28,61,119,272,168,407,357,990,17,39,1944,6182
SAL12908,647,1289,0,3,79,321,5,25,564,2080,644,2437,21,92,71,237,84,263,173,589,819,3029,0,0,6,11,4,9,76,159,86,176,8,28,32,74,62,127,100,228,187,406,23,43,1670,4768
SAL12909,430,843,3,33,22,82,8,42,76,307,113,462,11,51,4,22,37,121,61,193,167,660,3,12,4,26,0,7,55,128,66,175,4,8,3,10,47,104,59,121,118,298,5,12,720,1818
SAL12910,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
SAL12911,1088,2159,8,48,46,194,4,26,458,1622,521,1890,29,128,58,207,107,335,195,659,716,2554,0,5,21,70,6,12,120,244,152,326,17,55,53,117,129,271,204,437,353,772,28,58,2182,5531
SAL12912,827,1650,9,59,56,270,19,100,416,1691,511,2126,21,83,51,157,147,453,210,690,720,2818,5,20,20,82,16,41,143,429,178,574,0,13,18,36,120,260,146,309,323,878,30,63,1904,5403
SAL12913,9,12,0,0,3,12,0,0,4,17,10,24,0,0,0,4,3,9,4,17,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,0,0,22,55
SAL12914,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SAL12915,464,908,7,59,30,170,21,88,201,785,260,1091,11,50,23,76,64,205,106,332,363,1427,3,15,25,76,12,63,109,312,144,472,6,16,13,29,68,145,85,196,236,664,24,53,1080,3054
