SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL10507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,7,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,14,12,6,0,31
SAL10508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,4,0,0,4,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,6,0,0,0,0,5,0,0,0,0,0,15,12,0,0,29
SAL10510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,4,0,3,0,3,0,0,8,4,0,0,0,7,0,0,0,0,0,7,0,0,0,10,3,5,0,0,4,5,0,0,0,4,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,10,0,0,7,0,0,0,0,0,27,22,8,0,66
SAL10511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,7,0,0,0,6,0,0,0,0,0,3,0,0,0,9,4,5,0,0,10,5,0,0,0,11,3,0,5,0,9,9,6,0,0,12,4,4,0,0,7,5,9,0,0,14,3,4,0,0,14,12,27,0,0,40,4,3,4,0,13,3,0,0,0,7,65,63,13,0,151
SAL10512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,5,6,0,0,10,3,0,0,0,3,0,0,0,0,4,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,20,11,0,0,28
SAL10513,68,43,18,0,125,17,5,3,0,25,8,15,9,0,28,6,3,4,0,21,61,44,28,0,131,25,47,42,0,117,230,89,43,5,367,100,90,67,12,276,85,151,74,4,316,85,191,77,10,365,57,140,42,5,238,52,141,37,9,237,87,299,79,9,467,65,213,44,5,324,44,154,27,8,223,21,131,11,0,160,31,330,31,0,383,27,111,34,3,171,21,26,14,0,58,1063,2228,673,74,4036
SAL10514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,3,3,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,13,15,3,0,35
SAL10515,28,6,9,0,41,4,0,0,0,10,4,0,3,0,9,6,0,4,0,12,24,5,17,0,44,24,0,16,4,40,82,18,17,4,112,36,19,35,7,93,49,21,50,3,115,53,55,46,9,161,49,54,42,6,143,53,79,42,8,176,150,188,87,5,445,159,179,38,3,371,118,235,29,7,391,92,168,12,4,282,217,624,31,5,876,38,87,28,4,158,18,18,12,4,45,1183,1761,522,61,3531
SAL10516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,4,0,0,4,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,9,20,0,0,33
SAL10517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,11
SAL10518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10519,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,8,0,0,7
SAL10520,3,0,7,0,6,0,0,0,0,6,0,0,3,0,4,0,0,0,0,0,0,0,4,0,6,0,0,10,0,7,18,3,17,0,33,5,8,10,0,21,10,0,7,0,17,14,5,8,0,27,7,4,0,0,14,7,7,5,0,23,24,19,9,3,52,8,14,4,0,29,8,22,0,0,30,0,14,0,0,12,4,20,3,0,26,14,25,4,0,47,0,0,7,4,17,123,153,96,13,385
SAL10521,6,0,4,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,5,3,0,4,0,9,23,0,7,0,35,18,3,7,0,31,27,6,21,0,49,23,12,9,0,47,17,17,12,0,50,19,15,9,3,46,47,72,6,0,131,39,70,11,0,112,31,83,3,3,123,16,39,0,0,55,25,82,4,0,108,19,36,8,0,63,3,0,4,0,10,322,437,116,10,881
SAL10522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,11,17,5,0,34
SAL10523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,7,7,0,0,14
SAL10524,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,4,5,0,4,0,7,19,4,3,0,27,4,3,5,0,16,6,13,4,0,23,3,7,9,0,23,8,22,7,0,35,0,12,4,0,22,11,38,4,0,60,15,25,8,0,51,5,41,4,0,53,4,17,0,0,22,11,42,0,0,46,0,13,6,0,27,3,3,0,0,7,111,254,79,3,438
SAL10525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,4,0,0,4,4,5,0,0,10,4,4,0,0,6,0,0,0,0,0,17,15,3,0,34
SAL10526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,0,0,0,8,3,8,6,0,17,7,0,0,0,16,3,9,5,0,12,5,13,13,0,25,10,15,6,0,25,13,18,3,0,39,23,31,16,0,74,21,37,3,0,56,12,26,4,0,41,7,21,3,0,33,17,52,0,0,65,0,16,7,0,24,0,3,0,0,9,147,236,67,4,452
SAL10527,0,0,0,0,7,0,0,3,0,3,0,0,5,0,5,3,0,4,0,11,6,0,12,0,20,3,0,19,0,28,37,3,17,0,60,15,6,14,0,37,11,5,10,0,34,11,5,15,0,40,7,9,4,0,20,10,12,6,0,22,11,27,5,0,45,8,13,0,0,27,10,9,0,0,23,0,11,0,0,19,6,33,0,0,37,5,11,3,4,23,10,3,5,4,16,156,159,138,9,468
SAL10528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL10529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,26,12,5,0,38
SAL10530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,7,4,5,0,13
SAL10531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
SAL10532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,3,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,4,0,0,8,4,0,0,0,5,0,0,0,0,0,16,15,0,0,33
SAL10533,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,9,0,0,0,6,5,3,0,0,9,7,0,0,0,8,11,3,0,0,12,4,0,3,0,12,5,4,0,0,13,14,3,5,0,24,12,11,0,0,19,9,5,0,0,15,4,3,0,0,8,3,18,0,0,22,0,9,4,0,13,0,0,0,0,4,89,62,26,3,174
SAL10534,27,5,7,0,36,21,0,0,0,24,11,0,3,0,15,6,0,6,0,9,48,0,12,0,62,23,6,13,3,40,155,10,19,0,183,133,17,32,3,181,157,29,31,3,218,178,29,32,3,243,74,31,46,0,147,121,45,40,4,213,197,99,33,5,334,116,103,23,6,242,85,112,10,0,212,48,74,4,0,127,194,350,24,0,567,71,82,22,0,173,21,5,8,0,30,1678,992,374,25,3074
SAL10535,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,0,4,0,5,0,0,14,0,14,0,4,5,0,14,18,0,14,0,32,9,11,18,0,36,10,0,16,3,34,15,11,5,0,32,3,9,3,0,17,5,10,0,0,18,5,14,0,0,23,4,11,0,0,16,3,0,0,0,5,0,0,0,0,6,9,6,0,0,8,0,4,6,0,14,5,0,9,0,4,104,81,95,4,287
SAL10536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10537,12,0,4,0,23,0,0,0,0,0,7,5,0,0,10,0,0,0,0,6,5,0,7,0,11,5,6,9,0,17,26,9,18,0,44,13,11,6,0,27,12,30,7,4,49,20,37,12,0,69,14,38,14,5,66,23,52,14,3,93,59,164,33,4,257,83,161,9,0,261,67,161,5,0,229,49,124,8,0,182,91,322,7,0,422,15,49,14,0,73,0,8,3,0,17,499,1176,171,16,1860
SAL10538,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,7,7,0,0,0,9,0,0,0,0,0,3,0,0,0,4,4,3,0,0,7,0,0,0,0,4,0,0,0,0,3,6,4,0,0,10,0,0,0,0,0,0,4,0,0,4,0,5,0,0,7,3,6,0,0,5,0,4,0,0,4,0,0,0,0,4,29,30,11,0,72
SAL10539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,16
SAL10540,21,8,12,0,44,0,0,6,0,4,7,3,8,0,13,6,0,14,0,17,16,8,31,0,52,16,10,49,0,82,121,19,49,3,190,53,32,81,0,164,64,51,66,5,189,71,90,46,3,217,55,79,49,0,188,48,90,44,0,177,77,183,61,18,328,59,153,31,3,248,56,106,20,0,181,23,80,10,0,117,26,99,21,0,142,14,89,33,0,138,9,4,11,0,25,751,1093,630,38,2511
SAL10541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,17,5,3,0,22
SAL10542,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,4,0,8,7,0,0,0,8,7,3,9,0,19,7,9,8,0,26,13,10,0,0,26,11,9,0,0,19,12,25,5,4,41,3,26,0,0,28,3,20,3,0,27,0,12,0,0,13,3,11,0,0,18,4,7,0,0,12,0,0,0,0,0,86,142,37,3,267
SAL10543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,4,0,0,0,6,7,0,3,0,7,24,0,3,0,28,19,0,3,0,31,21,4,6,0,37,27,6,4,0,41,8,13,0,0,19,10,8,0,0,16,32,23,10,0,68,18,15,0,0,25,12,18,3,0,37,6,19,0,0,22,27,23,5,0,48,13,13,5,0,28,4,0,0,0,4,246,143,55,8,450
SAL10545,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,12,6,0,0,0,8,8,0,0,0,16,8,3,7,0,17,5,4,0,0,15,10,0,0,0,9,13,12,3,0,22,9,16,0,0,32,6,6,0,0,16,4,10,0,0,9,8,30,0,0,38,4,6,0,0,14,0,0,0,0,3,102,100,16,0,219
SAL10546,8,0,0,0,9,5,4,0,0,6,0,0,0,0,0,7,0,0,0,7,6,0,0,0,7,0,0,7,0,9,26,3,5,0,28,17,0,11,0,28,22,3,9,0,36,16,9,3,0,29,9,11,0,0,25,17,11,4,0,34,25,36,11,0,72,25,42,3,0,73,18,49,9,0,73,19,31,0,0,48,21,75,6,0,103,10,42,9,0,59,8,0,0,0,10,251,319,74,4,650
SAL10547,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,4,3,0,0,0,5,0,0,0,0,9,4,4,0,0,8,3,0,3,0,9,3,5,0,0,11,0,7,0,0,7,7,6,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,40,30,5,6,84
SAL10548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
SAL10549,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,4,12,0,9,0,19,11,3,9,0,28,12,3,11,0,27,6,7,6,0,14,9,3,4,0,18,6,5,6,0,13,12,5,0,0,17,3,9,0,0,12,0,4,0,0,4,0,6,0,0,6,0,8,0,0,8,0,13,5,0,18,0,3,4,0,3,73,72,63,0,217
SAL10550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,3,4,0,0,5,4,0,0,0,5,3,3,0,0,4,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6,0,38
SAL10551,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,0,0,6,4,0,0,0,4,0,3,0,0,5,3,7,0,0,11,8,0,0,0,9,0,0,0,0,0,28,23,5,0,50
SAL10552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,10,0,8,0,0,3,0,0,0,0,0,21,15,5,0,31
SAL10553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,15
SAL10554,26,3,14,4,40,4,0,0,0,5,5,0,9,0,19,5,0,0,0,4,20,5,3,0,26,12,4,5,0,20,34,0,10,3,46,27,9,18,0,52,49,11,12,0,73,55,21,16,0,96,29,11,8,0,54,43,13,6,0,67,97,25,27,0,148,67,41,13,5,124,85,47,14,0,147,48,21,5,0,76,252,199,24,0,472,19,20,7,0,46,10,3,0,0,14,888,426,197,15,1522
SAL10555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,0,0,0,4,0,0,0,0,3,5,0,5,0,9,3,7,0,0,10,0,5,0,0,9,10,4,0,0,9,12,12,0,0,20,3,9,0,0,11,3,6,0,0,3,9,9,0,0,11,3,6,0,0,12,0,0,0,0,5,53,44,17,0,114
SAL10557,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,13,0,0,25
SAL10558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,12,16,3,0,31
SAL10559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SAL10560,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,5,0,3,7,0,10,0,0,3,4,14,3,5,4,0,17,3,0,6,0,17,7,8,10,0,25,3,4,3,0,18,4,4,5,0,5,0,0,0,0,6,15,7,6,0,23,4,3,0,0,10,6,0,0,0,7,0,4,0,0,9,4,5,0,0,7,7,9,7,0,13,0,0,0,0,3,65,53,66,6,188
SAL10561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,3,0,0,9,4,0,0,0,4,0,3,0,0,3,0,5,0,0,3,0,5,0,0,5,0,0,0,0,0,24,22,0,0,41
SAL10562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL10563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,0,0,7,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,0,9,0,0,0,0,0,13,15,7,0,40
SAL10564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,5,0,0,0,7,0,0,0,0,0,3,4,0,0,12,0,5,0,0,7,4,4,0,0,9,4,8,0,0,6,3,12,0,0,11,0,3,0,0,7,0,4,3,0,5,23,37,10,0,71
SAL10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,6,0,0,0,7,3,9,0,0,10,5,0,0,0,6,0,3,0,0,7,4,3,0,0,10,5,4,0,0,8,4,7,0,0,12,3,3,0,0,7,0,0,0,0,0,0,5,0,0,9,4,10,3,0,15,0,0,0,0,0,34,46,13,0,96
