SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL10487,41,517,562,133,1792,0.9,1343,2.6
SAL10488,66,1084,749,0,1375,0.5,1374,1.6
SAL10489,43,6666,550,80,1374,0.8,1125,3.3
SAL10490,33,0,1093,200,2249,0.8,1708,2.8
SAL10491,64,936,391,0,899,0.7,743,1.7
SAL10492,43,1733,827,335,2050,0.9,2017,2.7
SAL10493,51,1636,613,320,1399,0.8,1114,2.3
SAL10494,41,1733,721,310,1928,0.8,1607,2.7
SAL10495,44,0,1187,0,2749,0.7,2749,2.8
SAL10496,32,0,575,135,725,0.8,762,2.3
SAL10497,46,0,771,290,1875,0.8,1562,2.6
SAL10498,54,2854,433,23,900,0.9,899,2.4
SAL10499,27,1950,1060,415,2597,0.8,2399,3
SAL10500,42,0,675,0,1958,0.7,1874,2.5
SAL10501,50,1250,685,245,1744,0.7,1199,2.2
SAL10502,57,1300,582,285,1562,0.7,1204,2.3
SAL10503,66,0,0,0,0,0,0,0
SAL10504,43,2000,682,460,2041,0.9,1792,2.5
SAL10505,40,1733,466,300,1375,0.9,1292,3
SAL10506,46,0,524,0,575,0.9,524,2.5
SAL10507,48,1600,783,205,1875,0.7,1625,2.5
SAL10508,0,0,0,0,0,0,0,0
SAL10509,44,2200,987,0,2250,0.7,2083,2.8
SAL10510,46,784,638,220,1416,0.8,1233,2.5
SAL10511,44,2210,1059,250,2892,0.8,2480,2.9
SAL10512,47,2026,1069,468,2656,0.8,2535,2.5
SAL10513,41,2167,497,465,1639,0.9,1542,3.3
SAL10514,49,1250,581,175,1208,0.8,974,2.4
SAL10515,36,2741,1153,550,2844,1.1,2373,2.6
SAL10516,37,2600,888,0,2124,0.8,2249,3.3
SAL10517,52,1734,458,38,1375,0.7,725,2.4
SAL10518,67,0,450,300,1875,0.6,1249,2
SAL10519,35,2667,774,0,1999,0.7,1375,2.9
SAL10520,35,947,860,180,1898,0.8,1560,2.5
SAL10521,35,1733,1003,360,2464,0.7,2203,2.8
SAL10522,45,1500,660,270,1625,0.8,1437,2.8
SAL10523,33,1800,825,213,1850,0.8,1800,3.2
SAL10524,36,2000,807,420,2271,0.9,2108,3.1
SAL10525,42,2167,966,375,3166,0.7,2624,2.7
SAL10526,35,2158,945,400,2401,0.8,2235,2.9
SAL10527,41,1560,497,185,1338,0.8,917,2.3
SAL10528,42,1213,900,93,2250,1,1649,3.7
SAL10529,55,2000,659,260,1458,0.9,1281,2.4
SAL10530,49,1625,575,265,1125,0.7,949,2.5
SAL10531,39,1270,900,0,3124,0.8,1249,2.7
SAL10532,40,2191,1125,275,2799,0.8,2187,2.7
SAL10533,45,1679,883,330,2147,0.7,1888,2.5
SAL10534,55,2167,802,500,2080,0.7,1535,2.2
SAL10535,46,1040,521,260,1183,0.8,947,2.3
SAL10536,0,0,0,0,0,0,0,0
SAL10537,31,3000,1271,580,2896,0.8,2881,3.3
SAL10538,44,1682,655,290,1531,0.8,1458,2.8
SAL10539,58,1831,469,127,1062,0.9,739,1.8
SAL10540,34,2000,731,385,1780,0.8,1557,2.8
SAL10541,52,1733,754,0,1875,0.8,1624,2.4
SAL10542,34,2167,877,570,2068,0.7,1930,2.9
SAL10543,63,1250,649,0,1875,0.9,899,1.9
SAL10544,50,1700,776,345,1992,0.7,1412,2.2
SAL10545,48,2167,843,538,2399,0.7,2384,3
SAL10546,38,2037,845,350,2504,0.8,2266,2.9
SAL10547,47,1733,686,300,1859,0.8,1660,2.8
SAL10548,30,0,900,400,1749,0.7,1812,2.1
SAL10549,41,1647,533,350,1294,0.8,1014,2.5
SAL10550,51,1500,553,355,1416,1,1149,2.3
SAL10551,49,2167,757,300,2281,0.7,1812,2.5
SAL10552,47,2167,1012,277,2625,0.8,2437,2.8
SAL10553,55,1534,537,0,1062,0.8,1093,2.3
SAL10554,47,2800,1249,680,2850,1,2303,2.1
SAL10555,45,0,2250,0,4750,1,2999,2.5
SAL10556,43,1800,973,400,2422,0.8,2234,2.6
SAL10557,40,1148,553,0,1333,0.8,1300,2.7
SAL10558,35,698,782,150,1666,0.7,1625,2.6
SAL10559,60,0,450,0,1125,0.7,1125,2.4
SAL10560,33,715,569,150,1258,0.8,1004,2.3
SAL10561,38,1588,836,370,2312,0.8,2125,2.9
SAL10562,35,0,762,160,900,0.7,1375,2.3
SAL10563,45,592,525,175,1031,0.9,885,2.5
SAL10564,39,2247,1100,435,2750,0.8,2650,3.1
SAL10565,46,1625,689,350,1797,0.9,1604,2.9
SAL10566,43,2300,814,450,2080,0.9,1582,2.2
SAL10567,50,2000,752,390,1819,0.7,1419,2.4
SAL10568,0,0,0,0,0,0,0,0
SAL10569,55,1214,560,450,1437,0.8,933,2.5
SAL10570,68,0,519,0,966,0.8,1124,1.8
SAL10571,0,0,0,0,0,0,0,0
SAL10572,42,2167,686,500,1912,0.8,1833,3.2
SAL10573,41,573,1024,200,2166,0.8,2083,2.8
SAL10574,47,2167,890,314,2356,0.8,2291,2.7
SAL10575,34,1856,886,400,2196,0.8,1653,2.2
SAL10576,51,1950,695,250,1833,0.7,1812,2.4
SAL10577,50,1560,658,250,1515,0.9,1071,2.2
SAL10578,51,1813,900,0,2249,0.7,1468,2.3
SAL10579,47,434,900,0,2250,0.9,2749,2.8
SAL10580,44,1436,725,320,1981,0.8,1890,2.9
SAL10581,42,867,720,158,1875,0.7,1268,2.3
SAL10582,32,1517,574,290,1833,1,1875,3.4
SAL10583,51,1322,584,270,1333,0.6,1291,2.3
SAL10584,65,0,274,0,900,0.5,900,2
SAL10585,58,2167,762,225,2750,0.8,2625,2.3
SAL10586,54,1396,626,250,1509,0.9,1214,2.3
SAL10587,43,1777,723,365,1983,0.8,1718,2.6
SAL10588,43,2600,785,490,2136,1,1687,2.5
SAL10589,44,867,650,220,1627,0.7,1176,2.2
SAL10590,43,2084,771,250,1767,0.8,1656,2.7
SAL10591,38,3975,1562,675,4501,0.9,3365,2.5
SAL10592,39,0,1142,150,2749,0.9,2749,3.5
SAL10593,47,2004,758,130,1854,0.9,2049,2.8
SAL10594,57,1184,833,150,1375,0.6,1187,1.6
SAL10595,51,2221,900,440,2340,0.8,2083,2.5
SAL10596,48,2500,904,470,2687,0.8,2062,2.4
SAL10597,46,0,1156,200,3499,0.7,2250,2.5
SAL10598,37,2600,1113,550,2619,1.2,2127,2.2
SAL10599,59,1500,524,150,1062,1.1,1062,2.2
SAL10600,59,1560,517,280,1291,0.8,823,2
SAL10601,39,0,900,5,2124,0.6,2124,2.8
SAL10602,57,5517,1031,685,2650,0.8,2550,2.8
SAL10603,62,2650,864,325,2107,0.7,2143,2.6
SAL10604,56,1950,778,600,2583,0.7,1937,2.4
SAL10605,50,1790,751,380,1773,0.7,1355,2.3
SAL10606,37,2700,796,360,2422,0.9,2349,3.2
SAL10607,40,2600,1352,165,3562,0.7,2874,2.8
SAL10608,65,867,762,165,1562,0.6,1249,1.8
SAL10609,44,1733,685,320,1493,0.8,1160,2.1
SAL10610,42,1900,1067,370,3071,0.7,2750,2.8
SAL10611,31,2000,575,0,1624,0.9,1625,3
SAL10612,47,2167,725,0,2250,0.7,1374,2.3
SAL10613,80,0,625,0,1125,0.6,1125,2
SAL10614,36,500,837,225,1875,0.7,1791,2.5
SAL10615,39,981,725,178,1875,0.9,1437,2.7
SAL10616,43,0,959,40,2249,0.7,1375,2.6
SAL10617,48,2000,675,350,2042,0.9,2250,3
SAL10618,47,2001,732,440,1763,0.9,1280,2.2
SAL10619,61,1387,587,298,1562,0.7,1135,2
SAL10620,49,2250,725,170,1687,0.7,1125,2.6
SAL10621,0,0,0,0,0,0,0,0
SAL10622,43,1733,704,400,1908,0.9,1740,2.8
SAL10623,57,2088,593,305,1542,0.7,1125,2.1
SAL10624,59,1733,416,0,1062,0.8,1041,1.9
SAL10625,38,3000,762,460,2200,0.8,2028,3
SAL10626,49,1733,802,270,1812,0.8,1462,2.4
SAL10627,48,2809,1069,430,2656,0.8,2722,2.8
SAL10628,51,0,762,0,2249,1.2,2250,2.6
SAL10629,70,0,675,79,1292,0.9,1166,1.8
SAL10630,37,1150,749,350,2166,0.9,1687,3.1
SAL10631,50,1690,700,305,1958,0.7,1375,2.1
SAL10632,48,1625,458,260,1041,0.8,1031,2.4
SAL10633,65,1542,749,330,1624,0.7,1292,1.8
SAL10634,47,0,1100,100,2250,0.7,1875,2.6
SAL10635,58,4867,687,16,1624,0.7,1624,2
SAL10636,69,0,900,0,2250,1,2250,3
SAL10637,0,0,0,0,0,0,0,0
SAL10638,50,2167,739,485,2042,0.7,1781,2.5
SAL10639,44,1717,663,350,1592,0.8,1289,2.3
SAL10640,0,0,0,0,0,0,0,0
SAL10641,56,1500,668,0,1666,0.8,1562,2.4
SAL10642,44,1733,657,380,1679,0.7,1323,2.4
SAL10643,47,1500,566,230,1666,0.8,1281,2.5
SAL10644,46,0,1166,0,2749,0.7,2749,2.8
SAL10645,43,1192,627,210,2031,0.7,1542,2.6
SAL10646,54,1236,514,295,1267,0.7,963,2.2
SAL10647,0,0,0,0,0,0,0,0
SAL10648,37,2092,760,423,2299,0.9,2062,3
SAL10649,63,0,474,0,0,0.5,450,1
SAL10650,32,0,1041,160,1749,0.8,1749,2.8
SAL10651,0,0,0,0,0,0,0,0
SAL10652,48,1456,612,220,2625,0.8,2625,2.9
SAL10653,45,1900,729,400,2075,0.8,1765,2.5
SAL10654,32,0,780,50,1999,0.9,1687,3.4
SAL10655,42,0,1171,120,2166,0.7,1916,2.5
SAL10656,41,607,825,0,2166,0.6,1625,2.4
SAL10657,46,1712,667,280,1708,1,1593,3
SAL10658,56,0,449,350,1124,1.1,649,2.3
SAL10659,40,2525,952,370,2796,0.8,2331,2.8
SAL10660,58,1648,675,240,2499,0.7,749,1.9
SAL10661,49,1517,638,185,1474,1,1375,2.5
SAL10662,43,9999,900,0,2250,0.6,1875,2.7
SAL10663,52,806,602,175,1875,0.7,1375,2.3
SAL10664,54,0,1124,0,0,0,0,0
SAL10665,59,1531,494,345,1166,0.7,924,2.1
SAL10666,52,1000,459,30,1078,0.9,725,2
SAL10667,59,1820,664,400,1648,0.6,1290,2.2
SAL10668,48,953,454,200,1134,0.8,955,2.5
SAL10669,50,2600,812,554,2156,0.8,1832,2.5
SAL10670,47,0,624,0,1791,0.7,1458,2.6
SAL10671,41,1084,1041,0,2250,0.9,2124,3.1
SAL10672,68,5000,1375,0,3083,0.6,3083,2
SAL10673,54,1326,509,275,1312,0.9,900,2.3
SAL10674,45,0,725,0,2624,0.9,2624,3.3
SAL10675,51,1517,662,200,2125,0.8,1437,2.1
SAL10676,66,2600,900,0,4624,0.6,1125,1.7
SAL10677,55,1733,700,200,2208,0.6,1437,2.5
SAL10678,58,2011,464,160,1292,0.6,824,2.1
SAL10679,33,2600,1077,453,2752,1,2928,3.9
SAL10680,46,1687,506,375,1156,0.9,1050,2.6
SAL10681,38,2383,1298,510,3127,0.8,2922,2.9
SAL10682,50,2040,554,320,1792,0.7,1264,2.4
SAL10683,44,1733,809,225,2107,0.8,1906,3.1
SAL10684,54,1000,583,320,1446,0.7,1199,2.1
SAL10685,51,1100,575,75,1625,0.8,1541,2.6
SAL10686,53,750,459,150,900,0.8,784,2.2
SAL10687,56,1007,568,316,1687,0.8,1208,2.2
SAL10688,48,1600,1006,400,2449,0.7,2050,2.7
SAL10689,46,964,665,110,1625,0.7,1312,2.4
SAL10690,42,4767,883,300,2166,0.8,2125,2.8
SAL10691,30,1300,437,178,1100,1,1218,3.2
SAL10692,36,2150,1547,125,3083,0.6,2874,2.6
SAL10693,38,1300,772,203,1743,0.8,1381,2.6
SAL10694,46,2500,1299,380,3166,0.7,2892,2.7
SAL10695,50,1733,974,180,2083,0.6,2062,2.5
SAL10696,45,1077,725,120,2625,0.7,1374,2.4
SAL10697,44,596,725,100,1792,0.7,1312,2.4
SAL10698,59,3000,950,550,2652,0.6,2180,2.4
SAL10699,51,1196,724,78,1375,0.9,1374,2.5
SAL10700,57,867,543,250,1300,0.8,1020,1.9
SAL10701,42,5842,1312,200,2750,0.7,2374,2.7
SAL10702,43,3987,1209,660,3861,0.8,3490,3
SAL10703,46,1517,764,243,1974,0.7,1656,2.7
SAL10704,52,1238,408,250,725,0.8,575,2
SAL10705,54,2997,985,500,2288,0.7,1958,2.4
SAL10706,54,1517,617,330,1416,0.7,1181,2.2
SAL10707,49,163,599,118,1625,0.8,1124,2.5
SAL10708,39,2000,660,200,1875,0.9,1958,3.3
SAL10709,48,1571,605,350,1456,0.7,1183,2.3
SAL10710,45,1733,657,400,1682,0.9,1482,2.6
SAL10711,48,1300,762,230,1937,0.9,1166,2
SAL10712,32,1884,833,270,2562,0.9,2062,3.4
SAL10713,45,1350,788,198,1875,0.8,1638,2.7
SAL10714,49,3467,962,420,2700,0.8,2562,2.6
SAL10715,34,0,883,250,1012,1.2,900,1.9
SAL10716,32,2449,707,500,1862,1.1,1671,2.5
SAL10717,38,2227,903,475,2411,1,2087,2.7
SAL10718,32,1800,461,330,1287,1,1163,3.2
SAL10719,52,1733,237,130,774,0.9,575,2.5
SAL10720,60,0,374,450,1125,0.8,1125,2.7
SAL10721,43,2167,786,410,2068,0.7,1875,2.7
SAL10722,42,2134,1238,346,3624,1.1,3750,3.3
SAL10723,42,2275,841,650,2650,0.9,2666,3.1
SAL10724,33,2102,793,410,2072,0.8,1942,2.9
SAL10725,48,1235,599,295,1365,0.8,1297,2.7
SAL10726,0,0,0,0,0,0,0,0
SAL10727,47,1560,550,300,1292,0.8,1187,2.5
SAL10728,57,1800,900,30,2125,0.6,2125,1.9
SAL10729,54,1867,985,303,2250,0.7,1968,2.3
SAL10730,41,0,574,0,2149,0.7,687,1.9
SAL10731,39,2167,805,600,2029,0.9,1561,2.3
SAL10732,56,1016,444,220,900,1,780,2
SAL10733,47,2419,1328,450,3410,0.7,3172,2.8
SAL10734,50,3500,1150,900,3012,0.8,2695,2.6
SAL10735,52,2265,771,400,1875,0.7,1875,2.2
SAL10736,21,0,345,210,1062,0.9,850,3.9
SAL10737,29,2400,824,0,1625,0.6,3374,1.5
SAL10738,40,1500,461,330,1279,1.1,1184,3
SAL10739,37,1950,481,380,1474,1,1509,3.5
SAL10740,40,0,1875,28,0,0.7,1874,1
SAL10741,33,2817,1053,560,2714,0.8,2592,3.3
SAL10742,58,0,450,0,1874,0.8,1149,2.2
SAL10743,29,0,0,0,0,0,0,0
SAL10744,29,2167,691,520,1949,0.8,1937,2.9
SAL10745,59,1314,350,150,1125,0.8,700,2.1
SAL10746,0,0,0,0,0,0,0,0
SAL10747,33,1600,878,350,2106,0.7,1863,2.7
SAL10748,54,0,462,0,575,0.8,900,1.5
SAL10749,30,2470,1126,580,2474,0.8,2431,3.1
SAL10750,35,1300,599,125,1625,0.8,1562,3
SAL10751,43,2485,812,350,2562,1,2124,3
SAL10752,51,650,1149,0,208250,0.8,450,3
SAL10753,45,3300,725,260,1562,0.7,1542,2.8
SAL10754,20,0,302,0,0,0,0,0
SAL10755,59,1430,433,0,1375,1,1375,2.6
SAL10756,51,1697,645,390,1495,0.7,1289,2.4
SAL10757,58,2000,617,400,1442,0.7,1146,2.1
SAL10758,46,1466,665,280,2083,0.9,1792,2.8
SAL10759,42,643,866,175,1875,0.7,1458,2.4
SAL10760,63,8500,1124,200,4499,0.4,1124,1.8
SAL10761,38,1300,624,370,1281,0.8,1281,2.7
SAL10762,55,2167,846,540,2303,0.6,2295,2.6
SAL10763,43,1950,847,498,2390,0.7,2188,2.8
SAL10764,54,1832,833,665,2583,0.7,1958,2.1
SAL10765,57,0,825,375,2374,0.6,1624,2.2
SAL10766,36,2167,835,420,2127,0.8,1950,2.8
SAL10767,34,1900,750,385,1747,0.8,1535,2.6
SAL10768,0,0,0,0,0,0,0,0
SAL10769,43,2143,865,400,2227,0.8,1650,2.4
SAL10770,59,1733,629,393,1562,0.6,1218,2.1
SAL10771,39,2600,1084,420,3317,0.8,3219,3.3
SAL10772,38,2200,929,450,2318,0.8,2032,2.8
SAL10773,32,0,1125,0,0,1,1125,1
SAL10774,33,2167,987,510,2580,0.8,2464,3.1
SAL10775,35,0,575,175,1624,0.8,1374,2.9
SAL10776,45,1629,425,260,1437,0.8,962,2.5
SAL10777,40,3033,1612,580,4078,1,2870,2.2
SAL10778,48,1400,450,200,1624,0.7,949,2.3
SAL10779,34,2000,739,390,1834,0.9,1432,2.4
SAL10780,33,2817,1291,570,3384,1.1,2331,1.9
SAL10781,36,2000,652,400,1600,1.2,1497,2.6
SAL10782,0,0,0,0,0,0,0,0
SAL10783,56,1400,774,430,1666,0.8,1385,2.1
SAL10784,40,3033,1056,550,2797,0.9,2473,2.7
SAL10785,48,1200,900,200,1874,1.2,1874,2.7
SAL10786,36,6500,1174,0,2250,0.7,1125,2.2
SAL10787,46,1200,638,250,1544,0.8,1256,2.4
SAL10788,64,0,383,0,1312,0.8,1292,2
SAL10789,41,1962,905,350,2285,0.8,2231,3
SAL10790,37,2000,481,400,1463,1,1486,3.4
SAL10791,39,1694,475,330,1452,1.1,1330,3.1
SAL10792,48,3000,1050,330,2777,0.7,2273,2.6
SAL10793,45,2084,809,440,2277,1,2166,3.1
SAL10794,31,0,900,0,2249,0.9,1249,3
SAL10795,48,1100,609,220,1471,0.7,1099,2.3
SAL10796,34,2200,852,470,2101,1.1,1882,2.5
SAL10797,61,1781,526,300,1199,0.8,710,1.8
SAL10798,46,2292,836,393,2156,0.8,2016,2.7
SAL10799,59,1040,560,0,1625,0.8,1125,2.1
SAL10800,48,0,575,0,2124,0.6,725,1.7
SAL10801,53,1300,627,195,1333,0.7,833,1.8
SAL10802,52,0,1375,0,0,0.2,1375,1
SAL10803,40,1309,1011,300,2211,0.9,1644,2.4
SAL10804,51,1733,479,190,1375,0.8,1281,2.4
SAL10805,42,542,742,143,1708,0.8,1286,2.5
SAL10806,56,1685,514,0,1562,0.8,850,1.9
SAL10807,55,1517,662,195,2021,0.6,1187,2.1
SAL10808,38,1733,780,375,1909,0.8,1512,2.4
SAL10809,44,2050,808,380,2323,0.7,1850,2.4
SAL10810,38,1777,805,400,2049,0.8,1688,2.5
SAL10811,54,1950,714,327,1818,0.7,1266,2.1
SAL10812,38,1602,861,260,2208,0.8,2009,2.8
SAL10813,37,0,558,34,1375,0.8,1343,2.4
SAL10814,37,2500,1032,470,2536,0.9,1890,2.3
SAL10815,42,3380,1041,730,3173,0.8,2721,2.9
SAL10816,40,1500,833,100,2333,0.7,2750,3.4
SAL10817,38,2500,791,500,2181,1,2084,3
SAL10818,38,2167,762,450,2075,1,1860,2.7
SAL10819,32,2700,932,600,2584,0.9,2630,3.8
SAL10820,73,0,450,0,2899,0.9,725,1.7
SAL10821,49,1820,612,350,1649,0.9,1521,2.5
SAL10822,40,1517,463,189,1083,0.7,933,2.6
SAL10823,48,0,320,0,575,0.9,575,2.8
SAL10824,0,0,0,0,0,0,0,0
SAL10825,40,1500,529,300,1350,1.1,1073,2.6
SAL10826,42,700,813,180,1854,0.8,1531,2.6
SAL10827,56,2600,914,200,2299,0.8,2100,2.6
SAL10828,58,1365,574,370,1375,0.6,1375,2
SAL10829,36,1950,930,430,2324,0.8,1766,2.2
SAL10830,56,0,724,550,2249,0.6,1875,2.4
SAL10831,37,988,725,220,2146,0.9,1524,2.7
SAL10832,44,2362,537,107,1374,0.8,1125,2.1
SAL10833,44,1517,629,300,2075,0.8,1375,2.7
SAL10834,42,0,725,360,1149,0.6,1125,2.5
SAL10835,52,540,674,293,1187,0.8,1166,2.4
SAL10836,46,3000,913,288,3269,0.8,2297,2.8
SAL10837,35,1755,426,225,1127,1,826,2.6
SAL10838,47,1517,846,300,1963,0.7,1833,2.6
SAL10839,54,2350,749,215,1875,0.6,1749,2.3
SAL10840,44,2839,1283,450,3211,0.8,3205,3
SAL10841,78,0,449,0,725,0.5,575,1.5
SAL10842,43,1300,591,280,1340,0.8,1044,2.3
SAL10843,42,1138,687,180,1666,0.8,1375,2.6
SAL10844,46,4000,1219,1000,3841,0.8,3439,2.9
SAL10845,49,2275,946,250,2299,0.8,2299,2.8
SAL10846,42,3000,931,560,2858,0.8,2551,3
SAL10847,44,1695,941,325,2750,0.8,3041,3.1
SAL10848,47,4333,1446,1010,4857,0.8,4675,3
SAL10849,38,3033,828,428,2371,0.9,2370,3.4
SAL10850,41,2500,983,635,2551,0.9,2327,2.9
SAL10851,36,2167,645,450,1917,0.9,1730,3.2
SAL10852,53,1560,564,355,1335,0.7,1130,2.3
SAL10853,43,0,1824,270,2750,0.6,2750,2
SAL10854,37,954,700,180,1791,0.9,1312,2.6
SAL10855,33,2500,885,520,2298,0.8,2316,3.3
SAL10856,37,2741,1082,420,2803,0.8,2628,2.9
SAL10857,32,2484,1042,200,2124,0.9,3250,4
SAL10858,40,3284,969,560,2962,0.8,2878,3.3
SAL10859,35,8000,612,190,1625,1.1,1374,3.2
SAL10860,50,1500,1156,300,3083,0.8,3083,2.9
SAL10861,49,2090,711,420,1954,0.7,1628,2.6
SAL10862,44,2600,930,450,2482,0.8,2399,3.2
SAL10863,57,1528,485,280,1483,0.8,816,1.9
SAL10864,38,2167,727,550,2346,0.9,2409,3.6
SAL10865,43,2700,767,400,2457,0.8,2446,3.4
SAL10866,46,3000,1015,275,2833,1,2250,2.8
SAL10867,48,1600,687,0,1625,1.3,1625,2.5
SAL10868,63,2200,599,700,1375,1,1149,2.4
SAL10869,57,1652,539,295,1264,0.7,1183,2.6
SAL10870,50,1736,885,320,1666,0.8,1410,2.4
SAL10871,54,0,2374,0,0,0.3,1125,1
SAL10872,36,2466,1415,500,3371,1,2154,1.9
SAL10873,39,1950,1031,0,3124,1,3083,3.4
SAL10874,51,2400,725,250,2374,0.8,1812,2.5
SAL10875,46,2275,772,550,2356,0.8,2388,3.1
SAL10876,57,1732,682,295,1562,0.8,1156,2.1
SAL10877,40,1499,588,320,1471,0.8,1192,2.4
SAL10878,0,0,0,0,0,0,0,0
SAL10879,63,1647,530,370,1192,0.7,866,2.1
SAL10880,46,2297,737,260,2650,0.9,2249,2.8
SAL10881,57,867,545,200,1562,0.8,833,2.3
SAL10882,50,737,384,200,900,0.6,746,1.8
SAL10883,20,0,317,315,2750,0.6,2750,2
SAL10884,38,2000,880,400,2255,0.8,1839,2.5
SAL10885,55,1200,589,275,1375,0.8,850,2.1
SAL10886,47,1560,644,420,1375,0.8,1187,2.7
SAL10887,33,8667,725,150,2874,0.7,1125,2.7
SAL10888,39,1705,631,375,1583,0.8,1392,2.6
SAL10889,51,1417,675,375,2083,0.8,1437,2.5
SAL10890,54,1400,1017,667,1906,0.7,1781,2.3
SAL10891,37,2858,938,577,2455,1.1,2158,2.5
SAL10892,42,4000,1057,750,3430,0.8,3121,3
SAL10893,57,1442,615,280,1274,0.7,1152,2.3
SAL10894,41,2945,1237,515,3124,0.8,2428,2.2
SAL10895,46,3612,1159,695,3843,0.8,3573,3.1
SAL10896,62,2383,564,0,1812,0.6,1499,2.1
SAL10897,43,3000,940,695,3098,0.8,2924,3.1
SAL10898,34,2167,495,380,1534,1,1355,3.2
SAL10899,59,0,487,230,949,0.6,949,2.1
SAL10900,42,3210,841,400,2823,0.9,2311,2.9
SAL10901,43,0,949,480,2749,1,2749,3.6
SAL10902,50,1907,838,435,2250,0.7,2143,2.8
SAL10903,53,1430,484,285,1213,0.8,1050,2.3
SAL10904,62,1950,521,245,1069,1,719,1.8
SAL10905,52,1430,474,0,1999,1.6,1375,2.9
SAL10906,28,2409,882,520,2304,1.2,1606,1.8
SAL10907,39,2200,773,500,2199,0.8,2024,3
SAL10908,32,2344,1164,550,2796,0.8,2755,3.2
SAL10909,40,2875,1447,600,3268,1,2444,2.2
SAL10910,41,1905,757,380,1966,0.8,1693,2.6
SAL10911,44,2000,806,425,2073,0.8,1793,2.7
SAL10912,59,919,459,320,849,1,866,2.3
SAL10913,39,0,0,0,0,0,0,0
SAL10914,54,3600,1161,1073,3420,0.7,3182,2.6
SAL10915,50,1372,446,250,1050,0.7,900,2.4
SAL10916,50,2167,1291,0,2749,0.8,1999,2.9
SAL10917,33,2167,979,430,2428,0.9,2297,3.2
SAL10918,52,2050,814,320,2139,0.7,1791,2.5
SAL10919,39,1993,794,365,2132,0.8,1934,2.8
SAL10920,40,2109,684,365,1666,1,1625,3.6
SAL10921,49,1700,760,300,2200,0.7,2076,2.8
SAL10922,57,3467,1223,1125,3054,0.7,2802,2.4
SAL10923,28,2600,483,209,1211,0.9,1020,3.1
SAL10924,56,2167,872,300,2035,0.8,1924,2.8
SAL10925,42,2500,1531,150,3750,0.9,2750,2.8
SAL10926,58,655,474,0,900,1.3,899,1.5
SAL10927,47,2400,634,264,2267,0.9,1869,2.8
SAL10928,41,1517,876,190,2139,0.8,1910,2.7
SAL10929,39,800,466,225,1625,0.8,900,2.9
SAL10930,35,1800,1100,320,1937,0.9,1937,3.5
SAL10931,27,1950,937,435,2114,0.8,2018,2.9
SAL10932,41,2167,1375,480,2833,1.2,2583,2.4
SAL10933,43,2228,1033,400,2641,0.7,2703,3.1
SAL10934,47,5317,1385,1250,4774,0.8,4609,3
SAL10935,43,2500,758,435,2094,0.9,1728,3.1
SAL10936,0,0,0,0,0,0,0,0
SAL10937,37,4333,1633,700,4236,1,3474,2.6
SAL10938,43,2058,869,500,2151,0.8,1855,2.6
SAL10939,50,1759,802,315,1660,1,1687,2.3
SAL10940,51,0,574,869,0,1,725,1
SAL10941,41,2500,912,360,3583,0.7,2749,2.8
SAL10942,52,2167,901,440,2461,0.7,2148,2.5
SAL10943,47,3000,1125,640,3312,0.9,3299,2.8
SAL10944,47,1289,828,250,2062,0.9,2124,3.1
SAL10945,66,5886,949,350,2374,1,2250,1.9
SAL10946,46,1975,718,300,2028,0.8,1906,2.8
SAL10947,48,1300,860,400,2333,1.1,2250,2.9
SAL10948,36,1109,937,200,2323,0.7,1816,2.3
SAL10949,48,975,430,157,1124,0.7,774,2.4
SAL10950,56,1020,498,285,1349,0.8,967,2.3
SAL10951,56,3250,695,0,1625,0.9,1458,2.6
SAL10952,43,450,637,75,1196,0.7,1125,2.7
SAL10953,35,2700,992,530,2468,0.7,2313,2.9
SAL10954,57,1284,474,190,1833,0.8,1499,3
SAL10955,45,2513,483,80,1125,0.6,974,2.6
SAL10956,33,1300,1187,0,2750,1.1,2624,3
SAL10957,42,1467,532,250,1687,1,1687,3.2
SAL10958,54,1250,447,230,1104,0.8,843,2.1
SAL10959,43,1733,652,355,1542,0.8,1231,2.3
SAL10960,66,0,574,0,900,0.4,900,1.3
SAL10961,54,2280,762,700,3750,0.8,1374,2
SAL10962,60,1084,524,290,1624,0.7,900,1.9
SAL10963,53,1517,665,323,1249,0.7,866,2.3
SAL10964,43,867,841,180,1808,0.7,1555,2.4
SAL10965,33,3000,1173,620,3102,0.9,3223,3.7
SAL10966,42,2600,1001,600,2951,0.9,2586,2.8
SAL10967,33,1300,575,75,1437,0.9,1542,3.2
SAL10968,51,2232,849,225,2374,0.7,2100,2.3
SAL10969,39,759,533,180,1262,0.8,1042,2.5
SAL10970,43,2800,1074,600,2907,0.9,2372,2.5
SAL10971,40,3467,1071,800,3341,0.9,3278,3.2
SAL10972,38,1967,1160,200,2562,0.8,2200,2.8
SAL10973,50,1733,749,115,1916,0.7,1625,2.6
SAL10974,54,9999,250,0,250,0.6,250,2
SAL10975,42,0,768,150,1542,0.8,1343,2.7
SAL10976,41,1387,877,295,1875,0.8,1800,2.9
SAL10977,45,2708,1024,400,2874,0.8,2125,2.5
SAL10978,50,1300,466,265,1135,1,1057,2.4
SAL10979,49,1300,546,338,1423,0.9,1294,2.6
