SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL40978,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL40979,..,508,508,485,57,545,304,3,305,248,3,246,109,0,109,71,0,71,1211,574,1783
SAL40980,..,10,10,13,0,13,14,0,14,8,0,8,7,0,7,6,0,6,51,10,54
SAL40981,..,491,491,710,77,784,503,11,513,474,5,480,193,0,193,136,0,136,2013,577,2595
SAL40982,..,17,17,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,31,16,47
SAL40983,..,3,3,11,0,11,0,0,0,4,0,4,3,0,3,0,0,0,15,3,22
SAL40984,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL40985,..,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10
SAL40986,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4
SAL40987,..,2091,2091,1930,153,2084,746,29,779,594,4,607,266,3,271,170,0,169,3707,2290,5998
SAL40988,..,102,102,171,12,181,74,0,71,66,4,68,19,0,19,9,0,9,332,117,449
SAL40989,..,8,8,21,0,20,9,0,9,3,0,3,5,0,5,3,0,3,41,9,51
SAL40990,..,15,15,24,0,24,13,0,13,11,0,11,0,0,0,6,0,6,51,15,63
SAL40991,..,4,4,6,0,8,3,0,3,0,0,0,0,0,0,0,0,0,14,5,22
SAL40992,..,16,16,22,0,22,14,0,17,11,0,11,5,0,5,5,0,5,55,17,69
SAL40993,..,6,6,4,0,8,0,0,0,3,0,3,0,0,0,0,0,0,7,10,13
SAL40994,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10
SAL40995,..,72,72,127,7,135,72,0,68,63,0,63,25,0,25,13,6,15,297,77,370
SAL40996,..,38,38,69,5,68,27,0,27,23,0,23,9,0,9,9,0,9,140,42,175
SAL40997,..,54,54,74,13,85,42,0,41,54,0,54,21,0,21,12,0,12,196,66,258
SAL40998,..,4,4,13,0,12,4,0,4,0,0,0,0,0,0,0,0,0,13,4,20
SAL40999,..,378,378,379,14,386,142,0,148,164,0,168,58,0,60,14,0,13,760,396,1157
SAL41000,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41001,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41002,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL41003,..,225,225,217,24,237,146,5,156,173,3,175,52,0,52,14,0,14,595,260,852
SAL41004,..,3,3,9,0,6,0,0,0,3,0,3,0,0,0,0,0,0,12,4,12
SAL41005,..,403,403,635,33,671,346,5,348,355,0,353,127,0,127,43,0,43,1505,439,1944
SAL41006,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11
SAL41007,..,18,18,30,0,34,11,0,13,17,0,17,6,0,6,0,0,0,60,18,83
SAL41008,..,82,82,68,8,76,22,0,22,14,0,14,17,0,17,8,0,8,127,80,211
SAL41009,..,0,0,9,0,9,0,0,0,5,0,5,3,0,3,0,0,0,20,0,22
SAL41010,..,60,60,91,3,92,30,0,30,31,0,28,17,0,17,11,0,11,184,65,247
SAL41011,..,714,714,807,61,875,274,25,300,292,7,295,115,4,123,69,6,76,1568,817,2387
SAL41012,..,9,9,7,0,7,5,0,5,0,0,0,6,0,6,3,0,3,17,9,24
SAL41013,..,23,23,23,0,29,9,0,9,6,0,6,3,0,3,0,0,0,44,27,73
SAL41014,..,3,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,10
SAL41015,..,4,4,16,0,16,8,0,8,5,0,5,0,0,0,0,0,0,25,4,32
SAL41016,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL41017,..,11,11,32,0,38,8,0,8,7,0,7,3,0,3,4,0,4,56,16,70
SAL41018,..,8,8,13,0,13,0,0,0,4,0,4,0,0,0,0,0,0,22,8,28
SAL41019,..,8,8,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13
SAL41020,..,26,26,18,3,16,3,0,3,6,0,6,3,0,3,0,0,0,29,30,60
SAL41021,..,111,111,186,11,191,62,4,63,130,0,127,45,0,45,13,0,13,425,118,551
SAL41022,..,4,4,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,9,4,13
SAL41023,..,227,227,246,14,261,93,8,104,106,0,106,45,0,52,17,0,15,512,259,774
SAL41024,..,188,188,119,10,124,26,5,30,8,0,8,8,0,8,0,0,0,159,203,365
SAL41025,..,8,8,13,0,13,10,0,10,9,0,9,0,0,0,0,0,0,24,8,30
SAL41026,..,109,109,179,8,187,63,0,65,63,0,63,35,0,35,19,0,19,356,121,478
SAL41027,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6
SAL41028,..,0,0,6,0,6,5,0,5,3,0,3,0,0,0,0,0,0,15,0,19
SAL41029,..,546,546,631,38,671,347,18,368,308,0,317,107,0,103,38,0,38,1435,607,2045
SAL41030,..,7,7,7,0,7,0,0,0,5,0,5,0,0,0,0,0,0,15,7,19
SAL41031,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41032,..,30,30,44,0,44,6,0,8,10,0,10,5,0,5,5,0,5,63,28,93
SAL41033,..,4,4,6,0,6,0,0,0,6,0,6,4,0,4,0,0,0,13,5,23
SAL41034,..,38,38,28,10,35,9,0,13,3,0,3,0,0,0,0,0,0,39,44,89
SAL41035,..,540,540,513,45,561,248,4,254,201,0,202,78,0,78,42,0,42,1083,588,1668
SAL41036,..,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16
SAL41037,..,257,257,419,14,430,72,0,72,56,0,56,29,0,29,12,0,12,592,270,859
SAL41038,..,1194,1194,995,126,1126,272,38,308,149,14,163,49,9,55,17,0,16,1484,1375,2862
SAL41039,..,83,83,129,3,130,41,0,41,22,0,18,5,0,5,4,0,4,199,83,281
SAL41040,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL41041,..,251,251,327,21,351,125,6,134,143,11,155,55,0,55,16,0,16,673,294,963
SAL41042,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41043,..,589,589,938,30,971,347,4,350,292,0,292,90,0,90,32,0,32,1696,630,2325
SAL41044,..,82,82,111,0,110,18,0,18,10,0,10,7,0,7,5,0,5,159,80,238
SAL41045,..,468,468,368,40,416,207,22,231,197,9,205,56,0,60,17,0,20,844,544,1392
SAL41046,..,25,25,43,0,46,22,0,22,15,0,15,7,0,7,4,0,4,95,29,120
SAL41047,..,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7
SAL41048,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41049,..,25,25,44,0,44,13,0,13,11,0,11,6,0,6,5,0,5,86,25,112
SAL41050,..,447,447,365,39,403,286,21,308,264,8,269,81,4,89,61,0,62,1051,520,1573
SAL41051,..,139,139,292,11,304,206,5,215,257,4,265,86,0,89,34,0,34,879,153,1041
SAL41052,..,25,25,62,5,63,35,0,37,30,0,30,22,0,22,6,0,6,149,31,179
SAL41053,..,1118,1118,938,129,1066,324,63,387,260,13,282,65,0,65,12,0,16,1605,1320,2928
SAL41054,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL41055,..,254,254,349,17,362,120,0,121,144,0,144,42,0,42,11,0,11,668,269,937
SAL41056,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL41057,..,3,3,0,0,8,0,0,0,4,0,4,0,0,0,0,0,0,11,3,16
SAL41058,..,869,869,1030,41,1075,398,8,405,332,0,334,133,0,133,53,0,53,1951,913,2865
SAL41059,..,0,0,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,11,0,11
SAL41060,..,5,5,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,6,5,9
SAL41061,..,254,254,385,23,410,194,6,200,156,0,156,60,0,60,15,0,15,811,282,1095
SAL41062,..,270,270,276,30,307,124,3,130,73,0,70,25,0,25,12,0,12,508,309,816
SAL41063,..,19,19,3,0,3,4,0,4,5,0,5,0,0,0,4,0,4,18,19,28
SAL41064,..,68,68,133,0,139,32,0,32,53,0,53,20,0,20,11,0,11,248,69,319
SAL41065,..,429,429,404,27,432,218,3,223,210,0,216,59,0,59,34,0,34,928,458,1389
SAL41066,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41067,..,694,694,512,80,601,204,22,233,144,10,153,48,0,51,18,0,22,928,813,1742
SAL41068,..,24,24,61,3,73,20,0,20,24,0,24,7,0,7,3,0,3,123,28,157
SAL41069,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41070,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL41071,..,140,140,192,13,207,106,0,106,77,0,77,28,0,28,17,0,17,419,158,576
SAL41072,..,408,408,443,17,463,218,0,218,197,4,204,70,0,72,27,0,27,953,430,1381
SAL41073,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41074,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41075,..,29,29,126,0,126,65,0,64,77,0,77,31,0,31,13,0,13,305,29,335
SAL41076,..,100,100,320,15,335,157,0,157,175,0,178,68,0,68,38,0,38,757,118,870
SAL41077,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41078,..,15,15,6,0,6,9,0,9,5,0,5,4,0,0,0,0,0,14,13,30
SAL41079,..,88,88,87,7,91,13,0,11,26,0,26,8,0,8,11,0,11,136,92,231
SAL41080,..,244,244,259,24,282,142,0,145,110,0,110,26,0,26,14,0,14,550,274,821
SAL41081,..,292,292,256,34,292,170,3,175,128,3,133,80,0,80,47,0,47,680,334,1016
SAL41082,..,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL41083,..,4,4,7,0,7,3,0,3,3,0,3,4,0,4,0,0,0,17,4,25
SAL41084,..,136,136,93,10,109,45,4,50,37,0,37,9,0,9,4,0,4,190,157,340
SAL41085,..,56,56,81,3,87,16,0,16,31,0,31,13,0,13,9,0,9,145,57,203
SAL41086,..,38,38,38,0,45,12,0,12,16,0,16,7,0,7,0,0,0,77,41,113
SAL41087,..,10,10,28,4,35,14,0,13,9,0,9,6,0,6,0,0,0,62,15,70
SAL41088,..,7,7,19,0,19,17,0,17,12,0,12,3,0,3,7,0,7,50,7,54
SAL41089,..,11,11,12,0,12,0,0,0,6,0,6,0,0,0,4,0,4,21,11,30
SAL41090,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL41091,..,5,5,8,0,13,3,0,3,4,0,4,0,0,0,0,0,0,21,3,22
SAL41092,..,22,22,28,0,29,18,0,18,9,0,9,3,0,3,5,0,5,62,25,81
SAL41093,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL41094,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41095,..,196,196,304,12,319,141,11,149,163,0,163,55,0,55,18,0,17,683,222,903
SAL41096,..,578,578,799,66,860,417,18,431,352,4,358,174,0,173,106,0,108,1840,675,2509
SAL41097,..,457,457,376,28,410,199,10,205,157,0,159,60,0,60,46,0,46,845,495,1338
SAL41098,..,369,369,350,25,380,169,3,167,162,3,167,78,0,78,31,0,32,791,400,1190
SAL41099,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41100,..,20,20,61,5,63,20,0,20,31,0,28,15,0,15,4,0,4,124,19,147
SAL41101,..,846,846,884,51,937,427,18,445,384,4,396,147,6,154,60,5,62,1909,929,2837
SAL41102,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41103,..,1254,1254,1649,112,1762,1101,27,1133,1059,23,1084,498,10,505,408,4,407,4719,1424,6141
SAL41104,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL41105,..,1235,1235,1588,129,1716,1034,26,1064,1021,10,1031,470,0,470,375,3,378,4489,1401,5895
SAL41106,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL41107,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41108,..,17,17,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,26,16,38
SAL41109,..,34,34,23,4,31,5,0,4,5,0,5,3,0,3,0,0,0,39,37,80
SAL41110,..,14,14,19,0,22,5,0,5,14,0,13,0,0,0,0,0,0,44,19,57
SAL41111,..,116,116,158,12,168,43,0,43,38,0,42,21,0,24,13,0,16,283,129,409
SAL41112,..,13,13,32,0,29,6,0,6,15,0,15,4,0,4,0,0,0,58,18,72
SAL41113,..,525,525,394,38,433,176,29,203,156,5,160,61,6,66,20,0,20,801,607,1413
SAL41114,..,616,616,658,80,740,296,45,341,305,9,312,75,0,79,19,0,19,1363,751,2110
SAL41115,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41116,..,17,17,20,5,24,8,0,8,9,0,9,0,0,0,3,0,3,37,26,59
SAL41117,..,4,4,12,0,12,3,0,3,0,0,0,5,0,5,0,0,0,25,4,29
SAL41118,..,6,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10
SAL41119,..,12,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,12,22
SAL41120,..,364,364,456,24,480,170,4,181,148,5,150,58,0,60,29,0,28,863,397,1255
SAL41121,..,19,19,21,0,25,10,0,11,6,0,6,3,0,3,0,0,0,42,20,64
SAL41122,..,4,4,12,0,12,4,0,4,6,0,6,0,0,0,0,0,0,22,4,28
SAL41123,..,478,478,334,36,367,145,11,155,129,0,131,26,0,26,5,0,4,638,527,1162
SAL41124,..,217,217,196,15,213,85,10,97,118,4,117,38,0,38,11,0,7,440,246,682
SAL41125,..,19,19,13,0,15,0,0,0,7,0,7,3,0,3,0,0,0,22,17,44
SAL41126,..,0,0,9,0,9,5,0,5,0,0,0,3,0,3,0,0,0,17,0,17
SAL41127,..,8,8,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16
SAL41128,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,11
SAL41129,..,11,11,8,0,9,6,0,6,3,0,3,0,0,0,3,0,3,17,7,25
SAL41130,..,3,3,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,3,19
SAL41131,..,12,12,18,6,20,0,0,0,0,0,0,0,0,0,0,0,0,22,12,40
SAL41132,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL41133,..,109,109,73,4,78,10,0,7,9,0,9,11,0,11,0,0,0,103,115,216
SAL41134,..,16,16,26,0,31,12,0,12,18,0,16,8,0,8,8,0,8,76,20,94
SAL41135,..,49,49,53,0,53,7,0,11,11,0,11,3,0,3,5,0,5,68,53,118
SAL41136,..,459,459,354,44,401,187,7,195,211,3,207,94,0,94,49,0,44,889,515,1402
SAL41137,..,214,214,223,10,235,75,3,79,74,0,74,33,0,33,11,0,5,417,228,642
SAL41138,..,45,45,36,0,42,10,0,10,8,0,8,8,0,8,4,0,4,70,44,118
SAL41139,..,28,28,48,10,57,34,0,34,28,0,28,16,0,16,0,0,0,132,33,170
SAL41140,..,14,14,23,0,23,8,0,8,11,0,11,3,0,3,0,0,0,47,16,61
SAL41141,..,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,3,11
SAL41142,..,10,10,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,15,10,19
SAL41143,..,311,311,229,15,245,49,0,49,34,0,34,12,0,12,14,0,14,336,325,666
SAL41144,..,222,222,170,16,181,83,3,87,49,0,49,12,0,12,11,0,11,325,240,563
SAL41145,..,8,8,10,0,10,0,0,0,5,0,5,0,0,0,4,0,4,16,8,28
SAL41146,..,0,0,6,0,6,0,0,0,3,0,3,0,0,0,0,0,0,5,0,11
SAL41147,..,4,4,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,13,4,13
SAL41148,..,10,10,10,4,11,0,0,0,11,0,11,4,0,4,0,0,0,21,11,28
SAL41149,..,0,0,11,0,11,7,0,7,5,0,5,4,0,4,0,0,0,24,0,27
SAL41150,..,19,19,52,0,50,27,0,27,23,0,23,13,0,13,6,0,6,118,24,138
SAL41151,..,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,7
SAL41152,..,4,4,5,0,5,0,0,0,8,0,8,0,0,0,0,0,0,17,4,22
SAL41153,..,3,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SAL41154,..,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL41155,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41156,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41157,..,0,0,9,0,9,8,0,8,0,0,0,0,0,0,0,0,0,16,0,18
SAL41158,..,11,11,18,0,18,3,0,3,3,0,3,0,0,0,0,0,0,27,11,40
SAL41159,..,9,9,12,0,12,3,0,3,6,0,6,4,0,4,0,0,0,22,9,26
SAL41160,..,3,3,5,0,5,0,0,0,6,0,6,3,0,3,0,0,0,10,3,18
SAL41161,..,4,4,9,0,9,0,0,0,10,0,10,3,0,3,0,0,0,21,4,24
SAL41162,..,11,11,26,0,27,0,0,0,0,0,0,0,0,0,0,0,0,27,14,42
SAL41163,..,136,136,115,5,123,20,0,22,28,0,32,19,0,19,4,0,4,185,142,326
SAL41164,..,9,9,9,0,9,6,0,6,3,0,3,4,0,4,8,0,8,28,9,39
SAL41165,..,5,5,8,0,8,0,0,0,4,0,4,0,0,0,0,0,0,12,5,18
SAL41166,..,4,4,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,4,14
SAL41167,..,742,742,722,106,823,342,47,389,259,21,280,88,4,88,27,0,28,1442,913,2358
SAL41168,..,479,479,467,39,504,240,28,271,228,14,241,57,3,54,25,0,31,1015,558,1576
SAL41169,..,5,5,9,0,9,4,0,4,0,0,0,0,0,0,0,0,0,18,5,19
SAL41170,..,8,8,7,0,7,6,0,6,0,0,0,0,0,0,0,0,0,14,8,10
SAL41171,..,10,10,20,0,17,4,0,4,4,0,4,3,0,3,0,0,0,31,14,38
SAL41172,..,13,13,7,0,8,9,0,9,8,0,8,5,0,5,3,0,3,33,20,49
SAL41173,..,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8
SAL41174,..,7,7,12,0,13,4,0,4,0,0,0,0,0,0,0,0,0,17,8,26
SAL41175,..,45,45,75,0,77,10,0,10,10,0,10,9,0,9,0,0,0,103,55,158
SAL41176,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41177,..,0,0,8,0,8,3,0,3,4,0,4,0,0,0,0,0,0,14,0,14
SAL41178,..,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,12,6,12
SAL41179,..,8,8,8,0,6,3,0,3,0,0,0,4,0,4,0,0,0,17,14,30
SAL41180,..,10,10,8,0,12,5,0,5,0,0,0,0,0,0,0,0,0,17,14,30
SAL41181,..,4,4,3,0,3,3,0,3,7,0,7,3,0,3,0,0,0,18,4,26
SAL41182,..,5,5,11,0,11,3,0,3,3,0,3,0,0,0,0,0,0,18,5,20
SAL41183,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL41184,..,6,6,24,0,26,12,0,12,13,0,13,8,0,8,0,0,0,58,8,65
SAL41185,..,824,824,800,70,871,450,17,466,398,5,408,167,10,173,127,4,132,1941,923,2867
SAL41186,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL41187,..,277,277,208,27,236,55,7,70,37,0,37,17,0,17,4,0,4,323,313,637
SAL41188,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41189,..,991,991,775,82,855,316,10,326,232,9,243,120,0,120,71,9,76,1512,1090,2609
SAL41190,..,483,483,509,35,540,204,3,207,175,3,178,87,0,87,45,0,45,1017,528,1542
SAL41191,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL41192,..,212,212,248,10,254,46,0,46,36,0,36,18,0,18,4,0,4,352,222,572
SAL41193,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL41194,..,277,277,455,9,464,84,0,91,85,0,88,21,0,21,14,0,14,660,295,954
SAL41195,..,0,0,8,0,9,3,0,3,9,0,9,5,0,5,3,0,3,26,5,33
SAL41196,..,62,62,68,11,79,12,0,12,13,0,13,4,0,4,0,0,0,104,63,167
SAL41197,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4
SAL41198,..,58,58,156,4,160,19,0,19,20,0,20,3,0,3,8,0,8,205,73,272
SAL41199,..,16,16,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,16,32
SAL41200,..,11,11,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,16,33
SAL41201,..,1864,1864,1955,141,2099,753,38,794,648,4,655,256,0,265,110,0,110,3728,2045,5779
SAL41202,..,102,102,160,3,159,31,0,34,40,0,40,14,0,14,0,0,0,242,102,349
SAL41203,..,46,46,43,3,47,9,0,9,7,0,7,3,0,3,3,0,3,63,46,113
SAL41204,..,18,18,21,3,24,3,0,3,0,0,0,0,0,0,0,0,0,25,15,43
SAL41205,..,43,43,42,0,43,10,0,10,5,0,5,0,0,0,0,0,0,55,43,95
SAL41206,..,420,420,436,27,464,194,3,197,171,4,175,53,0,53,26,0,26,876,455,1329
SAL41207,..,276,276,410,32,441,188,4,190,169,0,169,58,0,58,34,0,34,865,308,1171
SAL41208,..,3,3,11,0,11,8,0,8,5,0,5,0,0,0,0,0,0,19,3,24
SAL41209,..,31,31,3,3,12,0,0,5,0,0,0,0,0,0,0,0,0,7,35,41
SAL41210,..,555,555,563,28,591,227,0,228,179,0,183,71,0,71,21,0,21,1060,590,1650
SAL41211,..,510,510,328,33,360,133,4,135,86,0,86,39,0,39,22,0,22,616,544,1157
SAL41212,..,11,11,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,17,11,29
SAL41213,..,66,66,81,0,80,16,0,16,11,0,11,0,0,0,0,0,0,107,67,173
SAL41214,..,98,98,137,5,141,12,0,16,11,0,11,5,0,5,0,0,0,168,103,269
SAL41215,..,114,114,78,8,90,35,0,35,26,0,26,15,0,15,8,0,9,158,122,279
SAL41216,..,214,214,222,15,240,121,3,121,87,0,90,33,0,33,12,0,12,473,238,712
SAL41217,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41218,..,41,41,45,0,43,5,0,5,3,0,3,0,0,0,3,0,3,55,39,95
SAL41219,..,4,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,4,10
SAL41220,..,1478,1478,1590,204,1790,838,89,929,945,41,990,306,9,316,85,12,97,3772,1830,5597
SAL41221,..,9,9,20,0,22,3,0,3,12,0,12,6,0,6,3,0,3,44,8,50
SAL41222,..,11,11,11,3,16,15,0,15,14,0,14,10,0,10,39,0,36,85,15,102
SAL41223,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41224,..,3,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12,0,14
SAL41225,..,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,3,14
SAL41226,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41227,..,5,5,8,0,8,4,0,4,0,0,0,0,0,0,0,0,0,14,5,21
SAL41228,..,7,7,24,0,26,5,0,5,15,0,15,6,0,6,0,0,0,52,8,58
SAL41229,..,0,0,0,0,0,5,0,5,3,0,3,0,0,0,0,0,0,9,0,13
SAL41230,..,4,4,0,0,0,8,0,8,3,0,3,0,0,0,0,0,0,13,4,22
SAL41231,..,11,11,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
SAL41232,..,378,378,243,30,275,122,5,126,96,0,96,19,0,19,14,0,14,495,413,902
SAL41233,..,198,198,189,8,195,57,0,57,37,0,37,15,0,15,6,0,6,307,206,513
SAL41234,..,3,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11
SAL41235,..,17,17,29,0,29,5,0,5,9,0,9,0,0,0,0,0,0,46,19,63
SAL41236,..,14,14,19,0,19,6,0,6,6,0,6,3,0,3,0,0,0,39,14,48
SAL41237,..,3,3,14,0,14,3,0,3,8,0,8,0,0,0,0,0,0,23,3,28
SAL41238,..,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
SAL41239,..,8,8,11,0,16,8,0,8,10,0,10,9,0,9,5,0,5,35,5,43
SAL41240,..,14,14,19,4,23,8,0,10,12,0,12,7,0,7,0,0,0,47,20,68
SAL41241,..,32,32,21,0,14,3,0,3,5,0,5,3,0,3,0,0,0,31,28,61
SAL41242,..,361,361,758,30,796,372,4,374,344,4,348,109,0,109,37,0,37,1623,406,2032
SAL41243,..,13,13,8,0,8,8,0,8,6,0,6,0,0,0,0,0,0,26,13,34
SAL41244,..,3,3,12,5,17,7,0,7,13,0,13,3,0,3,0,0,0,34,10,40
SAL41245,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41246,..,17,17,45,0,45,43,0,43,25,0,25,14,0,14,6,0,6,131,17,142
SAL41247,..,19,19,31,0,31,5,0,5,7,0,7,8,0,8,7,0,7,67,19,88
SAL41248,..,694,694,680,49,729,257,4,265,170,7,174,78,5,86,31,3,37,1219,765,1986
SAL41249,..,46,46,87,4,93,43,0,46,32,0,31,19,0,19,7,0,7,191,55,244
SAL41250,..,24,24,66,0,66,22,0,22,20,0,20,14,0,14,5,0,5,127,24,155
SAL41251,..,104,104,170,5,173,83,0,83,63,0,63,50,0,50,16,0,16,377,107,487
SAL41252,..,271,271,206,24,232,104,14,121,70,5,74,19,0,19,14,0,15,416,318,728
SAL41253,..,568,568,634,35,672,320,7,327,270,0,280,95,0,95,29,0,29,1354,617,1972
SAL41254,..,274,274,303,12,313,113,0,112,108,0,108,42,0,42,7,0,7,569,291,854
SAL41255,..,25,25,29,3,31,3,0,6,8,0,8,0,0,0,4,0,4,42,22,68
SAL41256,..,528,528,408,63,468,218,24,240,165,7,170,56,0,59,26,0,28,867,631,1495
SAL41257,..,559,559,600,23,627,240,6,242,230,0,230,68,0,68,37,0,37,1180,589,1768
SAL41258,..,214,214,134,25,153,76,12,89,48,0,48,14,3,18,5,0,8,284,249,531
